Orthogroup	Arabidopsis_arenosa	Erysimum_linariifolium
OG0002955	jg3870	El001G081670
OG0002955	jg24807	El005G244030
OG0002956	jg5968	El001G059010
OG0002956	jg5980	El001G058850
OG0002957	jg14333	El001G014510
OG0002957	jg22967	El007G330710
OG0002959	jg4864	El001G071650
OG0002959	jg23537	El007G324950
OG0002960	jg23644	El007G323690
OG0002961	jg23738	El007G322630
OG0002961	jg14960	El001G021040, El002G126230
OG0002962	jg31399	El002G114540
OG0002962	jg31398	El002G114530
OG0002963	jg28510	El002G083710
OG0002964	jg7987	El001G002820
OG0002964	jg7986	El001G002830
OG0002965	jg20772	El007G360320
OG0002965	jg28696	El002G085610
OG0002966	jg28712	El002G085770
OG0002966	jg20785	El007G360120
OG0002967	jg20806	El007G359850
OG0002967	jg28732	El002G086000
OG0002968	jg28734	El002G086060
OG0002968	jg20809	El007G359820
OG0002969	jg28770	El002G086530
OG0002969	jg18431	El006G298630
OG0002970	jg18416	El006G298800
OG0002970	jg28782	El002G086640
OG0002971	jg28780	El002G086630
OG0002971	jg18417	El006G298780
OG0002972	jg28851	El002G087300
OG0002972	jg18314	El006G299780
OG0002973	jg28968	El002G088590
OG0002973	jg18168	El006G301330
OG0002974	jg17867	El006G304390
OG0002974	jg29115	El002G090240
OG0002975	jg9106	El003G149870
OG0002975	jg17202, jg17214	El006G313590
OG0002976	jg5272	El001G066980
OG0002976	jg23936	El005G235420
OG0002977	jg23942	El005G235500
OG0002977	jg5291	El001G066800
OG0002978	jg22802	El007G332510
OG0002979	jg22370	El007G336770
OG0002979	jg9779	El003G157650
OG0002980	jg6650	El001G049590
OG0002981	jg24547	El005G241320
OG0002981	jg5757	El001G061410
OG0002982	jg18762	El006G294550
OG0002982	jg15200	El001G023280
OG0002983	jg18805	El006G294040
OG0002983	jg15243	El001G023720
OG0002985	jg18861	El006G293370
OG0002985	jg15270	El001G023990
OG0002986	jg5033	El001G011130
OG0002987	jg30102	El002G100160
OG0002988	jg3199	El004G227990
OG0002988	jg30496	El037G374530, El002G104000
OG0002990	jg31168	El002G112010
OG0002990	jg2419	El004G219300
OG0002991	jg9914	El003G159000
OG0002992	jg28308	El002G094780, El007G352850, El007G353080, El007G353280
OG0002993	jg29328	El002G092430
OG0002993	jg33147	El007G344720, El002G114060, El002G114020
OG0002995	jg10535	El003G165270
OG0002995	jg28643	El002G085110
OG0002996	jg6550	El001G051310
OG0002997	jg6869, jg6868	El001G047370
OG0002998	jg4515	El001G074930
OG0002998	jg25176	El005G248020
OG0002999	jg4300	El001G076840
OG0002999	jg2804	El004G224780
OG0003000	jg23066	El003G191250, El007G329650
OG0003001	jg23175	El007G328460
OG0003001	jg4548	El001G074620
OG0003002	jg22968	El007G330700
OG0003003	jg30260	El002G101450
OG0003003	jg2876	El004G224460
OG0003004	jg33553	El002G138840
OG0003004	jg25499	El005G251180
OG0003005	jg11098	El003G172150
OG0003005	jg25732	El005G253400
OG0003006	jg11046	El003G171520
OG0003006	jg25774	El005G253760
OG0003007	jg11025	El003G171390
OG0003007	jg25776	El005G253830
OG0003008	jg32956	El002G132540
OG0003008	jg25951	El005G255470
OG0003009	jg26102	El005G257090
OG0003009	jg33116	El002G134090
OG0003010	jg33256	El002G135430
OG0003010	jg26245	El005G258720
OG0003012	jg26732	El005G267400
OG0003013	jg8851	El003G147390
OG0003014	jg7305	El003G173380, El003G179040, El005G275570
OG0003014	jg9226	El007G348450, El005G259140
OG0003015	jg28167	El005G278150
OG0003015	jg9492	El003G154230
OG0003016	jg33327	El002G136120
OG0003016	jg26307	El005G259340
OG0003017	jg15808	El001G029380
OG0003017	jg33316	El002G135950
OG0003018	jg15456	El001G026130
OG0003018	jg19155, jg19113	El006G290550
OG0003019	jg25520	El005G251400
OG0003019	jg33530	El002G138380
OG0003020	jg19750	El006G284780
OG0003020	jg16039	El001G031560
OG0003021	jg1959	El004G213950, El004G213890
OG0003021	jg1962	El004G213900
OG0003022	jg13327	El001G040760
OG0003022	jg12462	El003G188600
OG0003023	jg25802	El005G254030
OG0003024	jg32735	El002G129230, El002G129190
OG0003025	jg9898	El003G158810
OG0003025	jg9900	El003G158840
OG0003026	jg1042, jg1044, jg11726, jg20545, jg32151, jg27938, jg21507, jg27509	El002G122330, El004G210010, El004G210030
OG0003027	jg26240, jg26233, jg26232, jg26239	El005G258670
OG0003028	jg8524	El003G143890
OG0003028	jg28036, jg7594, jg7593, jg7595	El001G006970
OG0003029	jg12207	El007G325620, El003G170150
OG0003029	jg17387	El001G045040, El002G131570
OG0003030	jg21834	El007G342370
OG0003033	jg9554	El003G155070
OG0003033	jg28234	El005G278650
OG0003036	jg8939	El003G148280
OG0003036	jg27560	El005G272740
OG0003037	jg8866	El003G147550
OG0003038	jg31745	El002G118430
OG0003038	jg18696	El006G295390
OG0003039	jg1020	El004G201800
OG0003040	jg1006	El004G201610, El004G201650
OG0003041	jg908	El004G200490
OG0003041	jg29471	El002G093750
OG0003042	jg13546	El001G042860
OG0003042	jg12641	El003G190940
OG0003043	jg1866	El004G212690
OG0003044	jg29670	El002G095760
OG0003044	jg636	El004G197580
OG0003045	jg25145	El005G247690, El005G247680
OG0003046	jg22063	El007G339690
OG0003046	jg9649	El003G156130
OG0003047	jg23422	El007G326150
OG0003048	jg23343	El007G326880
OG0003048	jg4713	El001G073130
OG0003049	jg10857	El003G169350
OG0003049	jg20338	El007G366280
OG0003050	jg7611	El001G006710
OG0003051	jg10226	El003G162460
OG0003051	jg7580	El001G007100
OG0003052	jg7273	El001G009940
OG0003052	jg32134	El002G123120
OG0003053	jg7038	El001G011450
OG0003053	jg18153	El006G301510
OG0003054	jg2026, jg32781, jg32780	El002G130190
OG0003054	jg21040	El007G357390
OG0003055	jg31346	El002G113880
OG0003056	jg18483	El006G298090
OG0003056	jg31351	El002G113930
OG0003057	jg8782	El003G146600
OG0003057	jg27898	El005G275170
OG0003058	jg16826	El006G318290
OG0003058	jg8641	El003G145200
OG0003059	jg18626	El006G296000
OG0003059	jg20638	El007G361920
OG0003060	jg7746	El001G005080
OG0003061	jg20298	El007G366560
OG0003062	jg11928	El003G182720
OG0003062	jg27216	El005G271300
OG0003063	jg26802	El005G268140
OG0003063	jg11569	El003G178200
OG0003064	jg11343, jg26585	El005G264760, El003G175160
OG0003065	jg11197	El003G173290
OG0003065	jg26393	El005G260370
OG0003066	jg473	El004G195180
OG0003067	jg19931	El006G283040
OG0003067	jg16137	El001G032660
OG0003068	jg16025	El001G031390
OG0003069	jg19427	El006G287950
OG0003070	jg14019	El001G011840
OG0003070	jg5953	El001G059170
OG0003071	jg14284	El001G014080
OG0003071	jg23008	El007G330260
OG0003072	jg22971	El007G330680
OG0003073	jg24505	El005G240810
OG0003073	jg6578	El001G050930
OG0003074	jg14832	El001G019670
OG0003074	jg23604	El007G324230
OG0003075	jg23613	El007G324080
OG0003075	jg14840	El001G019740
OG0003076	jg23700	El007G323120
OG0003076	jg14918	El001G020560
OG0003078	jg15009	El001G021500
OG0003079	jg8173	El001G000770
OG0003079	jg28445	El002G082980
OG0003080	jg18226	El006G300740
OG0003080	jg28931	El002G088130
OG0003081	jg23086	El007G329410
OG0003081	jg18097	El006G302100
OG0003082	jg18090	El006G302170
OG0003083	jg29084	El002G089800
OG0003084	jg17701	El006G306330, El006G306320
OG0003085	jg17631	El006G307320
OG0003085	jg17630	El006G307330
OG0003086	jg5204	El001G067690
OG0003087	jg24157	El005G237540
OG0003087	jg5558	El001G063660
OG0003089	jg24489	El005G240680
OG0003089	jg6591	El001G050720
OG0003090	jg5747	El001G061560, El001G061550
OG0003090	jg24558	El005G241420, El005G241430
OG0003091	jg15076	El001G022040
OG0003093	jg3743	El004G234240
OG0003093	jg30036	El002G099580
OG0003094	jg30226	El002G101130
OG0003094	jg3530	El004G231890
OG0003095	jg30251	El002G101380
OG0003095	jg21712	El007G343840
OG0003096	jg21075	El007G356950
OG0003097	jg31013	El002G109700
OG0003097	jg2600	El004G221370
OG0003098	jg29967	El002G098870
OG0003099	jg14901	El001G020450
OG0003101	jg5310	El001G066610
OG0003101	jg23955	El005G235630
OG0003102	jg5193	El001G067830
OG0003103	jg23091	El007G329350
OG0003103	jg4609	El001G074130
OG0003104	jg23121	El005G265710
OG0003105	jg14593	El001G017420
OG0003105	jg14594	El001G017430
OG0003106	jg23766	El007G322320
OG0003106	jg15002	El001G021440
OG0003107	jg23194	El007G328280
OG0003107	jg14534	El001G016790
OG0003108	jg14006	El001G011780, El004G194940
OG0003108	jg5947	El001G059220
OG0003109	jg2969	El004G212780, El004G225430, El004G225440, El004G201540
OG0003110	jg3652	El004G233200
OG0003110	jg33825	El002G141550
OG0003111	jg25321	El005G249350
OG0003111	jg33714	El002G140600
OG0003112	jg24755	El005G243440
OG0003112	jg25336	El005G249470
OG0003113	jg25627	El005G252500
OG0003113	jg25626	El005G252490
OG0003114	jg26063	El005G256680
OG0003115	jg33324	El002G136030
OG0003116	jg26601	El005G265020
OG0003117	jg26819	El005G268250
OG0003117	jg11577, jg11576	El003G178310
OG0003118	jg8029	El001G002330
OG0003119	jg27699	El005G273670
OG0003120	jg27706	El005G273720
OG0003120	jg8880	El003G147710
OG0003121	jg25394	El005G249990
OG0003121	jg33660	El002G139970
OG0003122	jg18598	El006G296350
OG0003122	jg31625	El002G117340, El002G117320
OG0003123	jg15286	El001G024170
OG0003124	jg15342	El001G024760
OG0003125	jg25801	El005G254010
OG0003126	jg19120	El006G290660
OG0003127	jg521	El004G195910
OG0003128	jg21416, jg21422	El004G208970
OG0003128	jg1144	El004G203100, El004G203250, El004G203200
OG0003128	jg1030	El004G201910
OG0003129	jg6018, jg6020	El003G166090, El001G058340
OG0003130	jg24742, jg25409	El005G243300, El007G343200
OG0003131	jg27132	El006G304810
OG0003133	jg4485	El007G355480
OG0003139	jg9516	El003G154530
OG0003139	jg9490	El003G153880, El003G153450
OG0003141	jg8919	El003G148100
OG0003141	jg27649	El005G273410
OG0003142	jg8819	El003G147000
OG0003142	jg27841	El005G274630
OG0003143	jg18707	El006G295260
OG0003143	jg10996	El003G171140
OG0003144	jg29490	El002G093920
OG0003144	jg926	El004G200640
OG0003145	jg29493	El002G093940
OG0003145	jg897	El004G200360
OG0003146	jg13037	El001G037280
OG0003146	jg7671, jg29932	El002G098530
OG0003147	jg12721	El003G192100
OG0003147	jg13403	El001G041670
OG0003150	jg13735	El001G045030
OG0003150	jg12508	El003G189230
OG0003151	jg12039	El003G184140
OG0003152	jg424	El004G194660
OG0003152	jg12789	El003G193130
OG0003153	jg425	El004G194670
OG0003153	jg12788	El003G193110
OG0003154	jg12751	El003G192430
OG0003154	jg525	El004G195930
OG0003155	jg4244	El001G077440
OG0003156	jg32893	El002G131530
OG0003157	jg22352	El007G336960
OG0003157	jg9777	El003G157610
OG0003158	jg4841, jg4839, jg4842	El001G071880
OG0003159	jg10522, jg10517, jg10529	El003G165430
OG0003160	jg21015	El007G357720
OG0003161	jg1851	El004G212140, El004G212330
OG0003162	jg914, jg26544, jg2034	El004G215020, El004G214990
OG0003163	jg7728	El001G005250
OG0003163	jg10362	El003G163900
OG0003164	jg11526	El003G177750
OG0003164	jg26746	El005G267580
OG0003165	jg3567	El004G216330, El004G232260
OG0003166	jg19994	El006G282170
OG0003166	jg16197	El001G033390
OG0003167	jg19944, jg19943	El006G282910
OG0003168	jg24809, jg24810	El005G244060, El005G244050
OG0003169	jg24885	El005G244760
OG0003169	jg4005	El001G080200
OG0003170	jg14852	El001G019990
OG0003170	jg23628	El007G323860
OG0003171	jg8093	El001G001650
OG0003172	jg8084	El001G001720
OG0003174	jg7929	El001G004040
OG0003174	jg28666	El002G085350
OG0003175	jg28807	El002G086940
OG0003175	jg18355	El006G299310
OG0003176	jg18367, jg18368	El006G299180
OG0003177	jg17960	El006G303440, El006G303450
OG0003178	jg23897	El005G235040
OG0003178	jg5227	El001G067440
OG0003179	jg23888	El005G234940
OG0003179	jg5220	El001G067540
OG0003180	jg6807	El001G047710
OG0003180	jg24352	El005G239390
OG0003181	jg24462	El005G240450
OG0003182	jg24808	El005G244040
OG0003182	jg3862	El001G081740
OG0003183	jg19133	El006G290810
OG0003184	jg18742	El006G294750, El006G294760
OG0003185	jg18990, jg18991	El006G292030, El006G292020
OG0003186	jg30373	El002G102670
OG0003187	jg3254	El004G228780
OG0003187	jg30548	El002G104540
OG0003189	jg30614	El002G105060
OG0003189	jg30615	El002G106680, El002G105070
OG0003190	jg3423	El004G230610
OG0003190	jg30731	El002G106260
OG0003191	jg9450, jg9452	El003G153560
OG0003191	jg3330	El004G229630
OG0003191	jg3331, jg3332	El004G229640
OG0003192	jg6582	El001G050850
OG0003193	jg2289	El004G217770
OG0003193	jg31244	El002G112780
OG0003194	jg9297	El003G151930
OG0003194	jg16907	El006G317120
OG0003195	jg16644	El006G320170
OG0003195	jg16596	El006G320520
OG0003196	jg29984	El002G099050
OG0003196	jg12936	El001G036330
OG0003197	jg615, jg619	El004G197310, El004G197880
OG0003198	jg29253	El002G091680
OG0003199	jg27502	El005G272400
OG0003200	jg29205	El007G360920
OG0003201	jg28793	El002G086770
OG0003201	jg29413	El002G093250
OG0003202	jg28709	El002G085750, El007G345270
OG0003203	jg6728	El001G048650
OG0003204	jg4197	El001G078070
OG0003205	jg3045	El003G172910
OG0003205	jg7946	El001G003230
OG0003206	jg9159	El003G150500
OG0003206	jg6413	El001G052960
OG0003207	jg23024	El007G330090
OG0003208	jg3340	El004G229760
OG0003209	jg25437	El005G250520
OG0003211	jg12629	El001G048400, El005G251850
OG0003212	jg25631	El005G252550, El005G252540
OG0003213	jg25663	El002G120520, El005G252910
OG0003214	jg25921	El005G255070
OG0003215	jg25990	El005G255900
OG0003216	jg27969, jg27971	El005G276360
OG0003216	jg27972	El005G276380, El005G276370, El005G276430
OG0003217	jg28284	El005G279140
OG0003217	jg9591	El003G155470
OG0003218	jg33508	El002G138080
OG0003218	jg33509	El002G138090
OG0003219	jg33313	El002G135920
OG0003219	jg26286	El005G259120
OG0003220	jg26104	El005G257110
OG0003220	jg33119	El002G134130
OG0003222	jg15437	El001G025880
OG0003222	jg15438	El001G025890
OG0003223	jg17144	El006G314160
OG0003223	jg9140	El003G150380
OG0003224	jg15564	El001G027230
OG0003225	jg15584	El001G027450
OG0003226	jg19727	El006G285020
OG0003229	jg20370, jg27662	El005G273060, El004G227160
OG0003230	jg20335	El007G366320
OG0003231	jg10573	El003G165910
OG0003232	jg21392, jg21219, jg23448	El001G055080, El001G054780, El001G058380
OG0003233	jg13548	El001G045690
OG0003233	jg8395	El003G142720
OG0003234	jg17718	El006G306160
OG0003234	jg29186	El002G090960
OG0003235	jg29775	El002G096750
OG0003235	jg29776	El002G096760
OG0003236	jg17012, jg30458	El002G103610
OG0003239	jg8036	El001G002230
OG0003239	jg8039, jg8038	El001G005320
OG0003241	jg2103, jg2642, jg1877, jg1882, jg1881, jg1870	El004G212710
OG0003247	jg16864	El006G317700
OG0003248	jg9341	El003G152300
OG0003248	jg16869	El006G317670
OG0003249	jg9186	El003G150710
OG0003249	jg17092	El006G314910
OG0003250	jg9152	El003G150430
OG0003250	jg17134	El006G314370
OG0003251	jg11196	El003G173280
OG0003251	jg11193	El003G173270
OG0003252	jg8997	El003G148910
OG0003253	jg20781, jg20782, jg20783	El007G360150
OG0003254	jg19489	El006G287240
OG0003255	jg31731	El002G118250
OG0003255	jg29393	El002G093130
OG0003256	jg29786	El002G096880
OG0003256	jg13229	El001G039590
OG0003257	jg13576	El001G043120
OG0003258	jg12421	El003G187900
OG0003258	jg13882	El001G046480
OG0003259	jg669	El004G218360
OG0003259	jg668	El004G197920
OG0003259	jg665	El004G197910
OG0003260	jg15574	El001G027340, El005G270390
OG0003261	jg22033	El007G340070
OG0003262	jg9703	El003G156720
OG0003263	jg9755	El003G157390
OG0003263	jg22322	El007G337350
OG0003264	jg4959	El001G070380
OG0003264	jg6420, jg6421	El001G052900
OG0003265	jg4901	El001G071200
OG0003266	jg4681	El001G073450
OG0003267	jg4665	El001G073620
OG0003268	jg10718	El003G167660, El003G167730
OG0003268	jg10719	El003G167720
OG0003269	jg7660	El001G006020
OG0003270	jg32261, jg32260	El002G124810, El002G124800
OG0003271	jg31325	El002G113680
OG0003273	jg31621	El002G117290
OG0003273	jg18601	El006G296330
OG0003274	jg8805	El003G146880
OG0003275	jg27894	El005G275140
OG0003275	jg8785	El003G146630
OG0003276	jg27968	El005G276320
OG0003277	jg27995	El005G276670
OG0003278	jg16523	El006G321500
OG0003278	jg8346	El003G142220
OG0003279	jg8344	El003G142210
OG0003280	jg18687	El006G295500
OG0003280	jg31805	El002G118930
OG0003281	jg20540	El007G363550
OG0003281	jg20537	El007G363610
OG0003282	jg11975	El003G183530
OG0003282	jg27038	El005G270150
OG0003283	jg11598	El003G178620, El003G180760
OG0003283	jg26841	El005G268430
OG0003284	jg11441	El003G176730
OG0003285	jg11435	El003G176660
OG0003286	jg11284	El003G174450
OG0003286	jg26517	El005G261960, El005G261900, El006G317080
OG0003287	jg11252	El003G174150
OG0003287	jg26477	El005G261350
OG0003288	jg21753	El007G343180
OG0003288	jg20164	El006G280280
OG0003289	jg19733	El006G284950
OG0003292	jg6098, jg6100	El001G057570
OG0003294	jg23474	El007G325720
OG0003294	jg4801	El001G072230
OG0003295	jg14823	El001G019580
OG0003295	jg23590	El007G324370
OG0003296	jg21597	El007G322620
OG0003296	jg14961	El001G021060
OG0003297	jg14977	El001G021210
OG0003297	jg23753	El007G322450
OG0003298	jg20786	El007G360110
OG0003298	jg28715	El002G085820
OG0003299	jg18329	El006G299570
OG0003299	jg28840	El002G087220
OG0003300	jg18034	El006G302900
OG0003301	jg17584, jg17577	El006G308130, El006G308110
OG0003302	jg17354	El006G311830
OG0003302	jg9061	El003G149440
OG0003303	jg23887	El005G234930
OG0003303	jg5218	El001G067560
OG0003304	jg3822	El001G082170
OG0003304	jg24790	El005G243870
OG0003305	jg5518	El001G064070
OG0003306	jg24371	El005G239600
OG0003307	jg6672	El001G049210
OG0003307	jg24408	El005G239990
OG0003308	jg24715	El005G242910
OG0003308	jg21367	El007G349280
OG0003309	jg13922, jg13924, jg9949	El007G349210, El003G159410
OG0003310	jg30225	El002G101120
OG0003310	jg3533	El004G231910
OG0003311	jg30242	El007G358180
OG0003312	jg2989	El004G225750
OG0003312	jg30357	El002G102490
OG0003313	jg3005, jg30342	El004G226000
OG0003314	jg3127	El004G227300
OG0003314	jg30418	El002G103100
OG0003315	jg3349	El004G229830
OG0003315	jg30661	El002G105550
OG0003316	jg30789, jg30791	El001G045000, El002G107210, El002G107230
OG0003318	jg30896, jg30899	El002G108610, El002G108600
OG0003319	jg31054	El002G110790
OG0003319	jg2557	El002G110240, El002G110780
OG0003320	jg13035, jg31201	El002G112390
OG0003321	jg17072	El006G315270
OG0003322	jg29608	El002G095000
OG0003324	jg23977	El005G235890
OG0003324	jg5339	El001G066340
OG0003325	jg6689	El001G049040
OG0003326	jg4493	El001G075160
OG0003326	jg4492	El001G075170
OG0003327	jg4331	El001G076510
OG0003328	jg6248	El001G056040
OG0003328	jg14747	El001G018970
OG0003329	jg2343	El004G218380
OG0003330	jg2583	El004G221130
OG0003330	jg31032	El002G110070
OG0003331	jg3440	El004G230800
OG0003332	jg30475	El002G103760
OG0003332	jg3176	El004G227770
OG0003333	jg3033	El004G226310
OG0003333	jg30365	El002G102580
OG0003334	jg3565	El004G232250
OG0003334	jg3564	El004G232240
OG0003335	jg3572	El004G232300
OG0003335	jg30201, jg30188	El002G100810
OG0003336	jg25306, jg25307	El005G249240
OG0003337	jg25804	El005G254040
OG0003338	jg26445	El005G261040
OG0003338	jg11237	El003G174020
OG0003339	jg33528	El002G138400
OG0003339	jg25521	El005G251410
OG0003340	jg15748	El001G028800
OG0003341	jg15828	El007G357950, El007G357940, El001G029610
OG0003342	jg15893	El001G030300
OG0003343	jg16282	El001G034400, El003G187850
OG0003344	jg12770	El003G192710
