Orthogroup	Arabidopsis_arenosa	Cardamine_amara
OG0004458	jg33309	evm.model.RL_5.1921
OG0004461	jg18543	evm.model.RL_6.1530
OG0004461	jg31530	evm.model.RL_5.2918
OG0004462	jg15095	evm.model.RL_7.1198
OG0004463	jg15335	evm.model.RL_7.983.1.687c84b7
OG0004464	jg15450	evm.model.RL_7.919, evm.model.RL_7.858
OG0004465	jg19301	evm.model.RL_7.738
OG0004466	jg15640	evm.model.RL_7.694
OG0004467	jg22047, jg22046	evm.model.RL_8.1419
OG0004468	jg15826	evm.model.RL_7.548.1.687c84b5
OG0004469	jg15833	evm.model.RL_7.539, evm.model.RL_6.1927
OG0004470	jg15887	evm.model.RL_7.501
OG0004471	jg19923, jg32970	evm.model.RL_6.2661
OG0004472	jg16200	evm.model.RL_7.228
OG0004473	jg17638	evm.model.RL_7.132
OG0004474	jg16370	evm.model.RL_7.65
OG0004475	jg33017	evm.model.RL_5.2100
OG0004477	jg21616	evm.model.RL_8.1039
OG0004480	jg18499	evm.model.RL_6.1486
OG0004480	jg4086	evm.model.RL_4.3184
OG0004481	jg9013	evm.model.RL_2.2875
OG0004482	jg30985	evm.model.RL_5.3743, evm.model.RL_5.3442, evm.model.RL_5.3373
OG0004483	jg30963	evm.model.RL_3.1422
OG0004485	jg16006	evm.model.RL_7.400
OG0004498	jg9609	evm.model.RL_2.2339
OG0004499	jg9579	evm.model.RL_2.2370
OG0004500	jg9543	evm.model.RL_2.2407
OG0004501	jg9423	evm.model.RL_2.2519
OG0004502	jg22632	evm.model.RL_8.1808
OG0004503	jg9387	evm.model.RL_2.2543.1.687c86e6
OG0004504	jg16853	evm.model.RL_6.279
OG0004505	jg9351	evm.model.RL_2.2571
OG0004506	jg9333	evm.model.RL_2.2585
OG0004507	jg15843	evm.model.RL_7.560, evm.model.RL_7.531
OG0004508	jg9221	evm.model.RL_2.2692
OG0004509	jg9184	evm.model.RL_2.2725
OG0004510	jg9181, jg17106	evm.model.RL_6.442
OG0004511	jg9087	evm.model.RL_2.2816
OG0004512	jg8918	evm.model.RL_2.2960
OG0004513	jg8906	evm.model.RL_2.2971.1.687c86e7
OG0004514	jg10959	evm.model.RL_2.1219
OG0004515	jg1012	evm.model.RL_3.502
OG0004516	jg831	evm.model.RL_3.345
OG0004517	jg3687	evm.model.RL_3.2397
OG0004518	jg10127	evm.model.RL_2.1881
OG0004519	jg12943	evm.model.RL_7.2699
OG0004520	jg31181	evm.model.RL_5.3221
OG0004520	jg5834	evm.model.RL_3.1212, evm.model.RL_8.1332
OG0004521	jg13261	evm.model.RL_7.2434, evm.model.RL_7.2433
OG0004522	jg13575	evm.model.RL_7.2213
OG0004522	jg12621	evm.model.RL_2.207
OG0004523	jg13679	evm.model.RL_7.2147
OG0004524	jg13808	evm.model.RL_7.2072
OG0004525	jg1860	evm.model.RL_3.908.1.687c84bb
OG0004526	jg29687	evm.model.RL_5.1107, evm.model.RL_3.198
OG0004527	jg25215	evm.model.RL_1.1158.1.687c87ec
OG0004529	jg25185	evm.model.RL_1.1134
OG0004530	jg22918	evm.model.RL_8.2059
OG0004531	jg22423	evm.model.RL_8.1666.1.687c855c
OG0004532	jg22469	evm.model.RL_8.1698
OG0004533	jg22547	evm.model.RL_8.1738, evm.model.RL_8.1739
OG0004534	jg22561	evm.model.RL_8.1750
OG0004535	jg22653	evm.model.RL_8.1829
OG0004536	jg22693	evm.model.RL_8.1864
OG0004537	jg21276	evm.model.RL_4.747
OG0004538	jg5097	evm.model.RL_4.2333
OG0004539	jg5081	evm.model.RL_4.2345
OG0004540	jg5045	evm.model.RL_4.2380
OG0004541	jg5028	evm.model.RL_4.2398
OG0004542	jg4941	evm.model.RL_4.2473
OG0004543	jg4896	evm.model.RL_4.2518
OG0004544	jg4858	evm.model.RL_4.2550
OG0004545	jg4734	evm.model.RL_4.2666
OG0004546	jg4654	evm.model.RL_4.2743
OG0004547	jg4585	evm.model.RL_4.2804
OG0004548	jg10750	evm.model.RL_2.1398
OG0004549	jg10741	evm.model.RL_2.1409
OG0004550	jg10666	evm.model.RL_2.1473
OG0004551	jg7648	evm.model.RL_8.542
OG0004552	jg10144	evm.model.RL_2.1870
OG0004553	jg10142	evm.model.RL_2.1872
OG0004554	jg10079	evm.model.RL_2.1917.1.687c86e4
OG0004557	jg32700	evm.model.RL_5.2294, evm.model.RL_5.2293
OG0004558	jg31333	evm.model.RL_5.3082
OG0004559	jg31373	evm.model.RL_5.3052
OG0004560	jg31378, jg31376	evm.model.RL_5.3048
OG0004561	jg31518	evm.model.RL_5.2952
OG0004562	jg31553	evm.model.RL_5.2940
OG0004563	jg31656	evm.model.RL_5.2848, evm.model.RL_5.2847
OG0004564	jg8799	evm.model.RL_2.3070
OG0004566	jg8687	evm.model.RL_2.3167
OG0004567	jg8460, jg8453, jg8446, jg8433	evm.model.RL_2.484.2.687c86e0
OG0004568	jg12045	evm.model.RL_2.570
OG0004569	jg12116	evm.model.RL_2.529
OG0004571	jg14567, jg19893	evm.model.RL_7.1621
OG0004572	jg18628	evm.model.RL_6.1596
OG0004573	jg20359	evm.model.RL_4.96
OG0004574	jg18701	evm.model.RL_6.1659
OG0004575	jg18473	evm.model.RL_6.1460
OG0004576	jg2167, jg7438	evm.model.RL_8.699
OG0004577	jg7480	evm.model.RL_8.666
OG0004578	jg7764	evm.model.RL_8.427
OG0004579	jg20730	evm.model.RL_4.420.1.687c86ce
OG0004581	jg20446	evm.model.RL_4.201
OG0004582	jg20356	evm.model.RL_4.94
OG0004583	jg11720	evm.model.RL_2.741.2.687c86e1
OG0004584	jg11515, jg11512, jg11513	evm.model.RL_2.845
OG0004585	jg11384	evm.model.RL_2.912
OG0004586	jg26443	evm.model.RL_1.2130
OG0004587	jg19960	evm.model.RL_6.2702
OG0004588	jg19901	evm.model.RL_6.2648
OG0004589	jg19819	evm.model.RL_6.2592
OG0004590	jg19818	evm.model.RL_6.2591
OG0004591	jg19814, jg19813	evm.model.RL_6.2584
OG0004592	jg19677	evm.model.RL_6.2467
OG0004593	jg3964	evm.model.RL_4.3307
OG0004594	jg4076	evm.model.RL_4.3198
OG0004595	jg5933	evm.model.RL_4.1586
OG0004596	jg5964	evm.model.RL_4.794, evm.model.RL_4.1558
OG0004597	jg6035	evm.model.RL_4.1494
OG0004598	jg6095	evm.model.RL_4.1454
OG0004600	jg23347	evm.model.RL_8.2440
OG0004601	jg23401	evm.model.RL_8.2489, evm.model.RL_3.1098
OG0004602	jg23457	evm.model.RL_8.2536
OG0004603	jg23554	evm.model.RL_8.2628
OG0004604	jg23560	evm.model.RL_8.2634
OG0004606	jg23726	evm.model.RL_8.2793
OG0004607	jg15011	evm.model.RL_8.2847, evm.model.RL_7.1257
OG0004608	jg23539	evm.model.RL_8.2615
OG0004609	jg7993	evm.model.RL_8.245, evm.model.RL_2.351
OG0004610	jg20883, jg20881	evm.model.RL_4.454
OG0004611	jg18388	evm.model.RL_6.1392
OG0004612	jg18214	evm.model.RL_6.1247
OG0004613	jg17871	evm.model.RL_6.996, evm.model.RL_5.611
OG0004614	jg17626	evm.model.RL_6.810
OG0004615	jg20921, jg17661	evm.model.RL_6.834
OG0004616	jg23934	evm.model.RL_1.54
OG0004618	jg5217	evm.model.RL_1.18
OG0004619	jg26062	evm.model.RL_1.1838
OG0004620	jg24785	evm.model.RL_1.779
OG0004621	jg24098	evm.model.RL_1.196
OG0004622	jg24121	evm.model.RL_1.219
OG0004623	jg24260	evm.model.RL_1.319
OG0004624	jg24504	evm.model.RL_1.512
OG0004625	jg24518	evm.model.RL_1.524
OG0004627	jg24538, jg16606	evm.model.RL_1.541
OG0004628	jg24568	evm.model.RL_1.566
OG0004630	jg24726	evm.model.RL_1.716
OG0004631	jg24731	evm.model.RL_1.721
OG0004632	jg24745	evm.model.RL_1.741
OG0004633	jg24748	evm.model.RL_1.744
OG0004634	jg19317	evm.model.RL_6.2179
OG0004635	jg19276	evm.model.RL_6.2145
OG0004636	jg19273, jg5900	evm.model.RL_6.2142
OG0004637	jg19251	evm.model.RL_6.2127
OG0004638	jg19193	evm.model.RL_6.2081
OG0004639	jg18771	evm.model.RL_6.1732
OG0004640	jg18777	evm.model.RL_6.1739
OG0004641	jg18826	evm.model.RL_6.1778
OG0004642	jg18917	evm.model.RL_6.1823
OG0004643	jg19049	evm.model.RL_6.1972
OG0004644	jg30079	evm.model.RL_5.1443
OG0004645	jg30085	evm.model.RL_5.1448
OG0004646	jg30311	evm.model.RL_5.1618
OG0004647	jg30380	evm.model.RL_5.1691
OG0004649	jg30693	evm.model.RL_5.3606.1.687c88c3
OG0004650	jg30752	evm.model.RL_5.3562
OG0004651	jg30907	evm.model.RL_5.3430
OG0004652	jg30928	evm.model.RL_5.3411
OG0004653	jg30925	evm.model.RL_5.3414
OG0004654	jg31055	evm.model.RL_5.3326
OG0004655	jg10025	evm.model.RL_2.1963, evm.model.RL_2.1965
OG0004656	jg9995	evm.model.RL_2.1992
OG0004657	jg9988	evm.model.RL_2.1998
OG0004658	jg9892, jg7802	evm.model.RL_2.2088, evm.model.RL_1.2200
OG0004659	jg17062	evm.model.RL_6.414
OG0004660	jg17022	evm.model.RL_6.386, evm.model.RL_6.389
OG0004661	jg29699	evm.model.RL_5.1118
OG0004662	jg29400	evm.model.RL_5.883
OG0004664	jg29347	evm.model.RL_5.835
OG0004665	jg29319	evm.model.RL_5.813
OG0004667	jg29260	evm.model.RL_5.762
OG0004668	jg29214	evm.model.RL_5.712
OG0004669	jg29160	evm.model.RL_5.647
OG0004670	jg29062	evm.model.RL_5.560
OG0004671	jg28811	evm.model.RL_5.339
OG0004673	jg5472	evm.model.RL_4.1992
OG0004674	jg5617	evm.model.RL_4.1863
OG0004675	jg5625	evm.model.RL_4.1856
OG0004676	jg5698	evm.model.RL_4.1801
OG0004677	jg5706	evm.model.RL_4.1793
OG0004678	jg5767	evm.model.RL_4.1739
OG0004679	jg6587, jg6586	evm.model.RL_4.1084
OG0004680	jg6717	evm.model.RL_4.999
OG0004681	jg6873, jg6871	evm.model.RL_4.960
OG0004682	jg21566	evm.model.RL_4.918
OG0004683	jg21195, jg21388	evm.model.RL_4.812
OG0004684	jg21385	evm.model.RL_4.808
OG0004685	jg5185	evm.model.RL_4.2252
OG0004686	jg21297	evm.model.RL_4.760.1.687c86d0, evm.model.RL_8.1121
OG0004687	jg16003	evm.model.RL_7.403
OG0004688	jg4394	evm.model.RL_4.2916
OG0004689	jg4288	evm.model.RL_4.3006
OG0004691	jg6456	evm.model.RL_4.1171
OG0004692	jg6448	evm.model.RL_4.1177
OG0004693	jg6391	evm.model.RL_4.1218
OG0004694	jg6175	evm.model.RL_4.1399
OG0004695	jg23143	evm.model.RL_8.2270
OG0004696	jg23166	evm.model.RL_8.2289
OG0004697	jg23180	evm.model.RL_8.2300
OG0004698	jg23191	evm.model.RL_8.2309
OG0004699	jg23199	evm.model.RL_8.2318
OG0004700	jg23239	evm.model.RL_8.2355
OG0004701	jg14983	evm.model.RL_7.1285
OG0004702	jg14712	evm.model.RL_7.1498.1.687c84b9
OG0004703	jg14659	evm.model.RL_7.1537_evm.model.RL_7.1538.1.687c9769
OG0004704	jg14479, jg17549	evm.model.RL_7.1686
OG0004705	jg26820	evm.model.RL_1.2380
OG0004706	jg14032	evm.model.RL_7.1980
OG0004706	jg14023	evm.model.RL_8.1488
OG0004707	jg2509	evm.model.RL_3.1312
OG0004708	jg2525	evm.model.RL_3.1325.4.687c84bc
OG0004709	jg2586	evm.model.RL_3.1381
OG0004710	jg2823	evm.model.RL_3.1591
OG0004711	jg2856	evm.model.RL_3.1614
OG0004712	jg3295	evm.model.RL_3.2046.1.687c84bd
OG0004713	jg30523	evm.model.RL_5.1825
OG0004714	jg3207	evm.model.RL_3.1966
OG0004715	jg31149	evm.model.RL_5.3251
OG0004716	jg3104	evm.model.RL_3.1865
OG0004717	jg30330	evm.model.RL_5.1634
OG0004718	jg3591	evm.model.RL_3.2309
OG0004719	jg3667	evm.model.RL_3.2380
OG0004720	jg3696	evm.model.RL_3.2405
OG0004721	jg3716	evm.model.RL_3.2425
OG0004722	jg3724	evm.model.RL_3.2432
OG0004723	jg3731	evm.model.RL_3.2439
OG0004724	jg3732	evm.model.RL_3.2440
OG0004725	jg30032	evm.model.RL_5.1398
OG0004726	jg25221	evm.model.RL_1.1164
OG0004727	jg25243	evm.model.RL_1.1186
OG0004728	jg25282	evm.model.RL_1.1216
OG0004729	jg25330	evm.model.RL_1.1257
OG0004730	jg25400	evm.model.RL_1.1315
OG0004731	jg25509	evm.model.RL_1.1411
OG0004732	jg25524	evm.model.RL_1.1421
OG0004733	jg25582	evm.model.RL_1.1467
OG0004734	jg25747	evm.model.RL_1.1603
OG0004735	jg32888	evm.model.RL_5.2203
OG0004735	jg25831	evm.model.RL_1.1656
OG0004736	jg25950	evm.model.RL_1.1740
OG0004737	jg25991	evm.model.RL_1.1772
OG0004738	jg26015	evm.model.RL_1.1793
OG0004739	jg26036	evm.model.RL_1.1808
OG0004740	jg26141	evm.model.RL_1.1912
OG0004741	jg26339	evm.model.RL_1.2065
OG0004742	jg26483	evm.model.RL_1.2159
OG0004743	jg26486	evm.model.RL_1.2162
OG0004744	jg26566	evm.model.RL_1.2217
OG0004745	jg26591	evm.model.RL_1.2238
OG0004746	jg26678	evm.model.RL_1.2302
OG0004748	jg2990	evm.model.RL_5.3948, evm.model.RL_3.1758
OG0004749	jg7825, jg27709	evm.model.RL_1.2827
OG0004750	jg28133	evm.model.RL_1.3130
OG0004751	jg28251	evm.model.RL_1.3208
OG0004752	jg33764	evm.model.RL_5.3965
OG0004754	jg33186, jg33247	evm.model.RL_5.1993
OG0004755	jg33143	evm.model.RL_5.2028
OG0004756	jg32941, jg33049	evm.model.RL_5.2147
OG0004757	jg26615	evm.model.RL_1.2263
OG0004758	jg13107	evm.model.RL_7.2548
OG0004759	jg15360	evm.model.RL_7.962
OG0004761	jg15046	evm.model.RL_7.1227
OG0004762	jg17376	evm.model.RL_6.587
OG0004763	jg15496	evm.model.RL_7.805
OG0004765	jg15630	evm.model.RL_7.709
OG0004766	jg15705	evm.model.RL_7.685
OG0004767	jg15751	evm.model.RL_7.626
OG0004769	jg15807	evm.model.RL_7.567
OG0004770	jg6509	evm.model.RL_4.1143, evm.model.RL_2.493
OG0004771	jg11134, jg16193	evm.model.RL_7.232
OG0004772	jg12326	evm.model.RL_2.1227
OG0004775	jg6696	evm.model.RL_4.1012
OG0004777	jg29617	evm.model.RL_5.1046
OG0004778	jg22579	evm.model.RL_8.1769.1.687c855d
OG0004779	jg27826	evm.model.RL_1.2887
OG0004780	jg26654	evm.model.RL_1.2288
OG0004781	jg26144	evm.model.RL_1.1914
OG0004782	jg25094	evm.model.RL_1.1049
OG0004783	jg23158	evm.model.RL_8.2280
OG0004783	jg4555	evm.model.RL_4.2825
OG0004786	jg22969	evm.model.RL_8.2103
OG0004801	jg9606	evm.model.RL_2.2342
OG0004802	jg9605	evm.model.RL_2.2343
OG0004803	jg9145	evm.model.RL_2.2756, evm.model.RL_2.2347
OG0004804	jg9589	evm.model.RL_2.2360
OG0004805	jg9524	evm.model.RL_2.2427
OG0004806	jg9395	evm.model.RL_2.2533
OG0004807	jg9332	evm.model.RL_2.2586
OG0004808	jg9222	evm.model.RL_2.2690, evm.model.RL_8.1220
OG0004809	jg9216	evm.model.RL_2.2697
OG0004810	jg21595	evm.model.RL_4.936
OG0004811	jg9102	evm.model.RL_2.2800
OG0004812	jg9115	evm.model.RL_2.2788
OG0004813	jg9083	evm.model.RL_2.2820
OG0004815	jg8881	evm.model.RL_2.2996
OG0004816	jg31811	evm.model.RL_5.2780
OG0004817	jg10956	evm.model.RL_2.1222
OG0004818	jg10960	evm.model.RL_2.1218
OG0004819	jg11001	evm.model.RL_2.1197
OG0004820	jg1525, jg1529	evm.model.RL_3.753, evm.model.RL_3.756
OG0004821	jg1469, jg29258	evm.model.RL_3.728
OG0004822	jg29548	evm.model.RL_5.991
OG0004822	jg830	evm.model.RL_3.343
OG0004826	jg13038	evm.model.RL_7.2597
OG0004827	jg13277	evm.model.RL_7.2419
OG0004828	jg13344	evm.model.RL_7.2371
OG0004829	jg13359	evm.model.RL_7.2358
OG0004830	jg12686	evm.model.RL_2.59
OG0004831	jg13475	evm.model.RL_7.2273
OG0004832	jg13520	evm.model.RL_7.2253
OG0004833	jg13714	evm.model.RL_7.2123
OG0004834	jg13721	evm.model.RL_7.2119
OG0004835	jg13744	evm.model.RL_7.2098
OG0004836	jg13761	evm.model.RL_7.2088
OG0004838	jg13890	evm.model.RL_7.2035.1.687c84bb
OG0004839	jg7259	evm.model.RL_8.834
OG0004841	jg491	evm.model.RL_3.111
OG0004842	jg604	evm.model.RL_3.196
OG0004842	jg29690	evm.model.RL_5.1110
OG0004843	jg29651	evm.model.RL_5.1079
OG0004844	jg19411	evm.model.RL_6.2261
OG0004845	jg24860	evm.model.RL_1.845
OG0004846	jg24968	evm.model.RL_1.940
OG0004847	jg24990	evm.model.RL_1.960
OG0004848	jg25110	evm.model.RL_1.1064.2.687c87ec.1.687c9a66
OG0004849	jg25183	evm.model.RL_1.1132
OG0004850	jg21772	evm.model.RL_8.1217
OG0004851	jg21780, jg21779, jg21782	evm.model.RL_2.409, evm.model.RL_8.1227
OG0004852	jg20679, jg21870	evm.model.RL_8.1289
OG0004853	jg21923	evm.model.RL_8.1327
OG0004854	jg21994	evm.model.RL_8.1377
OG0004855	jg21999	evm.model.RL_8.1382
OG0004856	jg22028	evm.model.RL_8.1399
OG0004857	jg22149, jg930	evm.model.RL_8.1475
OG0004858	jg22292	evm.model.RL_8.1554
OG0004859	jg9746	evm.model.RL_2.2220
OG0004860	jg22590	evm.model.RL_8.1776
OG0004861	jg7265, jg22675	evm.model.RL_8.1847
OG0004862	jg22711	evm.model.RL_8.1882
OG0004863	jg5147	evm.model.RL_4.2292
OG0004864	jg5136	evm.model.RL_4.2303
OG0004865	jg5132	evm.model.RL_4.2307
OG0004866	jg5131	evm.model.RL_4.2308
OG0004867	jg4976	evm.model.RL_4.2446
OG0004868	jg5381	evm.model.RL_4.2081.1.687c86d7
OG0004869	jg4937	evm.model.RL_4.2478
OG0004870	jg4880	evm.model.RL_4.2529
OG0004871	jg4826	evm.model.RL_4.2579
OG0004872	jg4757	evm.model.RL_4.2644
OG0004873	jg10863	evm.model.RL_2.1306
OG0004874	jg20403	evm.model.RL_4.170
OG0004875	jg10791	evm.model.RL_2.1370
OG0004876	jg20440	evm.model.RL_4.196
OG0004877	jg10705	evm.model.RL_2.1443
OG0004878	jg10701	evm.model.RL_2.1445
OG0004879	jg10638	evm.model.RL_2.1498
OG0004880	jg10565	evm.model.RL_2.1551
OG0004881	jg10542	evm.model.RL_2.1570
OG0004882	jg10498	evm.model.RL_2.1591
OG0004883	jg10456	evm.model.RL_2.1620
OG0004884	jg10421	evm.model.RL_2.1647
OG0004885	jg5803	evm.model.RL_4.1708, evm.model.RL_4.1733
OG0004887	jg10380	evm.model.RL_2.1686.1.687c86e3
OG0004888	jg10295	evm.model.RL_2.1741
OG0004889	jg10230	evm.model.RL_2.1802
OG0004890	jg10157	evm.model.RL_2.1859
OG0004891	jg10102	evm.model.RL_2.1900
OG0004892	jg10076	evm.model.RL_2.1922
OG0004893	jg32646	evm.model.RL_5.2321
OG0004894	jg32769	evm.model.RL_5.2261.1.687c88ba
OG0004896	jg31337	evm.model.RL_5.3079
OG0004897	jg31349	evm.model.RL_5.3069
OG0004898	jg31571	evm.model.RL_5.2906
OG0004899	jg4146	evm.model.RL_4.3127
OG0004900	jg8663	evm.model.RL_2.3189
OG0004901	jg8580	evm.model.RL_2.3268
OG0004902	jg8559	evm.model.RL_2.3286
OG0004903	jg16676	evm.model.RL_6.150
OG0004904	jg8298, jg8305	evm.model.RL_2.3483
OG0004907	jg10455, jg7805	evm.model.RL_8.400
OG0004908	jg20664	evm.model.RL_4.385.1.687c86ce
OG0004909	jg20556	evm.model.RL_4.298
OG0004910	jg20474	evm.model.RL_4.227
OG0004911	jg20469	evm.model.RL_4.224
OG0004912	jg20381	evm.model.RL_4.124
OG0004913	jg20275	evm.model.RL_4.26
OG0004914	jg20327	evm.model.RL_4.72
OG0004915	jg20287	evm.model.RL_4.41
OG0004916	jg26850	evm.model.RL_1.2400
OG0004917	jg33479	evm.model.RL_5.3745
OG0004919	jg12747	evm.model.RL_2.120, evm.model.RL_2.115
OG0004920	jg23616	evm.model.RL_8.2688
OG0004921	jg16369	evm.model.RL_7.66
OG0004922	jg16329	evm.model.RL_7.105
OG0004923	jg20024	evm.model.RL_6.2766
OG0004923	jg31102	evm.model.RL_5.3285
OG0004924	jg29943	evm.model.RL_5.1310
OG0004925	jg16202	evm.model.RL_7.226
OG0004926	jg19999	evm.model.RL_6.2745
OG0004927	jg19976	evm.model.RL_6.2725
OG0004929	jg19834	evm.model.RL_6.2602
OG0004931	jg19633	evm.model.RL_6.2435
OG0004932	jg19624	evm.model.RL_6.2425
OG0004933	jg19547	evm.model.RL_6.2365
OG0004935	jg9903	evm.model.RL_2.2078.1.687c86e4
OG0004936	jg3976	evm.model.RL_4.3299
OG0004937	jg4093	evm.model.RL_4.3182
OG0004938	jg4128	evm.model.RL_6.2579
OG0004939	jg4158	evm.model.RL_4.3119
OG0004940	jg5884	evm.model.RL_4.1626
OG0004941	jg5850	evm.model.RL_4.1660
OG0004942	jg5928	evm.model.RL_4.1590
OG0004943	jg5954	evm.model.RL_4.1567
OG0004944	jg5998	evm.model.RL_4.1525
OG0004945	jg6041	evm.model.RL_4.1482
OG0004946	jg6124	evm.model.RL_4.1434
OG0004947	jg27243, jg27249, jg32515	evm.model.RL_2.2182
OG0004948	jg22941	evm.model.RL_8.2076
OG0004949	jg22868	evm.model.RL_8.2017
OG0004950	jg11957, jg22856	evm.model.RL_8.2009
OG0004951	jg22824	evm.model.RL_8.1979
OG0004952	jg23290	evm.model.RL_8.2394
OG0004954	jg23320	evm.model.RL_8.2416
OG0004955	jg23459	evm.model.RL_8.2538
OG0004956	jg23542	evm.model.RL_8.2618
OG0004957	jg23569	evm.model.RL_8.2644
OG0004958	jg23579	evm.model.RL_8.2655
OG0004959	jg23600	evm.model.RL_8.2671
OG0004960	jg23633	evm.model.RL_8.2706
OG0004961	jg23640	evm.model.RL_8.2713
OG0004962	jg23676	evm.model.RL_8.2744
OG0004963	jg23720	evm.model.RL_8.2789
OG0004964	jg14990	evm.model.RL_7.1278
OG0004965	jg8121	evm.model.RL_8.122
OG0004966	jg20795	evm.model.RL_4.468
OG0004967	jg28743	evm.model.RL_5.279
OG0004968	jg18443	evm.model.RL_6.1431
OG0004969	jg18337	evm.model.RL_6.1352
OG0004970	jg18101	evm.model.RL_6.1153
OG0004971	jg18095	evm.model.RL_6.1146, evm.model.RL_6.1147
OG0004972	jg18066	evm.model.RL_6.1119
OG0004973	jg17995	evm.model.RL_6.1076
OG0004974	jg17977	evm.model.RL_6.1061
OG0004975	jg17823	evm.model.RL_6.958
OG0004976	jg17739	evm.model.RL_6.896
OG0004977	jg17560	evm.model.RL_6.760
OG0004978	jg5213	evm.model.RL_4.2226
OG0004979	jg24780	evm.model.RL_1.775
OG0004980	jg24788	evm.model.RL_1.782
OG0004981	jg23975	evm.model.RL_1.94
OG0004982	jg24105	evm.model.RL_1.204
OG0004983	jg5513	evm.model.RL_4.1957
OG0004984	jg5632	evm.model.RL_4.1843
OG0004985	jg6623	evm.model.RL_4.1059
OG0004986	jg6545	evm.model.RL_4.1121
OG0004987	jg5792, jg24530	evm.model.RL_4.1719
OG0004989	jg15664	evm.model.RL_7.651
OG0004990	jg24655	evm.model.RL_1.646
OG0004991	jg24712	evm.model.RL_1.702
OG0004992	jg24751	evm.model.RL_1.747
OG0004993	jg24778	evm.model.RL_1.773
OG0004994	jg19289	evm.model.RL_6.2154
OG0004995	jg19231	evm.model.RL_6.2112
OG0004996	jg19195	evm.model.RL_6.2083
OG0004997	jg15441	evm.model.RL_7.867
OG0004998	jg18726	evm.model.RL_6.1686
OG0004999	jg18735	evm.model.RL_6.1698
OG0005000	jg31417	evm.model.RL_5.3022
OG0005001	jg18963	evm.model.RL_6.1900
OG0005002	jg18977	evm.model.RL_6.1913
OG0005003	jg18989	evm.model.RL_6.1924
OG0005004	jg33805	evm.model.RL_1.3276, evm.model.RL_2.174
OG0005005	jg30020	evm.model.RL_5.1386
OG0005006	jg30159, jg30170, jg30182	evm.model.RL_5.1517
OG0005007	jg1113, jg30269	evm.model.RL_5.1582
OG0005008	jg30281	evm.model.RL_5.1593
OG0005009	jg30324	evm.model.RL_5.1628
OG0005010	jg30375	evm.model.RL_5.1686
OG0005011	jg30445	evm.model.RL_5.1753
OG0005012	jg30511	evm.model.RL_5.1814
OG0005013	jg3454	evm.model.RL_3.2183
OG0005015	jg30824	evm.model.RL_5.3501
OG0005016	jg30988	evm.model.RL_5.3371
OG0005016	jg30989	evm.model.RL_5.3372
OG0005018	jg31020	evm.model.RL_3.765, evm.model.RL_3.766, evm.model.RL_5.3356
OG0005019	jg31045	evm.model.RL_5.3334
OG0005020	jg31109	evm.model.RL_5.3282
OG0005021	jg31193	evm.model.RL_5.3215
OG0005022	jg31213	evm.model.RL_5.3198
OG0005023	jg31241	evm.model.RL_5.3174
OG0005024	jg2261	evm.model.RL_3.1113
OG0005025	jg9996	evm.model.RL_2.1991
OG0005026	jg9926	evm.model.RL_2.2054.2.687c86e4
OG0005027	jg9068	evm.model.RL_2.2830, evm.model.RL_7.446
OG0005028	jg3256	evm.model.RL_3.2013
OG0005029	jg29842	evm.model.RL_5.1218
OG0005030	jg3691	evm.model.RL_3.2401
OG0005030	jg3690	evm.model.RL_3.2400.1.687c84be
OG0005031	jg29683	evm.model.RL_5.1102
OG0005032	jg29655	evm.model.RL_5.1083
OG0005033	jg29596	evm.model.RL_5.1025
OG0005034	jg29457	evm.model.RL_5.923.1.687c88b0
OG0005035	jg29410	evm.model.RL_5.887
OG0005036	jg29387	evm.model.RL_5.1232
OG0005037	jg29265	evm.model.RL_5.766
OG0005038	jg18614	evm.model.RL_6.1584
OG0005039	jg29179	evm.model.RL_5.670
OG0005040	jg29209	evm.model.RL_5.705
OG0005041	jg28984	evm.model.RL_5.489
OG0005042	jg28974	evm.model.RL_5.482
OG0005043	jg28952	evm.model.RL_5.463.1.687c88ac
OG0005044	jg28853	evm.model.RL_5.377
OG0005045	jg28846	evm.model.RL_5.369
OG0005046	jg28609	evm.model.RL_5.151
OG0005047	jg33286, jg28490	evm.model.RL_5.38.2.687c88a9
OG0005049	jg28453	evm.model.RL_8.2874
OG0005050	jg5337	evm.model.RL_4.2119
OG0005051	jg2889	evm.model.RL_3.1647
OG0005052	jg5428	evm.model.RL_4.2037
OG0005054	jg5483	evm.model.RL_4.1984
OG0005055	jg5549	evm.model.RL_4.1923
OG0005057	jg5613	evm.model.RL_4.1867
OG0005058	jg5671	evm.model.RL_4.1822
OG0005059	jg5689	evm.model.RL_4.1809
OG0005060	jg5744	evm.model.RL_4.1762
OG0005061	jg5780	evm.model.RL_4.1734
OG0005062	jg6544	evm.model.RL_4.1123.2.687c86d2
OG0005063	jg24400	evm.model.RL_1.425
OG0005064	jg6716	evm.model.RL_4.1000
OG0005066	jg21504, jg21535	evm.model.RL_4.931, evm.model.RL_4.884
OG0005067	jg21460	evm.model.RL_4.861
OG0005068	jg21349	evm.model.RL_4.772
OG0005071	jg4411, jg6594	evm.model.RL_4.2907
OG0005072	jg4257	evm.model.RL_4.3032
OG0005073	jg14796	evm.model.RL_7.1448
