Orthogroup	Arabidopsis_arenosa	Brassica_napus
OG0000903	jg1750, jg4951	XP_013658051.2, XP_048623862.1, XP_048593236.1, XP_048607542.1, XP_013745898.1, XP_013746120.1, XP_048625246.1
OG0000903	jg14283	XP_048631177.1, XP_048627307.1, XP_048616513.1
OG0000905	jg4857	XP_048625333.1, XP_048598399.1
OG0000906	jg4825	XP_022569132.2, XP_013715727.2, XP_048603573.1, XP_048603610.1, XP_048627786.1, XP_013726709.2, XP_013680295.1
OG0000907	jg10729	XP_013721932.1, XP_013671023.1
OG0000907	jg20491	XP_013732781.1, XP_013697319.2, XP_013677176.1, XP_013674986.1, XP_048596605.1, XP_048624862.1
OG0000908	jg8394	XP_013705209.1, XP_013644948.1
OG0000908	jg24466	XP_013655220.1, XP_048636093.1
OG0000909	jg5442	XP_048625087.1, XP_013667601.2, XP_022567527.1, XP_013729373.2
OG0000910	jg22955	XP_013713163.2, XP_013642460.2
OG0000911	jg23719	XP_013661329.2, XP_022568834.1, XP_013686268.1, XP_013653548.1
OG0000912	jg7958	XP_013735382.3, XP_048607027.1, XP_013736188.2
OG0000913	jg29754	XP_013666750.1, XP_013653338.1, XP_013730480.2, XP_013698467.1, XP_013738228.1, XP_013743689.1, XP_013649051.1
OG0000913	jg2676	XP_013649029.1, XP_013703084.2, XP_013691218.2, XP_013701601.1
OG0000914	jg24177	XP_048623673.1, XP_048596285.1
OG0000914	jg24176	XP_048623431.1
OG0000915	jg15216	XP_013663249.2, XP_013663117.2, XP_022553251.2, XP_013640111.2, XP_048633965.1, XP_013681595.1
OG0000915	jg18775	XP_048634486.1, XP_013744680.2, XP_013692061.2, XP_013748432.2, XP_048636541.1, XP_013683569.1, XP_013683573.2
OG0000916	jg29929	XP_022543300.2, XP_048622988.1
OG0000917	jg29767	XP_013657336.2, XP_013677828.2, XP_013698268.2, XP_013746948.2, XP_013743623.2, XP_048595604.1, XP_013652957.1, XP_013750729.1, XP_013652954.1, XP_013652958.1, XP_013697793.1, XP_013708036.1
OG0000918	jg20673	XP_048624994.1, XP_013667502.2, XP_048599125.1
OG0000919	jg25817, jg25816, jg25818	XP_048631451.1, XP_013640065.2, XP_048614434.1, XP_048635677.1, XP_013679779.1, XP_013739451.2
OG0000921	jg33086	XP_013699457.1, XP_013640844.2, XP_013715066.3, XP_013735862.1
OG0000921	jg33085	XP_013640845.2, XP_022569597.2
OG0000921	jg33087	XP_048635524.1, XP_013749108.2, XP_013721184.1, XP_022569604.2, XP_013699204.1
OG0000923	jg21656, jg21659	XP_048633428.1, XP_022570559.1, XP_013640708.2, XP_022570149.1, XP_022554960.2
OG0000924	jg8700, jg1421	XP_048619361.1, XP_013673619.1, XP_048608840.1, XP_013668991.1, XP_048593783.1
OG0000924	jg27961	XP_048593226.1, XP_048618536.1, XP_013651469.1, XP_048595597.1
OG0000930	jg28171	XP_013669973.1, XP_048618720.1, XP_013669798.1, XP_013744433.2, XP_013732478.1, XP_048621077.1
OG0000930	jg9502	XP_013685934.1, XP_013667672.2, XP_022546415.1, XP_013713310.1, XP_013725454.1, XP_013659296.1
OG0000931	jg24768	XP_048636008.1, XP_013696903.2, XP_048606125.1, XP_013736009.2
OG0000931	jg25061	XP_022575537.1, XP_048615228.1, XP_048609078.1, XP_013729579.3, XP_013648168.2, XP_013736134.1
OG0000932	jg18876	XP_048611057.1, XP_048634518.1
OG0000933	jg21929	XP_013674751.1, XP_013710632.2
OG0000933	jg9907	XP_013733905.2, XP_013687306.1
OG0000935	jg7798	XP_013740813.1, XP_013705914.2, XP_013664577.1, XP_013699347.2
OG0000935	jg10452	XP_048594731.1, XP_013656153.2, XP_013737449.2, XP_013734947.2, XP_013671127.2
OG0000936	jg10403	XP_022561259.1, XP_013669865.1
OG0000937	jg10089, jg10087	XP_048619047.1, XP_013737712.1
OG0000938	jg8435	XP_048593818.1, XP_048606301.1
OG0000938	jg2577, jg8434	XP_013735960.1, XP_013654640.2, XP_022547997.2, XP_013724312.2, XP_013656254.1
OG0000939	jg16556, jg16555	XP_048597502.1
OG0000940	jg8755	XP_013642213.1, XP_013647124.2, XP_048607213.1, XP_013701636.1, XP_013656477.2
OG0000941	jg11370	XP_013685550.1, XP_013656768.2, XP_048610216.1, XP_048634016.1
OG0000941	jg28889	XP_022571841.2, XP_013696783.2
OG0000943	jg6610	XP_022572223.1
OG0000946	jg3861	XP_048607696.1, XP_013723441.2
OG0000946	jg3859	XP_048607693.1, XP_013723411.2
OG0000946	jg3860, jg16714	XP_013732736.2, XP_013750044.2
OG0000947	jg24028	XP_048636244.1, XP_048614284.1, XP_013700349.1, XP_048601995.1, XP_013735674.2, XP_022571953.2
OG0000948	jg15466	XP_013707938.1
OG0000950	jg6584	XP_022558888.1, XP_022561484.1, XP_013686245.2, XP_013643952.2
OG0000950	jg24503	XP_013647945.2
OG0000952	jg19708, jg13590	XP_048593573.1, XP_048626627.1, XP_048593574.1, XP_022551239.1
OG0000953	jg14879	XP_013704046.2, XP_013737023.1, XP_013686864.2, XP_013677901.2
OG0000953	jg14882	XP_013720253.1, XP_048596968.1
OG0000954	jg26078	XP_048630729.1, XP_048637012.1, XP_013713005.1, XP_013641483.2, XP_022569938.1, XP_013641496.2, XP_048600477.1
OG0000954	jg14083	XP_048630730.1, XP_048635530.1, XP_022569943.1
OG0000955	jg32196	XP_048612615.1, XP_013725025.1, XP_048635336.1, XP_048635309.1, XP_048628359.1, XP_022558053.1
OG0000959	jg30561, jg30569, jg30572, jg30617, jg31421, jg18360, jg30609, jg31422, jg30606, jg30618, jg31703, jg30562, jg30576	XP_013729993.1, XP_048612681.1
OG0000961	jg3705	XP_048611833.1, XP_048603424.1, XP_013719216.2, XP_022564548.2
OG0000962	jg12592	XP_013725868.1, XP_048633406.1, XP_013678852.1, XP_022551452.2, XP_013666119.2, XP_013708928.2, XP_048625257.1
OG0000962	jg13635	XP_013694061.2, XP_013692094.2
OG0000963	jg24865	XP_048600744.1, XP_013750360.2, XP_022559244.1, XP_013724086.1, XP_048606141.1, XP_013681770.2
OG0000964	jg21626	XP_048595742.1, XP_013750222.1, XP_048595745.1
OG0000965	jg25350, jg2759	XP_013642611.2, XP_013640503.1
OG0000965	jg10655	XP_022572528.2, XP_048629696.1, XP_022545651.1, XP_048627577.1, XP_048629085.1, XP_048590727.1, XP_013672687.1
OG0000966	jg10631	XP_048605833.1
OG0000966	jg10635	XP_013716032.2, XP_048627607.1, XP_013743599.1
OG0000967	jg32270	XP_013712067.2, XP_013712066.1
OG0000967	jg30781	XP_048592726.1, XP_013748585.1, XP_013698308.1
OG0000968	jg12252	XP_048616542.1, XP_048633513.1, XP_048633514.1, XP_048612189.1
OG0000968	jg12251	XP_048633349.1, XP_013741695.2, XP_048626447.1
OG0000970	jg23657	XP_013661906.2, XP_013661904.3, XP_013686230.2
OG0000970	jg14876	XP_048599734.1, XP_048633003.1
OG0000970	jg14877	XP_013686868.1, XP_013677903.2
OG0000971	jg15518, jg15536	XP_013740884.2, XP_013747442.1, XP_022570617.1, XP_013727571.2, XP_022562384.2, XP_048636172.1
OG0000972	jg6567	XP_048595342.1, XP_013739696.2, XP_013647299.1, XP_048591128.1, XP_048602081.1, XP_048629318.1
OG0000972	jg24510	XP_013740936.1, XP_048606073.1, XP_048592247.1, XP_048617944.1
OG0000973	jg5751	XP_013682055.2, XP_048627337.1, XP_013667399.2, XP_013683494.2
OG0000973	jg24551	XP_013647846.1, XP_048602042.1, XP_013732677.2, XP_013696788.2, XP_013684464.3, XP_013735918.2
OG0000974	jg18768	XP_048634474.1, XP_022557158.1
OG0000975	jg30501	XP_022557365.2, XP_048594050.1, XP_013641861.1, XP_048612657.1, XP_048612664.1, XP_013641860.1
OG0000977	jg14502	XP_013670347.2
OG0000977	jg14497	XP_013642595.2
OG0000977	jg14496	XP_013642596.2, XP_013647822.2
OG0000978	jg14343, jg14340	XP_013663790.2, XP_013688689.2, XP_022543240.2
OG0000979	jg11119	XP_013654045.1
OG0000979	jg11120	XP_013679596.2, XP_013739262.2, XP_022567618.1, XP_022549493.2
OG0000982	jg27301	XP_048615842.1, XP_048601662.1, XP_022554012.1, XP_048606697.1
OG0000983	jg2130, jg2132, jg6021, jg5565, jg6017, jg6019, jg6025	XP_022553131.2, XP_022573226.1, XP_013665325.2, XP_022566275.1
OG0000987	jg31803	XP_048615132.1
OG0000988	jg4336	XP_013728481.1, XP_013715281.2
OG0000988	jg28110, jg28109, jg25078, jg25077, jg25076	XP_013647430.2, XP_013729585.2
OG0000989	jg21892	XP_013708845.1, XP_013683349.1, XP_013707818.1, XP_048604524.1, XP_013710361.2
OG0000989	jg21043	XP_048595917.1, XP_048623481.1, XP_048631161.1
OG0000990	jg10798	XP_013737249.1, XP_013661948.1, XP_013726850.1, XP_048594671.1, XP_013655997.1, XP_048632800.1, XP_013719039.1, XP_013693300.2, XP_022555929.1, XP_013707738.1, XP_048618346.1
OG0000991	jg31960	XP_013671837.2, XP_048594971.1
OG0000991	jg31965	XP_013715110.2, XP_048621440.1, XP_022559289.2, XP_013717486.1
OG0000992	jg16590	XP_013715961.2, XP_013710672.1, XP_013705730.2, XP_048612245.1
OG0000992	jg8403	XP_013691607.2, XP_013669339.1, XP_048619419.1
OG0000993	jg26904, jg12547	XP_013657069.2, XP_013686792.1, XP_013686793.1, XP_013702408.1, XP_013661794.1
OG0000994	jg18055, jg18056	XP_048630584.1, XP_048636811.1
OG0000994	jg18054	XP_022571594.1, XP_013683273.2, XP_048610281.1
OG0000995	jg18215	XP_013734144.1, XP_013742756.2, XP_048634325.1, XP_022557085.1
OG0000995	jg28938	XP_048594274.1, XP_013660618.1, XP_048599429.1, XP_048613770.1
OG0000996	jg18122	XP_013683243.1, XP_013733937.1, XP_013722568.1, XP_013739745.1, XP_048610255.1, XP_013748788.2
OG0000996	jg29018	XP_013696459.1, XP_048599454.1, XP_013716282.1
OG0000998	jg19189	XP_013692936.1, XP_013748313.2, XP_013716901.1, XP_013734586.2, NP_001303044.1, XP_013744841.1
OG0000998	jg15488	XP_013686476.1, XP_048597121.1, XP_013651397.2, XP_013746470.1
OG0000999	jg31132	XP_022553988.2, XP_022553987.2, XP_048606772.1, XP_022545966.2
OG0001000	jg5307	XP_022554376.1, XP_013727999.2, XP_013713988.3, XP_013666007.2
OG0001001	jg6084, jg6489, jg6488	XP_013644013.2, XP_013647247.1
OG0001002	jg25314	XP_013749862.2, XP_022568113.2
OG0001003	jg33452	XP_048628498.1, XP_013746609.1, XP_048628207.1, XP_048628219.1, XP_013698089.2, XP_013744788.1, XP_013698762.1
OG0001004	jg32567, jg21684, jg12616	XP_022556308.2, XP_013747361.2, XP_022563473.2, XP_022575964.2
OG0001006	jg5680	XP_048610891.1, XP_048627211.1
OG0001008	jg9507, jg9508	XP_048631157.1, XP_013685935.1, XP_048593660.1
OG0001008	jg9509	XP_013661497.2, XP_013681579.2
OG0001009	jg9458	XP_013682946.2, XP_013698325.1, XP_013656328.2, XP_013685925.3, XP_048606463.1
OG0001009	jg9459	XP_013695677.1, XP_013667664.1
OG0001010	jg31821	XP_013677336.1, XP_048594521.1, XP_013659030.1, XP_048635179.1, XP_013639860.1, XP_013731419.1, XP_048612854.1
OG0001010	jg18686	XP_013688670.1, XP_048629627.1, XP_022570392.1, XP_013659519.2, XP_013747309.1
OG0001011	jg31842	XP_022546643.1, XP_022553793.1, XP_013749185.1, XP_048635175.1, XP_013749184.1, XP_048628342.1
OG0001011	jg11449	XP_048596429.1
OG0001012	jg1331	XP_013730540.2, XP_013686772.1, XP_048600922.1, XP_013746507.1
OG0001012	jg29324	XP_013646446.2, XP_013695750.3, XP_013640292.1, XP_013655338.1
OG0001013	jg1830, jg1707, jg1823, jg1828	XP_048607116.1, XP_048632617.1, XP_013701024.2, XP_022551740.2
OG0001014	jg13531, jg21377, jg21378, jg21379	XP_048601411.1, XP_048602974.1, XP_022564985.1, XP_013721387.2, XP_048605183.1, XP_013677704.2, XP_013721377.1, XP_013644299.1, XP_013663332.2, XP_013660763.1, XP_048625613.1, XP_013724384.2, XP_013660762.2
OG0001015	jg9904	XP_013722578.1, XP_013656522.2, XP_013705800.1, XP_013741534.2, XP_013642045.1, XP_013740003.2
OG0001016	jg4939	XP_013726297.1, XP_013661883.1, XP_013712644.1, XP_022549338.2, XP_013678601.2
OG0001017	jg23572, jg11031, jg6627	XP_013733222.1, XP_013643229.2
OG0001017	jg22184	XP_048607669.1, XP_048604149.1
OG0001017	jg4882	XP_013663185.2, XP_048624956.1, XP_048626233.1
OG0001018	jg6212	XP_048625084.1, XP_013680342.1, XP_013715656.2, XP_022565795.1, XP_048603323.1, XP_013692122.1, XP_048617945.1, XP_013647161.2, XP_013675562.2, XP_048626299.1, XP_048628278.1, XP_048602560.1
OG0001019	jg10852	XP_013737297.2, XP_022572493.1
OG0001019	jg20349	XP_013677276.1, XP_048614350.1, XP_048637342.1, XP_013648827.2
OG0001020	jg10819	XP_013723398.2, XP_022550295.1, XP_048632794.1, XP_013707790.1, XP_013726851.1, XP_013655969.2
OG0001020	jg20391	XP_048596626.1, XP_013746814.1, XP_013703117.1, XP_013693324.2
OG0001021	jg16365	XP_013670549.1, XP_013710071.2, XP_013652054.1, XP_013731570.1, XP_013746269.1, XP_013746299.1
OG0001021	jg20203	XP_013732554.1, XP_013747507.1, XP_013690409.1
OG0001022	jg20137	XP_022554898.1, XP_013734891.2
OG0001022	jg5311	XP_013648758.2
OG0001022	jg16301	XP_013749451.1, XP_048597327.1
OG0001023	jg6134	XP_048598996.1, XP_013704083.1
OG0001025	jg29024	XP_013723260.2, XP_013695530.1
OG0001025	jg18107	XP_013748794.1, XP_013711726.1
OG0001026	jg23976	XP_013729694.2, XP_048602016.1, XP_048605990.1, XP_013735648.1
OG0001026	jg5336	XP_022549240.1, XP_022568216.1, XP_048607919.1, XP_022554386.2, XP_048626374.1
OG0001028	jg15453	XP_048610006.1, XP_022573670.2, XP_013708821.2
OG0001029	jg30743	XP_022564676.1, XP_013722095.2, XP_013653392.2, XP_013721836.2, XP_048612773.1, XP_013693857.2
OG0001029	jg3434	XP_013681291.1, XP_048615798.1, XP_013693789.2, XP_048603346.1
OG0001030	jg30508	XP_013651669.1, XP_013705216.1
OG0001030	jg3216	XP_013717865.2, XP_048592232.1, XP_013718622.1, XP_013670324.1
OG0001031	jg30524	XP_013669888.1, XP_013642017.2, XP_013729465.1, XP_013741500.1, XP_013705997.2, XP_013681937.1
OG0001031	jg3232	XP_013717813.1, XP_013699019.1, XP_048616337.1, XP_013648760.1
OG0001032	jg3321	XP_013652109.1, XP_013652116.1, XP_022571311.1, XP_013693708.1
OG0001032	jg30646	XP_013742038.2, XP_048638504.1
OG0001033	jg2380	XP_013705667.2, XP_013663791.1
OG0001033	jg19423, jg19422	XP_013651196.1
OG0001034	jg2682	XP_013665721.1, XP_013651582.2
OG0001035	jg24312, jg24311	XP_022568445.1, XP_022547394.2, XP_022547392.2, XP_022568452.1
OG0001036	jg3547	XP_013694055.1, XP_013676784.1
OG0001036	jg3549	XP_013650135.2, XP_013685900.2
OG0001036	jg3548	XP_013650136.2
OG0001037	jg3666	XP_013650308.2, XP_013726993.2
OG0001037	jg33420	XP_048605446.1, XP_048615280.1
OG0001038	jg25265	XP_048600600.1, XP_022544481.1, XP_048635876.1, XP_048615157.1
OG0001038	jg25266	XP_048632358.1, XP_013693666.1, XP_048600601.1, XP_013673204.3
OG0001039	jg32909	XP_022559420.1, XP_013639871.1, XP_013652212.2, XP_013654608.2, XP_013654657.1
OG0001039	jg25860	XP_013681640.1, XP_013741101.1, XP_013705693.1, XP_048631178.1, XP_013639964.1, XP_013719114.2
OG0001040	jg33325	NP_001302867.1, XP_013655549.1, XP_048630074.1, XP_013749047.2, XP_013726826.1
OG0001040	jg26305	XP_013736612.2, XP_013685046.1, XP_013685049.2, XP_013736608.2, XP_013670250.2, XP_013674707.1
OG0001041	jg28144	XP_013691513.2, XP_013748447.1
OG0001041	jg14560	XP_013691495.1
OG0001043	jg33356	XP_048636911.1, XP_013749028.2
OG0001043	jg33359	XP_048616607.1
OG0001043	jg33360	XP_013640724.2, XP_013699249.2
OG0001044	jg15482	XP_048592979.1, XP_048616770.1, XP_013692916.2, XP_013710398.2, XP_048620620.1, XP_013742339.1, XP_022568097.1
OG0001044	jg19184	XP_048609395.1, XP_013752230.2
OG0001045	jg14361, jg14352, jg14394, jg14393	XP_022560052.1, XP_013746279.2, XP_048638558.1, XP_048638559.1, XP_048638560.1
OG0001047	jg10861, jg10860	XP_048637931.1
OG0001047	jg24003, jg23997	XP_013679126.1, XP_022569557.2, XP_048596115.1
OG0001048	jg3977, jg3978	XP_013681593.1, XP_013724277.1
OG0001048	jg4997	XP_013659444.2, XP_013665777.2
OG0001051	jg8852	XP_013656155.2, XP_013717992.1, XP_013670600.2, XP_013731054.2
OG0001052	jg8830	XP_013718065.2, XP_048619335.1
OG0001052	jg8829	XP_013718064.2, XP_013730946.1
OG0001053	jg1163	XP_013672224.1, XP_048595836.1, XP_013733138.1, XP_013744720.2
OG0001053	jg29371	XP_022569925.2, XP_013716421.2
OG0001054	jg763	XP_048602251.1, XP_022550026.2
OG0001055	jg13179	XP_048600207.1
OG0001056	jg24985	XP_048635945.1, XP_013670327.1
OG0001056	jg4189	XP_013732898.2, XP_022569432.2, XP_013740063.2, XP_022553453.1, XP_013721481.3
OG0001057	jg9678	XP_022567454.2, XP_013668281.1, XP_013705463.3, XP_013741587.1
OG0001057	jg22197, jg22194	XP_013681088.1, XP_013730828.3, XP_013733498.1
OG0001058	jg10903	XP_013741999.1, XP_022569078.1, XP_013655802.1, XP_013671347.1, XP_013733825.1
OG0001058	jg8752	XP_013748838.1, XP_022561214.1, XP_013642527.1, XP_013647394.1
OG0001059	jg20607	XP_048592583.1, XP_048601829.1, XP_013713857.1, XP_048596591.1, XP_013697178.1
OG0001059	jg10607	XP_048620942.1, XP_013717350.1, XP_048627602.1, XP_013734028.1, XP_013660888.1
OG0001060	jg11413	XP_013695581.1, XP_013734056.2, XP_013742588.2, XP_048634023.1
OG0001060	jg26647	XP_048592512.1, XP_022552010.2, XP_013732911.1, XP_048601646.1, XP_013711974.1, XP_013685436.2
OG0001061	jg26538	XP_048635190.1, XP_048612861.1, NP_001303016.1, XP_022576023.1
OG0001061	jg11306	XP_048601874.1, XP_013734374.2, XP_048631737.1, XP_013644418.1
OG0001062	jg14863	XP_013686876.2, XP_022570746.1, XP_048622060.1
OG0001062	jg23642, jg16754	XP_013745450.2
OG0001063	jg17849	XP_013677458.2, XP_048637077.1, XP_048601807.1, XP_013657477.2, XP_048595732.1
OG0001064	jg18849	NP_001302615.1, XP_013694760.2, NP_001303114.1, XP_048611047.1
OG0001064	jg15258	XP_013750013.2, XP_048592953.1, XP_022543902.2, NP_001303204.1, XP_013684774.1, XP_013666976.1, NP_001302899.1
OG0001065	jg18869	XP_013691215.1, XP_022554734.1, XP_022571668.1, XP_013691135.1, XP_048636521.1
OG0001065	jg15277	XP_048610893.1, XP_013651897.1, XP_013640120.1, XP_013661122.2
OG0001066	jg18870	XP_013688985.1, XP_013738305.2, XP_013692252.2, XP_013694669.2, XP_048611053.1, XP_022574077.2
OG0001066	jg15273, jg15278	XP_013678329.1, XP_013661120.1, XP_013647925.2, XP_013750032.1
OG0001067	jg3588	XP_013676914.2, XP_048592359.1, XP_048629888.1, XP_022559073.2, XP_048603380.1
OG0001067	jg30153, jg30176, jg30164	XP_013711049.2, XP_013682931.2, XP_013711182.2, XP_022563890.1
OG0001068	jg2872	XP_048633656.1, XP_013743875.1, XP_013688377.1, XP_022551842.1, XP_013702546.1, NP_001302623.1, XP_013743327.1, XP_013729351.1
OG0001069	jg3160	XP_013698897.1, XP_013649931.1, XP_013648890.1, XP_013682534.1
OG0001069	jg30461	XP_013696538.1, XP_013641895.1, XP_013737959.2, XP_013746614.2, XP_013664647.1, XP_013664433.1
OG0001070	jg31165	XP_013697582.1, XP_013642103.1, XP_013657193.1, XP_048593938.1, XP_048626650.1
OG0001070	jg27873	XP_048593251.1
OG0001071	jg29884	XP_048638225.1, XP_013693229.2, XP_048614010.1, XP_013727228.2
OG0001071	jg29885	XP_048614009.1, XP_013727221.2, XP_013695754.2, XP_013677797.2, XP_013657373.1
OG0001072	jg6239	XP_013661033.1, XP_013661023.2
OG0001072	jg14722	XP_022550757.1, NP_001303228.1, XP_013642428.1, XP_022566783.1, XP_013660390.1, NP_001302907.1
OG0001073	jg1251, jg1262	XP_048622959.1, XP_013664029.3, XP_048591889.1, XP_022560724.2
OG0001074	jg2299	XP_013660219.1, XP_013699725.2
OG0001075	jg25610	XP_013702782.1, XP_048609062.1, XP_013702077.2, XP_013697638.1, XP_048635769.1, XP_048635770.1, XP_013697641.1, XP_048595085.1, XP_013682821.1
OG0001076	jg25619	XP_013665658.1, XP_048627509.1, XP_048630511.1, XP_022569812.2, XP_048608668.1, XP_048612787.1, XP_013730696.2, XP_013730701.1
OG0001077	jg9189	XP_048636360.1
OG0001078	jg735	XP_022565014.1
OG0001079	jg23965, jg23966	XP_048636341.1, XP_048636262.1
OG0001079	jg23968	XP_048610739.1
OG0001080	jg28250	XP_013725679.1, XP_013654263.1, XP_013705756.1, XP_013703438.2, XP_048633031.1, XP_022573132.2, XP_013741557.2
OG0001080	jg23686	XP_013689676.2, XP_013650740.2
OG0001084	jg28274	XP_013710541.2, XP_048612797.1
OG0001084	jg28276	XP_048597530.1, XP_013733106.1
OG0001084	jg9585	XP_013734669.1, XP_013696286.1, XP_013703116.1, XP_013738230.2, XP_048621758.1
OG0001085	jg28168	XP_013744435.1, XP_048593108.1, XP_013671721.1, XP_013670897.1, XP_013732461.1, XP_013664453.1
OG0001086	jg9040	XP_013672254.1, XP_013707345.2, XP_013735174.1, XP_013664211.1, XP_013656251.2, XP_013701820.2
OG0001086	jg27410	XP_013736712.2, XP_022555421.1, XP_022562123.1, XP_048591592.1
OG0001087	jg8886	XP_022563005.1, XP_022572796.1, XP_048634980.1, XP_022569989.1, XP_048628413.1, XP_013666764.2, XP_013656173.2
OG0001087	jg8885	XP_013648704.2, XP_022569988.1
OG0001089	jg13663	XP_013646137.2, XP_048618115.1
OG0001089	jg13660	XP_013665666.1, XP_048631465.1, XP_013675535.2, XP_013694057.1, XP_013689113.2, XP_013657960.2, XP_048631463.1, XP_048627535.1
OG0001090	jg27422	XP_022564440.2, XP_048596990.1
OG0001090	jg12296	XP_013730628.1
OG0001091	jg14312, jg14711	XP_013727054.1, XP_022552604.1, XP_013744927.2, XP_022556748.2
OG0001091	jg21750	XP_013682852.1, XP_013683300.1
OG0001092	jg4503	XP_013718893.1, XP_013718892.2
OG0001092	jg4502	XP_013715247.2, XP_013745639.3
OG0001093	jg5795	XP_022555443.2, XP_013721979.3, XP_048624962.1, XP_013665925.1
OG0001093	jg5058	XP_013668005.1, XP_013720811.1, XP_048602800.1, XP_013702611.2, XP_013716324.2, XP_048607879.1
OG0001094	jg4827	XP_048598408.1, XP_048626273.1, XP_013712735.2, XP_013678618.1
OG0001094	jg23531	XP_013678434.1, XP_048616794.1, XP_022562492.2, XP_048626578.1, XP_048590857.1, XP_048626571.1, XP_048606598.1
OG0001095	jg11654, jg11656	XP_013723141.1
OG0001095	jg11652	XP_013695976.2, XP_013719583.2, XP_022545523.1, XP_013708205.2
OG0001096	jg15824	XP_013648371.1, XP_013728425.1, XP_013686060.1, XP_048609686.1, XP_048609684.1, XP_013678336.1, XP_013663529.1, XP_013699147.1
OG0001096	jg19495	XP_048634683.1, XP_048608609.1, XP_013724378.1
OG0001097	jg2257	XP_013709869.1, XP_013660033.1
OG0001098	jg14826	XP_013646853.1, XP_013746868.1, XP_022573415.1, XP_013693256.1
OG0001098	jg23601	XP_013710440.1, XP_013741704.1, XP_013647108.2, XP_013646579.1, XP_013712014.3, XP_013722427.2, XP_048627053.1
