Orthogroup	Arabidopsis_arenosa	Aethionema_saxatile
OG0003274	jg8805	As003G071680
OG0003275	jg27894	As011G264570
OG0003275	jg8785	As003G071920
OG0003276	jg8691	As003G072620
OG0003276	jg27968	As011G265520
OG0003277	jg27995	As003G072780
OG0003278	jg8346	As003G076070
OG0003279	jg8344	As003G076080
OG0003280	jg18687	As004G079190
OG0003281	jg20540	As004G087980
OG0003282	jg11975, jg27038	As004G092460
OG0003283	jg11598	As004G093520
OG0003284	jg11441, jg26669	As004G094590
OG0003285	jg11435, jg1208	As004G094820
OG0003286	jg11284, jg26517	As004G095820
OG0003287	jg11252, jg26477	As004G096020
OG0003288	jg20164	As005G099390
OG0003289	jg19733	As005G103340
OG0003290	jg30578, jg3928, jg3929	As005G107020
OG0003291	jg15972	As008G189290
OG0003294	jg23474	As005G117700
OG0003295	jg14823	As010G221600
OG0003295	jg23590	As005G118770
OG0003296	jg21597	As005G120210
OG0003296	jg14961	As010G220690
OG0003297	jg23753	As005G120390
OG0003298	jg20786	As006G124470
OG0003298	jg28715	As008G196710
OG0003299	jg18329, jg28840	As006G126230
OG0003300	jg18034	As006G128530
OG0003301	jg17584, jg17577	As006G130610
OG0003302	jg17354, jg9061	As006G131610
OG0003303	jg23887	As009G200360, As006G133490
OG0003304	jg3822	As006G133920
OG0003304	jg24790	As006G142030
OG0003305	jg24130	As006G136050
OG0003305	jg5518	As009G202840
OG0003306	jg24371, jg6773	As006G138040
OG0003307	jg6672	As006G138370
OG0003308	jg24715, jg21367	As006G141290
OG0003309	jg13922, jg13924, jg9949	As006G148620, As009G212270
OG0003310	jg30225	As007G153460
OG0003310	jg3533	As010G241900
OG0003311	jg30242	As007G153610
OG0003312	jg2989	As010G240150
OG0003312	jg30357	As007G154450
OG0003313	jg3005	As010G239970
OG0003313	jg30342	As007G154590
OG0003314	jg3127, jg30418	As010G238780, As007G155340
OG0003315	jg30661	As007G157170
OG0003316	jg30789, jg30791	As007G158290
OG0003317	jg30819	As007G158600
OG0003318	jg30896, jg30899	As007G159430
OG0003319	jg2557	As007G160400
OG0003321	jg17072	As007G176610
OG0003322	jg29608	As008G185720
OG0003323	jg27463, jg27470, jg27453, jg27459, jg27466	As008G192340, As008G192600
OG0003324	jg23977	As009G200870, As009G200840
OG0003325	jg6689	As009G206630, As009G206770
OG0003326	jg4492	As009G211740
OG0003327	jg15542	As009G213040
OG0003328	jg14747	As009G216640
OG0003329	jg2345, jg2343	As010G229480
OG0003330	jg2583, jg31032	As010G232880
OG0003331	jg3440	As010G235720
OG0003332	jg30475, jg3176	As010G238330
OG0003333	jg3033, jg30365	As010G239610
OG0003334	jg3565, jg3564	As010G242170
OG0003335	jg3572	As010G242230
OG0003336	jg25306, jg25307	As012G268160, As011G245170
OG0003337	jg32851, jg32870	As012G274170
OG0003338	jg26445, jg11237	As011G254220
OG0003339	jg25521	As012G269870
OG0003340	jg15748	As012G283900
OG0003341	jg15829, jg15828	As012G284510, As012G284500
OG0003342	jg19580	As012G284940
OG0003343	jg16282	As012G288080
OG0003359	jg9190	As001G004550
OG0003360	jg33364, jg9161, jg17126	As001G004820
OG0003361	jg227	As001G006980
OG0003362	jg8989, jg27495, jg27496	As001G012370
OG0003363	jg8927	As001G012710
OG0003363	jg27530	As011G262480
OG0003364	jg8865, jg8002	As001G014620
OG0003366	jg10910, jg18636	As001G017300, As004G079860
OG0003367	jg13021, jg16882, jg29940	As001G023260
OG0003368	jg13098, jg8102	As001G023790
OG0003369	jg13175	As001G024340
OG0003370	jg15300	As008G184030
OG0003370	jg13250	As001G024850
OG0003371	jg12667	As004G097400
OG0003371	jg13512	As001G026520
OG0003372	jg13705	As001G027560
OG0003373	jg12250	As004G077410
OG0003374	jg1785	As001G029750
OG0003375	jg490	As001G031110
OG0003376	jg9870	As002G033240, As002G032580
OG0003378	jg21650, jg28826, jg10040, jg10038	As002G040740
OG0003379	jg9778	As002G047130
OG0003380	jg22682	As002G049460
OG0003381	jg9628, jg22691	As002G049570
OG0003382	jg23508, jg4854	As002G053070
OG0003383	jg23085	As009G218010
OG0003384	jg10681, jg10698	As003G057350
OG0003385	jg10508	As003G058630, As004G086710
OG0003386	jg10329	As008G183260, As008G183150, As011G253860, As003G060190
OG0003388	jg13950	As003G064060
OG0003389	jg31410	As003G069450
OG0003390	jg31586, jg31587	As003G070950
OG0003391	jg8668	As011G265200, As003G072890
OG0003392	jg8522	As003G074460
OG0003392	jg16678	As007G180200
OG0003393	jg8517	As003G074560
OG0003395	jg10012	As004G097310
OG0003396	jg7499, jg7498	As004G084450
OG0003397	jg20530	As004G088040
OG0003398	jg26877	As011G258010
OG0003399	jg11436	As004G094640
OG0003400	jg11414, jg11418	As004G094890
OG0003401	jg11288	As004G095800
OG0003402	jg11174	As004G096470
OG0003403	jg16364	As012G288800
OG0003403	jg20202	As005G098850
OG0003404	jg20132	As005G099700
OG0003405	jg16027	As012G285790, As005G103390
OG0003406	jg13187	As005G104810
OG0003407	jg3838	As005G106080, As005G106190
OG0003407	jg24798	As006G142110
OG0003408	jg14834	As010G221480
OG0003408	jg23608	As005G118920
OG0003409	jg23639, jg14857	As005G119220
OG0003410	jg28469	As008G198740
OG0003411	jg7965	As006G123300
OG0003412	jg18316	As006G126310
OG0003412	jg28849	As008G195230
OG0003413	jg18098	As006G127980
OG0003414	jg17993	As006G128650
OG0003414	jg4329	As009G213050
OG0003415	jg23935, jg5271	As006G133010, As006G132990
OG0003416	jg5447	As009G202130
OG0003416	jg24081	As006G135620
OG0003417	jg6660	As006G138460
OG0003418	jg24428, jg6652	As006G138650
OG0003419	jg24553	As006G139780
OG0003419	jg5749	As009G204810
OG0003420	jg19275	As006G142690, As006G142680
OG0003421	jg2199	As006G144990
OG0003422	jg18884	As006G146040
OG0003422	jg15282	As012G277250
OG0003423	jg18944, jg18945, jg18943, jg18946	As006G146860
OG0003425	jg30034, jg3132	As007G152070
OG0003426	jg30252	As007G153720
OG0003427	jg30637	As007G156960
OG0003428	jg30656, jg14039, jg14035	As007G157140
OG0003429	jg30659	As007G157150
OG0003429	jg3347	As010G236620
OG0003430	jg30994	As007G160070
OG0003430	jg2610	As010G233060
OG0003431	jg31058	As007G160430
OG0003432	jg31177	As007G161360
OG0003433	jg17046, jg9213	As007G176830
OG0003434	jg16772, jg16771	As007G179680
OG0003435	jg8200	As008G186250
OG0003435	jg28456	As008G199000
OG0003436	jg29317	As008G188270, As008G188260
OG0003437	jg21754	As009G200110
OG0003438	jg23964, jg5318	As009G200700
OG0003439	jg5584	As009G203440
OG0003440	jg5627	As009G203860
OG0003441	jg23168	As009G218660
OG0003442	jg14612	As009G219280
OG0003444	jg14615, jg14614	As010G223080
OG0003445	jg6130	As010G225730
OG0003446	jg2716, jg30866	As010G233880
OG0003447	jg2851	As010G235060
OG0003448	jg30122	As010G242830
OG0003449	jg25239	As011G244700
OG0003450	jg33697	As012G268610
OG0003450	jg25333	As011G245440
OG0003451	jg25879, jg25877	As011G249780, As011G249760
OG0003452	jg25929, jg25928	As011G250120
OG0003453	jg25938	As011G250250
OG0003454	jg27573, jg27571, jg27572	As011G262740
OG0003455	jg8890	As011G263340
OG0003456	jg33487	As012G270150
OG0003456	jg28300	As011G267510
OG0003457	jg15435	As012G281150
OG0003458	jg25263	As012G286630, As012G286600
OG0003481	jg9435	As001G001730
OG0003482	jg9379	As011G265570
OG0003482	jg28053	As001G002340
OG0003483	jg32789	As001G003300
OG0003484	jg9153, jg17133	As001G004940
OG0003485	jg9017	As005G117350, As001G010570
OG0003486	jg6037	As006G126730, As006G124720, As004G079930, As001G018450
OG0003486	jg2464	As011G257690
OG0003487	jg29235, jg1535	As001G018480
OG0003488	jg1225, jg1224, jg1221, jg1223	As001G019520
OG0003489	jg997, jg29447	As001G020530
OG0003490	jg29522	As008G186500
OG0003491	jg13491, jg12668	As001G026430
OG0003492	jg2007	As001G029250
OG0003493	jg24926	As002G035090
OG0003494	jg21617	As002G039730
OG0003495	jg21788, jg21787	As002G043280, As010G230860
OG0003496	jg21989	As002G044500
OG0003498	jg4950	As002G052050
OG0003499	jg4781	As002G053620
OG0003500	jg4749	As002G053920
OG0003500	jg23398	As005G117030
OG0003501	jg4748, jg26123	As002G053940
OG0003502	jg10396	As003G059690
OG0003503	jg10141, jg7289	As003G061590
OG0003504	jg32072	As003G063140
OG0003505	jg32180, jg7221	As003G063630
OG0003506	jg31620	As003G071210
OG0003507	jg31630	As003G071290
OG0003508	jg27895	As011G264580
OG0003508	jg8784	As003G071930
OG0003510	jg16785	As007G179660
OG0003510	jg8608	As003G073500
OG0003511	jg12282	As004G077480
OG0003512	jg20972, jg32695	As004G082150
OG0003513	jg7783, jg10440	As004G086220
OG0003514	jg32816, jg32819, jg32821	As004G088780
OG0003515	jg10901	As004G090550
OG0003516	jg11430, jg11416	As004G092820, As006G139030
OG0003517	jg11676, jg11684	As011G258520, As004G092880
OG0003518	jg11605	As004G093510
OG0003518	jg26842	As011G257380
OG0003519	jg11496, jg11485	As004G094410
OG0003520	jg26582, jg11341	As011G255310, As004G095400, As004G095420
OG0003521	jg12708, jg19967	As005G101360
OG0003522	jg19897	As005G102020, As012G286680
OG0003523	jg19540	As005G104950
OG0003524	jg23330	As005G116500
OG0003525	jg23538	As005G118370
OG0003526	jg23599	As005G118840
OG0003526	jg14824	As010G221590
OG0003527	jg23673, jg7618, jg21470	As005G119570
OG0003528	jg18061	As006G128300
OG0003529	jg9751	As006G132680
OG0003530	jg5424	As009G201820
OG0003530	jg24064	As006G135480
OG0003531	jg5790	As006G139510
OG0003532	jg24643	As006G140580
OG0003533	jg837, jg19163	As006G143930, As006G143600
OG0003534	jg19129	As012G281180, As006G143730
OG0003535	jg18789	As006G145120
OG0003536	jg30227	As007G153480
OG0003537	jg2996	As010G240100
OG0003537	jg30347	As007G154540
OG0003538	jg30421	As007G155370
OG0003539	jg2829	As007G158680
OG0003540	jg30881, jg2687	As007G159330
OG0003541	jg30945	As007G159720
OG0003541	jg13574, jg2647	As010G233300
OG0003544	jg12145	As007G161850
OG0003545	jg6457, jg6640, jg11701	As008G186910
OG0003546	jg18260, jg28896	As008G194740
OG0003547	jg5564	As009G203240
OG0003548	jg5740	As009G204690
OG0003549	jg21579	As009G207460, As009G207450
OG0003550	jg21431	As009G209470
OG0003551	jg6335, jg6333	As009G215900
OG0003553	jg23266	As009G219420
OG0003554	jg14943	As010G220780, As010G220790
OG0003555	jg14681	As010G222500
OG0003556	jg30851, jg2747	As010G234140
OG0003557	jg8935	As010G239860, As011G256410
OG0003558	jg30161, jg30172, jg30184	As010G242270
OG0003559	jg3638, jg30120	As010G242900
OG0003560	jg33593	As012G269530
OG0003561	jg25501	As011G246970
OG0003562	jg11058	As012G274480
OG0003562	jg25760	As011G249020
OG0003563	jg26024	As012G272950
OG0003564	jg33340	As012G271290
OG0003565	jg11371	As011G255630, As011G255600
OG0003567	jg28043, jg28044, jg28046	As011G265090
OG0003568	jg7376, jg26560	As012G285390
OG0003584	jg9488	As001G001330
OG0003585	jg15513	As004G094370, As001G001560
OG0003586	jg9364	As001G002510
OG0003587	jg17167	As001G004330
OG0003588	jg4185	As001G010330, As001G025770
OG0003589	jg32624, jg8943	As001G013500
OG0003590	jg8817	As001G015600
OG0003591	jg29399	As008G187420
OG0003592	jg859, jg860	As001G021480
OG0003593	jg13048, jg13043, jg13045, jg20577	As001G023410
OG0003594	jg13072, jg29916	As001G023630
OG0003595	jg13618	As001G027090, As001G027080
OG0003596	jg13881	As001G028140
OG0003597	jg29729	As008G184580
OG0003598	jg24842, jg24824	As002G034020
OG0003599	jg25034, jg25035, jg25033	As002G036480
OG0003600	jg13075, jg25099	As002G037270
OG0003601	jg25189	As002G038900
OG0003602	jg8474, jg18727, jg12162	As005G109490, As012G281080, As009G211000, As003G065090
OG0003603	jg22057	As002G045060
OG0003604	jg9697, jg22152	As002G045700
OG0003605	jg16976, jg16293	As002G046590
OG0003606	jg9796	As006G134260
OG0003606	jg22449	As002G047760
OG0003608	jg21266, jg21250, jg21261, jg29140, jg21255	As002G052010
OG0003609	jg4852, jg4853	As002G053090, As002G053080
OG0003610	jg4791, jg23469	As005G117640, As002G053540
OG0003611	jg10757	As003G056740
OG0003612	jg10749, jg26569	As003G056880
OG0003613	jg6552, jg32867, jg32854	As003G061640
OG0003614	jg31311, jg31320	As003G067760
OG0003616	jg8760	As003G072090
OG0003617	jg7292	As004G080040
OG0003618	jg15259	As004G080680
OG0003619	jg25021	As004G080810
OG0003620	jg20678, jg20686	As004G086980
OG0003621	jg20663	As004G087120
OG0003622	jg20405	As004G089020
OG0003623	jg5630	As004G089520
OG0003625	jg20149, jg27772	As005G099540
OG0003626	jg16296	As012G288200
OG0003627	jg19974	As005G101300
OG0003628	jg19808	As005G102640
OG0003629	jg19787	As005G102860
OG0003630	jg16036	As012G285840
OG0003631	jg5957	As005G112390
OG0003632	jg32102	As005G116550
OG0003633	jg14934	As010G220870
OG0003633	jg23713	As005G119880
OG0003636	jg28464	As006G121740
OG0003637	jg28596	As006G123230
OG0003638	jg28629, jg7859	As006G123700
OG0003639	jg9086, jg17241	As006G131900
OG0003640	jg23939	As006G133050
OG0003640	jg5276	As009G199910
OG0003641	jg24405	As006G138200
OG0003643	jg15500	As006G143260
OG0003644	jg3777	As010G244340
OG0003645	jg30144, jg3597	As007G153070
OG0003647	jg30452	As007G155620
OG0003648	jg30803	As007G158410
OG0003649	jg31221, jg2324	As007G161780
OG0003650	jg15857, jg15860	As007G164430
OG0003651	jg29777	As008G184180
OG0003652	jg28982, jg28983	As008G194280, As008G193860
OG0003653	jg28913, jg28912	As008G194560, As008G194590, As008G194680, As008G194690, As008G194540
OG0003655	jg5519	As009G202850
OG0003656	jg5559, jg32141	As009G203220
OG0003657	jg25218	As009G209290
OG0003658	jg4217	As009G214410
OG0003659	jg23113	As009G218240
OG0003660	jg22758, jg12119	As009G219910
OG0003661	jg14985, jg23757	As010G220530
OG0003662	jg14460, jg22858	As010G224350
OG0003663	jg2554, jg31056	As010G232730
OG0003664	jg23031	As010G236810
OG0003665	jg30255	As010G241450
OG0003666	jg1919, jg21789	As010G243710
OG0003667	jg25278	As011G244920
OG0003669	jg33665	As012G268950
OG0003669	jg31487	As011G245800
OG0003670	jg25422, jg25421	As012G269210, As011G246210, As011G246190
OG0003671	jg25566, jg25708	As011G247450
OG0003672	jg28059	As011G249210
OG0003672	jg11028	As012G274250
OG0003673	jg26745, jg17213	As011G256420
OG0003674	jg26915	As011G258320
OG0003676	jg27451	As011G262250
OG0003678	jg26225, jg33248	As012G271670
OG0003679	jg15139	As012G275890
OG0003680	jg15153	As012G275950
OG0003681	jg15303	As012G277550
OG0003682	jg15579, jg15616	As012G282610
OG0003683	jg15101	As012G289380
OG0003695	jg9144, jg9601	As001G000260
OG0003696	jg9394	As001G002170
OG0003698	jg8863	As001G014650
OG0003699	jg12000, jg32135	As003G063440
OG0003701	jg13014, jg13015	As001G023150
OG0003702	jg13351, jg13355	As006G146620, As001G025510
OG0003703	jg12308	As001G028680
OG0003704	jg656, jg652, jg660, jg662	As001G032010
OG0003705	jg19362, jg19357	As002G038400, As002G033540, As002G033530, As002G033330, As002G038420
OG0003706	jg17894	As006G129200
OG0003706	jg17892, jg17883	As002G033350
OG0003707	jg21674	As002G041790
OG0003708	jg22399	As002G047410
OG0003709	jg22548	As002G048350
OG0003710	jg30878, jg5146	As002G050330
OG0003711	jg10867	As003G055860
OG0003712	jg10540	As003G058500
OG0003713	jg20751, jg10475	As003G058930
OG0003714	jg10296	As003G060420
OG0003715	jg7509	As004G084520, As003G061370
OG0003716	jg32133, jg32129	As012G283080
OG0003718	jg27518	As012G283390, As003G068900, As012G283000, As012G283420, As003G068910
OG0003719	jg4022	As004G079960
OG0003720	jg12318, jg30507, jg12317, jg3938	As004G080650
OG0003721	jg7503, jg7591, jg7504	As004G084480
OG0003722	jg11574, jg26814	As004G093690
OG0003723	jg26599	As011G255400
OG0003723	jg11349	As004G095300
OG0003724	jg26340, jg11139	As004G096690
OG0003725	jg26984	As004G096900
OG0003726	jg6824, jg20155	As005G099480
OG0003727	jg20017	As005G100910
OG0003728	jg19742	As005G103260
OG0003729	jg19738, jg19741	As005G103280
OG0003730	jg15818	As012G284400
OG0003731	jg4051, jg4092	As005G108120
OG0003732	jg22883, jg22882	As005G115590
OG0003733	jg28740	As006G124860
OG0003735	jg20899, jg7193	As006G125180
OG0003736	jg18353	As006G125840
OG0003737	jg12221	As006G126080
OG0003738	jg18232	As006G127030
OG0003738	jg28924	As006G129750
OG0003739	jg3196	As006G127380
OG0003740	jg18150, jg28989	As006G127670
OG0003741	jg17694, jg17692	As006G130380
OG0003742	jg18328, jg17520	As006G131050
OG0003743	jg24013	As009G201030, As006G135070
OG0003744	jg12761, jg12762	As006G136120
OG0003745	jg24524	As009G205350
OG0003747	jg24675, jg24679	As006G140970
OG0003748	jg24738	As006G141550
OG0003749	jg24762	As006G141820
OG0003750	jg33642, jg15505	As006G143250
OG0003752	jg30258	As007G153770, As007G153790
OG0003753	jg30763	As007G158090
OG0003754	jg30993, jg2616	As007G160060
OG0003755	jg31082, jg32197	As007G160580
OG0003756	jg10043, jg10044	As007G162820
OG0003758	jg16669	As007G180320
OG0003759	jg29960	As008G182680
OG0003762	jg18398	As008G195820
OG0003763	jg28730	As008G196490
OG0003764	jg28494	As008G198650
OG0003765	jg18792, jg5414	As009G201670
OG0003766	jg5427	As009G201910
OG0003767	jg6192, jg5775	As009G217110
OG0003768	jg23256	As009G219380
OG0003769	jg22735	As009G220100
OG0003770	jg14521, jg14520	As010G223730
OG0003771	jg14518, jg22778	As010G223770
OG0003772	jg8991, jg14162, jg14164, jg14163	As010G226150
OG0003773	jg2504	As010G232260
OG0003774	jg2536, jg2537	As010G232640
OG0003775	jg3523	As010G241780, As010G241710
OG0003776	jg3563	As010G242140
OG0003777	jg3586, jg31942	As010G242360
OG0003778	jg26129	As011G251910, As012G272310, As012G272320
OG0003779	jg26203	As011G252740
OG0003780	jg26315, jg33330	As011G253670
OG0003781	jg5750, jg26682	As011G256130
OG0003782	jg27033	As011G260900
OG0003784	jg33740	As012G268240
OG0003785	jg33702, jg33703, jg33701	As012G268460
OG0003786	jg33339	As012G271300
OG0003788	jg15340	As012G278110
OG0003790	jg15598	As012G282770
OG0003791	jg15636, jg19372	As012G283110
OG0003792	jg15683	As012G283540, As012G283530
OG0003823	jg9612	As001G000130
OG0003824	jg9241	As001G003930
OG0003826	jg27035	As001G013420
OG0003827	jg8887, jg27701	As001G014340
OG0003829	jg18690	As004G079150
OG0003829	jg31788	As001G016050
OG0003830	jg1540	As001G018400
OG0003831	jg29372, jg1157, jg1159	As008G187710, As001G019740
OG0003832	jg21726, jg12935	As001G022590
OG0003833	jg18084	As006G128100, As001G029870
OG0003834	jg378	As001G030450
OG0003835	jg605	As001G031760
OG0003836	jg24855, jg3943	As002G034190
OG0003837	jg4780	As002G035690
OG0003838	jg21808, jg21799, jg21797	As002G043340
OG0003839	jg22223	As002G046090
OG0003840	jg22391	As002G047330
OG0003841	jg9817	As006G134090
OG0003842	jg5106	As002G050720
OG0003843	jg4985	As002G051750
OG0003844	jg20449	As004G088690, As003G056700
OG0003846	jg10126	As003G061760, As003G061770
OG0003847	jg10125	As003G061780
OG0003848	jg32035	As003G062940, As003G062930
OG0003849	jg32068	As004G083190, As003G063100
OG0003850	jg32743	As003G066510
OG0003851	jg31526	As003G070320
OG0003852	jg8745	As003G072180
OG0003853	jg8577, jg8578	As003G073840
OG0003854	jg12240	As004G077370
OG0003855	jg32643, jg7059	As004G080850
OG0003856	jg2288, jg32606	As004G080910
OG0003858	jg21138, jg33155	As004G082850
OG0003859	jg7556, jg7554	As004G084640
OG0003860	jg19843	As004G085360, As005G102330
OG0003861	jg20535	As004G088000
OG0003862	jg20451, jg10756	As004G088680
OG0003863	jg20271	As004G090680
OG0003864	jg16343	As012G288630
OG0003864	jg20187	As005G099140
