Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_Rawat
OG0003101	jg5310	AL6G25670
OG0003101	jg23955	AL3G10750
OG0003102	jg5193	AL6G24450
OG0003103	jg23091	AL8G38150
OG0003103	jg4609	AL6G18000
OG0003104	jg23117	AL8G38410
OG0003104	jg23121	AL8G38490
OG0003105	jg14593	AL5G27220
OG0003105	jg14594	AL5G27230
OG0003106	jg23766	AL8G45250
OG0003106	jg15002	AL5G31600
OG0003107	jg23194	AL8G39240
OG0003107	jg14534	AL5G26680
OG0003108	jg14006	AL5G21290
OG0003108	jg5947	AL6G32350
OG0003109	jg2969	AL2G33060
OG0003110	jg3652	AL2G40300
OG0003110	jg33825	AL1G64590
OG0003111	jg25321	AL3G25280
OG0003112	jg24755	AL3G19360
OG0003112	jg25336	AL3G25440
OG0003113	jg25627	AL3G28490
OG0003113	jg25626	AL3G28480
OG0003114	jg26063	AL3G32660
OG0003115	jg33324	AL1G59560
OG0003116	jg26601	AL3G38190
OG0003117	jg26819	AL3G40560
OG0003117	jg11576	AL9U10840
OG0003118	jg27267	AL3G44080
OG0003118	jg8029	AL6G51200
OG0003119	jg27699	AL3G52600
OG0003120	jg27706	AL3G52690
OG0003120	jg8880	AL7G16490
OG0003121	jg25394	AL3G26080
OG0003121	jg33660	AL1G63040
OG0003122	jg18598	AL4G30800
OG0003122	jg31625	AL1G44730
OG0003123	jg15286	AL5G34460
OG0003124	jg18962	AL4G34930
OG0003124	jg15342	AL5G35070
OG0003125	jg25801	AL3G30120
OG0003126	jg19120	AL5G26040
OG0003126	jg22812	nbis-gene-1288
OG0003127	jg521	AL2G11670
OG0003127	jg522	AL2G11680
OG0003128	jg1144	AL1G65650
OG0003128	jg1030	AL2G17070
OG0003129	jg6018	AL6G33140
OG0003129	jg2131, jg2133	AL2G24610
OG0003130	jg24742, jg25409	AL3G19220, AL3G26240, AL286U10020
OG0003131	jg27131	AL3G33540
OG0003131	jg27132	AL2G19060, AL7G49440, AL9U11180
OG0003132	jg11818	AL9U11130, AL6G51850
OG0003133	jg4485	AL1G62490
OG0003139	jg9490	AL7G22940
OG0003141	jg8919	AL7G16900
OG0003141	jg27649	AL3G52140
OG0003142	jg8819	AL7G15890
OG0003142	jg27841	AL3G50040
OG0003143	jg18707	AL4G31840
OG0003143	jg10996	AL7G38480
OG0003144	jg29490	AL1G21790
OG0003144	jg926	AL2G15960
OG0003145	jg29493	AL1G21810
OG0003145	jg897	AL2G15660
OG0003146	jg13037	AL5G11490
OG0003147	jg12721	AL7G48540
OG0003147	jg13403	AL5G16050
OG0003148	jg12699	AL7G48940
OG0003149	jg23120	AL8G38440, AL8G38480
OG0003150	jg13735	AL5G19090
OG0003150	jg12508	nbis-gene-1943
OG0003151	jg12039	AL7G45160
OG0003152	jg424	AL2G10820
OG0003152	jg12789	AL7G47710
OG0003153	jg425	AL2G10830
OG0003153	jg12788	AL7G47740
OG0003154	jg525	AL2G11720
OG0003155	jg4244	AL6G14640
OG0003157	jg22352	AL8G30810
OG0003157	jg9777	AL7G26110
OG0003158	jg4841, jg4839	AL6G20630
OG0003158	jg4842	AL6G20600
OG0003159	jg10522, jg10517, jg10529	AL7G33510
OG0003160	jg21015	AL8G18200
OG0003161	jg1851	AL2G20220
OG0003161	jg8529	AL7G12610
OG0003162	jg2035	AL2G23570
OG0003162	jg2034	AL2G23560
OG0003163	jg7728	AL6G48230
OG0003163	jg10362	nbis-gene-1804, AL3G50460
OG0003164	jg11526	AL9U10300
OG0003165	jg3567	AL2G39260
OG0003166	jg19994	AL4G45170
OG0003166	jg16197	AL5G43710
OG0003167	jg19944	AL4G44690
OG0003167	jg19943	AL4G44680
OG0003168	jg24809	AL3G19950
OG0003168	jg24810	AL3G19960
OG0003169	jg24885	AL3G20770
OG0003169	jg4005	AL6G11980
OG0003170	jg14852	AL5G29930
OG0003170	jg23628	AL8G43800
OG0003171	jg8093	AL6G51930
OG0003172	jg8084	AL6G51790
OG0003174	jg7929	AL6G49580
OG0003174	jg28666	AL1G13030
OG0003175	jg28807	AL1G14580
OG0003175	jg18355	AL4G28230
OG0003176	jg18367	AL4G28370
OG0003176	jg18368	AL4G28380
OG0003177	jg17960	AL4G24030
OG0003177	jg17959	AL4G24020
OG0003178	jg23897	AL3G10200
OG0003178	jg5227	AL6G24790
OG0003179	jg23888	AL3G10080
OG0003179	jg5220	AL6G24720
OG0003180	jg6807	AL6G40700
OG0003180	jg24352	AL3G14750
OG0003181	jg29268	AL1G19550
OG0003181	jg24462	AL3G16140
OG0003182	jg24808	AL3G19940
OG0003182	jg3862	AL6G10520
OG0003183	jg19133	AL100U10010, AL4G36520
OG0003184	jg18742	AL4G32190
OG0003185	jg18990	AL4G35210
OG0003185	jg18991	AL4G35220
OG0003186	jg30373	AL1G30940
OG0003186	jg3050	AL2G33890
OG0003187	jg3254	AL2G36010
OG0003187	jg30548	AL1G33040
OG0003189	jg30614	AL1G33690
OG0003189	jg30615	AL1G33700
OG0003190	jg3423	AL2G37750
OG0003190	jg30731	AL1G34970
OG0003191	jg3330	AL2G36830
OG0003191	jg3331, jg3332	AL2G36840
OG0003192	jg6582	AL6G38710
OG0003192	jg30322	AL1G30320
OG0003193	jg2289	AL2G26200
OG0003193	jg31244	AL1G40590
OG0003194	jg9297	AL7G21060
OG0003194	jg16907	AL4G14650
OG0003195	jg16644	AL4G11490
OG0003195	jg16596	AL4G11110
OG0003196	jg29984	AL1G27040
OG0003196	jg12936	AL5G10460
OG0003197	jg615, jg619	AL2G12840
OG0003198	jg29253	AL1G19360
OG0003199	jg27502	AL3G46460
OG0003200	jg29205	AL1G18840
OG0003201	jg28793	AL1G14420
OG0003201	jg29413	AL1G21030
OG0003202	jg28709	AL1G13510
OG0003202	jg18821	AL4G33010
OG0003203	jg6728	AL6G40360
OG0003204	jg4197	AL6G14090
OG0003205	jg7946	AL6G50390
OG0003206	jg6413	AL6G37090
OG0003207	jg23024	AL3G41380, AL3G41390, AL269U10020, AL3G41370, AL269U10030, AL269U10040, AL269U10050, AL215U10060, AL269U10010, AL3G41400, AL8G37440
OG0003208	jg3340	AL2G36920
OG0003209	jg25437	AL3G26550
OG0003211	jg25567	AL5G21320
OG0003211	jg12629	AL3G27790
OG0003212	jg25631	AL3G28520
OG0003213	jg25663	AL3G28860
OG0003214	jg25921	AL3G31180
OG0003215	jg32978	AL1G55770
OG0003215	jg25990	AL3G31900
OG0003216	jg27969	AL3G51400
OG0003216	jg27971	AL3G51410
OG0003216	jg27972	AL3G51420
OG0003217	jg9591	AL7G24150
OG0003218	jg33508	AL1G61420
OG0003218	jg33509	AL1G61430
OG0003219	jg33313	AL1G59430
OG0003219	jg26286	AL3G35060
OG0003220	jg26104	AL3G33020
OG0003220	jg33119	AL1G57460
OG0003221	jg21865	AL8G26140
OG0003221	jg8207	AL6G53080
OG0003222	jg15437	AL5G36110
OG0003222	jg15438	AL5G36120
OG0003223	jg17144	AL4G17080
OG0003223	jg9140	AL7G19280
OG0003224	jg15564	AL5G37240
OG0003225	jg15584	AL5G37470
OG0003225	jg15875	AL5G40250
OG0003226	jg19727	AL4G42670
OG0003228	jg16267	AL5G44650
OG0003229	jg20370	AL8G11360
OG0003229	jg27662	AL3G52300
OG0003229	jg18652	AL4G31340, AL457U10020
OG0003229	jg4792	AL6G20180
OG0003230	jg20335	AL8G10930
OG0003232	jg23384	AL8G41200
OG0003232	jg21392, jg21219	AL8G21440
OG0003232	jg23448	AL8G41820
OG0003233	jg13548	AL5G17400
OG0003233	jg8395	AL7G11220
OG0003234	jg17718	AL4G22440
OG0003235	jg29775	AL1G24810
OG0003235	jg29776	AL1G24830
OG0003236	jg30458	AL1G31910
OG0003237	jg14411	AL5G25150
OG0003237	jg14414	AL5G25170
OG0003239	jg8039	AL6G51310
OG0003239	jg8038	AL6G51290
OG0003240	jg10123, jg31789, jg32747	AL4G30840
OG0003240	jg21081	AL4G18630, AL3G42100, AL6G40210, AL8G19960, AL3G45340, AL89U10010, AL6G41060
OG0003240	jg30213	AL1G46940, AL2G20360, AL8G14000, AL167U10020, AL2G19820
OG0003241	jg2103	AL2G24250
OG0003241	jg2642	AL2G29620
OG0003247	jg9348	AL7G21520
OG0003247	jg16864	AL4G14070
OG0003248	jg9341	AL7G21440
OG0003248	jg16869	AL4G14100
OG0003249	jg9186	AL7G19730
OG0003249	jg17092	AL4G16690
OG0003250	jg9152	AL7G19430
OG0003250	jg17134	AL4G16980
OG0003251	jg11600	AL9U11050
OG0003251	jg11196	AL7G40350
OG0003251	jg11193	AL7G40310
OG0003252	jg8997	AL7G17740
OG0003253	jg20781	AL8G15900
OG0003253	jg20782, jg20783	AL8G15910
OG0003254	jg19489	nbis-gene-1143
OG0003255	jg31731	AL1G49280
OG0003255	jg29393	AL1G20850
OG0003256	jg29786	AL1G24920
OG0003256	jg13229	AL5G14210
OG0003257	jg12620	AL7G49810
OG0003258	jg12421	AL7G51640
OG0003259	jg669	AL2G13320
OG0003259	jg668	AL2G13310
OG0003259	jg665	AL2G13300
OG0003260	jg15574	AL5G37330
OG0003261	jg22032	AL8G27720
OG0003261	jg22033	AL8G27730
OG0003262	jg9703	AL7G25300
OG0003263	jg9755	AL7G25880
OG0003263	jg22322	AL8G30440
OG0003264	jg4959	AL6G21940
OG0003264	jg6420	AL6G37140
OG0003265	jg4901	AL6G21260
OG0003266	jg4681	AL6G18770
OG0003267	jg4665	AL6G18570
OG0003268	jg10718	AL7G35560
OG0003268	jg10719	AL7G35570
OG0003269	jg7660	AL6G47510
OG0003270	jg32261	AL1G50680
OG0003270	jg32260	AL1G50640
OG0003271	jg31325	AL1G41570
OG0003272	jg31612	AL1G44590
OG0003273	jg31621	AL1G44690
OG0003275	jg27894	AL3G50590
OG0003275	jg8785	AL7G15520
OG0003276	jg8691	AL7G14630
OG0003276	jg27968	AL3G51370
OG0003277	jg27995	AL3G51610
OG0003278	jg16523	AL4G10290
OG0003278	jg8346	AL7G10660
OG0003279	jg8344	AL7G10640
OG0003280	jg18687	AL4G31640
OG0003280	jg31805	AL1G45830
OG0003281	jg20540	AL8G13280
OG0003281	jg20537	AL8G13230
OG0003282	jg27038	AL3G42800
OG0003283	jg11598	AL9U11040
OG0003283	jg26841	AL3G40740
OG0003284	jg11441	AL7G42790
OG0003284	jg26669	AL3G38950
OG0003285	jg11435	AL7G42740
OG0003285	jg1208	AL2G17960
OG0003286	jg11284	AL7G41230
OG0003286	jg26517	AL3G37140
OG0003287	jg11252	AL7G40970
OG0003287	jg26477	AL3G36770
OG0003288	jg21753	AL8G25140
OG0003288	jg20164	AL4G47080
OG0003289	jg19733	AL4G42730
OG0003290	jg30578	AL1G33340
OG0003290	jg3928	AL6G11180
OG0003290	jg3929	AL6G11190
OG0003292	jg6098	AL6G33770
OG0003292	jg6100	AL6G33800
OG0003294	jg23474	AL8G42110
OG0003294	jg4801	AL6G20240
OG0003295	jg14823	AL5G29520
OG0003295	jg23590	AL8G43410
OG0003296	jg21597	AL8G23360
OG0003297	jg14977	AL5G31360
OG0003297	jg23753	AL8G45120
OG0003298	jg20786	AL8G15960
OG0003298	jg28715	AL1G13570
OG0003299	jg18329	AL4G27980
OG0003299	jg28840	AL1G14830
OG0003300	jg18034	AL4G24750
OG0003301	jg17584	AL4G20820
OG0003301	jg17577	AL4G20790
OG0003302	jg17354	AL4G19200
OG0003302	jg9061	AL7G18330
OG0003303	jg5218	AL6G24700
OG0003304	jg3822	AL6G10160
OG0003305	jg24130	AL3G12530
OG0003305	jg5518	AL6G27890
OG0003306	jg24371	AL3G14990
OG0003306	jg6773	AL6G40460
OG0003307	jg6672	AL6G39750
OG0003307	jg24408	AL3G15500
OG0003308	jg24715	AL3G18940
OG0003308	jg21367	nbis-gene-2057
OG0003309	jg13922, jg13924, jg9949	AL7G27940
OG0003310	jg30225	AL1G29220, AL7G51000
OG0003310	jg3533	AL2G38940
OG0003311	jg30242	AL1G29410, nbis-gene-265
OG0003312	jg2989	AL2G33260
OG0003312	jg30357	AL1G30770
OG0003313	jg3005	AL2G33420
OG0003313	jg30342	AL1G30570
OG0003314	jg3127	AL2G34640
OG0003314	jg30418	AL1G31480
OG0003315	jg3349	AL2G36990
OG0003315	jg30661	AL1G34250
OG0003316	jg30791	AL1G35730
OG0003318	jg30896, jg30899	AL1G37060, AL1G31870
OG0003319	jg31054	AL1G38710
OG0003319	jg2557	AL2G28840
OG0003320	jg13035	AL4G18740, AL5G11470
OG0003320	jg31201	AL1G40150
OG0003321	jg17072	AL4G16490
OG0003322	jg29608	AL1G22820
OG0003323	jg29110	AL1G17730
OG0003324	jg23977	AL3G10980
OG0003324	jg5339	AL6G25960
OG0003325	jg6689	AL6G39870
OG0003326	jg4492	AL6G16820
OG0003327	jg4331	AL6G15630
OG0003327	jg15542	AL5G37160
OG0003328	jg6248	AL6G35310
OG0003329	jg2345	AL2G26670
OG0003329	jg2343	AL2G26650
OG0003330	jg2583	AL2G29140
OG0003330	jg31032	AL1G38460
OG0003331	jg3440	AL2G37920
OG0003332	jg30475	AL1G32220
OG0003332	jg3176	AL2G35150
OG0003333	jg3033	AL2G33730
OG0003333	jg30365	AL1G30840
OG0003334	jg3565	AL2G39250
OG0003334	jg3564	AL2G39240
OG0003335	jg3572	AL2G39310
OG0003335	jg30201, jg30188	AL1G28990
OG0003336	jg25306	AL3G25110
OG0003336	jg25307	AL3G25120
OG0003337	jg25804	AL3G30160
OG0003337	jg32851, jg32870	AL1G54480
OG0003338	jg26445	AL3G36430
OG0003338	jg11237	AL7G40810
OG0003339	jg33528	AL1G61660
OG0003339	jg25521	AL3G27340
OG0003340	jg15748	AL5G38900
OG0003340	jg24051	AL3G11670
OG0003341	jg15829	AL5G39770
OG0003341	jg15828	AL5G39760
OG0003342	jg15893	AL5G40420
OG0003342	jg19580	AL4G41200
OG0003343	jg16282	AL5G44840
OG0003344	jg12770	nbis-gene-1919
OG0003344	jg12769	nbis-gene-1920
OG0003344	jg33366	nbis-gene-289
OG0003345	jg305	AL7G43700
OG0003346	jg16136	AL5G43100
OG0003347	jg15238	AL5G33960
OG0003348	jg207	AL96U10030
OG0003350	jg9232	AL7G20370
OG0003351	jg10268	AL7G30950
OG0003352	jg5456	AL6G27230
OG0003353	jg25803	nbis-gene-718
OG0003354	jg1210	nbis-gene-422
OG0003354	jg21164, jg21163	nbis-gene-2050
OG0003355	jg1825	AL6G40220
OG0003355	jg1709	AL2G20030
OG0003355	jg1827	AL2G20070
OG0003355	jg1850	AL2G20200
OG0003355	jg1708, jg1824	AL2G20010
OG0003356	jg7251	AL6G43000
OG0003356	jg27436, jg24998	AL3G22040
OG0003359	jg9191	AL7G19810
OG0003359	jg9190	AL7G19800
OG0003360	jg9161	AL7G19510
OG0003360	jg17126	AL4G16890
OG0003361	jg23834	AL9U11960
OG0003362	jg27495, jg27496	AL3G46390
OG0003363	jg8927	AL7G16980
OG0003363	jg27530	AL3G46700
OG0003364	jg8865	AL7G16310
OG0003364	jg8002	AL6G50970
OG0003365	jg8998	AL746U10010
OG0003365	jg9000	AL7G17750
OG0003366	jg10910	AL7G37630
OG0003366	jg18636	AL4G31190
OG0003367	jg13021	AL98U10010, AL5G11280
OG0003367	jg29940	AL1G26560
OG0003368	jg13098	AL5G12570
OG0003368	jg8102	AL6G52060
OG0003369	jg13175	AL5G13510
OG0003369	jg12577, jg12575	AL7G50160
OG0003370	jg15300	AL5G34610
OG0003370	jg13250	AL5G14460
OG0003371	jg13512	AL5G16990
OG0003372	jg13705	nbis-gene-1251
OG0003373	jg12250	AL7G46700
OG0003373	jg2106	AL2G24290
OG0003374	jg1785	AL2G19600
OG0003374	jg9682	AL7G25090
OG0003375	jg490	AL2G11340
OG0003375	jg12759	AL7G48090
OG0003376	jg9870	AL7G27110
OG0003377	jg19764	AL4G43060, AL4G43050
OG0003378	jg21650	AL8G23950
OG0003378	jg10040, jg10038	AL7G28830
OG0003379	jg22355	AL8G30840
OG0003379	jg9778	AL7G26130
OG0003380	jg22682	AL8G33840
OG0003381	jg9628	AL7G24520
OG0003382	jg23508	AL8G42510
OG0003382	jg4854	AL6G20740
OG0003383	jg23085	AL8G38080
OG0003384	jg10681	AL7G35100
OG0003384	jg10698	AL7G35260
OG0003385	jg20707	AL8G15320
OG0003385	jg10508	AL7G33430
OG0003386	jg10329	nbis-gene-1801
OG0003387	jg31976	AL1G47650
OG0003389	jg18507	AL4G29920
OG0003389	jg31410	AL1G42740
OG0003390	jg31586	AL1G44340
OG0003390	jg31587	AL1G44360
OG0003391	jg8668	AL7G14320
OG0003392	jg8522	AL7G12540
OG0003392	jg16678	AL4G12050
OG0003393	jg8517	AL7G12460
OG0003393	jg16674	AL4G11980
OG0003394	jg6058	AL6G33500
OG0003395	jg10473	AL7G33140
OG0003395	jg10536	AL7G33560
OG0003396	jg7499	AL6G45720
OG0003396	jg7498	AL6G45710
OG0003397	jg5908	AL6G32000
OG0003397	jg20530	AL8G13120
OG0003398	jg26877	AL3G41250
OG0003398	jg11641	AL9U11420
OG0003399	jg11436	AL7G42750
OG0003400	jg11414	AL7G42580
OG0003400	jg11418	AL7G42610
OG0003401	jg17347	AL4G19080
OG0003401	jg11288	AL7G41280
OG0003401	jg11286	AL7G41250
OG0003402	jg11174	AL7G40150
OG0003403	jg16364	AL5G45730
OG0003403	jg20202	AL39U10030, AL4G47450
OG0003404	jg20132	AL4G46790
OG0003405	jg16027	AL5G41860
OG0003406	jg13177	AL5G13530
OG0003406	jg13187	AL5G13670
OG0003407	jg3838	AL6G10260
OG0003407	jg24798	AL3G19840
OG0003408	jg23608	nbis-gene-2213, nbis-gene-632
OG0003409	jg23639	AL8G43920
OG0003409	jg14857	AL5G29990
OG0003410	jg28469	AL1G10890
OG0003411	jg7965	AL6G50530
OG0003411	jg7968	AL6G50570
OG0003412	jg18316	AL4G27840
OG0003412	jg28849	AL1G14910
OG0003413	jg18098	AL4G25450
OG0003414	jg17993	AL4G24480
OG0003414	jg4329	AL6G15610
OG0003415	jg23935	AL3G10550
OG0003415	jg5271	AL6G25230
OG0003416	jg5447	AL6G27120
OG0003416	jg24081	AL3G11990
OG0003417	jg24418	AL6G40880, AL3G15610
OG0003417	jg6660	AL6G39600
OG0003418	jg24428	AL3G15720
OG0003418	jg6652	AL6G39520
OG0003419	jg24553	AL3G17070
OG0003419	jg5749	AL6G30330
OG0003420	jg19275	AL4G37970
OG0003421	jg2199	AL2G25230
OG0003421	jg18773	AL4G32540
OG0003422	jg18884	AL4G33730
OG0003422	jg15282	AL5G34430
OG0003423	jg18945	AL4G34750
OG0003423	jg18943	AL4G34730
OG0003423	jg18946	AL4G34780
OG0003424	jg15358	AL5G35220
OG0003425	jg30034	AL1G27580
OG0003425	jg3132	AL2G34690
OG0003426	jg21713	AL8G24660
OG0003426	jg30252	AL1G29530
OG0003427	jg30637	AL1G33940
OG0003427	jg24888	AL3G20830
OG0003428	jg30656	AL1G34200
OG0003428	jg14039	AL5G21570
OG0003428	jg14035	nbis-gene-1282
OG0003429	jg30659	AL1G34230
OG0003429	jg3347	AL2G36970
OG0003430	jg30994	AL1G38020
OG0003430	jg2610	AL2G29300
OG0003431	jg31058	AL1G38750
OG0003432	jg31177	AL1G39940
OG0003433	jg17046	AL4G16210
OG0003433	jg9213	AL7G20100
OG0003434	jg16771	AL4G13080
OG0003435	jg8200	AL6G53030
OG0003435	jg28456	AL1G10740
OG0003436	jg29317	AL1G20040
OG0003438	jg23964	AL3G10880
OG0003438	jg5318	AL6G25760
OG0003439	jg5584	AL6G28600
OG0003439	jg24188	AL3G13140
OG0003440	jg5627	AL6G29010
OG0003441	jg23168	AL8G39000
OG0003442	jg23244	AL8G39880
OG0003442	jg14612	AL5G27380
OG0003443	jg6257	AL6G35410
OG0003444	jg14615	AL5G27420
OG0003444	jg14614	AL5G27410
OG0003445	jg6130	AL6G34090
OG0003445	jg14251	AL5G23460
OG0003446	jg2716	AL2G30530
OG0003446	jg30866	AL1G36620
OG0003447	jg2851	AL2G31840
OG0003448	jg30122	AL1G28480
OG0003449	jg25239	AL3G24510
OG0003450	jg33697	AL1G63420
OG0003450	jg25333	AL3G25410
OG0003451	jg25879	AL3G30840
OG0003451	jg25877	AL3G30820
OG0003452	jg25929	AL3G31240
OG0003452	jg25928	AL3G31230
OG0003453	jg25937	AL3G31360
OG0003453	jg25938	AL3G31370
OG0003454	jg27573	AL3G47210
OG0003454	jg27571, jg27572	AL3G47200
OG0003455	jg8890	AL7G16600
OG0003456	jg33487	AL1G61250
OG0003456	jg28300	AL3G53880
OG0003457	jg15435	AL5G36090
OG0003457	jg19131	AL4G36540
OG0003458	jg25263	AL3G24710
OG0003458	jg16108	AL5G42770
OG0003459	jg33680	AL1G63250
OG0003460	jg1440, jg1475	AL7G11740, AL8G25770, AL1G51050
OG0003461	jg1026	AL7G51730, AL2G17050
OG0003461	jg1025	AL2G17060
OG0003463	jg30048	AL1G27720
OG0003463	jg30049	AL1G27740
OG0003465	jg31797	AL1G45750
OG0003466	jg4628	AL6G18200
OG0003467	jg22563	AL8G32660, AL595U10010
OG0003468	jg25526	AL7G41400
OG0003481	jg9435	AL7G22410
OG0003482	jg28053	AL3G53200
OG0003483	jg32789	AL1G53870
OG0003483	jg9292	AL7G21020
OG0003484	jg9153	AL7G19440
OG0003484	jg17133	AL4G16970
OG0003485	jg9017	AL7G17940
OG0003486	jg6037	AL6G33300
OG0003486	jg2464	AL2G27820
OG0003487	jg29235	AL1G19170
OG0003488	jg1224, jg1221, jg1223	AL2G18530
OG0003488	jg1226	AL2G18630, AL2G18540
OG0003489	jg997	AL2G16650
OG0003489	jg29447	AL1G21350
OG0003490	jg29522	AL1G22110
OG0003491	jg13491	AL5G16870
OG0003491	jg12668	AL7G49260
OG0003492	jg2007	AL2G23110
OG0003493	jg24926	AL3G21250
OG0003494	jg21617	AL8G23630
OG0003494	jg29928	AL1G26390
OG0003495	jg21788	AL8G25540
OG0003495	jg21787	AL8G25530
OG0003496	jg21989	AL8G27260
OG0003497	jg9871	AL7G27120
OG0003498	jg4949	AL6G21820
OG0003498	jg4950	AL6G21830
OG0003499	jg4781	AL6G20070
OG0003500	jg4749	AL6G19740
OG0003500	jg23398	AL8G41330
OG0003501	jg26123	AL3G33220
OG0003502	jg10396	AL7G32340
OG0003503	jg10141	AL7G29850
OG0003503	jg7289	AL6G43360
OG0003504	jg32072	AL1G48460
OG0003505	jg32180	AL1G49950
OG0003505	jg7221	AL6G41460
OG0003506	jg18602	AL4G30860
OG0003506	jg31620	AL1G44680
OG0003507	jg31630	AL1G44780
OG0003507	jg31631	AL1G44790
OG0003508	jg27895	AL3G50600
OG0003508	jg8784	nbis-gene-1713
OG0003509	jg8705	AL7G14780
OG0003510	jg16785	AL4G13170
OG0003510	jg8608	AL7G13570
OG0003511	jg12282	AL7G53030
OG0003512	jg20972	AL8G17810
OG0003512	jg32695	AL1G52820
OG0003513	jg7783	AL6G48790
OG0003513	jg10440	AL7G32840
OG0003514	jg32816	AL1G54120
OG0003514	jg32819	AL1G54150
OG0003514	jg32821	AL1G54190
OG0003514	jg20436	AL8G12110
OG0003515	jg20342	AL8G11080
OG0003515	jg10901	AL7G37540
OG0003517	jg11676	AL9U11820
OG0003517	jg11684	AL9U11880
OG0003518	jg11605	AL9U11070
OG0003518	jg26842	AL3G40750
OG0003519	jg11485	AL7G43090
OG0003520	jg26582	AL3G37950
OG0003520	jg11341	AL7G41870
OG0003521	jg12708	AL7G48690
OG0003524	jg14698	AL5G28210
OG0003524	jg23330	AL8G40650
OG0003525	jg23538	AL8G42830
OG0003525	jg4866	AL6G20850
OG0003526	jg23599	AL8G43500
OG0003526	jg14824	nbis-gene-1334
OG0003527	jg23673	AL8G44260
OG0003527	jg7618	AL74U10010
OG0003527	jg21470	AL8G22110
OG0003528	jg18061	AL4G25040
OG0003529	jg9751	AL7G25840
OG0003529	jg22318	AL8G30390
OG0003530	jg5424	AL6G26850
OG0003530	jg24064	AL3G11810
OG0003531	jg24533	AL3G16830
OG0003531	jg5790	AL6G30790
OG0003532	jg24643	AL3G18110
OG0003533	jg837	AL2G15030
OG0003533	jg19163	AL4G36820
OG0003534	jg15436	AL5G36100
OG0003534	jg19129	AL4G36560
OG0003535	jg18789	AL4G32720
OG0003536	jg30227	AL1G29230
OG0003537	jg2996	AL2G33320
OG0003537	jg30347	AL1G30630
OG0003538	jg30421	AL1G31510
OG0003539	jg2829	AL2G31610
OG0003539	jg30825	AL1G36180
OG0003540	jg30881	AL1G36860
OG0003540	jg2687	AL2G30170
OG0003541	jg30945	AL1G37510
OG0003541	jg13574, jg2647	AL2G29680
OG0003542	jg2355	AL2G26770
OG0003543	jg31225	AL1G40440
OG0003544	jg12145	AL7G45710
OG0003545	jg6457	AL6G37640
OG0003545	jg6640	AL6G39390
OG0003545	jg11701	nbis-gene-1601
OG0003546	jg18260	AL80U10030, AL4G27260
OG0003546	jg28896	AL1G15450
OG0003547	jg5564	AL6G28400
OG0003548	jg5739	AL6G30220
OG0003549	jg24611	AL3G17710
OG0003549	jg21579	AL8G23200
OG0003550	jg21431	AL8G21720
OG0003551	jg6335	AL6G36270
OG0003551	jg6333	AL6G36260
OG0003552	jg14600	AL5G27310
OG0003553	jg23266	AL3G51100
OG0003554	jg14943	AL5G30890
OG0003555	jg14681	AL5G28090
OG0003556	jg30851	AL1G36480
OG0003556	jg2747	AL2G30840
OG0003557	jg3012	AL2G33500
OG0003557	jg8935	AL7G17070
OG0003558	jg3578	AL2G39350
OG0003559	jg3638	AL2G40110
OG0003559	jg30120	AL1G28460
OG0003560	jg33593	AL1G62330
OG0003561	jg25501	AL3G27160
OG0003562	jg11058	AL7G39100
OG0003562	jg25760	AL3G29790
OG0003563	jg33054	AL1G56550, AL1G56520
OG0003563	jg26024	AL3G32270
OG0003564	jg26320	AL3G35370
OG0003564	jg33340	AL1G59770
OG0003565	jg11371	AL7G42230
OG0003565	jg26626	AL3G38530
OG0003567	jg28044, jg28046	AL3G52080
OG0003568	jg20511	AL7G50050
OG0003568	jg7376	AL6G44170
OG0003569	jg8154	AL6G52570
OG0003569	jg33801	AL1G64370
OG0003572	jg11291	AL7G41310
OG0003574	jg5608	AL6G28840
OG0003575	jg5784	AL6G30700, AL6G30710
OG0003575	jg5783	AL6G30680
OG0003576	jg29132	AL1G18000
OG0003576	jg29133	nbis-gene-47
OG0003584	jg9488	AL7G22920
OG0003584	jg9489	AL7G22930
OG0003585	jg15513	AL5G36830
OG0003586	jg9364	AL7G21660
OG0003586	jg16851	AL4G13950
OG0003587	jg17167	AL4G17320
OG0003587	jg32377	AL1G51210
OG0003588	jg4185	AL6G13980
OG0003589	jg32624	AL1G52360
OG0003589	jg8943	AL310U10010
OG0003590	jg27851	AL3G50130
OG0003591	jg29399	AL1G20910
OG0003592	jg859	AL2G15250
OG0003592	jg860	AL2G15260
OG0003593	jg13046	AL5G11550
OG0003593	jg13048	AL5G11590
OG0003593	jg13045	AL5G11570
OG0003593	jg20577	AL8G13800
OG0003594	jg13072	AL5G11930
OG0003594	jg29916	AL1G26300
OG0003595	jg13619	AL5G18120
OG0003595	jg13618	AL5G18110
OG0003596	jg12422	AL7G51630
OG0003596	jg13881	AL5G20370
OG0003597	jg29729	AL1G24330
OG0003598	jg24842	AL3G20300
OG0003598	jg24824	AL3G20090
OG0003599	jg25034	AL3G22420
OG0003599	jg25033	AL3G22410
OG0003600	jg13075	AL5G11970
OG0003600	jg25099	AL3G23010
OG0003601	jg25189	AL3G23980
OG0003603	jg9652	AL7G24750
OG0003603	jg22057	AL8G28070
OG0003604	jg9697	AL7G25240
OG0003604	jg22152	AL8G28970
OG0003605	jg16293	AL5G44970
OG0003606	jg9796	AL7G26350
