Orthogroup	Arabidopsis_arenosa	Odontarrhena_muralis
OG0002306	jg30149	Om005G197630
OG0002306	jg3590	Om004G132230
OG0002307	jg30396	Om005G200550
OG0002307	jg3096	Om004G139520
OG0002308	jg30650	Om005G203280
OG0002308	jg3329	Om004G135690
OG0002309	jg3430	Om004G134540
OG0002310	jg30755	Om005G204370
OG0002310	jg3445	Om004G134340
OG0002311	jg30957	Om004G144480
OG0002311	jg2638	Om005G208010
OG0002312	jg2628	Om005G208170
OG0002313	jg2490	Om005G209770
OG0002314	jg2297	Om005G212210
OG0002315	jg9369	Om001G026210
OG0002318	jg33793	Om003G089650, Om003G089640, Om002G080660, Om002G080690
OG0002320	jg8133	Om004G158360
OG0002320	jg28493	Om005G178530
OG0002321	jg25206	Om002G056240
OG0002321	jg5167	Om004G161260
OG0002322	jg2592	Om004G136370
OG0002324	jg2735, jg2736, jg2737	Om005G206660, Om005G206650
OG0002325	jg25286	Om002G055830, Om002G057160
OG0002326	jg25317	Om002G057530
OG0002326	jg33723	Om003G090160
OG0002327	jg33596	Om003G092230
OG0002327	jg25449	Om002G059370
OG0002328	jg25615	Om002G061320
OG0002328	jg33457	Om003G094220
OG0002329	jg25954	Om002G065240
OG0002329	jg32958	Om003G099100
OG0002330	jg33011, jg25972	Om002G065460
OG0002331	jg26283	Om002G069070
OG0002331	jg33308	Om003G095830
OG0002333	jg8911	Om001G032720, Om001G032730
OG0002334	jg9608	Om001G022320
OG0002335	jg33409	Om003G094750
OG0002335	jg25657	Om002G061920
OG0002336	jg25659	Om002G061950
OG0002336	jg33407	Om003G094770
OG0002337	jg15157	Om006G255900
OG0002337	jg18730	Om008G337880
OG0002338	jg15578	Om006G250880
OG0002338	jg19282	Om008G330120
OG0002339	jg19419	Om008G328120
OG0002339	jg15673	Om003G120170
OG0002341	jg7710	Om008G353970
OG0002343	jg14510, jg17551, jg14480	Om006G266780, Om006G266770, Om006G266730
OG0002345	jg30953	Om003G114180, Om004G144450
OG0002348	jg9595	Om001G022630
OG0002349	jg9577	Om001G022910
OG0002349	jg28261	Om002G088200
OG0002350	jg9521	Om001G023870
OG0002352	jg9278	Om001G027510
OG0002353	jg8837	Om001G033940
OG0002354	jg31770, jg18692	Om007G292170
OG0002355	jg1497	Om005G216430
OG0002355	jg24426	Om002G047320
OG0002356	jg29341	Om005G187980, Om007G308420
OG0002356	jg1183	Om005G218770
OG0002357	jg29440	Om005G189060
OG0002358	jg29949	Om005G195120
OG0002359	jg29934	Om005G194760
OG0002360	jg13050	Om005G203380
OG0002361	jg12691	Om007G317390
OG0002361	jg13467	Om006G271300
OG0002362	jg13518	Om006G271070
OG0002363	jg13559	Om006G269760
OG0002363	jg12638	Om007G316790
OG0002364	jg2006	Om008G336250
OG0002364	jg1997	Om005G214540
OG0002365	jg1811, jg12026	Om005G215350
OG0002366	jg29714	Om005G192120
OG0002366	jg591	Om005G225630
OG0002367	jg22531, jg9822	Om003G119150
OG0002368	jg19384	Om008G328710
OG0002368	jg15700	Om003G119820
OG0002369	jg19326	Om008G329400
OG0002371	jg24916	Om002G052630
OG0002371	jg4094	Om004G174240
OG0002372	jg25045	Om002G054270
OG0002372	jg4289	Om004G171700
OG0002373	jg4498	Om004G169920
OG0002374	jg10015	Om007G299120
OG0002375	jg10171	Om001G010430
OG0002375	jg21792	Om003G112400
OG0002376	jg21912	Om003G113340
OG0002377	jg9706	Om001G020490
OG0002377	jg22207	Om003G115880
OG0002378	jg9741	Om001G019530
OG0002378	jg22302	Om003G116450
OG0002379	jg9847	Om006G249920
OG0002380	jg23491	Om006G232520
OG0002380	jg4813	Om004G166210
OG0002381	jg4716	Om004G167280
OG0002382	jg4624	Om004G168290
OG0002382	jg32405, jg23070	Om006G236890
OG0002383	jg20485	Om008G359100
OG0002383	jg10744	Om001G002370
OG0002384	jg20702	Om001G005940, Om008G356250
OG0002385	jg7809	Om008G355540
OG0002385	jg10461	Om001G006760
OG0002386	jg10288	Om001G009080
OG0002387	jg8614, jg16792	Om001G037680
OG0002388	jg8588	Om001G038210
OG0002389	jg8282	Om001G041870
OG0002389	jg18666	Om008G338820
OG0002390	jg18654	Om008G338930
OG0002390	jg31905	Om007G276750
OG0002392	jg10460	Om001G006770
OG0002392	jg7806	Om008G355490
OG0002393	jg11595	Om003G104420
OG0002393	jg26832	Om002G074760
OG0002395	jg11504	Om003G104010
OG0002395	jg26735	Om002G073690
OG0002396	jg11342	Om003G103140
OG0002397	jg12675	Om007G317220
OG0002397	jg13477	Om006G271180
OG0002398	jg16379	Om003G128860
OG0002399	jg20184	Om008G319120
OG0002400	jg20043	Om006G262180
OG0002400	jg16232	Om003G127010
OG0002401	jg16176	Om003G126210
OG0002402	jg19947	Om008G322070
OG0002402	jg16150	Om003G125990
OG0002403	jg3011	Om004G140740
OG0002403	jg30327	Om005G199570
OG0002404	jg19683	Om008G325140
OG0002404	jg6259	Om006G238670
OG0002406	jg5913	Om006G242220
OG0002406	jg13967	Om006G268310
OG0002407	jg13992	Om006G242550, Om006G242540
OG0002408	jg14291, jg22994	Om006G244830
OG0002409	jg23496	Om006G232440, Om006G232450
OG0002410	jg23621	Om006G231030
OG0002411	jg30284	Om005G198890
OG0002411	jg2918	Om004G142100
OG0002412	jg28446	Om005G178120
OG0002412	jg8171	Om004G157830
OG0002413	jg8206	Om004G157540
OG0002413	jg28460	Om005G178250
OG0002414	jg28653	Om005G180280
OG0002414	jg7899	Om004G160600
OG0002415	jg28735	Om005G181220
OG0002416	jg20860	Om007G277950
OG0002416	jg28750	Om005G181380
OG0002417	jg18364	Om007G278870
OG0002417	jg28816	Om005G182110
OG0002418	jg18263	Om007G279890
OG0002418	jg28895	Om005G182920
OG0002419	jg29025	Om005G184250
OG0002419	jg18100	Om007G281360
OG0002420	jg17735	Om007G284180
OG0002421	jg17680	Om007G284530
OG0002421	jg29189	Om005G186210
OG0002422	jg22305	Om003G116490
OG0002423	jg24022	Om002G043450
OG0002423	jg5382	Om007G299650
OG0002424	jg5412	Om007G299190
OG0002424	jg24054	Om002G043710
OG0002425	jg24061	Om002G043760
OG0002426	jg24069	Om002G043810
OG0002426	jg5429	Om007G298940
OG0002427	jg24143	Om002G044570
OG0002427	jg5536	Om007G297420
OG0002428	jg24248	Om002G045550
OG0002428	jg5658	Om007G296080
OG0002429	jg29065	Om005G184690
OG0002430	jg24777	Om002G051040
OG0002430	jg24776	Om002G051020
OG0002431	jg15469	Om006G252060
OG0002431	jg19168	Om008G331860
OG0002433	jg30077	Om005G196700
OG0002435	jg3003	Om004G140870
OG0002435	jg30346	Om005G199790
OG0002436	jg30728	Om005G204160
OG0002436	jg3418	Om004G134750
OG0002437	jg30778	Om005G204660
OG0002437	jg3477	Om004G133980
OG0002438	jg30790	Om005G204760
OG0002438	jg3496	Om004G133620
OG0002439	jg2850	Om004G142960
OG0002439	jg30814	Om005G205030
OG0002440	jg14276, jg14275	Om003G129420
OG0002441	jg30864	Om005G205650
OG0002441	jg2722	Om005G206820
OG0002442	jg2652	Om005G207770
OG0002442	jg30927	Om004G143940
OG0002443	jg31087	Om004G145670
OG0002443	jg2529	Om005G209380
OG0002444	jg2443	Om005G210480
OG0002444	jg31145	Om004G146750
OG0002445	jg9916	Om007G286500
OG0002446	jg9675	Om001G021220
OG0002448	jg14928	Om006G258430
OG0002449	jg29750	Om005G192490
OG0002449	jg13350	Om006G272210
OG0002450	jg33024	Om006G263110
OG0002450	jg29176	Om005G186060
OG0002451	jg17791	Om007G283780
OG0002452	jg29090	Om005G185090
OG0002453	jg7942	Om004G160200
OG0002453	jg28622	Om005G179940
OG0002454	jg28621	Om005G179920
OG0002454	jg7945	Om004G160150
OG0002455	jg5535	Om007G297470, Om007G297430
OG0002455	jg5532, jg5533	Om007G297480
OG0002456	jg5633	Om007G296270
OG0002456	jg5649	Om007G296180
OG0002458	jg15410	Om006G252900, Om006G252890
OG0002459	jg23247, jg23245	Om006G234910
OG0002460	jg4539	Om004G169360
OG0002460	jg22756	Om006G247760
OG0002461	jg15019	Om006G257400
OG0002461	jg15020	Om006G257410
OG0002462	jg3314	Om004G135990
OG0002463	jg3290	Om004G136380
OG0002463	jg30599	Om005G202660
OG0002464	jg3088	Om004G139620
OG0002465	jg30024	Om005G196090
OG0002465	jg3754	Om004G130090
OG0002466	jg25405	Om002G058600
OG0002466	jg33650	Om003G091330
OG0002467	jg25441	Om002G059120
OG0002468	jg33520	Om003G093430
OG0002468	jg25546	Om002G060440
OG0002469	jg11054	Om003G100420
OG0002469	jg25764	Om002G063280
OG0002470	jg25848	Om002G064040
OG0002470	jg32901	Om003G099740
OG0002472	jg25887	Om002G064500
OG0002472	jg32924	Om003G099560
OG0002473	jg25917	Om002G064740
OG0002473	jg32939	Om003G099360
OG0002474	jg11257	Om003G102290
OG0002474	jg26484	Om002G070890
OG0002475	jg11317	Om003G102650
OG0002475	jg26550	Om002G071660
OG0002476	jg6928, jg1399	Om007G307380
OG0002477	jg28260, jg9576	Om001G022930, Om002G088190
OG0002478	jg25522	Om002G060170
OG0002478	jg33527	Om003G093240
OG0002479	jg18584	Om008G339820
OG0002479	jg20409	Om008G360310, Om008G360830, Om008G360700
OG0002480	jg19346, jg17835	Om008G329150
OG0002482	jg19717, jg20336	Om008G362070, Om002G082070, Om002G082080
OG0002484	jg22538, jg22537	Om006G250440
OG0002486	jg30568, jg30567, jg30575, jg21468, jg30563, jg30551, jg30552, jg30613, jg31670, jg30608, jg12108, jg30610	Om005G202770
OG0002494	jg9617	Om001G022180
OG0002496	jg16587	Om004G155830
OG0002497	jg22602	Om006G249730
OG0002497	jg9255	Om001G027880
OG0002498	jg9243	Om001G028020
OG0002499	jg6036	Om006G243670
OG0002500	jg9246, jg8941, jg27561	Om001G032310
OG0002502	jg18644	Om008G339020
OG0002504	jg29359	Om005G188200
OG0002505	jg29419	Om005G188870
OG0002505	jg1057, jg1059	Om005G219760
OG0002506	jg980	Om005G220560
OG0002506	jg29452	Om005G189200
OG0002507	jg29922	Om005G194620
OG0002508	jg13127	Om006G274070
OG0002508	jg29872	Om005G194000
OG0002509	jg13162	Om006G273800
OG0002511	jg13661, jg13701	Om006G258800
OG0002512	jg16060	Om003G124540
OG0002512	jg33737, jg33734, jg33729	Om003G090130
OG0002513	jg25011	Om002G053810
OG0002513	jg4246	Om004G172240
OG0002514	jg25059, jg4311, jg4478	Om002G054400
OG0002515	jg25114	Om002G055180
OG0002516	jg9901, jg9899	Om007G286760, Om007G286740
OG0002517	jg9670	Om001G021280
OG0002517	jg22073	Om003G115090
OG0002518	jg9785	Om001G018700
OG0002520	jg22439	Om003G118140
OG0002521	jg5042	Om004G162830, Om004G162810
OG0002522	jg4773	Om004G166680
OG0002522	jg23441	Om006G233080
OG0002523	jg10879	Om001G000210
OG0002524	jg7606	Om008G352230
OG0002524	jg10247	Om001G009650
OG0002525	jg32215	Om001G013860
OG0002526	jg31614	Om007G291200
OG0002526	jg9948	Om007G286110
OG0002527	jg18612	Om008G339380
OG0002527	jg31663	Om007G291660
OG0002528	jg27928	Om002G084630
OG0002528	jg8726	Om001G035710
OG0002529	jg8618	Om001G037570, Om009G363220
OG0002529	jg16802	Om004G152030
OG0002530	jg8571	Om001G038400
OG0002531	jg8501	Om001G039580
OG0002532	jg8406	Om001G040450
OG0002533	jg8296, jg8303	Om001G041720
OG0002534	jg7228, jg7230, jg7227, jg7229, jg7231	Om008G343760
OG0002535	jg7579, jg10225	Om008G352840
OG0002536	jg10290	Om001G009040
OG0002536	jg7665	Om008G353500
OG0002537	jg7681	Om008G353650
OG0002537	jg28830	Om005G182210
OG0002538	jg11390	Om003G103530
OG0002539	jg11325	Om003G102700
OG0002539	jg11326	Om003G102710
OG0002540	jg11152	Om003G101390
OG0002541	jg20228	Om008G318620
OG0002542	jg20016	Om008G321170
OG0002542	jg16211	Om003G126750
OG0002543	jg19973	Om008G321630
OG0002543	jg16169	Om003G126150
OG0002544	jg19732	Om008G324390
OG0002544	jg16031	Om003G124160
OG0002545	jg19448	Om008G327780
OG0002545	jg15749	Om003G120490
OG0002546	jg19462	Om005G223600, Om005G223580, Om005G223690
OG0002547	jg15659, jg15721	Om003G120350
OG0002547	jg19430	Om008G327970
OG0002548	jg19029	Om007G278310, Om008G333730
OG0002548	jg4101	Om004G174130
OG0002551	jg22888	Om006G245990
OG0002553	jg23675	Om006G230380
OG0002553	jg14894	Om006G258940
OG0002554	jg23730, jg23731	Om008G349110, Om006G229790, Om006G229770
OG0002555	jg8157	Om004G158540
OG0002555	jg28511	Om005G178760
OG0002556	jg8088	Om004G158740
OG0002556	jg28526	Om005G178920
OG0002557	jg28940	Om005G183350
OG0002557	jg18206	Om007G280420
OG0002558	jg32507	Om002G081980, Om004G142620
OG0002558	jg9749	Om001G019410
OG0002559	jg23943	Om002G042630
OG0002559	jg5292	Om007G301000
OG0002561	jg5496	Om007G297980
OG0002562	jg6726	Om007G293330
OG0002562	jg24381	Om002G046800
OG0002563	jg24029, jg20567	Om008G358000
OG0002564	jg24567	Om002G048840, Om002G048850
OG0002565	jg18738	Om006G255810
OG0002566	jg18902	Om008G335590
OG0002567	jg30118	Om005G197230
OG0002568	jg3193	Om004G137960
OG0002568	jg30490	Om005G201600
OG0002569	jg3265	Om004G136990
OG0002569	jg30559	Om005G202460
OG0002570	jg30582	Om005G202540
OG0002571	jg3316	Om004G135920
OG0002571	jg30639	Om005G203100
OG0002572	jg3399	Om004G134930
OG0002572	jg30708	Om005G203930
OG0002573	jg2624	Om005G208210
OG0002573	jg30990	Om004G144750
OG0002574	jg31143	Om004G146730
OG0002574	jg2441	Om005G210500
OG0002575	jg31019	Om005G194880, Om005G194980, Om005G194910, Om005G195000, Om001G025040
OG0002577	jg29097	Om005G185180
OG0002578	jg28987	Om005G183810
OG0002580	jg18267	Om007G279840
OG0002580	jg28888	Om005G182880
OG0002581	jg28521, jg29570	Om005G178870, Om007G305570
OG0002582	jg19281	Om008G330130
OG0002583	jg14810	Om006G260240
OG0002583	jg6332	Om006G239330
OG0002584	jg22795	Om006G247270
OG0002585	jg22906	Om006G245810
OG0002586	jg14373	Om006G267290
OG0002587	jg30500	Om005G201720
OG0002588	jg3084	Om004G139700
OG0002588	jg30388, jg11293	Om005G200420, Om005G200430
OG0002589	jg2910	Om004G142230
OG0002590	jg25418	Om002G058800
OG0002590	jg33638	Om003G091560
OG0002591	jg25334	Om002G057760
OG0002591	jg33696	Om003G090550
OG0002592	jg33645	Om003G091390
OG0002592	jg25410	Om005G219360, Om002G058660
OG0002593	jg33486	Om003G093810
OG0002593	jg25593	Om002G060860
OG0002594	jg33467	Om003G094080
OG0002594	jg25606	Om002G061220
OG0002595	jg25654	Om002G061900
OG0002595	jg33411	Om003G094740
OG0002596	jg25734	Om002G062960
OG0002596	jg11095	Om003G100750
OG0002597	jg25819	Om002G063790
OG0002597	jg32878	Om003G099940
OG0002598	jg25901	Om002G064590
OG0002599	jg26378	Om002G069870
OG0002600	jg24053	Om002G043700
OG0002600	jg11318	Om003G102660
OG0002601	jg17141	Om001G038450
OG0002601	jg9143	Om001G029380
OG0002602	jg25274	Om002G057020
OG0002603	jg26268	Om002G068940, Om001G032110
OG0002603	jg33282	Om003G095950
OG0002604	jg33028	Om007G278920, Om001G026100, Om001G006080, Om007G278910
OG0002605	jg15615	Om003G119300
OG0002605	jg19350, jg19348	Om008G329110
OG0002606	jg19518	Om008G326970
OG0002607	jg16069	Om003G117210, Om003G124640
OG0002608	jg26690, jg26687	Om003G092420, Om002G073240
OG0002610	jg10826	Om001G000970
OG0002610	jg20450	Om008G359690
OG0002611	jg19070	Om008G332990, Om008G332980
OG0002612	jg9155	Om001G029260
OG0002612	jg9157, jg9156	Om001G029250
OG0002614	jg29741, jg13377	Om005G192350
OG0002616	jg14212, jg26213, jg14213	Om007G290040
OG0002617	jg12304, jg12306, jg12307, jg12305	Om001G003280, Om001G003330, Om001G003320
OG0002618	jg23350, jg23352, jg23353	Om006G233830
OG0002622	jg28237	Om002G088000
OG0002622	jg9556	Om001G023370
OG0002623	jg16906, jg9298	Om001G027230
OG0002624	jg9109	Om001G029870
OG0002626	jg8908	Om001G032770
OG0002627	jg8895	Om001G032930
OG0002627	jg27693	Om002G082410
OG0002628	jg8856	Om001G033610
OG0002629	jg18624	Om008G339210
OG0002629	jg31718	Om007G291820
OG0002630	jg31837, jg18682	Om007G277280
OG0002631	jg10941	Om007G276150
OG0002632	jg29285	Om005G187310
OG0002633	jg29334	Om005G187900
OG0002634	jg1124	Om005G219420
OG0002635	jg778	Om005G223400
OG0002636	jg29956	Om005G195180
OG0002636	jg12989	Om006G275000
OG0002637	jg29873	Om005G193990
OG0002637	jg13126	Om006G274080
OG0002639	jg13398	Om006G271850
OG0002639	jg4013	Om004G175210
OG0002640	jg13664	Om006G270780
OG0002641	jg12519	Om007G315580
OG0002642	jg2246	Om005G212770
OG0002642	jg12406	Om007G314960
OG0002643	jg12244	Om007G314320
OG0002643	jg2097	Om005G213670, Om008G349440
OG0002644	jg9687	Om001G020920, Om001G020880
OG0002645	jg22616	Om006G249620
OG0002645	jg9862	Om001G018010
OG0002646	jg4157	Om004G173350
OG0002647	jg21618	Om003G107520
OG0002648	jg22040, jg9648	Om003G114570
OG0002649	jg4973, jg7212, jg22128	Om003G115280
OG0002650	jg22232	Om003G116030
OG0002651	jg22287	Om003G116250
OG0002652	jg22636	Om006G249410
OG0002652	jg28069	Om002G086410, Om002G086420
OG0002653	jg4922	Om004G164630
OG0002653	jg6384	Om006G239790
OG0002654	jg23576	Om006G231550
OG0002654	jg4884	Om004G165250
OG0002655	jg4830	Om004G166030, Om004G166000
OG0002655	jg23527	Om006G232090
OG0002656	jg23465	Om006G232810
OG0002656	jg4786	Om004G166430
OG0002657	jg10803	Om001G001370
OG0002657	jg20406	Om008G360850, Om008G360860
OG0002657	jg11178	Om003G101600
OG0002658	jg10483	Om001G006450
OG0002658	jg10482	Om001G006470, Om007G317650
OG0002659	jg10303	Om001G008860
OG0002659	jg7673	Om008G353580
OG0002660	jg7646	Om008G353270
OG0002660	jg10272	Om001G009240
OG0002661	jg10156	Om001G010660
OG0002661	jg7505	Om008G351450
OG0002662	jg32239	Om001G014200
OG0002663	jg31330	Om007G288370
OG0002664	jg8772	Om001G035050
OG0002665	jg28072, jg27939	Om002G084860
OG0002666	jg8686	Om001G036230, Om002G068270, Om001G036220
OG0002667	jg27997, jg8676	Om002G085650
OG0002668	jg8632, jg8634	Om001G037260, Om001G037280, Om001G037270
OG0002669	jg16716	Om004G154330
OG0002669	jg8558	Om001G038670, Om001G038640, Om001G038650
OG0002670	jg16576	Om004G155920
OG0002670	jg8391	Om001G040720
OG0002671	jg12644	Om008G334090
OG0002672	jg12545	Om007G315760
OG0002673	jg7223	Om008G343790
OG0002673	jg29948	Om005G195110
OG0002674	jg7655, jg7654	Om002G074280
OG0002675	jg10454	Om001G006840
OG0002675	jg7804	Om008G355470
OG0002676	jg11651	Om003G104840
OG0002678	jg26685	Om003G104450
OG0002678	jg11458	Om003G103880
OG0002679	jg11311, jg26547	Om002G071590
OG0002680	jg26535	Om002G071470
OG0002681	jg20042	Om008G320940
OG0002681	jg16227	Om003G126960
OG0002682	jg19641	Om008G325580
OG0002683	jg19493	Om008G327210, Om008G327190, Om008G327200
OG0002684	jg19446	Om008G327800
OG0002684	jg15747	Om003G120460
OG0002685	jg24805	Om002G051330
OG0002686	jg4156	Om004G173370
OG0002686	jg5420	Om007G299070
OG0002687	jg14299	Om001G029770
OG0002687	jg22979	Om006G245030
OG0002688	jg14362	Om006G267570
OG0002688	jg22940	Om006G245440
OG0002689	jg22894	Om006G245930, Om006G245950
OG0002690	jg22891	Om006G267000, Om006G245960
OG0002691	jg14677	Om006G261800
OG0002691	jg23318	Om006G234180
OG0002692	jg8197	Om004G157620
OG0002692	jg28450	Om005G178060
OG0002693	jg28650	Om005G180250
OG0002693	jg7879	Om004G160520
OG0002694	jg20764	Om007G293050
OG0002695	jg18229	Om007G280230
OG0002695	jg28929	Om005G183210
OG0002696	jg29137	Om005G185640
OG0002697	jg24787	Om002G051150
OG0002697	jg24786	Om002G051140
OG0002698	jg24162	Om002G044740
OG0002698	jg5572	Om007G297130
OG0002699	jg24168	Om004G156870, Om002G044820
OG0002700	jg24249	Om002G045560
OG0002701	jg24669, jg21433	Om002G049880
OG0002702	jg19299	Om008G329930
OG0002704	jg18852	Om008G336140
OG0002705	jg15364	Om006G253600
OG0002705	jg19054	Om008G333280
OG0002706	jg3635	Om004G131710
OG0002706	jg30121	Om005G197250
OG0002707	jg2980	Om004G141160
OG0002707	jg30320	Om005G199470
OG0002708	jg3194	Om004G137980
OG0002708	jg30491	Om005G201610
OG0002709	jg3356	Om004G135410
OG0002709	jg30676	Om005G203530
OG0002710	jg30847	Om005G205410
OG0002710	jg2768	Om005G206380
OG0002711	jg30970	Om004G144560
OG0002712	jg2439, jg31157	Om005G210530
OG0002713	jg2437	Om005G210560
OG0002715	jg12961	Om008G335830, Om006G275190
OG0002715	jg29976	Om005G195500
OG0002716	jg29421	Om005G188890
OG0002717	jg5462	Om007G298470
OG0002717	jg3252	Om004G136830, Om004G136840
OG0002718	jg5567	Om007G297190
OG0002719	jg6344, jg6343, jg6345	Om006G239420
OG0002720	jg14972	Om006G257880
OG0002721	jg14776	Om006G260380
OG0002721	jg6305	Om006G239060
OG0002722	jg2508	Om005G209590
OG0002723	jg3482	Om004G133920
OG0002723	jg30782	Om005G204700
OG0002724	jg3302	Om004G136150
OG0002725	jg25280	Om002G057080
OG0002725	jg25279	Om002G057070
OG0002726	jg25587	Om002G060810
OG0002727	jg33397	Om003G094840
OG0002727	jg25671	Om002G062180
OG0002728	jg33084	Om003G097960
OG0002728	jg26053	Om002G066520
OG0002730	jg26368	Om002G069810
OG0002731	jg26473	Om002G070720
OG0002731	jg11248	Om003G102190
OG0002732	jg33390	Om003G095040, Om003G095020
OG0002732	jg33387, jg33388	Om003G095090
OG0002733	jg33034, jg33030	Om003G098420
OG0002734	jg18562	Om008G339900
OG0002735	jg15548, jg15263	Om006G254820
OG0002736	jg18964	Om008G334650
OG0002736	jg15348	Om006G253880
OG0002737	jg19347	Om008G329140
OG0002737	jg15614	Om003G119290
OG0002738	jg20278	Om008G362730, Om004G135450, Om008G362740
OG0002739	jg14856	Om006G259500
OG0002739	jg23637	Om006G230820
OG0002740	jg15958	Om003G123360, Om003G123350
OG0002741	jg2420	Om005G201440
OG0002741	jg31167	Om004G147080
OG0002743	jg9015	Om001G031070
OG0002743	jg9014	Om001G031110
OG0002745	jg29618	Om005G190950, Om005G190960
OG0002746	jg29855	Om005G193830
OG0002746	jg13149	Om006G273940
OG0002748	jg4796	Om004G166360
OG0002748	jg23471	Om006G232730
OG0002749	jg22517, jg22519, jg22518	Om003G119030
OG0002750	jg2183, jg2196, jg2210, jg2135, jg2191, jg12328, jg12334	Om005G213150
