Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_NCBI
OG0003476	XP_018439955.1	XP_002892720.1, XP_002875329.1
OG0003477	XP_018435452.1, XP_018450831.1	XP_002893817.1
OG0003478	XP_018441400.1	XP_002888774.2, XP_020889798.1
OG0003479	XP_018484189.1	XP_020868335.1, XP_020872952.1
OG0003481	XP_018433596.1	XP_002863368.2, XP_020872769.1
OG0003482	XP_018491448.1	XP_020886189.1
OG0003483	XP_018435083.1, XP_018433977.1, XP_018483859.1	XP_002862549.2, XP_020883759.1, XP_002882056.1
OG0003484	XP_018480212.1	XP_020872870.1
OG0003484	XP_018469229.1	XP_002867467.1
OG0003485	XP_018472091.1	XP_020872844.1
OG0003485	XP_018472090.1	XP_020872842.1
OG0003486	XP_018468385.1, XP_018470842.1, XP_018463340.1, XP_018448401.1, XP_018448399.1, XP_018450579.1, XP_018450546.1, XP_018463336.1, XP_018441115.1	XP_020873012.1
OG0003487	XP_018468715.1, XP_018449258.1, XP_018484957.1	XP_002869134.1
OG0003488	XP_018438415.1, XP_018438417.1	XP_002878736.1
OG0003489	XP_018434657.1, XP_018471299.1, XP_018447727.1, XP_018434682.1, XP_018434652.1, XP_018434659.1	XP_020867382.1
OG0003490	XP_018487406.1	XP_002884466.2, XP_020869967.1, XP_020869895.1
OG0003492	XP_018462568.1	XP_020885453.1, XP_020885456.1
OG0003494	XP_018438637.1, XP_018450178.1, XP_018479053.1, XP_018466704.1, XP_018466209.1	XP_002894513.1
OG0003497	XP_018442803.1, XP_018462399.1	XP_020891116.1, XP_020889985.1
OG0003498	XP_018489128.1	XP_020875900.1
OG0003501	XP_018469405.1	XP_002872095.1, XP_002872098.1, XP_002872096.2
OG0003502	XP_018475295.1	XP_002864187.1
OG0003503	XP_018479984.1	XP_002875238.1
OG0003503	XP_018482121.1, XP_018482255.1	XP_002875237.1
OG0003512	XP_018474801.1	XP_020885344.1
OG0003513	XP_018472673.1, XP_018465138.1, XP_018474931.1, XP_018474281.1	XP_020877686.1, XP_002875819.1, XP_002875814.2
OG0003515	XP_018446039.1	XP_002873747.1
OG0003516	XP_018489939.1, XP_018442284.1	XP_020878800.1
OG0003517	XP_018445453.1	XP_020877299.1
OG0003517	XP_018487588.1, XP_018492718.1	XP_020886418.1
OG0003518	XP_018433634.1, XP_018433619.1, XP_018445283.1	XP_002871345.1, XP_002877859.1
OG0003519	XP_018465184.1, XP_018466009.1	XP_002866432.1
OG0003521	XP_018477859.1, XP_018464894.1	XP_002880900.1
OG0003522	XP_018465507.1	XP_002880977.1, XP_002879143.1
OG0003523	XP_018458844.1, XP_018441963.1	XP_002880933.1
OG0003525	XP_018465787.1, XP_018465045.1	XP_020873008.1, XP_020885186.1
OG0003527	XP_018483638.1	XP_020883260.1
OG0003528	XP_018474141.1, XP_018435061.1	XP_002881182.1
OG0003529	XP_018433575.1, XP_018475498.1, XP_018466808.1	XP_020884594.1
OG0003530	XP_018477517.1	XP_020871046.1, XP_020868853.1, XP_020874933.1
OG0003531	XP_018437396.1	XP_020867532.1
OG0003532	XP_018448126.1, XP_018483778.1, XP_018479777.1	XP_020868094.1
OG0003534	XP_018435149.1	XP_020871490.1
OG0003535	XP_018464440.1, XP_018443349.1	XP_020876709.1
OG0003535	XP_018486249.1, XP_018462026.1	XP_002864956.1
OG0003536	XP_018474978.1, XP_018475657.1, XP_018492071.1, XP_018434721.1	XP_020880558.1
OG0003537	XP_018463062.1, XP_018439423.1, XP_018458746.1	XP_002866457.1
OG0003538	XP_018484501.1	XP_002885738.2, XP_020877849.1
OG0003540	XP_018468739.1	XP_002872027.1
OG0003541	XP_018444694.1, XP_018444496.1	XP_020871897.1, XP_020871898.1
OG0003543	XP_018462058.1, XP_018456198.1, XP_018472004.1	XP_020871978.1, XP_020871980.1
OG0003544	XP_018454296.1	XP_002864630.1
OG0003545	XP_018451967.1, XP_018473732.1, XP_018476979.1, XP_018470321.1	XP_020878292.1
OG0003546	XP_018445952.1, XP_018452473.1, XP_018474908.1	XP_020886257.1
OG0003547	XP_018466328.1	XP_020877829.1
OG0003547	XP_018491685.1	XP_020869625.1
OG0003548	XP_018472981.1, XP_018464982.1, XP_018437322.1, XP_018457792.1	XP_002864404.1
OG0003549	XP_018475513.1, XP_018469579.1, XP_018443368.1	XP_020880062.1, XP_002871257.1
OG0003550	XP_018442778.1	XP_020875928.1
OG0003551	XP_018476049.1, XP_018470429.1	XP_020875913.1
OG0003552	XP_018443239.1	XP_002872415.1
OG0003552	XP_018452902.1, XP_018452931.1, XP_018452927.1	XP_002883988.1
OG0003553	XP_018436257.1, XP_018480064.1, XP_018443230.1, XP_018444514.1	XP_002870990.1
OG0003554	XP_018483860.1	XP_020880916.1
OG0003555	XP_018454804.1, XP_018444007.1	XP_020889909.1, XP_020869019.1
OG0003556	XP_018436848.1, XP_018447589.1, XP_018447587.1, XP_018453012.1	XP_020867884.1
OG0003557	XP_018457660.1, XP_018493258.1	XP_020872793.1
OG0003558	XP_018464501.1, XP_018488206.1	XP_002891532.2
OG0003559	XP_018477621.1	XP_002870318.2
OG0003560	XP_018451425.1, XP_018446839.1, XP_018449349.1	XP_002870305.2
OG0003562	XP_018462776.1, XP_018449224.1, XP_018471158.1, XP_018478463.1, XP_018461765.1	XP_020874492.1
OG0003563	XP_018454357.1, XP_018454353.1, XP_018444352.1	XP_020891682.1
OG0003564	XP_018451529.1	XP_020870019.1
OG0003565	XP_018481456.1, XP_018482835.1, XP_018456114.1	XP_020880307.1, XP_002875277.1
OG0003566	XP_018453100.1	XP_020889786.1
OG0003566	XP_018466562.1, XP_018454628.1, XP_018461008.1, XP_018452509.1	XP_020889784.1
OG0003567	XP_018457016.1, XP_018457002.1	XP_002863463.1
OG0003568	XP_018454985.1, XP_018481256.1	XP_020879286.1, XP_020866775.1
OG0003571	XP_018472077.1, XP_018468532.1	XP_020873951.1
OG0003573	XP_018460244.1, XP_018458728.1, XP_018478175.1, XP_018482089.1	XP_002868128.1
OG0003575	XP_018489933.1	XP_002876696.1
OG0003575	XP_018438691.1	XP_002863057.1, XP_002880328.1
OG0003576	XP_018432533.1	XP_020871700.1
OG0003577	XP_018440349.1	XP_020885022.1
OG0003578	XP_018491001.1, XP_018491002.1	XP_002871173.1, XP_002878395.1
OG0003579	XP_018484164.1	XP_002878347.1
OG0003580	XP_018490924.1	XP_020882623.1
OG0003581	XP_018446311.1, XP_018445163.1	XP_002876456.1
OG0003582	XP_018489924.1	XP_002876432.1
OG0003583	XP_018459161.1, XP_018444148.1, XP_018491624.1	XP_020881993.1
OG0003584	XP_018480965.1, XP_018453210.1, XP_018452705.1, XP_018487974.1	XP_020881332.1, XP_020881941.1
OG0003586	XP_018446576.1, XP_018459563.1	XP_020872128.1
OG0003586	XP_018453211.1	XP_002887072.1
OG0003587	XP_018491344.1	XP_020879842.1
OG0003589	XP_018439814.1, XP_018439812.1	XP_002876097.2
OG0003590	XP_018439904.1, XP_018473170.1	XP_020882727.1
OG0003591	XP_018464112.1, XP_018464111.1	XP_020883639.1
OG0003592	XP_018483587.1, XP_018483586.1	XP_020883374.1, XP_020880394.1
OG0003593	XP_018463904.1, XP_018473025.1	XP_020878123.1
OG0003593	XP_018441321.1, XP_018493576.1	XP_020868508.1
OG0003594	XP_018474723.1, XP_018480463.1, XP_018454430.1	XP_002872581.1, XP_002872579.1
OG0003595	XP_018440387.1, XP_018456919.1	XP_020876536.1, XP_002891400.2
OG0003596	XP_018484814.1	XP_002874393.1
OG0003597	XP_018493556.1	XP_002892198.1
OG0003598	XP_018475030.1	XP_020871829.1
OG0003599	XP_018444029.1	XP_020878832.1
OG0003599	XP_018474995.1	XP_020887048.1
OG0003601	XP_018486469.1, XP_018465541.1, XP_018491302.1, XP_018433526.1	XP_020886410.1
OG0003602	XP_018435414.1, XP_018435415.1	XP_020888642.1
OG0003603	XP_018441021.1	XP_002891684.1
OG0003604	XP_018485267.1	XP_002878742.1
OG0003605	XP_018491369.1, XP_018436680.1	XP_002883260.1, XP_002883259.1
OG0003606	XP_018434915.1, XP_018486528.1	XP_020889052.1
OG0003607	XP_018451006.1	XP_020874430.1
OG0003608	XP_018492739.1, XP_018493291.1, XP_018491190.1	XP_020873063.1, XP_020885958.1
OG0003609	XP_018456546.1, XP_018438307.1	XP_020882429.1, XP_020879635.1
OG0003610	XP_018477388.1	XP_020869497.1
OG0003611	XP_018433865.1	XP_002891914.1
OG0003612	XP_018484390.1, XP_018484820.1, XP_018440691.1	XP_002876143.1
OG0003613	XP_018465151.1	XP_020867677.1, XP_020869586.1
OG0003614	XP_018482135.1	XP_020866863.1, XP_020866864.1
OG0003615	XP_018434747.1, XP_018487934.1	XP_002892305.1, XP_002892306.1
OG0003616	XP_018487269.1, XP_018490390.1, XP_018483166.1	XP_002889585.1
OG0003617	XP_018440957.1	XP_020867774.1
OG0003617	XP_018440967.1	XP_002889598.1
OG0003618	XP_018467910.1, XP_018448210.1	XP_002889686.1
OG0003619	XP_018478446.1, XP_018455825.1, XP_018456690.1	XP_002892547.1, XP_020867092.1, XP_020867088.1
OG0003620	XP_018440361.1	XP_020890275.1
OG0003621	XP_018489352.1, XP_018489762.1, XP_018487203.1	XP_020870804.1, XP_020867234.1
OG0003622	XP_018469185.1	XP_020870434.1
OG0003623	XP_018487258.1, XP_018441088.1	XP_002889920.1
OG0003624	XP_018480518.1, XP_018434775.1, XP_018437078.1, XP_018437079.1	XP_020869818.1
OG0003625	XP_018481148.1	XP_020866908.1
OG0003626	XP_018469907.1	XP_020872963.1, XP_020866811.1
OG0003627	XP_018441525.1	XP_020870109.1
OG0003628	XP_018483840.1	XP_002865328.1
OG0003629	XP_018471506.1, XP_018484476.1	XP_020880267.1, XP_020874398.1
OG0003630	XP_018470519.1	XP_020875544.1
OG0003631	XP_018447803.1, XP_018478019.1	XP_002867157.1
OG0003632	XP_018467456.1, XP_018451447.1, XP_018451454.1	XP_020882686.1, XP_020873104.1
OG0003633	XP_018433066.1	XP_002893330.1
OG0003634	XP_018457503.1, XP_018457500.1	XP_020876329.1, XP_020875897.1
OG0003635	XP_018489473.1, XP_018453313.1	XP_002889593.1
OG0003635	XP_018482424.1	XP_020885483.1
OG0003636	XP_018480678.1	XP_020884597.1
OG0003637	XP_018437579.1, XP_018433981.1, XP_018433983.1	XP_020882929.1, XP_020870137.1
OG0003638	XP_018490525.1, XP_018490514.1	XP_002882504.1, XP_002882507.1
OG0003641	XP_018479484.1, XP_018471903.1	XP_020882965.1
OG0003642	XP_018436127.1, XP_018438750.1, XP_018438680.1	XP_002877677.1, XP_020882497.1
OG0003645	XP_018465437.1, XP_018479179.1, XP_018461424.1	XP_002867791.1
OG0003645	XP_018459191.1	XP_002867793.1
OG0003646	XP_018464639.1	XP_020871254.1
OG0003647	YP_009046922.1	YP_009357275.1
OG0003648	XP_018479892.1	XP_002884189.1
OG0003656	XP_018458317.1	XP_020880349.1
OG0003657	XP_018437151.1, XP_018488789.1, XP_018488788.1	XP_002875869.1, XP_002864802.1
OG0003659	XP_018493263.1	XP_020887209.1
OG0003661	XP_018474317.1	XP_002871505.1
OG0003662	XP_018444075.1, XP_018444071.1, XP_018468664.1	XP_002871482.1
OG0003664	XP_018469558.1, XP_018444500.1	XP_020877279.1
OG0003665	XP_018490056.1, XP_018438555.1, XP_018461711.1, XP_018489721.1	XP_020888544.1
OG0003666	XP_018441602.1	XP_002881095.1
OG0003668	XP_018477351.1	XP_020873707.1
OG0003670	XP_018437012.1, XP_018438838.1, XP_018482695.1, XP_018455974.1	XP_002874139.1
OG0003671	XP_018439026.1, XP_018435600.1	XP_002874214.1, XP_002874213.1
OG0003672	XP_018433307.1, XP_018433306.1, XP_018437659.1, XP_018456155.1, XP_018456154.1	XP_020877860.1
OG0003673	XP_018472693.1	XP_002871964.1
OG0003673	XP_018449647.1	XP_002875616.2
OG0003674	XP_018437696.1	XP_002875648.1
OG0003675	XP_018445839.1, XP_018466590.1, XP_018467543.1, XP_018476176.1	XP_020867254.1
OG0003677	XP_018436344.1, XP_018436343.1	XP_020885167.1, XP_020885651.1, XP_020885650.1
OG0003678	XP_018476129.1, XP_018457540.1	XP_020871323.1
OG0003679	XP_018473480.1, XP_018469784.1, XP_018454818.1, XP_018454997.1, XP_018455042.1	XP_020871608.1
OG0003680	XP_018436705.1	XP_002877684.2
OG0003681	XP_018432857.1, XP_018462175.1, XP_018468490.1	XP_002877622.1
OG0003682	XP_018466914.1	XP_020877931.1
OG0003683	XP_018475239.1, XP_018475241.1	XP_002873017.1
OG0003684	XP_018467085.1, XP_018454433.1, XP_018467077.1, XP_018483920.1	XP_002875391.1
OG0003685	XP_018490751.1, XP_018465857.1	XP_020868706.1
OG0003686	XP_018463845.1	XP_020873930.1
OG0003687	XP_018462508.1, XP_018464286.1, XP_018445184.1	XP_020890388.1
OG0003689	XP_018453057.1, XP_018457225.1	XP_020878073.1, XP_020890986.1
OG0003691	XP_018442931.1, XP_018442924.1	XP_002887571.1
OG0003692	XP_018470691.1, XP_018470692.1, XP_018493345.1, XP_018450722.1	XP_020888056.1
OG0003693	XP_018489407.1	XP_020867205.1
OG0003693	XP_018438920.1	XP_002882925.1
OG0003694	XP_018468303.1, XP_018461415.1, XP_018473678.1	XP_020871335.1
OG0003695	XP_018481466.1, XP_018449408.1	XP_002870224.1, XP_020875487.1
OG0003696	XP_018471971.1, XP_018447048.1	XP_020872220.1
OG0003697	XP_018460048.1, XP_018480819.1	XP_020872650.1
OG0003698	XP_018478139.1, XP_018481785.1	XP_020881928.1
OG0003699	XP_018474654.1, XP_018454811.1, XP_018466073.1, XP_018460316.1, XP_018469687.1	XP_002874994.1
OG0003700	XP_018457638.1, XP_018457627.1, XP_018440137.1	XP_002863417.1
OG0003701	XP_018466141.1, XP_018434192.1, XP_018469450.1	XP_020889108.1, XP_002883080.1
OG0003703	XP_018433173.1	XP_002865303.1
OG0003704	XP_018493182.1, XP_018485092.1	XP_020866344.1, XP_020866431.1, XP_020866203.1, XP_020867073.1
OG0003705	XP_018462161.1	XP_020871001.1
OG0003707	XP_018449139.1, XP_018437594.1	XP_002894329.1
OG0003708	XP_018474308.1	XP_020873305.1, XP_020886828.1
OG0003709	XP_018481729.1	XP_020883192.1, XP_020867419.1
OG0003710	XP_018479899.1, XP_018484985.1	XP_002879578.1, XP_002879577.1
OG0003711	XP_018443134.1, XP_018461007.1, XP_018488752.1	XP_002883576.1, XP_002878005.1
OG0003712	XP_018454223.1, XP_018438333.1, XP_018438338.1	XP_020891674.1
OG0003713	XP_018484129.1, XP_018492066.1, XP_018492069.1, XP_018460290.1, XP_018443580.1	XP_020865877.1, XP_020882222.1
OG0003714	XP_018441152.1, XP_018441167.1	XP_020882704.1
OG0003715	XP_018492413.1, XP_018492402.1, XP_018477182.1	XP_020869453.1, XP_020881579.1
OG0003716	XP_018444879.1, XP_018486082.1	XP_002876597.1
OG0003718	XP_018489755.1, XP_018489732.1	XP_020879805.1
OG0003719	XP_018485291.1, XP_018476724.1	XP_020883225.1
OG0003720	XP_018444485.1	XP_020876074.1, XP_020869876.1
OG0003721	XP_018450503.1, XP_018474071.1	XP_020867103.1
OG0003722	XP_018434059.1, XP_018452371.1	XP_002886178.1
OG0003724	XP_018489760.1	XP_002886243.1, XP_002886244.1
OG0003725	XP_018492253.1, XP_018440504.1	XP_020869480.1, XP_020886284.1
OG0003726	XP_018451164.1, XP_018470693.1	XP_020872504.1
OG0003727	XP_018435766.1, XP_018443755.1, XP_018457290.1	XP_020874271.1
OG0003729	XP_018455354.1, XP_018455413.1	XP_002872216.1, XP_002872217.1
OG0003730	XP_018434965.1	XP_002882424.1
OG0003730	XP_018484834.1	XP_002874347.1
OG0003731	XP_018476833.1, XP_018440050.1	XP_020884359.1
OG0003733	XP_018440927.1, XP_018440926.1, XP_018475946.1, XP_018475952.1	XP_002880081.1
OG0003734	XP_018481263.1	XP_020885154.1
OG0003735	XP_018436671.1, XP_018476499.1, XP_018474454.1	XP_002881931.1
OG0003736	XP_018440835.1, XP_018492148.1	XP_020887546.1
OG0003737	XP_018493124.1, XP_018493461.1, XP_018435317.1, XP_018438294.1, XP_018465454.1	XP_020889566.1
OG0003738	XP_018439078.1, XP_018493503.1, XP_018464459.1	XP_020887425.1
OG0003739	XP_018440812.1, XP_018440772.1, XP_018486588.1	XP_020886608.1, XP_020886609.1
OG0003740	XP_018489260.1	XP_020888857.1
OG0003741	XP_018440613.1	XP_020866390.1
OG0003742	XP_018489686.1	XP_020887108.1, XP_020885312.1
OG0003743	XP_018489166.1, XP_018488975.1, XP_018490221.1, XP_018490219.1	XP_020891526.1, XP_002885263.2
OG0003744	XP_018466013.1, XP_018490506.1	XP_002883316.1
OG0003745	XP_018477289.1, XP_018484988.1, XP_018471966.1, XP_018441236.1	XP_002877825.1
OG0003746	XP_018493128.1, XP_018451242.1	XP_002892149.1, XP_020866289.1
OG0003747	XP_018447249.1, XP_018447261.1	XP_020871011.1, XP_020871015.1
OG0003748	XP_018467958.1	XP_020869988.1
OG0003749	XP_018443994.1	XP_020867568.1
OG0003750	XP_018482559.1, XP_018482627.1, XP_018486513.1, XP_018468864.1	XP_002890193.1
OG0003751	XP_018436065.1, XP_018445421.1	XP_020867934.1
OG0003752	XP_018454257.1, XP_018445043.1	XP_002887358.1
OG0003753	XP_018444032.1, XP_018453157.1, XP_018461030.1, XP_018461031.1, XP_018468569.1	XP_002887322.1
OG0003754	XP_018488779.1	XP_002883744.2, XP_020874268.1
OG0003755	XP_018457443.1, XP_018457516.1, XP_018457522.1	XP_002887880.1
OG0003756	XP_018457409.1, XP_018484205.1	XP_002863589.1
OG0003757	XP_018464370.1, XP_018451618.1	XP_002866154.1, XP_002894097.1
OG0003758	XP_018448572.1, XP_018452406.1, XP_018452420.1	XP_020885903.1, XP_020875753.1, XP_020885902.1, XP_002877070.1
OG0003759	XP_018447238.1, XP_018450280.1, XP_018488939.1, XP_018488943.1, XP_018468805.1	XP_020866043.1, XP_020870656.1
OG0003761	XP_018483981.1, XP_018480478.1	XP_002868921.1
OG0003762	XP_018453281.1, XP_018453445.1, XP_018482264.1, XP_018459486.1	XP_002866875.1
OG0003763	XP_018465236.1, XP_018481103.1	XP_020885421.1, XP_002866911.1
OG0003764	XP_018451497.1, XP_018449461.1	XP_020872765.1
OG0003765	XP_018468194.1, XP_018468196.1, XP_018471947.1, XP_018471946.1, XP_018471948.1, XP_018470521.1	XP_002869645.2
OG0003767	XP_018452965.1	XP_002872895.2, XP_020879215.1
OG0003768	XP_018467156.1, XP_018451346.1, XP_018471743.1, XP_018480670.1	XP_020874857.1
OG0003772	XP_018485086.1	XP_002868527.2
OG0003774	XP_018467034.1, XP_018488632.1, XP_018438494.1, XP_018438571.1	XP_002870319.1
OG0003775	XP_018460738.1	XP_020885014.1, XP_020883894.1, XP_020885827.1, XP_020886339.1, XP_020880740.1, XP_020884094.1, XP_020884289.1, XP_020885822.1, XP_020884287.1
OG0003776	XP_018467671.1, XP_018460242.1, XP_018465130.1	XP_020873993.1
OG0003778	XP_018438699.1, XP_018482374.1, XP_018482376.1, XP_018475457.1	XP_002879304.1, XP_002879305.2
OG0003780	XP_018475547.1, XP_018458478.1, XP_018459198.1, XP_018450092.1	XP_020872571.1
OG0003790	XP_018473501.1, XP_018442346.1, XP_018475220.1	XP_002871761.1
OG0003791	XP_018446022.1, XP_018472727.1	XP_002871757.1, XP_020879301.1
OG0003792	XP_018445336.1, XP_018443294.1	XP_002873757.2
OG0003793	XP_018443311.1, XP_018443312.1, XP_018469279.1, XP_018467621.1	XP_002873620.1
OG0003794	XP_018472678.1, XP_018446741.1	XP_020886082.1, XP_020878335.1
OG0003795	XP_018442308.1, XP_018473120.1, XP_018471068.1	XP_002871436.1
OG0003796	XP_018442983.1, XP_018476968.1, XP_018472039.1	XP_002871384.1
OG0003797	XP_018454071.1	XP_002871322.2, XP_020877437.1
OG0003798	XP_018439132.1, XP_018472479.1, XP_018484846.1	XP_020873540.1
OG0003799	XP_018455172.1, XP_018455168.1, XP_018475162.1, XP_018437670.1	XP_020883808.1, XP_020884683.1
OG0003800	XP_018475709.1, XP_018434722.1	XP_020871544.1, XP_020884622.1
OG0003801	XP_018481633.1	XP_020869990.1
OG0003801	XP_018474533.1	XP_002881191.1
OG0003802	XP_018437408.1, XP_018481394.1, XP_018476806.1, XP_018476802.1, XP_018464876.1	XP_020873923.1, XP_020884074.1
OG0003803	XP_018462137.1, XP_018483170.1	XP_002879453.1, XP_002892218.1
OG0003804	XP_018477112.1, XP_018450962.1	XP_020867634.1
OG0003805	XP_018474600.1	XP_002872362.1
OG0003806	XP_018459287.1, XP_018459269.1	XP_020866127.1, XP_002891132.2
OG0003807	XP_018468004.1	XP_020866349.1
OG0003808	XP_018454905.1	XP_002865022.1
OG0003809	XP_018454249.1, XP_018454244.1, XP_018457298.1	XP_020869726.1
OG0003812	XP_018434442.1, XP_018486708.1, XP_018464077.1	XP_002891694.1
OG0003813	XP_018432660.1, XP_018488951.1	XP_020878534.1, XP_002864950.1
OG0003814	XP_018434218.1, XP_018448469.1, XP_018448464.1, XP_018479025.1, XP_018452660.1, XP_018465235.1	XP_002874129.2, XP_020875811.1
OG0003815	XP_018462713.1, XP_018460573.1, XP_018471473.1	XP_002871479.1
OG0003816	XP_018470514.1, XP_018470516.1, XP_018472738.1, XP_018463715.1, XP_018444620.1	XP_002874046.2
OG0003817	XP_018454374.1, XP_018446535.1	XP_020885782.1
OG0003818	XP_018472930.1, XP_018466925.1	XP_020888162.1
OG0003819	XP_018471403.1	XP_002869607.1
OG0003821	XP_018456103.1, XP_018450325.1, XP_018450195.1, XP_018462280.1, XP_018477032.1, XP_018477027.1	XP_020883500.1
OG0003822	XP_018475704.1, XP_018475705.1, XP_018460450.1, XP_018460449.1, XP_018448089.1	XP_020870700.1
OG0003823	XP_018443367.1	XP_002873298.1
OG0003824	XP_018462531.1, XP_018474945.1, XP_018447149.1	XP_020875966.1
OG0003825	XP_018440127.1	XP_002875611.1, XP_020881330.1
OG0003826	XP_018477808.1, XP_018436675.1, XP_018440334.1	XP_002863969.1
OG0003828	XP_018471328.1	XP_002869042.2
OG0003830	XP_018442114.1, XP_018445802.1, XP_018457811.1, XP_018456179.1, XP_018471620.1, XP_018457218.1	XP_020890441.1
OG0003832	XP_018438790.1	XP_020879915.1
OG0003833	XP_018484736.1, XP_018463925.1, XP_018450838.1, XP_018449894.1	XP_002894530.2
OG0003834	XP_018489456.1	XP_020867241.1
OG0003835	XP_018436492.1	XP_020880433.1, XP_020879832.1
OG0003836	XP_018436490.1	XP_002875738.1
OG0003837	XP_018478065.1, XP_018478003.1	XP_020875714.1
OG0003838	XP_018480601.1, XP_018464043.1	XP_020875507.1
OG0003839	XP_018448555.1	XP_020875609.1, XP_002870211.1
OG0003840	XP_018440911.1	XP_002890282.1
OG0003841	XP_018443872.1, XP_018445481.1, XP_018444559.1, XP_018456434.1, XP_018456435.1	XP_002887226.1
OG0003842	XP_018442215.1	XP_002893372.2
OG0003842	XP_018455011.1	XP_002887256.1
OG0003843	XP_018480062.1, XP_018480135.1, XP_018480051.1, XP_018480132.1	XP_020867973.1
OG0003844	XP_018490912.1	XP_002891589.1
OG0003845	XP_018438792.1	XP_020883034.1
OG0003846	XP_018452450.1, XP_018435654.1	XP_002877150.1
OG0003849	XP_018460379.1, XP_018483002.1, XP_018470344.1, XP_018470343.1, XP_018448139.1	XP_020873276.1
OG0003850	XP_018453953.1	XP_020873616.1
OG0003851	XP_018438893.1	XP_020888074.1
OG0003852	XP_018491458.1, XP_018490988.1	XP_002884272.1, XP_002890172.2
OG0003853	XP_018489807.1	XP_002878405.1
OG0003853	XP_018462762.1, XP_018480191.1	XP_002878406.1
OG0003854	XP_018483891.1	XP_002894141.1, XP_020882788.1
OG0003855	XP_018460830.1, XP_018488714.1, XP_018461492.1, XP_018461204.1, XP_018443946.1	XP_002878264.1
OG0003856	XP_018445169.1	XP_020880162.1
OG0003857	XP_018478330.1, XP_018491999.1	XP_020879682.1
