Orthogroup	Raphanus_sativus	Arabidopsis_arenosa
OG0002457	XP_018485660.1, XP_018433622.1	jg28072, jg27939
OG0002458	XP_018488901.1	jg27997
OG0002459	XP_018467471.1, XP_018470422.1	jg8656
OG0002461	XP_018444102.1, XP_018448025.1	jg9515
OG0002461	XP_018433036.1	jg28179
OG0002462	XP_018484994.1, XP_018437614.1, XP_018484997.1	jg19326
OG0002464	XP_018477195.1	jg10225
OG0002464	XP_018459071.1, XP_018471865.1, XP_018457082.1	jg7579
OG0002465	XP_018451796.1, XP_018470836.1	jg8635
OG0002465	XP_018480288.1	jg16812
OG0002466	XP_018450646.1	jg32078
OG0002467	XP_018455800.1	jg7620
OG0002467	XP_018450713.1	jg10252
OG0002468	XP_018461961.1	jg6536
OG0002468	XP_018492933.1, XP_018486977.1, XP_018437501.1, XP_018490140.1	jg24525
OG0002470	XP_018434157.1	jg19802
OG0002470	XP_018463310.1, XP_018481374.1, XP_018436408.1	jg19801
OG0002471	XP_018437082.1	jg27909
OG0002471	XP_018483988.1	jg19787
OG0002472	XP_018479989.1	jg19683
OG0002472	XP_018461802.1	jg6259
OG0002473	XP_018466578.1, XP_018438904.1, XP_018438243.1	jg32526
OG0002473	XP_018433551.1, XP_018486181.1	jg24339
OG0002474	XP_018489816.1	jg1288
OG0002476	XP_018490950.1, XP_018440460.1	jg24787
OG0002476	XP_018490951.1	jg24786
OG0002477	XP_018434558.1, XP_018485707.1	jg24805
OG0002478	XP_018436578.1, XP_018436579.1, XP_018489305.1, XP_018467560.1	jg4478, jg4311
OG0002479	XP_018458479.1, XP_018433514.1, XP_018434426.1	jg25181
OG0002480	XP_018474782.1	jg11556
OG0002481	XP_018434079.1, XP_018434071.1	jg25418
OG0002481	XP_018438169.1, XP_018451432.1	jg33638
OG0002483	XP_018450153.1, XP_018458677.1	jg25776, jg11025
OG0002484	XP_018469791.1	jg11029
OG0002484	XP_018488393.1	jg25783
OG0002485	XP_018477669.1, XP_018458373.1, XP_018444735.1	jg12545
OG0002486	XP_018442851.1	jg2097
OG0002487	XP_018468148.1	jg1980
OG0002487	XP_018444281.1, XP_018444626.1, XP_018481867.1	jg12103
OG0002488	XP_018452589.1	jg32527
OG0002489	XP_018443966.1, XP_018461584.1, XP_018468247.1, XP_018476251.1	jg5733
OG0002490	XP_018437125.1	jg15019
OG0002490	XP_018478939.1	jg15017
OG0002491	XP_018487886.1	jg28549
OG0002491	XP_018461376.1, XP_018455333.1	jg2717
OG0002492	XP_018457352.1	jg1183
OG0002492	XP_018492336.1	jg29341
OG0002493	XP_018434230.1, XP_018488538.1, XP_018471927.1	jg29359
OG0002494	XP_018486576.1	jg29420
OG0002494	XP_018456772.1, XP_018489894.1	jg29421
OG0002495	XP_018447134.1	jg29735
OG0002496	XP_018433033.1, XP_018483057.1	jg13352
OG0002497	XP_018433355.1	jg29819
OG0002497	XP_018433555.1	jg13209
OG0002498	XP_018448487.1, XP_018454704.1	jg13126
OG0002498	XP_018451080.1	jg29873
OG0002500	XP_018441662.1	jg29956
OG0002500	XP_018465324.1, XP_018459540.1	jg12989
OG0002501	XP_018432549.1, XP_018450714.1	jg30055
OG0002501	XP_018457655.1	jg3722
OG0002502	XP_018451048.1, XP_018447220.1, XP_018472196.1	jg21712
OG0002503	XP_018482107.1, XP_018436667.1	jg30790
OG0002503	XP_018452229.1, XP_018456652.1	jg3496
OG0002504	XP_018451620.1, XP_018442762.1, XP_018471943.1	jg2662, jg30910
OG0002505	XP_018434382.1, XP_018490406.1	jg30927
OG0002505	XP_018452901.1	jg2652
OG0002506	XP_018452313.1, XP_018452303.1	jg2624
OG0002506	XP_018435644.1	jg30990
OG0002507	XP_018441845.1, XP_018458084.1	jg768
OG0002508	XP_018450556.1	jg16509, jg8336
OG0002509	XP_018481955.1	jg16651
OG0002509	XP_018469865.1, XP_018450432.1, XP_018482686.1, XP_018482701.1	jg8477
OG0002510	XP_018484297.1, XP_018485272.1	jg8571
OG0002510	XP_018439367.1	jg16736
OG0002511	XP_018451081.1	jg8597, jg1112
OG0002512	XP_018480385.1, XP_018457134.1	jg8614
OG0002512	XP_018461524.1, XP_018480993.1	jg16792
OG0002513	XP_018447996.1	jg8837
OG0002513	XP_018449918.1, XP_018449261.1	jg8838
OG0002514	XP_018471477.1, XP_018484417.1, XP_018450718.1, XP_018451262.1	jg27561
OG0002515	XP_018447808.1	jg9106
OG0002516	XP_018436674.1	jg17090
OG0002516	XP_018451271.1	jg9187
OG0002517	XP_018467815.1, XP_018444162.1, XP_018461108.1, XP_018482102.1, XP_018467816.1	jg9232
OG0002518	XP_018467856.1, XP_018468763.1	jg2634
OG0002518	XP_018465627.1	jg30970
OG0002519	XP_018470918.1, XP_018462031.1	jg1014
OG0002519	XP_018470676.1, XP_018450997.1, XP_018451020.1	jg9687
OG0002520	XP_018474885.1, XP_018445030.1	jg2160, jg2136
OG0002521	XP_018455845.1	jg17091
OG0002521	XP_018475581.1	jg22211
OG0002522	XP_018438220.1	jg14068, jg14041
OG0002523	XP_018472732.1, XP_018462306.1	jg7229, jg7230, jg7227, jg7228, jg7231
OG0002524	XP_018465076.1	jg11901
OG0002525	XP_018455891.1	jg20576
OG0002530	XP_018462811.1, XP_018449390.1	jg9348
OG0002530	XP_018440598.1	jg16864
OG0002531	XP_018450931.1	jg8344
OG0002532	XP_018433032.1	jg14446, jg16552
OG0002533	XP_018439033.1	jg14677
OG0002533	XP_018462985.1, XP_018485631.1	jg23318
OG0002534	XP_018488794.1	jg14593, jg14594
OG0002535	XP_018485121.1, XP_018484611.1, XP_018440822.1	jg13008
OG0002536	XP_018449485.1, XP_018442415.1, XP_018459142.1	jg5577
OG0002537	XP_018484006.1, XP_018484007.1	jg3330, jg3331, jg3332
OG0002538	XP_018470036.1	jg3252
OG0002538	XP_018475802.1	jg5462
OG0002539	XP_018446740.1	jg5417
OG0002539	XP_018446997.1	jg5416
OG0002540	XP_018485790.1, XP_018486416.1	jg24025
OG0002541	XP_018470823.1, XP_018443030.1	jg5310
OG0002541	XP_018439121.1	jg23955
OG0002542	XP_018473514.1	jg5272
OG0002542	XP_018490994.1	jg23936
OG0002543	XP_018466014.1, XP_018446630.1	jg15280
OG0002543	XP_018439466.1	jg18877
OG0002544	XP_018470810.1, XP_018443835.1	jg5035
OG0002544	XP_018454472.1	jg6513
OG0002545	XP_018453041.1	jg23441
OG0002545	XP_018446454.1	jg4773
OG0002546	XP_018493307.1	jg23373
OG0002546	XP_018443889.1	jg4741
OG0002547	XP_018452792.1, XP_018456567.1, XP_018472517.1	jg7879
OG0002548	XP_018490539.1	jg28666
OG0002548	XP_018474733.1, XP_018472996.1	jg7929
OG0002549	XP_018441699.1	jg29115, jg21101
OG0002549	XP_018436849.1	jg17867
OG0002550	XP_018433009.1	jg17989
OG0002550	XP_018492590.1, XP_018492580.1	jg29080
OG0002551	XP_018483286.1	jg18130
OG0002551	XP_018472496.1, XP_018440150.1	jg29015
OG0002552	XP_018434193.1	jg18314
OG0002552	XP_018479055.1	jg28851
OG0002553	XP_018476900.1, XP_018436338.1	jg18417
OG0002553	XP_018449190.1	jg28780
OG0002554	XP_018450697.1, XP_018450694.1, XP_018492501.1	jg28732
OG0002555	XP_018488560.1, XP_018486704.1	jg28712
OG0002556	XP_018434731.1	jg18450
OG0002556	XP_018466168.1, XP_018463589.1, XP_018447462.1	jg31330
OG0002557	XP_018485457.1, XP_018438777.1	jg31351
OG0002558	XP_018479974.1, XP_018459299.1, XP_018447908.1, XP_018466405.1	jg18677, jg31862
OG0002559	XP_018477145.1	jg14918
OG0002559	XP_018439147.1, XP_018439146.1	jg23700
OG0002560	XP_018485884.1	jg23549
OG0002561	XP_018455364.1	jg23471
OG0002561	XP_018476332.1, XP_018444277.1	jg4796
OG0002563	XP_018492378.1, XP_018492379.1	jg23194
OG0002563	XP_018440052.1	jg14534
OG0002564	XP_018437754.1	jg23160
OG0002564	XP_018442100.1	jg4552
OG0002565	XP_018446820.1	jg4589
OG0002566	XP_018478382.1	jg6284
OG0002566	XP_018434927.1	jg14768
OG0002567	XP_018449164.1, XP_018446831.1	jg22979
OG0002568	XP_018472500.1	jg22967
OG0002568	XP_018472167.1	jg14333
OG0002569	XP_018469925.1	jg22940
OG0002569	XP_018436512.1	jg14362
OG0002570	XP_018440498.1	jg14504
OG0002570	XP_018456362.1	jg22804
OG0002571	XP_018457066.1	jg22739
OG0002572	XP_018483018.1, XP_018470064.1	jg3763
OG0002573	XP_018480887.1, XP_018489170.1, XP_018489279.1	jg11343, jg26585
OG0002574	XP_018456232.1	jg22645
OG0002574	XP_018477949.1	jg9877
OG0002575	XP_018457773.1	jg22593, jg19764
OG0002577	XP_018454883.1	jg22377
OG0002578	XP_018450165.1, XP_018450270.1	jg11858
OG0002579	XP_018456028.1	jg7987
OG0002579	XP_018456027.1, XP_018453883.1	jg7986
OG0002580	XP_018440817.1, XP_018488649.1	jg25176
OG0002581	XP_018491743.1, XP_018488021.1	jg15746
OG0002582	XP_018473561.1	jg4225
OG0002583	XP_018442252.1	jg4163
OG0002584	XP_018432701.1, XP_018432779.1	jg24807
OG0002585	XP_018457055.1	jg13403
OG0002585	XP_018478364.1	jg12721
OG0002586	XP_018435402.1	jg30035
OG0002586	XP_018446300.1	jg3744
OG0002587	XP_018443355.1, XP_018443808.1	jg3564
OG0002588	XP_018446996.1	jg3316
OG0002588	XP_018434415.1	jg30639
OG0002589	XP_018444004.1	jg3302
OG0002590	XP_018445885.1	jg3286
OG0002590	XP_018440424.1	jg30594
OG0002591	XP_018450730.1	jg30559
OG0002591	XP_018443051.1	jg3265
OG0002592	XP_018448064.1	jg30548
OG0002592	XP_018446571.1	jg3254
OG0002593	XP_018438840.1	jg6607
OG0002594	XP_018480194.1	jg16977, jg16976, jg16293
OG0002596	XP_018492289.1	jg33645
OG0002596	XP_018492971.1	jg25410
OG0002597	XP_018451018.1	jg33643
OG0002597	XP_018491672.1	jg25414
OG0002598	XP_018447326.1, XP_018489859.1	jg33628
OG0002599	XP_018492417.1, XP_018468939.1	jg25441, jg33613
OG0002600	XP_018433576.1	jg18762
OG0002601	XP_018486738.1	jg26636
OG0002601	XP_018447939.1	jg11378
OG0002602	XP_018471931.1, XP_018447447.1	jg11281
OG0002604	XP_018445176.1, XP_018445129.1	jg3088
OG0002605	XP_018486969.1	jg31168
OG0002605	XP_018442539.1, XP_018470336.1	jg2419
OG0002606	XP_018443801.1, XP_018457610.1	jg31157
OG0002607	XP_018475897.1	jg18522
OG0002607	XP_018476242.1	jg7065
OG0002608	XP_018477598.1	jg20646
OG0002608	XP_018469251.1, XP_018469252.1	jg10576
OG0002609	XP_018465606.1	jg26053
OG0002609	XP_018442013.1	jg33084
OG0002610	XP_018449843.1	jg33144
OG0002611	XP_018492812.1	jg33220
OG0002612	XP_018486218.1	jg25593
OG0002612	XP_018441456.1	jg33486
OG0002613	XP_018490715.1, XP_018459450.1, XP_018491125.1	jg25589, jg17500
OG0002614	XP_018439252.1, XP_018491127.1	jg25587
OG0002615	XP_018442053.1, XP_018441832.1, XP_018487058.1	jg13593, jg13592
OG0002616	XP_018467653.1	jg14975
OG0002616	XP_018433280.1	jg14973, jg14972
OG0002617	XP_018453931.1	jg27504
OG0002618	XP_018441222.1	jg27671
OG0002618	XP_018449580.1	jg8902
OG0002619	XP_018491614.1, XP_018492098.1	jg25731
OG0002620	XP_018457430.1, XP_018435916.1	jg27774
OG0002621	XP_018477062.1	jg27780
OG0002621	XP_018451358.1, XP_018450928.1, XP_018471973.1	jg8846
OG0002623	XP_018459577.1	jg7498, jg7499
OG0002624	XP_018445414.1, XP_018478724.1	jg16379
OG0002624	XP_018437999.1	jg20229
OG0002625	XP_018486388.1	jg16197
OG0002625	XP_018473336.1	jg19994
OG0002626	XP_018491572.1, XP_018443172.1	jg16031
OG0002626	XP_018483232.1, XP_018464759.1	jg19732
OG0002627	XP_018438305.1	jg19518
OG0002629	XP_018491742.1	jg15747
OG0002629	XP_018484864.1, XP_018484865.1, XP_018464985.1	jg19446
OG0002630	XP_018477290.1	jg19299
OG0002631	XP_018487996.1, XP_018489890.1	jg15456
OG0002631	XP_018484319.1	jg19113, jg19155
OG0002632	XP_018441234.1, XP_018441231.1, XP_018441429.1, XP_018441428.1	jg26603, jg26604
OG0002633	XP_018476704.1	jg18949
OG0002633	XP_018484632.1	jg15327
OG0002634	XP_018470365.1	jg9670
OG0002634	XP_018475152.1, XP_018455163.1	jg22073
OG0002635	XP_018458118.1	jg11969
OG0002636	XP_018445580.1, XP_018444069.1, XP_018443186.1	jg2246
OG0002637	XP_018470109.1	jg9492
OG0002637	XP_018440415.1	jg28167
OG0002638	XP_018478985.1	jg19176
OG0002638	XP_018438035.1, XP_018465427.1, XP_018481478.1	jg19175
OG0002640	XP_018486865.1	jg28510
OG0002641	XP_018436218.1, XP_018447696.1, XP_018447697.1	jg1110, jg8358
OG0002642	XP_018451517.1	jg8388
OG0002642	XP_018477867.1	jg16572
OG0002643	XP_018473259.1, XP_018452540.1	jg7395
OG0002644	XP_018439193.1, XP_018452571.1	jg28324
OG0002644	XP_018481227.1	jg9623
OG0002645	XP_018484140.1	jg16092
OG0002645	XP_018480323.1	jg19853
OG0002646	XP_018467169.1	jg19693
OG0002646	XP_018472899.1	jg19697
OG0002647	XP_018473484.1, XP_018471677.1, XP_018463098.1	jg5659
OG0002647	XP_018435070.1	jg24249
OG0002648	XP_018490281.1, XP_018490272.1	jg24633
OG0002648	XP_018440330.1	jg21539
OG0002649	XP_018491674.1, XP_018493019.1, XP_018433015.1	jg24853
OG0002649	XP_018445238.1, XP_018442970.1	jg3940
OG0002650	XP_018437149.1, XP_018486834.1, XP_018490602.1	jg24869
OG0002651	XP_018493110.1, XP_018493095.1	jg25114
OG0002651	XP_018442620.1	jg4397
OG0002652	XP_018439514.1, XP_018439515.1	jg25279
OG0002652	XP_018491424.1	jg25280
OG0002653	XP_018449857.1	jg32939
OG0002653	XP_018485446.1	jg25917
OG0002654	XP_018485249.1	jg16716
OG0002654	XP_018446368.1, XP_018446301.1	jg8558
OG0002655	XP_018480828.1, XP_018458368.1	jg12519
OG0002656	XP_018433670.1	jg26547
OG0002657	XP_018492917.1	jg26535
OG0002657	XP_018450371.1	jg11300
OG0002658	XP_018441313.1	jg26460
OG0002658	XP_018491744.1	jg26457
OG0002660	XP_018483676.1	jg12238
OG0002660	XP_018446048.1	jg2070
OG0002661	XP_018452648.1	jg6869, jg6868
OG0002662	XP_018460598.1, XP_018473237.1, XP_018474967.1	jg8074
OG0002663	XP_018486498.1	jg13727, jg28639
OG0002664	XP_018463263.1	jg27466, jg27463, jg27470, jg27453, jg27459
OG0002664	XP_018471601.1	jg29110
OG0002665	XP_018483280.1, XP_018460005.1, XP_018493381.1, XP_018450855.1	jg29334
OG0002666	XP_018440312.1	jg29386
OG0002668	XP_018487988.1, XP_018465559.1, XP_018432586.1, XP_018486186.1, XP_018436046.1, XP_018433713.1, XP_018432587.1, XP_018433732.1	jg29557
OG0002669	XP_018444412.1, XP_018444155.1	jg28425
OG0002669	XP_018458302.1, XP_018458305.1, XP_018486358.1, XP_018472118.1	jg29618
OG0002670	XP_018433945.1, XP_018461843.1	jg29855
OG0002670	XP_018457636.1, XP_018463438.1	jg13149
OG0002671	XP_018485374.1	jg29882
OG0002672	XP_018456905.1, XP_018483997.1	jg12956, jg29978
OG0002673	XP_018433423.1, XP_018469810.1	jg30001
OG0002674	XP_018453956.1	jg30226
OG0002674	XP_018457870.1	jg3530
OG0002675	XP_018453017.1, XP_018453485.1	jg2876
OG0002675	XP_018489817.1, XP_018480219.1	jg30260
OG0002677	XP_018474917.1, XP_018465211.1	jg18666
OG0002677	XP_018471335.1, XP_018483963.1	jg8282
OG0002678	XP_018450932.1, XP_018464325.1	jg26367
OG0002678	XP_018480225.1	jg8342
OG0002679	XP_018447130.1, XP_018451154.1, XP_018450497.1	jg8493
OG0002679	XP_018433211.1	jg16660
OG0002680	XP_018485260.1, XP_018454867.1	jg8568
OG0002681	XP_018471037.1	jg8895
OG0002681	XP_018491461.1	jg27693
OG0002682	XP_018450580.1, XP_018468008.1	jg8908
OG0002682	XP_018440666.1	jg27659
OG0002683	XP_018470647.1	jg8939
OG0002683	XP_018457092.1	jg27560
OG0002684	XP_018480664.1, XP_018480665.1	jg9140, jg17144
OG0002685	XP_018437085.1	jg17229
OG0002685	XP_018471356.1	jg9093
OG0002686	XP_018459416.1, XP_018459415.1, XP_018481756.1, XP_018459411.1, XP_018459409.1, XP_018481351.1	jg8997
OG0002688	XP_018434710.1	jg17046
OG0002688	XP_018477333.1	jg9213
OG0002690	XP_018450268.1, XP_018450267.1	jg31270, jg31247
OG0002691	XP_018466840.1, XP_018466927.1	jg28353, jg17649, jg11457, jg6845, jg32231, jg32316, jg27078, jg6811, jg27400, jg17193, jg14158, jg1234, jg966, jg6812, jg17255, jg41, jg17747
OG0002693	XP_018448564.1, XP_018469390.1	jg33739, jg33731, jg11227, jg11228, jg11226
OG0002695	XP_018486749.1, XP_018489853.1	jg25409, jg24742
OG0002697	XP_018488198.1	jg14770
OG0002697	XP_018464540.1	jg14763, jg14769
OG0002699	XP_018454348.1	jg21867
OG0002699	XP_018475523.1, XP_018454345.1	jg20681, jg21868
OG0002700	XP_018469592.1	jg21904, jg21907
OG0002705	XP_018448645.1	jg9726
OG0002705	XP_018468047.1, XP_018452273.1, XP_018452272.1	jg22253
OG0002707	XP_018491690.1, XP_018488981.1, XP_018453944.1, XP_018491689.1, XP_018486169.1	jg27699
OG0002708	XP_018468078.1	jg5318
OG0002708	XP_018488873.1	jg23964
OG0002710	XP_018475880.1, XP_018475879.1, XP_018475081.1, XP_018468333.1	jg5042
OG0002710	XP_018444163.1	jg5043
OG0002711	XP_018442985.1	jg4786
OG0002711	XP_018452775.1	jg23465
OG0002712	XP_018481352.1	jg12313
OG0002712	XP_018480312.1, XP_018480319.1	jg12312
OG0002713	XP_018439693.1	jg18872
OG0002713	XP_018442327.1	jg4721
OG0002714	XP_018485062.1	jg23091
OG0002714	XP_018472208.1	jg4609
OG0002715	XP_018473418.1, XP_018436562.1, XP_018463833.1	jg17680
OG0002715	XP_018492497.1	jg29189
OG0002716	XP_018488895.1, XP_018464634.1	jg17701
OG0002717	XP_018474669.1	jg18229
OG0002717	XP_018489547.1	jg28929
OG0002718	XP_018479838.1	jg28770
OG0002718	XP_018442041.1	jg18431
OG0002719	XP_018433403.1, XP_018434234.1	jg4027, jg20838
OG0002720	XP_018451403.1	jg9914, jg9915
OG0002721	XP_018457663.1	jg32781, jg2026, jg32780
OG0002722	XP_018462243.1	jg32737, jg32736
OG0002722	XP_018475021.1	jg32735
OG0002723	XP_018458088.1, XP_018447050.1, XP_018442388.1, XP_018474560.1	jg31554
OG0002724	XP_018451800.1	jg31718
OG0002724	XP_018440013.1	jg18624
OG0002725	XP_018445441.1, XP_018432530.1	jg16282
OG0002726	XP_018451196.1	jg9159
OG0002726	XP_018434670.1, XP_018477932.1	jg6413
OG0002728	XP_018442939.1	jg23008
OG0002729	XP_018472501.1, XP_018456136.1, XP_018456130.1	jg22968
OG0002730	XP_018471260.1	jg11291
OG0002731	XP_018466069.1, XP_018465139.1, XP_018467762.1	jg9798
OG0002732	XP_018453868.1, XP_018437449.1	jg14760
OG0002733	XP_018442805.1	jg4548
OG0002733	XP_018486862.1	jg23175
OG0002734	XP_018434069.1, XP_018467570.1	jg25117
OG0002735	XP_018477281.1, XP_018472917.1, XP_018458712.1	jg19281
OG0002736	XP_018475556.1	jg4246
OG0002736	XP_018438665.1, XP_018490341.1	jg25011
OG0002737	XP_018466960.1, XP_018476381.1, XP_018476541.1	jg4105
OG0002738	XP_018455140.1, XP_018482209.1	jg9608
OG0002739	XP_018474356.1, XP_018474357.1, XP_018467075.1	jg3928, jg3929, jg30578
OG0002740	XP_018485780.1, XP_018485731.1	jg24808
OG0002740	XP_018470023.1, XP_018470022.1	jg3862
OG0002741	XP_018459777.1, XP_018459791.1	jg30201, jg30188
OG0002742	XP_018467384.1, XP_018465925.1	jg8805
OG0002743	XP_018478761.1, XP_018456182.1	jg9728
OG0002743	XP_018447556.1, XP_018475996.1, XP_018475997.1	jg22255
OG0002744	XP_018492902.1	jg25394
OG0002744	XP_018486730.1	jg33660
OG0002745	XP_018457230.1	jg33553
OG0002745	XP_018466516.1, XP_018486541.1	jg25499
OG0002746	XP_018485872.1	jg25546
OG0002746	XP_018432830.1	jg33520
OG0002747	XP_018440319.1	jg14149
OG0002747	XP_018471095.1	jg9126
OG0002748	XP_018462498.1, XP_018468072.1, XP_018449851.1, XP_018477904.1	jg10018
OG0002749	XP_018463542.1, XP_018448578.1, XP_018484569.1	jg11435
OG0002750	XP_018450829.1, XP_018444596.1	jg2035
OG0002751	XP_018481590.1, XP_018477068.1, XP_018472396.1	jg11600, jg11195, jg11196, jg11193
OG0002752	XP_018493316.1, XP_018432878.1	jg26362
OG0002754	XP_018477625.1, XP_018477365.1	jg11098
OG0002754	XP_018440905.1, XP_018493533.1	jg25732
OG0002755	XP_018448152.1	jg30342
OG0002755	XP_018456036.1, XP_018453493.1	jg3005
OG0002756	XP_018460874.1	jg29771
OG0002757	XP_018455758.1	jg9554
OG0002757	XP_018440369.1	jg28234
OG0002759	XP_018454279.1	jg473
OG0002760	XP_018479748.1, XP_018448936.1, XP_018461136.1, XP_018485361.1	jg12708
OG0002761	XP_018457099.1	jg2583
OG0002761	XP_018434113.1, XP_018437864.1	jg31032
OG0002762	XP_018484210.1	jg8618
OG0002762	XP_018433494.1	jg16802
OG0002763	XP_018493028.1, XP_018490550.1	jg26286
OG0002764	XP_018491989.1	jg33327
OG0002765	XP_018436291.1	jg29433, jg33377, jg33375, jg33376
OG0002766	XP_018485971.1	jg11598
OG0002767	XP_018464746.1, XP_018476796.1	jg18699
OG0002768	XP_018454146.1, XP_018444707.1, XP_018451565.1	jg10784, jg10783, jg10785
OG0002769	XP_018470588.1, XP_018470587.1	jg10879
OG0002770	XP_018485074.1	jg20298
OG0002770	XP_018469905.1	jg10886
OG0002771	XP_018437791.1	jg23684
OG0002772	XP_018479928.1, XP_018481199.1, XP_018437769.1, XP_018465552.1	jg18962
OG0002773	XP_018468672.1	jg10268
OG0002773	XP_018466365.1, XP_018479171.1	jg10267
OG0002774	XP_018470050.1	jg10573
OG0002775	XP_018446340.1	jg5292
OG0002775	XP_018486919.1	jg23943
OG0002776	XP_018462814.1, XP_018478333.1, XP_018435154.1	jg20156
OG0002776	XP_018485984.1	jg16323
OG0002777	XP_018476152.1	jg19845
OG0002777	XP_018488067.1, XP_018483888.1	jg16089
OG0002778	XP_018488037.1	jg16001
OG0002778	XP_018439437.1	jg19675
OG0002779	XP_018474695.1	jg19333
OG0002779	XP_018459230.1, XP_018489959.1	jg15609
OG0002780	XP_018443919.1	jg15437
OG0002780	XP_018491038.1	jg15438
OG0002781	XP_018490464.1	jg25437
OG0002782	XP_018485608.1, XP_018477376.1	jg15270
OG0002783	XP_018460291.1, XP_018460437.1, XP_018460438.1, XP_018480091.1, XP_018481760.1, XP_018482170.1	jg15238
OG0002784	XP_018492685.1	jg27038
OG0002784	XP_018464169.1	jg11975
OG0002785	XP_018489182.1	jg26732
OG0002786	XP_018438254.1, XP_018467539.1, XP_018491780.1	jg28044, jg28046
OG0002787	XP_018464172.1	jg28709
OG0002788	XP_018460334.1, XP_018459531.1	jg12992
OG0002789	XP_018460543.1, XP_018433799.1	jg28146
OG0002790	XP_018484316.1, XP_018474537.1	jg19159
OG0002791	XP_018472249.1, XP_018451579.1	jg8378
OG0002791	XP_018481304.1	jg16560
OG0002793	XP_018453092.1, XP_018455471.1, XP_018446947.1	jg2806
OG0002795	XP_018456686.1, XP_018465783.1, XP_018478127.1	jg6578
OG0002797	XP_018476497.1, XP_018440607.1, XP_018443611.1	jg16025
OG0002798	XP_018439911.1, XP_018465709.1	jg32784
OG0002798	XP_018475277.1, XP_018475476.1	jg19688
OG0002799	XP_018457558.1, XP_018433998.1	jg20338
OG0002801	XP_018478377.1	jg20567
OG0002802	XP_018457188.1	jg6697
OG0002802	XP_018486518.1, XP_018463430.1	jg24394
OG0002803	XP_018442801.1	jg5757
OG0002804	XP_018440345.1, XP_018466489.1	jg24550
OG0002804	XP_018443282.1	jg5754
OG0002805	XP_018475954.1, XP_018454516.1, XP_018454501.1	jg8029
OG0002806	XP_018439754.1, XP_018478016.1	jg25567, jg12629, jg7767
OG0002807	XP_018432743.1	jg25774
OG0002807	XP_018444380.1	jg11046
OG0002808	XP_018438347.1, XP_018489998.1	jg25990
OG0002809	XP_018436352.1	jg33226
OG0002810	XP_018484174.1, XP_018481649.1	jg11323
