Orthogroup	Raphanus_sativus	Cochlearia_excelsa
OG0001046	XP_018449574.1	g50165, g31961
OG0001046	XP_018444011.1, XP_018480528.1	g46291
OG0001047	XP_018438227.1, XP_018449747.1	g50115
OG0001047	XP_018463602.1, XP_018463480.1, XP_018443036.1, XP_018461233.1	g46230
OG0001048	XP_018444901.1, XP_018444903.1, XP_018444896.1, XP_018443459.1, XP_018443215.1, XP_018443451.1, XP_018443453.1	g44964
OG0001049	XP_018492416.1, XP_018462131.1, XP_018487994.1	g36667, g11243
OG0001050	XP_018442823.1, XP_018445009.1	g24719, g25061, g25043, g25034, g25068, g25041, g25066
OG0001050	XP_018486701.1	g25048, g36889
OG0001051	XP_018464750.1	g26765, g26752, g26772, g26764
OG0001052	XP_018452690.1	g10964
OG0001052	XP_018437156.1	g40587
OG0001052	XP_018447398.1, XP_018470535.1	g24176, g17469
OG0001053	XP_018465264.1, XP_018490710.1, XP_018490727.1, XP_018492905.1, XP_018492908.1, XP_018440645.1	g12118
OG0001053	XP_018440649.1	g13240, g12117
OG0001054	XP_018485796.1	g6121
OG0001054	XP_018447407.1, XP_018459368.1	g23035
OG0001056	XP_018487080.1, XP_018480621.1	g2194
OG0001056	XP_018467520.1, XP_018477103.1, XP_018442069.1	g37327, g51789
OG0001057	XP_018466415.1, XP_018485528.1, XP_018457453.1	g11661, g6390
OG0001058	XP_018450913.1, XP_018484613.1, XP_018457205.1, XP_018450914.1	g17104, g23657
OG0001059	XP_018434853.1, XP_018460949.1, XP_018491054.1, XP_018464817.1	g13128, g12299
OG0001060	XP_018457835.1, XP_018457824.1, XP_018445527.1, XP_018445531.1, XP_018465795.1, XP_018444746.1	g44609, g45995
OG0001061	XP_018437602.1	g44040
OG0001061	XP_018490299.1	g7688
OG0001062	XP_018486129.1, XP_018490063.1, XP_018488265.1, XP_018487260.1	g6955
OG0001063	XP_018491870.1, XP_018489475.1	g11856
OG0001063	XP_018438672.1	g11857
OG0001064	XP_018491141.1, XP_018444375.1, XP_018442946.1, XP_018468743.1	g44988
OG0001065	XP_018456819.1	g25341
OG0001065	XP_018476578.1	g37594
OG0001066	XP_018486493.1, XP_018465711.1, XP_018451401.1	g25931, g31501
OG0001066	XP_018485503.1, XP_018451808.1	g31500
OG0001067	XP_018468128.1, XP_018459399.1, XP_018470888.1	g50285, g44694
OG0001068	XP_018462838.1	g30656
OG0001069	XP_018434548.1	g38261
OG0001071	XP_018459858.1, XP_018459859.1, XP_018449864.1, XP_018486921.1	g54120, g54121
OG0001073	XP_018476293.1	g51081
OG0001076	XP_018475273.1, XP_018475265.1	g13268
OG0001077	XP_018435768.1	g18113
OG0001078	XP_018474566.1, XP_018475111.1, XP_018453273.1	g25495
OG0001079	XP_018489705.1, XP_018491682.1, XP_018451030.1	g19149
OG0001081	XP_018468161.1, XP_018444092.1	g46220
OG0001081	XP_018438401.1	g31883
OG0001081	XP_018480382.1	g50100
OG0001082	XP_018440119.1, XP_018434209.1	g19511, g19512, g49717
OG0001083	XP_018478881.1	g51302
OG0001085	XP_018470886.1	g24168
OG0001085	XP_018493492.1	g11721
OG0001086	XP_018450869.1	g24580, g17809
OG0001086	XP_018461835.1, XP_018432620.1, XP_018485458.1, XP_018439510.1, XP_018440611.1	g6503
OG0001087	XP_018485683.1	g6997
OG0001088	XP_018462625.1, XP_018438407.1	g50944
OG0001089	XP_018454110.1, XP_018454112.1, XP_018471069.1, XP_018453513.1, XP_018444516.1	g45549
OG0001090	XP_018484847.1, XP_018435182.1, XP_018434309.1, XP_018437148.1, XP_018434984.1	g10542, g16608
OG0001091	XP_018460979.1	g32116
OG0001091	XP_018453257.1	g45825
OG0001091	XP_018468924.1, XP_018443112.1, XP_018443115.1, XP_018453240.1	g27567
OG0001092	XP_018479480.1	g11001
OG0001094	XP_018433773.1	g12110, g7061, g13245
OG0001094	XP_018479839.1, XP_018488511.1	g36579
OG0001095	XP_018451567.1	g47259
OG0001095	XP_018451568.1, XP_018477458.1	g17489, g17488
OG0001096	XP_018483267.1	g49695
OG0001096	XP_018460016.1, XP_018447700.1, XP_018493380.1	g27093
OG0001096	XP_018439413.1	g41079
OG0001097	XP_018461491.1, XP_018461203.1, XP_018461493.1	g18898
OG0001098	XP_018476986.1, XP_018435011.1, XP_018477761.1, XP_018477833.1	g38065, g51631
OG0001098	XP_018485991.1, XP_018446474.1	g2349, g19195
OG0001099	XP_018435511.1	g13512
OG0001099	XP_018492495.1	g11711
OG0001101	XP_018467092.1, XP_018467143.1, XP_018458495.1, XP_018436997.1	g51963
OG0001102	XP_018466534.1	g40451
OG0001103	XP_018483633.1, XP_018471045.1, XP_018456687.1	g4833
OG0001103	XP_018441736.1, XP_018491755.1, XP_018432918.1, XP_018487109.1	g12903, g12524
OG0001104	XP_018486113.1	g7717
OG0001104	XP_018487417.1	g7727
OG0001105	XP_018440174.1, XP_018440198.1	g7634
OG0001106	XP_018492857.1	g12371, g12372, g7430
OG0001106	XP_018439555.1, XP_018439554.1, XP_018439553.1, XP_018492855.1, XP_018432944.1, XP_018432962.1	g13099
OG0001107	XP_018466256.1, XP_018485852.1	g54107
OG0001107	XP_018451606.1	g36368
OG0001107	XP_018487035.1, XP_018488668.1	g6862
OG0001108	XP_018467736.1, XP_018438594.1, XP_018448770.1	g43687, g43860
OG0001109	XP_018437419.1	g31560
OG0001109	XP_018491044.1	g49925, g49923, g49924
OG0001111	XP_018449682.1	g36304
OG0001111	XP_018489783.1, XP_018441422.1, XP_018490006.1, XP_018462281.1	g6935
OG0001112	XP_018461576.1, XP_018483001.1, XP_018458064.1, XP_018463900.1, XP_018449812.1	g24289, g17556
OG0001112	XP_018471730.1	g22966
OG0001113	XP_018435271.1, XP_018435272.1	g49712
OG0001115	XP_018466793.1, XP_018438791.1, XP_018482525.1	g24581, g35924, g40550, g45129, g2969, g46849
OG0001116	XP_018450143.1, XP_018474184.1	g39443, g41757, g39431, g41755
OG0001120	XP_018438982.1	g51295
OG0001120	XP_018475050.1, XP_018474136.1, XP_018438984.1	g39786
OG0001121	XP_018470782.1, XP_018445464.1, XP_018445550.1, XP_018470784.1, XP_018445463.1, XP_018445548.1, XP_018473369.1	g5271, g29355, g45622, g5272
OG0001122	XP_018486819.1	g144
OG0001123	XP_018446600.1, XP_018472105.1	g45539, g29498
OG0001123	XP_018492299.1, XP_018492155.1, XP_018457790.1	g9715
OG0001124	XP_018483598.1	g51124, g51128, g37871
OG0001125	XP_018436331.1, XP_018481610.1, XP_018440853.1, XP_018440856.1, XP_018440854.1	g37952
OG0001127	XP_018489459.1, XP_018449551.1	g27668, g27669
OG0001128	XP_018457592.1	g44848
OG0001129	XP_018459283.1	g45025, g32527
OG0001129	XP_018482491.1, XP_018475583.1, XP_018436363.1	g51533
OG0001131	XP_018470805.1, XP_018447944.1	g17111
OG0001131	XP_018470574.1, XP_018452071.1	g1001
OG0001132	XP_018435238.1, XP_018440376.1	g12368
OG0001132	XP_018471458.1, XP_018471457.1, XP_018446727.1, XP_018446697.1	g5680
OG0001133	XP_018458412.1, XP_018458414.1, XP_018444845.1	g29819
OG0001133	XP_018475508.1, XP_018458411.1, XP_018443240.1	g45372
OG0001134	XP_018476601.1, XP_018471714.1, XP_018445240.1	g5744, g45348
OG0001135	XP_018482062.1, XP_018479651.1	g2965
OG0001136	XP_018460782.1, XP_018446319.1	g16772
OG0001137	XP_018446310.1, XP_018440678.1, XP_018470350.1	g44303
OG0001138	XP_018456700.1	g44329
OG0001139	XP_018462969.1, XP_018448592.1, XP_018443076.1, XP_018443074.1, XP_018456185.1	g46483
OG0001139	XP_018438703.1, XP_018464071.1, XP_018467058.1	g49982
OG0001140	XP_018443201.1, XP_018445856.1	g44389
OG0001140	XP_018477760.1, XP_018480129.1, XP_018477759.1, XP_018445857.1	g44390
OG0001141	XP_018462817.1	g10732
OG0001141	XP_018462460.1, XP_018488197.1	g31536
OG0001142	XP_018490576.1	g27544
OG0001142	XP_018452966.1	g45881
OG0001143	XP_018444068.1, XP_018443784.1	g50091
OG0001143	XP_018472303.1	g46192
OG0001144	XP_018451523.1, XP_018439320.1	g36717
OG0001145	XP_018447351.1, XP_018447350.1, XP_018488466.1, XP_018432733.1	g50019, g31737
OG0001146	XP_018440483.1	g13849, g51025
OG0001146	XP_018444977.1, XP_018447047.1, XP_018477448.1	g47674
OG0001148	XP_018483668.1	g10319
OG0001148	XP_018484726.1	g46920
OG0001149	XP_018478159.1, XP_018455442.1, XP_018447749.1, XP_018457483.1, XP_018478359.1	g24213, g17494
OG0001150	XP_018446193.1, XP_018490477.1, XP_018491007.1	g1835
OG0001150	XP_018438034.1, XP_018438223.1, XP_018475250.1, XP_018475258.1, XP_018465208.1	g37654
OG0001151	XP_018482059.1, XP_018465594.1, XP_018467285.1, XP_018474803.1	g52233, g37585
OG0001151	XP_018485142.1, XP_018443593.1, XP_018489522.1	g1906
OG0001153	XP_018459226.1, XP_018462535.1, XP_018432719.1	g19032
OG0001153	XP_018433749.1, XP_018463991.1	g51912
OG0001154	XP_018438973.1	g50876
OG0001156	XP_018492075.1, XP_018456643.1, XP_018434436.1, XP_018483401.1, XP_018437455.1, XP_018438913.1	g7735, g12579, g12582
OG0001157	XP_018435060.1	g37691
OG0001157	XP_018434439.1	g37690
OG0001157	XP_018438022.1	g37689
OG0001158	XP_018456356.1	g19517
OG0001158	XP_018436149.1	g2829, g2861, g2846, g2842, g53545, g2828, g2860, g2824
OG0001159	XP_018438388.1	g17361, g17362
OG0001160	XP_018444469.1, XP_018476775.1, XP_018461628.1, XP_018471678.1	g29034, g4934, g41480
OG0001161	XP_018439265.1, XP_018464558.1, XP_018451763.1, XP_018441244.1, XP_018432846.1	g12610
OG0001162	XP_018486357.1, XP_018438328.1	g31371, g49813
OG0001162	XP_018454447.1, XP_018461976.1	g44235
OG0001162	XP_018463086.1, XP_018454616.1	g18075
OG0001163	XP_018471622.1	g27261
OG0001163	XP_018471892.1	g31511
OG0001163	XP_018437618.1, XP_018437616.1	g2886
OG0001164	XP_018456104.1	g46377
OG0001164	XP_018447984.1, XP_018447904.1, XP_018447946.1, XP_018434826.1, XP_018449083.1	g27506, g32015
OG0001166	XP_018490929.1	g28097, g36357
OG0001167	XP_018454587.1, XP_018449401.1	g24918
OG0001168	XP_018478270.1	g23067
OG0001168	XP_018471127.1	g18215
OG0001169	XP_018470811.1, XP_018483752.1, XP_018459256.1	g18153
OG0001169	XP_018490588.1, XP_018464566.1	g6220
OG0001170	XP_018442479.1, XP_018444333.1	g5760
OG0001170	XP_018458956.1, XP_018464695.1	g36049, g3813, g25749
OG0001171	XP_018479065.1	g50765, g3256
OG0001171	XP_018463694.1, XP_018482286.1, XP_018479064.1, XP_018469668.1	g47728
OG0001174	XP_018474794.1, XP_018452168.1	g40387, g25674
OG0001174	XP_018478670.1, XP_018478611.1, XP_018471581.1	g47447, g23931
OG0001175	XP_018474864.1, XP_018475126.1, XP_018442177.1	g29218
OG0001175	XP_018437242.1, XP_018460307.1, XP_018460304.1, XP_018490821.1	g12687
OG0001176	XP_018489743.1, XP_018441361.1, XP_018493378.1	g7885
OG0001176	XP_018446813.1, XP_018476865.1	g29235
OG0001177	XP_018470895.1, XP_018474742.1	g45586
OG0001177	XP_018442459.1, XP_018447814.1	g41427, g650
OG0001178	XP_018446855.1, XP_018468596.1, XP_018439358.1, XP_018458200.1, XP_018491643.1, XP_018491637.1	g29536
OG0001179	XP_018486330.1, XP_018486336.1, XP_018452445.1, XP_018437533.1	g9755
OG0001180	XP_018476738.1, XP_018483213.1	g39828
OG0001182	XP_018486206.1	g36180
OG0001183	XP_018474095.1, XP_018474094.1, XP_018483690.1, XP_018451330.1, XP_018451299.1, XP_018436174.1	g32401
OG0001184	XP_018482911.1, XP_018439777.1	g51531
OG0001184	XP_018479159.1	g50616
OG0001185	XP_018489764.1, XP_018491200.1, XP_018489766.1, XP_018437909.1, XP_018457011.1, XP_018455239.1	g123
OG0001186	XP_018482064.1, XP_018462961.1, XP_018478164.1, XP_018454761.1, XP_018454750.1	g499
OG0001186	XP_018434134.1, XP_018493448.1	g19430, g2696
OG0001189	XP_018461640.1, XP_018445339.1	g18038
OG0001189	XP_018455599.1	g29126
OG0001190	XP_018444052.1	g17081
OG0001190	XP_018468112.1, XP_018465018.1, XP_018448092.1, XP_018473294.1	g28452
OG0001191	XP_018470306.1	g17077
OG0001191	XP_018476575.1	g28457
OG0001192	XP_018470683.1, XP_018445322.1	g46253
OG0001192	XP_018463717.1	g50135
OG0001193	XP_018451855.1, XP_018440054.1	g27975, g54383
OG0001193	XP_018487273.1, XP_018486296.1, XP_018487338.1	g7278
OG0001194	XP_018458497.1, XP_018445814.1, XP_018443067.1	g44509
OG0001195	XP_018491374.1	g13569
OG0001197	XP_018438278.1, XP_018491542.1	g12253
OG0001198	XP_018454393.1, XP_018446248.1	g45965
OG0001199	XP_018447495.1, XP_018468897.1, XP_018483857.1	g47242
OG0001199	XP_018478656.1, XP_018452254.1	g40650
OG0001200	XP_018468370.1, XP_018459246.1, XP_018468291.1	g47209, g47208, g47207
OG0001201	XP_018450871.1, XP_018463146.1, XP_018450766.1	g23966
OG0001202	XP_018449094.1	g24309
OG0001202	XP_018470827.1, XP_018468403.1	g47180
OG0001203	XP_018450578.1, XP_018480373.1, XP_018440173.1, XP_018485038.1	g2491, g19321
OG0001203	XP_018441256.1, XP_018437504.1	g19632
OG0001204	XP_018491599.1, XP_018491670.1	g18690, g11168
OG0001204	XP_018439974.1, XP_018479156.1, XP_018479124.1	g52282
OG0001205	XP_018482865.1, XP_018461829.1, XP_018443610.1, XP_018491108.1, XP_018491107.1, XP_018445552.1	g18874
OG0001206	XP_018459989.1, XP_018442569.1, XP_018459988.1	g18904
OG0001207	XP_018485834.1, XP_018477358.1, XP_018445261.1, XP_018445167.1	g2037
OG0001207	XP_018474718.1, XP_018475040.1, XP_018435209.1	g38182
OG0001208	XP_018472926.1	g52024
OG0001208	XP_018443004.1, XP_018444960.1, XP_018477873.1, XP_018444961.1, XP_018486062.1	g2044
OG0001209	XP_018445717.1, XP_018491914.1, XP_018491911.1, XP_018477049.1	g2054
OG0001210	XP_018439646.1, XP_018437500.1, XP_018474976.1	g37200
OG0001210	XP_018486069.1, XP_018464954.1	g2350
OG0001211	XP_018433632.1, XP_018433617.1, XP_018466787.1, XP_018467197.1, XP_018434332.1	g13898
OG0001212	XP_018474017.1	g37353, g37347
OG0001212	XP_018464705.1, XP_018436401.1, XP_018436400.1, XP_018467210.1, XP_018464225.1	g51862
OG0001214	XP_018492484.1, XP_018493554.1	g12476
OG0001214	XP_018462135.1, XP_018434287.1, XP_018463316.1, XP_018478356.1, XP_018453171.1	g10202
OG0001215	XP_018493365.1, XP_018437201.1, XP_018437390.1, XP_018481231.1	g13040
OG0001216	XP_018434145.1, XP_018491136.1	g11987, g6854
OG0001216	XP_018447239.1, XP_018459861.1	g13325
OG0001217	XP_018481475.1, XP_018479090.1	g23722
OG0001218	XP_018489696.1, XP_018489618.1, XP_018464669.1	g50700, g50698
OG0001219	XP_018446276.1, XP_018468567.1, XP_018468581.1	g5476
OG0001220	XP_018492224.1	g47772
OG0001220	XP_018477486.1, XP_018470702.1	g23347
OG0001221	XP_018483546.1	g40707
OG0001221	XP_018457008.1, XP_018455946.1	g10864
OG0001222	XP_018490047.1, XP_018453378.1	g13993
OG0001222	XP_018448120.1, XP_018459445.1, XP_018454959.1, XP_018480787.1	g22956
OG0001223	XP_018442036.1	g27586
OG0001223	XP_018473922.1, XP_018473945.1, XP_018493142.1, XP_018473959.1, XP_018473951.1, XP_018473930.1, XP_018462801.1	g50357, g26757
OG0001224	XP_018449922.1, XP_018455685.1, XP_018488606.1, XP_018455693.1, XP_018455916.1, XP_018454169.1	g44056, g41814, g44067, g27885
OG0001225	XP_018456316.1	g23953, g23954
OG0001226	XP_018460114.1, XP_018466239.1	g15119, g44911
OG0001231	XP_018441770.1	g12761
OG0001231	XP_018471108.1, XP_018471084.1, XP_018446328.1, XP_018458863.1	g5005, g29153, g45745
OG0001232	XP_018456849.1	g45674, g44435
OG0001232	XP_018463659.1, XP_018469596.1, XP_018469564.1, XP_018444378.1	g17976
OG0001233	XP_018449515.1, XP_018450911.1, XP_018455290.1	g23660
OG0001234	XP_018474464.1, XP_018474465.1, XP_018492900.1, XP_018440165.1, XP_018472603.1, XP_018474463.1, XP_018470766.1	g29474, g45552
OG0001235	XP_018446409.1, XP_018476389.1, XP_018462547.1	g29575
OG0001235	XP_018457299.1, XP_018492974.1, XP_018492975.1	g276
OG0001236	XP_018487093.1, XP_018487091.1	g7578
OG0001236	XP_018475699.1	g25488
OG0001237	XP_018478828.1	g51129
OG0001237	XP_018471103.1	g29697
OG0001238	XP_018472397.1, XP_018462710.1, XP_018437944.1	g45127
OG0001239	XP_018479877.1	g46917
OG0001240	XP_018436042.1, XP_018465449.1	g30901
OG0001240	XP_018482277.1	g37930
OG0001241	XP_018475852.1, XP_018462020.1, XP_018483706.1, XP_018439703.1	g39772
OG0001242	XP_018470515.1	g32372
OG0001243	XP_018456641.1	g10158
OG0001243	XP_018463757.1, XP_018452245.1	g4717
OG0001244	XP_018488958.1	g9683
OG0001244	XP_018481072.1, XP_018481057.1	g2601
OG0001245	XP_018435216.1, XP_018489801.1	g9802
OG0001246	XP_018446783.1, XP_018442884.1, XP_018461681.1	g41690, g44903
OG0001246	XP_018450554.1	g50412
OG0001247	XP_018439421.1, XP_018492573.1	g9884
OG0001247	XP_018470706.1, XP_018476180.1	g5551
OG0001248	XP_018471573.1, XP_018446563.1	g772
OG0001248	XP_018437689.1, XP_018432653.1, XP_018491633.1	g29397
OG0001249	XP_018456743.1	g28729, g1167
OG0001249	XP_018446818.1	g29646
OG0001251	XP_018469271.1, XP_018473295.1, XP_018448093.1	g945
OG0001252	XP_018461885.1, XP_018476355.1, XP_018456767.1	g45235
OG0001252	XP_018437202.1	g25470
OG0001253	XP_018473282.1, XP_018466094.1, XP_018473280.1, XP_018456961.1	g45219
OG0001254	XP_018488308.1, XP_018435331.1	g7476
OG0001254	XP_018472949.1, XP_018470609.1	g29844, g5762
OG0001256	XP_018462967.1, XP_018448577.1, XP_018456181.1	g46484
OG0001256	XP_018435911.1, XP_018465499.1, XP_018464069.1	g31671
OG0001257	XP_018482960.1	g46314
OG0001258	XP_018444090.1	g35970
OG0001258	XP_018442333.1	g44470
OG0001259	XP_018442373.1, XP_018448305.1, XP_018442873.1	g44475, g46190
OG0001260	XP_018441930.1	g13735, g6092
OG0001260	XP_018444337.1, XP_018451821.1, XP_018448115.1	g23002
OG0001261	XP_018450393.1, XP_018450394.1	g47934
OG0001261	XP_018441113.1, XP_018466323.1	g14007
OG0001262	XP_018488493.1, XP_018492552.1, XP_018437678.1	g7243, g13174, g12242
OG0001263	XP_018467309.1, XP_018473140.1, XP_018433993.1	g38034
OG0001264	XP_018490022.1, XP_018462748.1	g7589
OG0001265	XP_018486237.1, XP_018459666.1	g6574
OG0001265	XP_018449306.1, XP_018463472.1	g11806
OG0001266	XP_018438286.1	g27419
OG0001266	XP_018443000.1	g46154
OG0001267	XP_018468810.1	g34447
OG0001270	XP_018477279.1	g36442, g6759
OG0001271	XP_018487594.1, XP_018485424.1, XP_018437038.1, XP_018437034.1, XP_018461644.1, XP_018488236.1, XP_018488970.1	g13368
OG0001272	XP_018477811.1, XP_018486040.1	g54171
OG0001272	XP_018488242.1, XP_018493435.1	g4807, g3849, g43217, g11942
OG0001273	XP_018473155.1, XP_018476814.1	g47466
OG0001273	XP_018478296.1, XP_018447140.1, XP_018444788.1	g23883
OG0001274	XP_018447438.1, XP_018447450.1, XP_018441733.1, XP_018432673.1	g26925, g30860
OG0001275	XP_018462806.1, XP_018479706.1, XP_018454004.1	g40831
OG0001276	XP_018463047.1	g17315
OG0001276	XP_018471842.1	g25581
OG0001277	XP_018472664.1, XP_018452346.1	g40455
OG0001277	XP_018480642.1, XP_018477464.1	g47399
OG0001278	XP_018480207.1, XP_018479129.1, XP_018436605.1	g37633
OG0001278	XP_018492410.1, XP_018492399.1, XP_018477180.1	g1864
OG0001279	XP_018447000.1	g1951, g18877
OG0001280	XP_018482776.1, XP_018483636.1	g37451, g52057, g52065
OG0001280	XP_018465393.1, XP_018491523.1	g1981, g18950
OG0001282	XP_018445713.1, XP_018446182.1, XP_018485191.1, XP_018491910.1, XP_018486574.1	g18972, g2132
OG0001282	XP_018440754.1	g11224
OG0001283	XP_018440503.1, XP_018493113.1	g12991
OG0001283	XP_018490672.1, XP_018467611.1	g2180
OG0001284	XP_018484534.1, XP_018484531.1, XP_018493159.1	g2189
OG0001284	XP_018472629.1	g37332, g51812
OG0001285	XP_018462465.1	g905
OG0001285	XP_018471282.1	g47645
OG0001286	XP_018440140.1, XP_018484284.1, XP_018459001.1	g51622
OG0001286	XP_018484019.1, XP_018492187.1	g19204
OG0001287	XP_018477994.1	g22944
OG0001288	XP_018434299.1, XP_018467426.1, XP_018478792.1	g50995
OG0001288	XP_018458653.1, XP_018485316.1, XP_018482367.1, XP_018451543.1	g23326, g16953
OG0001289	XP_018455347.1, XP_018438288.1, XP_018438329.1	g52171
OG0001290	XP_018457168.1, XP_018433376.1	g10264
OG0001290	XP_018462745.1, XP_018491121.1, XP_018486036.1, XP_018491153.1	g12971
OG0001292	XP_018439152.1	g12075
OG0001292	XP_018439652.1	g6974
OG0001295	XP_018450895.1, XP_018444933.1, XP_018439463.1, XP_018436764.1	g50005, g27373
OG0001295	XP_018456867.1, XP_018453047.1	g46014
OG0001297	XP_018435188.1, XP_018482950.1, XP_018482951.1, XP_018435189.1, XP_018482954.1	g10382
OG0001298	XP_018446061.1, XP_018445993.1, XP_018468898.1, XP_018446377.1	g44873
OG0001299	XP_018481794.1	g51453
OG0001303	XP_018438133.1	g19568
OG0001305	XP_018491011.1	g31562
OG0001305	XP_018441504.1, XP_018483872.1, XP_018457921.1	g10777
OG0001306	XP_018492657.1, XP_018493426.1	g7908, g12693
OG0001306	XP_018476624.1, XP_018446583.1	g29244
OG0001307	XP_018446507.1	g12713
OG0001307	XP_018476925.1, XP_018473399.1, XP_018444846.1	g5140
OG0001308	XP_018445405.1, XP_018445378.1, XP_018470132.1, XP_018470134.1, XP_018475921.1, XP_018445379.1, XP_018445406.1, XP_018470130.1, XP_018470131.1	g29454, g45563
OG0001309	XP_018472651.1, XP_018456073.1, XP_018445259.1	g29595, g45494
OG0001309	XP_018483776.1	g463
OG0001310	XP_018480879.1, XP_018489520.1	g31093
OG0001310	XP_018434197.1, XP_018478657.1	g40030
OG0001311	XP_018489085.1, XP_018489693.1	g49518
OG0001311	XP_018475760.1, XP_018482878.1	g51259
OG0001312	XP_018436829.1	g51425
OG0001312	XP_018489118.1	g50501
OG0001312	XP_018483735.1, XP_018481028.1, XP_018450381.1, XP_018450380.1	g32388
OG0001313	XP_018447121.1	g16145, g47331
OG0001314	XP_018433795.1	g31524
OG0001314	XP_018441119.1, XP_018452329.1, XP_018463001.1	g10696
OG0001315	XP_018442003.1	g49895
OG0001315	XP_018483111.1	g31481
OG0001315	XP_018480905.1	g10660
OG0001316	XP_018493050.1	g9882
OG0001316	XP_018493452.1, XP_018450549.1, XP_018449173.1	g50413
