Orthogroup	Raphanus_sativus	Cardamine_hirsuta
OG0001885	XP_018447163.1, XP_018441853.1	CARHR014960
OG0001886	XP_018463669.1, XP_018464349.1, XP_018451799.1	CARHR038890
OG0001887	XP_018467575.1, XP_018469889.1, XP_018483027.1, XP_018464390.1	CARHR016280
OG0001888	XP_018465403.1, XP_018466993.1, XP_018451908.1, XP_018451918.1	CARHR017890
OG0001889	XP_018434326.1	CARHR018050
OG0001889	XP_018457408.1, XP_018468143.1	CARHR065550
OG0001890	XP_018483419.1	CARHR144970
OG0001890	XP_018455953.1	CARHR215290
OG0001891	XP_018456311.1	CARHR063180
OG0001891	XP_018439816.1, XP_018476126.1	CARHR024550
OG0001892	XP_018448106.1	CARHR246400
OG0001892	XP_018468545.1, XP_018448367.1, XP_018447561.1	CARHR246390
OG0001893	XP_018434523.1, XP_018484972.1	CARHR115740, CARHR115750
OG0001893	XP_018447277.1, XP_018463224.1	CARHR240360
OG0001894	XP_018488801.1, XP_018452894.1, XP_018455728.1, XP_018461409.1	CARHR284860
OG0001894	XP_018482684.1, XP_018461092.1	CARHR241980
OG0001895	XP_018448513.1	CARHR239240
OG0001895	XP_018437638.1, XP_018434933.1, XP_018477433.1	CARHR117620
OG0001896	XP_018441559.1, XP_018434962.1	CARHR117640
OG0001896	XP_018448895.1, XP_018470667.1	CARHR239220
OG0001897	XP_018470478.1	CARHR238810
OG0001897	XP_018438421.1	CARHR117960
OG0001900	XP_018444202.1	CARHR262370
OG0001900	XP_018437882.1, XP_018438140.1, XP_018481273.1, XP_018454833.1	CARHR151860
OG0001901	XP_018438898.1, XP_018457973.1	CARHR225690
OG0001901	XP_018465328.1	CARHR193650
OG0001902	XP_018482524.1, XP_018482440.1, XP_018462075.1, XP_018482439.1, XP_018462074.1	CARHR264730
OG0001902	XP_018475648.1	CARHR190320
OG0001910	XP_018480485.1	CARHR238440
OG0001910	XP_018441712.1, XP_018484271.1	CARHR184680
OG0001911	XP_018461122.1, XP_018461118.1, XP_018478005.1	CARHR118290
OG0001911	XP_018485247.1	CARHR238570
OG0001912	XP_018453691.1	CARHR196860
OG0001912	XP_018435004.1, XP_018490614.1	CARHR076740
OG0001913	XP_018473256.1, XP_018447738.1	CARHR078570
OG0001914	XP_018460303.1, XP_018439271.1	CARHR076320
OG0001914	XP_018443297.1	CARHR197500
OG0001915	XP_018446192.1, XP_018467619.1, XP_018465122.1, XP_018476052.1	CARHR199950
OG0001916	XP_018473448.1	CARHR193510
OG0001916	XP_018476344.1	CARHR200800
OG0001917	XP_018442800.1	CARHR193390
OG0001918	XP_018481859.1	CARHR188500
OG0001918	XP_018471070.1, XP_018444368.1	CARHR202580
OG0001919	XP_018455582.1, XP_018481753.1	CARHR188590
OG0001919	XP_018444293.1	CARHR202680
OG0001920	XP_018436519.1, XP_018486104.1, XP_018454931.1	CARHR279130
OG0001922	XP_018485334.1	CARHR114060
OG0001922	XP_018447029.1, XP_018470738.1	CARHR203730
OG0001923	XP_018442540.1	CARHR203960
OG0001923	XP_018461893.1, XP_018485988.1, XP_018458193.1, XP_018435089.1	CARHR278170
OG0001924	XP_018446712.1	CARHR205320
OG0001924	XP_018432814.1	CARHR274960
OG0001925	XP_018472652.1	CARHR006460
OG0001925	XP_018433586.1	CARHR124050
OG0001926	XP_018482348.1	CARHR124110
OG0001926	XP_018486111.1	CARHR006430
OG0001927	XP_018449719.1, XP_018437042.1	CARHR005730
OG0001927	XP_018473458.1	CARHR124740
OG0001929	XP_018484926.1, XP_018461741.1, XP_018472784.1	CARHR127130
OG0001930	XP_018447276.1, XP_018486871.1, XP_018466555.1, XP_018484439.1, XP_018447336.1	CARHR003190
OG0001931	XP_018476452.1	CARHR264980
OG0001932	XP_018465189.1, XP_018481698.1	CARHR141810
OG0001932	XP_018465187.1, XP_018482321.1	CARHR141800
OG0001933	XP_018449718.1	CARHR027520
OG0001934	XP_018449357.1, XP_018458968.1	CARHR030580
OG0001934	XP_018440805.1	CARHR129180
OG0001935	XP_018442012.1, XP_018442010.1	CARHR129530
OG0001935	XP_018486100.1, XP_018451853.1, XP_018483681.1	CARHR031920
OG0001936	XP_018441426.1	CARHR129480, CARHR230030
OG0001936	XP_018435830.1	CARHR031980
OG0001937	XP_018471763.1	CARHR159150
OG0001937	XP_018438950.1, XP_018438949.1, XP_018456166.1	CARHR280380
OG0001938	XP_018467453.1, XP_018466287.1, XP_018441082.1, XP_018489338.1	CARHR184770, CARHR274540
OG0001939	XP_018477580.1	CARHR189850
OG0001939	XP_018439347.1	CARHR157670
OG0001940	XP_018447953.1, XP_018468060.1	CARHR240390
OG0001940	XP_018438562.1	CARHR187770
OG0001941	XP_018442242.1	CARHR285300
OG0001942	XP_018469369.1	CARHR151110
OG0001942	XP_018469778.1	CARHR190630
OG0001943	XP_018442645.1	CARHR274210
OG0001943	XP_018437756.1	CARHR150700
OG0001944	XP_018457026.1, XP_018455121.1, XP_018475840.1	CARHR273120
OG0001945	XP_018434834.1	CARHR052350
OG0001945	XP_018452981.1, XP_018452995.1	CARHR051870
OG0001946	XP_018445533.1, XP_018475651.1, XP_018474334.1	CARHR206020
OG0001947	XP_018454787.1	CARHR233260
OG0001948	XP_018453310.1, XP_018456178.1	CARHR271260
OG0001948	XP_018470330.1	CARHR233290
OG0001949	XP_018489880.1	CARHR107320
OG0001949	XP_018490114.1, XP_018435912.1	CARHR107330
OG0001950	XP_018466083.1	CARHR263500
OG0001950	XP_018454836.1, XP_018478396.1, XP_018435086.1	CARHR153250
OG0001951	XP_018472153.1	CARHR234060
OG0001951	XP_018453566.1, XP_018452447.1, XP_018476066.1	CARHR269510
OG0001952	XP_018477167.1, XP_018483180.1, XP_018451726.1	CARHR234620
OG0001953	XP_018457709.1, XP_018457717.1, XP_018452175.1	CARHR267980
OG0001953	XP_018471787.1	CARHR234820
OG0001954	XP_018441341.1, XP_018493455.1, XP_018492727.1	CARHR086800
OG0001954	XP_018445327.1, XP_018445153.1	CARHR206200
OG0001955	XP_018446885.1	CARHR206640
OG0001955	XP_018485476.1	CARHR086410
OG0001956	XP_018489642.1, XP_018489643.1	CARHR085220
OG0001956	XP_018443822.1, XP_018476121.1	CARHR208430
OG0001957	XP_018491410.1	CARHR084410
OG0001957	XP_018472961.1, XP_018475985.1	CARHR209830
OG0001958	XP_018476602.1, XP_018446945.1	CARHR210040
OG0001958	XP_018490692.1	CARHR084270
OG0001959	XP_018446471.1, XP_018442240.1	CARHR211690
OG0001960	XP_018457872.1, XP_018477662.1, XP_018458730.1	CARHR148700
OG0001961	XP_018480025.1	CARHR016260
OG0001961	XP_018445966.1, XP_018455068.1	CARHR074040
OG0001962	XP_018444315.1, XP_018444437.1	CARHR073640
OG0001963	XP_018442651.1	CARHR016500
OG0001963	XP_018454970.1, XP_018448157.1	CARHR073570
OG0001964	XP_018468127.1	CARHR016770
OG0001964	XP_018443787.1, XP_018443837.1	CARHR073200
OG0001965	XP_018451296.1, XP_018441648.1	CARHR021410
OG0001965	XP_018442105.1	CARHR070100
OG0001966	XP_018469571.1, XP_018469467.1, XP_018467038.1	CARHR243950
OG0001967	XP_018447366.1, XP_018492978.1	CARHR021050
OG0001967	XP_018442775.1	CARHR069850
OG0001968	XP_018442838.1, XP_018444218.1	CARHR069430
OG0001969	XP_018439295.1	CARHR293600
OG0001969	XP_018449635.1, XP_018471684.1	CARHR243610
OG0001970	XP_018441385.1	CARHR107700
OG0001970	XP_018446668.1, XP_018477040.1	CARHR243830
OG0001971	XP_018440661.1	CARHR108010
OG0001972	XP_018457114.1, XP_018452919.1	CARHR108170
OG0001972	XP_018444002.1	CARHR244320
OG0001973	XP_018437422.1, XP_018466123.1, XP_018492508.1	CARHR088810
OG0001973	XP_018469407.1	CARHR044530
OG0001974	XP_018466695.1, XP_018487270.1, XP_018486991.1, XP_018486983.1	CARHR089900
OG0001974	XP_018487292.1	CARHR043520
OG0001975	XP_018432568.1, XP_018442164.1, XP_018484937.1	CARHR162880, CARHR130870
OG0001977	XP_018478291.1	CARHR219300
OG0001977	XP_018436682.1	CARHR100100
OG0001978	XP_018486663.1, XP_018441660.1, XP_018441705.1	CARHR076370
OG0001979	XP_018434635.1, XP_018486538.1, XP_018486509.1	CARHR098960
OG0001980	XP_018471605.1	CARHR221060
OG0001980	XP_018464314.1, XP_018492204.1	CARHR098830
OG0001981	XP_018468913.1	CARHR091900
OG0001982	XP_018446282.1, XP_018486775.1	CARHR166170
OG0001982	XP_018478286.1	CARHR135380
OG0001983	XP_018436983.1, XP_018437143.1, XP_018437469.1	CARHR154830
OG0001984	XP_018483058.1	CARHR147710
OG0001984	XP_018437872.1	CARHR013210
OG0001985	XP_018457027.1	CARHR176460
OG0001985	XP_018485347.1, XP_018472359.1	CARHR225940
OG0001986	XP_018451884.1, XP_018442121.1	CARHR039740
OG0001986	XP_018487179.1, XP_018460675.1	CARHR094680
OG0001987	XP_018484377.1, XP_018489525.1	CARHR040990
OG0001987	XP_018490914.1, XP_018486619.1	CARHR096350
OG0001988	XP_018449143.1	CARHR041750
OG0001988	XP_018486781.1, XP_018458273.1	CARHR097040
OG0001989	XP_018490201.1	CARHR091280
OG0001989	XP_018460896.1, XP_018491607.1, XP_018443424.1, XP_018447928.1	CARHR042380
OG0001991	XP_018454098.1	CARHR148980, CARHR148970
OG0001991	XP_018462302.1	CARHR261490, CARHR261500
OG0001992	XP_018471791.1	CARHR224600
OG0001992	XP_018457039.1	CARHR174740
OG0001993	XP_018454700.1	CARHR250170
OG0001993	XP_018467117.1, XP_018463314.1	CARHR001490
OG0001994	XP_018471582.1	CARHR229960
OG0001995	XP_018483787.1, XP_018483788.1	CARHR229200
OG0001995	XP_018483789.1	CARHR229210
OG0001996	XP_018484107.1, XP_018460576.1, XP_018459190.1	CARHR228700
OG0001997	XP_018452121.1	CARHR252370
OG0001997	XP_018463668.1, XP_018468497.1	CARHR227860
OG0001998	XP_018489542.1	CARHR173280
OG0001998	XP_018481566.1, XP_018481567.1, XP_018475044.1	CARHR143340
OG0001999	XP_018484824.1, XP_018440275.1	CARHR140630
OG0001999	XP_018482956.1	CARHR171280
OG0002000	XP_018434168.1	CARHR140330
OG0002000	XP_018458425.1, XP_018488808.1	CARHR170950
OG0002001	XP_018434953.1, XP_018465592.1, XP_018474450.1	CARHR140320
OG0002002	XP_018461310.1, XP_018459096.1	CARHR170380
OG0002002	XP_018434530.1, XP_018463212.1	CARHR139460
OG0002003	XP_018441127.1	CARHR010630
OG0002003	XP_018463902.1, XP_018491909.1	CARHR168240
OG0002004	XP_018483814.1, XP_018483812.1	CARHR136690
OG0002004	XP_018491936.1, XP_018492113.1, XP_018440877.1, XP_018442205.1	CARHR167520, CARHR051780
OG0002005	XP_018470968.1	CARHR235420
OG0002005	XP_018468091.1, XP_018452412.1	CARHR266670
OG0002007	XP_018475117.1, XP_018435010.1	CARHR133600
OG0002008	XP_018482838.1, XP_018478578.1, XP_018434351.1	CARHR133220, CARHR105530
OG0002009	XP_018484813.1	CARHR161490
OG0002009	XP_018484263.1, XP_018441524.1	CARHR132770
OG0002010	XP_018481761.1, XP_018481789.1, XP_018461757.1, XP_018443462.1, XP_018436298.1	CARHR183270, CARHR174690, CARHR173760, CARHR173730, CARHR173740
OG0002011	XP_018437717.1	CARHR112090
OG0002011	XP_018481236.1, XP_018457348.1	CARHR247880
OG0002012	XP_018454721.1	CARHR260890
OG0002013	XP_018441516.1	CARHR080090
OG0002013	XP_018441185.1, XP_018452324.1	CARHR186500
OG0002014	XP_018445226.1, XP_018485021.1, XP_018464875.1, XP_018460347.1	CARHR173100
OG0002014	XP_018476079.1	CARHR143050
OG0002015	XP_018433205.1	CARHR142970
OG0002015	XP_018490535.1	CARHR172960
OG0002016	XP_018439671.1, XP_018438433.1, XP_018439658.1, XP_018439672.1, XP_018490704.1, XP_018488257.1	CARHR088540, CARHR088530, CARHR268400, CARHR092390
OG0002017	XP_018436744.1, XP_018484268.1	CARHR137160
OG0002017	XP_018490410.1	CARHR168340
OG0002018	XP_018491652.1	CARHR079600
OG0002018	XP_018459937.1, XP_018459936.1	CARHR056040
OG0002019	XP_018444237.1, XP_018468608.1, XP_018482250.1, XP_018454021.1, XP_018476253.1	CARHR080840
OG0002020	XP_018438782.1, XP_018439669.1, XP_018439666.1, XP_018438772.1, XP_018439670.1, XP_018434708.1, XP_018439667.1, XP_018438788.1	CARHR092420, CARHR092410
OG0002021	XP_018492876.1	CARHR092510
OG0002021	XP_018463965.1	CARHR037670
OG0002022	XP_018439470.1	CARHR092750
OG0002022	XP_018447486.1, XP_018442830.1	CARHR037860
OG0002023	XP_018480578.1, XP_018452402.1	CARHR154050
OG0002023	XP_018459110.1	CARHR263060
OG0002024	XP_018483978.1, XP_018478797.1	CARHR215550
OG0002025	XP_018491656.1, XP_018491657.1, XP_018441117.1	CARHR098170
OG0002025	XP_018471481.1	CARHR221680
OG0002026	XP_018458596.1, XP_018466321.1, XP_018446508.1	CARHR194390, CARHR194370
OG0002027	XP_018465637.1, XP_018456895.1	CARHR248990
OG0002028	XP_018453904.1, XP_018474391.1, XP_018474372.1	CARHR249310
OG0002028	XP_018440887.1, XP_018480292.1	CARHR001080
OG0002029	XP_018440868.1, XP_018489508.1, XP_018463167.1	CARHR001090
OG0002030	XP_018462078.1, XP_018480609.1	CARHR001970
OG0002030	XP_018474827.1	CARHR250350
OG0002031	XP_018444565.1	CARHR005010
OG0002032	XP_018456314.1, XP_018456313.1	CARHR054910
OG0002032	XP_018490638.1, XP_018459390.1	CARHR009320
OG0002033	XP_018449965.1	CARHR010730
OG0002033	XP_018457340.1	CARHR052740
OG0002034	XP_018436056.1, XP_018449987.1, XP_018489973.1, XP_018490864.1	CARHR011480
OG0002035	XP_018451889.1	CARHR011980
OG0002035	XP_018457497.1, XP_018433386.1	CARHR050420
OG0002036	XP_018452135.1	CARHR048570
OG0002036	XP_018480723.1	CARHR012930
OG0002037	XP_018468723.1, XP_018447821.1, XP_018447840.1	CARHR013390
OG0002038	XP_018462952.1, XP_018443109.1, XP_018433121.1	CARHR015190
OG0002039	XP_018472493.1	CARHR016150, CARHR016140
OG0002041	XP_018481459.1	CARHR023670
OG0002041	XP_018442630.1, XP_018457641.1	CARHR063970
OG0002042	XP_018482434.1, XP_018481812.1	CARHR272940
OG0002042	XP_018455588.1, XP_018455611.1, XP_018455543.1	CARHR046660
OG0002043	XP_018471504.1, XP_018477348.1	CARHR154330
OG0002045	XP_018447629.1	CARHR241060
OG0002045	XP_018484872.1	CARHR114990
OG0002046	XP_018435731.1, XP_018436324.1, XP_018462601.1, XP_018436325.1, XP_018436328.1	CARHR126530, CARHR123860
OG0002047	XP_018437251.1, XP_018438102.1	CARHR159980
OG0002048	XP_018463290.1, XP_018452527.1	CARHR260920
OG0002056	XP_018472528.1	CARHR272730
OG0002056	XP_018440740.1	CARHR155850
OG0002057	XP_018442051.1	CARHR156800
OG0002057	XP_018491388.1	CARHR276720
OG0002058	XP_018444472.1, XP_018444473.1	CARHR194890
OG0002058	XP_018437434.1	CARHR078030
OG0002059	XP_018472614.1, XP_018442580.1	CARHR194910
OG0002059	XP_018469659.1	CARHR198710
OG0002060	XP_018444661.1	CARHR194980
OG0002060	XP_018467997.1	CARHR195070
OG0002061	XP_018487357.1	CARHR077450
OG0002061	XP_018434908.1, XP_018489938.1, XP_018444839.1	CARHR195720
OG0002062	XP_018474478.1, XP_018474480.1, XP_018445385.1	CARHR196360
OG0002063	XP_018491353.1, XP_018434336.1	CARHR076780
OG0002063	XP_018475167.1	CARHR196810
OG0002064	XP_018445703.1	CARHR197070
OG0002064	XP_018432844.1	CARHR076630
OG0002065	XP_018434528.1	CARHR076510
OG0002065	XP_018446795.1, XP_018446803.1	CARHR197270
OG0002066	XP_018491248.1	CARHR076430
OG0002066	XP_018467915.1, XP_018472416.1	CARHR197380
OG0002067	XP_018459473.1, XP_018458948.1, XP_018442266.1	CARHR198930
OG0002067	XP_018438892.1	CARHR075230
OG0002068	XP_018493538.1, XP_018493537.1	CARHR087010
OG0002069	XP_018475386.1, XP_018444512.1	CARHR200360
OG0002069	XP_018447777.1, XP_018492621.1	CARHR026800
OG0002070	XP_018465285.1, XP_018462109.1	CARHR187550
OG0002070	XP_018476537.1	CARHR201550
OG0002072	XP_018446930.1, XP_018476529.1, XP_018442239.1	CARHR278750
OG0002073	XP_018442519.1, XP_018454996.1, XP_018475993.1	CARHR203860
OG0002074	XP_018432906.1, XP_018432910.1	CARHR275000
OG0002074	XP_018446711.1	CARHR205350
OG0002075	XP_018457436.1, XP_018457433.1	CARHR251390
OG0002075	XP_018482737.1	CARHR002740
OG0002076	XP_018447966.1, XP_018450720.1	CARHR120670
OG0002076	XP_018439179.1, XP_018483667.1	CARHR120680
OG0002077	XP_018440673.1, XP_018484542.1	CARHR121230
OG0002077	XP_018491673.1	CARHR007820
OG0002078	XP_018490294.1	CARHR004990
OG0002078	XP_018481515.1	CARHR125760
OG0002079	XP_018482208.1, XP_018437547.1	CARHR126070
OG0002080	XP_018447355.1	CARHR003200
OG0002080	XP_018455813.1	CARHR179140
OG0002081	XP_018457850.1	CARHR181760
OG0002081	XP_018447203.1, XP_018451811.1	CARHR036800
OG0002082	XP_018436616.1	CARHR014800
OG0002082	XP_018440272.1	CARHR145250
OG0002083	XP_018441089.1, XP_018441122.1	CARHR280940
OG0002083	XP_018491771.1	CARHR109040
OG0002084	XP_018437964.1	CARHR159030
OG0002084	XP_018436233.1, XP_018439246.1	CARHR280180
OG0002085	XP_018488921.1, XP_018462238.1, XP_018439357.1	CARHR278930
OG0002087	XP_018433852.1	CARHR158570
OG0002087	XP_018478938.1, XP_018465292.1	CARHR188810
OG0002088	XP_018462829.1	CARHR188710, CARHR188720, CARHR188750
OG0002089	XP_018440075.1	CARHR153750
OG0002089	XP_018445733.1, XP_018471549.1	CARHR192300
OG0002090	XP_018473122.1, XP_018443178.1	CARHR190600
OG0002090	XP_018465598.1, XP_018463839.1, XP_018457325.1	CARHR151020
OG0002091	XP_018453282.1	CARHR273270
OG0002092	XP_018470527.1	CARHR233480
OG0002093	XP_018450359.1, XP_018449189.1, XP_018469796.1	CARHR233630
OG0002093	XP_018452387.1	CARHR270690
OG0002094	XP_018481814.1, XP_018478990.1, XP_018470913.1	CARHR233990
OG0002094	XP_018456973.1	CARHR269680
OG0002095	XP_018476536.1	CARHR268660
OG0002096	XP_018454785.1, XP_018445055.1	CARHR268210
OG0002096	XP_018470476.1	CARHR234680
OG0002097	XP_018469612.1, XP_018469610.1	CARHR250990
OG0002097	XP_018433541.1	CARHR002420
OG0002098	XP_018462061.1, XP_018462874.1, XP_018455367.1	CARHR242370
OG0002099	XP_018443411.1, XP_018445575.1	CARHR207480
OG0002100	XP_018437899.1, XP_018437197.1, XP_018492596.1	CARHR083380
OG0002101	XP_018437655.1	CARHR077200
OG0002101	XP_018472194.1, XP_018475909.1	CARHR211810, CARHR258990
OG0002102	XP_018463595.1, XP_018478308.1	CARHR148390
OG0002102	XP_018477652.1, XP_018477638.1	CARHR213630
OG0002103	XP_018445360.1	CARHR053210
OG0002103	XP_018451285.1, XP_018493206.1	CARHR015730
OG0002104	XP_018439368.1, XP_018492989.1	CARHR016240
OG0002104	XP_018445904.1	CARHR074010
OG0002105	XP_018439930.1, XP_018443279.1	CARHR016670
OG0002105	XP_018442795.1	CARHR073380
OG0002106	XP_018453684.1	CARHR016910
OG0002106	XP_018459770.1, XP_018459781.1	CARHR072920
OG0002107	XP_018443796.1, XP_018454417.1, XP_018443933.1	CARHR016940
OG0002108	XP_018460635.1, XP_018453347.1	CARHR072810
OG0002108	XP_018436133.1	CARHR016970
OG0002109	XP_018473654.1, XP_018491422.1	CARHR022500
OG0002109	XP_018459812.1, XP_018468359.1	CARHR071460
OG0002110	XP_018445657.1, XP_018445475.1	CARHR070540
OG0002110	XP_018450510.1, XP_018450511.1	CARHR021800
OG0002111	XP_018447287.1, XP_018462206.1	CARHR021520
OG0002111	XP_018442293.1	CARHR070230
OG0002112	XP_018451122.1	CARHR045310
OG0002112	XP_018466232.1, XP_018492551.1	CARHR087990
OG0002113	XP_018440802.1, XP_018451768.1	CARHR045220
OG0002113	XP_018488767.1	CARHR088030, CARHR152870
OG0002114	XP_018433611.1	CARHR088240
OG0002115	XP_018469324.1	CARHR060250
OG0002115	XP_018481319.1, XP_018490756.1	CARHR026730
OG0002116	XP_018461184.1, XP_018447917.1	CARHR219760
OG0002117	XP_018482018.1	CARHR220590
OG0002118	XP_018447112.1, XP_018470900.1	CARHR220720
OG0002118	XP_018460318.1, XP_018441664.1	CARHR098990
OG0002119	XP_018485694.1, XP_018441595.1	CARHR097990, CARHR097970
OG0002120	XP_018448260.1	CARHR234640, CARHR229800
OG0002120	XP_018470475.1	CARHR234630, CARHR233850, CARHR229820
OG0002121	XP_018483998.1, XP_018460590.1	CARHR224820
OG0002122	XP_018472017.1, XP_018462962.1, XP_018484529.1	CARHR289970
OG0002124	XP_018481268.1	CARHR018130
OG0002124	XP_018456869.1, XP_018452726.1	CARHR065670
OG0002126	XP_018457397.1	CARHR151620, CARHR040070
OG0002127	XP_018484821.1, XP_018452204.1, XP_018461440.1, XP_018442015.1	CARHR148500, CARHR213700
OG0002128	XP_018478041.1, XP_018466543.1	CARHR176400
OG0002128	XP_018447086.1	CARHR225910
OG0002129	XP_018492783.1	CARHR041660
OG0002129	XP_018487315.1	CARHR096920
OG0002130	XP_018434619.1, XP_018486394.1	CARHR090780
OG0002131	XP_018475733.1, XP_018475724.1	CARHR059410, CARHR128820
OG0002132	XP_018451327.1, XP_018451348.1, XP_018468485.1, XP_018468495.1	CARHR152080
OG0002133	XP_018467929.1	CARHR231040, CARHR231050
OG0002134	XP_018469348.1	CARHR242330
OG0002134	XP_018486882.1, XP_018434971.1	CARHR106080
OG0002135	XP_018463247.1, XP_018452725.1	CARHR106810
OG0002135	XP_018449326.1	CARHR243160
OG0002136	XP_018454922.1	CARHR255640
OG0002137	XP_018458952.1, XP_018458951.1	CARHR255590
OG0002138	XP_018468061.1	CARHR240420
OG0002138	XP_018438026.1	CARHR115720
OG0002139	XP_018479170.1, XP_018479169.1	CARHR215910
OG0002140	XP_018443918.1, XP_018443956.1	CARHR226720
OG0002141	XP_018481747.1, XP_018481669.1	CARHR226740
OG0002141	XP_018481636.1, XP_018480657.1	CARHR178050
OG0002142	XP_018451333.1, XP_018467962.1, XP_018485004.1	CARHR227180, CARHR034930, CARHR034920
OG0002143	XP_018449807.1, XP_018471316.1, XP_018449282.1	CARHR227670
OG0002144	XP_018476720.1	CARHR260440
OG0002144	XP_018449760.1, XP_018487282.1	CARHR034460
OG0002145	XP_018460353.1, XP_018439803.1	CARHR173060
OG0002146	XP_018441004.1	CARHR141700
OG0002146	XP_018487036.1	CARHR172010
OG0002147	XP_018442657.1, XP_018442642.1	CARHR171880
OG0002147	XP_018433789.1	CARHR141450
OG0002148	XP_018432727.1, XP_018442228.1	CARHR171290
OG0002148	XP_018441187.1	CARHR140660
OG0002149	XP_018482041.1, XP_018482036.1, XP_018465370.1, XP_018492825.1	CARHR170600
OG0002150	XP_018475010.1, XP_018439058.1, XP_018439060.1	CARHR137060
OG0002151	XP_018483467.1	CARHR136170
OG0002151	XP_018488365.1	CARHR167010
OG0002153	XP_018489160.1	CARHR166560
OG0002153	XP_018433059.1	CARHR135900
OG0002154	XP_018442391.1, XP_018484290.1	CARHR133300
OG0002155	XP_018442736.1, XP_018490087.1	CARHR163250
OG0002156	XP_018452408.1	CARHR266680
OG0002156	XP_018483815.1, XP_018470966.1	CARHR235410
