Orthogroup	Raphanus_sativus	Conringia_planisiliqua
OG0001339	XP_018442582.1, XP_018442711.1, XP_018433948.1, XP_018433957.1	CP1_g37627_DN2_SP0_c.t1
OG0001340	XP_018455576.1, XP_018482218.1	CP13_g19931_DN3_SP0_c.t1
OG0001340	XP_018469268.1	CP6_g6942_DN3_SP0_c.t1
OG0001342	XP_018442067.1	CP13_g19993_DN3_SP8_c.t1
OG0001342	XP_018468493.1, XP_018480585.1	CP6_g6881_DN3_SP8_c.t1
OG0001343	XP_018451251.1, XP_018470207.1, XP_018472406.1	CP6_g6854_DN3_SP1_c.t1
OG0001343	XP_018433185.1, XP_018483781.1	CP13_g20040_DN3_SP8_c.t1
OG0001344	XP_018447822.1	CP1_g37982_DN3_SP1_c.t1
OG0001344	XP_018478696.1, XP_018482918.1, XP_018476036.1	CP4_g25155_DN3_SP6_c.t1
OG0001345	XP_018449622.1, XP_018491187.1	CP1_g37868_DN3_SP8_c.t1
OG0001345	XP_018488587.1, XP_018439621.1, XP_018439533.1	CP12_g29921_DN3_SP8_c.t1
OG0001346	XP_018469627.1	CP1_g37838_DN3_SP3_c.t1
OG0001346	XP_018490926.1	CP12_g29888_DN3_SP8_c.t1
OG0001348	XP_018484494.1	CP3_g14283_DN3_SP0_c.t1, CP3_g14281_DN3_SP0_c.t1
OG0001348	XP_018441873.1	CP2_g47565_DN3_SP2_c.t1
OG0001350	XP_018478142.1	CP19_g18397_DN3_SP2_c.t1
OG0001350	XP_018452758.1	CP20_g4413_DN3_SP3_c.t1
OG0001351	XP_018483973.1	CP6_g6773_DN2_SP0_c.t1
OG0001351	XP_018450302.1, XP_018471131.1, XP_018447264.1, XP_018483974.1	CP6_g6774_DN3_SP2_c.t1
OG0001353	XP_018488926.1, XP_018480700.1, XP_018467305.1	CP3_g13136_DN3_SP0_c.t1
OG0001353	XP_018437213.1	CP4_g23973_DN3_SP0_c.t1
OG0001355	XP_018480709.1, XP_018482415.1, XP_018463128.1	CP3_g13365_DN3_SP8_c.t1
OG0001356	XP_018486958.1, XP_018459089.1	CP3_g13380_DN3_SP8_c.t1
OG0001356	XP_018480730.1, XP_018480834.1, XP_018480776.1, XP_018437003.1	CP4_g24279_DN3_SP3_c.t1
OG0001357	XP_018474594.1	CP4_g24459_DN3_SP8_c.t1
OG0001357	XP_018492882.1	CP3_g13488_DN3_SP7_c.t1
OG0001358	XP_018465396.1, XP_018489537.1	CP3_g13649_DN3_SP8_c.t1
OG0001358	XP_018439601.1, XP_018438067.1, XP_018475281.1	CP4_g24599_DN3_SP8_c.t1
OG0001360	XP_018484722.1	CP5_g1598_DN3_SP7_c.t1
OG0001361	XP_018448789.1, XP_018487826.1	CP6_g8558_DN2_SP0_c.t1, CP6_g8566_DN2_SP0_c.t1, CP12_g31279_DN1_SP0_c.t1
OG0001362	XP_018482890.1	CP2_g48761_DN3_SP1_c.t1
OG0001362	XP_018461636.1, XP_018435313.1, XP_018485402.1	CP10_g42728_DN3_SP0_c.t1
OG0001363	XP_018473001.1	CP12_g30884_DN3_SP0_c.t1, CP12_g30885_DN3_SP0_c.t1
OG0001364	XP_018440778.1	CP7_g45557_DN3_SP8_c.t1
OG0001365	XP_018492840.1, XP_018434167.1	CP7_g44611_DN3_SP0_c.t1
OG0001365	XP_018452390.1, XP_018476383.1	CP20_g4232_DN3_SP1_c.t1
OG0001366	XP_018490581.1, XP_018493486.1, XP_018433398.1, XP_018439571.1	CP10_g42534_DN3_SP8_c.t1
OG0001366	XP_018440235.1, XP_018435094.1	CP2_g48594_DN3_SP2_c.t1
OG0001368	XP_018484952.1, XP_018483149.1, XP_018484941.1, XP_018440551.1	CP4_g24039_DN2_SP0_c.t1
OG0001369	XP_018484217.1	CP4_g24358_DN1_SP0_c.t1
OG0001370	XP_018435686.1, XP_018435685.1	CP13_g19377_DN2_SP0_c.t1
OG0001371	XP_018485492.1, XP_018440913.1	CP10_g42407_DN3_SP8_c.t1
OG0001371	XP_018472595.1, XP_018442999.1, XP_018442700.1	CP8_g54506_DN3_SP6_c.t1
OG0001372	XP_018483342.1, XP_018452508.1	CP2_g48650_DN2_SP0_c.t1
OG0001372	XP_018488769.1, XP_018491434.1, XP_018439235.1	CP10_g42438_DN2_SP0_c.t1
OG0001373	XP_018432714.1, XP_018461712.1, XP_018434691.1	CP10_g43039_DN3_SP8_c.t1
OG0001374	XP_018483023.1, XP_018482718.1	CP5_g1579_DN2_SP0_c.t1, CP5_g1584_DN2_SP0_c.t1
OG0001376	XP_018466262.1, XP_018459439.1, XP_018434754.1	CP10_g43488_DN2_SP0_c.t1
OG0001377	XP_018451488.1, XP_018448138.1	CP1_g38286_DN3_SP3_c.t1
OG0001377	XP_018492854.1, XP_018485930.1	CP12_g30113_DN3_SP7_c.t1
OG0001378	XP_018474309.1, XP_018476766.1, XP_018445499.1	CP11_g32668_DN3_SP3_c.t1
OG0001378	XP_018490671.1	CP12_g30435_DN3_SP8_c.t1
OG0001379	XP_018448084.1, XP_018490190.1	CP1_g37988_DN2_SP0_c.t1
OG0001379	XP_018440040.1	CP12_g30749_DN2_SP0_c.t1
OG0001380	XP_018444426.1, XP_018444636.1	CP8_g54503_DN3_SP0_c.t1
OG0001381	XP_018442000.1	CP2_g49204_DN3_SP6_c.t1
OG0001381	XP_018491713.1, XP_018483562.1	CP1_g37392_DN3_SP6_c.t1
OG0001382	XP_018441849.1, XP_018441852.1	CP1_g37756_DN3_SP0_c.t1
OG0001384	XP_018454673.1	CP9_g28678_DN3_SP8_c.t1
OG0001384	XP_018450623.1, XP_018450621.1, XP_018436204.1	CP7_g45451_DN3_SP8_c.t1
OG0001385	XP_018481276.1	CP5_g314_DN3_SP0_c.t1
OG0001385	XP_018444192.1, XP_018444624.1	CP5_g313_DN3_SP0_c.t1
OG0001386	XP_018481622.1, XP_018481593.1, XP_018437493.1, XP_018437482.1, XP_018437462.1, XP_018437473.1, XP_018439303.1	CP7_g44562_DN3_SP0_c.t1
OG0001387	XP_018461093.1, XP_018482685.1	CP5_g627_DN3_SP8_c.t1
OG0001387	XP_018438219.1, XP_018453934.1, XP_018453937.1, XP_018452895.1, XP_018461410.1	CP17_g5099_DN3_SP4_c.t1
OG0001389	XP_018490892.1, XP_018453912.1	CP10_g43812_DN3_SP0_c.t1
OG0001389	XP_018440472.1	CP12_g29992_DN3_SP0_c.t1, CP12_g29997_DN3_SP0_c.t1
OG0001390	XP_018485392.1	CP22_g17376_DN1_SP0_c.t1
OG0001392	XP_018469674.1	CP8_g54426_DN3_SP0_c.t1
OG0001392	XP_018464557.1	CP18_g12616_DN3_SP0_c.t1
OG0001396	XP_018448653.1	CP5_g1286_DN3_SP6_c.t1
OG0001396	XP_018450944.1, XP_018476000.1	CP8_g53419_DN3_SP8_c.t1
OG0001397	XP_018472306.1	CP5_g1281_DN3_SP0_c.t1
OG0001397	XP_018470416.1	CP8_g53415_DN2_SP0_c.t1
OG0001398	XP_018455570.1	CP11_g32123_DN3_SP3_c.t1
OG0001398	XP_018483924.1	CP5_g1378_DN3_SP6_c.t1
OG0001399	XP_018492951.1	CP10_g42371_DN3_SP8_c.t1
OG0001399	XP_018467995.1, XP_018445793.1, XP_018476134.1	CP11_g32181_DN3_SP8_c.t1
OG0001400	XP_018484061.1	CP5_g1480_DN3_SP8_c.t1
OG0001400	XP_018472764.1, XP_018442437.1, XP_018474994.1, XP_018445389.1	CP11_g32449_DN3_SP8_c.t1
OG0001401	XP_018446706.1, XP_018446699.1, XP_018471437.1	CP11_g32698_DN3_SP8_c.t1
OG0001401	XP_018476275.1	CP8_g54392_DN3_SP8_c.t1
OG0001402	XP_018452419.1	CP11_g32823_DN3_SP8_c.t1
OG0001402	XP_018459220.1	CP2_g48430_DN3_SP8_c.t1
OG0001403	XP_018476016.1	CP11_g32945_DN3_SP8_c.t1
OG0001403	XP_018456336.1, XP_018439726.1, XP_018491235.1	CP2_g47824_DN3_SP8_c.t1
OG0001404	XP_018446634.1, XP_018476832.1, XP_018471570.1	CP11_g33063_DN3_SP8_c.t1
OG0001404	XP_018477894.1, XP_018477901.1	CP2_g48256_DN3_SP8_c.t1
OG0001405	XP_018481329.1, XP_018437421.1	CP4_g25874_DN3_SP8_c.t1
OG0001405	XP_018489332.1, XP_018449554.1, XP_018442498.1	CP1_g37054_DN3_SP4_c.t1
OG0001407	XP_018432732.1	CP10_g42165_DN3_SP0_c.t1
OG0001409	XP_018440080.1, XP_018440117.1	CP4_g25664_DN3_SP8_c.t1
OG0001409	XP_018449064.1, XP_018492916.1	CP1_g36928_DN3_SP8_c.t1
OG0001410	XP_018447643.1	CP1_g36553_DN3_SP2_c.t1
OG0001411	XP_018447688.1, XP_018459746.1, XP_018437305.1	CP1_g38498_DN3_SP2_c.t1
OG0001411	XP_018484237.1, XP_018455083.1	CP13_g20417_DN3_SP4_c.t1
OG0001412	XP_018436348.1, XP_018466586.1, XP_018478717.1	CP4_g25313_DN3_SP0_c.t1
OG0001412	XP_018448707.1, XP_018488707.1	CP7_g44957_DN3_SP0_c.t1
OG0001413	XP_018485734.1	CP6_g7682_DN2_SP0_c.t1
OG0001414	XP_018471448.1, XP_018481071.1, XP_018481056.1	CP3_g14390_DN3_SP0_c.t1
OG0001414	XP_018488954.1	CP2_g47691_DN3_SP3_c.t1
OG0001415	XP_018452495.1, XP_018457015.1, XP_018432591.1, XP_018491204.1	CP2_g47712_DN3_SP8_c.t1
OG0001415	XP_018452050.1, XP_018440293.1	CP3_g14404_DN3_SP8_c.t1
OG0001416	XP_018433505.1	CP3_g14511_DN3_SP8_c.t1
OG0001417	XP_018465905.1	CP16_g55457_DN3_SP0_c.t1
OG0001418	XP_018488487.1	CP15_g34752_DN2_SP0_c.t1
OG0001419	XP_018470646.1, XP_018452865.1	CP8_g53582_DN3_SP7_c.t1
OG0001419	XP_018484223.1	CP19_g17981_DN3_SP8_c.t1
OG0001420	XP_018472939.1, XP_018474706.1, XP_018465234.1, XP_018455003.1, XP_018456005.1	CP11_g32053_DN3_SP0_c.t1
OG0001421	XP_018468543.1, XP_018469577.1	CP11_g33390_DN3_SP0_c.t1
OG0001422	XP_018442104.1	CP11_g33730_DN3_SP6_c.t1
OG0001422	XP_018485708.1, XP_018491495.1	CP10_g42852_DN2_SP8_c.t1
OG0001423	XP_018483868.1, XP_018434153.1, XP_018434849.1	CP13_g19261_DN3_SP8_c.t1
OG0001425	XP_018469731.1, XP_018470841.1	CP5_g477_DN3_SP8_c.t1
OG0001425	XP_018439298.1, XP_018458027.1, XP_018492335.1	CP10_g43819_DN3_SP8_c.t1
OG0001427	XP_018449720.1	CP7_g46405_DN3_SP8_c.t1
OG0001427	XP_018435100.1, XP_018489192.1, XP_018488495.1	CP10_g43302_DN3_SP8_c.t1
OG0001429	XP_018478869.1	CP5_g1217_DN3_SP0_c.t1
OG0001429	XP_018455783.1, XP_018457490.1, XP_018468412.1	CP8_g53247_DN3_SP0_c.t1
OG0001430	XP_018483139.1, XP_018479116.1, XP_018445757.1	CP19_g18225_DN3_SP1_c.t1
OG0001430	XP_018476221.1, XP_018465488.1	CP27_g41700_DN3_SP8_c.t1
OG0001431	XP_018436179.1	CP16_g55305_DN3_SP0_c.t1
OG0001432	XP_018466799.1, XP_018449348.1	CP7_g45329_DN3_SP0_c.t1
OG0001432	XP_018444135.1, XP_018454953.1, XP_018454957.1	CP9_g28583_DN3_SP0_c.t1
OG0001433	XP_018480484.1	CP6_g6930_DN3_SP8_c.t1
OG0001433	XP_018463830.1, XP_018477512.1	CP13_g19943_DN3_SP8_c.t1
OG0001434	XP_018451899.1	CP6_g6852_DN3_SP8_c.t1
OG0001434	XP_018478006.1, XP_018455897.1	CP13_g20044_DN3_SP8_c.t1
OG0001435	XP_018487030.1, XP_018438436.1, XP_018440342.1, XP_018436655.1	CP12_g30350_DN3_SP6_c.t1
OG0001435	XP_018469002.1, XP_018492635.1, XP_018463508.1	CP1_g38067_DN3_SP8_c.t1
OG0001436	XP_018480677.1, XP_018486397.1	CP1_g37873_DN3_SP2_c.t1
OG0001436	XP_018432709.1, XP_018438232.1	CP12_g29935_DN3_SP2_c.t1
OG0001437	XP_018455341.1, XP_018438309.1, XP_018481758.1	CP13_g19798_DN3_SP0_c.t1
OG0001438	XP_018448538.1, XP_018484090.1, XP_018463745.1	CP6_g7084_DN3_SP7_c.t1
OG0001438	XP_018464003.1, XP_018466246.1	CP13_g19765_DN3_SP8_c.t1
OG0001439	XP_018473756.1, XP_018462010.1, XP_018458957.1, XP_018465424.1	CP20_g4320_DN3_SP0_c.t1
OG0001440	XP_018477352.1, XP_018450921.1, XP_018471933.1	CP5_g482_DN3_SP3_c.t1
OG0001440	XP_018492394.1, XP_018440650.1	CP10_g43837_DN3_SP2_c.t1
OG0001441	XP_018473099.1, XP_018456171.1, XP_018460795.1, XP_018453842.1	CP16_g55502_DN3_SP0_c.t1
OG0001441	XP_018445616.1	CP19_g18454_DN3_SP6_c.t1
OG0001442	XP_018453366.1, XP_018457885.1	CP11_g31857_DN3_SP8_c.t1
OG0001442	XP_018471393.1, XP_018470398.1, XP_018477682.1, XP_018480644.1	CP19_g18473_DN3_SP8_c.t1
OG0001443	XP_018482359.1	CP6_g6760_DN3_SP0_c.t1
OG0001444	XP_018480590.1, XP_018460372.1, XP_018466229.1, XP_018465071.1	CP19_g18284_DN3_SP7_c.t1
OG0001444	XP_018439123.1	CP10_g42160_DN3_SP8_c.t1
OG0001445	XP_018444816.1, XP_018461357.1	CP3_g13134_DN3_SP1_c.t1
OG0001447	XP_018442478.1	CP3_g13429_DN3_SP0_c.t1
OG0001447	XP_018476896.1	CP4_g24379_DN3_SP0_c.t1
OG0001448	XP_018440419.1, XP_018435023.1	CP16_g54894_DN3_SP6_c.t1
OG0001448	XP_018443616.1, XP_018459993.1	CP20_g4113_DN3_SP0_c.t1
OG0001450	XP_018481383.1, XP_018436443.1	CP4_g24535_DN3_SP5_c.t1
OG0001450	XP_018446465.1, XP_018459496.1	CP3_g13594_DN3_SP8_c.t1
OG0001451	XP_018488658.1, XP_018488611.1, XP_018465278.1	CP4_g24571_DN3_SP8_c.t1
OG0001451	XP_018458586.1, XP_018460288.1	CP3_g13625_DN3_SP8_c.t1
OG0001452	XP_018481076.1, XP_018486001.1	CP3_g13782_DN3_SP1_c.t1
OG0001452	XP_018438670.1, XP_018466245.1	CP4_g24740_DN2_SP2_c.t1
OG0001454	XP_018477716.1, XP_018473219.1, XP_018437005.1	CP4_g24932_DN3_SP8_c.t1
OG0001454	XP_018442677.1	CP3_g13958_DN3_SP8_c.t1
OG0001455	XP_018441295.1, XP_018465954.1	CP4_g24979_DN3_SP7_c.t1
OG0001456	XP_018489241.1, XP_018488920.1, XP_018463464.1	CP12_g30032_DN3_SP4_c.t1
OG0001456	XP_018470027.1, XP_018483743.1	CP6_g7257_DN3_SP4_c.t1
OG0001458	XP_018436231.1	CP10_g43608_DN3_SP0_c.t1
OG0001459	XP_018436758.1, XP_018454974.1, XP_018454911.1	CP10_g43589_DN3_SP8_c.t1
OG0001459	XP_018481075.1, XP_018481498.1	CP5_g1023_DN1_SP8_c.t1
OG0001460	XP_018456619.1	CP10_g43575_DN3_SP8_c.t1
OG0001461	XP_018436392.1, XP_018484138.1, XP_018458149.1	CP4_g24792_DN3_SP0_c.t1
OG0001461	XP_018484137.1	CP4_g24791_DN3_SP0_c.t1
OG0001462	XP_018473044.1, XP_018483369.1	CP4_g24881_DN3_SP0_c.t1
OG0001462	XP_018474047.1, XP_018476023.1, XP_018436380.1, XP_018436381.1	CP4_g24880_DN3_SP0_c.t1
OG0001465	XP_018454211.1, XP_018450574.1, XP_018483849.1	CP5_g80_DN3_SP8_c.t1
OG0001466	XP_018480772.1, XP_018467531.1	CP16_g54860_DN3_SP7_c.t1
OG0001467	XP_018433995.1	CP16_g55013_DN3_SP0_c.t1
OG0001468	XP_018469078.1, XP_018462729.1, XP_018483061.1, XP_018484642.1	CP5_g331_DN3_SP0_c.t1
OG0001468	XP_018440908.1, XP_018436189.1	CP16_g55029_DN3_SP4_c.t1
OG0001469	XP_018481749.1, XP_018437633.1	CP16_g55099_DN3_SP5_c.t1
OG0001469	XP_018461182.1, XP_018480805.1, XP_018470890.1	CP5_g892_DN3_SP8_c.t1
OG0001470	XP_018447064.1, XP_018485609.1	CP7_g44481_DN3_SP0_c.t1
OG0001470	XP_018435615.1, XP_018487250.1	CP7_g44482_DN3_SP0_c.t1
OG0001471	XP_018484595.1, XP_018480279.1	CP2_g48560_DN3_SP8_c.t1
OG0001471	XP_018434337.1	CP10_g42575_DN3_SP0_c.t1
OG0001472	XP_018455378.1, XP_018479320.1	CP2_g48576_DN2_SP0_c.t1
OG0001473	XP_018483796.1	CP2_g48579_DN3_SP7_c.t1
OG0001473	XP_018491853.1, XP_018433454.1, XP_018438853.1, XP_018432523.1	CP10_g42548_DN3_SP8_c.t1
OG0001474	XP_018452317.1, XP_018452315.1, XP_018438237.1	CP12_g29864_DN3_SP1_c.t1
OG0001474	XP_018434968.1, XP_018462100.1	CP12_g29865_DN3_SP8_c.t1
OG0001475	XP_018444020.1	CP3_g13401_DN1_SP0_c.t1
OG0001475	XP_018463228.1, XP_018478177.1, XP_018478166.1, XP_018437102.1	CP4_g24320_DN1_SP0_c.t1
OG0001476	XP_018454930.1, XP_018464001.1, XP_018464000.1	CP13_g19764_DN3_SP0_c.t1, CP13_g19762_DN3_SP0_c.t1
OG0001477	XP_018438539.1, XP_018481208.1	CP2_g48675_DN3_SP0_c.t1
OG0001477	XP_018489043.1, XP_018437286.1	CP10_g42654_DN3_SP7_c.t1
OG0001478	XP_018486837.1	CP12_g30494_DN3_SP0_c.t1
OG0001479	XP_018493338.1, XP_018441398.1, XP_018436296.1	CP1_g37313_DN3_SP8_c.t1
OG0001479	XP_018440599.1	CP2_g49385_DN3_SP8_c.t1
OG0001480	XP_018453267.1	CP2_g48991_DN3_SP6_c.t1
OG0001480	XP_018490311.1, XP_018488444.1, XP_018488448.1	CP1_g37541_DN3_SP8_c.t1
OG0001481	XP_018439927.1	CP7_g46123_DN3_SP0_c.t1
OG0001481	XP_018436055.1, XP_018438757.1	CP7_g46125_DN3_SP0_c.t1
OG0001482	XP_018473403.1, XP_018476312.1	CP8_g52222_DN3_SP1_c.t1
OG0001482	XP_018445262.1, XP_018445113.1, XP_018484371.1	CP19_g18216_DN3_SP6_c.t1
OG0001483	XP_018458482.1	CP7_g45703_DN3_SP8_c.t1
OG0001483	XP_018477269.1, XP_018469163.1, XP_018447171.1	CP5_g503_DN3_SP8_c.t1
OG0001484	XP_018452899.1, XP_018444248.1	CP9_g28740_DN3_SP0_c.t1
OG0001485	XP_018479507.1, XP_018479506.1	CP13_g20158_DN3_SP1_c.t1
OG0001487	XP_018435692.1	CP7_g45364_DN3_SP0_c.t1
OG0001487	XP_018448046.1	CP7_g45366_DN3_SP0_c.t1, CP7_g45365_DN3_SP0_c.t1
OG0001488	XP_018463951.1, XP_018469338.1	CP11_g33672_DN3_SP0_c.t1
OG0001488	XP_018475650.1	CP6_g7568_DN3_SP0_c.t1
OG0001489	XP_018463530.1, XP_018454151.1	CP2_g49262_DN3_SP0_c.t1
OG0001491	XP_018437875.1	CP17_g5066_DN3_SP0_c.t1
OG0001491	XP_018438745.1	CP17_g5069_DN3_SP0_c.t1
OG0001493	XP_018435506.1	CP12_g30771_DN3_SP0_c.t1
OG0001499	XP_018454925.1	CP9_g28220_DN3_SP2_c.t1, CP9_g28221_DN3_SP1_c.t1
OG0001499	XP_018444835.1, XP_018444601.1, XP_018443465.1	CP9_g28217_DN3_SP0_c.t1
OG0001500	XP_018432742.1, XP_018462842.1	CP7_g44909_DN3_SP8_c.t1
OG0001501	XP_018489974.1, XP_018489742.1	CP10_g42355_DN3_SP7_c.t1
OG0001501	XP_018446132.1	CP11_g32201_DN3_SP5_c.t1
OG0001502	XP_018435101.1, XP_018490767.1	CP4_g25872_DN2_SP0_c.t1, CP21_g11035_DN2_SP0_c.t1, CP10_g42347_DN3_SP0_c.t1
OG0001502	XP_018473138.1	CP11_g32211_DN3_SP0_c.t1
OG0001503	XP_018444853.1, XP_018473469.1, XP_018473412.1, XP_018476881.1	CP11_g32462_DN3_SP8_c.t1
OG0001503	XP_018432624.1, XP_018446705.1	CP10_g42169_DN3_SP8_c.t1
OG0001504	XP_018454181.1	CP2_g49328_DN3_SP0_c.t1
OG0001504	XP_018438476.1	CP1_g38106_DN2_SP0_c.t1
OG0001505	XP_018465728.1	CP10_g42133_DN3_SP2_c.t1
OG0001505	XP_018467625.1, XP_018473697.1	CP11_g32519_DN3_SP8_c.t1
OG0001506	XP_018490598.1, XP_018467152.1, XP_018490431.1, XP_018436639.1	CP10_g43200_DN3_SP6_c.t1
OG0001507	XP_018472106.1, XP_018444826.1	CP11_g32792_DN3_SP8_c.t1
OG0001507	XP_018434536.1, XP_018485367.1	CP2_g48454_DN3_SP8_c.t1
OG0001508	XP_018444025.1	CP11_g33093_DN3_SP5_c.t1
OG0001510	XP_018489487.1	CP7_g45210_DN3_SP0_c.t1
OG0001510	XP_018469247.1	CP9_g28390_DN3_SP1_c.t1
OG0001511	XP_018483396.1	CP4_g25978_DN3_SP7_c.t1
OG0001511	XP_018451604.1, XP_018486173.1, XP_018485456.1	CP1_g37101_DN3_SP7_c.t1
OG0001513	XP_018481573.1	CP4_g25875_DN3_SP0_c.t1
OG0001513	XP_018487113.1, XP_018448207.1, XP_018465872.1	CP1_g37057_DN3_SP0_c.t1
OG0001514	XP_018458416.1	CP1_g36999_DN3_SP7_c.t1
OG0001514	XP_018476109.1	CP4_g25758_DN3_SP5_c.t1
OG0001515	XP_018451143.1, XP_018472701.1, XP_018493467.1	CP1_g36950_DN3_SP8_c.t1
OG0001515	XP_018440152.1	CP4_g25682_DN3_SP7_c.t1
OG0001516	XP_018437032.1	CP1_g36908_DN3_SP0_c.t1
OG0001516	XP_018440797.1	CP4_g25633_DN3_SP5_c.t1
OG0001517	XP_018447374.1, XP_018486205.1	CP1_g36557_DN3_SP7_c.t1
OG0001517	XP_018434191.1	CP4_g25517_DN3_SP2_c.t1
OG0001518	XP_018489971.1, XP_018466533.1, XP_018487133.1	CP1_g36630_DN3_SP8_c.t1
OG0001518	XP_018482441.1	CP4_g25406_DN3_SP8_c.t1
OG0001519	XP_018447096.1, XP_018447965.1, XP_018461439.1, XP_018488135.1, XP_018488142.1	CP1_g36637_DN3_SP8_c.t1
OG0001519	XP_018457485.1, XP_018457484.1	CP13_g20314_DN3_SP3_c.t1
OG0001520	XP_018490322.1	CP1_g36641_DN3_SP0_c.t1
OG0001520	XP_018455431.1, XP_018455430.1	CP13_g20290_DN3_SP0_c.t1
OG0001521	XP_018456978.1, XP_018456980.1	CP9_g29604_DN2_SP0_c.t1
OG0001521	XP_018482153.1	CP7_g46122_DN2_SP0_c.t1
OG0001522	XP_018483692.1, XP_018459900.1	CP4_g25318_DN3_SP0_c.t1, CP4_g25322_DN2_SP0_c.t1
OG0001523	XP_018439863.1	CP4_g25314_DN3_SP8_c.t1
OG0001523	XP_018490468.1, XP_018435413.1, XP_018451281.1, XP_018451273.1	CP7_g44964_DN3_SP8_c.t1
OG0001524	XP_018442144.1, XP_018460713.1	CP3_g13439_DN3_SP8_c.t1
OG0001524	XP_018449185.1, XP_018449599.1	CP7_g44804_DN3_SP8_c.t1
OG0001525	XP_018459286.1	CP7_g44737_DN3_SP2_c.t1
OG0001526	XP_018481058.1, XP_018434537.1, XP_018449507.1, XP_018481069.1	CP3_g14385_DN3_SP0_c.t1
OG0001527	XP_018488175.1, XP_018491828.1	CP2_g47717_DN3_SP8_c.t1
OG0001527	XP_018446051.1, XP_018457029.1	CP3_g13808_DN3_SP8_c.t1
OG0001529	XP_018478688.1, XP_018457413.1	CP2_g48369_DN3_SP8_c.t1
OG0001529	XP_018487043.1, XP_018436990.1	CP3_g14435_DN3_SP8_c.t1
OG0001530	XP_018473131.1	CP1_g38677_DN3_SP0_c.t1
OG0001531	XP_018468829.1, XP_018465663.1, XP_018465647.1	CP13_g20721_DN3_SP0_c.t1
OG0001534	XP_018435787.1	CP13_g19894_DN3_SP0_c.t1, CP13_g19895_DN3_SP0_c.t1, CP13_g19896_DN1_SP0_c.t1
OG0001535	XP_018472181.1	CP19_g18012_DN3_SP8_c.t1
OG0001535	XP_018452141.1	CP8_g53657_DN3_SP8_c.t1
OG0001536	XP_018480455.1, XP_018457863.1	CP19_g17900_DN3_SP0_c.t1
OG0001536	XP_018452304.1, XP_018456725.1	CP2_g48932_DN3_SP5_c.t1
OG0001537	XP_018472993.1, XP_018453748.1, XP_018457184.1, XP_018465471.1	CP11_g32062_DN3_SP3_c.t1
OG0001537	XP_018451072.1	CP1_g36781_DN3_SP4_c.t1
OG0001538	XP_018439199.1	CP1_g36764_DN3_SP8_c.t1
OG0001538	XP_018457095.1, XP_018473550.1, XP_018462142.1	CP11_g32047_DN3_SP8_c.t1
OG0001539	XP_018467252.1	CP11_g33242_DN3_SP0_c.t1, CP36_g51038_DN3_SP0_c.t1, CP36_g51008_DN1_SP0_c.t1, CP31_g46834_DN1_SP0_c.t1, CP31_g46795_DN3_SP0_c.t1, CP219_g10343_DN3_SP0_c.t1
OG0001540	XP_018489132.1, XP_018465740.1, XP_018485409.1	CP10_g43075_DN3_SP3_c.t1
OG0001540	XP_018446941.1	CP11_g33347_DN3_SP0_c.t1
OG0001541	XP_018466330.1, XP_018461908.1, XP_018442556.1, XP_018473043.1, XP_018488910.1	CP10_g43026_DN3_SP0_c.t1
OG0001543	XP_018443096.1, XP_018444027.1, XP_018442979.1	CP9_g29343_DN1_SP0_c.t1
OG0001543	XP_018459931.1	CP7_g45640_DN3_SP0_c.t1
OG0001544	XP_018442497.1	CP9_g29341_DN3_SP3_c.t1
OG0001544	XP_018436574.1, XP_018462733.1, XP_018447815.1, XP_018442014.1	CP7_g45641_DN3_SP4_c.t1
OG0001545	XP_018442701.1	CP9_g29303_DN3_SP8_c.t1
OG0001545	XP_018472412.1	CP7_g45668_DN3_SP8_c.t1
OG0001546	XP_018444261.1, XP_018444245.1, XP_018464651.1, XP_018464064.1	CP9_g29141_DN3_SP2_c.t1
OG0001548	XP_018477379.1, XP_018455888.1	CP5_g426_DN3_SP7_c.t1
OG0001548	XP_018434904.1, XP_018434923.1	CP10_g43756_DN3_SP8_c.t1
OG0001549	XP_018447143.1	CP6_g7713_DN3_SP0_c.t1
OG0001549	XP_018441978.1, XP_018486911.1, XP_018486894.1	CP12_g30776_DN2_SP0_c.t1
OG0001550	XP_018452643.1	CP9_g29032_DN3_SP7_c.t1
OG0001550	XP_018435843.1, XP_018451520.1	CP7_g45910_DN3_SP8_c.t1
OG0001551	XP_018453768.1, XP_018449021.1	CP20_g4256_DN3_SP0_c.t1, CP20_g4255_DN3_SP0_c.t1
OG0001552	XP_018461599.1, XP_018477836.1, XP_018455996.1	CP13_g19950_DN3_SP8_c.t1
OG0001552	XP_018482647.1	CP6_g6911_DN3_SP8_c.t1
OG0001553	XP_018439949.1, XP_018490777.1	CP12_g30383_DN2_SP0_c.t1
OG0001553	XP_018459878.1	CP1_g38053_DN3_SP0_c.t1
OG0001554	XP_018486913.1	CP1_g37858_DN3_SP7_c.t1
OG0001554	XP_018437098.1, XP_018432974.1	CP12_g29906_DN3_SP8_c.t1
OG0001555	XP_018434987.1, XP_018482024.1	CP13_g19784_DN3_SP8_c.t1
OG0001555	XP_018482980.1	CP6_g7066_DN3_SP8_c.t1
OG0001556	XP_018481981.1, XP_018481979.1	CP6_g7107_DN3_SP7_c.t1
OG0001557	XP_018433093.1, XP_018457764.1, XP_018433511.1	CP2_g47580_DN3_SP8_c.t1
