Orthogroup	Raphanus_sativus	Arabidopsis_thaliana
OG0001366	XP_018490581.1, XP_018493486.1, XP_018433398.1, XP_018439571.1	AT3G05420.2
OG0001366	XP_018440235.1, XP_018435094.1	AT5G27630.3
OG0001367	XP_018438241.1	AT3G44718.1
OG0001368	XP_018484952.1, XP_018483149.1, XP_018484941.1, XP_018440551.1	AT2G46800.1
OG0001370	XP_018435686.1, XP_018435685.1, XP_018460537.1, XP_018436354.1, XP_018460538.1, XP_018437647.1	AT1G58260.1
OG0001371	XP_018485492.1, XP_018440913.1	AT3G04080.1
OG0001371	XP_018472595.1, XP_018442999.1, XP_018442700.1	AT5G18280.1
OG0001372	XP_018488769.1, XP_018491434.1, XP_018439235.1	AT3G04510.1
OG0001373	XP_018432714.1, XP_018461712.1, XP_018434691.1	AT3G10740.2
OG0001374	XP_018459744.1, XP_018459840.1, XP_018483060.1, XP_018484666.1	AT5G39000.1, AT5G38990.1
OG0001375	XP_018492244.1, XP_018440629.1, XP_018486106.1, XP_018466455.1	AT3G14840.2
OG0001376	XP_018466262.1, XP_018459439.1, XP_018434754.1	AT3G15210.1
OG0001376	XP_018447839.1, XP_018469523.1	AT1G53170.1
OG0001377	XP_018451488.1, XP_018448138.1	AT1G48440.1
OG0001377	XP_018492854.1, XP_018485930.1, XP_018440208.1, XP_018489290.1, XP_018489289.1	AT3G17780.1
OG0001378	XP_018474309.1, XP_018476766.1, XP_018445499.1	AT5G12980.1
OG0001378	XP_018490671.1	AT3G20800.1
OG0001379	XP_018448084.1, XP_018490190.1	AT1G51360.1
OG0001379	XP_018440040.1	AT2G31670.1
OG0001380	XP_018444426.1, XP_018444636.1	AT5G18330.1, AT5G18340.1, AT5G18320.1
OG0001381	XP_018442000.1	AT1G60940.1
OG0001381	XP_018491713.1, XP_018483562.1	AT1G10940.2
OG0001382	XP_018441852.1	AT1G14500.1
OG0001383	XP_018473631.1	AT1G21950.1
OG0001384	XP_018450623.1, XP_018450621.1, XP_018436204.1	AT1G23310.1
OG0001385	XP_018481276.1	AT4G37140.1, AT4G37150.1
OG0001387	XP_018461093.1, XP_018482685.1	AT4G33905.1
OG0001387	XP_018438219.1, XP_018453934.1, XP_018453937.1, XP_018452895.1, XP_018461410.1	AT2G14860.1
OG0001389	XP_018490892.1, XP_018453912.1, XP_018440472.1	AT3G16390.1, AT3G16400.1, AT2G33070.3
OG0001390	XP_018485392.1	AT3G23010.1, AT3G23110.1
OG0001391	XP_018482435.1	AT2G27410.1, AT2G32645.1, AT2G32905.1, AT2G31420.1
OG0001392	XP_018469674.1	AT5G19100.1
OG0001393	XP_018435477.1	AT5G28950.1
OG0001396	XP_018448653.1	AT4G27270.1, AT5G54500.2
OG0001397	XP_018472306.1	AT4G27320.1
OG0001397	XP_018470416.1	AT5G54430.3
OG0001398	XP_018455570.1	AT4G01970.2
OG0001398	XP_018483924.1	AT5G40390.1
OG0001399	XP_018492951.1	AT3G03780.1
OG0001399	XP_018467995.1, XP_018445793.1, XP_018476134.1	AT5G17920.1
OG0001400	XP_018484061.1	AT5G39850.1
OG0001400	XP_018472764.1, XP_018442437.1, XP_018474994.1, XP_018445389.1	AT5G15200.1
OG0001401	XP_018446706.1, XP_018446699.1, XP_018471437.1	AT5G12350.1
OG0001401	XP_018476275.1	AT5G19420.2
OG0001402	XP_018473362.1, XP_018474468.1, XP_018452419.1	AT5G11060.1
OG0001402	XP_018459220.1	AT5G25220.1
OG0001403	XP_018476016.1	AT5G09870.1
OG0001403	XP_018456336.1, XP_018439726.1, XP_018491235.1	AT5G64740.1
OG0001404	XP_018446634.1, XP_018476832.1, XP_018471570.1	AT5G08300.1
OG0001404	XP_018477894.1, XP_018477901.1	AT5G23250.1
OG0001405	XP_018481329.1, XP_018437421.1	AT2G28680.1
OG0001405	XP_018489332.1, XP_018449554.1, XP_018442498.1	AT1G07750.1
OG0001406	XP_018484446.1, XP_018474663.1, XP_018481823.1, XP_018480438.1	AT2G30000.1
OG0001407	XP_018432732.1	AT3G01340.1
OG0001408	XP_018434674.1, XP_018478057.1	AT2G30840.1
OG0001408	XP_018481129.1	AT2G30830.1
OG0001408	XP_018480710.1	AT2G25450.1
OG0001409	XP_018440080.1, XP_018440117.1	AT2G30950.4
OG0001409	XP_018449064.1, XP_018492916.1	AT1G06430.1
OG0001410	XP_018447643.1	AT1G05210.1
OG0001411	XP_018447688.1, XP_018459746.1, XP_018437305.1	AT1G47128.1
OG0001411	XP_018484237.1, XP_018455083.1	AT5G43060.1
OG0001412	XP_018436348.1, XP_018466586.1, XP_018478717.1	AT2G34310.1
OG0001412	XP_018448707.1, XP_018488707.1	AT1G29530.1
OG0001413	XP_018485840.1, XP_018485733.1	AT1G32100.1
OG0001414	XP_018471448.1, XP_018481071.1, XP_018481056.1	AT3G49850.1
OG0001414	XP_018488954.1	AT5G67580.1
OG0001415	XP_018452495.1, XP_018457015.1, XP_018432591.1, XP_018491204.1	AT5G65810.1
OG0001415	XP_018452050.1, XP_018440293.1	AT3G49720.1
OG0001416	XP_018433505.1	AT3G48680.1
OG0001418	XP_018488487.1	AT2G14580.1
OG0001419	XP_018470646.1, XP_018452865.1	AT5G55990.1
OG0001419	XP_018484223.1	AT4G26570.2
OG0001420	XP_018447133.1	AT4G02520.1, AT2G02930.1
OG0001421	XP_018432966.1	AT5G05040.1, AT5G05060.1
OG0001422	XP_018442104.1	AT5G01610.1
OG0001422	XP_018485708.1	AT3G08890.1
OG0001423	XP_018483868.1, XP_018434153.1, XP_018434849.1	AT3G27430.2
OG0001424	XP_018467847.1	AT4G20220.1
OG0001425	XP_018469731.1, XP_018470841.1, XP_018484219.1	AT4G35310.1
OG0001425	XP_018439298.1, XP_018458027.1, XP_018492335.1	AT2G17290.1
OG0001426	XP_018440120.1, XP_018488498.1	AT3G13320.1
OG0001426	XP_018434026.1	AT1G55720.1
OG0001427	XP_018449720.1	AT1G55560.1
OG0001427	XP_018435100.1, XP_018489192.1, XP_018488495.1	AT3G13400.1
OG0001428	XP_018434572.1, XP_018434608.1, XP_018442949.1, XP_018477933.1	AT3G53020.1
OG0001429	XP_018478869.1	AT4G27840.1
OG0001429	XP_018455783.1, XP_018457490.1, XP_018468412.1	AT5G52990.1
OG0001430	XP_018483139.1, XP_018479116.1, XP_018445757.1	AT4G24260.1
OG0001430	XP_018476221.1, XP_018465488.1	AT5G49720.1
OG0001431	XP_018436179.1	AT2G25370.1, AT2G25360.1
OG0001432	XP_018466799.1, XP_018449348.1	AT1G26920.1
OG0001432	XP_018444135.1, XP_018454953.1, XP_018454957.1	AT1G69760.1
OG0001433	XP_018480484.1, XP_018458629.1	AT4G18800.1
OG0001433	XP_018463830.1, XP_018477512.1	AT5G45750.1
OG0001434	XP_018451899.1	AT4G19640.1
OG0001434	XP_018455897.1	AT5G45130.2
OG0001435	XP_018487030.1, XP_018438436.1, XP_018440342.1, XP_018436655.1	AT3G20060.1
OG0001435	XP_018469002.1, XP_018492635.1, XP_018463508.1	AT1G50490.1
OG0001436	XP_018480677.1, XP_018486397.1	AT1G52540.1
OG0001436	XP_018432709.1, XP_018438232.1	AT3G15890.1
OG0001437	XP_018455341.1, XP_018438309.1, XP_018481758.1	AT5G47000.1
OG0001437	XP_018461089.1	AT4G17690.1
OG0001438	XP_018448538.1, XP_018484090.1, XP_018463745.1	AT4G17486.1
OG0001438	XP_018464003.1, XP_018466246.1	AT5G47310.1
OG0001439	XP_018473756.1, XP_018462010.1, XP_018458957.1, XP_018465424.1	AT4G11180.1, AT4G11210.1, AT4G11190.1
OG0001440	XP_018477352.1, XP_018450921.1, XP_018471933.1	AT4G35270.1
OG0001440	XP_018492394.1, XP_018440650.1	AT2G17150.1
OG0001441	XP_018445616.1	AT4G22240.1
OG0001442	XP_018453366.1, XP_018457885.1	AT4G04610.1
OG0001442	XP_018471393.1, XP_018470398.1, XP_018477682.1, XP_018480644.1	AT4G21990.1
OG0001443	XP_018450199.1, XP_018469697.1, XP_018482359.1	AT4G20990.1
OG0001444	XP_018480590.1, XP_018460372.1, XP_018466229.1, XP_018465071.1	AT4G23710.1
OG0001444	XP_018439123.1	AT3G01390.1
OG0001447	XP_018442478.1	AT3G59580.1
OG0001447	XP_018434817.1, XP_018476896.1	AT2G43500.2
OG0001448	XP_018440419.1, XP_018435023.1	AT2G22620.1
OG0001448	XP_018443616.1, XP_018459993.1	AT4G37950.1
OG0001450	XP_018481383.1, XP_018436443.1	AT2G41860.1
OG0001450	XP_018446465.1, XP_018459496.1	AT3G57530.1
OG0001451	XP_018488658.1, XP_018488611.1, XP_018465278.1	AT2G41490.1
OG0001451	XP_018458586.1, XP_018460288.1	AT3G57220.1
OG0001452	XP_018481076.1, XP_018486001.1	AT3G55646.1
OG0001452	XP_018438670.1, XP_018466245.1	AT2G39855.1
OG0001453	XP_018434730.1, XP_018438870.1, XP_018477441.1	AT2G22170.1
OG0001453	XP_018447481.1	AT4G39730.1
OG0001454	XP_018477716.1, XP_018473219.1, XP_018437005.1	AT2G37940.1
OG0001454	XP_018442677.1	AT3G54020.1
OG0001455	XP_018485578.1, XP_018483826.1	AT3G53710.1
OG0001456	XP_018489241.1, XP_018488920.1, XP_018463464.1	AT3G16870.1
OG0001456	XP_018470027.1, XP_018483743.1	AT4G16141.1
OG0001457	XP_018489028.1, XP_018487089.1	AT1G11470.1
OG0001458	XP_018438017.1, XP_018462518.1, XP_018437485.1	AT2G19190.1
OG0001458	XP_018436231.1	AT2G19210.1
OG0001459	XP_018436758.1, XP_018454974.1, XP_018454911.1	AT2G19350.1
OG0001459	XP_018481075.1, XP_018481498.1	AT4G29850.1
OG0001460	XP_018433650.1, XP_018434013.1	AT2G19520.1
OG0001460	XP_018472290.1	AT4G29730.1
OG0001461	XP_018473213.1, XP_018436392.1, XP_018484138.1, XP_018458149.1, XP_018484137.1	AT2G39330.2, AT2G39310.1
OG0001462	XP_018473044.1, XP_018483369.1	AT2G38430.1
OG0001463	XP_018491969.1	AT3G12000.1
OG0001464	XP_018460338.1, XP_018472540.1, XP_018474626.1	AT4G12320.1, AT4G12310.1
OG0001465	XP_018454211.1, XP_018450574.1, XP_018483849.1	AT4G38970.1
OG0001466	XP_018480772.1, XP_018467531.1	AT2G22330.2
OG0001466	XP_018447230.1, XP_018459821.1, XP_018485051.1	AT4G39950.2
OG0001467	XP_018433995.1	AT2G23590.1, AT2G23600.2, AT2G23610.1
OG0001468	XP_018469078.1, XP_018462729.1, XP_018483061.1, XP_018484642.1	AT4G36820.1
OG0001468	XP_018440908.1, XP_018436189.1	AT2G23790.1
OG0001469	XP_018481749.1, XP_018437633.1	AT2G24320.2
OG0001469	XP_018461182.1, XP_018480805.1, XP_018470890.1	AT4G31020.1
OG0001470	XP_018447064.1, XP_018485609.1	AT1G34190.1
OG0001470	XP_018435615.1, XP_018487250.1	AT1G34180.2
OG0001472	XP_018489561.1, XP_018490260.1, XP_018438852.1, XP_018433453.1	AT3G05610.1
OG0001472	XP_018455378.1, XP_018479320.1	AT5G27870.1
OG0001473	XP_018483796.1	AT5G27840.4
OG0001473	XP_018491853.1, XP_018433454.1, XP_018438853.1, XP_018432523.1	AT3G05580.1
OG0001474	XP_018434968.1, XP_018462100.1	AT2G20340.1
OG0001475	XP_018444020.1	AT3G59900.1
OG0001475	XP_018463228.1, XP_018478177.1, XP_018478166.1, XP_018437102.1	AT2G44080.1
OG0001476	XP_018454930.1, XP_018464001.1	AT5G47330.1, AT5G47340.1
OG0001477	XP_018490800.1, XP_018438539.1, XP_018481208.1	AT5G49620.2
OG0001477	XP_018489043.1, XP_018437286.1	AT3G06490.1
OG0001478	XP_018486837.1	AT3G21352.1
OG0001478	XP_018489899.1	AT1G51913.1, AT1G51915.1
OG0001479	XP_018493338.1, XP_018441398.1, XP_018436296.1	AT1G10290.1
OG0001479	XP_018440599.1	AT1G59610.1
OG0001480	XP_018453267.1	AT1G62880.1
OG0001480	XP_018490311.1, XP_018488444.1, XP_018488448.1	AT1G12340.1, AT1G12390.1
OG0001481	XP_018439927.1	AT1G16160.1
OG0001481	XP_018436055.1, XP_018438757.1	AT1G16110.1
OG0001482	XP_018473403.1, XP_018476312.1	AT5G49945.1
OG0001482	XP_018445262.1, XP_018445113.1, XP_018484371.1	AT4G24330.1
OG0001483	XP_018458482.1	AT1G20630.1
OG0001483	XP_018477269.1, XP_018469163.1, XP_018447171.1	AT4G35090.1
OG0001484	XP_018466127.1, XP_018449690.1	AT1G22985.1
OG0001484	XP_018452899.1, XP_018444248.1	AT1G71130.1
OG0001485	XP_018479507.1, XP_018479506.1	AT5G44380.2
OG0001485	XP_018457438.1	AT5G44400.1
OG0001486	XP_018471939.1, XP_018465116.1, XP_018483241.1, XP_018450426.1, XP_018451238.1	AT4G31170.1
OG0001486	XP_018465880.1	AT2G24360.1
OG0001487	XP_018435692.1, XP_018448046.1	AT1G27170.1, AT1G27180.1
OG0001488	XP_018463951.1, XP_018469338.1	AT5G23840.1, AT5G23830.1, AT5G23820.1
OG0001489	XP_018436170.1, XP_018436169.1, XP_018463530.1, XP_018454151.1	AT1G80470.1
OG0001490	XP_018437593.1, XP_018488279.1, XP_018490014.1, XP_018490153.1	AT3G05770.1, AT1G54300.1
OG0001491	XP_018437875.1, XP_018438745.1, XP_018473946.1	AT3G18720.1
OG0001492	XP_018435476.1, XP_018435475.1, XP_018435473.1, XP_018435474.1, XP_018487589.1, XP_018491894.1, XP_018487614.1, XP_018487615.1	AT3G20690.1, AT3G20710.1, AT3G20700.1
OG0001493	XP_018435506.1	AT3G28870.1, AT3G24260.1
OG0001499	XP_018454925.1	AT1G66780.1
OG0001499	XP_018444835.1, XP_018444601.1, XP_018443465.1	AT1G64820.1
OG0001500	XP_018432742.1, XP_018462842.1	AT1G29880.1
OG0001500	XP_018463616.1	AT1G29870.1
OG0001501	XP_018489974.1, XP_018489742.1	AT3G03620.1
OG0001501	XP_018446132.1	AT5G17700.1
OG0001502	XP_018435101.1, XP_018490767.1	AT3G03550.1
OG0001502	XP_018473138.1	AT5G17600.1
OG0001503	XP_018444853.1, XP_018473469.1, XP_018473412.1, XP_018476881.1	AT5G15080.1
OG0001503	XP_018432624.1, XP_018446705.1	AT3G01300.1
OG0001504	XP_018454181.1, XP_018491770.1, XP_018438476.1	AT1G49990.1
OG0001505	XP_018465728.1	AT3G01620.1
OG0001505	XP_018467625.1, XP_018473697.1	AT5G14480.1
OG0001506	XP_018490598.1, XP_018467152.1, XP_018490431.1, XP_018436639.1	AT3G12390.1
OG0001507	XP_018472106.1, XP_018444826.1	AT5G11420.1
OG0001507	XP_018434536.1, XP_018485367.1	AT5G25460.1
OG0001508	XP_018444025.1	AT5G08000.2
OG0001508	XP_018486349.1, XP_018457006.1, XP_018433835.1	AT5G61130.1
OG0001509	XP_018470402.1, XP_018456933.1, XP_018470118.1, XP_018476994.1	AT5G07860.1, AT5G07870.1
OG0001510	XP_018489487.1	AT1G25270.1
OG0001510	XP_018435894.1, XP_018469247.1	AT1G68170.2
OG0001511	XP_018483396.1	AT2G27860.1
OG0001511	XP_018451604.1, XP_018486173.1, XP_018485456.1	AT1G08200.1
OG0001512	XP_018435812.1, XP_018482210.1, XP_018471659.1	AT1G07870.2
OG0001512	XP_018474985.1	AT2G28590.1
OG0001513	XP_018481573.1, XP_018437760.1	AT2G28670.1
OG0001513	XP_018487113.1, XP_018448207.1, XP_018465872.1	AT1G07730.2
OG0001514	XP_018469104.1, XP_018468854.1, XP_018489399.1, XP_018458416.1, XP_018447872.1	AT1G07140.1
OG0001514	XP_018476109.1	AT2G30060.1
OG0001515	XP_018451143.1, XP_018472701.1, XP_018493467.1	AT1G06680.1
OG0001516	XP_018437032.1	AT1G06180.1
OG0001516	XP_018480610.1, XP_018440797.1	AT2G31180.1
OG0001517	XP_018447374.1, XP_018486205.1	AT1G05180.1
OG0001517	XP_018434191.1	AT2G32410.1
OG0001518	XP_018489971.1, XP_018466533.1, XP_018487133.1	AT1G04470.1
OG0001518	XP_018482441.1	AT2G33420.1
OG0001519	XP_018447096.1, XP_018447965.1, XP_018461439.1, XP_018488135.1, XP_018488142.1	AT1G04410.1
OG0001519	XP_018457485.1, XP_018457484.1	AT5G43330.1
OG0001520	XP_018465174.1, XP_018490322.1	AT1G04370.1
OG0001520	XP_018455431.1, XP_018455430.1	AT5G43410.1
OG0001521	XP_018456978.1, XP_018456980.1	AT1G79660.1
OG0001521	XP_018482153.1, XP_018439932.1	AT1G16170.1
OG0001523	XP_018439863.1	AT2G34300.1
OG0001523	XP_018490468.1, XP_018435413.1, XP_018451281.1, XP_018451273.1	AT1G29470.1
OG0001524	XP_018489462.1, XP_018466149.1	AT3G59500.1
OG0001524	XP_018449185.1, XP_018449599.1	AT1G30890.1
OG0001525	XP_018443619.1, XP_018443620.1, XP_018443597.1, XP_018473889.1, XP_018443598.1, XP_018477067.1	AT2G04060.1
OG0001525	XP_018459286.1	AT1G31740.1
OG0001526	XP_018481058.1, XP_018434537.1, XP_018449507.1, XP_018481069.1	AT3G49910.1
OG0001527	XP_018488175.1, XP_018491828.1	AT5G65750.1
OG0001527	XP_018446051.1, XP_018457029.1	AT3G55410.1
OG0001529	XP_018478688.1, XP_018457413.1	AT5G24430.1
OG0001529	XP_018487043.1, XP_018436990.1	AT3G49370.1
OG0001531	XP_018453364.1	AT5G22860.1
OG0001532	XP_018475836.1, XP_018475835.1, XP_018452466.1, XP_018468651.1	AT5G59590.1, AT5G59580.1
OG0001533	XP_018473449.1, XP_018475553.1, XP_018475874.1, XP_018475837.1, XP_018475717.1	AT5G59540.1
OG0001534	XP_018435787.1	AT5G46200.1
OG0001535	XP_018472181.1	AT4G26270.1
OG0001535	XP_018452141.1	AT5G56630.1
OG0001536	XP_018480455.1, XP_018457863.1, XP_018452304.1, XP_018456725.1	AT1G63470.1, AT1G63480.1
OG0001537	XP_018472993.1, XP_018453748.1, XP_018457184.1, XP_018465471.1	AT4G02450.1
OG0001538	XP_018439199.1	AT1G03040.3
OG0001538	XP_018457095.1, XP_018473550.1, XP_018462142.1	AT4G02590.1
OG0001539	XP_018443376.1, XP_018443381.1, XP_018467252.1	AT5G06500.1
OG0001540	XP_018489132.1, XP_018465740.1, XP_018485409.1	AT3G11070.1
OG0001540	XP_018446941.1	AT5G05520.1
OG0001541	XP_018488910.1	AT3G10610.1
OG0001542	XP_018470958.1, XP_018470957.1	AT5G03470.1
OG0001542	XP_018432536.1, XP_018490690.1	AT3G09880.1
OG0001543	XP_018443096.1, XP_018444027.1, XP_018442979.1	AT1G76980.1
OG0001543	XP_018459931.1	AT1G21390.1
OG0001544	XP_018442497.1	AT1G76970.1
OG0001544	XP_018436574.1, XP_018462733.1, XP_018447815.1, XP_018442014.1	AT1G21380.1
OG0001545	XP_018442701.1	AT1G76590.1
OG0001545	XP_018472412.1, XP_018450323.1	AT1G21000.1
OG0001546	XP_018468742.1, XP_018468676.1	AT1G75030.1
OG0001546	XP_018444261.1, XP_018444245.1, XP_018464651.1, XP_018464064.1	AT1G75050.1
OG0001547	XP_018462541.1, XP_018471409.1	AT2G17320.1
OG0001548	XP_018477379.1	AT4G35840.2
OG0001548	XP_018434904.1, XP_018434923.1	AT2G17730.2
OG0001549	XP_018447143.1	AT4G13580.1
OG0001549	XP_018441978.1, XP_018486911.1, XP_018486894.1	AT3G24020.1
OG0001550	XP_018452643.1	AT1G73950.1
OG0001550	XP_018435843.1, XP_018451520.1	AT1G18470.1
OG0001551	XP_018453768.1, XP_018449021.1	AT5G23800.2, AT5G23780.1, AT5G23770.2
OG0001552	XP_018461599.1, XP_018477836.1, XP_018455996.1	AT5G45670.1
OG0001552	XP_018482647.1	AT4G18970.2
OG0001553	XP_018439949.1, XP_018490777.1	AT3G20310.1
OG0001553	XP_018459878.1	AT1G50640.1
OG0001554	XP_018486913.1	AT1G52700.2
OG0001554	XP_018437098.1, XP_018432974.1	AT3G15650.2
OG0001555	XP_018434987.1, XP_018482024.1	AT5G47080.1
OG0001555	XP_018482980.1	AT4G17640.1
OG0001556	XP_018439046.1	AT5G47540.1
OG0001556	XP_018481981.1, XP_018481979.1	AT4G17270.1
OG0001557	XP_018433093.1, XP_018457764.1, XP_018433511.1	AT5G66570.1
OG0001557	XP_018449029.1	AT3G50820.1
OG0001558	XP_018441472.1, XP_018477480.1, XP_018476608.1	AT2G47160.2
OG0001558	XP_018485294.1	AT3G62270.1
OG0001559	XP_018480238.1, XP_018480242.1, XP_018472156.1	AT4G32070.1
OG0001559	XP_018437520.1, XP_018490436.1	AT2G25290.1
OG0001560	XP_018475264.1, XP_018461825.1	AT2G44150.1
OG0001560	XP_018462706.1, XP_018444728.1, XP_018488040.1, XP_018491110.1	AT3G59960.1
OG0001561	XP_018482123.1	AT3G57960.1
OG0001561	XP_018491994.1, XP_018463687.1	AT3G57970.1
OG0001562	XP_018485832.1, XP_018459501.1, XP_018442717.1	AT3G57550.2
OG0001562	XP_018459949.1	AT2G41880.5
OG0001563	XP_018472823.1, XP_018440932.1	AT2G41140.1
OG0001563	XP_018465800.1, XP_018461051.1, XP_018483567.1, XP_018477440.1, XP_018479967.1	AT3G56760.1
OG0001564	XP_018485162.1, XP_018485885.1, XP_018485859.1	AT3G55770.7
OG0001564	XP_018440570.1, XP_018476008.1	AT2G39900.1
OG0001565	XP_018489626.1	AT3G55700.1, AT3G55710.1
OG0001566	XP_018433241.1	AT2G37975.1
OG0001566	XP_018490645.1	AT3G54085.1
OG0001567	XP_018457951.1, XP_018470000.1, XP_018438630.1	AT3G44840.1
OG0001568	XP_018470492.1, XP_018470494.1, XP_018483517.1	AT4G30020.1
OG0001568	XP_018456660.1, XP_018441778.1	AT2G19170.1
OG0001569	XP_018433856.1, XP_018474838.1, XP_018474635.1	AT2G21510.2
OG0001569	XP_018471560.1	AT4G39150.1
OG0001570	XP_018452212.1, XP_018446226.1	AT1G71900.2
OG0001571	XP_018486866.1	AT1G03260.1
OG0001571	XP_018474543.1, XP_018445822.1, XP_018445819.1	AT5G19070.1
OG0001572	XP_018488323.1, XP_018438556.1	AT3G05310.1
OG0001572	XP_018477950.1, XP_018441549.1	AT5G27540.1
OG0001573	XP_018461282.1, XP_018452580.1, XP_018477510.1	AT5G28150.1
OG0001573	XP_018489660.1, XP_018438051.1	AT3G04860.1
OG0001574	XP_018450515.1, XP_018471565.1, XP_018484254.1	AT4G28470.1
OG0001574	XP_018441700.1, XP_018441702.1	AT2G20580.1
OG0001575	XP_018455448.1, XP_018455490.1, XP_018455368.1, XP_018465980.1, XP_018454048.1	AT3G04330.1, AT3G04320.2
OG0001576	XP_018457788.1, XP_018484082.1	AT5G27120.1
OG0001577	XP_018478908.1	AT5G48290.3
OG0001577	XP_018435120.1, XP_018485794.1, XP_018481487.1, XP_018481499.1, XP_018485663.1	AT3G07600.1
OG0001578	XP_018485622.1	AT3G17410.1
OG0001578	XP_018447382.1	AT1G48210.1
OG0001578	XP_018486141.1	AT1G48220.1
OG0001580	XP_018479513.1	AT4G14260.1
OG0001581	XP_018467192.1, XP_018481642.1	AT5G39480.1, AT5G39490.1, AT5G39460.1
OG0001581	XP_018477104.1	AT5G39450.1
OG0001582	XP_018484754.1, XP_018437853.1	AT2G32370.1
OG0001582	XP_018487097.1	AT1G05230.1
OG0001583	XP_018466739.1	AT1G10960.1
OG0001583	XP_018452576.1, XP_018458645.1, XP_018434204.1	AT1G60950.1
OG0001584	XP_018484725.1	AT1G14860.1
OG0001584	XP_018477723.1, XP_018434166.1	AT2G01670.1
OG0001585	XP_018433322.1	AT1G22550.1
OG0001585	XP_018451343.1, XP_018447780.1	AT1G22570.1
OG0001586	XP_018439442.1, XP_018455199.1, XP_018455314.1	AT2G03760.1
OG0001587	XP_018468423.1, XP_018459397.1	AT1G70660.1
OG0001588	XP_018457206.1	AT1G64330.1
OG0001588	XP_018445162.1	AT5G41790.1
OG0001589	XP_018440923.1, XP_018481777.1, XP_018481782.1	AT3G28080.1, AT3G28070.1, AT3G28100.1
OG0001591	XP_018436704.1	AT2G22425.1
OG0001591	XP_018468125.1, XP_018468123.1	AT4G40042.1
OG0001592	XP_018470040.1, XP_018461186.1	AT4G34135.1
OG0001592	XP_018461192.1, XP_018469001.1	AT4G34131.1
OG0001593	XP_018435175.1, XP_018433429.1	AT1G13560.1
OG0001593	XP_018458391.1, XP_018478567.1, XP_018436927.1	AT3G25585.1
OG0001595	XP_018484650.1	AT1G65500.1
OG0001597	XP_018453558.1	AT5G56452.1
OG0001599	XP_018487570.1, XP_018465941.1, XP_018467782.1	AT4G28800.2, AT4G28815.1, AT4G28811.1, AT4G28790.1
OG0001603	XP_018469709.1, XP_018441573.1, XP_018458341.1, XP_018458343.1	AT3G48450.1
OG0001603	XP_018458208.1, XP_018432865.1	AT5G63270.1
OG0001604	XP_018455401.1, XP_018438168.1, XP_018447577.1	AT1G19020.1
OG0001604	XP_018488682.1	AT3G48180.1
OG0001605	XP_018479665.1	AT5G40430.1, AT2G25230.1
OG0001606	XP_018459306.1	AT5G17190.1
OG0001606	XP_018492964.1	AT3G03160.1
OG0001607	XP_018436796.1, XP_018436794.1, XP_018490656.1	AT3G03050.1
OG0001607	XP_018471571.1, XP_018445140.1	AT5G16910.1
OG0001608	XP_018466893.1, XP_018487608.1, XP_018441530.1	AT3G20620.1
OG0001610	XP_018449250.1, XP_018437376.1, XP_018436105.1	AT1G27350.1, AT1G27330.1
OG0001611	XP_018444540.1, XP_018444577.1	AT5G12480.1
OG0001611	XP_018443957.1, XP_018464060.1, XP_018471632.1	AT5G19450.1
OG0001612	XP_018442261.1	AT5G19480.1
OG0001612	XP_018476665.1, XP_018446643.1	AT5G12230.1
OG0001613	XP_018473166.1, XP_018444992.1	AT5G11730.1
OG0001613	XP_018479309.1	AT5G25970.1
OG0001614	XP_018465325.1, XP_018467457.1, XP_018439354.1	AT5G64960.1
OG0001614	XP_018446745.1	AT5G10270.1
OG0001615	XP_018438180.1, XP_018438868.1	AT2G22290.1
OG0001615	XP_018446746.1, XP_018474549.1	AT5G10260.1
OG0001616	XP_018444180.1	AT5G09730.1
OG0001616	XP_018492647.1, XP_018492630.1, XP_018440966.1, XP_018452174.1	AT5G64570.1
OG0001617	XP_018442503.1, XP_018476199.1	AT5G09220.1
OG0001617	XP_018436595.1, XP_018490910.1	AT5G63850.1
OG0001618	XP_018457260.1, XP_018455118.1	AT5G23090.1
OG0001618	XP_018443876.1	AT5G08190.1
OG0001619	XP_018452582.1, XP_018452583.1	AT4G03010.1
OG0001619	XP_018465936.1, XP_018438622.1, XP_018440100.1	AT1G03440.1
OG0001620	XP_018468568.1, XP_018493581.1	AT1G07570.3
OG0001620	XP_018460859.1, XP_018436851.1	AT2G28930.1
OG0001621	XP_018473498.1	AT2G29990.1
OG0001621	XP_018437399.1, XP_018450632.1	AT1G07180.1
OG0001622	XP_018437191.1, XP_018488680.1	AT1G07090.1
