Orthogroup	Raphanus_sativus	Capsella_rubella
OG0000696	XP_018437292.1, XP_018485633.1, XP_018485758.1, XP_018463091.1	XP_006290944.2
OG0000696	XP_018470366.1, XP_018470364.1	XP_006285090.2
OG0000697	XP_018469452.1, XP_018469278.1	XP_006280584.2, XP_006281855.1
OG0000698	XP_018449638.1, XP_018440305.1, XP_018470110.1, XP_018457820.1, XP_018454827.1	XP_023634757.1
OG0000698	XP_018436939.1	XP_023641035.1
OG0000698	XP_018466394.1	XP_023641866.1
OG0000699	XP_018435523.1, XP_018438706.1, XP_018436123.1, XP_018443537.1, XP_018451653.1, XP_018450187.1, XP_018438293.1, XP_018434766.1, XP_018437768.1, XP_018439162.1, XP_018458860.1, XP_018489452.1, XP_018479766.1	XP_006295547.2
OG0000700	XP_018448838.1, XP_018488108.1, XP_018489248.1	XP_006304572.1
OG0000700	XP_018487331.1, XP_018486600.1, XP_018480112.1, XP_018480123.1	XP_006305989.2
OG0000701	XP_018490610.1	XP_023641941.1, XP_006282781.2, XP_006281637.1, XP_006281730.1, XP_023634243.1
OG0000701	XP_018479661.1	XP_006285146.1
OG0000702	XP_018441016.1	XP_006293621.1
OG0000702	XP_018442463.1	XP_006296417.1, XP_023639107.1
OG0000703	XP_018477722.1, XP_018433722.1	XP_006295598.1
OG0000703	XP_018475694.1, XP_018440566.1	XP_006295703.1
OG0000703	XP_018478381.1	XP_006291153.1
OG0000704	XP_018458834.1, XP_018446382.1, XP_018481425.1, XP_018486259.1, XP_018464828.1	XP_023638608.1
OG0000704	XP_018454576.1, XP_018478498.1, XP_018433003.1, XP_018440240.1	XP_006288989.1, XP_023637858.1
OG0000705	XP_018476681.1	XP_006296009.1
OG0000705	XP_018439329.1, XP_018493606.1, XP_018466220.1, XP_018492897.1, XP_018489491.1	XP_006298147.1
OG0000706	XP_018437511.1, XP_018481594.1	XP_023640579.1
OG0000706	XP_018452409.1, XP_018452545.1	XP_006288631.1
OG0000706	XP_018432605.1	XP_006305610.1
OG0000707	XP_018461824.1, XP_018441961.1, XP_018477601.1, XP_018463229.1, XP_018473095.1	XP_006294893.1
OG0000707	XP_018456669.1, XP_018433492.1, XP_018440270.1	XP_023639074.1
OG0000708	XP_018440478.1	XP_006298225.1
OG0000708	XP_018491619.1	XP_006297709.1
OG0000710	XP_018449984.1	XP_006294227.2
OG0000710	XP_018481204.1, XP_018440592.1, XP_018450012.1, XP_018474661.1, XP_018436003.1	XP_006294189.1, XP_006294197.1
OG0000711	XP_018462343.1, XP_018479713.1, XP_018487978.1	XP_023633375.1
OG0000714	XP_018438597.1, XP_018479820.1, XP_018464135.1, XP_018479819.1, XP_018487383.1, XP_018473614.1	XP_006293408.1, XP_006295458.1, XP_006295457.1, XP_006296224.2
OG0000716	XP_018451827.1	XP_006307049.1
OG0000716	XP_018486599.1	XP_006297271.1
OG0000716	XP_018476220.1	XP_006280215.1
OG0000717	XP_018445312.1, XP_018447724.1, XP_018467325.1, XP_018434259.1, XP_018447730.1	XP_006305584.1
OG0000717	XP_018452425.1, XP_018446056.1, XP_018442214.1, XP_018442301.1	XP_006300549.1
OG0000718	XP_018480769.1, XP_018482812.1	XP_006292481.1
OG0000719	XP_018476835.1, XP_018449581.1	XP_006281639.1
OG0000719	XP_018447527.1, XP_018476837.1	XP_023642230.1
OG0000720	XP_018460340.1, XP_018484503.1, XP_018484502.1	XP_006290937.2, XP_023637802.1, XP_023637804.1
OG0000721	XP_018435521.1	XP_006295733.1
OG0000723	XP_018435704.1	XP_006292530.2
OG0000723	XP_018480604.1, XP_018462738.1, XP_018437620.1, XP_018462615.1	XP_006293085.2, XP_006293187.1
OG0000724	XP_018474497.1, XP_018450560.1, XP_018450559.1	XP_006302117.1
OG0000724	XP_018434399.1, XP_018434586.1	XP_006279149.1, XP_006297390.1
OG0000725	XP_018464502.1, XP_018458859.1, XP_018487587.1, XP_018487586.1, XP_018458858.1, XP_018463251.1	XP_023641335.1
OG0000726	XP_018477825.1	XP_006295735.1, XP_006285262.2
OG0000728	XP_018475637.1, XP_018461386.1	XP_006289628.1, XP_006290244.2
OG0000728	XP_018487399.1	XP_006297655.2
OG0000729	XP_018437770.1, XP_018463092.1, XP_018489207.1, XP_018468390.1	XP_006291440.1, XP_006280797.2, XP_006291442.1, XP_006291447.1, XP_006292980.1
OG0000730	XP_018439634.1	XP_006294779.1
OG0000730	XP_018436659.1	XP_006304066.1
OG0000731	XP_018434478.1	XP_023633101.1
OG0000731	XP_018434454.1	XP_023632943.1
OG0000731	XP_018491829.1	XP_006305912.1
OG0000731	XP_018465655.1, XP_018464488.1	XP_023633103.1
OG0000732	XP_018434704.1	XP_006289510.1, XP_006287660.1
OG0000733	XP_018446604.1, XP_018473438.1	XP_023641891.1
OG0000734	XP_018454588.1, XP_018487087.1	XP_023637902.1
OG0000736	XP_018473397.1, XP_018468713.1	XP_006281283.2, XP_006281350.1
OG0000736	XP_018474681.1	XP_006281297.2
OG0000737	XP_018457330.1, XP_018457360.1, XP_018476448.1	XP_006289774.1
OG0000738	XP_018444424.1	XP_006288022.1
OG0000738	XP_018483482.1	XP_006293487.1
OG0000739	XP_018464273.1, XP_018464163.1, XP_018478073.1, XP_018481790.1, XP_018481795.1	XP_006302778.1
OG0000740	XP_018457630.1, XP_018471111.1, XP_018445764.1	XP_023642857.1
OG0000740	XP_018493153.1	XP_006303273.1
OG0000741	XP_018445112.1, XP_018456568.1, XP_018445085.1	XP_023643444.1
OG0000742	XP_018465114.1, XP_018490718.1	XP_023632969.1
OG0000742	XP_018461380.1, XP_018450610.1	XP_006307054.1
OG0000744	XP_018488057.1, XP_018488061.1, XP_018490911.1, XP_018490903.1	XP_006290877.1
OG0000744	XP_018488060.1, XP_018488055.1	XP_006292854.2
OG0000744	XP_018481714.1	XP_023638970.1
OG0000745	XP_018470719.1, XP_018480925.1, XP_018467361.1	XP_006284769.1
OG0000745	XP_018447084.1, XP_018450361.1, XP_018448371.1	XP_006284772.1
OG0000746	XP_018473269.1	XP_006295416.1
OG0000747	XP_018452458.1	XP_006298540.1, XP_006286754.1
OG0000747	XP_018447361.1, XP_018440212.1, XP_018486155.1	XP_006304200.1
OG0000748	XP_018467541.1, XP_018467294.1, XP_018455755.1, XP_018438607.1, XP_018438492.1	XP_006301654.2, XP_006300421.1, XP_006279132.2, XP_006300928.1
OG0000749	XP_018458991.1, XP_018482171.1, XP_018439916.1	XP_006279892.1, XP_023635057.1, XP_006296000.1
OG0000751	XP_018468036.1, XP_018444633.1, XP_018481220.1, XP_018443662.1, XP_018468038.1, XP_018468041.1	XP_023643236.1
OG0000751	XP_018446830.1, XP_018468039.1, XP_018444793.1	XP_006301493.2
OG0000752	XP_018489319.1	XP_006298912.2
OG0000755	XP_018479810.1, XP_018450753.1, XP_018437591.1, XP_018479975.1	XP_023641260.1, XP_023644414.1
OG0000761	XP_018457970.1	XP_006279456.2
OG0000763	XP_018470111.1	XP_023636274.1
OG0000763	XP_018476562.1	XP_023636275.1
OG0000764	XP_018438871.1, XP_018438859.1, XP_018484540.1	XP_006294036.1
OG0000764	XP_018446836.1	XP_006287541.1
OG0000764	XP_018472123.1	XP_006283562.1
OG0000765	XP_018487990.1, XP_018480095.1	XP_023633875.1, XP_023635765.1
OG0000766	XP_018474500.1	XP_006286553.2
OG0000766	XP_018464122.1	XP_023638513.1, XP_006279382.1
OG0000767	XP_018476983.1, XP_018481550.1, XP_018442195.1	XP_006290158.1
OG0000767	XP_018442213.1	XP_023635741.1, XP_006288159.1
OG0000768	XP_018474767.1	XP_023636652.1
OG0000769	XP_018460716.1	XP_006300389.1
OG0000769	XP_018459102.1, XP_018463753.1	XP_006279357.1
OG0000770	XP_018446993.1	XP_006302195.1
OG0000770	XP_018441151.1, XP_018450724.1	XP_006285382.1
OG0000771	XP_018457879.1, XP_018433287.1, XP_018466948.1	XP_006280565.1
OG0000771	XP_018436111.1	XP_023638941.1, XP_006293338.2
OG0000772	XP_018470551.1	XP_023642828.1
OG0000772	XP_018483877.1	XP_023637821.1
OG0000773	XP_018482514.1, XP_018437536.1	XP_006299013.2
OG0000774	XP_018478674.1, XP_018471993.1, XP_018471922.1, XP_018450364.1, XP_018447082.1	XP_006283292.1
OG0000775	XP_018458483.1	XP_006307164.1
OG0000776	XP_018434112.1, XP_018462207.1, XP_018434864.1	XP_006303698.1
OG0000777	XP_018453426.1, XP_018436440.1, XP_018436437.1	XP_006292263.1, XP_006296769.2
OG0000777	XP_018479616.1	XP_006299198.2
OG0000781	XP_018482837.1	XP_006293632.1
OG0000781	XP_018483109.1, XP_018462181.1, XP_018437332.1	XP_006293635.2, XP_023640370.1
OG0000782	XP_018451203.1, XP_018484062.1	XP_006283156.1
OG0000782	XP_018447524.1	XP_006297004.1, XP_006303716.1
OG0000783	XP_018474112.1, XP_018474125.1, XP_018435551.1, XP_018474114.1	XP_006295901.1
OG0000784	XP_018482770.1	XP_006295883.1
OG0000784	XP_018450062.1, XP_018449271.1	XP_006305203.1
OG0000785	XP_018457526.1	XP_006301265.1
OG0000785	XP_018463947.1, XP_018477323.1	XP_006289820.1
OG0000786	XP_018463977.1, XP_018455361.1, XP_018448452.1, XP_018473435.1, XP_018455049.1	XP_006289005.2
OG0000787	XP_018476969.1, XP_018452079.1	XP_006280080.1
OG0000787	XP_018480530.1, XP_018455117.1	XP_006285652.1
OG0000787	XP_018484029.1	XP_023638216.1
OG0000788	XP_018443037.1	XP_006306805.1
OG0000788	XP_018459255.1, XP_018471053.1	XP_006283125.1
OG0000788	XP_018445561.1	XP_006287084.1
OG0000789	XP_018436843.1	XP_006292075.1
OG0000789	XP_018478208.1, XP_018478226.1	XP_006286404.1
OG0000790	XP_018461441.1, XP_018447567.1	XP_023644171.1
OG0000790	XP_018466233.1, XP_018450603.1	XP_006303323.1, XP_006304478.1
OG0000791	XP_018462375.1, XP_018488962.1, XP_018489018.1	XP_006279780.2, XP_006304534.1
OG0000792	XP_018448889.1, XP_018435330.1	XP_023644569.1, XP_023644568.1, XP_023644554.1, XP_023644555.1
OG0000793	XP_018490687.1	XP_006296907.1
OG0000793	XP_018450814.1	XP_006306678.2
OG0000793	XP_018436534.1, XP_018483473.1	XP_006293629.1
OG0000794	XP_018462694.1, XP_018462081.1	XP_006290910.2, XP_006290856.1
OG0000795	XP_018449257.1	XP_006291983.2
OG0000796	XP_018454121.1, XP_018484586.1	XP_023645504.1, XP_023641479.1, XP_006279157.2
OG0000796	XP_018479243.1, XP_018479227.1, XP_018451545.1	XP_006307078.1
OG0000797	XP_018439383.1	XP_006290760.1
OG0000797	XP_018468637.1	XP_006293189.1
OG0000798	XP_018453061.1, XP_018462739.1, XP_018475685.1, XP_018481882.1	XP_023637595.1
OG0000799	XP_018489572.1	XP_006306715.1
OG0000800	XP_018468562.1, XP_018484181.1, XP_018447698.1	XP_006282689.1
OG0000801	XP_018493079.1	XP_023638630.1
OG0000801	XP_018462079.1, XP_018489918.1	XP_006305161.1
OG0000801	XP_018471830.1	XP_006288076.1
OG0000802	XP_018493418.1	XP_006301634.2, XP_023637789.1
OG0000803	XP_018456347.1, XP_018474924.1, XP_018436586.1	XP_006294206.1, XP_006295749.1
OG0000803	XP_018434677.1	XP_006296149.1
OG0000804	XP_018440930.1, XP_018441810.1	XP_023641353.1
OG0000805	XP_018438260.1, XP_018461726.1	XP_006298518.1
OG0000808	XP_018469754.1, XP_018469582.1, XP_018469560.1, XP_018469756.1, XP_018469559.1	XP_006296289.1, XP_006282204.1, XP_006282203.1, XP_006281799.2
OG0000808	XP_018462779.1	XP_006282237.1
OG0000809	XP_018443701.1	XP_023643044.1
OG0000812	XP_018470186.1, XP_018480557.1	XP_006281422.1
OG0000812	XP_018434633.1	XP_006292150.1
OG0000813	XP_018446825.1	XP_006300837.1, XP_006301009.1
OG0000813	XP_018439004.1	XP_006300831.2
OG0000814	XP_018458313.1, XP_018458311.1	XP_006304633.2
OG0000816	XP_018480534.1	XP_006279715.1, XP_023634569.1
OG0000816	XP_018447687.1, XP_018488678.1	XP_006304318.1
OG0000817	XP_018445576.1, XP_018445237.1	XP_006287730.1
OG0000817	XP_018441707.1	XP_006299809.1, XP_006300172.1, XP_006297530.1
OG0000818	XP_018470012.1, XP_018470013.1	XP_006287180.2
OG0000818	XP_018464712.1, XP_018464734.1	XP_023637181.1
OG0000818	XP_018474209.1	XP_006287188.1
OG0000819	XP_018484331.1, XP_018466502.1	XP_006294504.1
OG0000820	XP_018462418.1, XP_018434601.1	XP_006290942.1, XP_006293008.1, XP_006290952.1
OG0000823	XP_018488053.1	XP_006292631.1
OG0000823	XP_018445008.1	XP_023633086.1, XP_006303998.1, XP_006279089.1
OG0000824	XP_018492721.1	XP_006298024.1
OG0000825	XP_018488255.1, XP_018488254.1, XP_018490444.1, XP_018490445.1	XP_006289307.1, XP_006301672.1, XP_006301536.1
OG0000825	XP_018487556.1	XP_023641927.1
OG0000826	XP_018467337.1, XP_018492892.1, XP_018472632.1	XP_006305137.1, XP_023632862.1
OG0000827	XP_018433182.1, XP_018457379.1	XP_006300439.1
OG0000827	XP_018432640.1, XP_018466361.1	XP_006307214.1
OG0000827	XP_018448141.1	XP_006294005.1
OG0000828	XP_018447443.1, XP_018460428.1, XP_018441867.1, XP_018441904.1, XP_018433973.1	XP_006289980.1, XP_006304722.1
OG0000828	XP_018453111.1	XP_006302945.1
OG0000829	XP_018462004.1, XP_018488160.1, XP_018469036.1, XP_018452122.1, XP_018452150.1	XP_006302633.1, XP_023644270.1, XP_006301529.2, XP_023642896.1, XP_023642888.1, XP_023642897.1
OG0000831	XP_018483117.1	XP_006285297.1, XP_023634744.1
OG0000832	XP_018434695.1	XP_006294492.2
OG0000832	XP_018476768.1	XP_006280756.1
OG0000833	XP_018479837.1	XP_006293434.1
OG0000834	XP_018468323.1	XP_006289877.1
OG0000834	XP_018492246.1	XP_023632698.1
OG0000836	XP_018482156.1, XP_018479308.1	XP_023636612.1, XP_023637103.1, XP_023635916.1, XP_006289252.2
OG0000836	XP_018435613.1	XP_023635915.1, XP_023635778.1
OG0000837	XP_018475276.1, XP_018475434.1, XP_018474254.1, XP_018474250.1, XP_018474251.1, XP_018474259.1, XP_018474256.1, XP_018474253.1, XP_018448346.1	XP_023637551.1, XP_023635727.1, XP_023635726.1, XP_023635736.1, XP_023635735.1, XP_006289515.1, XP_023635705.1
OG0000839	XP_018476713.1, XP_018445523.1	XP_006287869.1
OG0000839	XP_018493547.1, XP_018467244.1, XP_018440536.1, XP_018493498.1	XP_006297818.1
OG0000841	XP_018452298.1	XP_023645803.1
OG0000842	XP_018451794.1, XP_018479911.1	XP_006305974.1
OG0000842	XP_018465084.1, XP_018458392.1	XP_006304684.1
OG0000843	XP_018480814.1, XP_018436699.1	XP_006295248.1
OG0000843	XP_018453096.1	XP_006289211.1
OG0000843	XP_018489245.1	XP_006292049.1
OG0000844	XP_018459234.1, XP_018485858.1	XP_006290286.1
OG0000845	XP_018432644.1, XP_018454658.1, XP_018441969.1	XP_023632741.1, XP_023637312.1
OG0000846	XP_018482921.1, XP_018477709.1	XP_006288188.2
OG0000850	XP_018459403.1	XP_023644337.1, XP_023643841.1, XP_006300767.2, XP_006300774.1
OG0000851	XP_018485050.1	XP_006285710.1
OG0000851	XP_018450354.1, XP_018435205.1, XP_018439266.1	XP_006294031.1
OG0000851	XP_018485048.1	XP_006283543.1
OG0000852	XP_018476249.1	XP_023643308.1
OG0000853	XP_018438705.1	XP_006300072.1, XP_006304395.1
OG0000857	XP_018443763.1, XP_018443756.1	XP_006291585.1
OG0000857	XP_018445381.1, XP_018445408.1	XP_006286680.2
OG0000858	XP_018460239.1	XP_006301200.1
OG0000858	XP_018460393.1, XP_018481937.1, XP_018433250.1	XP_006280580.1
OG0000859	XP_018445052.1	XP_006288078.1, XP_006288083.1
OG0000860	XP_018443256.1	XP_006289316.1
OG0000860	XP_018435854.1	XP_006296780.1, XP_006295940.2, XP_006281471.2
OG0000861	XP_018471876.1, XP_018444593.1	XP_006281631.1
OG0000861	XP_018438224.1	XP_006292196.1
OG0000861	XP_018439382.1	XP_006293136.1
OG0000862	XP_018474128.1	XP_006284860.2
OG0000863	XP_018447024.1	XP_006300324.1
OG0000863	XP_018490884.1, XP_018440584.1, XP_018432578.1	XP_006297559.1
OG0000864	XP_018480600.1, XP_018479758.1	XP_006284997.1, XP_006285335.1
OG0000865	XP_018437119.1, XP_018437621.1, XP_018439686.1	XP_006292405.1, XP_006292911.1
OG0000867	XP_018452336.1, XP_018477460.1, XP_018453323.1, XP_018440370.1	XP_006280739.1
OG0000867	XP_018463643.1, XP_018484088.1, XP_018451204.1, XP_018471809.1	XP_006285507.1
OG0000868	XP_018439322.1	XP_006290339.1
OG0000868	XP_018437744.1	XP_006293039.1
OG0000868	XP_018467553.1	XP_023638937.1
OG0000869	XP_018463025.1, XP_018475631.1	XP_006284924.2
OG0000869	XP_018475492.1	XP_006305973.2
OG0000870	XP_018461217.1	XP_006291912.2
OG0000870	XP_018475089.1, XP_018471640.1, XP_018488912.1, XP_018488911.1	XP_023643542.1
OG0000871	XP_018441375.1, XP_018484215.1	XP_006294877.1
OG0000871	XP_018442409.1, XP_018432937.1	XP_006291869.1
OG0000872	XP_018490871.1	XP_006281780.1
OG0000872	XP_018483985.1	XP_006294041.1
OG0000873	XP_018458857.1, XP_018474284.1	XP_006289373.1
OG0000874	XP_018438996.1, XP_018434320.1	XP_006305077.1
OG0000874	XP_018449347.1, XP_018460556.1	XP_023632871.1
OG0000875	XP_018469959.1	XP_023633196.1
OG0000876	XP_018438802.1	XP_023644196.1
OG0000877	XP_018453943.1, XP_018453945.1	XP_023641937.1, XP_023641936.1, XP_023642091.1, XP_023641939.1, XP_023641935.1, XP_023641934.1
OG0000882	XP_018492616.1	XP_006303385.1
OG0000884	XP_018475649.1	XP_006295647.1, XP_023640571.1
OG0000886	XP_018464410.1	XP_006294813.1
OG0000886	XP_018475382.1	XP_023640582.1
OG0000887	XP_018489575.1	XP_023644428.1, XP_023644431.1
OG0000887	XP_018487846.1	XP_023633037.1, XP_023633051.1
OG0000888	XP_018470367.1	XP_023634110.1
OG0000889	XP_018450878.1	XP_023635391.1
OG0000889	XP_018467713.1, XP_018468275.1	XP_023635390.1
OG0000889	XP_018468729.1, XP_018469371.1	XP_023635044.1
OG0000890	XP_018486572.1, XP_018435129.1, XP_018486515.1, XP_018472868.1, XP_018443998.1, XP_018443130.1	XP_006284710.1, XP_006288853.1
OG0000893	XP_018467562.1, XP_018446492.1	XP_023637381.1
OG0000894	XP_018443979.1	XP_006294558.1
OG0000894	XP_018440933.1	XP_006282262.1
OG0000894	XP_018440873.1	XP_023638091.1
OG0000895	XP_018443450.1	XP_023637590.1
OG0000896	XP_018443653.1	XP_006292814.1, XP_006292471.1
OG0000897	XP_018445477.1, XP_018476417.1, XP_018469741.1	XP_006289281.1
OG0000897	XP_018493037.1, XP_018489790.1, XP_018460959.1	XP_006299059.1
OG0000898	XP_018476517.1, XP_018474611.1, XP_018446077.1, XP_018446090.1	XP_006286608.2
OG0000898	XP_018435213.1, XP_018492608.1	XP_023642347.1
OG0000899	XP_018472203.1, XP_018469725.1	XP_006302531.2
OG0000899	XP_018457158.1	XP_006301184.2
OG0000901	XP_018490983.1, XP_018438251.1, XP_018489194.1	XP_023639188.1
OG0000902	XP_018443497.1, XP_018443499.1	XP_006289387.1
OG0000903	XP_018475125.1, XP_018450975.1	XP_006284235.2
OG0000903	XP_018460075.1, XP_018477277.1, XP_018450974.1	XP_006284398.1
OG0000904	XP_018439798.1, XP_018464403.1, XP_018488750.1, XP_018491681.1	XP_006297697.1
OG0000904	XP_018451631.1, XP_018451650.1, XP_018434284.1, XP_018493315.1	XP_006307519.1
OG0000905	XP_018450891.1	XP_023634111.1
OG0000906	XP_018469937.1, XP_018469936.1	XP_006283205.1
OG0000907	XP_018486861.1, XP_018487380.1	XP_006299211.1
OG0000907	XP_018484479.1	XP_006295574.1
OG0000908	XP_018478094.1, XP_018491522.1, XP_018446787.1, XP_018465392.1	XP_006291524.1
OG0000908	XP_018436552.1, XP_018436553.1, XP_018476480.1, XP_018483637.1, XP_018482781.1	XP_006294640.1
OG0000909	XP_018479603.1, XP_018479605.1, XP_018479835.1, XP_018481952.1, XP_018481994.1, XP_018479601.1, XP_018463889.1, XP_018438528.1	XP_023634324.1
OG0000910	XP_018475266.1	XP_006296409.2, XP_006294114.1, XP_023640296.1
OG0000910	XP_018463773.1	XP_006283626.1
OG0000911	XP_018483411.1	XP_006286179.1
OG0000911	XP_018438688.1, XP_018482392.1, XP_018482405.1	XP_006295928.1
OG0000912	XP_018462652.1, XP_018433457.1, XP_018438856.1, XP_018490741.1, XP_018490290.1, XP_018488558.1	XP_006288739.1
OG0000912	XP_018477981.1, XP_018452709.1	XP_006298640.1
OG0000913	XP_018445950.1	XP_023633657.1
OG0000913	XP_018493587.1, XP_018490613.1	XP_006298337.1
OG0000914	XP_018473411.1, XP_018452323.1, XP_018463921.1, XP_018448007.1	XP_006290216.1
OG0000914	XP_018473037.1	XP_023632569.1
OG0000915	XP_018474394.1, XP_018474393.1, XP_018453052.1, XP_018432766.1, XP_018492712.1, XP_018466472.1, XP_018490437.1, XP_018460530.1	XP_006304319.1, XP_023643093.1
OG0000917	XP_018449356.1, XP_018448283.1	XP_006305040.1
OG0000917	XP_018490490.1	XP_023644408.1
OG0000920	XP_018444619.1, XP_018443391.1, XP_018443389.1	XP_006291195.2
OG0000923	XP_018440994.1, XP_018488795.1	XP_006290269.1
OG0000923	XP_018457495.1, XP_018458213.1, XP_018491983.1	XP_006282309.1
OG0000924	XP_018477815.1	XP_006283494.1
OG0000924	XP_018433141.1	XP_006307167.1
OG0000924	XP_018445345.1, XP_018472759.1	XP_006287553.1
OG0000925	XP_018480744.1	XP_006289317.1
OG0000925	XP_018472530.1	XP_006288316.1
OG0000926	XP_018448601.1, XP_018477066.1, XP_018447208.1, XP_018460924.1, XP_018472776.1, XP_018449973.1, XP_018470659.1, XP_018445626.1	XP_006284414.1
OG0000927	XP_018442223.1, XP_018472846.1	XP_006287444.2, XP_006287339.1
OG0000928	XP_018482351.1, XP_018475828.1, XP_018475112.1	XP_023639350.1
OG0000928	XP_018486112.1, XP_018471445.1	XP_006305508.1
OG0000929	XP_018472672.1, XP_018493462.1	XP_006294520.1, XP_006305151.1
OG0000929	XP_018441507.1, XP_018476849.1, XP_018483165.1	XP_006294474.1
OG0000930	XP_018474246.1, XP_018463996.1, XP_018474248.1, XP_018474249.1, XP_018475474.1	XP_006286758.2
OG0000930	XP_018442343.1	XP_023636254.1, XP_006289160.2
OG0000931	XP_018487027.1, XP_018477634.1	XP_023639240.1
OG0000931	XP_018467866.1	XP_006281222.1
OG0000932	XP_018478587.1, XP_018485218.1	XP_023634905.1
OG0000932	XP_018433812.1, XP_018469516.1	XP_006305630.1
OG0000933	XP_018462721.1	XP_006282148.1, XP_006282143.1, XP_006281428.1
OG0000933	XP_018469043.1	XP_023633428.1
OG0000934	XP_018445628.1	XP_023635615.1
OG0000934	XP_018454332.1, XP_018454333.1	XP_006281423.1
OG0000935	XP_018473522.1, XP_018470613.1, XP_018467069.1	XP_006281285.2, XP_006281362.1
OG0000936	XP_018450136.1, XP_018450221.1	XP_006282910.1
OG0000938	XP_018464677.1, XP_018493021.1	XP_006297957.1
OG0000939	XP_018447523.1	XP_006305051.1
OG0000939	XP_018434632.1, XP_018489857.1	XP_006305055.1
OG0000940	XP_018467772.1	XP_006285643.1
OG0000943	XP_018470413.1, XP_018466662.1	XP_006291128.1, XP_006291132.1
OG0000944	XP_018468994.1, XP_018469051.1, XP_018458699.1	XP_006292765.1
OG0000944	XP_018434765.1	XP_023638263.1
OG0000946	XP_018482759.1	XP_006299172.1
OG0000946	XP_018489736.1	XP_006304979.1
OG0000947	XP_018466366.1, XP_018437979.1, XP_018437980.1	XP_006295295.1
