Orthogroup	Raphanus_sativus	Brassica_oleracea
OG0003384	XP_018449847.1	XP_013629811.1, XP_013592943.1
OG0003385	XP_018455819.1	XP_013618361.1
OG0003385	XP_018475173.1, XP_018466400.1	XP_013626460.1
OG0003385	XP_018446876.1	XP_013602446.1, XP_013609416.1
OG0003386	XP_018444036.1, XP_018444038.1	XP_013612181.1
OG0003386	XP_018476072.1	XP_013629401.1
OG0003387	XP_018451126.1	XP_013618742.1
OG0003388	XP_018453546.1	XP_013616979.1
OG0003389	XP_018463033.1, XP_018458358.1	XP_013604312.1
OG0003389	XP_018438834.1	XP_013585438.1
OG0003390	XP_018435197.1, XP_018435196.1	XP_013634405.1
OG0003390	XP_018479842.1	XP_013634327.1
OG0003391	XP_018454949.1	XP_013609924.1
OG0003391	XP_018437169.1	XP_013618869.1
OG0003392	XP_018484881.1	XP_013620882.1, XP_013596349.1
OG0003393	XP_018433134.1	XP_013631880.1
OG0003393	XP_018478912.1, XP_018477035.1	XP_013638487.1
OG0003394	XP_018489486.1, XP_018487747.1	XP_013638283.1
OG0003394	XP_018473034.1	XP_013625692.1
OG0003394	XP_018477929.1	XP_013631824.1
OG0003395	XP_018438447.1	XP_013629467.1, XP_013603752.1
OG0003396	XP_018457904.1	XP_013610910.1
OG0003397	XP_018461792.1, XP_018449377.1	XP_013625288.1
OG0003397	XP_018468025.1	XP_013636914.1
OG0003397	XP_018480782.1	XP_013595981.1
OG0003397	XP_018493346.1	XP_013629305.1
OG0003398	XP_018458211.1	XP_013620013.1
OG0003399	XP_018458184.1, XP_018458201.1	XP_013618921.1
OG0003399	XP_018452513.1	XP_013610352.1
OG0003400	XP_018466241.1	XP_013618338.1
OG0003400	XP_018455039.1	XP_013608621.1
OG0003400	XP_018488692.1, XP_018488700.1	XP_013625467.1
OG0003401	XP_018458680.1	XP_013619754.1
OG0003402	XP_018468395.1, XP_018470597.1	XP_013608983.1
OG0003402	XP_018456781.1	XP_013607895.1
OG0003403	XP_018474252.1, XP_018474255.1, XP_018475491.1, XP_018474258.1	XP_013626970.1
OG0003404	XP_018456453.1, XP_018472778.1	XP_013622712.1
OG0003405	XP_018475934.1, XP_018465492.1	XP_013628295.1
OG0003405	XP_018457395.1	XP_013612471.1
OG0003406	XP_018483715.1	XP_013597665.1
OG0003408	XP_018475446.1	XP_013628260.1
OG0003408	XP_018469509.1, XP_018461907.1	XP_013616351.1
OG0003408	XP_018443901.1	XP_013611032.1
OG0003408	XP_018446364.1	XP_013612406.1
OG0003409	XP_018474350.1, XP_018474347.1	XP_013623744.1
OG0003409	XP_018475987.1, XP_018475342.1	XP_013623743.1
OG0003410	XP_018491679.1	XP_013638731.1
OG0003410	XP_018472605.1	XP_013625554.1
OG0003411	XP_018434966.1	XP_013617637.1
OG0003412	XP_018491826.1	XP_013628808.1
OG0003412	XP_018491493.1	XP_013586333.1
OG0003413	XP_018480608.1	XP_013633915.1
OG0003414	XP_018472283.1, XP_018448615.1	XP_013620374.1
OG0003414	XP_018456237.1	XP_013592071.1
OG0003415	XP_018484165.1	XP_013593978.1
OG0003415	XP_018454040.1	XP_013614669.1
OG0003415	XP_018451025.1	XP_013622789.1
OG0003416	XP_018463696.1	XP_013591903.1
OG0003416	XP_018477284.1	XP_013614461.1
OG0003417	XP_018432538.1	XP_013622711.1, XP_013588247.1
OG0003418	XP_018491922.1	XP_013586057.1
OG0003418	XP_018434857.1	XP_013620397.1
OG0003419	XP_018492252.1	XP_013613493.1
OG0003420	XP_018454016.1	XP_013632523.1
OG0003420	XP_018438563.1, XP_018438566.1	XP_013634106.1
OG0003421	XP_018464052.1	XP_013606752.1, XP_013598938.1
OG0003422	XP_018470452.1	XP_013595810.1
OG0003423	XP_018453494.1, XP_018454852.1	XP_013592359.1
OG0003424	XP_018454494.1	XP_013608843.1
OG0003424	XP_018477414.1	XP_013593982.1
OG0003425	XP_018482125.1	XP_013597600.1
OG0003426	XP_018454968.1, XP_018454824.1	XP_013620913.1
OG0003427	XP_018432588.1	XP_013592589.1
OG0003427	XP_018473903.1	XP_013588555.1
OG0003428	XP_018488118.1, XP_018490244.1	XP_013592882.1
OG0003428	XP_018490329.1	XP_013585345.1
OG0003429	XP_018441445.1	XP_013592805.1
OG0003430	XP_018478824.1	XP_013593002.1
OG0003430	XP_018463036.1	XP_013613544.1
OG0003431	XP_018480798.1	XP_013597102.1
OG0003432	XP_018451947.1	XP_013619547.1
OG0003433	XP_018481461.1	XP_013596481.1
OG0003433	XP_018470156.1	XP_013587102.1
OG0003434	XP_018453344.1	XP_013607205.1
OG0003434	XP_018476226.1	XP_013622636.1
OG0003435	XP_018461457.1, XP_018452535.1	XP_013613914.1
OG0003435	XP_018462246.1, XP_018473833.1, XP_018472316.1, XP_018470136.1	XP_013615015.1
OG0003437	XP_018454148.1	XP_013606074.1
OG0003438	XP_018446744.1	XP_013622370.1, XP_013600913.1
OG0003438	XP_018485256.1	XP_013596195.1
OG0003439	XP_018438395.1, XP_018445847.1	XP_013592953.1
OG0003440	XP_018459197.1, XP_018448486.1	XP_013627337.1
OG0003440	XP_018468874.1	XP_013586482.1, XP_013589293.1, XP_013588853.1
OG0003441	XP_018451147.1, XP_018449609.1	XP_013604864.1
OG0003441	XP_018458431.1	XP_013589812.1
OG0003442	XP_018460728.1	XP_013634054.1
OG0003442	XP_018435158.1	XP_013633988.1
OG0003443	XP_018486283.1	XP_013599889.1
OG0003443	XP_018446672.1	XP_013631297.1, XP_013591648.1
OG0003445	XP_018458563.1	XP_013614082.1, XP_013614084.1
OG0003446	XP_018458719.1	XP_013635181.1
OG0003447	XP_018491377.1	XP_013626784.1
OG0003447	XP_018489558.1, XP_018489566.1	XP_013594223.1
OG0003448	XP_018433912.1	XP_013616644.1
OG0003448	XP_018491298.1, XP_018491297.1	XP_013625697.1
OG0003448	XP_018486189.1, XP_018486229.1	XP_013593497.1
OG0003449	XP_018457662.1	XP_013611335.1
OG0003449	XP_018451621.1	XP_013629705.1
OG0003449	XP_018471964.1, XP_018471950.1	XP_013622715.1
OG0003450	XP_018434214.1	XP_013602018.1
OG0003450	XP_018478672.1	XP_013634568.1
OG0003451	XP_018433257.1	XP_013602723.1
OG0003452	XP_018459452.1, XP_018452161.1	XP_013612184.1
OG0003452	XP_018462170.1	XP_013588160.1
OG0003453	XP_018481687.1, XP_018436474.1	XP_013635095.1
OG0003453	XP_018477954.1	XP_013635744.1
OG0003454	XP_018434164.1	XP_013632171.1
OG0003454	XP_018483573.1	XP_013634235.1
OG0003455	XP_018466875.1	XP_013627673.1
OG0003455	XP_018481797.1, XP_018480837.1	XP_013637319.1
OG0003455	XP_018437700.1	XP_013634901.1
OG0003456	XP_018437287.1	XP_013635007.1
OG0003456	XP_018474395.1, XP_018473368.1	XP_013625667.1
OG0003457	XP_018480307.1, XP_018480284.1	XP_013628877.1
OG0003457	XP_018433817.1	XP_013634857.1, XP_013633583.1
OG0003458	XP_018478046.1	XP_013636708.1
OG0003458	XP_018478048.1	XP_013633857.1
OG0003458	XP_018433820.1	XP_013632410.1
OG0003459	XP_018462417.1, XP_018489090.1	XP_013614318.1
OG0003460	XP_018493525.1, XP_018493526.1	XP_013583455.1
OG0003461	XP_018488313.1	XP_013623370.1
OG0003462	XP_018486251.1	XP_013629775.1
OG0003462	XP_018492595.1	XP_013586893.1
OG0003463	XP_018490785.1	XP_013638026.1
OG0003463	XP_018485438.1	XP_013638201.1
OG0003464	XP_018434854.1	XP_013611705.1
OG0003464	XP_018491055.1, XP_018466759.1	XP_013587225.1
OG0003464	XP_018464816.1, XP_018466018.1	XP_013630809.1
OG0003465	XP_018490167.1	XP_013619976.1, XP_013627979.1
OG0003465	XP_018433012.1, XP_018486387.1	XP_013638036.1, XP_013583374.1
OG0003466	XP_018434667.1	XP_013637068.1
OG0003466	XP_018488698.1	XP_013638762.1
OG0003467	XP_018492116.1	XP_013627162.1, XP_013624210.1
OG0003468	XP_018472483.1	XP_013599457.1
OG0003468	XP_018472484.1	XP_013614065.1
OG0003469	XP_018454475.1, XP_018454521.1	XP_013607016.1
OG0003470	XP_018454899.1, XP_018454912.1	XP_013609930.1
OG0003470	XP_018451210.1	XP_013602435.1
OG0003470	XP_018493230.1	XP_013604975.1
OG0003470	XP_018481900.1	XP_013586292.1
OG0003471	XP_018451514.1	XP_013600001.1
OG0003472	XP_018450100.1, XP_018460009.1	XP_013603167.1
OG0003472	XP_018459388.1, XP_018486546.1	XP_013615692.1
OG0003472	XP_018441520.1, XP_018464428.1	XP_013583798.1
OG0003473	XP_018487299.1	XP_013602918.1
OG0003473	XP_018480513.1	XP_013584456.1
OG0003474	XP_018434009.1	XP_013618818.1
OG0003475	XP_018434946.1	XP_013637905.1
OG0003476	XP_018439955.1	XP_013601063.1
OG0003477	XP_018435452.1	XP_013586480.1
OG0003477	XP_018450831.1	XP_013604177.1
OG0003478	XP_018441400.1	XP_013609828.1, XP_013630865.1
OG0003479	XP_018484189.1	XP_013600025.1, XP_013635175.1
OG0003480	XP_018453104.1	XP_013612788.1
OG0003481	XP_018433596.1	XP_013595275.1, XP_013618156.1
OG0003482	XP_018491448.1	XP_013585553.1
OG0003483	XP_018435083.1, XP_018433977.1	XP_013616143.1
OG0003483	XP_018483859.1	XP_013597830.1
OG0003484	XP_018480212.1	XP_013593320.1
OG0003485	XP_018472091.1	XP_013600752.1
OG0003485	XP_018472090.1	XP_013600744.1
OG0003486	XP_018468385.1, XP_018470842.1	XP_013617943.1
OG0003486	XP_018450579.1, XP_018450546.1, XP_018463336.1	XP_013622572.1
OG0003486	XP_018441115.1	XP_013595465.1
OG0003487	XP_018468715.1	XP_013589231.1
OG0003487	XP_018449258.1	XP_013627112.1
OG0003487	XP_018484957.1	XP_013599000.1
OG0003488	XP_018438415.1, XP_018438417.1	XP_013599825.1
OG0003491	XP_018471153.1	XP_013613621.1
OG0003491	XP_018452418.1	XP_013588500.1
OG0003493	XP_018479753.1, XP_018461464.1, XP_018435869.1	XP_013583355.1
OG0003493	XP_018463445.1	XP_013614939.1, XP_013632605.1
OG0003493	XP_018436047.1, XP_018479446.1, XP_018443413.1	XP_013607643.1, XP_013607666.1
OG0003494	XP_018438637.1	XP_013591013.1
OG0003494	XP_018450178.1	XP_013627577.1
OG0003494	XP_018479053.1	XP_013590971.1
OG0003494	XP_018466704.1, XP_018466209.1	XP_013614725.1, XP_013624968.1
OG0003497	XP_018442803.1	XP_013589939.1
OG0003497	XP_018462399.1	XP_013618673.1
OG0003502	XP_018435363.1, XP_018443252.1	XP_013590199.1
OG0003503	XP_018482121.1, XP_018482255.1	XP_013635766.1
OG0003505	XP_018486805.1	XP_013595834.1
OG0003512	XP_018474801.1	XP_013626608.1
OG0003514	XP_018462797.1, XP_018444833.1	XP_013611091.1
OG0003514	XP_018462636.1, XP_018448778.1	XP_013629877.1
OG0003515	XP_018446039.1	XP_013612153.1
OG0003515	XP_018470009.1	XP_013619394.1
OG0003515	XP_018473094.1	XP_013639270.1
OG0003516	XP_018489939.1	XP_013626846.1
OG0003516	XP_018442284.1	XP_013606187.1
OG0003517	XP_018445453.1	XP_013611569.1
OG0003517	XP_018487588.1, XP_018492718.1	XP_013638480.1
OG0003518	XP_018433634.1, XP_018433619.1	XP_013604078.1
OG0003518	XP_018445283.1	XP_013609731.1
OG0003519	XP_018445156.1, XP_018445330.1	XP_013612409.1
OG0003519	XP_018465184.1, XP_018466009.1	XP_013597932.1
OG0003520	XP_018446936.1	XP_013608505.1
OG0003520	XP_018472209.1	XP_013616274.1
OG0003521	XP_018477859.1, XP_018464894.1	XP_013631783.1
OG0003522	XP_018465507.1	XP_013631710.1
OG0003523	XP_018458844.1	XP_013636763.1
OG0003523	XP_018441963.1	XP_013630850.1
OG0003525	XP_018465787.1, XP_018465045.1	XP_013634151.1
OG0003527	XP_018483638.1	XP_013633494.1
OG0003527	XP_018434694.1	XP_013637395.1
OG0003528	XP_018474141.1	XP_013623909.1
OG0003528	XP_018435061.1	XP_013632043.1
OG0003529	XP_018433575.1	XP_013630914.1
OG0003529	XP_018475498.1, XP_018466808.1	XP_013622580.1
OG0003529	XP_018486466.1	XP_013602223.1
OG0003530	XP_018477517.1	XP_013593741.1
OG0003531	XP_018462697.1, XP_018489388.1	XP_013594614.1
OG0003531	XP_018460460.1	XP_013598179.1
OG0003532	XP_018448126.1	XP_013600250.1
OG0003532	XP_018483778.1, XP_018479777.1	XP_013603555.1
OG0003533	XP_018440170.1	XP_013598386.1
OG0003534	XP_018435149.1	XP_013598571.1
OG0003535	XP_018464440.1, XP_018443349.1	XP_013609689.1
OG0003535	XP_018486249.1, XP_018462026.1	XP_013630182.1
OG0003536	XP_018474978.1, XP_018475657.1	XP_013627093.1
OG0003536	XP_018492071.1	XP_013625453.1
OG0003536	XP_018434721.1	XP_013618111.1
OG0003537	XP_018463062.1, XP_018439423.1	XP_013618900.1
OG0003537	XP_018458746.1	XP_013630819.1
OG0003538	XP_018484501.1	XP_013598863.1
OG0003540	XP_018468739.1	XP_013618910.1
OG0003541	XP_018444694.1	XP_013610454.1
OG0003541	XP_018444496.1	XP_013610467.1
OG0003542	XP_018445752.1	XP_013590588.1
OG0003543	XP_018462058.1, XP_018456198.1	XP_013609766.1
OG0003543	XP_018472004.1	XP_013616581.1
OG0003544	XP_018454617.1, XP_018456099.1	XP_013608293.1
OG0003544	XP_018454296.1	XP_013618245.1
OG0003544	XP_018475196.1, XP_018476978.1	XP_013626860.1
OG0003545	XP_018451967.1	XP_013606110.1
OG0003545	XP_018473732.1, XP_018476979.1	XP_013622006.1
OG0003545	XP_018470321.1	XP_013621673.1
OG0003546	XP_018445952.1	XP_013621098.1
OG0003546	XP_018452473.1	XP_013612747.1
OG0003546	XP_018474908.1	XP_013627379.1, XP_013623851.1
OG0003547	XP_018491685.1	XP_013584860.1
OG0003548	XP_018472981.1	XP_013628849.1
OG0003548	XP_018464982.1, XP_018437322.1	XP_013621649.1
OG0003548	XP_018457792.1	XP_013613197.1
OG0003549	XP_018475513.1	XP_013627368.1
OG0003549	XP_018443368.1	XP_013610469.1
OG0003550	XP_018493514.1	XP_013587635.1
OG0003550	XP_018442778.1	XP_013606366.1
OG0003551	XP_018476049.1, XP_018470429.1	XP_013628598.1, XP_013620142.1
OG0003552	XP_018452902.1, XP_018452931.1, XP_018452927.1	XP_013606829.1
OG0003553	XP_018443230.1	XP_013608556.1, XP_013608557.1
OG0003553	XP_018444514.1	XP_013608555.1
OG0003554	XP_018483860.1	XP_013595321.1
OG0003555	XP_018454804.1	XP_013590548.1
OG0003555	XP_018444007.1	XP_013590839.1
OG0003556	XP_018436848.1	XP_013586722.1
OG0003556	XP_018447589.1, XP_018447587.1	XP_013599612.1
OG0003556	XP_018453012.1	XP_013588000.1
OG0003557	XP_018457660.1	XP_013592997.1, XP_013606135.1
OG0003557	XP_018493258.1	XP_013622114.1
OG0003558	XP_018464501.1	XP_013584887.1
OG0003558	XP_018488206.1	XP_013591155.1
OG0003559	XP_018477621.1	XP_013634816.1
OG0003560	XP_018451425.1	XP_013605143.1
OG0003560	XP_018446839.1	XP_013592537.1
OG0003560	XP_018449349.1	XP_013624955.1
OG0003561	XP_018462047.1, XP_018456145.1	XP_013607145.1
OG0003562	XP_018471158.1	XP_013601609.1
OG0003562	XP_018478463.1, XP_018461765.1	XP_013595639.1
OG0003563	XP_018444352.1	XP_013591685.1
OG0003564	XP_018438541.1	XP_013587162.1
OG0003564	XP_018451529.1	XP_013605693.1
OG0003565	XP_018481456.1, XP_018482835.1	XP_013596872.1, XP_013596353.1
OG0003565	XP_018456114.1	XP_013610180.1
OG0003566	XP_018453100.1	XP_013592484.1
OG0003566	XP_018466562.1, XP_018454628.1, XP_018461008.1, XP_018452509.1	XP_013592789.1, XP_013588095.1
OG0003567	XP_018457016.1, XP_018457002.1	XP_013612248.1
OG0003568	XP_018454985.1	XP_013609974.1
OG0003568	XP_018481256.1	XP_013634652.1
OG0003569	XP_018455577.1	XP_013591132.1
OG0003569	XP_018487953.1	XP_013638006.1, XP_013594689.1
OG0003571	XP_018472077.1	XP_013619811.1
OG0003571	XP_018468532.1	XP_013586964.1
OG0003572	XP_018470723.1	XP_013597661.1, XP_013618516.1
OG0003573	XP_018460244.1	XP_013600801.1
OG0003573	XP_018458728.1	XP_013590072.1
OG0003573	XP_018478175.1, XP_018482089.1	XP_013596713.1
OG0003574	XP_018436101.1	XP_013600206.1, XP_013603738.1
OG0003575	XP_018489933.1	XP_013603303.1
OG0003575	XP_018481489.1	XP_013634760.1
OG0003575	XP_018438691.1	XP_013635751.1
OG0003576	XP_018432533.1	XP_013601742.1
OG0003577	XP_018440349.1	XP_013635981.1
OG0003578	XP_018491001.1, XP_018491002.1	XP_013605040.1
OG0003579	XP_018484164.1	XP_013636937.1
OG0003580	XP_018490924.1	XP_013614443.1, XP_013604005.1
OG0003581	XP_018446311.1, XP_018445163.1	XP_013591821.1
OG0003582	XP_018489924.1	XP_013635388.1
OG0003583	XP_018459161.1, XP_018444148.1	XP_013589883.1
OG0003583	XP_018491624.1	XP_013602014.1
OG0003584	XP_018480965.1, XP_018453210.1, XP_018452705.1, XP_018487974.1	XP_013590118.1
OG0003585	XP_018476702.1	XP_013617033.1, XP_013630569.1
OG0003586	XP_018446576.1, XP_018459563.1	XP_013590763.1
OG0003586	XP_018453211.1	XP_013616542.1
OG0003587	XP_018491344.1	XP_013604692.1
OG0003589	XP_018439814.1	XP_013615266.1
OG0003589	XP_018439812.1	XP_013604832.1
OG0003590	XP_018439903.1	XP_013635925.1
OG0003590	XP_018439904.1	XP_013635930.1
OG0003590	XP_018473170.1	XP_013626547.1
OG0003591	XP_018464112.1, XP_018464111.1	XP_013632025.1
OG0003592	XP_018483587.1, XP_018483586.1	XP_013636842.1
OG0003593	XP_018463904.1, XP_018473025.1	XP_013630238.1
OG0003593	XP_018441321.1	XP_013592463.1
OG0003593	XP_018493576.1	XP_013586070.1
OG0003594	XP_018474723.1	XP_013626269.1
OG0003594	XP_018480463.1	XP_013634284.1
OG0003594	XP_018454430.1	XP_013609245.1
OG0003595	XP_018440387.1	XP_013591645.1, XP_013620998.1
OG0003595	XP_018456919.1	XP_013608672.1
OG0003596	XP_018484814.1	XP_013598819.1
OG0003596	XP_018457185.1	XP_013607033.1
OG0003596	XP_018454054.1, XP_018454053.1, XP_018454049.1	XP_013607229.1, XP_013607501.1
OG0003597	XP_018457737.1	XP_013612015.1
OG0003597	XP_018493556.1	XP_013585462.1
OG0003598	XP_018475030.1	XP_013585374.1
OG0003599	XP_018444029.1	XP_013609487.1
OG0003601	XP_018486469.1	XP_013638131.1
OG0003601	XP_018465541.1, XP_018491302.1	XP_013607998.1, XP_013635474.1, XP_013624444.1, XP_013622469.1
OG0003601	XP_018433526.1	XP_013597489.1
OG0003602	XP_018490141.1	XP_013583338.1
OG0003602	XP_018435414.1, XP_018435415.1	XP_013633485.1
OG0003603	XP_018441021.1	XP_013592574.1
OG0003604	XP_018485267.1	XP_013631150.1
OG0003605	XP_018491369.1	XP_013626042.1
OG0003605	XP_018436680.1	XP_013583483.1
OG0003606	XP_018434915.1	XP_013611596.1
OG0003606	XP_018486528.1	XP_013583653.1
OG0003607	XP_018441233.1	XP_013607060.1
OG0003607	XP_018451006.1	XP_013629872.1
OG0003608	XP_018492739.1	XP_013597580.1
OG0003608	XP_018493291.1, XP_018491190.1	XP_013630337.1
OG0003609	XP_018456546.1	XP_013610030.1
OG0003609	XP_018438307.1	XP_013618859.1
OG0003610	XP_018477388.1	XP_013605107.1
OG0003611	XP_018433865.1	XP_013635825.1
OG0003612	XP_018484390.1	XP_013598976.1
OG0003612	XP_018484820.1	XP_013637181.1
OG0003612	XP_018440691.1	XP_013602511.1, XP_013604318.1
OG0003613	XP_018465151.1	XP_013604165.1
OG0003614	XP_018482135.1	XP_013584553.1
OG0003615	XP_018434747.1	XP_013585206.1
OG0003615	XP_018487934.1	XP_013614798.1
OG0003616	XP_018487269.1	XP_013602940.1, XP_013600685.1
OG0003616	XP_018490390.1, XP_018483166.1	XP_013584038.1
OG0003617	XP_018440957.1	XP_013586587.1
OG0003617	XP_018440967.1	XP_013586589.1
OG0003618	XP_018467910.1	XP_013586805.1
OG0003618	XP_018448210.1	XP_013601017.1
OG0003619	XP_018478446.1	XP_013615233.1
OG0003619	XP_018455825.1, XP_018456690.1	XP_013607794.1
OG0003620	XP_018491721.1	XP_013604480.1
OG0003620	XP_018440361.1	XP_013605347.1
OG0003621	XP_018489352.1	XP_013604055.1, XP_013585283.1
OG0003621	XP_018489762.1	XP_013601431.1, XP_013603852.1
OG0003621	XP_018487203.1	XP_013585235.1
OG0003622	XP_018437165.1, XP_018435518.1	XP_013589467.1
OG0003622	XP_018449539.1	XP_013603226.1
OG0003622	XP_018469185.1	XP_013584533.1
OG0003623	XP_018487258.1	XP_013600472.1
OG0003623	XP_018441088.1	XP_013638591.1
OG0003624	XP_018480518.1	XP_013584374.1
OG0003624	XP_018434775.1	XP_013600764.1
OG0003624	XP_018437078.1	XP_013600762.1
OG0003624	XP_018437079.1	XP_013603520.1
OG0003625	XP_018481148.1	XP_013587558.1
OG0003625	XP_018451707.1	XP_013604940.1
OG0003625	XP_018459789.1, XP_018460756.1	XP_013604750.1
OG0003627	XP_018441525.1	XP_013587712.1
OG0003628	XP_018453056.1	XP_013635160.1
OG0003628	XP_018483840.1	XP_013613594.1
OG0003629	XP_018471506.1	XP_013625053.1
OG0003629	XP_018484476.1	XP_013598220.1
OG0003630	XP_018470519.1	XP_013595314.1
OG0003631	XP_018447803.1	XP_013622617.1
OG0003631	XP_018478019.1	XP_013596623.1
OG0003632	XP_018467456.1, XP_018451447.1, XP_018451454.1	XP_013614217.1
OG0003633	XP_018456310.1	XP_013587782.1
OG0003633	XP_018433066.1	XP_013585806.1, XP_013593011.1
OG0003634	XP_018457503.1, XP_018457500.1	XP_013612641.1
OG0003635	XP_018489473.1, XP_018453313.1	XP_013585246.1
OG0003635	XP_018482424.1	XP_013635762.1
OG0003636	XP_018480678.1	XP_013634367.1
OG0003636	XP_018484966.1	XP_013603029.1
OG0003636	XP_018449835.1	XP_013584856.1
OG0003637	XP_018437579.1, XP_018433981.1	XP_013596633.1
OG0003637	XP_018433983.1	XP_013596253.1
OG0003641	XP_018479484.1, XP_018471903.1	XP_013639150.1
OG0003642	XP_018488195.1	XP_013624477.1
OG0003642	XP_018436127.1	XP_013601575.1
OG0003642	XP_018438750.1, XP_018438680.1	XP_013604085.1
OG0003646	XP_018464639.1	XP_013591232.1
OG0003646	XP_018472561.1	XP_013623470.1
OG0003646	XP_018450670.1	XP_013619049.1
OG0003648	XP_018479892.1	XP_013623039.1, XP_013623051.1, XP_013623028.1
OG0003656	XP_018439998.1	XP_013604507.1
OG0003657	XP_018437151.1	XP_013601515.1
OG0003657	XP_018488789.1, XP_018488788.1	XP_013626416.1
OG0003659	XP_018493263.1	XP_013586970.1
OG0003659	XP_018441362.1	XP_013635644.1
OG0003660	XP_018477562.1	XP_013598501.1
OG0003660	XP_018450958.1	XP_013615168.1
OG0003661	XP_018443094.1	XP_013609485.1
OG0003661	XP_018476280.1	XP_013623782.1
OG0003661	XP_018474317.1	XP_013627072.1
OG0003662	XP_018444075.1, XP_018444071.1	XP_013607287.1
OG0003662	XP_018468664.1	XP_013618889.1
OG0003663	XP_018490096.1	XP_013585749.1
OG0003664	XP_018469558.1	XP_013618819.1
OG0003664	XP_018444500.1	XP_013611532.1, XP_013611531.1
OG0003665	XP_018490056.1	XP_013614517.1
OG0003665	XP_018438555.1, XP_018461711.1	XP_013594842.1
OG0003665	XP_018489721.1	XP_013585083.1
OG0003666	XP_018441602.1	XP_013631143.1
OG0003668	XP_018469127.1, XP_018464822.1	XP_013617064.1
OG0003668	XP_018477351.1	XP_013593006.1
OG0003669	XP_018469090.1	XP_013586343.1
OG0003669	XP_018460115.1	XP_013594092.1
OG0003670	XP_018437012.1	XP_013621648.1, XP_013617938.1
OG0003670	XP_018438838.1	XP_013608353.1, XP_013620722.1
OG0003670	XP_018482695.1	XP_013597530.1
OG0003670	XP_018455974.1	XP_013611205.1
OG0003671	XP_018439026.1, XP_018435600.1	XP_013619320.1
OG0003672	XP_018433307.1	XP_013620804.1
OG0003672	XP_018433306.1, XP_018437659.1	XP_013620803.1
OG0003672	XP_018456155.1, XP_018456154.1	XP_013611518.1
