Orthogroup	Raphanus_sativus	Rorippa_islandica
OG0002429	XP_018457256.1	Roisl.0005s0039.1.p
OG0002430	XP_018454311.1	Roisl.0213s0571.1.p
OG0002430	XP_018484136.1	Roisl.0008s0144.1.p
OG0002431	XP_018484233.1	Roisl.0115s0672.1.p
OG0002431	XP_018491854.1	Roisl.0039s0085.1.p
OG0002432	XP_018479168.1	Roisl.0091s0039.1.p
OG0002432	XP_018462696.1, XP_018469103.1	Roisl.0213s0516.1.p
OG0002434	XP_018477754.1, XP_018450873.1	Roisl.0091s0064.1.p
OG0002435	XP_018453050.1	Roisl.0082s0159.1.p
OG0002435	XP_018452596.1, XP_018448027.1, XP_018465945.1, XP_018451718.1	Roisl.0091s0079.1.p
OG0002436	XP_018457884.1	Roisl.0082s0168.1.p
OG0002436	XP_018477918.1, XP_018477915.1, XP_018472435.1	Roisl.0091s0092.1.p
OG0002437	XP_018478192.1	Roisl.0012s0340.1.p
OG0002437	XP_018483765.1, XP_018483766.1	Roisl.0091s0304.1.p
OG0002438	XP_018470357.1, XP_018470359.1	Roisl.0091s0242.1.p
OG0002438	XP_018470356.1	Roisl.0091s0244.1.p
OG0002440	XP_018457814.1	Roisl.0082s0300.1.p
OG0002440	XP_018469990.1	Roisl.0091s0218.1.p
OG0002441	XP_018450875.1	Roisl.0091s0178.1.p
OG0002441	XP_018481924.1, XP_018481923.1	Roisl.0091s0177.1.p
OG0002442	XP_018481920.1, XP_018460837.1, XP_018468529.1, XP_018471360.1	Roisl.0091s0165.1.p, Roisl.0091s0166.1.p
OG0002443	XP_018445869.1, XP_018446376.1, XP_018445868.1, XP_018456307.1, XP_018446361.1	Roisl.0027s0112.1.p, Roisl.0018s0495.1.p
OG0002444	XP_018454377.1, XP_018483320.1, XP_018483319.1	Roisl.0030s0103.1.p
OG0002445	XP_018454192.1, XP_018454191.1	Roisl.0214s0555.1.p, Roisl.0214s0540.1.p, Roisl.0214s0544.1.p
OG0002446	XP_018432726.1	Roisl.0018s0233.1.p
OG0002446	XP_018482160.1, XP_018480009.1, XP_018442023.1	Roisl.0035s0171.1.p
OG0002447	XP_018477097.1	Roisl.0028s0237.1.p, Roisl.0028s0232.1.p
OG0002447	XP_018487297.1	Roisl.0018s0073.1.p
OG0002448	XP_018476943.1, XP_018464371.1, XP_018451617.1	Roisl.0204s0135.1.p
OG0002449	XP_018445769.1, XP_018445795.1, XP_018483674.1	Roisl.0026s0101.1.p, Roisl.0006s0212.1.p
OG0002450	XP_018440161.1, XP_018476107.1	Roisl.0028s0441.1.p
OG0002451	XP_018482373.1	Roisl.0028s0488.1.p
OG0002451	XP_018487169.1	Roisl.0026s0187.1.p
OG0002452	XP_018465692.1, XP_018458567.1	Roisl.0026s0195.1.p
OG0002453	XP_018484589.1	Roisl.0046s1405.1.p
OG0002453	XP_018485479.1	Roisl.0017s0236.1.p
OG0002454	XP_018493235.1	Roisl.0046s1309.1.p
OG0002454	XP_018473247.1	Roisl.0017s0045.1.p
OG0002455	XP_018489310.1, XP_018475154.1, XP_018475155.1, XP_018475324.1, XP_018442734.1	Roisl.0046s1307.1.p
OG0002456	XP_018478235.1, XP_018433683.1	Roisl.0028s1034.1.p
OG0002456	XP_018478083.1, XP_018478081.1	Roisl.0046s1227.1.p
OG0002457	XP_018466828.1, XP_018454765.1	Roisl.0001s0235.1.p
OG0002457	XP_018485660.1, XP_018433622.1	Roisl.0066s0119.1.p
OG0002458	XP_018488901.1	Roisl.0066s0070.1.p
OG0002458	XP_018469844.1, XP_018469857.1	Roisl.0001s0279.1.p
OG0002459	XP_018433466.1	Roisl.0066s0039.1.p
OG0002459	XP_018467471.1, XP_018470422.1	Roisl.0001s0301.1.p
OG0002460	XP_018468408.1, XP_018450353.1, XP_018464178.1, XP_018447585.1	Roisl.0003s0035.1.p
OG0002461	XP_018444102.1, XP_018448025.1	Roisl.0044s0069.1.p
OG0002461	XP_018433036.1	Roisl.0214s0384.1.p
OG0002462	XP_018484994.1	Roisl.0028s0570.1.p, Roisl.0028s0569.1.p
OG0002462	XP_018484997.1	Roisl.0028s0568.1.p
OG0002463	XP_018483370.1	Roisl.0017s0200.1.p
OG0002464	XP_018477195.1	Roisl.0091s0015.1.p
OG0002464	XP_018459071.1, XP_018471865.1, XP_018457082.1	Roisl.0213s0541.1.p
OG0002465	XP_018451796.1, XP_018470836.1	Roisl.0001s0321.1.p
OG0002465	XP_018480288.1	Roisl.0006s0574.1.p
OG0002466	XP_018450646.1	Roisl.0193s0020.1.p
OG0002466	XP_018454774.1	Roisl.0193s0018.1.p, Roisl.0193s0019.1.p
OG0002467	XP_018455800.1	Roisl.0209s0212.1.p
OG0002467	XP_018450713.1	Roisl.0091s0047.1.p
OG0002468	XP_018461961.1	Roisl.0046s0301.1.p
OG0002468	XP_018492933.1, XP_018486977.1, XP_018437501.1, XP_018490140.1	Roisl.0039s0135.1.p
OG0002470	XP_018434157.1	Roisl.0209s0267.1.p
OG0002470	XP_018463310.1, XP_018481374.1, XP_018436408.1	Roisl.0028s0142.1.p
OG0002471	XP_018437082.1	Roisl.0066s0158.1.p, Roisl.0066s0160.1.p, Roisl.0023s0017.1.p
OG0002471	XP_018483988.1	Roisl.0028s0152.1.p
OG0002472	XP_018479989.1	Roisl.0028s0260.1.p
OG0002472	XP_018455453.1, XP_018461802.1	Roisl.0046s0076.1.p
OG0002473	XP_018466578.1, XP_018438904.1, XP_018438243.1	Roisl.0017s0351.1.p
OG0002474	XP_018455170.1, XP_018481805.1	Roisl.0046s0476.1.p
OG0002475	XP_018463797.1, XP_018488823.1, XP_018493382.1	Roisl.0011s0045.1.p, Roisl.0039s0123.1.p
OG0002475	XP_018441125.1	Roisl.0039s0124.1.p
OG0002476	XP_018490950.1, XP_018440460.1	Roisl.0079s0229.1.p
OG0002476	XP_018490951.1	Roisl.0079s0228.1.p
OG0002477	XP_018434558.1, XP_018485707.1	Roisl.0079s0248.1.p
OG0002478	XP_018436578.1, XP_018436579.1, XP_018489305.1, XP_018467560.1	Roisl.0042s0111.1.p
OG0002479	XP_018458479.1, XP_018433514.1, XP_018434426.1	Roisl.0074s0780.1.p
OG0002480	XP_018489503.1	Roisl.0074s0582.1.p
OG0002481	XP_018434079.1, XP_018434071.1	Roisl.0074s0562.1.p
OG0002481	XP_018438169.1, XP_018451432.1	Roisl.0006s0485.1.p
OG0002483	XP_018450153.1, XP_018458677.1	Roisl.0074s0246.1.p, Roisl.0002s0038.1.p
OG0002484	XP_018469791.1	Roisl.0002s0043.1.p
OG0002484	XP_018488393.1	Roisl.0074s0236.1.p
OG0002485	XP_018477669.1, XP_018458373.1, XP_018444735.1	Roisl.0009s0302.1.p
OG0002486	XP_018442851.1	Roisl.0024s0012.1.p
OG0002487	XP_018468148.1	Roisl.0209s0021.1.p
OG0002487	XP_018444281.1, XP_018444626.1, XP_018481867.1	Roisl.0008s0113.1.p
OG0002489	XP_018443966.1, XP_018461584.1, XP_018468247.1, XP_018476251.1	Roisl.0210s1592.1.p
OG0002490	XP_018437125.1	Roisl.0046s1084.1.p
OG0002491	XP_018487886.1	Roisl.0210s0171.1.p
OG0002491	XP_018461376.1, XP_018455333.1	Roisl.0019s0427.1.p
OG0002492	XP_018457352.1	Roisl.0214s0753.1.p
OG0002492	XP_018492336.1	Roisl.0021s0008.1.p
OG0002493	XP_018434230.1, XP_018488538.1, XP_018471927.1	Roisl.0021s0029.1.p
OG0002494	XP_018486576.1	Roisl.0021s0090.1.p
OG0002494	XP_018456772.1, XP_018489894.1	Roisl.0021s0091.1.p
OG0002496	XP_018433033.1, XP_018483057.1	Roisl.0011s0441.1.p
OG0002496	XP_018437856.1, XP_018439954.1	Roisl.0021s0383.1.p
OG0002497	XP_018433355.1	Roisl.0021s0450.1.p
OG0002497	XP_018433555.1	Roisl.0011s0308.1.p
OG0002498	XP_018448487.1, XP_018454704.1	Roisl.0011s0214.1.p
OG0002498	XP_018451080.1	Roisl.0007s0755.1.p
OG0002499	XP_018437644.1	Roisl.0011s0151.1.p
OG0002500	XP_018441662.1	Roisl.0007s0665.1.p
OG0002500	XP_018465324.1, XP_018459540.1	Roisl.0011s0087.1.p
OG0002501	XP_018432549.1, XP_018450714.1	Roisl.0007s0566.1.p
OG0002501	XP_018457655.1	Roisl.0115s0083.1.p
OG0002502	XP_018451048.1, XP_018447220.1, XP_018472196.1	Roisl.0214s0219.1.p
OG0002503	XP_018452229.1, XP_018456652.1	Roisl.0004s0078.1.p
OG0002504	XP_018451620.1, XP_018442762.1	Roisl.0191s0178.1.p
OG0002504	XP_018471943.1	Roisl.0019s0482.1.p
OG0002505	XP_018434382.1, XP_018490406.1	Roisl.0191s0194.1.p
OG0002505	XP_018452901.1	Roisl.0019s0493.1.p
OG0002506	XP_018452313.1, XP_018452303.1	Roisl.0019s0519.1.p
OG0002506	XP_018435644.1	Roisl.0191s0266.1.p
OG0002507	XP_018441845.1, XP_018458084.1	Roisl.0209s0649.1.p
OG0002508	XP_018450556.1	Roisl.0063s0020.1.p, Roisl.0115s0729.1.p
OG0002509	XP_018481955.1	Roisl.0046s0617.1.p
OG0002509	XP_018469865.1, XP_018450432.1, XP_018482686.1, XP_018482701.1	Roisl.0001s0490.1.p
OG0002510	XP_018484297.1, XP_018485272.1	Roisl.0001s0393.1.p
OG0002510	XP_018439367.1	Roisl.0046s0532.1.p
OG0002511	XP_018451081.1	Roisl.0001s0368.1.p
OG0002512	XP_018480385.1, XP_018457134.1	Roisl.0001s0349.1.p
OG0002512	XP_018461524.1, XP_018480993.1	Roisl.0006s0593.1.p
OG0002513	XP_018447996.1	Roisl.0001s0126.1.p
OG0002514	XP_018471477.1, XP_018484417.1, XP_018450718.1, XP_018451262.1	Roisl.0045s0088.1.p
OG0002515	XP_018447808.1	Roisl.0003s0316.1.p
OG0002516	XP_018436674.1	Roisl.0023s0061.1.p
OG0002516	XP_018451271.1	Roisl.0003s0228.1.p
OG0002517	XP_018467815.1, XP_018444162.1, XP_018461108.1, XP_018482102.1, XP_018467816.1	Roisl.0003s0182.1.p, Roisl.0003s0178.1.p
OG0002518	XP_018467856.1, XP_018468763.1	Roisl.0019s0510.1.p
OG0002518	XP_018465627.1	Roisl.0191s0233.1.p
OG0002519	XP_018470918.1, XP_018462031.1, XP_018470676.1, XP_018450997.1, XP_018451020.1	Roisl.0195s0002.1.p
OG0002521	XP_018455845.1	Roisl.0052s0053.1.p, Roisl.0052s0055.1.p
OG0002522	XP_018438220.1	Roisl.0082s0761.1.p
OG0002523	XP_018472732.1, XP_018462306.1	Roisl.0032s0068.1.p, Roisl.0032s0069.1.p
OG0002525	XP_018455891.1	Roisl.0005s0336.1.p, Roisl.0012s0163.1.p, Roisl.0005s0350.1.p, Roisl.0005s0337.1.p, Roisl.0005s0346.1.p
OG0002526	YP_009046977.1, YP_009046957.1	Roisl.0059s0070.1.p
OG0002530	XP_018462811.1, XP_018449390.1	Roisl.0003s0073.1.p
OG0002530	XP_018440598.1	Roisl.0021s0588.1.p
OG0002531	XP_018450931.1	Roisl.0115s0722.1.p
OG0002532	XP_018433032.1	Roisl.0209s0364.1.p
OG0002533	XP_018439033.1	Roisl.0046s0784.1.p
OG0002533	XP_018462985.1, XP_018485631.1	Roisl.0024s0224.1.p
OG0002534	XP_018488794.1	Roisl.0046s0706.1.p, Roisl.0046s0702.1.p
OG0002535	XP_018485121.1, XP_018484611.1, XP_018440822.1	Roisl.0011s0104.1.p
OG0002536	XP_018449485.1, XP_018442415.1, XP_018459142.1	Roisl.0210s1441.1.p
OG0002537	XP_018484006.1, XP_018484007.1, XP_018444481.1, XP_018444252.1	Roisl.0004s0221.1.p
OG0002538	XP_018475802.1	Roisl.0210s1335.1.p
OG0002539	XP_018446740.1	Roisl.0210s1288.1.p
OG0002540	XP_018485790.1, XP_018486416.1	Roisl.0016s0145.1.p
OG0002541	XP_018470823.1, XP_018443030.1	Roisl.0210s1191.1.p
OG0002541	XP_018439121.1	Roisl.0016s0076.1.p
OG0002542	XP_018473514.1	Roisl.0210s1151.1.p
OG0002542	XP_018490994.1	Roisl.0016s0053.1.p
OG0002543	XP_018466014.1, XP_018446630.1	Roisl.0046s1325.1.p
OG0002543	XP_018439466.1	Roisl.0017s0069.1.p
OG0002544	XP_018470810.1, XP_018443835.1	Roisl.0210s0922.1.p
OG0002544	XP_018454472.1	Roisl.0046s0291.1.p
OG0002545	XP_018485599.1, XP_018453041.1	Roisl.0024s0321.1.p
OG0002545	XP_018446454.1	Roisl.0210s0666.1.p
OG0002546	XP_018493307.1	Roisl.0024s0266.1.p
OG0002546	XP_018443889.1	Roisl.0210s0628.1.p
OG0002547	XP_018452792.1, XP_018456567.1, XP_018472517.1	Roisl.0082s0377.1.p
OG0002548	XP_018490539.1	Roisl.0210s0288.1.p
OG0002548	XP_018474733.1, XP_018472996.1	Roisl.0082s0334.1.p
OG0002549	XP_018436849.1	Roisl.0082s0662.1.p
OG0002550	XP_018433009.1	Roisl.0082s0760.1.p
OG0002550	XP_018492590.1, XP_018492580.1	Roisl.0091s0998.1.p
OG0002551	XP_018483286.1	Roisl.0033s0098.1.p
OG0002551	XP_018472496.1, XP_018440150.1	Roisl.0091s0932.1.p
OG0002552	XP_018434193.1	Roisl.0028s0630.1.p
OG0002552	XP_018479055.1	Roisl.0091s0768.1.p
OG0002553	XP_018476900.1, XP_018436338.1	Roisl.0028s0718.1.p
OG0002553	XP_018449190.1	Roisl.0091s0700.1.p
OG0002554	XP_018450697.1, XP_018450694.1, XP_018492501.1	Roisl.0210s0349.1.p
OG0002555	XP_018488560.1, XP_018486704.1	Roisl.0210s0328.1.p
OG0002556	XP_018434731.1	Roisl.0028s0752.1.p
OG0002556	XP_018466168.1, XP_018463589.1, XP_018447462.1	Roisl.0213s0069.1.p
OG0002557	XP_018485457.1, XP_018438777.1	Roisl.0213s0089.1.p
OG0002558	XP_018479974.1, XP_018459299.1, XP_018447908.1, XP_018466405.1	Roisl.0028s0969.1.p, Roisl.0213s0514.1.p
OG0002559	XP_018477145.1	Roisl.0046s0989.1.p
OG0002559	XP_018439147.1, XP_018439146.1	Roisl.0024s0580.1.p
OG0002560	XP_018485884.1	Roisl.0024s0431.1.p
OG0002561	XP_018455364.1	Roisl.0024s0351.1.p
OG0002561	XP_018476332.1, XP_018444277.1	Roisl.0210s0690.1.p
OG0002562	XP_018432516.1	Roisl.0024s0227.1.p
OG0002562	XP_018489536.1, XP_018468840.1	Roisl.0046s0786.1.p
OG0002563	XP_018492378.1, XP_018492379.1	Roisl.0080s0005.1.p
OG0002563	XP_018440052.1	Roisl.0209s0453.1.p
OG0002564	XP_018437754.1	Roisl.0080s0039.1.p, Roisl.0066s0364.1.p
OG0002564	XP_018442100.1	Roisl.0210s0459.1.p
OG0002565	XP_018446820.1	Roisl.0210s0487.1.p
OG0002566	XP_018478382.1	Roisl.0046s0101.1.p
OG0002566	XP_018434927.1	Roisl.0046s0857.1.p
OG0002567	XP_018449164.1, XP_018446831.1	Roisl.0080s0234.1.p
OG0002568	XP_018472500.1	Roisl.0080s0245.1.p
OG0002568	XP_018472167.1	Roisl.0209s0266.1.p
OG0002569	XP_018469925.1	Roisl.0080s0269.1.p
OG0002569	XP_018436512.1	Roisl.0209s0287.1.p
OG0002570	XP_018440498.1	Roisl.0209s0414.1.p
OG0002570	XP_018456362.1	Roisl.0080s0402.1.p
OG0002571	XP_018457066.1	Roisl.0080s0461.1.p
OG0002572	XP_018440898.1	Roisl.0002s0169.1.p
OG0002574	XP_018456232.1	Roisl.0080s0558.1.p
OG0002574	XP_018477949.1	Roisl.0022s0237.1.p
OG0002575	XP_018469795.1	Roisl.0080s0605.1.p, Roisl.0022s0268.1.p
OG0002577	XP_018454883.1	Roisl.0080s0790.1.p
OG0002577	XP_018470614.1	Roisl.0080s0792.1.p
OG0002578	XP_018450165.1, XP_018450270.1	Roisl.0008s0001.1.p, Roisl.0066s0099.1.p, Roisl.0214s0063.1.p
OG0002579	XP_018456028.1	Roisl.0191s0680.1.p
OG0002579	XP_018456027.1, XP_018453883.1	Roisl.0191s0681.1.p
OG0002580	XP_018440817.1, XP_018488649.1	Roisl.0074s0784.1.p
OG0002581	XP_018446737.1	Roisl.0042s0093.1.p
OG0002581	XP_018491743.1, XP_018488021.1	Roisl.0026s0162.1.p
OG0002582	XP_018473561.1	Roisl.0030s0202.1.p
OG0002583	XP_018442252.1	Roisl.0030s0144.1.p
OG0002584	XP_018432701.1, XP_018432779.1	Roisl.0079s0250.1.p
OG0002585	XP_018457055.1	Roisl.0011s0492.1.p
OG0002585	XP_018478364.1	Roisl.0009s0127.1.p
OG0002586	XP_018435402.1	Roisl.0007s0581.1.p
OG0002586	XP_018446300.1	Roisl.0115s0064.1.p
OG0002588	XP_018446996.1	Roisl.0004s0236.1.p
OG0002588	XP_018434415.1	Roisl.0007s0039.1.p
OG0002589	XP_018469261.1, XP_018467568.1	Roisl.0007s0052.1.p
OG0002589	XP_018444004.1	Roisl.0004s0250.1.p
OG0002590	XP_018445885.1	Roisl.0004s0265.1.p
OG0002590	XP_018440424.1	Roisl.0007s0081.1.p
OG0002591	XP_018450730.1	Roisl.0007s0100.1.p
OG0002591	XP_018443051.1	Roisl.0004s0283.1.p
OG0002592	XP_018448064.1	Roisl.0007s0110.1.p
OG0002592	XP_018446571.1	Roisl.0004s0295.1.p
OG0002593	XP_018438840.1	Roisl.0036s0002.1.p, Roisl.0046s0368.1.p, Roisl.0046s0369.1.p, Roisl.0046s0370.1.p
OG0002594	XP_018480194.1	Roisl.0018s0352.1.p
OG0002596	XP_018492289.1	Roisl.0006s0491.1.p
OG0002596	XP_018492971.1	Roisl.0074s0571.1.p
OG0002597	XP_018451018.1	Roisl.0006s0489.1.p
OG0002597	XP_018491672.1	Roisl.0074s0567.1.p
OG0002598	XP_018447326.1	Roisl.0006s0476.1.p, Roisl.0006s0473.1.p
OG0002599	XP_018492417.1, XP_018468939.1	Roisl.0074s0535.1.p
OG0002600	XP_018433576.1	Roisl.0028s1059.1.p
OG0002601	XP_018486738.1	Roisl.0053s0307.1.p
OG0002601	XP_018447939.1	Roisl.0075s0137.1.p
OG0002602	XP_018471931.1, XP_018447447.1	Roisl.0002s0254.1.p
OG0002604	XP_018445176.1, XP_018445129.1	Roisl.0004s0469.1.p
OG0002604	XP_018470338.1, XP_018458708.1	Roisl.0004s0486.1.p
OG0002605	XP_018486969.1	Roisl.0191s0424.1.p
OG0002605	XP_018442539.1, XP_018470336.1	Roisl.0019s0703.1.p
OG0002607	XP_018475897.1	Roisl.0028s0825.1.p
OG0002607	XP_018476242.1	Roisl.0053s0041.1.p
OG0002608	XP_018477598.1	Roisl.0012s0353.1.p
OG0002608	XP_018469251.1, XP_018469252.1	Roisl.0091s0313.1.p
OG0002609	XP_018465606.1	Roisl.0074s0017.1.p
OG0002609	XP_018442013.1	Roisl.0006s0028.1.p
OG0002610	XP_018449843.1	Roisl.0006s0070.1.p
OG0002611	XP_018491979.1	Roisl.0115s0381.1.p
OG0002611	XP_018492812.1	Roisl.0006s0145.1.p
OG0002612	XP_018441456.1	Roisl.0006s0356.1.p
OG0002613	XP_018490715.1, XP_018459450.1, XP_018491125.1	Roisl.0074s0410.1.p
OG0002614	XP_018439252.1, XP_018491127.1	Roisl.0074s0411.1.p
OG0002614	XP_018446318.1	Roisl.0006s0360.1.p
OG0002616	XP_018467653.1	Roisl.0046s1047.1.p
OG0002616	XP_018433280.1	Roisl.0014s0013.1.p, Roisl.0208s0030.1.p
OG0002618	XP_018441222.1	Roisl.0179s0004.1.p
OG0002618	XP_018449580.1	Roisl.0001s0054.1.p
OG0002619	XP_018491614.1, XP_018492098.1	Roisl.0074s0285.1.p
OG0002620	XP_018457430.1, XP_018435916.1	Roisl.0066s0278.1.p
OG0002621	XP_018477062.1	Roisl.0066s0267.1.p
OG0002621	XP_018451358.1, XP_018450928.1, XP_018471973.1	Roisl.0001s0119.1.p
OG0002622	XP_018475024.1	Roisl.0082s0153.1.p, Roisl.0082s0154.1.p
OG0002623	XP_018459577.1	Roisl.0213s0561.1.p, Roisl.0213s0564.1.p, Roisl.0213s0566.1.p, Roisl.0213s0563.1.p
OG0002624	XP_018445414.1, XP_018478724.1	Roisl.0018s0448.1.p
OG0002624	XP_018437999.1	Roisl.0067s0002.1.p
OG0002625	XP_018486388.1	Roisl.0018s0263.1.p
OG0002625	XP_018473336.1	Roisl.0035s0153.1.p
OG0002626	XP_018491572.1, XP_018443172.1	Roisl.0018s0092.1.p
OG0002626	XP_018483232.1, XP_018464759.1	Roisl.0028s0206.1.p
OG0002627	XP_018463688.1, XP_018489428.1	Roisl.0026s0093.1.p
OG0002628	XP_018434593.1, XP_018478891.1	Roisl.0028s0390.1.p
OG0002629	XP_018491742.1	Roisl.0026s0161.1.p
OG0002629	XP_018484864.1, XP_018484865.1, XP_018464985.1	Roisl.0028s0459.1.p
OG0002630	XP_018460790.1, XP_018464373.1	Roisl.0046s1617.1.p
OG0002630	XP_018477290.1	Roisl.0028s0594.1.p
OG0002631	XP_018487996.1, XP_018489890.1	Roisl.0046s1513.1.p
OG0002631	XP_018484319.1	Roisl.0017s0313.1.p
OG0002632	XP_018441234.1, XP_018441231.1, XP_018441429.1, XP_018441428.1	Roisl.0053s0336.1.p
OG0002633	XP_018476704.1	Roisl.0017s0142.1.p
OG0002633	XP_018484632.1	Roisl.0046s1369.1.p
OG0002634	XP_018470365.1	Roisl.0022s0443.1.p
OG0002635	XP_018458118.1	Roisl.0053s0070.1.p
OG0002636	XP_018445580.1, XP_018444069.1, XP_018443186.1	Roisl.0024s0110.1.p
OG0002637	XP_018470109.1	Roisl.0044s0098.1.p
OG0002637	XP_018440415.1	Roisl.0214s0373.1.p
OG0002638	XP_018438035.1, XP_018465427.1, XP_018481478.1	Roisl.0017s0330.1.p
OG0002640	XP_018486865.1	Roisl.0210s0123.1.p
OG0002641	XP_018436218.1, XP_018447696.1, XP_018447697.1	Roisl.0115s0711.1.p
OG0002642	XP_018451517.1	Roisl.0115s0680.1.p
OG0002642	XP_018477867.1	Roisl.0082s0127.1.p
OG0002643	XP_018473259.1, XP_018452540.1	Roisl.0020s0137.1.p
OG0002644	XP_018439193.1, XP_018452571.1	Roisl.0209s0782.1.p
OG0002644	XP_018481227.1	Roisl.0022s0485.1.p
OG0002645	XP_018484140.1	Roisl.0018s0149.1.p
OG0002645	XP_018480323.1	Roisl.0028s0094.1.p
OG0002646	XP_018467169.1	Roisl.0028s0248.1.p
OG0002646	XP_018472899.1	Roisl.0028s0245.1.p
OG0002647	XP_018473484.1, XP_018471677.1, XP_018463098.1	Roisl.0210s1526.1.p
OG0002647	XP_018435070.1	Roisl.0016s0332.1.p
OG0002648	XP_018490281.1, XP_018490272.1	Roisl.0079s0071.1.p
OG0002648	XP_018440330.1	Roisl.0198s0019.1.p
OG0002649	XP_018491674.1, XP_018493019.1, XP_018433015.1	Roisl.0079s0287.1.p
OG0002649	XP_018445238.1, XP_018442970.1	Roisl.0034s0116.1.p
OG0002650	XP_018437149.1, XP_018486834.1, XP_018490602.1	Roisl.0079s0299.1.p
OG0002651	XP_018493110.1, XP_018493095.1	Roisl.0074s0845.1.p
OG0002651	XP_018442620.1	Roisl.0042s0031.1.p
OG0002652	XP_018439514.1, XP_018439515.1	Roisl.0074s0688.1.p
OG0002652	XP_018491424.1	Roisl.0074s0687.1.p
OG0002653	XP_018449857.1	Roisl.0013s0091.1.p
OG0002653	XP_018485446.1	Roisl.0074s0140.1.p
OG0002654	XP_018485249.1	Roisl.0046s0548.1.p
OG0002654	XP_018446368.1, XP_018446301.1	Roisl.0001s0405.1.p
OG0002655	XP_018480828.1, XP_018458368.1	Roisl.0070s0009.1.p
OG0002656	XP_018433670.1	Roisl.0053s0397.1.p
OG0002657	XP_018492917.1	Roisl.0053s0405.1.p
OG0002657	XP_018450371.1	Roisl.0075s0219.1.p
OG0002658	XP_018441313.1	Roisl.0115s0584.1.p
OG0002658	XP_018491744.1	Roisl.0115s0582.1.p
OG0002660	XP_018483676.1	Roisl.0064s0031.1.p
OG0002660	XP_018446048.1	Roisl.0055s0009.1.p
OG0002661	XP_018440041.1, XP_018434098.1, XP_018483508.1	Roisl.0046s0489.1.p
OG0002661	XP_018452648.1	Roisl.0046s0491.1.p
OG0002662	XP_018460598.1, XP_018473237.1, XP_018474967.1	Roisl.0191s0628.1.p
OG0002662	XP_018460533.1	Roisl.0210s0159.1.p
OG0002663	XP_018486498.1	Roisl.0210s0236.1.p, Roisl.0214s0001.1.p
OG0002664	XP_018463263.1	Roisl.0091s1032.1.p
OG0002664	XP_018471601.1	Roisl.0091s1033.1.p
OG0002665	XP_018483280.1, XP_018460005.1, XP_018493381.1, XP_018450855.1	Roisl.0021s0002.1.p
OG0002666	XP_018440312.1	Roisl.0191s0239.1.p, Roisl.0021s0057.1.p
OG0002667	XP_018455626.1	Roisl.0214s0557.1.p
OG0002667	XP_018442070.1	Roisl.0021s0136.1.p
OG0002668	XP_018487988.1, XP_018465559.1, XP_018432586.1, XP_018486186.1, XP_018436046.1, XP_018433713.1, XP_018432587.1, XP_018433732.1	Roisl.0021s0211.1.p
OG0002669	XP_018458302.1, XP_018458305.1, XP_018486358.1, XP_018472118.1	Roisl.0021s0264.1.p
OG0002670	XP_018433945.1, XP_018461843.1	Roisl.0021s0488.1.p
OG0002670	XP_018457636.1, XP_018463438.1	Roisl.0011s0252.1.p
OG0002671	XP_018485374.1	Roisl.0007s0743.1.p
OG0002672	XP_018456905.1, XP_018483997.1	Roisl.0011s0053.1.p, Roisl.0007s0639.1.p
OG0002673	XP_018433423.1, XP_018469810.1	Roisl.0007s0616.1.p
OG0002674	XP_018453956.1	Roisl.0007s0425.1.p
OG0002674	XP_018457870.1	Roisl.0004s0045.1.p
OG0002675	XP_018453017.1, XP_018453485.1	Roisl.0019s0258.1.p
OG0002675	XP_018489817.1, XP_018480219.1	Roisl.0007s0393.1.p
OG0002676	XP_018476263.1	Roisl.0079s0339.1.p, Roisl.0006s0406.1.p
OG0002677	XP_018474917.1, XP_018465211.1	Roisl.0028s0961.1.p
OG0002677	XP_018471335.1, XP_018483963.1	Roisl.0115s0769.1.p
OG0002678	XP_018480225.1	Roisl.0115s0724.1.p
OG0002679	XP_018447130.1, XP_018451154.1, XP_018450497.1	Roisl.0001s0473.1.p
OG0002680	XP_018485260.1, XP_018454867.1	Roisl.0001s0396.1.p
OG0002681	XP_018471037.1	Roisl.0001s0061.1.p
OG0002681	XP_018491461.1	Roisl.0065s0006.1.p
OG0002682	XP_018450580.1, XP_018468008.1	Roisl.0001s0048.1.p
OG0002682	XP_018440666.1	Roisl.0053s0148.1.p
OG0002683	XP_018470647.1	Roisl.0001s0019.1.p
OG0002683	XP_018457092.1	Roisl.0045s0090.1.p
OG0002684	XP_018480664.1, XP_018480665.1	Roisl.0003s0271.1.p, Roisl.0023s0111.1.p
OG0002685	XP_018437085.1	Roisl.0082s0516.1.p
OG0002685	XP_018471356.1	Roisl.0003s0329.1.p
OG0002686	XP_018459416.1, XP_018459415.1, XP_018481756.1, XP_018459411.1, XP_018459409.1, XP_018481351.1	Roisl.0008s0318.1.p, Roisl.0046s0695.1.p
OG0002687	XP_018481488.1	Roisl.0008s0328.1.p
OG0002688	XP_018434710.1	Roisl.0023s0008.1.p
OG0002688	XP_018477333.1	Roisl.0003s0203.1.p
OG0002689	XP_018480336.1	Roisl.0038s0058.1.p
OG0002690	XP_018450268.1, XP_018450267.1	Roisl.0015s0086.1.p, Roisl.0015s0108.1.p
OG0002693	XP_018448564.1, XP_018469390.1	Roisl.0002s0211.1.p
OG0002695	XP_018486749.1, XP_018489853.1	Roisl.0179s0064.1.p, Roisl.0179s0063.1.p, Roisl.0079s0185.1.p
