Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_Rawat
OG0003662	XP_018444075.1, XP_018444071.1, XP_018468664.1	AL6G22340
OG0003664	XP_018469558.1, XP_018444500.1	AL6G20060
OG0003665	XP_018490056.1, XP_018438555.1, XP_018461711.1, XP_018489721.1	nbis-gene-687
OG0003666	XP_018441602.1	AL4G25110
OG0003668	XP_018477351.1	AL7G27530
OG0003670	XP_018437012.1, XP_018438838.1, XP_018482695.1, XP_018455974.1	AL6G34880
OG0003671	XP_018439026.1, XP_018435600.1	AL6G36270, AL6G36260
OG0003672	XP_018433307.1, XP_018433306.1, XP_018437659.1, XP_018456155.1, XP_018456154.1	AL6G37600
OG0003673	XP_018472693.1	AL6G32570
OG0003673	XP_018449647.1	AL5G21610
OG0003674	XP_018437696.1	AL5G22290
OG0003675	XP_018445839.1, XP_018466590.1, XP_018467543.1, XP_018476176.1	AL8G37010
OG0003677	XP_018436344.1, XP_018436343.1	AL4G30170, AL4G30150, AL4G30160
OG0003678	XP_018476129.1, XP_018457540.1	AL8G32000
OG0003679	XP_018473480.1, XP_018469784.1, XP_018454818.1, XP_018454997.1, XP_018455042.1	AL8G31120
OG0003680	XP_018436705.1	AL5G29410
OG0003681	XP_018432857.1, XP_018462175.1, XP_018468490.1	AL5G28120
OG0003682	XP_018466914.1	nbis-gene-1492
OG0003683	XP_018475239.1, XP_018475241.1	AL6G10880
OG0003684	XP_018467085.1, XP_018454433.1, XP_018467077.1, XP_018483920.1	AL5G16940
OG0003685	XP_018490751.1, XP_018465857.1	AL1G18110
OG0003686	XP_018463845.1	AL7G47190
OG0003689	XP_018453057.1, XP_018457225.1	AL2G40970, AL6G52910
OG0003691	XP_018442931.1, XP_018442924.1	AL2G34930
OG0003692	XP_018470691.1, XP_018470692.1, XP_018493345.1, XP_018450722.1	AL3G24590
OG0003693	XP_018489407.1	AL1G61490
OG0003693	XP_018438920.1	AL3G27700
OG0003694	XP_018468303.1, XP_018461415.1, XP_018473678.1	AL8G24230
OG0003695	XP_018481466.1, XP_018449408.1	AL7G39800
OG0003696	XP_018471971.1, XP_018447048.1	AL7G24040
OG0003697	XP_018460048.1, XP_018480819.1	AL7G23610
OG0003698	XP_018478139.1, XP_018481785.1	AL5G17640
OG0003699	XP_018474654.1, XP_018454811.1, XP_018466073.1, XP_018460316.1, XP_018469687.1	AL6G52210
OG0003700	XP_018457638.1, XP_018457627.1, XP_018440137.1	AL8G12250
OG0003701	XP_018466141.1, XP_018434192.1, XP_018469450.1	AL3G30840, AL3G30820
OG0003703	XP_018433173.1	AL8G14400
OG0003704	XP_018493182.1, XP_018485092.1	AL1G58810, AL1G58840, AL1G58160
OG0003705	XP_018462161.1	AL3G30480
OG0003706	XP_018436151.1, XP_018439793.1	AL1G32070
OG0003707	XP_018449139.1, XP_018437594.1	AL1G59650
OG0003708	XP_018474308.1	AL878U10010, AL3G46580
OG0003709	XP_018481729.1	AL4G29340, AL1G51390
OG0003710	XP_018479899.1, XP_018484985.1	AL4G31940, AL4G31930
OG0003711	XP_018443134.1, XP_018461007.1, XP_018488752.1	AL3G40870, AL5G36010
OG0003712	XP_018454223.1, XP_018438333.1, XP_018438338.1	AL8G44880
OG0003713	XP_018484129.1, XP_018492066.1, XP_018492069.1, XP_018460290.1, XP_018443580.1	AL2G23500, AL5G45060
OG0003714	XP_018441152.1, XP_018441167.1	AL4G46050
OG0003715	XP_018492413.1, XP_018492402.1, XP_018477182.1	AL1G53560, AL5G43630
OG0003716	XP_018444879.1, XP_018486082.1	AL5G43400
OG0003718	XP_018489755.1, XP_018489732.1	AL5G37060
OG0003719	XP_018485291.1, XP_018476724.1	AL4G37250
OG0003721	XP_018450503.1, XP_018474071.1	AL1G40440
OG0003722	XP_018434059.1, XP_018452371.1	AL3G51840
OG0003724	XP_018489760.1	AL3G52860, AL3G52870
OG0003725	XP_018492253.1, XP_018440504.1	AL1G54170, AL3G52820
OG0003726	XP_018451164.1, XP_018470693.1	AL7G22410
OG0003727	XP_018435766.1, XP_018443755.1, XP_018457290.1	AL7G45710
OG0003729	XP_018455354.1, XP_018455413.1	nbis-gene-1580, AL6G38370
OG0003730	XP_018434965.1	AL3G16170
OG0003730	XP_018484834.1	AL6G39160
OG0003731	XP_018476833.1, XP_018440050.1	AL4G38180
OG0003733	XP_018440927.1, XP_018440926.1, XP_018475946.1, XP_018475952.1	AL4G42940
OG0003734	XP_018481263.1	AL4G42810
OG0003735	XP_018436671.1, XP_018476499.1, XP_018474454.1	AL4G42650
OG0003736	XP_018440835.1, XP_018492148.1	AL3G17290
OG0003737	XP_018493124.1, XP_018493461.1, XP_018435317.1, XP_018438294.1, XP_018465454.1	AL3G18900
OG0003738	XP_018439078.1, XP_018493503.1, XP_018464459.1	AL3G19430
OG0003739	XP_018440812.1, XP_018440772.1, XP_018486588.1	AL3G26360, AL3G26380
OG0003740	XP_018489260.1	AL3G26880
OG0003741	XP_018440613.1	AL1G27360
OG0003742	XP_018489686.1	AL3G31290, AL4G11350
OG0003743	XP_018489166.1, XP_018488975.1, XP_018490221.1, XP_018490219.1	AL451U10010, AL3G31880
OG0003744	XP_018466013.1, XP_018490506.1	AL3G35880
OG0003745	XP_018477289.1, XP_018484988.1, XP_018471966.1, XP_018441236.1	AL5G32260, AL7G47860
OG0003746	XP_018493128.1, XP_018451242.1	AL1G12610
OG0003747	XP_018447249.1, XP_018447261.1	AL1G15580, AL1G15590
OG0003748	XP_018467958.1	AL1G17590
OG0003749	XP_018443994.1	AL1G28160
OG0003750	XP_018482559.1, XP_018482627.1, XP_018486513.1, XP_018468864.1	AL1G29120
OG0003751	XP_018436065.1, XP_018445421.1	AL1G29590
OG0003752	XP_018454257.1, XP_018445043.1	AL2G30860
OG0003753	XP_018444032.1, XP_018453157.1, XP_018461030.1, XP_018461031.1, XP_018468569.1	AL2G30100
OG0003754	XP_018488779.1	AL3G43930, AL7G44130
OG0003755	XP_018457443.1, XP_018457516.1, XP_018457522.1	AL2G10280
OG0003756	XP_018457409.1, XP_018484205.1	AL8G15580
OG0003757	XP_018464370.1, XP_018451618.1	AL8G32340, AL1G54730
OG0003758	XP_018448572.1, XP_018452406.1, XP_018452420.1	AL3G31300, AL814U10010, AL5G17190
OG0003759	XP_018447238.1, XP_018450280.1, XP_018488939.1, XP_018488943.1, XP_018468805.1	AL1G56280, AL1G56190
OG0003761	XP_018483981.1, XP_018480478.1	AL7G11780
OG0003762	XP_018453281.1, XP_018453445.1, XP_018482264.1, XP_018459486.1	AL7G11840
OG0003763	XP_018465236.1, XP_018481103.1	AL4G11980, AL7G12460
OG0003764	XP_018451497.1, XP_018449461.1	AL7G14400
OG0003765	XP_018468194.1, XP_018468196.1, XP_018471947.1, XP_018471946.1, XP_018471948.1, XP_018470521.1	AL7G27110
OG0003767	XP_018452965.1	AL6G52030, AL6G52670
OG0003768	XP_018467156.1, XP_018451346.1, XP_018471743.1, XP_018480670.1	AL7G24360
OG0003770	XP_018475399.1	AL1G48550
OG0003771	XP_018487538.1	AL6G48470
OG0003771	XP_018467475.1	AL5G12110
OG0003771	XP_018465658.1	AL8G20310, AL4G12490, AL4G12510
OG0003772	XP_018485086.1	AL7G46300
OG0003775	XP_018460738.1	AL53U10060, AL4G33270, AL4G33320, AL4G33400, AL4G34490, AL4G34570, AL4G34290
OG0003776	XP_018467671.1, XP_018460242.1, XP_018465130.1	AL7G38460
OG0003778	XP_018438699.1, XP_018482374.1, XP_018482376.1, XP_018475457.1	AL4G26260, AL4G26270
OG0003790	XP_018473501.1, XP_018442346.1, XP_018475220.1	AL6G28400
OG0003791	XP_018446022.1, XP_018472727.1	AL6G28330, AL6G28350
OG0003792	XP_018445336.1, XP_018443294.1	AL6G26980
OG0003793	XP_018443311.1, XP_018443312.1, XP_018469279.1, XP_018467621.1	AL6G24230
OG0003794	XP_018472678.1, XP_018446741.1	AL3G26740, AL6G22640
OG0003795	XP_018442308.1, XP_018473120.1, XP_018471068.1	AL6G21260
OG0003796	XP_018442983.1, XP_018476968.1, XP_018472039.1	AL6G20160
OG0003797	XP_018454071.1	AL6G18800, AL6G34640
OG0003798	XP_018439132.1, XP_018472479.1, XP_018484846.1	AL7G28360
OG0003799	XP_018455172.1, XP_018455168.1, XP_018475162.1, XP_018437670.1	AL4G21910
OG0003800	XP_018475709.1, XP_018434722.1	AL283U10030, AL4G25850
OG0003801	XP_018481633.1	AL1G15680
OG0003801	XP_018474533.1	AL4G26950
OG0003802	XP_018437408.1, XP_018481394.1, XP_018476806.1, XP_018476802.1, XP_018464876.1	AL80U10090, AL4G27330
OG0003803	XP_018462137.1, XP_018483170.1	AL4G29120, AL1G14110
OG0003804	XP_018477112.1, XP_018450962.1	AL8G25740
OG0003805	XP_018474600.1	AL6G41500
OG0003806	XP_018459287.1, XP_018459269.1	AL1G49410
OG0003808	XP_018454905.1	AL8G44190
OG0003809	XP_018454249.1, XP_018454244.1, XP_018457298.1	AL8G40850
OG0003810	XP_018458340.1	AL5G27740
OG0003812	XP_018434442.1, XP_018486708.1, XP_018464077.1	AL1G60620
OG0003813	XP_018432660.1, XP_018488951.1	AL6G53500, AL8G42840
OG0003814	XP_018434218.1, XP_018448469.1, XP_018448464.1, XP_018479025.1, XP_018452660.1, XP_018465235.1	AL6G34700, AL6G30600
OG0003815	XP_018462713.1, XP_018460573.1, XP_018471473.1	AL6G22200
OG0003816	XP_018470514.1, XP_018470516.1, XP_018472738.1, XP_018463715.1, XP_018444620.1	AL6G33060
OG0003817	XP_018454374.1, XP_018446535.1	AL8G37280
OG0003818	XP_018472930.1, XP_018466925.1	AL8G34090
OG0003819	XP_018471403.1	AL7G26410
OG0003821	XP_018456103.1, XP_018450325.1, XP_018450195.1, XP_018462280.1, XP_018477032.1, XP_018477027.1	AL8G30570
OG0003822	XP_018475704.1, XP_018475705.1, XP_018460450.1, XP_018460449.1, XP_018448089.1	AL8G29630
OG0003823	XP_018443367.1	AL6G17350
OG0003824	XP_018462531.1, XP_018474945.1, XP_018447149.1	AL6G16130, AL7G50420
OG0003825	XP_018440127.1	AL5G21520, AL5G21420
OG0003826	XP_018477808.1, XP_018436675.1, XP_018440334.1	AL8G22790
OG0003828	XP_018471328.1	AL7G14890
OG0003830	XP_018442114.1, XP_018445802.1, XP_018457811.1, XP_018456179.1, XP_018471620.1, XP_018457218.1	AL2G39320
OG0003832	XP_018438790.1	nbis-gene-1205
OG0003834	XP_018489456.1	AL1G43430
OG0003835	XP_018436492.1	AL5G24390, AL5G24430
OG0003836	XP_018436490.1	AL5G24270
OG0003837	XP_018478065.1, XP_018478003.1	AL9U11810
OG0003838	XP_018480601.1, XP_018464043.1	AL7G40150
OG0003840	XP_018440911.1	AL1G30950
OG0003841	XP_018443872.1, XP_018445481.1, XP_018444559.1, XP_018456434.1, XP_018456435.1	AL2G28340
OG0003842	XP_018442215.1	AL1G38650
OG0003842	XP_018455011.1	nbis-gene-568
OG0003843	XP_018480062.1, XP_018480135.1, XP_018480051.1, XP_018480132.1	AL1G58200
OG0003844	XP_018490912.1	AL1G58390
OG0003845	XP_018438792.1	AL4G15890
OG0003846	XP_018452450.1, XP_018435654.1	AL5G18880
OG0003849	XP_018460379.1, XP_018483002.1, XP_018470344.1, XP_018470343.1, XP_018448139.1	AL7G29660
OG0003850	XP_018453953.1	AL7G30030
OG0003851	XP_018438893.1	AL3G32730
OG0003852	XP_018491458.1, XP_018490988.1	AL3G10540, AL1G28720
OG0003853	XP_018489807.1	AL5G44250
OG0003853	XP_018462762.1, XP_018480191.1	AL5G44260
OG0003854	XP_018483891.1	AL1G55650, AL4G44400
OG0003855	XP_018460830.1, XP_018488714.1, XP_018461492.1, XP_018461204.1, XP_018443946.1	AL5G41160
OG0003856	XP_018445169.1	AL5G39820
OG0003857	XP_018478330.1, XP_018491999.1	AL5G39640
OG0003858	XP_018463686.1, XP_018491992.1	AL5G39630
OG0003859	XP_018458883.1, XP_018458884.1, XP_018487436.1, XP_018444458.1, XP_018488765.1, XP_018458890.1	AL5G35050
OG0003860	XP_018480228.1, XP_018437095.1, XP_018434232.1	AL5G10450
OG0003861	XP_018491521.1	AL3G41980
OG0003862	XP_018491280.1, XP_018493531.1	AL3G39800
OG0003863	XP_018452226.1	AL2G27230
OG0003865	XP_018484716.1, XP_018484677.1	AL4G33680
OG0003866	XP_018439282.1	AL8G24670
OG0003867	XP_018439592.1	AL4G12000
OG0003867	XP_018459827.1, XP_018449886.1	AL5G44590
OG0003868	XP_018447819.1, XP_018486042.1, XP_018493342.1	AL2G26170, AL2G26160, AL1G52210
OG0003869	XP_018490058.1, XP_018449841.1	AL1G48170
OG0003870	XP_018489297.1	AL1G48090
OG0003871	XP_018456404.1, XP_018452064.1, XP_018456481.1	AL2G11840
OG0003872	XP_018454309.1, XP_018476237.1, XP_018459575.1, XP_018471459.1	AL6G45870
OG0003873	XP_018433554.1	AL3G53520, AL4G32160
OG0003874	XP_018465962.1, XP_018482618.1, XP_018482646.1, XP_018436810.1	AL181U10040, AL4G46330
OG0003875	XP_018482526.1, XP_018482544.1, XP_018482486.1	AL4G42490
OG0003876	XP_018436538.1, XP_018436541.1	AL4G41050
OG0003877	XP_018466963.1, XP_018467483.1, XP_018438482.1	nbis-gene-1143
OG0003878	XP_018478137.1, XP_018478151.1, XP_018465277.1	AL4G39590, AL3G43260
OG0003879	XP_018486038.1	AL6G27810, AL3G12410
OG0003880	XP_018486054.1, XP_018438908.1, XP_018440669.1, XP_018466299.1	AL3G18570
OG0003881	XP_018492811.1, XP_018466171.1, XP_018441569.1	AL3G19180
OG0003882	XP_018435349.1, XP_018435348.1, XP_018486239.1, XP_018485896.1, XP_018485897.1	AL3G22950
OG0003883	XP_018436700.1	AL6G49210, AL3G49110
OG0003884	XP_018489326.1, XP_018487323.1	nbis-gene-708
OG0003885	XP_018463313.1, XP_018485376.1, XP_018437290.1	AL1G11530
OG0003887	XP_018434228.1	AL5G32930
OG0003888	XP_018449284.1, XP_018455055.1	AL1G13950
OG0003892	XP_018493506.1, XP_018451338.1	AL1G19490, AL1G19480
OG0003893	XP_018447886.1, XP_018449560.1	AL1G19910
OG0003894	XP_018451222.1, XP_018460011.1, XP_018451460.1, XP_018463414.1	AL1G20080, AL1G55810
OG0003895	XP_018486575.1, XP_018452488.1	AL1G23780
OG0003896	XP_018484155.1, XP_018463975.1, XP_018438010.1	AL1G30660
OG0003897	XP_018439335.1, XP_018449168.1, XP_018450642.1	AL1G31160
OG0003898	XP_018440770.1, XP_018437260.1, XP_018483623.1	AL1G31540, AL1G31530
OG0003899	XP_018483536.1, XP_018450584.1	AL1G31830
OG0003900	XP_018468155.1, XP_018487704.1	AL6G51750
OG0003901	XP_018454452.1	AL2G13250, AL2G13270
OG0003903	XP_018459870.1	AL2G17920
OG0003903	XP_018457664.1	AL2G17950
OG0003904	XP_018468686.1	AL2G18830
OG0003905	XP_018456256.1, XP_018456753.1, XP_018439539.1, XP_018464943.1, XP_018481173.1	AL8G10300
OG0003906	XP_018439196.1	AL4G10060
OG0003907	XP_018488925.1, XP_018440499.1	AL5G26310
OG0003908	XP_018477854.1, XP_018469837.1, XP_018469850.1, XP_018451012.1	AL7G14520
OG0003909	XP_018460235.1	AL7G16330
OG0003910	XP_018449855.1, XP_018480350.1, XP_018480352.1	AL7G16950
OG0003911	XP_018448097.1, XP_018465494.1, XP_018454060.1	AL7G20940
OG0003912	XP_018450620.1	AL1G37010
OG0003915	YP_009046899.1	AL2G20970
OG0003915	YP_006665997.1	AL3G48830
OG0003916	XP_018487791.1	AL1G42260
OG0003916	XP_018455616.1	AL2G38230
OG0003917	XP_018474884.1	AL6G42920
OG0003918	XP_018439111.1	AL4G39700
OG0003919	XP_018487998.1	AL3G43540
OG0003921	XP_018453696.1, XP_018479625.1	AL1G54290
OG0003922	XP_018454777.1, XP_018453001.1, XP_018466678.1, XP_018437096.1, XP_018478001.1, XP_018458464.1	AL5G19620
OG0003923	XP_018469457.1	AL5G26530
OG0003924	XP_018444971.1, XP_018479828.1, XP_018461291.1	AL1G62490
OG0003925	XP_018455935.1, XP_018438681.1	AL3G41410, AL8G37430
OG0003925	XP_018482432.1	nbis-gene-1486
OG0003927	XP_018442584.1, XP_018488770.1, XP_018487665.1, XP_018470006.1	AL6G27700
OG0003929	XP_018473530.1, XP_018458868.1	AL6G42570, AL6G42600, AL6G42580
OG0003930	XP_018490349.1, XP_018482263.1, XP_018466258.1, XP_018479489.1, XP_018479485.1	AL8G14650
OG0003941	XP_018473583.1, XP_018475348.1, XP_018443875.1	AL6G26070
OG0003942	XP_018442670.1, XP_018465898.1, XP_018464458.1, XP_018470997.1, XP_018452280.1, XP_018473589.1, XP_018466721.1, XP_018473696.1	AL6G24930
OG0003944	XP_018455725.1, XP_018455716.1, XP_018443320.1, XP_018443322.1, XP_018445497.1, XP_018445498.1	AL6G23510
OG0003945	XP_018455988.1, XP_018482310.1	AL6G38040
OG0003946	XP_018454438.1, XP_018444415.1	AL7G43580, AL2G28850
OG0003947	XP_018457268.1, XP_018457270.1	AL6G21920
OG0003948	XP_018450658.1, XP_018445811.1	AL6G21890
OG0003949	XP_018433077.1	AL6G39530
OG0003951	XP_018477763.1	nbis-gene-1553
OG0003952	XP_018446435.1, XP_018473475.1, XP_018466401.1, XP_018447027.1	AL6G18550
OG0003953	XP_018477320.1	AL8G38190
OG0003954	XP_018471756.1	AL7G28340
OG0003955	XP_018450884.1, XP_018450885.1, XP_018484258.1, XP_018467939.1, XP_018465545.1	AL7G28510
OG0003957	XP_018437820.1	AL4G22830
OG0003957	XP_018475064.1, XP_018475061.1	AL5G38330
OG0003958	XP_018463821.1, XP_018482752.1, XP_018476024.1	AL4G24890
OG0003959	XP_018441506.1, XP_018485203.1	AL4G29080
OG0003960	XP_018467191.1	AL1G13850
OG0003961	XP_018469480.1, XP_018469478.1, XP_018482118.1, XP_018482116.1, XP_018450010.1	AL7G28010
OG0003962	XP_018486807.1, XP_018480770.1	AL1G43400, AL1G43440
OG0003964	XP_018480273.1, XP_018449381.1	AL5G36640
OG0003965	XP_018453103.1, XP_018472702.1, XP_018473233.1, XP_018457837.1	AL1G65760
OG0003966	XP_018488451.1	AL3G14030, AL2G37540, AL8G43390, AL8G43160
OG0003967	XP_018486026.1, XP_018459909.1	AL8G41390
OG0003968	XP_018492976.1, XP_018489355.1	AL8G40840
OG0003970	XP_018482067.1, XP_018455554.1, XP_018438449.1, XP_018438499.1	AL8G38250, AL365U10010
OG0003971	XP_018448863.1	AL7G40690, AL8G22660
OG0003972	XP_018491176.1, XP_018491173.1, XP_018456466.1	AL8G37850
OG0003974	XP_018453221.1, XP_018478857.1	AL6G34810, AL4G15050
OG0003975	XP_018450863.1, XP_018451115.1	AL5G28390
OG0003976	XP_018434661.1	AL6G37520, AL6G37530
OG0003977	XP_018477788.1, XP_018462111.1	AL6G37870
OG0003978	XP_018437545.1, XP_018447415.1	AL1G22820
OG0003979	XP_018444692.1, XP_018464897.1	AL5G23940
OG0003980	XP_018457078.1, XP_018438698.1, XP_018438707.1, XP_018474834.1	AL8G10160, AL8G10150, AL8G36850
OG0003981	XP_018483059.1, XP_018490391.1, XP_018433035.1, XP_018433045.1	nbis-gene-1213
OG0003982	XP_018457725.1, XP_018476620.1, XP_018469417.1, XP_018469409.1	AL139U10040, AL8G35330, AL3G40420
OG0003983	XP_018468942.1, XP_018455722.1	nbis-gene-2174
OG0003984	XP_018477003.1, XP_018477002.1, XP_018452566.1	AL8G34800
OG0003985	XP_018458367.1, XP_018455134.1	AL8G33520
OG0003986	XP_018460463.1, XP_018449927.1, XP_018475869.1	AL191U10030, AL8G31870
OG0003987	XP_018465051.1	AL6G42740, AL5G28510
OG0003988	XP_018472958.1, XP_018472940.1, XP_018472212.1, XP_018460446.1, XP_018464641.1	AL8G29640
OG0003989	XP_018444043.1, XP_018443815.1, XP_018468481.1, XP_018475695.1	AL6G17160
OG0003990	XP_018474179.1, XP_018466979.1, XP_018464245.1	AL8G27920, AL8G27910
OG0003991	XP_018443400.1	AL22U10060, AL6G15100
OG0003992	XP_018472896.1, XP_018446200.1, XP_018472455.1	AL6G14720
OG0003993	XP_018446256.1, XP_018445614.1	AL6G14220
OG0003994	XP_018444104.1, XP_018442567.1, XP_018476962.1, XP_018472178.1	AL6G12710
OG0003995	XP_018443219.1, XP_018475608.1, XP_018475970.1, XP_018470079.1	AL6G11560
OG0003996	XP_018472509.1, XP_018475613.1, XP_018465478.1, XP_018464801.1, XP_018445669.1, XP_018450337.1	AL6G11550
OG0003997	XP_018479679.1, XP_018444528.1	AL5G16460, AL7G48460
OG0003998	XP_018491469.1	AL3G21700, AL491U10020
OG0004000	XP_018444126.1, XP_018444616.1, XP_018458207.1	AL2G36560
OG0004001	XP_018442282.1	AL2G36440
OG0004002	XP_018468617.1	AL2G35920
OG0004003	XP_018482225.1, XP_018479502.1	AL8G15400
OG0004004	XP_018447177.1	AL1G62420, AL1G64340
OG0004006	XP_018440687.1, XP_018440684.1, XP_018450687.1	AL1G63970
OG0004008	XP_018450200.1	AL1G63280
OG0004009	XP_018482455.1, XP_018482274.1, XP_018450648.1, XP_018450649.1, XP_018493243.1	AL1G52150
OG0004010	XP_018432557.1	AL1G62440
OG0004011	XP_018440191.1	AL4G32520
OG0004012	XP_018454678.1	AL8G27670
OG0004013	XP_018447947.1, XP_018451658.1, XP_018464575.1, XP_018465984.1	AL7G41740, AL7G41770
OG0004014	XP_018447861.1, XP_018457373.1	AL7G41240
OG0004015	XP_018477475.1, XP_018460766.1, XP_018469077.1	AL7G39630
OG0004016	XP_018457309.1, XP_018445882.1	AL2G33230, AL2G33220
OG0004017	XP_018445084.1	AL2G34160
OG0004020	XP_018457693.1	AL5G16400
OG0004021	XP_018447597.1, XP_018451274.1, XP_018483839.1, XP_018471169.1	AL7G32230
OG0004022	XP_018439546.1	AL8G13190, AL8G13340
OG0004023	XP_018488537.1, XP_018488534.1, XP_018439673.1	AL3G33330
OG0004024	XP_018488532.1	AL3G33340
OG0004025	XP_018440683.1	AL7G36090, AL4G30980
OG0004026	XP_018441500.1, XP_018441499.1, XP_018459512.1	AL4G31130
OG0004027	XP_018483476.1	AL8G12000
OG0004028	XP_018440204.1, XP_018472834.1	AL1G28100
OG0004029	XP_018480381.1	AL7G31020
OG0004030	XP_018463288.1, XP_018486912.1, XP_018483980.1	AL2G22150, AL1G51320
OG0004031	XP_018457333.1	AL8G23620
OG0004032	XP_018467702.1, XP_018450295.1, XP_018467701.1, XP_018479193.1, XP_018479194.1	AL7G33810
OG0004033	XP_018447187.1, XP_018471206.1	AL7G33610
OG0004034	XP_018450876.1, XP_018447213.1, XP_018471361.1	AL7G32340
OG0004035	XP_018480643.1, XP_018478748.1	AL7G32170
OG0004036	XP_018489681.1	AL7G46060, AL3G31260
OG0004037	XP_018484628.1, XP_018470153.1, XP_018463110.1, XP_018449338.1	AL7G38560
OG0004038	XP_018449096.1, XP_018459006.1	AL7G52620, AL7G38050
OG0004039	XP_018490623.1, XP_018461472.1	AL3G10760
OG0004040	XP_018440218.1, XP_018454492.1	AL8G44970, AL4G16940
OG0004041	XP_018485329.1, XP_018485348.1, XP_018442665.1	AL5G45550
OG0004042	XP_018441168.1, XP_018441153.1	AL4G46040
OG0004043	XP_018489953.1	AL7G18690
OG0004044	XP_018493364.1, XP_018485222.1	AL3G42240, AL5G43740
OG0004046	XP_018460704.1, XP_018459599.1, XP_018459603.1, XP_018493146.1	AL5G41480
OG0004047	XP_018458780.1, XP_018468536.1, XP_018486851.1, XP_018444266.1, XP_018437123.1	AL5G38920
OG0004048	XP_018465297.1, XP_018437031.1, XP_018467293.1	AL5G10260
OG0004049	XP_018481696.1	AL4G39310
OG0004049	XP_018488350.1	AL5G38550
OG0004050	XP_018446155.1, XP_018442637.1	AL5G38000, AL1G49030
OG0004051	XP_018491307.1, XP_018482687.1, XP_018469197.1, XP_018444688.1	AL5G35240
OG0004052	XP_018443095.1, XP_018492225.1	AL5G34510
OG0004053	XP_018485317.1, XP_018491490.1, XP_018460321.1, XP_018477294.1	AL5G34440
OG0004054	XP_018462654.1, XP_018493189.1, XP_018485383.1	AL3G40570
OG0004055	XP_018446911.1	AL1G63840
OG0004056	XP_018446244.1, XP_018442686.1	AL2G31680
OG0004058	XP_018437939.1, XP_018475329.1, XP_018475330.1, XP_018475328.1, XP_018465517.1, XP_018466961.1, XP_018480948.1	AL4G38320
OG0004060	XP_018438631.1, XP_018434932.1, XP_018477432.1	AL4G14880
OG0004061	XP_018461366.1, XP_018477902.1, XP_018449197.1, XP_018471390.1	AL7G28620
OG0004062	XP_018488100.1, XP_018448795.1, XP_018459857.1, XP_018450308.1	AL1G56060
OG0004063	XP_018486367.1, XP_018459714.1, XP_018449617.1, XP_018466194.1, XP_018444966.1	AL1G48420
OG0004064	XP_018470698.1, XP_018457622.1	AL6G43860
OG0004065	XP_018470089.1	AL7G29430
OG0004066	XP_018446703.1	AL6G30820, AL3G16810
OG0004068	XP_018487291.1	AL3G15430
OG0004069	XP_018474508.1, XP_018461798.1, XP_018478362.1, XP_018478361.1	AL4G46960
OG0004070	XP_018439868.1, XP_018476219.1	AL4G45890, AL4G45850, AL4G45830, AL4G45870
OG0004071	XP_018433116.1	AL3G47140, AL3G47150
OG0004072	XP_018433962.1	AL4G43610, AL4G43600
OG0004073	XP_018467046.1, XP_018474800.1, XP_018477098.1	AL4G42460
OG0004074	XP_018437146.1	AL1G29240, AL4G40710
OG0004077	XP_018489464.1	AL3G13080
OG0004078	XP_018486136.1, XP_018490982.1, XP_018438963.1	AL6G29410, AL3G13870
OG0004080	XP_018490635.1	AL3G14830
OG0004080	XP_018490636.1	AL3G14820
