Orthogroup	Capsella_rubella	Rorippa_islandica
OG0004464	XP_006303404.1, XP_006298784.1	Roisl.0066s0309.1.p
OG0004465	XP_006286669.1	Roisl.0210s1071.1.p
OG0004466	XP_006288546.1	Roisl.0210s1039.1.p
OG0004468	XP_023637157.1	Roisl.0210s1001.1.p
OG0004469	XP_006287046.1	Roisl.0210s0985.1.p
OG0004470	XP_006286884.1	Roisl.0210s0964.1.p
OG0004471	XP_023637033.1	Roisl.0210s0930.1.p
OG0004472	XP_006288317.1	Roisl.0210s0906.1.p
OG0004473	XP_006286964.1	Roisl.0210s0829.1.p
OG0004475	XP_006287637.1	Roisl.0210s0793.1.p
OG0004476	XP_023635960.1	Roisl.0210s0769.1.p
OG0004477	XP_006289537.1	Roisl.0210s0706.1.p
OG0004478	XP_006289693.1	Roisl.0210s0633.1.p
OG0004479	XP_006288315.1	Roisl.0210s0550.1.p
OG0004480	XP_006288716.1	Roisl.0082s0355.1.p
OG0004482	XP_006283129.1, XP_023634042.1	Roisl.0022s0151.1.p
OG0004483	XP_006283843.1	Roisl.0022s0121.1.p
OG0004484	XP_006294224.1	Roisl.0204s0075.1.p
OG0004485	XP_006293462.1	Roisl.0082s0545.1.p
OG0004486	XP_006294616.1	Roisl.0082s0564.1.p
OG0004487	XP_006295147.1	Roisl.0082s0752.1.p
OG0004488	XP_006296093.2	Roisl.0082s0764.1.p, Roisl.0082s0765.1.p
OG0004489	XP_006294257.2	Roisl.0033s0011.1.p
OG0004490	XP_006294068.1	Roisl.0033s0045.1.p
OG0004491	XP_006295305.1	Roisl.0033s0061.1.p
OG0004492	XP_006293696.1	Roisl.0033s0065.1.p
OG0004493	XP_006296276.1	Roisl.0017s0507.1.p
OG0004494	XP_006293438.1	Roisl.0028s0647.1.p
OG0004495	XP_006295274.1	Roisl.0028s0661.1.p
OG0004496	XP_006294591.1	Roisl.0028s0696.1.p
OG0004497	XP_006294908.1	Roisl.0028s0735.1.p
OG0004498	XP_006293572.2	Roisl.0028s0742.1.p
OG0004500	XP_006303636.1	Roisl.0210s0361.1.p
OG0004502	XP_006282560.1	Roisl.0022s0224.1.p
OG0004503	XP_006304691.1	Roisl.0066s0381.1.p, Roisl.0066s0379.1.p
OG0004504	XP_006305638.1	Roisl.0213s0053.1.p
OG0004505	XP_006303207.1	Roisl.0213s0072.1.p
OG0004506	XP_006304016.1	Roisl.0213s0077.1.p
OG0004506	XP_006306328.1	Roisl.0213s0076.1.p
OG0004507	XP_023644853.1	Roisl.0213s0086.1.p
OG0004508	XP_006304138.1	Roisl.0213s0112.1.p
OG0004509	XP_006303384.1	Roisl.0213s0151.1.p
OG0004510	XP_006305571.1, XP_006305869.1	Roisl.0213s0189.1.p
OG0004511	XP_006305756.1	Roisl.0213s0217.1.p
OG0004512	XP_006304077.1	Roisl.0213s0237.1.p
OG0004513	XP_006305778.1	Roisl.0213s0246.1.p
OG0004514	XP_006295136.1	Roisl.0028s0097.1.p
OG0004515	XP_023644892.1	Roisl.0213s0274.1.p
OG0004516	XP_006307149.1, XP_006307225.1	Roisl.0213s0332.1.p, Roisl.0213s0351.1.p
OG0004517	XP_006306526.1	Roisl.0213s0407.1.p
OG0004518	XP_006292606.1	Roisl.0011s0161.1.p
OG0004519	XP_006291429.1	Roisl.0011s0199.1.p
OG0004520	XP_006291803.1	Roisl.0011s0271.1.p
OG0004521	XP_006280268.1	Roisl.0024s0576.1.p
OG0004522	XP_006279503.1	Roisl.0024s0442.1.p
OG0004523	XP_006281177.1	Roisl.0024s0344.1.p, Roisl.0024s0346.1.p, Roisl.0024s0345.1.p
OG0004524	XP_006280792.1	Roisl.0024s0109.1.p
OG0004525	XP_006281775.1	Roisl.0024s0284.1.p
OG0004526	XP_006281600.1	Roisl.0024s0252.1.p
OG0004527	XP_006279645.1	Roisl.0024s0190.1.p
OG0004528	XP_006291725.1	Roisl.0080s0003.1.p, Roisl.0209s0454.1.p
OG0004529	XP_006306131.1, XP_006280803.1	Roisl.0080s0029.1.p
OG0004530	XP_006281711.1	Roisl.0080s0112.1.p
OG0004531	XP_023637034.1	Roisl.0210s1990.1.p
OG0004532	XP_023638822.1	Roisl.0011s0243.1.p
OG0004533	XP_023637314.1	Roisl.0046s0221.1.p
OG0004534	XP_006287907.1	Roisl.0046s0244.1.p
OG0004535	XP_006287768.2	Roisl.0046s0245.1.p
OG0004536	XP_006286540.1	Roisl.0046s0297.1.p
OG0004537	XP_006285953.1	Roisl.0053s0130.1.p
OG0004538	XP_006288350.1	Roisl.0210s1747.1.p
OG0004539	XP_006286670.1	Roisl.0210s1789.1.p
OG0004540	XP_006289996.1	Roisl.0210s1812.1.p
OG0004541	XP_006287488.1	Roisl.0210s1813.1.p
OG0004542	XP_006289179.1	Roisl.0210s1822.1.p
OG0004543	XP_006290054.1	Roisl.0210s1840.1.p
OG0004544	XP_006289681.1	Roisl.0210s1858.1.p
OG0004545	XP_006289164.1	Roisl.0210s1891.1.p
OG0004546	XP_006287471.1	Roisl.0210s1930.1.p
OG0004547	XP_006280364.1	Roisl.0080s0257.1.p
OG0004548	XP_006282063.1	Roisl.0080s0292.1.p
OG0004549	XP_006280849.1	Roisl.0080s0348.1.p
OG0004550	XP_006281216.1	Roisl.0080s0359.1.p
OG0004551	XP_006280699.1	Roisl.0080s0424.1.p, Roisl.0080s0425.1.p
OG0004552	XP_023636915.1	Roisl.0080s0462.1.p
OG0004553	XP_023644690.1	Roisl.0021s0017.1.p
OG0004555	XP_006279994.1	Roisl.0080s0497.1.p
OG0004556	XP_006282459.1	Roisl.0091s0328.1.p
OG0004557	XP_006280600.1	Roisl.0080s0623.1.p
OG0004558	XP_006281445.1	Roisl.0080s0651.1.p
OG0004559	XP_006304184.1	Roisl.0091s0770.1.p
OG0004560	XP_006280373.1	Roisl.0080s0707.1.p
OG0004561	XP_006284412.1	Roisl.0080s0851.1.p, Roisl.0022s0371.1.p
OG0004562	XP_006280045.1	Roisl.0080s0866.1.p
OG0004563	XP_006291345.1	Roisl.0046s0869.1.p
OG0004564	XP_023638004.1	Roisl.0046s0854.1.p
OG0004565	XP_006288091.1	Roisl.0210s0462.1.p
OG0004566	XP_006289993.1	Roisl.0030s0201.1.p
OG0004567	XP_006288156.1	Roisl.0030s0172.1.p
OG0004568	XP_006289944.1	Roisl.0030s0125.1.p
OG0004569	XP_006288382.1	Roisl.0030s0072.1.p
OG0004570	XP_023635966.1	Roisl.0034s0171.1.p
OG0004571	XP_006298456.1	Roisl.0079s0230.1.p
OG0004572	XP_006284757.1	Roisl.0115s0062.1.p
OG0004573	XP_006302248.1	Roisl.0115s0074.1.p
OG0004574	XP_006302151.1	Roisl.0115s0117.1.p
OG0004575	XP_006302423.1	Roisl.0115s0164.1.p
OG0004576	XP_006302631.1	Roisl.0004s0036.1.p
OG0004577	XP_006306044.2	Roisl.0210s0285.1.p
OG0004578	XP_006300626.1	Roisl.0004s0073.1.p
OG0004579	XP_006302283.1	Roisl.0004s0111.1.p
OG0004580	XP_006300688.2	Roisl.0004s0122.1.p
OG0004581	XP_006302849.1	Roisl.0004s0211.1.p
OG0004582	XP_006302239.1	Roisl.0004s0255.1.p
OG0004583	XP_006301163.1	Roisl.0004s0342.1.p
OG0004584	XP_006300542.1	Roisl.0004s0343.1.p
OG0004585	XP_006307027.1	Roisl.0191s0404.1.p
OG0004586	XP_006305069.1	Roisl.0006s0493.1.p
OG0004587	XP_006283808.1	Roisl.0053s0115.1.p, Roisl.0214s0482.1.p
OG0004588	XP_006305108.1	Roisl.0006s0397.1.p
OG0004589	XP_006293941.2	Roisl.0028s1030.1.p
OG0004590	XP_006295032.1	Roisl.0028s0103.1.p
OG0004591	XP_023634987.1	Roisl.0003s0179.1.p, Roisl.0003s0180.1.p
OG0004592	XP_006296642.2	Roisl.0204s0188.1.p
OG0004593	XP_006280969.2	Roisl.0031s0052.1.p
OG0004594	XP_006282762.1	Roisl.0019s0042.1.p
OG0004595	XP_006285453.1	Roisl.0058s0042.1.p
OG0004596	XP_023634917.1	Roisl.0082s0085.1.p, Roisl.0075s0178.1.p, Roisl.0075s0139.1.p
OG0004597	XP_006284189.2	Roisl.0075s0187.1.p
OG0004598	XP_023634547.1	Roisl.0002s0220.1.p
OG0004599	XP_006300533.1	Roisl.0019s0213.1.p
OG0004600	XP_006283894.1	Roisl.0091s0083.1.p
OG0004601	XP_023642847.1	Roisl.0004s0450.1.p
OG0004602	XP_006302775.1	Roisl.0019s0611.1.p
OG0004603	XP_006284165.2	Roisl.0003s0266.1.p
OG0004604	XP_023634997.1	Roisl.0044s0048.1.p
OG0004606	XP_006282414.2	Roisl.0012s0034.1.p
OG0004607	XP_006292915.1	Roisl.0011s0362.1.p
OG0004608	XP_006300561.1	Roisl.0019s0546.1.p
OG0004609	XP_006281752.1	Roisl.0005s0213.1.p
OG0004611	XP_006299632.1	Roisl.0115s0390.1.p
OG0004612	XP_006304715.1	Roisl.0006s0188.1.p
OG0004613	XP_006305632.1	Roisl.0006s0207.1.p
OG0004614	XP_006297196.1	Roisl.0053s0270.1.p
OG0004616	XP_006307223.1	Roisl.0006s0270.1.p
OG0004617	XP_006304689.1	Roisl.0213s0706.1.p, Roisl.0006s0366.1.p, Roisl.0006s0365.1.p
OG0004618	XP_006304757.1	Roisl.0006s0367.1.p
OG0004619	XP_006294551.1	Roisl.0028s0992.1.p
OG0004620	XP_006285118.1	Roisl.0091s0440.1.p
OG0004621	XP_006284508.1	Roisl.0091s0473.1.p
OG0004622	XP_006285083.1	Roisl.0075s0051.1.p
OG0004623	XP_006282645.1	Roisl.0091s0487.1.p
OG0004624	XP_023635089.1	Roisl.0008s0159.1.p
OG0004625	XP_006284707.1	Roisl.0008s0133.1.p, Roisl.0213s0631.1.p
OG0004626	XP_006296817.1	Roisl.0012s0007.1.p
OG0004627	XP_023641945.1	Roisl.0066s0235.1.p
OG0004628	XP_006284034.1	Roisl.0008s0216.1.p
OG0004629	XP_006285208.1	Roisl.0008s0213.1.p
OG0004630	XP_006284559.1	Roisl.0008s0196.1.p
OG0004631	XP_023635184.1	Roisl.0008s0186.1.p, Roisl.0017s0218.1.p, Roisl.0213s0622.1.p
OG0004633	XP_006284387.1	Roisl.0091s0087.1.p
OG0004635	XP_023635203.1	Roisl.0091s0265.1.p
OG0004636	XP_023643395.1	Roisl.0010s0152.1.p, Roisl.0016s0028.1.p
OG0004637	XP_006291216.1	Roisl.0018s0438.1.p
OG0004638	XP_006290445.1	Roisl.0018s0431.1.p
OG0004639	XP_006291204.1	Roisl.0018s0334.1.p
OG0004640	XP_006298990.1	Roisl.0115s0408.1.p, Roisl.0018s0299.1.p
OG0004641	XP_023639169.1, XP_006286552.1	Roisl.0018s0285.1.p
OG0004642	XP_006291797.1	Roisl.0018s0150.1.p
OG0004643	XP_006292060.1	Roisl.0018s0075.1.p
OG0004644	XP_006283604.1	Roisl.0022s0127.1.p
OG0004645	XP_006291219.1	Roisl.0026s0082.1.p
OG0004646	XP_006291969.1	Roisl.0026s0102.1.p
OG0004647	XP_006291767.1	Roisl.0026s0152.1.p
OG0004648	XP_006290337.2	Roisl.0026s0156.1.p
OG0004649	XP_023638224.1	Roisl.0026s0179.1.p
OG0004650	XP_006293161.1	Roisl.0026s0188.1.p
OG0004651	XP_006291470.1	Roisl.0026s0218.1.p
OG0004653	XP_006291218.2	Roisl.0046s1643.1.p
OG0004654	XP_023637966.1	Roisl.0046s1621.1.p
OG0004655	XP_023638150.1	Roisl.0046s1553.1.p
OG0004656	XP_006293018.1	Roisl.0046s1547.1.p
OG0004658	XP_006291961.1	Roisl.0046s1377.1.p
OG0004659	XP_006281659.1	Roisl.0052s0015.1.p
OG0004660	XP_006280562.2	Roisl.0184s0110.1.p
OG0004661	XP_006302330.1	Roisl.0019s0790.1.p
OG0004662	XP_006302884.1	Roisl.0019s0707.1.p
OG0004664	XP_006297851.1	Roisl.0206s0031.1.p
OG0004665	XP_023641715.1	Roisl.0206s0008.1.p
OG0004666	XP_006295288.1	Roisl.0028s0578.1.p
OG0004667	XP_023639465.1	Roisl.0046s0612.1.p
OG0004668	XP_006295748.1	Roisl.0017s0416.1.p
OG0004669	XP_006295267.1	Roisl.0017s0395.1.p
OG0004670	XP_023640995.1	Roisl.0017s0377.1.p
OG0004671	XP_006294361.1	Roisl.0017s0345.1.p
OG0004672	XP_023639851.1, XP_006296257.1	Roisl.0017s0321.1.p
OG0004673	XP_023639938.1, XP_006295102.1	Roisl.0017s0320.1.p
OG0004674	XP_023640982.1	Roisl.0017s0280.1.p
OG0004675	XP_023639874.1	Roisl.0017s0230.1.p
OG0004676	XP_006295430.2	Roisl.0017s0154.1.p
OG0004677	XP_006287351.2	Roisl.0082s0226.1.p
OG0004678	XP_006288780.1	Roisl.0209s0230.1.p
OG0004679	XP_006307424.2, XP_006307525.2	Roisl.0179s0040.1.p
OG0004680	XP_006288008.1	Roisl.0184s0152.1.p
OG0004681	XP_006288586.1	Roisl.0213s0618.1.p
OG0004682	XP_006287393.1	Roisl.0062s0030.1.p
OG0004683	XP_006287991.1	Roisl.0046s0323.1.p
OG0004684	XP_006288621.2	Roisl.0046s0448.1.p
OG0004685	XP_023642096.1	Roisl.0214s0439.1.p
OG0004686	XP_006283840.2	Roisl.0001s0313.1.p
OG0004687	XP_006294978.1	Roisl.0035s0188.1.p
OG0004688	XP_006296505.1	Roisl.0028s0076.1.p
OG0004689	XP_006294994.1	Roisl.0028s0126.1.p
OG0004690	XP_006294556.1	Roisl.0028s0264.1.p
OG0004691	XP_023638894.1	Roisl.0005s0082.1.p
OG0004692	XP_006298185.2	Roisl.0074s0712.1.p, Roisl.0016s0094.1.p
OG0004693	XP_006297511.1	Roisl.0016s0206.1.p
OG0004694	XP_006299135.1	Roisl.0016s0289.1.p
OG0004694	XP_006297391.1	Roisl.0016s0288.1.p
OG0004695	XP_006296718.1	Roisl.0016s0325.1.p
OG0004696	XP_023642370.1	Roisl.0039s0122.1.p
OG0004697	XP_006298965.1	Roisl.0039s0133.1.p
OG0004698	XP_006298596.1	Roisl.0039s0144.1.p
OG0004699	XP_006279063.1	Roisl.0039s0159.1.p
OG0004700	XP_006297692.1	Roisl.0079s0010.1.p
OG0004701	XP_006296810.1	Roisl.0079s0036.1.p
OG0004702	XP_006297312.1	Roisl.0079s0091.1.p
OG0004703	XP_023642318.1	Roisl.0079s0153.1.p
OG0004704	XP_006298554.1	Roisl.0079s0167.1.p
OG0004705	XP_006298777.1	Roisl.0079s0227.1.p
OG0004706	XP_023641463.1	Roisl.0079s0294.1.p
OG0004707	XP_006297353.1	Roisl.0074s0820.1.p
OG0004708	XP_023642242.1	Roisl.0074s0776.1.p
OG0004709	XP_006298989.1	Roisl.0074s0741.1.p
OG0004710	XP_006297668.2	Roisl.0074s0736.1.p
OG0004711	XP_006298077.1	Roisl.0074s0709.1.p, Roisl.0074s0714.1.p
OG0004712	XP_006300168.2	Roisl.0074s0642.1.p
OG0004713	XP_006297825.2	Roisl.0074s0581.1.p
OG0004714	XP_006296970.1	Roisl.0074s0577.1.p
OG0004715	XP_006279396.1	Roisl.0206s0005.1.p
OG0004716	XP_006299581.1	Roisl.0074s0419.1.p
OG0004717	XP_023642035.1	Roisl.0074s0413.1.p, Roisl.0006s0362.1.p
OG0004718	XP_006298541.1	Roisl.0074s0312.1.p
OG0004720	XP_006297595.1	Roisl.0115s0273.1.p
OG0004721	XP_006298983.1	Roisl.0074s0083.1.p
OG0004722	XP_006297326.1	Roisl.0074s0072.1.p
OG0004723	XP_006298013.1	Roisl.0115s0427.1.p
OG0004724	XP_006297412.1	Roisl.0115s0441.1.p
OG0004725	XP_006296586.2	Roisl.0115s0451.1.p
OG0004726	XP_006299444.1	Roisl.0115s0464.1.p
OG0004727	XP_006297290.2	Roisl.0115s0465.1.p
OG0004728	XP_023634085.1	Roisl.0046s0011.1.p
OG0004729	XP_006299394.1	Roisl.0053s0375.1.p
OG0004730	XP_006299670.2	Roisl.0115s0614.1.p, Roisl.0115s0612.1.p
OG0004731	XP_006299352.2	Roisl.0115s0607.1.p
OG0004732	XP_006283224.1	Roisl.0003s0030.1.p
OG0004733	XP_006288956.1	Roisl.0210s1569.1.p
OG0004734	XP_006289214.1	Roisl.0210s1565.1.p
OG0004735	XP_023637536.1	Roisl.0210s1548.1.p
OG0004736	XP_006292618.1	Roisl.0046s1157.1.p
OG0004737	XP_023638472.1	Roisl.0046s1153.1.p
OG0004738	XP_006280819.1	Roisl.0189s0178.1.p
OG0004739	XP_023644718.1	Roisl.0210s0016.1.p
OG0004740	XP_006288044.1	Roisl.0191s0542.1.p
OG0004741	XP_006305553.1	Roisl.0210s0226.1.p
OG0004742	XP_023635001.1	Roisl.0005s0029.1.p
OG0004743	XP_006304224.2	Roisl.0091s0835.1.p
OG0004744	XP_006303301.1	Roisl.0091s0872.1.p
OG0004745	XP_023644688.1	Roisl.0091s0937.1.p
OG0004746	XP_023644576.1	Roisl.0091s0977.1.p
OG0004747	XP_006305894.1	Roisl.0091s1079.1.p
OG0004748	XP_006304051.1	Roisl.0091s1080.1.p
OG0004749	XP_006306580.1	Roisl.0091s1086.1.p
OG0004750	XP_006304902.1	Roisl.0091s1138.1.p
OG0004751	XP_023645329.1	Roisl.0091s1184.1.p
OG0004752	XP_006305375.1	Roisl.0091s1189.1.p
OG0004753	XP_006305963.2	Roisl.0021s0041.1.p
OG0004754	XP_006305109.1	Roisl.0091s1220.1.p
OG0004755	XP_006305236.2	Roisl.0021s0007.1.p
OG0004756	XP_006306692.1	Roisl.0021s0046.1.p
OG0004757	XP_006303881.1	Roisl.0007s0384.1.p
OG0004758	XP_023645391.1, XP_006294531.2	Roisl.0021s0054.1.p
OG0004759	XP_006305039.1	Roisl.0191s0240.1.p, Roisl.0021s0056.1.p
OG0004760	XP_006304195.1	Roisl.0021s0075.1.p, Roisl.0091s1120.1.p
OG0004761	XP_006306228.1	Roisl.0021s0130.1.p
OG0004762	XP_006303408.2, XP_006303037.1	Roisl.0191s0260.1.p
OG0004763	XP_023645852.1, XP_006304023.1	Roisl.0021s0309.1.p
OG0004764	XP_006303220.1	Roisl.0021s0345.1.p
OG0004766	XP_023645148.1	Roisl.0021s0376.1.p
OG0004767	XP_023645358.1	Roisl.0021s0437.1.p
OG0004768	XP_006279607.1, XP_023636722.1	Roisl.0021s0479.1.p
OG0004769	XP_023645958.1	Roisl.0007s0598.1.p
OG0004770	XP_006303283.1	Roisl.0007s0586.1.p
OG0004771	XP_006305067.1	Roisl.0007s0510.1.p
OG0004772	XP_006306582.1	Roisl.0007s0464.1.p
OG0004773	XP_023645047.1	Roisl.0007s0373.1.p
OG0004774	XP_023632966.1	Roisl.0007s0358.1.p
OG0004775	XP_006283598.1	Roisl.0209s0120.1.p, Roisl.0091s0003.1.p
OG0004776	XP_006304432.2	Roisl.0007s0283.1.p
OG0004777	XP_006303528.1, XP_023635011.1	Roisl.0007s0271.1.p
OG0004778	XP_006304793.1	Roisl.0007s0144.1.p
OG0004780	XP_006302893.1	Roisl.0019s0325.1.p
OG0004781	XP_006301360.1	Roisl.0019s0360.1.p
OG0004782	XP_006301002.1	Roisl.0019s0450.1.p
OG0004783	XP_006300487.1	Roisl.0019s0454.1.p
OG0004784	XP_023643856.1, XP_023644083.1	Roisl.0004s0490.1.p
OG0004785	XP_006302815.1	Roisl.0214s0852.1.p
OG0004786	XP_006305883.1	Roisl.0013s0088.1.p
OG0004787	XP_006307404.1	Roisl.0013s0087.1.p
OG0004788	XP_006284416.2	Roisl.0001s0462.1.p
OG0004789	XP_006285274.1	Roisl.0001s0287.1.p
OG0004790	XP_006285310.1	Roisl.0001s0266.1.p
OG0004790	XP_023642226.1	Roisl.0066s0093.1.p
OG0004791	XP_006285074.1	Roisl.0001s0202.1.p
OG0004792	XP_023633784.1	Roisl.0001s0173.1.p
OG0004793	XP_006286097.1	Roisl.0001s0036.1.p
OG0004794	XP_006282899.1	Roisl.0003s0320.1.p, Roisl.0003s0321.1.p
OG0004795	XP_006284926.2	Roisl.0003s0335.1.p
OG0004796	XP_006283045.1, XP_023634060.1	Roisl.0003s0352.1.p
OG0004797	XP_006297642.1	Roisl.0040s0008.1.p
OG0004797	XP_006285540.1	Roisl.0008s0313.1.p
OG0004798	XP_006284195.1	Roisl.0003s0195.1.p
OG0004799	XP_006297998.1	Roisl.0053s0279.1.p
OG0004800	XP_006299645.1	Roisl.0053s0271.1.p
OG0004801	XP_006301311.1	Roisl.0019s0255.1.p
OG0004802	XP_006301410.1	Roisl.0019s0264.1.p
OG0004803	XP_006302555.1	Roisl.0019s0287.1.p
OG0004804	XP_006302060.1	Roisl.0019s0312.1.p
OG0004805	XP_023644791.1	Roisl.0191s0192.1.p
OG0004806	XP_006305653.1	Roisl.0191s0347.1.p
OG0004807	XP_006306284.1	Roisl.0191s0356.1.p
OG0004808	XP_006283118.1	Roisl.0008s0232.1.p
OG0004809	XP_006284985.1	Roisl.0022s0466.1.p
OG0004810	XP_006284530.2	Roisl.0022s0500.1.p
OG0004812	XP_023645488.1	Roisl.0091s0918.1.p
OG0004815	XP_006291281.1	Roisl.0018s0426.1.p
OG0004815	XP_006306049.1	Roisl.0007s0009.1.p
OG0004817	XP_023635253.1, XP_006285433.2	Roisl.0058s0027.1.p
OG0004817	XP_023644361.1	Roisl.0214s0810.1.p
OG0004818	XP_006297469.2	Roisl.0079s0174.1.p
OG0004819	XP_006291399.2	Roisl.0011s0111.1.p
OG0004820	XP_006291492.1	Roisl.0188s0093.1.p
OG0004821	XP_006290447.1	Roisl.0209s0336.1.p
OG0004823	XP_023637304.1	Roisl.0046s0470.1.p
OG0004824	XP_006289090.1, XP_006289844.1	Roisl.0082s0283.1.p, Roisl.0082s0285.1.p, Roisl.0082s0294.1.p, Roisl.0019s0390.1.p, Roisl.0082s0289.1.p, Roisl.0082s0293.1.p
OG0004825	XP_023634953.1	Roisl.0003s0056.1.p
OG0004825	XP_006295296.1	Roisl.0021s0567.1.p
OG0004826	XP_006283766.1	Roisl.0022s0266.1.p
OG0004827	XP_006285937.1	Roisl.0022s0098.1.p, Roisl.0022s0096.1.p
OG0004828	XP_023633864.1	Roisl.0082s0089.1.p
OG0004829	XP_006285398.1, XP_006295862.1, XP_006282251.1	Roisl.0002s0154.1.p
OG0004830	XP_006280723.1	Roisl.0031s0048.1.p
OG0004832	XP_023634620.1	Roisl.0209s0528.1.p
OG0004833	XP_006303688.1	Roisl.0191s0011.1.p, Roisl.0191s0012.1.p
OG0004834	XP_023639056.1	Roisl.0037s0006.1.p, Roisl.0040s0005.1.p, Roisl.0191s0554.1.p, Roisl.0210s2186.1.p
OG0004847	XP_006292235.2	Roisl.0209s0401.1.p
OG0004848	XP_006290806.1	Roisl.0209s0438.1.p
OG0004849	XP_006303654.1	Roisl.0052s0004.1.p
OG0004850	XP_006291920.1	Roisl.0011s0050.1.p
OG0004851	XP_006291389.2	Roisl.0011s0134.1.p
OG0004852	XP_006286529.1	Roisl.0210s1480.1.p
OG0004853	XP_006288397.1	Roisl.0210s1477.1.p
OG0004854	XP_006287863.1	Roisl.0210s1451.1.p
OG0004855	XP_006287913.1	Roisl.0210s1427.1.p
OG0004856	XP_006287812.1	Roisl.0210s1420.1.p
OG0004857	XP_006288319.2	Roisl.0210s1353.1.p
OG0004859	XP_006286354.1	Roisl.0210s1328.1.p
OG0004860	XP_006288725.1	Roisl.0210s1074.1.p
OG0004861	XP_006287791.1	Roisl.0210s1255.1.p
OG0004862	XP_006288253.1	Roisl.0210s1218.1.p
OG0004863	XP_006286537.1	Roisl.0210s1211.1.p
OG0004864	XP_023645902.1	Roisl.0091s1045.1.p, Roisl.0091s1060.1.p
OG0004865	XP_006281503.1	Roisl.0007s0212.1.p
OG0004867	XP_006287684.1	Roisl.0210s1143.1.p
OG0004868	XP_006288149.1	Roisl.0210s1114.1.p
OG0004869	XP_006289381.1	Roisl.0210s1099.1.p
OG0004870	XP_006289077.1	Roisl.0210s1089.1.p
OG0004871	XP_006279922.1	Roisl.0036s0061.1.p
OG0004872	XP_006287760.1	Roisl.0210s1036.1.p
OG0004873	XP_006288550.2	Roisl.0210s1025.1.p
OG0004874	XP_023636850.1	Roisl.0210s1012.1.p
OG0004875	XP_006289127.1	Roisl.0210s1007.1.p
OG0004876	XP_006297672.1	Roisl.0074s0697.1.p
OG0004877	XP_006288326.2	Roisl.0210s0978.1.p
OG0004878	XP_006288958.1	Roisl.0210s0938.1.p
OG0004879	XP_023636397.1	Roisl.0210s0914.1.p
OG0004880	XP_006288548.2	Roisl.0210s0902.1.p
OG0004881	XP_006288575.1	Roisl.0210s0898.1.p
OG0004882	XP_006286891.1	Roisl.0046s0275.1.p
OG0004882	XP_023637290.1	Roisl.0210s0891.1.p
OG0004883	XP_023637587.1	Roisl.0210s0794.1.p
OG0004884	XP_006289107.1	Roisl.0210s0724.1.p
OG0004885	XP_006288864.1	Roisl.0210s0704.1.p
OG0004886	XP_006288272.1	Roisl.0210s0649.1.p
OG0004887	XP_006289438.1	Roisl.0210s0639.1.p
OG0004888	XP_006288944.1	Roisl.0210s0629.1.p
OG0004889	XP_023636975.1	Roisl.0210s0603.1.p
OG0004890	XP_023636162.1	Roisl.0210s0595.1.p
OG0004891	XP_006288096.1	Roisl.0210s0510.1.p
OG0004892	XP_006290254.1	Roisl.0011s0431.1.p
OG0004893	XP_023636422.1	Roisl.0082s0331.1.p
OG0004894	XP_023634721.1	Roisl.0022s0146.1.p
OG0004895	XP_006285021.1	Roisl.0015s0136.1.p, Roisl.0022s0144.1.p
OG0004896	XP_006285332.1	Roisl.0022s0141.1.p
OG0004897	XP_006284198.1	Roisl.0022s0120.1.p
OG0004898	XP_006295144.1	Roisl.0046s0658.1.p
OG0004899	XP_006293692.1	Roisl.0082s0616.1.p
OG0004900	XP_006293444.2	Roisl.0204s0014.1.p, Roisl.0082s0617.1.p
OG0004901	XP_006294939.1, XP_023639558.1	Roisl.0082s0734.1.p
OG0004902	XP_006294360.1	Roisl.0033s0036.1.p
OG0004903	XP_006295580.1	Roisl.0033s0040.1.p
OG0004904	XP_006296283.1	Roisl.0033s0075.1.p
OG0004905	XP_006294407.1	Roisl.0033s0082.1.p
OG0004906	XP_006296404.1	Roisl.0033s0113.1.p
OG0004907	XP_006296239.1	Roisl.0017s0466.1.p
OG0004908	XP_023640532.1	Roisl.0017s0434.1.p
OG0004908	XP_006296504.1	Roisl.0017s0433.1.p
OG0004909	XP_006296391.1	Roisl.0028s0744.1.p
OG0004910	XP_023640730.1	Roisl.0012s0214.1.p
OG0004911	XP_006280168.1	Roisl.0012s0256.1.p
OG0004912	XP_006285349.1	Roisl.0022s0185.1.p
OG0004913	XP_006304176.1	Roisl.0013s0185.1.p
OG0004914	XP_006306281.1	Roisl.0213s0075.1.p
OG0004915	XP_006304100.1	Roisl.0213s0079.1.p
OG0004916	XP_006306677.1	Roisl.0213s0107.1.p
OG0004917	XP_006283186.1	Roisl.0064s0007.1.p, Roisl.0213s0193.1.p
OG0004918	XP_006284000.1, XP_006285375.1	Roisl.0022s0312.1.p
OG0004919	XP_006304542.1	Roisl.0213s0208.1.p
OG0004920	XP_006307346.2	Roisl.0213s0289.1.p
OG0004921	XP_006281302.2	Roisl.0068s0015.1.p
OG0004922	XP_006305824.1	Roisl.0213s0399.1.p, Roisl.0020s0182.1.p
OG0004923	XP_006305587.1	Roisl.0006s0581.1.p, Roisl.0213s0417.1.p
OG0004924	XP_023633227.1	Roisl.0209s0168.1.p, Roisl.0209s0167.1.p
OG0004925	XP_006281307.1	Roisl.0024s0559.1.p, Roisl.0046s0971.1.p
OG0004926	XP_006281206.1	Roisl.0024s0524.1.p
OG0004927	XP_006281253.1	Roisl.0024s0500.1.p, Roisl.0024s0498.1.p
