Orthogroup	Capsella_rubella	Cardamine_hirsuta
OG0004063	XP_023646067.1	CARHR033360
OG0004064	XP_006288339.1	CARHR261100, CARHR261120
OG0004065	XP_006284448.1	CARHR231310
OG0004066	XP_023636569.1	CARHR193630
OG0004068	XP_006286919.1	CARHR185780
OG0004068	XP_006299942.1	CARHR079360
OG0004069	XP_006295238.1	CARHR142790
OG0004070	XP_006295227.1	CARHR141790
OG0004071	XP_006298158.1	CARHR105780
OG0004072	XP_006296160.1	CARHR139780
OG0004073	XP_006295114.1	CARHR138820
OG0004074	XP_006306528.1	CARHR017600
OG0004076	XP_023641743.1	CARHR077110
OG0004077	XP_006299511.1	CARHR077430
OG0004078	XP_006299962.1	CARHR078090
OG0004079	XP_023642799.1	CARHR078610
OG0004080	XP_006298770.1	CARHR078950
OG0004081	XP_006297808.2	CARHR079280
OG0004082	XP_006299536.2	CARHR079340
OG0004083	XP_006297335.1	CARHR079560
OG0004084	XP_006298515.1	CARHR080390
OG0004085	XP_006298131.1	CARHR080570
OG0004086	XP_023641667.1	CARHR081930
OG0004087	XP_006300271.2	CARHR087420
OG0004088	XP_006297132.1	CARHR088120
OG0004089	XP_006297871.1	CARHR089110
OG0004090	XP_023642596.1, XP_023632713.1	CARHR090300
OG0004091	XP_006297067.1	CARHR091130
OG0004092	XP_006299434.1	CARHR092380
OG0004093	XP_006297201.2	CARHR093290, CARHR292250
OG0004095	XP_006281014.2, XP_006279693.1	CARHR056790, CARHR182700, CARHR287810
OG0004097	XP_006285870.1	CARHR262660
OG0004098	XP_023641771.1	CARHR099520
OG0004099	XP_006299893.1	CARHR099350
OG0004100	XP_006299601.1	CARHR098730
OG0004102	XP_006298556.1	CARHR097460, CARHR097450
OG0004104	XP_023639054.1	CARHR287960
OG0004105	XP_023633890.1, XP_006289338.1	CARHR185420
OG0004106	XP_023636366.1	CARHR248370
OG0004107	XP_006304244.1	CARHR001070
OG0004108	XP_006304405.1	CARHR003420
OG0004109	XP_006303558.1	CARHR005880
OG0004110	XP_006306624.2	CARHR007620
OG0004111	XP_006300832.1, XP_023644824.1	CARHR284470
OG0004113	XP_006303174.1	CARHR011270
OG0004113	XP_006282819.1	CARHR221840
OG0004114	XP_006302086.1	CARHR048700
OG0004114	XP_023645062.1	CARHR012760
OG0004115	XP_006304397.1	CARHR015280
OG0004116	XP_006304577.1	CARHR018480
OG0004117	XP_006307218.1, XP_023645410.1	CARHR180060, CARHR018650
OG0004119	XP_006282058.1	CARHR259040
OG0004120	XP_006301876.1	CARHR291230
OG0004121	XP_006303066.2	CARHR063390
OG0004122	XP_023645659.1	CARHR013020
OG0004122	XP_023643184.1	CARHR048400
OG0004123	XP_023638286.1	CARHR143760
OG0004123	XP_006291691.2, XP_006291221.2	CARHR148990
OG0004124	XP_006302049.1	CARHR047720, CARHR046670
OG0004125	XP_006287934.2	CARHR252140
OG0004126	XP_006281391.1	CARHR178510
OG0004127	XP_006293099.1, XP_006292448.1	CARHR283570
OG0004128	XP_023637044.1	CARHR252510
OG0004129	XP_006284902.2	CARHR037830
OG0004130	XP_006284314.1	CARHR245870
OG0004131	XP_006283636.1	CARHR244650
OG0004132	XP_006283537.1	CARHR244280
OG0004133	XP_006283878.1	CARHR241860
OG0004134	XP_006297739.1, XP_023641880.1	CARHR099840
OG0004135	XP_006297786.1	CARHR100060
OG0004136	XP_006289505.1	CARHR248750
OG0004137	XP_006281211.1	CARHR265770
OG0004138	XP_006303411.1	CARHR024500, CARHR024490
OG0004138	XP_006307741.2, XP_006304400.1	CARHR024510, CARHR024480
OG0004141	XP_006302863.2, XP_006302984.1	CARHR055730
OG0004144	XP_006300151.2	CARHR103700
OG0004146	XP_006295741.1	CARHR122090, CARHR007370
OG0004147	XP_006293098.1, XP_006292882.2	CARHR267110
OG0004148	XP_006292359.1	CARHR143820
OG0004149	XP_006292233.1	CARHR149400
OG0004150	XP_006293220.1	CARHR171180
OG0004152	XP_006289448.1	CARHR259650
OG0004153	XP_006284438.1	CARHR234960
OG0004154	XP_006289711.2	CARHR190570
OG0004155	XP_006281313.1	CARHR277090, CARHR277100
OG0004156	XP_023637625.1	CARHR255170
OG0004156	XP_006296665.1	CARHR080600
OG0004157	XP_006294911.1	CARHR128930
OG0004165	XP_006295101.1	CARHR184610
OG0004166	XP_006284418.1	CARHR238420
OG0004167	XP_006285431.1	CARHR238460
OG0004168	XP_006281666.1	CARHR043640, CARHR277040
OG0004169	XP_006286576.1	CARHR195860
OG0004170	XP_023636415.1	CARHR196320
OG0004173	XP_023636418.1	CARHR197310
OG0004174	XP_006288963.1	CARHR198150
OG0004175	XP_006286712.1	CARHR198210
OG0004176	XP_006289121.1	CARHR198310
OG0004177	XP_006305312.1	CARHR023990
OG0004178	XP_023636395.1	CARHR199350
OG0004181	XP_023638413.1	CARHR152260
OG0004182	XP_023637585.1	CARHR202490
OG0004182	XP_006286729.1	CARHR188430
OG0004183	XP_006288777.1	CARHR204040
OG0004184	XP_006287914.1	CARHR204600
OG0004186	XP_023634191.1	CARHR232270
OG0004187	XP_006296031.2	CARHR264560
OG0004188	XP_006294674.2	CARHR119280
OG0004189	XP_006304143.1	CARHR119770
OG0004190	XP_006294987.1	CARHR120140
OG0004191	XP_006294449.1	CARHR121430
OG0004192	XP_006294259.1	CARHR123680
OG0004193	XP_006294613.1	CARHR289390, CARHR123770
OG0004194	XP_006294038.1	CARHR123950
OG0004195	XP_006296079.1	CARHR124830
OG0004197	XP_006296279.1, XP_006296133.1	CARHR125550, CARHR125360
OG0004198	XP_006295357.1, XP_006293411.2, XP_006295278.2	CARHR125980
OG0004199	XP_006305760.1	CARHR037430
OG0004200	XP_006305842.1	CARHR036620
OG0004201	XP_006305132.1	CARHR036760, CARHR036750
OG0004202	XP_023645807.1	CARHR027730
OG0004203	XP_006304746.1	CARHR128220, CARHR028450
OG0004204	XP_006305152.1	CARHR028990, CARHR028970, CARHR029000
OG0004205	XP_023640553.1	CARHR128490
OG0004206	XP_006306367.1	CARHR029660
OG0004207	XP_023645883.1	CARHR029870
OG0004208	XP_006305006.1	CARHR030030
OG0004209	XP_006307602.2	CARHR030310, CARHR030320
OG0004210	XP_006304993.1	CARHR031410
OG0004211	XP_006292978.1	CARHR145350
OG0004212	XP_006281487.1	CARHR280690
OG0004214	XP_006281742.1	CARHR280590
OG0004215	XP_006282280.1	CARHR279960
OG0004215	XP_006292981.1	CARHR158900
OG0004217	XP_006280683.2	CARHR277390
OG0004218	XP_006281467.1	CARHR276630
OG0004219	XP_023644548.1	CARHR172780, CARHR042590, CARHR042580
OG0004220	XP_006282146.1	CARHR275090
OG0004221	XP_006281446.1	CARHR274570
OG0004222	XP_006285170.1	CARHR223120
OG0004225	XP_006287484.1	CARHR188530
OG0004225	XP_023637369.1	CARHR188540
OG0004226	XP_006286940.1	CARHR193070
OG0004227	XP_006287414.1	CARHR192130
OG0004228	XP_006289299.1	CARHR191290
OG0004229	XP_006280885.1	CARHR285570
OG0004230	XP_006281272.1	CARHR285220
OG0004231	XP_006293277.2	CARHR145560
OG0004232	XP_006280390.1	CARHR270530
OG0004233	XP_023633980.1	CARHR222380, CARHR230010
OG0004234	XP_006292756.1, XP_023638693.1, XP_023642465.1	CARHR269180, CARHR269130
OG0004235	XP_023639250.1	CARHR158680
OG0004236	XP_006280726.1	CARHR268120
OG0004237	XP_006288964.1	CARHR250570
OG0004238	XP_006287802.1	CARHR251050
OG0004239	XP_006287041.1	CARHR207090
OG0004240	XP_006297083.1	CARHR084820
OG0004241	XP_006287481.1	CARHR209160
OG0004242	XP_006288039.1	CARHR210430
OG0004243	XP_006286782.1	CARHR211980
OG0004244	XP_006283192.1	CARHR213770
OG0004245	XP_006285138.1	CARHR213170
OG0004246	XP_006302787.1	CARHR073760
OG0004247	XP_006301621.1	CARHR073070
OG0004248	XP_006302860.1	CARHR072380
OG0004249	XP_006302655.1	CARHR071210
OG0004250	XP_006297329.1	CARHR082970
OG0004251	XP_006306482.1, XP_006304662.1	CARHR045640
OG0004252	XP_006303908.2	CARHR026140
OG0004253	XP_006307086.1	CARHR043440
OG0004254	XP_006286000.1	CARHR219070
OG0004255	XP_006295245.1	CARHR139840, CARHR107290, CARHR119960
OG0004256	XP_006302370.1	CARHR065870, CARHR065840
OG0004257	XP_006280705.1	CARHR024370
OG0004258	XP_006307035.1	CARHR013490
OG0004259	XP_006292717.1	CARHR292510
OG0004260	XP_006281532.2	CARHR257420
OG0004261	XP_006292294.1, XP_006292686.1	CARHR149180
OG0004262	XP_023637850.1, XP_023637849.1	CARHR147060
OG0004263	XP_006305507.1	CARHR025060
OG0004264	XP_006302036.1	CARHR062300
OG0004265	XP_023644210.1	CARHR175560
OG0004266	XP_023642657.1	CARHR175920
OG0004267	XP_023642811.1	CARHR176580
OG0004267	XP_006280549.2, XP_006280006.1	CARHR176560
OG0004268	XP_006285941.1	CARHR177070, CARHR177270, CARHR177260
OG0004269	XP_023642600.1, XP_006294650.1	CARHR050650
OG0004270	XP_006300351.1	CARHR291270, CARHR291300
OG0004271	XP_006303378.2	CARHR041430
OG0004272	XP_006306732.1	CARHR041950
OG0004273	XP_006305177.2	CARHR042430
OG0004274	XP_006284914.1	CARHR225410
OG0004275	XP_006283920.1	CARHR225380
OG0004276	XP_023633696.1	CARHR225030
OG0004276	XP_006286284.1	CARHR225040
OG0004277	XP_023634945.1	CARHR224050
OG0004278	XP_006290505.1	CARHR160720
OG0004279	XP_006284582.1	CARHR231080
OG0004280	XP_006282835.1	CARHR230780
OG0004281	XP_006280530.1	CARHR264390
OG0004283	XP_006296463.1	CARHR129100, CARHR135500
OG0004284	XP_006286193.1, XP_006285811.1	CARHR229620
OG0004285	XP_006283913.1	CARHR226810, CARHR140040
OG0004286	XP_006283784.1	CARHR227440
OG0004287	XP_006284681.1	CARHR227700
OG0004288	XP_006284141.1	CARHR223490
OG0004289	XP_006299087.1	CARHR266370, CARHR105740, CARHR075180
OG0004290	XP_006291800.2, XP_023636957.1	CARHR187390
OG0004291	XP_006291375.1	CARHR173300
OG0004292	XP_023638578.1, XP_006294514.1	CARHR107270
OG0004293	XP_006291146.1	CARHR257760, CARHR171420
OG0004294	XP_006305757.1	CARHR044620
OG0004295	XP_006290799.1	CARHR169000
OG0004296	XP_006293023.1	CARHR168610, CARHR168250
OG0004297	XP_023639304.1	CARHR168550
OG0004299	XP_006291996.1	CARHR167060
OG0004300	XP_023638985.1	CARHR166730
OG0004301	XP_023637962.1	CARHR166440
OG0004302	XP_006292931.1	CARHR165020
OG0004303	XP_006280881.1	CARHR266530
OG0004304	XP_006298303.1	CARHR100390
OG0004305	XP_006299979.1	CARHR108430
OG0004306	XP_006299149.1	CARHR108640
OG0004307	XP_006296755.2	CARHR109170
OG0004307	XP_006297598.1	CARHR106980
OG0004308	XP_006297805.2	CARHR109920
OG0004310	XP_006293964.1	CARHR136280
OG0004311	XP_006294048.1	CARHR136000
OG0004312	XP_023640590.1	CARHR135840
OG0004313	XP_006295484.1	CARHR135100
OG0004314	XP_006293900.1	CARHR133950
OG0004315	XP_006295029.1	CARHR133310
OG0004316	XP_006294619.1	CARHR131980
OG0004317	XP_006288770.1	CARHR254190
OG0004318	XP_006293798.1	CARHR114630
OG0004318	XP_023633712.1	CARHR245250
OG0004319	XP_006304175.1	CARHR026300
OG0004320	XP_006304014.1	CARHR115370, CARHR003790
OG0004321	XP_006292871.2	CARHR154690
OG0004322	XP_006289325.1	CARHR186930
OG0004323	XP_006286599.2	CARHR186300
OG0004324	XP_006288890.1	CARHR186240
OG0004325	XP_006288848.1	CARHR186190
OG0004326	XP_006295958.1	CARHR142410
OG0004327	XP_006296394.1	CARHR142400
OG0004328	XP_023632866.1	CARHR141850, CARHR193560, CARHR195690
OG0004329	XP_006293860.2	CARHR141640
OG0004331	XP_006297383.1	CARHR099560, CARHR097240
OG0004332	XP_006295297.1	CARHR140920
OG0004334	XP_006294646.1	CARHR138210
OG0004335	XP_006294858.1	CARHR138160
OG0004336	XP_006295260.1	CARHR137940
OG0004337	XP_006281073.1	CARHR174180
OG0004338	XP_023634821.1	CARHR174260
OG0004339	XP_006281192.1	CARHR174340
OG0004340	XP_006296737.1	CARHR080250
OG0004341	XP_006300138.1	CARHR080480
OG0004342	XP_023641501.1	CARHR081270
OG0004343	XP_023641764.1	CARHR081380
OG0004344	XP_023641541.1	CARHR082620
OG0004345	XP_006297203.2	CARHR084550
OG0004346	XP_006298725.2	CARHR085790
OG0004347	XP_006299828.2	CARHR086390
OG0004348	XP_006299808.1	CARHR086590
OG0004348	XP_006289079.1	CARHR206550
OG0004349	XP_006298658.1	CARHR087110
OG0004350	XP_023642608.1	CARHR087710
OG0004351	XP_006305217.1	CARHR045180, CARHR088110
OG0004352	XP_006296703.2	CARHR088580
OG0004353	XP_006298814.1	CARHR088940
OG0004354	XP_006296734.1	CARHR089080
OG0004355	XP_006298019.1	CARHR089790
OG0004356	XP_006297233.1	CARHR090390
OG0004357	XP_023642046.1	CARHR090430
OG0004358	XP_023643752.1, XP_006298858.1	CARHR090470
OG0004359	XP_006297165.1	CARHR091120
OG0004360	XP_006297575.1	CARHR111380, CARHR111360
OG0004361	XP_006298533.1	CARHR092370
OG0004362	XP_006299156.1	CARHR094070
OG0004363	XP_006297888.2	CARHR094420
OG0004364	XP_006298327.1	CARHR095030
OG0004365	XP_006296792.1	CARHR095810, CARHR095800, CARHR095820
OG0004366	XP_006297579.1	CARHR096200
OG0004367	XP_006299654.1	CARHR096780
OG0004368	XP_023642655.1, XP_006300274.2, XP_006279243.2, XP_023645179.1, XP_006300263.2, XP_006279259.2, XP_006279032.1	CARHR096940
OG0004369	XP_006299594.2, XP_006296829.1	CARHR097150
OG0004370	XP_006282746.1	CARHR215080
OG0004371	XP_006282446.1	CARHR215950
OG0004372	XP_006280444.1	CARHR184280, CARHR258390
OG0004373	XP_006299757.1	CARHR099760
OG0004374	XP_006299575.1	CARHR099200
OG0004375	XP_006296824.1	CARHR098270
OG0004376	XP_006298275.1	CARHR097820
OG0004377	XP_023642123.1	CARHR097660
OG0004378	XP_006298243.1	CARHR097640
OG0004379	XP_006299130.1	CARHR097410
OG0004380	XP_023643822.1	CARHR056920
OG0004381	XP_006288468.1	CARHR194350
OG0004382	XP_023639129.1	CARHR161270, CARHR159560, CARHR054620, CARHR159570
OG0004383	XP_006290584.1	CARHR161130, CARHR161120
OG0004384	XP_006305170.1	CARHR001830, CARHR001610
OG0004385	XP_006305017.1	CARHR002850
OG0004386	XP_006283143.1	CARHR004470
OG0004387	XP_006303899.1	CARHR005490, CARHR038450
OG0004388	XP_023645626.1	CARHR007700
OG0004389	XP_023645203.1	CARHR009110
OG0004390	XP_006305369.1	CARHR222090, CARHR009450
OG0004391	XP_006306229.2	CARHR009720
OG0004392	XP_006305596.1	CARHR012210
OG0004393	XP_006305294.2	CARHR012830
OG0004394	XP_006303182.1	CARHR012880
OG0004395	XP_023645620.1	CARHR013050
OG0004396	XP_006305176.2	CARHR017040
OG0004397	XP_006305555.1	CARHR021840
OG0004398	XP_023644025.1, XP_006306470.1	CARHR022450
OG0004399	XP_023645186.1	CARHR023010
OG0004400	XP_023643453.1	CARHR291080
OG0004401	XP_006302413.1	CARHR063380
OG0004403	XP_006300562.1	CARHR048260
OG0004404	XP_023643325.1, XP_006302650.1	CARHR289790, CARHR289800
OG0004405	XP_006284968.1	CARHR212510
OG0004406	XP_006280269.1	CARHR178710
OG0004407	XP_006296228.1, XP_006295833.1	CARHR184780
OG0004408	XP_006284434.1	CARHR246800
OG0004409	XP_006282739.1	CARHR245260
OG0004410	XP_006283663.1	CARHR243500
OG0004411	XP_006285817.1	CARHR241240
OG0004412	XP_006290996.1, XP_023637079.1	CARHR248310
OG0004413	XP_023634640.1	CARHR241750
OG0004414	XP_006282823.1	CARHR241970
OG0004415	XP_006284461.1	CARHR242110
OG0004416	XP_006284339.1	CARHR239930
OG0004417	XP_023634984.1	CARHR239490
OG0004418	XP_006282807.2	CARHR239260
OG0004419	XP_023642519.1	CARHR000110
OG0004419	XP_006296884.1	CARHR099600
OG0004420	XP_006304590.2, XP_006304932.1	CARHR286270
OG0004421	XP_006290127.1	CARHR249410
OG0004422	XP_023637413.1	CARHR249370
OG0004423	XP_006284909.1	CARHR236030
OG0004425	XP_023633062.1	CARHR026720
OG0004427	XP_023645577.1, XP_023645648.1, XP_023645649.1	CARHR038650, CARHR038660
OG0004428	XP_006306376.1	CARHR040150
OG0004429	XP_006306483.1	CARHR043050
OG0004431	XP_023642444.1	CARHR076480
OG0004431	XP_023641326.1	CARHR093890
OG0004432	XP_006295860.1	CARHR125680
OG0004433	XP_006282048.1, XP_006296136.1	CARHR127570, CARHR127120
OG0004434	XP_006283542.1	CARHR256930, CARHR256920
OG0004435	XP_006280503.1	CARHR108310
OG0004436	XP_006287646.1	CARHR185940
OG0004438	XP_023635432.1	CARHR101040, CARHR219910
OG0004440	XP_023643519.1	CARHR072570
OG0004451	XP_006283627.1	CARHR230120
OG0004452	XP_006290361.2	CARHR155770
OG0004453	XP_006293764.1	CARHR133690
OG0004454	XP_006281100.1	CARHR174070
OG0004455	XP_006290985.1	CARHR144840
OG0004456	XP_006288614.1	CARHR194960
OG0004457	XP_023644389.1	CARHR004000
OG0004458	XP_006288409.1	CARHR196330
OG0004459	XP_006291446.1	CARHR291550
OG0004460	XP_006286968.1	CARHR197040
OG0004461	XP_006288751.1	CARHR197490
OG0004462	XP_023636879.1	CARHR198200
OG0004463	XP_006289576.2, XP_006305277.2	CARHR198530
OG0004464	XP_006303404.1, XP_006298784.1	CARHR106940
OG0004465	XP_006286669.1	CARHR199690
OG0004466	XP_006288546.1	CARHR199980
OG0004468	XP_023637157.1	CARHR200340
OG0004469	XP_006287046.1	CARHR200500
OG0004470	XP_006286884.1	CARHR200700
OG0004471	XP_023637033.1	CARHR201080
OG0004472	XP_006288317.1	CARHR201350
OG0004473	XP_006286964.1	CARHR149000, CARHR202190
OG0004475	XP_006287637.1	CARHR202530
OG0004476	XP_023635960.1	CARHR202780
OG0004477	XP_006289537.1	CARHR203390
OG0004478	XP_006289693.1	CARHR204220
OG0004479	XP_006288315.1	CARHR205100
OG0004480	XP_006288716.1	CARHR251560
OG0004481	XP_006288733.1	CARHR152490
OG0004482	XP_006283129.1, XP_023634042.1	CARHR232480
OG0004483	XP_006283843.1	CARHR232160
OG0004484	XP_006294224.1	CARHR120020
OG0004485	XP_006293462.1	CARHR120720
OG0004486	XP_006294616.1	CARHR121010, CARHR121040, CARHR121030
OG0004487	XP_006295147.1	CARHR122930
OG0004488	XP_006296093.2	CARHR123050
OG0004489	XP_006294257.2	CARHR123220
OG0004490	XP_006294068.1	CARHR123620
OG0004491	XP_006295305.1	CARHR123870
OG0004492	XP_006293696.1	CARHR123910
OG0004493	XP_006296276.1	CARHR125150
OG0004494	XP_006293438.1	CARHR126500
OG0004495	XP_006295274.1	CARHR126660
OG0004496	XP_006294591.1	CARHR126960, CARHR126980
OG0004497	XP_006294908.1	CARHR127380
OG0004498	XP_006293572.2	CARHR127450
OG0004500	XP_006303636.1	CARHR003590
OG0004502	XP_006282560.1	CARHR233180
OG0004503	XP_006304691.1	CARHR036280, CARHR036330
OG0004504	XP_006305638.1	CARHR027380
OG0004505	XP_006303207.1	CARHR027600
OG0004506	XP_006304016.1	CARHR027650, CARHR027660, CARHR027640, CARHR024520
OG0004507	XP_023644853.1	CARHR027750
OG0004508	XP_006304138.1	CARHR027980
OG0004509	XP_006303384.1	CARHR028330, CARHR028290
OG0004510	XP_006305571.1, XP_006305869.1	CARHR028720
OG0004511	XP_006305756.1	CARHR028960
OG0004512	XP_006304077.1	CARHR029140
OG0004513	XP_006305778.1	CARHR029600
OG0004514	XP_006295136.1	CARHR140120
OG0004515	XP_023644892.1	CARHR029300
OG0004516	XP_006307149.1, XP_006307225.1	CARHR030170
OG0004517	XP_006306526.1	CARHR030740
OG0004518	XP_006292606.1	CARHR145150
OG0004519	XP_006291429.1	CARHR145460
OG0004520	XP_006291803.1	CARHR146010
OG0004521	XP_006280268.1	CARHR280770
OG0004522	XP_006279503.1	CARHR279460
OG0004523	XP_006281177.1	CARHR278590, CARHR287460
OG0004525	XP_006281775.1	CARHR277950
OG0004526	XP_006281600.1	CARHR098770, CARHR277640
OG0004527	XP_006279645.1	CARHR276980
OG0004528	XP_006291725.1	CARHR276220, CARHR156110
OG0004529	XP_006306131.1, XP_006280803.1	CARHR275970
OG0004530	XP_006281711.1	CARHR275180
OG0004531	XP_023637034.1	CARHR190280
OG0004532	XP_023638822.1	CARHR145710
OG0004533	XP_023637314.1	CARHR188030
OG0004534	XP_006287907.1	CARHR187720, CARHR187730
OG0004535	XP_006287768.2	CARHR187700, CARHR187710
OG0004536	XP_006286540.1	CARHR187160
OG0004537	XP_006285953.1	CARHR216480
OG0004538	XP_006288350.1	CARHR192630
OG0004539	XP_006286670.1	CARHR192170
OG0004540	XP_006289996.1	CARHR191970
OG0004541	XP_006287488.1	CARHR191960
OG0004542	XP_006289179.1	CARHR191870
OG0004543	XP_006290054.1	CARHR191740
OG0004544	XP_006289681.1	CARHR191550
OG0004545	XP_006289164.1	CARHR191240
OG0004546	XP_006287471.1	CARHR190850
OG0004547	XP_006280364.1	CARHR273760
OG0004548	XP_006282063.1	CARHR273390
OG0004549	XP_006280849.1	CARHR285710
OG0004550	XP_006281216.1	CARHR285590
OG0004551	XP_006280699.1	CARHR099100, CARHR272520
OG0004552	XP_023636915.1	CARHR272140
OG0004553	XP_023644690.1	CARHR009740
OG0004555	XP_006279994.1	CARHR271780
OG0004556	XP_006282459.1	CARHR226520
OG0004557	XP_006280600.1	CARHR270600
OG0004558	XP_006281445.1	CARHR270340, CARHR270350
OG0004560	XP_006280373.1	CARHR269600
OG0004561	XP_006284412.1	CARHR234690
OG0004562	XP_006280045.1	CARHR268040
OG0004563	XP_006291345.1	CARHR158360
OG0004564	XP_023638004.1	CARHR181380, CARHR218460, CARHR158090
OG0004565	XP_006288091.1	CARHR205890
OG0004566	XP_006289993.1	CARHR208530
OG0004567	XP_006288156.1	CARHR208830
OG0004568	XP_006289944.1	CARHR209270
OG0004569	XP_006288382.1	CARHR209840
OG0004570	XP_023635966.1	CARHR210620
OG0004571	XP_006298456.1	CARHR083040
OG0004572	XP_006284757.1	CARHR074240
OG0004573	XP_006302248.1	CARHR074130
OG0004574	XP_006302151.1	CARHR073790
OG0004575	XP_006302423.1	CARHR073310
OG0004576	XP_006302631.1	CARHR072090
OG0004577	XP_006306044.2	CARHR002860
OG0004578	XP_006300626.1	CARHR071700
OG0004579	XP_006302283.1	CARHR071320
OG0004580	XP_006300688.2	CARHR071270
OG0004581	XP_006302849.1	CARHR070340
OG0004582	XP_006302239.1	CARHR069910
OG0004583	XP_006301163.1	CARHR068920
OG0004584	XP_006300542.1	CARHR068910
OG0004585	XP_006307027.1	CARHR025820
OG0004586	XP_006305069.1	CARHR044500
OG0004587	XP_006283808.1	CARHR216580, CARHR111180
OG0004588	XP_006305108.1	CARHR043490
OG0004589	XP_006293941.2	CARHR130270
OG0004590	XP_006295032.1	CARHR140030
OG0004591	XP_023634987.1	CARHR239520
OG0004592	XP_006296642.2	CARHR055420
OG0004593	XP_006280969.2	CARHR265860
OG0004594	XP_006282762.1	CARHR237500
OG0004595	XP_006285453.1	CARHR219060
OG0004596	XP_023634917.1	CARHR220160
OG0004597	XP_006284189.2	CARHR220620
OG0004598	XP_023634547.1	CARHR221660, CARHR221640, CARHR221670, CARHR221650
OG0004599	XP_006300533.1	CARHR065750
OG0004600	XP_006283894.1	CARHR229270
OG0004601	XP_023642847.1	CARHR067770
OG0004602	XP_006302775.1	CARHR062170
OG0004603	XP_006284165.2	CARHR240400, CARHR236080
OG0004604	XP_023634997.1	CARHR236750
