Orthogroup	Capsella_rubella	Brassica_rapa
OG0001893	XP_023634230.1	XP_009108874.1, XP_018509214.1
OG0001894	XP_006284046.1	XP_009138219.1
OG0001895	XP_023635167.1	XP_009127051.2
OG0001895	XP_023640985.1	XP_009117126.2, XP_009140555.1
OG0001896	XP_023639825.1	XP_009140551.1, XP_009117132.1
OG0001896	XP_006283757.1	XP_009127076.1
OG0001897	XP_023634709.1	XP_009127424.1
OG0001897	XP_023640636.1	XP_018509992.2, XP_009140523.1
OG0001898	XP_023640722.1, XP_023642933.1, XP_023634329.1	XP_033134295.1
OG0001900	XP_006284840.1	XP_009125118.1
OG0001900	XP_006292118.1	XP_009129354.1, XP_009151837.1, XP_009111609.1
OG0001901	XP_006286775.1	XP_018512138.1
OG0001901	XP_006290004.2, XP_006282239.1, XP_023633506.1, XP_023633515.1	XP_018510746.1, XP_018512105.1, XP_018512122.1
OG0001902	XP_006281564.1, XP_006282238.1	XP_033131507.1, XP_018508615.1
OG0001910	XP_006286176.1	XP_033144457.1
OG0001910	XP_006293366.1	XP_033136659.1, XP_009140510.2
OG0001911	XP_006294676.1	XP_009140519.1
OG0001911	XP_006284256.1	XP_009137960.1
OG0001912	XP_006286577.1	XP_009126111.1
OG0001912	XP_006298548.2	XP_009118514.1, XP_009147326.1
OG0001913	XP_023634585.1	XP_009145744.1
OG0001913	XP_023641724.1	XP_033147423.1
OG0001914	XP_006297779.1	XP_009117930.1
OG0001914	XP_006288146.1	XP_009126069.2, XP_009122871.1
OG0001915	XP_006287927.1	XP_018512209.2, XP_009121762.2, XP_009131345.2
OG0001916	XP_023635823.1	XP_009131737.1
OG0001916	XP_006286547.1	XP_009121860.1, XP_009131278.1
OG0001917	XP_006286556.2	XP_009121880.1
OG0001917	XP_006286382.1	XP_009131738.1, XP_009126366.2, XP_009120880.2
OG0001918	XP_006290014.1	XP_033140419.1, XP_009151021.1
OG0001918	XP_006288010.1	XP_009125281.1, XP_033137628.1
OG0001919	XP_006290133.1	XP_009111644.1, XP_033128868.1
OG0001919	XP_006288922.1	XP_033137631.1
OG0001920	XP_006282330.1	XP_009130498.1, XP_009150600.1, XP_009112172.1
OG0001922	XP_023640727.1	XP_009140390.1
OG0001922	XP_006298004.1	XP_009122532.1, XP_009125355.1
OG0001923	XP_023637163.1	XP_009122517.1
OG0001923	XP_006280854.1	XP_009150498.1, XP_009130446.1
OG0001924	XP_006286625.1	XP_009122403.1, XP_009131020.2
OG0001924	XP_006281801.1	XP_009136443.1
OG0001925	XP_006293473.1	XP_009144288.2
OG0001926	XP_006295643.1	XP_033145612.1
OG0001926	XP_006306104.1	XP_009118483.1
OG0001927	XP_006306481.1	XP_009111004.1, XP_009119082.1
OG0001927	XP_006295004.1	XP_009132772.1
OG0001929	XP_006307517.1	XP_009111084.1
OG0001929	XP_006294172.1	XP_009143894.1, XP_009141289.1, XP_009132912.1
OG0001930	XP_006305483.1	XP_009119355.2, XP_009118686.2, XP_009111138.1
OG0001931	XP_006285334.1	XP_009139275.1, XP_009109205.1
OG0001931	XP_023639046.1	XP_009132562.1
OG0001932	XP_006296335.1	XP_009142419.1
OG0001933	XP_023644888.1	XP_009102938.1, XP_009109759.1
OG0001934	XP_006306094.1	XP_009108141.1, XP_009115017.1
OG0001934	XP_006295438.1	XP_009143714.1
OG0001936	XP_006293770.1	XP_009143682.1
OG0001936	XP_006306894.1	XP_033148550.1, XP_009114874.1
OG0001937	XP_006292484.1	XP_009101674.1
OG0001937	XP_006279774.1	XP_009103439.2, XP_009112366.1
OG0001938	XP_006281083.1	XP_009116501.1, XP_009135424.1
OG0001939	XP_006287432.1	XP_009150900.1
OG0001939	XP_006292226.1	XP_009149792.1
OG0001940	XP_006284767.1	XP_009108873.1, XP_009125952.1
OG0001940	XP_006286400.1	XP_009129963.1
OG0001941	XP_006281069.1	XP_009126438.1
OG0001942	XP_006279127.2, XP_006292712.1	XP_009149771.1
OG0001942	XP_006290035.1	XP_009126575.1
OG0001943	XP_006279632.1	XP_009120587.1
OG0001943	XP_006291252.1	XP_033141470.1
OG0001944	XP_023633604.1	XP_009131984.1, XP_009120475.1
OG0001945	XP_006283792.1	XP_009103857.1
OG0001945	XP_006302444.1	XP_009113181.1
OG0001946	XP_006280221.1	XP_009120351.2
OG0001946	XP_023636232.1	XP_009122369.1, XP_009130978.1
OG0001947	XP_006284247.1	XP_009139558.1, XP_009121735.1
OG0001948	XP_006283565.1	XP_009137558.2, XP_033148011.1
OG0001949	XP_006299055.1	XP_009136348.1
OG0001949	XP_023642637.1	XP_018512561.2, XP_018511053.1
OG0001950	XP_006283674.2	XP_009140176.1
OG0001950	XP_006290963.2	XP_009111802.2, XP_009151760.1, XP_009129671.1
OG0001951	XP_023633674.1	XP_009142357.1, XP_009137598.1
OG0001951	XP_006280844.1	XP_009120126.1, XP_009132341.1
OG0001952	XP_006280607.1	XP_009120017.1
OG0001952	XP_006283830.1	XP_009137630.2, XP_009109155.1, XP_033128009.1
OG0001953	XP_006280058.1	XP_009119997.1, XP_009127074.1
OG0001953	XP_006285461.1	XP_009143182.1
OG0001954	XP_023642254.1	XP_009120759.1, XP_009135220.1, XP_009146627.1
OG0001954	XP_006288172.1	XP_009122312.1
OG0001955	XP_006287513.1	XP_009122266.1
OG0001955	XP_006297466.1	XP_009146676.1
OG0001956	XP_023641101.1	XP_009135120.1
OG0001956	XP_006288573.1	XP_009122561.1, XP_009130841.1
OG0001957	XP_006296668.1, XP_006298519.1	XP_033147904.1
OG0001957	XP_006288638.1	XP_009130762.1
OG0001958	XP_006288086.1	XP_009130719.1, XP_009122716.1
OG0001958	XP_006298058.1	XP_009123173.1
OG0001959	XP_006283364.1	XP_009123548.1
OG0001960	XP_006291631.1	XP_009111569.1, XP_009129421.1, XP_009151968.1
OG0001960	XP_006282691.1	XP_009125153.1
OG0001961	XP_006306440.1	XP_009148966.1
OG0001961	XP_006302861.1	XP_009104468.2, XP_009106738.2
OG0001962	XP_006301485.1	XP_033140937.1, XP_009104491.1
OG0001962	XP_006307246.1	XP_033129244.1
OG0001963	XP_006304371.1	XP_009149042.1
OG0001964	XP_006307603.1	XP_009149063.1
OG0001964	XP_006302200.2	XP_009104524.1
OG0001965	XP_006306984.2	XP_009149574.1
OG0001965	XP_006302013.1	XP_009106323.1
OG0001966	XP_006285977.1	XP_033144792.1
OG0001966	XP_006285117.1	XP_009151053.1
OG0001967	XP_006303189.1	XP_009149535.1
OG0001967	XP_006302989.1	XP_009106286.1
OG0001968	XP_006302332.2	XP_018508790.2, XP_033132107.1
OG0001968	XP_006301398.1	XP_009106246.1
OG0001969	XP_006296930.1	XP_009121142.1
OG0001969	XP_023634715.1	XP_033132910.1, XP_033133280.1
OG0001970	XP_006297706.1	XP_009121107.1
OG0001970	XP_006282613.1	XP_033132554.1, XP_009139882.1, XP_009138365.3
OG0001971	XP_006298248.1	XP_009150770.1, XP_009121088.1
OG0001971	XP_006285542.1	XP_033133087.1, XP_009149485.2
OG0001972	XP_023641877.1	XP_033135030.1
OG0001972	XP_006282626.1	XP_009148721.2
OG0001973	XP_006297916.1	XP_009117268.1, XP_009146422.1
OG0001973	XP_006305244.1	XP_009147534.1
OG0001974	XP_006298046.1	XP_009135415.1, XP_009146301.1
OG0001974	XP_006305251.1	XP_009144780.1
OG0001975	XP_006290896.1, XP_006294001.1	XP_009115997.1, XP_009125246.1, XP_009148757.1
OG0001977	XP_023641507.1	XP_033137785.1, XP_033133915.1
OG0001978	XP_006299517.2	XP_009134668.1, XP_009117990.1, XP_009147355.1
OG0001979	XP_006282898.1	XP_009107784.1
OG0001979	XP_006298679.1	XP_033144236.1, XP_009108345.1, XP_033147298.1
OG0001980	XP_006283697.1	XP_009148417.1
OG0001980	XP_006297606.1	XP_009135833.2, XP_033147281.1
OG0001981	XP_006297556.1	XP_009114642.1
OG0001982	XP_006291623.2	XP_009103978.1, XP_009116307.1
OG0001984	XP_006292498.1	XP_009152031.1
OG0001984	XP_006303346.1	XP_018515006.1, XP_009148558.1
OG0001985	XP_006279863.1	XP_009114402.1
OG0001985	XP_006285256.1	XP_018513203.1, XP_009132490.1
OG0001986	XP_006307260.1	XP_009107281.1, XP_009147885.2
OG0001986	XP_006299512.1	XP_009145809.1
OG0001987	XP_006307368.1	XP_009147793.1, XP_009144932.1
OG0001987	XP_006297547.1	XP_009135698.1, XP_009145612.1
OG0001988	XP_006305455.1	XP_009107175.1
OG0001988	XP_006299922.1	XP_009145512.1, XP_018509736.2
OG0001989	XP_006300248.1	XP_009146168.1
OG0001989	XP_006304335.1	XP_009107143.1, XP_033129271.1
OG0001991	XP_006286170.1, XP_006285061.2, XP_006281645.2	XP_009140193.1
OG0001992	XP_006283348.1	XP_009131125.3
OG0001992	XP_006279855.1	XP_009114329.1, XP_009101493.1
OG0001993	XP_023636200.1	XP_018510102.1
OG0001993	XP_006304913.1	XP_009119660.1
OG0001994	XP_006284321.1	XP_009136321.1
OG0001995	XP_006284471.1	XP_018513469.1
OG0001996	XP_006282889.1, XP_006282967.1	XP_033142745.1, XP_009135444.1, XP_009108539.1
OG0001997	XP_006288420.2	XP_009114497.1
OG0001997	XP_006284392.2	NP_001288977.1
OG0001998	XP_006292027.1	XP_009116968.1
OG0001998	XP_006296337.1	XP_033146188.1, XP_033144136.1
OG0001999	XP_006294472.1	XP_009142338.1, XP_009143142.1
OG0001999	XP_006290360.1	XP_009138806.1
OG0002000	XP_006294970.1	XP_009143100.1
OG0002000	XP_006291787.1	XP_009116735.1
OG0002001	XP_006295342.1	XP_009133694.1
OG0002002	XP_023638151.1	XP_009138879.1
OG0002002	XP_006294174.1	XP_009142254.1, XP_009143012.1
OG0002003	XP_006303798.1	XP_009144437.1
OG0002003	XP_023638823.1	XP_009116490.1
OG0002004	XP_023639504.1	XP_009141999.1
OG0002004	XP_006290540.1	XP_009116436.2, XP_009104052.1
OG0002005	XP_006282828.1	XP_033140116.1
OG0002005	XP_006280865.1	XP_009127156.1, XP_009119901.1
OG0002007	XP_006295810.1, XP_006295369.1	XP_033146018.1, XP_033146016.1, XP_033146017.1
OG0002008	XP_006298769.1, XP_006296743.1, XP_006295253.1, XP_006295252.1	XP_033146791.1, XP_009141745.1, XP_009141746.1, XP_009143379.1
OG0002009	XP_023638829.1	XP_033144772.1
OG0002009	XP_006294150.1	XP_009141725.1, XP_009143416.1
OG0002010	XP_006280956.1	XP_009101403.1
OG0002011	XP_006295292.1	XP_033136493.1
OG0002011	XP_006282761.1	XP_009101924.1, XP_009134559.1
OG0002012	XP_006289686.1	XP_009113578.1
OG0002013	XP_023642112.1	XP_009124867.1
OG0002013	XP_006286743.1	XP_009129890.1, XP_009111736.1
OG0002014	XP_006291142.1	XP_009104397.2, XP_009138714.1, XP_018510485.2
OG0002014	XP_006294240.1	XP_009133822.1
OG0002015	XP_023641039.1	XP_018510515.1, XP_009142520.1
OG0002015	XP_006292630.1	XP_009104393.2, XP_033134518.1
OG0002016	XP_006296761.1	XP_009114400.1
OG0002017	XP_006293503.2	XP_009142801.1, XP_009142034.1
OG0002017	XP_023638385.1	XP_009116499.1
OG0002018	XP_006298247.1	XP_009147260.1
OG0002018	XP_006301375.2	XP_009119565.1
OG0002020	XP_006299184.1, XP_006300175.1	XP_033132301.1, XP_009131474.1
OG0002021	XP_023641588.1	XP_009146028.1
OG0002021	XP_006307285.1	XP_009148003.1
OG0002022	XP_006297917.1	XP_033145039.1
OG0002022	XP_006305140.1	XP_009107368.2, XP_009147986.1
OG0002023	XP_006290387.1	XP_009151777.1, XP_009111788.1
OG0002023	XP_006284674.1	XP_009139832.1
OG0002024	XP_006284489.1	XP_009140151.1
OG0002025	XP_006297023.1	XP_018514767.1, XP_009108983.1
OG0002025	XP_006283147.1	XP_033143223.1
OG0002026	XP_023636478.1	XP_033141909.1, XP_009120953.2
OG0002026	XP_006288026.1	XP_033141912.1, XP_009120955.1
OG0002027	XP_006287640.1	XP_009111449.1
OG0002027	XP_006303639.1	XP_009118815.1, XP_009119704.2
OG0002028	XP_006288718.1	XP_009134503.1
OG0002028	XP_006305674.1	XP_009119689.1
OG0002029	XP_006289459.1	XP_033140673.1
OG0002029	XP_006305264.1	XP_009119687.1
OG0002030	XP_006305682.1	XP_009118751.1, XP_009119618.2
OG0002030	XP_006289329.1	XP_009134442.2
OG0002031	XP_006305828.1	XP_033143632.1, XP_033134278.1
OG0002032	XP_006302453.2	XP_009113368.1
OG0002032	XP_006305301.1	XP_009118321.1
OG0002033	XP_006306032.1	XP_009148385.1
OG0002033	XP_023643253.1	XP_033141287.1, XP_009113217.1
OG0002034	XP_006305987.1	XP_009148453.1, XP_009110738.2, XP_009118197.2
OG0002035	XP_006307297.1	XP_009118179.1, XP_009110708.1
OG0002035	XP_006302163.1	XP_009113112.1, XP_009105791.1
OG0002036	XP_023644000.1	XP_009113025.1
OG0002036	XP_006307436.1	XP_009148576.1
OG0002037	XP_006305519.1	XP_009110603.1, XP_009148547.2, XP_009118034.2
OG0002038	XP_006305511.1	XP_009110521.2, XP_009148851.1, XP_033134715.1
OG0002039	XP_006304828.2, XP_006303291.1, XP_006306287.1, XP_006303825.1, XP_023646022.1, XP_006306252.2	XP_009148955.1
OG0002040	XP_023633029.1	XP_033132886.1, XP_009149602.1, XP_009149601.1
OG0002041	XP_006305871.1	XP_009115552.1
OG0002041	XP_006302180.1	XP_009104944.2, XP_009105740.1
OG0002042	XP_006283223.1	XP_033145632.1
OG0002042	XP_006301064.1	XP_009112819.2, XP_009112888.2
OG0002043	XP_006284347.1	XP_009124092.1, XP_009101947.1
OG0002044	XP_006300187.1	XP_009136325.1
OG0002045	XP_006283628.1	XP_009108816.1, XP_033148858.1
OG0002045	XP_006293990.1	XP_009140729.1
OG0002047	XP_006292442.1	XP_009115717.2, XP_009115720.2, XP_009115718.2, XP_009115719.2
OG0002048	XP_006288142.1	XP_009113586.1
OG0002049	XP_023633355.1, XP_023636037.1, XP_023633330.1	XP_033141174.1
OG0002049	XP_023633487.1	XP_033131372.1
OG0002056	XP_006280998.1	XP_009132028.1
OG0002056	XP_006291754.1	XP_009149926.1
OG0002057	XP_006291481.1	XP_009149847.1
OG0002057	XP_006280776.1	XP_009151415.1
OG0002058	XP_006287858.1	XP_009121005.1
OG0002058	XP_006300064.1	XP_009102088.1
OG0002059	XP_006286821.1	XP_033143060.1, XP_033143061.1, XP_009121007.1, XP_009126241.1
OG0002059	XP_006289175.1	XP_018512179.1
OG0002060	XP_006290043.1	XP_009121019.1
OG0002060	XP_006289033.2	XP_009126227.1
OG0002061	XP_006299673.1	XP_033148202.1
OG0002061	XP_006289791.1	XP_009119248.1, XP_009134727.1
OG0002062	XP_023636691.1	XP_009131561.1, XP_009121446.1
OG0002062	XP_006296731.1	XP_009130325.1
OG0002063	XP_006299334.1	XP_009134698.1, XP_009118572.1
OG0002063	XP_006286590.1	XP_009131541.2
OG0002064	XP_006287888.1	XP_009121502.1
OG0002064	XP_006299989.1	XP_018513314.1, XP_009118393.2
OG0002065	XP_006297845.1	XP_033139350.1, XP_009118297.1
OG0002065	XP_006286629.1	XP_009121524.1
OG0002066	XP_023642471.1	XP_009134670.1
OG0002066	XP_023635879.1	XP_033140089.1
OG0002067	XP_006287987.1	XP_009121669.1
OG0002068	XP_006287201.1	XP_009121755.1, XP_009131348.2
OG0002068	XP_006299100.1	XP_009135233.2
OG0002069	XP_006286740.1	XP_009121798.2, XP_033142458.1
OG0002069	XP_006306392.2	XP_009109830.1, XP_009102999.1
OG0002070	XP_006287343.1	XP_009151107.1
OG0002070	XP_006290164.1	XP_009131215.2
OG0002071	XP_006280365.1	XP_009122057.1
OG0002072	XP_006280475.2	XP_009125339.1, XP_009131131.1, XP_033139669.1, XP_009122112.2
OG0002073	XP_006288306.1, XP_006299907.1	XP_009125365.1, XP_033137485.1, XP_009131114.1
OG0002074	XP_006281918.1	XP_009136456.1
OG0002074	XP_006289223.2	XP_033138442.1
OG0002075	XP_023637699.1	XP_009111241.1
OG0002075	XP_006306728.2	XP_009119548.1
OG0002076	XP_006295329.1	XP_009108744.1
OG0002076	XP_006295341.1	XP_009140836.1
OG0002077	XP_023639700.1	XP_009103671.1, XP_009140892.1
OG0002077	XP_023645017.1	XP_009148057.1
OG0002078	XP_006296096.1	XP_009141204.1
OG0002079	XP_006305175.1	XP_018511271.1
OG0002079	XP_006295925.1	XP_009143963.1
OG0002080	XP_006304423.1	XP_009119354.1
OG0002080	XP_006281682.1	XP_009113940.1
OG0002081	XP_023639217.1	XP_009114036.1, XP_009123698.1
OG0002081	XP_006303756.1	XP_009107431.1
OG0002082	XP_006304598.1	XP_009148724.1
OG0002082	XP_023638450.1	XP_009129118.1
OG0002083	XP_006280112.2	XP_009112332.2, XP_018508778.1
OG0002083	XP_023642156.1	XP_009150830.1
OG0002084	XP_006291229.1	XP_033137031.1
OG0002085	XP_006281339.1	XP_009150567.1
OG0002087	XP_023638017.1	XP_009149730.1
OG0002087	XP_006286543.1	XP_009150989.1
OG0002088	XP_006288459.1, XP_006288447.1	XP_009130001.1
OG0002089	XP_006291731.1	XP_033129004.1
OG0002089	XP_006289263.1	XP_009120801.2, XP_009126446.1
OG0002090	XP_006288560.1	XP_009131898.1, XP_009120621.1
OG0002090	XP_006291744.1	XP_009149780.1
OG0002091	XP_006280010.1	XP_009120484.1
OG0002092	XP_006285267.1	XP_009139758.1
OG0002092	XP_023636701.1	XP_009121298.1
OG0002093	XP_006283962.1	XP_033133062.1, XP_009139905.1
OG0002093	XP_006280644.1	XP_009120208.1
OG0002094	XP_006282669.1	XP_009137595.1, XP_009142263.2
OG0002094	XP_006279652.1	XP_009120144.1
OG0002095	XP_006281421.1	XP_009132396.1
OG0002096	XP_006280251.2	XP_009120015.1, XP_009127046.1
OG0002096	XP_006283454.2	XP_009143005.2
OG0002097	XP_006288281.1	XP_033139729.1
OG0002097	XP_006303615.1	XP_009119572.1
OG0002098	XP_023635063.1	XP_033139725.1
OG0002099	XP_006288285.1	XP_009122175.1
OG0002100	XP_006286398.1	XP_009122841.1
OG0002100	XP_006298766.1	XP_009123490.2, XP_009146956.1
OG0002101	XP_006298778.1	XP_009119125.1
OG0002101	XP_006288866.1	XP_009130652.1
OG0002102	XP_006291007.1	XP_009151986.1
OG0002102	XP_023634440.1	XP_009140049.1
OG0002103	XP_023642853.1	XP_009104417.2
OG0002103	XP_023645183.1	XP_009110502.2, XP_009148904.1, XP_009148905.2
OG0002104	XP_023632590.1	XP_009117812.2, XP_009148962.1
OG0002104	XP_023642939.1	XP_009104466.3
OG0002105	XP_006306209.1	XP_009117771.1, XP_009149056.1
OG0002105	XP_023642911.1	XP_009104513.1
OG0002106	XP_023632782.1	XP_009149077.1
OG0002106	XP_006301875.2	XP_033141638.1
OG0002107	XP_006303326.1	XP_009128340.1
OG0002107	XP_023644345.1	XP_009104544.1, XP_009106644.1
OG0002108	XP_006302738.1	XP_009106636.1
OG0002108	XP_006303180.1	XP_009117762.1, XP_033128779.1
OG0002109	XP_006304513.1	XP_009145372.1
OG0002109	XP_006301018.1	XP_009128268.1
OG0002110	XP_006300375.1	XP_009106367.1, XP_018508755.1
OG0002110	XP_006305163.1	XP_009110186.1
OG0002111	XP_006305238.1	XP_009149586.2
OG0002111	XP_006302481.1	XP_009106334.1
OG0002112	XP_006306618.1	XP_009106844.2
OG0002112	XP_006296856.1	XP_009146526.1
OG0002113	XP_006306527.2	XP_009106869.1
OG0002113	XP_006298344.1	XP_009146496.1
OG0002114	XP_006298347.1	XP_009124747.1
OG0002114	XP_023644795.1	XP_009103733.1, XP_009147513.1
OG0002115	XP_006301797.1	XP_009127569.1
OG0002115	XP_006307531.1	XP_009113791.1, XP_018508336.1
OG0002116	XP_006284571.2	XP_009144682.1, XP_018508933.2
OG0002117	XP_023634245.1	XP_033146584.1
OG0002117	XP_006279150.2, XP_023642537.1	XP_033147997.1, XP_033130322.1
OG0002118	XP_006283754.1	XP_009107776.2
OG0002118	XP_006297728.1	XP_009145238.1, XP_009108264.1
OG0002119	XP_006284407.1	XP_009144716.1
OG0002119	XP_006298398.1	XP_009145430.2, XP_009109216.2
OG0002120	XP_006282527.1	XP_009142988.1
OG0002121	XP_006283011.1	XP_009136898.1
OG0002122	XP_006283213.1	XP_009146913.1, NP_001288863.1
OG0002122	XP_023642413.1	XP_009135754.1
OG0002123	XP_006294107.1	XP_009140300.1, XP_009117371.1
OG0002124	XP_006302862.1	XP_009127950.1, XP_009105942.1
OG0002126	XP_006291408.1	XP_009129362.1, XP_009151855.1
OG0002127	XP_023637866.1, XP_006282682.1	XP_009151981.2, XP_009111559.1, XP_009129436.1
OG0002128	XP_006281534.1	XP_009101582.1
OG0002128	XP_006283850.2	XP_009108403.1
OG0002129	XP_006306920.1	XP_009144898.1
OG0002129	XP_006297105.1	XP_009145524.1
OG0002130	XP_006298142.2	XP_009115305.1, XP_009146209.1
OG0002131	XP_006294793.2	XP_009132997.1
OG0002132	XP_023638983.1, XP_006292420.2, XP_006292345.1	XP_009115148.1, XP_009109589.2
OG0002133	XP_006284692.1	XP_009123076.1, XP_009137305.1
OG0002134	XP_006282659.1	XP_009112704.1
OG0002134	XP_006298056.1	XP_009136279.1, XP_009119399.1
OG0002135	XP_006298687.1	XP_009112393.1
OG0002135	XP_006286099.1	XP_009108112.1
OG0002136	XP_006288064.1	XP_009108208.1
OG0002137	XP_006285191.1	XP_033133158.1, XP_009137456.1, XP_009137395.1
OG0002137	XP_006289162.1	XP_033140710.1
OG0002138	XP_006285898.1	XP_009125933.1
OG0002138	XP_006296292.1	XP_009117222.1
OG0002140	XP_023633869.1	XP_033129016.1
OG0002141	XP_006280666.2	XP_009101632.1
OG0002142	XP_006280400.1	XP_009101694.1
OG0002142	XP_006285192.1	XP_033134037.1, XP_009133731.2, XP_009137148.1
OG0002143	XP_006284556.1	XP_009134344.1, XP_009108515.1
OG0002144	XP_006287576.1	XP_009134149.2
OG0002144	XP_006307331.1	XP_009145120.1
OG0002145	XP_006292934.1	XP_009116939.1
OG0002146	XP_006294460.1	XP_009142644.1
OG0002146	XP_023637993.1	XP_018510353.1
OG0002147	XP_006291739.1	XP_009104316.1
OG0002147	XP_006294850.1	XP_009142682.1
OG0002148	XP_006292436.1	XP_009116767.2, XP_009104281.2
OG0002148	XP_006296250.1	XP_009143146.1
OG0002149	XP_006292167.1, XP_006291852.1	XP_009138849.1, XP_009116712.1
OG0002150	XP_006296431.1	XP_009142795.1, XP_009142794.2
OG0002151	XP_006294217.1	XP_009141969.1
OG0002151	XP_006290978.1	XP_009116386.1
OG0002152	XP_006291246.1	XP_009104020.1, XP_009116374.1
OG0002152	XP_023640999.1	XP_009142726.1
OG0002153	XP_006291135.1	XP_009116346.1
OG0002153	XP_006294678.2	XP_009142708.1
OG0002154	XP_006294157.1	XP_009139258.2
OG0002155	XP_006292137.1	XP_009116029.1
OG0002156	XP_006280570.1	XP_009119902.1
OG0002156	XP_006282639.1	XP_009137686.1, XP_009143884.1
OG0002157	XP_006297161.1	XP_009114205.1
OG0002157	XP_006285178.1	XP_009146493.2
OG0002158	XP_006285723.1	XP_009107690.1
OG0002158	XP_006297795.1	XP_009102507.1, XP_009135895.1
OG0002159	XP_023638920.1	XP_009114178.1
OG0002160	XP_006302908.1	XP_009105303.1
OG0002160	XP_006304265.1	XP_009109836.1
OG0002161	XP_006306974.1	XP_009109860.1, XP_033131565.1, XP_009113829.2
OG0002162	XP_006297532.1	XP_009112559.2, XP_009102225.1
OG0002162	XP_023634503.1	XP_009127899.1
OG0002164	XP_006304221.2, XP_023640101.1	XP_033143899.1, XP_009143259.1
OG0002165	XP_023640789.1	XP_009141664.1
OG0002165	XP_006294412.1	XP_009141663.2, XP_009143490.1
OG0002166	XP_006279811.2	XP_009101669.2
OG0002167	XP_006294544.1	XP_009140266.1
OG0002168	XP_006293690.1	XP_009117405.2, XP_009140276.2
OG0002168	XP_006286207.1	XP_033141615.1
OG0002169	XP_006285865.1	XP_009109497.1, XP_033128052.1, XP_009150927.2
OG0002169	XP_006295846.1	XP_009140281.2
OG0002170	XP_006296134.1	XP_009112728.1
OG0002170	XP_023640201.1	XP_033145365.1
OG0002171	XP_006289285.1	XP_009128719.1
OG0002171	XP_006289290.1, XP_006287554.1, XP_006289667.1	XP_009134189.2, XP_009113604.1
