Orthogroup	Capsella_rubella	Arabidopsis_lyrata_Rawat
OG0000904	XP_006307519.1	AL1G56970
OG0000905	XP_023634111.1	AL7G34640
OG0000905	XP_006285098.2	AL7G34610
OG0000906	XP_006283170.1	AL7G29330
OG0000906	XP_006283205.1	AL7G29320
OG0000907	XP_006299211.1	AL3G10260
OG0000907	XP_006295574.1	AL4G43220
OG0000908	XP_006291524.1	AL5G40270
OG0000908	XP_006294640.1	AL4G41040
OG0000910	XP_023640296.1	AL4G36290
OG0000910	XP_006283626.1	AL7G45900
OG0000911	XP_006286179.1	AL7G11320
OG0000911	XP_006295928.1	AL4G11010
OG0000912	XP_006288739.1	AL3G16220
OG0000912	XP_006298640.1	AL6G39090
OG0000913	XP_023633657.1	AL7G52090
OG0000913	XP_023635790.1	AL6G26930
OG0000913	XP_006298337.1	AL3G11880
OG0000914	XP_006290216.1	AL6G52290
OG0000914	XP_023632569.1	AL1G11030, AL1G11060
OG0000915	XP_006304319.1, XP_023643093.1	AL1G11420, AL8G10250, AL6G52650
OG0000916	XP_006306358.1	AL1G25230
OG0000917	XP_006305040.1	AL1G35960
OG0000917	XP_023644408.1	AL1G35950
OG0000920	XP_006286208.2	AL1G67480, AL1G67450
OG0000920	XP_006291195.2	AL5G14680
OG0000922	XP_006299602.1	AL3G40540, AL3G40550
OG0000922	XP_006287229.1	AL6G23820
OG0000923	XP_006290269.1	AL5G27270
OG0000923	XP_006282309.1	AL8G39660
OG0000924	XP_006307167.1	AL1G37870
OG0000924	XP_006287553.1	AL6G27070
OG0000925	XP_006289317.1	AL6G36650
OG0000925	XP_006288316.1	AL6G21310
OG0000926	XP_006288531.1	AL9U11150, AL6G20860
OG0000927	XP_023639101.1	AL5G37160
OG0000927	XP_006287444.2, XP_006287339.1	AL6G15630
OG0000928	XP_023639350.1	AL4G25510
OG0000928	XP_006305508.1	AL1G16770
OG0000929	XP_006294520.1	AL4G25630
OG0000929	XP_006305151.1	AL1G16710
OG0000929	XP_006294474.1	AL4G25640
OG0000930	XP_006286758.2	nbis-gene-1550
OG0000930	XP_023636254.1, XP_006289160.2	AL6G33710
OG0000931	XP_006291808.2	AL5G25290
OG0000931	XP_006281222.1	AL8G35730
OG0000932	XP_023634905.1	AL7G24550
OG0000932	XP_006305630.1	AL1G35970
OG0000933	XP_006282148.1	AL8G33570, AL8G33590
OG0000933	XP_006282143.1, XP_006281428.1	AL8G30980
OG0000934	XP_006281423.1	AL8G33210
OG0000935	XP_006281285.2	AL8G30970
OG0000935	XP_006281362.1	AL8G30990
OG0000936	XP_006282910.1	AL7G15370
OG0000936	XP_023644494.1, XP_023644495.1	AL1G52130
OG0000936	XP_023639213.1	AL4G18420, nbis-gene-2066, AL5G14310
OG0000938	XP_006300515.1	AL2G38750, AL60U10060
OG0000938	XP_006297957.1	AL3G26800
OG0000939	XP_006305051.1	AL1G50820
OG0000939	XP_006305055.1	AL1G35650
OG0000941	XP_006296742.2, XP_023635639.1	AL7G41930
OG0000942	XP_006285276.1	nbis-gene-1731, nbis-gene-1733
OG0000943	XP_006291132.1	AL5G30390
OG0000944	XP_023638263.1	AL5G30340
OG0000946	XP_006299172.1	AL4G25760
OG0000946	XP_006304979.1	AL1G16630
OG0000947	XP_006295295.1	AL39U10040, AL4G47460
OG0000947	XP_006292102.1	AL5G45740
OG0000948	XP_006291450.1	AL5G38730
OG0000948	XP_006291430.1, XP_006302490.1, XP_006291444.1	AL5G38750
OG0000949	XP_023639802.1	AL4G36850, AL463U10020
OG0000949	XP_006291990.1	AL5G36420
OG0000950	XP_006297392.1	AL3G17830
OG0000951	XP_006285963.1	AL7G15240
OG0000951	XP_006296904.1	AL3G43150
OG0000952	XP_006304701.1	AL1G20030
OG0000952	XP_006305357.1	AL1G20020
OG0000954	XP_023636127.1	AL6G47840
OG0000955	XP_006289902.1	AL6G39170
OG0000956	XP_006283271.1	AL7G23390
OG0000956	XP_006301577.1	AL2G29360
OG0000957	XP_006283415.1	AL7G11790
OG0000957	XP_006285909.1	AL7G11800
OG0000958	XP_006300288.2	AL6G42210
OG0000958	XP_023636076.1, XP_023637244.1, XP_023637247.1	AL6G42140
OG0000959	XP_006301404.1	AL2G11610
OG0000962	XP_023639236.1	AL5G13760
OG0000962	XP_023638627.1	AL5G13750
OG0000963	XP_006289485.2	AL6G25630
OG0000963	XP_006299980.1, XP_006297560.1, XP_006299982.2	AL3G49610
OG0000963	XP_006297587.1	AL3G49630
OG0000964	XP_023640386.1	AL4G26970, AL4G27140
OG0000965	XP_006284136.1	AL7G27460
OG0000965	XP_023637905.1	AL8G26910
OG0000966	XP_006291856.1	AL5G28530
OG0000966	XP_006288673.1	AL6G35210
OG0000967	XP_006286799.1	AL6G37260
OG0000967	XP_006289143.2	AL6G37270
OG0000968	XP_023638315.1	AL8G36730
OG0000968	XP_006282152.2	AL8G36740
OG0000968	XP_006282242.2	AL8G36750
OG0000969	XP_006279655.2	AL8G34550
OG0000969	XP_006288218.1	AL6G15210
OG0000970	XP_006291846.2	AL5G17330
OG0000970	XP_006291886.1	AL5G17260
OG0000970	XP_023638813.1	AL5G17310
OG0000971	XP_006279599.2	AL8G12460
OG0000972	XP_023634254.1	AL7G42890
OG0000972	XP_023643305.1	AL1G58790, nbis-gene-281
OG0000973	XP_006284546.1	AL7G37090
OG0000973	XP_006281126.1	AL8G10830
OG0000974	XP_023642709.1, XP_006306581.1	AL3G19500
OG0000974	XP_006299090.1	AL3G22660
OG0000975	XP_006293895.1	AL4G34840
OG0000975	XP_006290774.1, XP_006290772.1	AL5G34950
OG0000976	XP_006280947.1	AL8G26450
OG0000976	XP_023640224.1	AL8G18530
OG0000977	XP_006299295.1	nbis-gene-893
OG0000977	XP_023638722.1, XP_023642481.1, XP_006299568.1	nbis-gene-875
OG0000978	XP_006298355.1	AL3G15000
OG0000978	XP_006284351.1	AL7G16530
OG0000979	XP_023645676.1	AL1G12990, AL1G13550
OG0000980	XP_006291108.1	AL5G19700
OG0000980	XP_023638690.1, XP_023638093.1, XP_023639277.1	AL5G19780
OG0000982	XP_006305611.1	AL1G25910
OG0000982	XP_006295088.2	AL4G42070
OG0000982	XP_006304232.1	AL7G35920, AL1G36940, AL1G36930, AL7G35910, AL1G37000, AL1G36880
OG0000983	XP_023641607.1	AL3G11930
OG0000984	XP_006298006.1	AL3G11480
OG0000985	XP_006293460.1	AL4G20610
OG0000985	XP_006297205.1	AL3G34690
OG0000986	XP_023639670.1	AL4G26770
OG0000986	XP_006306480.1	AL1G15830
OG0000987	XP_006281622.1	AL8G26770
OG0000987	XP_006285474.1	AL7G27500
OG0000988	XP_006283807.1	AL7G26600
OG0000989	XP_006294641.1	AL4G39730
OG0000989	XP_006298175.1	AL3G21660
OG0000992	XP_023636634.1	nbis-gene-1481
OG0000993	XP_006298898.1	AL3G20560
OG0000993	XP_006288994.1	AL6G11600
OG0000994	XP_006304205.1	AL1G27950
OG0000994	XP_006302834.1	AL2G40840
OG0000995	XP_006305642.2	AL1G49960, AL1G50030
OG0000995	XP_006302859.1	AL2G27110
OG0000996	XP_006292941.2	AL5G24880
OG0000996	XP_006292246.2	AL5G24500, AL5G24440
OG0000997	XP_006302111.1	AL2G27520
OG0000997	XP_006307134.1	AL1G39820
OG0000998	XP_006299789.2	AL3G50780
OG0000998	XP_023635352.1	AL7G15150
OG0000999	XP_023633211.1	AL1G57810
OG0001001	XP_006296027.1	AL4G32560
OG0001001	XP_006291235.2	AL5G33700
OG0001002	XP_006297743.1	AL3G37410
OG0001002	XP_006286054.2	AL7G41560
OG0001003	XP_006285157.1	AL7G46710
OG0001003	XP_006286127.2	AL7G46720
OG0001004	XP_006279995.1	AL8G21230
OG0001004	XP_006280000.1	nbis-gene-2059, AL5G17180, nbis-gene-2060
OG0001005	XP_006281036.1	AL8G11640
OG0001005	XP_006284352.2	AL7G36620
OG0001007	XP_006284072.1	AL7G32960
OG0001007	XP_006289871.1	AL6G48940
OG0001008	XP_006291365.1	AL5G22460
OG0001008	XP_006291436.1	AL5G22450
OG0001008	XP_006284056.1	AL5G22430
OG0001009	XP_006291113.1	AL5G36580
OG0001009	XP_006295997.1	AL4G37050
OG0001010	XP_006284736.1	AL7G23090
OG0001010	XP_006299812.1	AL3G48470
OG0001011	XP_006289570.1	AL6G38560
OG0001011	XP_006299234.1	AL3G16610
OG0001012	XP_006282851.1	AL7G25010
OG0001012	XP_023635667.1	AL8G29300
OG0001013	XP_023636796.1	AL6G30350
OG0001013	XP_006297810.1	AL3G17050
OG0001014	XP_023634241.1, XP_023635002.1	AL7G40210
OG0001014	XP_023638698.1	AL5G19930
OG0001015	XP_023641475.1	AL3G48290, AL3G48310
OG0001015	XP_006296906.1	AL3G48270
OG0001016	XP_023633143.1, XP_023633142.1	AL1G19700, AL1G19690
OG0001016	XP_023643750.1	AL1G66020
OG0001017	XP_006306980.2	AL1G36840
OG0001017	XP_006302022.1	AL2G30210
OG0001018	XP_006286010.1	AL7G15970
OG0001019	XP_006279111.1, XP_006291233.1	AL5G43820, AL5G43680, AL5G44780, AL73U10010, AL5G29530, AL5G44690
OG0001020	XP_023643244.1, XP_006301688.1	AL2G18040
OG0001020	XP_006301959.1, XP_006301414.1	AL2G17360
OG0001020	XP_006301068.1	nbis-gene-432
OG0001021	XP_006299230.1	AL3G53310
OG0001021	XP_006281152.2	AL8G44350
OG0001029	XP_023638449.1	AL3G41440, AL7G51780, nbis-gene-381
OG0001029	XP_023638034.1, XP_023638010.1	AL8G12610
OG0001031	XP_006287272.1	AL6G25400
OG0001031	XP_006287274.1	AL6G26240
OG0001032	XP_006288623.1	AL6G21720
OG0001032	XP_023636918.1	AL6G36970
OG0001033	XP_006294181.1	AL4G24980
OG0001033	XP_006294185.1	AL4G24960
OG0001034	XP_023640447.1	AL4G27730
OG0001034	XP_006304851.1	AL1G15050
OG0001035	XP_006293578.1	AL4G10570, AL4G10580
OG0001036	XP_006289227.1, XP_006289244.1, XP_006306337.1, XP_006303496.1, XP_006305700.1, XP_006305697.1, XP_006300973.2, XP_006300349.1, XP_006303116.2, XP_006301671.1, XP_006301316.1, XP_006301053.1, XP_006305962.1	AL1G43830
OG0001037	XP_006293363.1	AL4G12270
OG0001037	XP_006293777.1	AL4G31180
OG0001038	XP_023638846.1	AL5G18530
OG0001038	XP_006292798.1	AL5G18560
OG0001039	XP_006290055.2	AL6G35540
OG0001040	XP_006293698.1	AL4G11160
OG0001040	XP_006293731.1	AL4G11150
OG0001041	XP_006281964.1, XP_006281466.2, XP_023637065.1	AL8G32090
OG0001042	XP_006290259.2	AL5G24020, AL5G28380
OG0001042	XP_006279971.1	AL8G25110
OG0001043	XP_006289385.1	nbis-gene-1462
OG0001044	XP_006299831.1	AL3G21860
OG0001044	XP_006289848.1	AL6G14020
OG0001045	XP_006302119.2	AL2G37710
OG0001045	XP_006307302.1	AL1G34950
OG0001046	XP_023645685.1	AL1G34080
OG0001046	XP_023643472.1	AL2G36740
OG0001047	XP_006304096.1	AL1G32700
OG0001047	XP_006302678.1	AL2G35750
OG0001048	XP_006295443.1	AL4G41290
OG0001049	XP_006307084.1	AL1G62550
OG0001049	XP_006297279.1	AL3G26620
OG0001050	XP_023637720.1	AL6G24960
OG0001050	XP_006295898.1	AL4G17170
OG0001051	XP_006281341.2, XP_023634803.1	AL8G24040
OG0001052	XP_006281481.1	AL8G12680
OG0001052	XP_006284941.1	AL7G35670
OG0001053	XP_006298673.1	AL3G28290
OG0001053	XP_006305705.1	AL1G61020
OG0001054	XP_006298365.1	AL3G49510
OG0001054	XP_006284366.1	AL7G16180
OG0001055	XP_006306422.1	AL1G49650, AL1G49660
OG0001056	XP_006291698.1	AL5G36650
OG0001056	XP_006294843.1	AL4G37130
OG0001057	XP_006284122.1, XP_006282684.1, XP_006296719.1	AL3G41690, AL7G50560
OG0001058	XP_006284740.1	AL7G25710
OG0001058	XP_023642062.1	AL3G53430
OG0001059	XP_006294898.2	AL4G33650
OG0001059	XP_006298557.1	AL3G23530
OG0001060	XP_006298231.1	AL4G14760, AL3G14910
OG0001060	XP_006302619.1	AL2G32050
OG0001063	XP_006297593.1, XP_006280385.1, XP_023642025.1, XP_006297568.1, XP_023638377.1	AL3G35930
OG0001063	XP_006298967.2	AL3G35940
OG0001064	XP_023643848.1	AL2G24170
OG0001065	XP_006287814.1	AL6G53400
OG0001065	XP_006295696.1	AL4G44410
OG0001066	XP_006304041.1	AL1G26000
OG0001066	XP_023645921.1	AL1G25990
OG0001067	XP_006300563.1	AL2G30030
OG0001067	XP_006305958.1	AL1G37070
OG0001069	XP_006300409.1	AL2G14270
OG0001069	XP_006301036.1	AL2G14280
OG0001070	XP_023633533.1	AL66U10010
OG0001070	XP_006281373.1	AL8G15230
OG0001070	XP_006281355.2	AL8G15090
OG0001070	XP_006279507.2	AL8G15070
OG0001070	XP_006281374.2	AL8G15080
OG0001071	XP_006306107.1	AL1G56090
OG0001071	XP_006306489.1	AL1G56080
OG0001071	XP_006303349.1	AL1G56070
OG0001072	XP_006306141.2	AL1G49420
OG0001073	XP_006282517.1, XP_006289441.1	nbis-gene-1454
OG0001073	XP_006289627.1	nbis-gene-1628
OG0001076	XP_006301470.2	nbis-gene-330
OG0001076	XP_023636904.1	AL6G42950
OG0001077	XP_006286158.2	nbis-gene-1820
OG0001077	XP_023638598.1	AL7G52530
OG0001077	XP_006290694.2	AL7G52540
OG0001078	XP_023636649.1	AL6G49890
OG0001078	XP_006289716.1	AL3G46690, AL6G49880
OG0001079	XP_006290657.1	AL5G35620
OG0001079	XP_006286531.1	AL6G27100, AL3G37330, AL396U10010
OG0001080	XP_006286013.1, XP_006283666.1, XP_006285888.1	AL7G40020
OG0001080	XP_006283659.1	AL7G40030, AL7G40050
OG0001081	XP_006302946.1	AL2G35570
OG0001081	XP_006303383.1	AL1G32560
OG0001082	XP_023642032.1	AL3G48700
OG0001082	XP_006303179.2	AL1G43670
OG0001082	XP_023638534.1	AL5G26800
OG0001082	XP_006291527.1	AL5G26850
OG0001085	XP_006285388.1	AL7G35590
OG0001085	XP_006282938.2	AL9U10340
OG0001086	XP_006283635.1	AL7G42570
OG0001086	XP_006297468.2	AL3G38710
OG0001087	XP_006285658.2	AL7G39260
OG0001087	XP_006298197.1	AL3G29650
OG0001088	XP_006296304.2	AL4G13140
OG0001088	XP_006295970.1	AL4G13150
OG0001089	XP_006292778.2	AL5G18250
OG0001090	XP_006290672.1	AL5G15810
OG0001090	XP_006290677.1	AL5G15770
OG0001091	XP_006305575.1	AL1G38350
OG0001092	XP_023643846.1	AL8G13930, AL8G13950
OG0001094	XP_006305690.1	AL1G60880
OG0001095	XP_023635674.1	AL7G36230
OG0001096	XP_006307657.1	AL1G20180
OG0001096	XP_006302321.1	AL1G67420
OG0001097	XP_023639267.1, XP_023639263.1	AL5G41190
OG0001098	XP_006294745.1	AL4G33590
OG0001098	XP_006291486.1	AL5G34380
OG0001099	XP_006297170.1	AL3G40090
OG0001101	XP_023640925.1	AL4G38850
OG0001101	XP_023640811.1	AL4G38870, AL4G38880, AL4G38860
OG0001102	XP_023635922.1	AL6G48250
OG0001102	XP_006287657.1, XP_023637512.1	AL6G48240
OG0001103	XP_006289925.1	AL6G38620
OG0001103	XP_006299606.1	AL3G16590
OG0001104	XP_006300056.2	AL3G15490
OG0001104	XP_023642694.1	AL3G15300
OG0001105	XP_006297037.1	AL3G17670
OG0001105	XP_023642157.1	AL3G17690
OG0001105	XP_006300006.2	AL3G17680
OG0001106	XP_023641095.1	AL3G21880
OG0001106	XP_023641098.1	AL3G21870
OG0001107	XP_006306519.1	AL1G55750
OG0001107	XP_006297119.1	AL3G31920
OG0001108	XP_006305822.1	nbis-gene-274
OG0001108	XP_006304848.1, XP_006306282.1	nbis-gene-276
OG0001109	XP_006291991.1, XP_006304281.1	AL7G44330, AL1G26900
OG0001110	XP_023645412.1	AL1G33090
OG0001111	XP_006303709.1	AL1G54940
OG0001111	XP_006298905.1	AL3G30650
OG0001112	XP_006284528.1	AL7G37560
OG0001112	XP_006284526.1	AL7G15210
OG0001113	XP_006285945.1	AL9U11730
OG0001115	XP_006292962.1	AL5G30120, AL5G30140
OG0001115	XP_006282035.1	AL8G13560
OG0001116	XP_006282184.1, XP_006281765.1	AL8G28670
OG0001116	XP_023645204.1	AL8G29010
OG0001116	XP_006281873.1	AL8G28990
OG0001120	XP_006293566.1	AL4G27610
OG0001120	XP_006294673.1	AL4G27600
OG0001121	XP_006288427.1	AL6G24060
OG0001121	XP_006288428.1	AL6G24050
OG0001122	XP_006289807.1	AL6G21060
OG0001123	XP_006288536.1	AL6G20950
OG0001123	XP_006280992.1	AL8G43000
OG0001124	XP_006295787.1, XP_023636994.1	AL4G23750
OG0001125	XP_023639452.1	AL4G28550
OG0001125	XP_023639515.1	AL4G28580
OG0001126	XP_023632905.1	AL1G53650
OG0001127	XP_023644906.1	AL1G42290, AL1G42280
OG0001127	XP_023644901.1	AL1G42270
OG0001128	XP_006302944.1	AL2G27140
OG0001129	XP_006303624.1	AL1G49600
OG0001129	XP_006295691.1	AL4G31680
OG0001130	XP_006287876.1	AL6G31060
OG0001131	XP_006284825.1	AL7G26000
OG0001131	XP_006281365.1	AL8G30690
OG0001132	XP_023641398.1	AL3G21970
OG0001132	XP_023636388.1	AL6G14190
OG0001133	XP_006289048.1	AL6G13340
OG0001133	XP_006289347.2	AL6G13350
OG0001133	XP_006289854.2	AL6G13360
OG0001134	XP_023641150.1	AL3G21040
OG0001134	XP_023636164.1	AL6G12610
OG0001135	XP_023637594.1	AL6G11060
OG0001136	XP_006283231.1	AL7G47490
OG0001136	XP_006280113.1	AL8G12490
OG0001136	XP_006290701.1	AL5G31530
OG0001137	XP_006282342.2	AL8G24280
OG0001137	XP_006300681.2	AL2G40450
OG0001138	XP_023643910.1	AL2G39720
OG0001139	XP_006302954.1	AL2G39280
OG0001139	XP_006303394.1	AL1G29060
OG0001140	XP_006301690.1	AL2G36790
OG0001140	XP_006301226.1	AL4G37320, AL2G36780
OG0001141	XP_006290880.1	AL5G11310
OG0001141	XP_006307394.2	AL1G26550
OG0001142	XP_006304266.1	AL1G36800
OG0001142	XP_023643163.1	AL2G30260
OG0001142	XP_006301188.1	AL2G30250
OG0001143	XP_006305608.1	AL1G32300
OG0001143	XP_006302820.1	AL2G35200
OG0001144	XP_023645939.1	AL1G63540
OG0001144	XP_006298592.1	AL3G25350
OG0001145	XP_006300331.1	AL2G33000
OG0001145	XP_006304270.1	AL1G30240
OG0001146	XP_006298246.1	AL3G53570
OG0001146	XP_006284041.1	AL7G24080
OG0001148	XP_006292775.1	AL5G20100
OG0001148	XP_006282776.1	AL7G51620
OG0001149	XP_006284743.1, XP_023634670.1	nbis-gene-1822
OG0001150	XP_006291551.1	AL5G44020
OG0001150	XP_006294723.1	AL4G45610
OG0001151	XP_006294533.1	AL4G44210
OG0001151	XP_006291511.1	AL5G42890
OG0001152	XP_006292105.2, XP_006295372.1	AL5G41470
OG0001153	XP_006292679.1	AL5G37650
OG0001153	XP_006293844.1	AL4G38370
OG0001154	XP_006305649.1	AL4G10800
OG0001154	XP_006284572.1	AL7G11190
OG0001156	XP_006298797.1	AL3G15230
OG0001156	XP_006286591.2	AL6G40370
OG0001157	XP_006293869.1	AL4G46230
OG0001159	XP_006301874.2	AL1G65050
OG0001159	XP_006281663.1	nbis-gene-1981
OG0001160	XP_006287189.1	AL6G29390
OG0001160	XP_006297091.1	AL3G13850
OG0001161	XP_006305287.1	AL1G25200
OG0001161	XP_023641458.1	AL3G14020
OG0001162	XP_023645485.1	AL1G23520
OG0001162	XP_006300839.1	AL2G13190
OG0001163	XP_006307338.1	AL1G26120
OG0001163	XP_006307363.1	AL1G26130
OG0001164	XP_023643591.1	AL2G37860
OG0001164	XP_006307595.1	AL1G35240, AL1G35120
OG0001165	XP_006294377.1	AL9U11710, AL1G48830, AL5G27030, AL123U10020
OG0001166	XP_006299714.1	AL3G31510
OG0001166	XP_006304814.1	AL1G55470
OG0001167	XP_023634827.1	AL9U11600
OG0001167	XP_006284931.1	AL9U11570
OG0001167	XP_006286071.1	AL9U11620
OG0001167	XP_006282782.1	AL9U11640
OG0001168	XP_006283828.1	AL7G16560
OG0001168	XP_006285747.1	AL7G16550
OG0001169	XP_006285500.1	AL7G18140
OG0001169	XP_006297239.1	AL3G45570
OG0001170	XP_023637269.1	AL6G12350
OG0001170	XP_006288353.1	AL6G45250
OG0001171	XP_006279734.1	nbis-gene-2045
OG0001174	XP_006287663.1	AL6G46660
OG0001174	XP_006286135.1	AL7G30610
OG0001175	XP_006288512.1	AL6G26640
OG0001175	XP_006298399.1	AL3G11590
OG0001176	XP_006297456.1	AL3G11520
OG0001177	XP_006289327.1	AL6G22960
OG0001177	XP_006289743.1	AL6G30850
OG0001178	XP_006288924.1	AL6G20380
OG0001178	XP_006281334.1	AL8G42330
OG0001179	XP_023637368.1	AL8G41950
OG0001179	XP_023640745.1	nbis-gene-1500
OG0001180	XP_006293974.1, XP_006289200.2	AL4G27030
OG0001180	XP_006296207.2	AL4G27020
OG0001181	XP_006299253.2	AL3G45730
OG0001182	XP_006281232.1	AL8G17780
OG0001182	XP_006302934.1	AL2G35400
OG0001183	XP_023644761.1	AL1G43160
OG0001184	XP_006294716.2	AL4G31630
OG0001184	XP_006305269.1	nbis-gene-190
OG0001185	XP_006280412.1	AL8G43520
OG0001185	XP_006293030.1	AL5G29650
OG0001186	XP_006288378.1	AL5G24320
OG0001186	XP_006291603.1	AL5G28220
OG0001187	XP_023635372.1	nbis-gene-718
OG0001188	XP_006293526.1	nbis-gene-990
OG0001188	XP_006300013.1	nbis-gene-638
OG0001189	XP_006287335.1	AL6G31090
OG0001189	XP_006301879.1	AL2G25810
OG0001190	XP_006283844.1	AL7G25170
OG0001190	XP_006280563.1	AL8G29230
OG0001191	XP_006280681.1	AL8G29310, AL8G29370
OG0001192	XP_006302110.1	AL2G36220
OG0001192	XP_023645849.1	AL1G35050
OG0001193	XP_006307187.2	AL1G64380
OG0001193	XP_006297501.1	AL3G24530
OG0001194	XP_006302076.1	AL2G34600
OG0001194	XP_006307129.1	AL1G31440
OG0001195	XP_006291684.1, XP_006291597.1	AL5G17130
OG0001195	XP_006296728.1	AL3G42720
OG0001196	XP_023638407.1	AL5G16210
OG0001196	XP_006284573.1	AL7G48640
OG0001197	XP_023641970.1	AL3G24730
OG0001197	XP_006297473.1	AL3G24740
OG0001198	XP_006302205.1, XP_023643889.1	AL2G31730
OG0001199	XP_006285152.1	AL7G36660
OG0001199	XP_006281043.1	AL8G11550
OG0001200	XP_023635006.1	AL7G37190
OG0001200	XP_006285186.1	AL7G37180
OG0001201	XP_006296630.2	AL3G11250
OG0001202	XP_006285541.1	nbis-gene-1836
OG0001202	XP_006284156.1, XP_006286180.1	AL7G37890
OG0001203	XP_006293081.1	AL5G31590
OG0001203	XP_006282371.1	AL8G45240
OG0001204	XP_006291850.1	AL5G43530
OG0001204	XP_006295053.1	AL4G45030
OG0001205	XP_006293880.1	AL4G43040
OG0001205	XP_006290798.1	AL5G42150
OG0001206	XP_006290908.1	AL5G41070
OG0001207	XP_006291482.1	AL5G39810
OG0001207	XP_006294608.1	AL4G40800
OG0001208	XP_006294671.1	AL4G40340
OG0001208	XP_006291542.1	AL5G39710
OG0001209	XP_006292009.1	AL5G39580
OG0001209	XP_006295204.1	AL4G40550
OG0001210	XP_006293523.1	AL4G33580
OG0001210	XP_006292903.1	AL5G34370
OG0001211	XP_006284715.1	AL7G22990
OG0001211	XP_023641161.1	AL3G48510
OG0001213	XP_023642338.1	AL3G16040, AL6G37010, AL8G28550, AL1G56010, nbis-gene-666
OG0001214	XP_006298735.1	AL3G17870
OG0001214	XP_006281220.1	AL8G22890
OG0001215	XP_006297259.1	AL3G20510
OG0001215	XP_006302065.1	AL5G10240
OG0001216	XP_006298561.1	AL3G32200
OG0001216	XP_023645213.1	AL1G56170
OG0001218	XP_006288972.1	AL6G44110
OG0001219	XP_006290155.1	AL6G19480
OG0001220	XP_006290941.1	AL5G34940
OG0001220	XP_006283471.1	AL7G20890
OG0001220	XP_023634491.1	AL7G11530
OG0001221	XP_023634974.1	AL8G10490
OG0001221	XP_023635305.1	AL8G10500
OG0001222	XP_006299674.1	AL3G50920
OG0001222	XP_006284661.1	AL7G15010
OG0001223	XP_023633067.1	AL1G39030
OG0001225	XP_006285231.1	nbis-gene-1794
OG0001225	XP_006285984.2, XP_006284790.1	AL7G31100
OG0001225	XP_006282510.1	AL7G31090
OG0001226	XP_023634227.1	AL7G44270
OG0001226	XP_023635218.1	AL5G17770
OG0001231	XP_006296882.1	AL3G12720
OG0001231	XP_006286949.1	AL6G28020
OG0001232	XP_006290223.1	AL6G25700
OG0001232	XP_006300573.1	AL2G35740
OG0001233	XP_006301677.1	AL2G13730
OG0001233	XP_006285104.1	AL7G25800
OG0001234	XP_006287242.1	AL6G36730
OG0001234	XP_023636702.1	AL6G21420
OG0001235	XP_006287542.1	AL6G19300
OG0001235	XP_006280327.1	AL8G40830
OG0001236	XP_006298847.1	AL3G18950
OG0001236	XP_006288913.1	AL6G50090
OG0001237	XP_023639929.1	AL84U10010
OG0001237	XP_006290197.1, XP_006288477.1	AL6G16010
OG0001238	XP_006302158.1, XP_023643987.1	AL2G19390
OG0001238	XP_006302157.1	AL2G19480, AL2G19420
OG0001239	XP_006296493.1, XP_006279145.2, XP_023641383.1, XP_006299258.1, XP_006296520.2	AL4G28100
OG0001240	XP_023645130.1	AL1G14520
OG0001240	XP_023639642.1	AL4G28130
OG0001241	XP_006306675.1	AL1G14530
OG0001241	XP_006301254.1	AL2G18490
OG0001241	XP_006293603.2	AL4G28170
OG0001242	XP_023646030.1	AL1G42720
OG0001243	XP_023636558.1	AL8G22540, AL6G40340
OG0001243	XP_023636377.1	AL6G40300
OG0001244	XP_006292824.1	AL5G29870
OG0001244	XP_006291909.1	AL5G29880
OG0001245	XP_006282353.1	AL8G40970
OG0001245	XP_006280264.2	AL8G40980
OG0001245	XP_006281776.1	AL8G40890, AL8G40950
OG0001246	XP_006302876.2	AL2G26000
OG0001246	XP_023644968.1	AL1G40810
OG0001247	XP_006282301.1	AL8G38540
OG0001247	XP_006286992.1	AL6G17650
OG0001248	XP_006287824.1	AL6G33030
OG0001248	XP_006292339.1	AL5G22120
OG0001249	XP_006279537.1	AL8G34540
OG0001249	XP_006289352.2	AL6G17240
OG0001250	XP_023643321.1	AL1G66210
OG0001251	XP_006281475.1	AL8G29220
OG0001252	XP_006286693.1	AL6G50580
OG0001252	XP_006303888.2	AL1G12330
OG0001253	XP_023636386.1	nbis-gene-1660
OG0001254	XP_006297659.1	AL3G20930
OG0001254	XP_006287710.1	AL6G12330
OG0001255	XP_006288343.1	AL6G12110
