Orthogroup	Capsella_rubella	Arabidopsis_thaliana
OG0002541	XP_006282333.1	AT3G01430.1
OG0002542	XP_006287951.2	AT5G14500.2
OG0002542	XP_023641625.1	AT3G01590.1
OG0002543	XP_006290499.1	AT3G53480.1
OG0002543	XP_006293441.1	AT2G37280.3
OG0002544	XP_006291862.1, XP_006288676.1	AT5G26140.2
OG0002545	XP_006281280.1	AT5G64400.2
OG0002546	XP_006279699.1	AT5G63880.2
OG0002546	XP_006288632.1	AT5G09260.1
OG0002547	XP_006287647.2	AT4G02930.1
OG0002548	XP_006307501.1	AT1G03520.1
OG0002548	XP_006287734.1	AT4G03340.1
OG0002549	XP_006306950.1	AT1G07630.1
OG0002549	XP_023640132.1	AT2G28890.1
OG0002550	XP_006294043.1	AT2G29680.1
OG0002550	XP_006303983.1	AT1G07270.1
OG0002551	XP_006295800.1	AT2G30800.1
OG0002551	XP_006306172.2	AT1G06670.1
OG0002552	XP_006294322.1	AT2G32430.1
OG0002552	XP_023645114.1	AT1G05170.2
OG0002553	XP_023640678.1	AT2G33240.1
OG0002553	XP_023645863.1	AT1G04600.1
OG0002554	XP_023644461.1	AT1G04140.2
OG0002554	XP_023640699.1	AT5G43930.4
OG0002555	XP_023641796.1	AT5G44100.1
OG0002555	XP_023645629.1	AT1G03930.1
OG0002556	XP_006294161.1	AT2G33530.1
OG0002556	XP_006304410.1	AT1G28110.1
OG0002557	XP_006296145.1	AT2G33790.1
OG0002557	XP_006305266.1	AT1G28290.1
OG0002558	XP_006295261.1	AT2G35520.2
OG0002558	XP_006304313.1	AT1G32210.1
OG0002559	XP_006291367.1	AT3G50500.2
OG0002559	XP_023644266.1	AT5G66880.1
OG0002560	XP_006280377.1	AT5G65380.1
OG0002561	XP_006281388.1	AT5G64667.1
OG0002561	XP_006286405.1	AT5G09805.1
OG0002562	XP_006279720.1	AT5G63500.1
OG0002562	XP_006292149.1	AT3G48660.1
OG0002563	XP_006279906.1	AT5G62410.1
OG0002563	XP_023637782.1	AT3G47460.2
OG0002564	XP_006280889.1	AT5G62100.1
OG0002564	XP_006288325.1	AT5G07220.1
OG0002565	XP_006288607.2	AT5G07470.1
OG0002565	XP_006281045.1	AT5G61640.2
OG0002566	XP_006288227.1	AT5G24310.1
OG0002566	XP_006291525.1	AT3G49290.1
OG0002567	XP_023637959.1	AT3G45310.1
OG0002567	XP_006280697.1	AT5G60360.3
OG0002568	XP_006291626.2	AT5G60220.1
OG0002568	XP_006291625.1	AT3G45600.1
OG0002569	XP_006281907.1	AT5G60010.1
OG0002569	XP_006293112.1	AT3G45810.1
OG0002570	XP_023638050.1	AT3G47060.1
OG0002570	XP_006281572.1	AT5G58870.1
OG0002571	XP_006303695.2	AT1G15720.1
OG0002572	XP_006300376.1	AT1G80070.1
OG0002573	XP_006298891.1	AT4G14342.2
OG0002574	XP_006279496.1	AT5G57440.1
OG0002574	XP_006284224.2	AT4G25840.1
OG0002575	XP_006280491.1	AT5G57020.1
OG0002576	XP_006281671.1	AT5G56440.1
OG0002577	XP_006281715.2	AT5G55410.2
OG0002577	XP_023642210.1	AT5G55460.1
OG0002578	XP_006285435.1	AT5G33340.1
OG0002579	XP_006289196.2	AT4G02300.1
OG0002579	XP_006287480.1	AT4G02320.1
OG0002580	XP_023639550.1, XP_023636888.1	AT5G06910.1
OG0002580	XP_006298351.1	AT3G12170.2
OG0002581	XP_006289139.1	AT5G05750.1
OG0002581	XP_006291349.1	AT3G57340.1
OG0002582	XP_006299116.1	AT3G10600.1
OG0002582	XP_006287349.1	AT5G04770.1
OG0002583	XP_023636385.1	AT5G04160.1
OG0002583	XP_006298080.2	AT3G10290.1
OG0002584	XP_006299427.1	AT3G08930.1
OG0002584	XP_006287547.1	AT5G01460.1
OG0002585	XP_023638084.1	AT3G27020.1
OG0002585	XP_006286072.1	AT5G41000.1
OG0002586	XP_006307055.1	AT1G15480.1
OG0002586	XP_006302032.1	AT1G80270.1
OG0002587	XP_006300474.1	AT1G78820.1
OG0002587	XP_006301927.1	AT1G78830.1
OG0002588	XP_006301092.1	AT1G76540.1
OG0002588	XP_006305403.1	AT1G20930.1
OG0002589	XP_006305726.1	AT1G20816.1
OG0002589	XP_006302914.1	AT1G76405.2
OG0002590	XP_006302478.1	AT1G76260.1
OG0002590	XP_006305225.1	AT1G20540.1
OG0002591	XP_006303780.1	AT1G20340.1
OG0002592	XP_006307354.1	AT1G20200.1
OG0002592	XP_006302193.1	AT1G75990.1
OG0002593	XP_006289398.1	AT5G27880.1
OG0002595	XP_023637311.1	AT4G00872.1
OG0002596	XP_023645977.1	AT1G54130.1
OG0002596	XP_006297073.1	AT3G14050.1
OG0002597	XP_006306969.1	AT1G54115.1
OG0002597	XP_006299840.1	AT3G14070.1
OG0002598	XP_006303234.1	AT1G54000.1, AT1G54010.1
OG0002599	XP_006303321.1, XP_006298446.1	AT3G14290.1, AT1G53850.1
OG0002600	XP_006290378.1	AT3G52760.1
OG0002600	XP_006294849.1	AT2G36300.1
OG0002601	XP_006298237.1	AT3G23730.1
OG0002601	XP_006284242.1	AT4G14130.1
OG0002602	XP_006283669.1	AT4G14740.1
OG0002602	XP_006297557.1	AT3G22810.1
OG0002603	XP_006282963.1, XP_006285715.1	AT4G15550.1
OG0002604	XP_006303095.2	AT1G74360.1
OG0002605	XP_006307339.1	AT1G25450.1
OG0002605	XP_006302169.1	AT1G68530.1
OG0002606	XP_023643189.1	AT1G68670.1
OG0002606	XP_006305123.1	AT1G25550.1
OG0002607	XP_023640923.1	AT2G34210.1
OG0002607	XP_006289192.1	AT4G08350.1
OG0002608	XP_006280824.1	AT5G44860.1
OG0002608	XP_006284127.1	AT4G19950.1
OG0002609	XP_006296881.1	AT3G19170.1
OG0002609	XP_023632914.1	AT1G49630.1
OG0002610	XP_006303797.1	AT1G50110.1
OG0002610	XP_023632714.1	AT1G50090.1
OG0002611	XP_006296787.1	AT3G20540.2
OG0002611	XP_006306649.1	AT1G50840.2
OG0002612	XP_006298674.1	AT3G15480.1
OG0002612	XP_006305707.1	AT1G52910.1
OG0002613	XP_006305245.2	AT1G52930.1
OG0002613	XP_006299837.1	AT3G15460.1
OG0002614	XP_006298385.1	AT3G15450.1
OG0002615	XP_023642667.1, XP_023638838.1, XP_006291248.2, XP_006291272.1, XP_006279201.2, XP_006279202.2, XP_006290444.1, XP_006291279.1, XP_006291317.1	AT3G28270.1
OG0002616	XP_006290890.2	AT3G50930.1
OG0002617	XP_006300216.1	AT2G14720.1
OG0002617	XP_006297095.2	AT2G14740.1
OG0002618	XP_006299088.1	AT2G16280.1
OG0002618	XP_006284916.1	AT4G34510.1
OG0002619	XP_006296855.1	AT2G16640.1
OG0002619	XP_006296873.1	AT3G16620.1
OG0002620	XP_006297756.1	AT2G16780.1
OG0002620	XP_006283702.2	AT4G35050.1
OG0002621	XP_006298288.1	AT2G16850.1
OG0002621	XP_006284279.1	AT4G35100.1
OG0002622	XP_006289270.1	AT4G22460.1
OG0002623	XP_006289222.1	AT4G11310.1
OG0002623	XP_006287995.1	AT4G11320.1
OG0002624	XP_006291928.1	AT3G63080.1
OG0002624	XP_006295107.1	AT2G48150.1
OG0002625	XP_006291404.1	AT3G61415.1
OG0002625	XP_006294536.1	AT2G45950.2
OG0002626	XP_006293122.1	AT3G59830.1
OG0002626	XP_006294119.1	AT2G43850.1
OG0002627	XP_006291905.1	AT3G57950.1
OG0002627	XP_006296380.1	AT2G42180.1
OG0002628	XP_006292554.1	AT3G57785.1
OG0002628	XP_023639877.1	AT2G42310.1
OG0002629	XP_006292672.1	AT3G57350.1
OG0002629	XP_006295564.1	AT2G41620.1
OG0002630	XP_023637936.1	AT3G56140.1
OG0002630	XP_006293756.1	AT2G40400.1
OG0002631	XP_006292693.1	AT3G55180.1
OG0002631	XP_023640098.1	AT2G39400.1
OG0002632	XP_006297490.2	AT3G23550.1
OG0002632	XP_006298959.1, XP_006296643.1	AT3G23560.1
OG0002633	XP_006296185.1	AT2G37840.1
OG0002633	XP_023637877.1	AT3G53930.2
OG0002634	XP_006285678.1	AT4G27730.1
OG0002634	XP_006281882.1	AT5G53510.1
OG0002635	XP_006298887.1	AT2G04795.1
OG0002635	XP_006282472.2	AT5G35732.2
OG0002636	XP_023635361.1	AT5G38650.1
OG0002636	XP_006300569.1	AT1G67250.1, AT1G62920.1
OG0002637	XP_006284758.1	AT4G29430.1
OG0002637	XP_023641162.1	AT2G19720.1
OG0002638	XP_006295084.1	AT2G39530.1
OG0002638	XP_006293391.1	AT2G39518.1
OG0002639	XP_023645582.1	AT1G25220.2, AT5G57890.1
OG0002640	XP_006304344.1	AT1G01170.1
OG0002640	XP_023637394.1	AT4G00860.1
OG0002641	XP_006295408.1	AT2G21237.1
OG0002642	XP_006285920.1	AT4G39180.1
OG0002642	XP_023640006.1	AT2G21540.1
OG0002643	XP_006288572.2	AT4G10480.1
OG0002644	XP_006297453.1	AT2G20900.1
OG0002644	XP_006286249.1	AT4G28130.1
OG0002645	XP_006290567.1	AT2G14635.1, AT3G60350.1
OG0002645	XP_006293435.1	AT2G44900.1
OG0002646	XP_006294764.1	AT2G43570.1
OG0002647	XP_006286695.1	AT5G18180.1
OG0002647	XP_006298595.1	AT3G03920.1
OG0002648	XP_006299740.1	AT3G06830.1
OG0002648	XP_006281463.1	AT5G49180.1
OG0002649	XP_006299099.1	AT3G09300.1
OG0002649	XP_006287725.1	AT5G02100.1
OG0002650	XP_006297745.1	AT3G09410.1
OG0002651	XP_006298334.1	AT3G11630.1
OG0002652	XP_023642748.1	AT3G13090.1
OG0002652	XP_006299726.1	AT3G13100.1
OG0002653	XP_006304555.1	AT1G48590.2
OG0002653	XP_006299051.1	AT3G17980.1
OG0002654	XP_006293461.1	AT2G22830.1
OG0002654	XP_006283522.1	AT4G37760.1
OG0002655	XP_006291813.1	AT3G29100.3
OG0002655	XP_006286094.1	AT5G39510.1
OG0002656	XP_006284476.1	AT4G14550.2
OG0002656	XP_006298251.2	AT3G23050.1
OG0002657	XP_006297914.1	AT3G22970.1
OG0002657	XP_006284017.1	AT4G14620.1
OG0002658	XP_006297190.1	AT3G22330.1
OG0002658	XP_006297246.1	AT3G22310.1
OG0002659	XP_006299656.2	AT3G21945.1
OG0002659	XP_006295991.1	AT2G31620.1
OG0002659	XP_006299311.1	AT3G21940.1
OG0002660	XP_006284197.1	AT5G37720.1
OG0002660	XP_006302625.1	AT1G66260.1
OG0002661	XP_006282584.1	AT5G28900.1, AT5G28850.2
OG0002662	XP_006289321.1	AT4G01630.1
OG0002663	XP_006296506.1	AT1G03230.1
OG0002663	XP_006304586.1	AT1G03220.1
OG0002664	XP_023645285.1	AT2G14510.2, AT2G14440.1
OG0002665	XP_006304324.1	AT1G09645.1
OG0002665	XP_006302998.2	AT1G57765.2
OG0002666	XP_006303157.1	AT1G10090.1
OG0002666	XP_006300402.1	AT1G58520.1
OG0002667	XP_006301658.1	AT1G60810.1
OG0002667	XP_006306091.1	AT1G10670.3
OG0002668	XP_023645609.1	AT1G11330.2
OG0002669	XP_006305964.1	AT1G01980.1
OG0002669	XP_006304944.1	AT1G11770.1
OG0002670	XP_006307032.1	AT1G13860.1
OG0002670	XP_023638984.1	AT2G03480.1
OG0002671	XP_023645989.1	AT1G14100.1
OG0002671	XP_006307291.2	AT1G14110.1
OG0002672	XP_023638148.1	AT2G01570.1
OG0002672	XP_006307228.1	AT1G14920.1
OG0002673	XP_006307353.1	AT1G15170.1
OG0002674	XP_006307605.1	AT1G17050.1
OG0002674	XP_006302333.1	AT1G78510.1
OG0002675	XP_006302774.1	AT1G72420.1
OG0002675	XP_006303348.1	AT1G17350.2
OG0002677	XP_023634483.1	AT4G38220.2
OG0002678	XP_006295960.1	AT2G21130.1
OG0002678	XP_006282738.1	AT4G38740.1
OG0002679	XP_006283953.1	AT4G39910.1
OG0002679	XP_006294471.1	AT2G22310.1
OG0002680	XP_006283349.1	AT4G37670.2
OG0002681	XP_023634382.1	AT4G34570.1
OG0002681	XP_006297321.2	AT2G16370.1
OG0002682	XP_023635298.1	AT4G34450.1
OG0002683	XP_006285308.2	AT4G34220.1
OG0002683	XP_023642713.1	AT2G15300.1
OG0002684	XP_006295082.1	AT2G25610.2
OG0002684	XP_023634235.1	AT4G32530.2
OG0002685	XP_006296251.1	AT2G25940.1
OG0002685	XP_006285517.1	AT4G32940.1
OG0002686	XP_006282972.1	AT4G33720.1
OG0002687	XP_006299800.1	AT2G14690.1
OG0002687	XP_006283361.1	AT4G33810.2
OG0002688	XP_006294920.1	AT2G25080.1
OG0002688	XP_006284464.1	AT4G31870.1
OG0002689	XP_006295436.2, XP_023644142.1	AT1G66235.1
OG0002690	XP_006307742.2, XP_023644643.1	AT1G27430.1, AT1G24300.1
OG0002693	XP_023644567.1	AT4G00315.1, AT1G55660.1
OG0002693	XP_023633936.1	AT4G15060.1
OG0002695	XP_006299516.1, XP_006279044.2	AT3G14040.1, AT3G07850.1
OG0002697	XP_006292769.1	AT3G49270.3
OG0002698	XP_006284311.2	AT5G35926.2, AT5G41840.1
OG0002698	XP_006285615.2	AT5G41830.2, AT4G00320.1
OG0002698	XP_023635016.1	AT5G41630.1
OG0002699	XP_023644519.1	AT5G51860.1
OG0002699	XP_006281070.1	AT5G51870.3
OG0002700	XP_023645377.1	AT5G52140.1
OG0002700	XP_006281592.2	AT5G52155.1
OG0002705	XP_006285809.1	AT4G27280.1
OG0002705	XP_006279874.1	AT5G54490.1
OG0002706	XP_006289432.1	AT5G17740.1
OG0002706	XP_006289377.1	AT5G17750.1
OG0002707	XP_006297614.1	AT2G16430.2
OG0002708	XP_006288061.1	AT5G14960.1
OG0002708	XP_006297996.1	AT3G01330.1
OG0002710	XP_006301685.1	AT5G12020.1
OG0002710	XP_006288830.1	AT5G12030.1
OG0002711	XP_006280467.1	AT5G64610.1
OG0002712	XP_006293141.1, XP_023638913.1	AT5G38130.1
OG0002713	XP_006288144.1	AT5G08640.1
OG0002714	XP_006279856.1	AT5G61460.1
OG0002714	XP_006286959.1	AT5G07660.1
OG0002715	XP_006294248.1	AT2G27600.1
OG0002716	XP_006295265.1	AT2G27710.1
OG0002716	XP_006295264.1	AT2G27720.2
OG0002717	XP_006293514.1	AT2G31680.1
OG0002717	XP_006305597.1	AT1G05810.2
OG0002718	XP_006305424.1	AT1G04520.1
OG0002718	XP_006294681.1	AT2G33330.1
OG0002719	XP_006286360.1	AT5G02940.2
OG0002719	XP_023639089.1	AT5G43745.1
OG0002720	XP_006283185.1	AT4G25520.1
OG0002720	XP_023635402.1	AT4G25515.1
OG0002721	XP_006307520.1	AT1G47500.1, AT1G47490.1
OG0002722	XP_006304006.1	AT1G46984.1
OG0002722	XP_006306242.2, XP_023632584.1, XP_023644503.1	AT1G46912.1, AT1G46840.1
OG0002723	XP_023639756.1	AT2G34590.1
OG0002723	XP_006307689.1	AT1G30120.1
OG0002724	XP_006303907.1	AT1G31120.1
OG0002724	XP_006293707.1	AT2G35060.2
OG0002725	XP_006290895.1, XP_006292419.1	AT3G62120.1
OG0002726	XP_006285786.2	AT4G32342.2
OG0002726	XP_023636432.1	AT5G25360.3
OG0002727	XP_006290612.1	AT3G43190.1
OG0002727	XP_006287059.2	AT5G20830.1
OG0002728	XP_006292450.1	AT3G45210.1
OG0002728	XP_006281214.1	AT5G60680.1
OG0002729	XP_023638683.1	AT3G45577.1, AT3G45590.1
OG0002729	XP_006291734.1, XP_023645192.1	AT5G60230.2
OG0002730	XP_006285275.1, XP_006286322.2, XP_006285225.1	AT4G14690.1
OG0002731	XP_006279470.1	AT5G56040.2
OG0002731	XP_006283041.1	AT4G26540.1
OG0002732	XP_023639179.1	AT3G49200.1
OG0002732	XP_006290854.2	AT3G49210.1
OG0002733	XP_023636435.1	AT5G07180.1
OG0002733	XP_006279954.1	AT5G62230.1
OG0002734	XP_006286762.1	AT5G05657.1, AT5G06330.1
OG0002734	XP_006299502.1	AT3G11660.1
OG0002735	XP_006295943.1	AT2G40290.1
OG0002735	XP_006288108.1	AT5G05470.1
OG0002736	XP_006289946.1	AT5G04960.1
OG0002736	XP_006299080.1	AT3G10710.1
OG0002737	XP_006288040.1	AT5G03610.1
OG0002738	XP_006284606.1	AT4G28280.2
OG0002738	XP_006299016.1	AT2G20700.1
OG0002739	XP_006287350.1, XP_023637016.1	AT5G01050.1, AT5G01040.1
OG0002740	XP_006300034.1, XP_023641246.1	AT3G08940.2
OG0002740	XP_006289419.1	AT5G01530.1
OG0002741	XP_006303390.1	AT1G16825.1
OG0002741	XP_006302915.1	AT1G78895.1
OG0002742	XP_006284550.2	AT4G35410.2
OG0002742	XP_006298711.1	AT2G17380.1
OG0002743	XP_006283319.2	AT4G27260.1
OG0002743	XP_006280192.1	AT5G54510.1
OG0002744	XP_006296845.1	AT3G13900.1
OG0002744	XP_006304604.1	AT1G54280.1
OG0002745	XP_006303543.1	AT1G53450.1
OG0002745	XP_023642439.1	AT3G14830.1
OG0002746	XP_006300132.1	AT3G15220.1
OG0002746	XP_006304781.1	AT1G53165.3
OG0002747	XP_006290528.1	AT3G44340.1
OG0002747	XP_006283040.1	AT4G32640.1
OG0002748	XP_006281009.1	AT5G49710.3
OG0002748	XP_006284194.2	AT4G24590.4
OG0002749	XP_006283141.1	AT4G13780.1
OG0002750	XP_006302911.1	AT1G60740.1, AT1G65970.1
OG0002750	XP_006302932.1	AT1G65980.1
OG0002751	XP_006286210.1	AT4G15280.2
OG0002752	XP_006297394.1	AT3G21650.1
OG0002752	XP_006283548.1	AT4G15415.1
OG0002753	XP_006302575.2	AT1G66650.1
OG0002753	XP_006302479.2	AT1G66660.2
OG0002754	XP_023641535.1	AT3G16630.1
OG0002755	XP_006303729.1	AT1G18200.1
OG0002757	XP_006284299.1	AT4G28770.2
OG0002757	XP_006298317.1	AT2G20230.1
OG0002758	XP_006297610.2	AT2G20140.1
OG0002758	XP_006283684.2	AT4G29040.1
OG0002759	XP_006300525.1	AT1G59560.1
OG0002759	XP_023643965.1	AT1G63900.1
OG0002760	XP_006285078.1	AT5G40880.1
OG0002761	XP_006302053.1	AT1G69850.1
OG0002762	XP_006285868.1	AT4G36940.1
OG0002762	XP_023640792.1	AT2G23420.1
OG0002763	XP_006307656.1	AT1G51540.1
OG0002764	XP_006307155.1	AT1G51680.1
OG0002764	XP_006297366.1	AT3G21240.1
OG0002765	XP_006304863.1	AT1G51970.1
OG0002766	XP_023634540.1	AT4G13100.2
OG0002766	XP_006298377.1	AT3G25030.1
OG0002767	XP_006295987.2	AT2G35658.2
OG0002767	XP_023634049.1	AT4G16840.1
OG0002768	XP_023635665.1	AT4G18220.1
OG0002768	XP_023635668.1	AT4G18210.1
OG0002769	XP_006281545.1	AT5G47420.1
OG0002769	XP_023634753.1	AT4G17420.1
OG0002770	XP_006282082.1	AT5G47450.1
OG0002770	XP_006284410.1	AT4G17340.1
OG0002771	XP_006291253.1	AT3G50340.1
OG0002771	XP_006281664.1	AT5G67020.1
OG0002772	XP_006294111.1	AT2G37960.1
OG0002772	XP_023638316.1	AT3G54060.1
OG0002773	XP_006285025.2	AT4G22640.2
OG0002774	XP_023633870.1	AT4G19970.1
OG0002775	XP_006286790.1	AT5G14690.1
OG0002775	XP_006298938.1	AT3G01516.1
OG0002776	XP_006290836.1	AT3G62570.1
OG0002777	XP_006290620.1	AT3G60320.1
OG0002778	XP_006293654.1	AT2G43410.2
OG0002779	XP_023640055.1	AT2G40670.2
OG0002779	XP_023638957.1	AT3G56380.2
OG0002780	XP_006291701.1	AT3G55000.1
OG0002780	XP_006291724.1	AT3G55005.1
OG0002781	XP_023642378.1	AT3G14250.1
OG0002782	XP_006293952.1	AT2G37160.2
OG0002782	XP_006292269.1	AT3G53390.1
OG0002783	XP_006292674.1	AT3G53080.1
OG0002783	XP_006293049.1	AT3G53075.2
OG0002784	XP_006297077.1	AT2G05250.1, AT2G05230.1
OG0002784	XP_006283233.1	AT5G35753.1
OG0002785	XP_006296773.1	AT3G24290.1
OG0002785	XP_006296802.1	AT3G24300.1
OG0002786	XP_006299428.1	AT2G18680.1
OG0002786	XP_006298125.1	AT2G18690.1
OG0002787	XP_023645712.1	AT1G03910.2
OG0002788	XP_006291462.1	AT2G01890.1
OG0002789	XP_006298210.1	AT2G19570.1
OG0002790	XP_006294629.1	AT2G39410.2
OG0002790	XP_006294630.1	AT2G39420.1
OG0002791	XP_006283963.1	AT4G39090.1
OG0002792	XP_006288873.1	AT4G09030.1
OG0002792	XP_006305761.1	AT1G35230.1
OG0002793	XP_006306204.1	AT1G34210.1
OG0002793	XP_006300879.1	AT1G71830.1
OG0002794	XP_006293312.2	AT2G05600.1
OG0002795	XP_023642215.1	AT3G05810.1
OG0002796	XP_006288403.2	AT5G28050.3
OG0002797	XP_006294349.1	AT2G43790.1
OG0002797	XP_006292783.1	AT3G59790.1
OG0002798	XP_006295410.1	AT2G43520.1
OG0002799	XP_023635656.1	AT5G47130.2
OG0002800	XP_006299843.1	AT3G04150.2
OG0002800	XP_006299408.1	AT3G04180.1, AT3G04190.1
OG0002801	XP_023645247.1	AT4G03645.1
OG0002802	XP_006288342.1	AT5G27210.1
OG0002802	XP_006298191.1	AT3G05010.1
OG0002803	XP_006297256.1	AT3G06150.1
OG0002803	XP_023636633.1	AT5G19060.1
OG0002804	XP_023641421.1	AT3G06180.1
OG0002805	XP_006287526.1	AT4G02050.1
OG0002806	XP_006281160.1, XP_006298690.1	AT3G15351.1
OG0002807	XP_023641063.1	AT3G16950.2
OG0002807	XP_006283433.1	AT4G16155.1
OG0002808	XP_006305831.1	AT1G48940.1
OG0002808	XP_006298635.1	AT3G18590.1
OG0002809	XP_023632874.1	AT1G50900.1
OG0002810	XP_006296774.1	AT3G23170.1
OG0002810	XP_006286084.2	AT4G14450.1
OG0002811	XP_023632957.1	AT1G13140.1
OG0002812	XP_006304314.1	AT1G10690.1
OG0002812	XP_006301941.2	AT1G60783.1
OG0002813	XP_006301615.1	AT1G61700.1
OG0002813	XP_006303487.1, XP_006292280.1	AT1G11475.1
OG0002814	XP_006302377.1	AT1G61800.2
OG0002815	XP_006302066.1	AT1G62740.1
OG0002815	XP_023645238.1	AT1G12270.1
OG0002816	XP_023645215.1	AT1G12400.3
OG0002816	XP_006303055.2	AT1G62886.1
OG0002817	XP_006304920.2	AT1G17285.2, AT1G17300.2
OG0002818	XP_006300656.1	AT1G72700.1
OG0002818	XP_006303887.1	AT1G17500.1
OG0002819	XP_006300987.1	AT1G70985.1
OG0002819	XP_006303371.1	AT1G23050.1
OG0002820	XP_006306007.1	AT1G35537.1
OG0002820	XP_023637475.1	AT3G27831.1, AT3G27835.1
OG0002820	XP_006285287.1	AT4G29033.1
OG0002821	XP_023635084.1	AT5G41650.1
OG0002821	XP_006303011.1	AT1G64185.1
OG0002822	XP_006304348.1, XP_006306289.1	AT1G49310.1
OG0002823	XP_006285520.1	AT4G37070.2
OG0002825	XP_006285996.1	AT4G35710.1
OG0002825	XP_023635368.1	AT4G35690.1
OG0002826	XP_023639380.1	AT2G25540.1
OG0002826	XP_006285557.1	AT4G32410.1
OG0002827	XP_006283797.1	AT4G33700.1
OG0002827	XP_006297740.1	AT2G14520.1
OG0002829	XP_023637094.1, XP_023637654.1	AT4G01550.1
OG0002830	XP_023632707.1	AT1G52695.1
OG0002831	XP_006295964.1, XP_023640406.1	AT2G37435.1
OG0002832	XP_006299454.1	AT3G17560.1
OG0002832	XP_023644514.1, XP_023644513.1, XP_006306274.2	AT5G62830.1
OG0002833	XP_006299841.1	AT2G20208.1
OG0002833	XP_006285176.1	AT4G30067.1
OG0002833	XP_006295622.1	AT2G29045.1
OG0002833	XP_006285399.1	AT4G30064.1
OG0002834	XP_023638840.1	AT3G61340.2
OG0002835	XP_006292616.1	AT3G28840.1
OG0002835	XP_023638816.1	AT3G28780.1
OG0002836	XP_006286100.1	AT4G35670.1
OG0002837	XP_006279661.2	AT5G53160.2
OG0002839	XP_006292638.1	AT3G45245.1
OG0002839	XP_006292395.1	AT3G45243.1
OG0002844	XP_006290659.1	AT1G42615.1, AT2G02955.1
OG0002845	XP_006299060.1	AT3G03460.1
OG0002845	XP_006287847.2	AT5G17510.1
OG0002846	XP_006300265.2	AT3G02020.1
OG0002846	XP_006286781.1	AT5G14060.1
OG0002848	XP_023634879.1	AT4G13520.1
OG0002850	XP_006287786.1	AT5G11300.1
OG0002850	XP_006287744.1	AT5G25380.4
OG0002851	XP_023642859.1	AT5G11180.2
OG0002852	XP_006289423.1	AT5G26830.1
OG0002853	XP_023637718.1	AT5G23320.2
OG0002853	XP_006286568.1	AT5G08335.1
OG0002854	XP_006293454.1	AT2G27100.1
OG0002855	XP_006306431.1	AT1G08250.1
OG0002855	XP_006295904.1	AT2G27820.1
OG0002856	XP_006305208.1	AT1G06890.1
OG0002857	XP_023645090.1	AT1G06130.1
OG0002857	XP_006294598.1	AT2G31350.1
OG0002858	XP_006295065.1	AT2G32580.1
OG0002858	XP_023645770.1	AT1G05070.1
OG0002859	XP_006304766.1	AT1G05150.1
OG0002859	XP_006293699.1	AT2G32450.1
OG0002860	XP_006293436.1	AT2G32780.1
OG0002860	XP_006306689.1	AT1G04860.1
OG0002861	XP_006295706.1	AT2G33230.1
OG0002861	XP_006303679.1	AT1G04610.1
OG0002862	XP_006279444.1, XP_006303142.1	AT1G07910.2
OG0002863	XP_006284588.1	AT4G25670.1
OG0002864	XP_023644886.1	AT1G28060.1
OG0002864	XP_006292918.1	AT3G55930.1
OG0002865	XP_006295268.1	AT2G35605.1
OG0002865	XP_006303413.2	AT1G31760.1
OG0002866	XP_006303503.1	AT1G31885.1
OG0002868	XP_006279535.1	AT5G65920.1
OG0002868	XP_006292265.1	AT3G49810.1
OG0002869	XP_006279943.1	AT5G65700.1
OG0002869	XP_006290548.1	AT3G49670.1
OG0002870	XP_006281338.1	AT5G63670.1
OG0002870	XP_023637134.1	AT5G08565.1
OG0002872	XP_023633439.1	AT5G61690.2
OG0002872	XP_006279962.1	AT5G61730.2
OG0002873	XP_023637185.1	AT5G21030.2
OG0002873	XP_023637370.1	AT5G21150.1
OG0002874	XP_006284183.1	AT4G26720.1
OG0002875	XP_006279572.1	AT5G55300.2
OG0002876	XP_006290402.2	AT5G51360.1, AT3G50373.1
OG0002878	XP_023644285.1	AT1G46408.1
OG0002879	XP_006288158.2	AT5G04090.6
OG0002879	XP_006298018.1	AT3G10250.1
OG0002880	XP_006286283.1	AT5G41340.1
OG0002880	XP_006302819.2	AT1G63800.1
OG0002881	XP_006295401.1	AT1G80220.1, AT2G26050.1
OG0002882	XP_006301477.1	AT1G66550.1
OG0002882	XP_023644077.1	AT1G66600.1
OG0002883	XP_006300814.1	AT1G78540.2
OG0002883	XP_023632732.1	AT1G17040.2
OG0002884	XP_006280935.1	AT5G65830.1
OG0002884	XP_006291633.1	AT3G49750.1
OG0002885	XP_006299396.2	AT3G22961.1
OG0002885	XP_006300171.1	AT3G24093.1
OG0002886	XP_006293519.1	AT2G36680.1
OG0002886	XP_006292303.1	AT3G53120.1
OG0002887	XP_006280173.1	AT5G49980.1
OG0002887	XP_006285271.1	AT4G24390.1
OG0002888	XP_023634143.1, XP_006286120.1	AT4G12770.1, AT4G12780.1
OG0002889	XP_006297684.1	AT3G24670.1
OG0002889	XP_006285259.2	AT4G13210.2
OG0002890	XP_006285842.1	AT4G13360.1
OG0002890	XP_006297780.1	AT3G24360.1
OG0002891	XP_006306614.1	AT1G20920.1
OG0002891	XP_023641437.1	AT3G09620.2
OG0002892	XP_006302649.1, XP_006298432.1, XP_006285337.1	AT1G74430.1
OG0002893	XP_006281088.1	AT5G45550.1
OG0002895	XP_006298067.1	AT3G15610.1
OG0002895	XP_006305259.1	AT1G52730.1
