Orthogroup	Capsella_rubella	Arabis_alpina
OG0001942	XP_006290035.1	Aa_G552190.h1.t1
OG0001943	XP_006291252.1	Aa_G206050.h1.t1
OG0001944	XP_023633604.1, XP_023638212.1	Aa_G877590.h1.t1, Aa_G877590.h5.t1, Aa_G445570.h1.t1, Aa_G445570.h4.t1, Aa_G877590.h3.t1, Aa_G28280.h3.t1, Aa_G877590.h2.t1, Aa_G445570.h2.t1, Aa_G877590.h4.t1, Aa_G28280.h1.t1, Aa_G28280.h5.t1, Aa_G28280.h4.t1, Aa_G28280.h2.t1, Aa_G445570.h5.t1, Aa_G445570.h3.t1
OG0001945	XP_006283792.1	Aa_G592870.h1.t1
OG0001945	XP_006302444.1	Aa_G392490.h1.t1
OG0001946	XP_006280221.1	Aa_G93730.h1.t1
OG0001946	XP_023636232.1	Aa_G244320.h1.t1
OG0001947	XP_006284247.1, XP_006280918.1	Aa_G575480.h1.t1, Aa_G575490.h1.t1
OG0001948	XP_006281485.1, XP_006283565.1	Aa_G307730.h1.t1
OG0001949	XP_006299055.1	Aa_G548880.h1.t1
OG0001949	XP_023642637.1	Aa_G548890.h1.t1
OG0001950	XP_006283674.2	Aa_G443200.h1.t1
OG0001950	XP_006290963.2	Aa_G263570.h1.t1
OG0001951	XP_023633674.1	Aa_G227930.h1.t1
OG0001951	XP_006280844.1	Aa_G580850.h1.t1
OG0001952	XP_006280607.1	Aa_G149050.h1.t1
OG0001952	XP_006283830.1	Aa_G363790.h1.t1
OG0001953	XP_006280058.1	Aa_G123350.h1.t1
OG0001953	XP_006285461.1	Aa_G129660.h1.t1
OG0001954	XP_023642254.1	Aa_G40600.h1.t1
OG0001954	XP_006288172.1	Aa_G640340.h1.t1
OG0001955	XP_006287513.1	Aa_G694660.h1.t1
OG0001955	XP_006297466.1	Aa_G5550.h1.t1
OG0001956	XP_023641101.1	Aa_G137100.h1.t1
OG0001956	XP_006288573.1	Aa_G304080.h1.t1
OG0001957	XP_006296668.1, XP_006298519.1	Aa_G324500.h1.t1
OG0001957	XP_006288638.1	Aa_G170080.h1.t1
OG0001958	XP_006288086.1	Aa_G259880.h1.t1
OG0001958	XP_006298058.1	Aa_G34520.h1.t1
OG0001960	XP_006291631.1	Aa_G437780.h1.t1
OG0001960	XP_006282691.1	Aa_G553490.h1.t1
OG0001961	XP_006306440.1	Aa_G25250.h1.t1
OG0001961	XP_006302861.1	Aa_G410400.h1.t1
OG0001962	XP_006301485.1	Aa_G462520.h1.t1
OG0001962	XP_006307246.1	Aa_G497280.h1.t1
OG0001964	XP_006302200.2	Aa_G410230.h1.t1, Aa_G457360.h1.t1
OG0001965	XP_006306984.2	Aa_G33340.h1.t1
OG0001965	XP_006302013.1	Aa_G111030.h1.t1
OG0001966	XP_006285977.1	Aa_G781090.h1.t1
OG0001966	XP_006285117.1	Aa_G157050.h1.t1
OG0001967	XP_006303189.1	Aa_G148910.h1.t1
OG0001967	XP_006302989.1	Aa_G315360.h1.t1
OG0001968	XP_006302332.2	Aa_G281700.h1.t1
OG0001968	XP_006301398.1	Aa_G281690.h1.t1
OG0001969	XP_006296930.1	Aa_G383830.h1.t1
OG0001969	XP_023634715.1	Aa_G293880.h1.t1
OG0001970	XP_006297706.1	Aa_G650560.h1.t1
OG0001970	XP_006282613.1	Aa_G426380.h1.t1
OG0001971	XP_006298248.1	Aa_G261520.h1.t1
OG0001971	XP_006285542.1	Aa_G376310.h1.t1
OG0001972	XP_006282626.1	Aa_G514690.h1.t1
OG0001973	XP_006297916.1	Aa_G237680.h1.t1
OG0001974	XP_006298046.1	Aa_G1360.h1.t1
OG0001974	XP_006305251.1	Aa_G603610.h1.t1
OG0001975	XP_006294001.1	Aa_G595080.h1.t1
OG0001977	XP_006284882.1	Aa_G79970.h1.t1
OG0001977	XP_023641507.1	Aa_G199080.h1.t1
OG0001978	XP_006282641.1	Aa_G362610.h1.t1
OG0001978	XP_006299517.2	Aa_G42550.h1.t1
OG0001979	XP_006282898.1	Aa_G479690.h1.t1
OG0001979	XP_006298679.1	Aa_G518850.h1.t1
OG0001980	XP_006283697.1, XP_006297606.1	Aa_G233310.h1.t1, Aa_G413560.h1.t1
OG0001981	XP_006297556.1	Aa_G617200.h1.t1
OG0001981	XP_006283650.1	Aa_G327160.h1.t1
OG0001982	XP_006291623.2	Aa_G287200.h1.t1
OG0001982	XP_006294701.2	Aa_G431200.h1.t1
OG0001984	XP_006292498.1	Aa_G25600.h1.t1
OG0001984	XP_006303346.1	Aa_G26520.h1.t1
OG0001985	XP_006279863.1	Aa_G118040.h1.t1
OG0001985	XP_006285256.1	Aa_G78030.h1.t1
OG0001986	XP_006307260.1	Aa_G599970.h1.t1
OG0001986	XP_006299512.1	Aa_G371350.h1.t1
OG0001987	XP_006307368.1	Aa_G410590.h1.t1
OG0001987	XP_006297547.1	Aa_G250670.h1.t1
OG0001988	XP_006305455.1	Aa_G225070.h1.t1
OG0001988	XP_006299922.1	Aa_G430360.h1.t1
OG0001989	XP_006304335.1	Aa_G568080.h1.t1
OG0001992	XP_006283348.1	Aa_G152240.h1.t1
OG0001992	XP_006279855.1	Aa_G324640.h1.t1
OG0001993	XP_023636200.1	Aa_G347420.h1.t1
OG0001993	XP_006304913.1	Aa_G211770.h1.t1
OG0001994	XP_006284321.1	Aa_G19970.h1.t1
OG0001995	XP_006284335.1	Aa_G517320.h1.t1
OG0001996	XP_006282889.1, XP_006282967.1	Aa_G558920.h1.t1
OG0001997	XP_006288420.2	Aa_G41830.h1.t1
OG0001997	XP_006284392.2	Aa_G37720.h1.t1, Aa_G37690.h1.t1
OG0001998	XP_006296337.1	Aa_G13020.h1.t1
OG0001999	XP_006294472.1	Aa_G16230.h1.t1
OG0001999	XP_006290360.1	Aa_G48780.h1.t1
OG0002000	XP_006294970.1	Aa_G175160.h1.t1
OG0002000	XP_006291787.1	Aa_G354050.h1.t1
OG0002001	XP_006295342.1	Aa_G175170.h1.t1
OG0002002	XP_023638151.1	Aa_G349490.h1.t1, Aa_G349480.h1.t1
OG0002002	XP_006294174.1	Aa_G100670.h1.t1
OG0002003	XP_006303798.1	Aa_G563970.h1.t1
OG0002003	XP_023638823.1	Aa_G345860.h1.t1
OG0002004	XP_023639504.1	Aa_G188360.h1.t1
OG0002004	XP_006290540.1	Aa_G369790.h1.t1
OG0002005	XP_006282828.1	Aa_G244680.h1.t1, Aa_G133110.h1.t1
OG0002005	XP_006280865.1	Aa_G372280.h1.t1
OG0002007	XP_006295810.1, XP_006295369.1	Aa_G269550.h1.t1, Aa_G269540.h1.t1
OG0002007	XP_023639590.1	Aa_G350710.h1.t1
OG0002009	XP_023638829.1	Aa_G235880.h1.t1
OG0002009	XP_006294150.1	Aa_G172150.h1.t1
OG0002011	XP_006295292.1	Aa_G10000.h1.t1
OG0002011	XP_006282761.1	Aa_G137890.h1.t1
OG0002012	XP_006305240.1	Aa_G555230.h1.t1
OG0002013	XP_023642112.1	Aa_G51100.h1.t1
OG0002013	XP_006286743.1	Aa_G414020.h1.t1
OG0002014	XP_006291142.1	Aa_G364300.h1.t1
OG0002014	XP_006294240.1	Aa_G206130.h1.t1
OG0002015	XP_023641039.1	Aa_G241280.h1.t1
OG0002015	XP_006292630.1	Aa_G605810.h1.t1
OG0002016	XP_006296761.1	Aa_G71190.h1.t1
OG0002017	XP_006293503.2	Aa_G67350.h1.t1
OG0002017	XP_023638385.1	Aa_G221060.h1.t1
OG0002018	XP_006298247.1	Aa_G5080.h1.t1
OG0002018	XP_006301375.2	Aa_G316160.h1.t1
OG0002019	XP_023636586.1, XP_023642232.1	Aa_G257360.h2.t1, Aa_G47740.h2.t1, Aa_G47740.h1.t1, Aa_G257360.h1.t1
OG0002020	XP_006299184.1, XP_006300175.1	Aa_G71200.h1.t1
OG0002021	XP_023641588.1	Aa_G107730.h1.t1
OG0002021	XP_006307285.1	Aa_G57510.h1.t1
OG0002022	XP_006297917.1	Aa_G53570.h1.t1
OG0002022	XP_006305140.1	Aa_G57640.h1.t1
OG0002023	XP_006290387.1	Aa_G247750.h1.t1
OG0002023	XP_006284674.1	Aa_G245600.h1.t1
OG0002024	XP_006302796.1, XP_006284489.1	Aa_G387740.h1.t1
OG0002025	XP_006297023.1	Aa_G198870.h1.t1
OG0002025	XP_006283147.1	Aa_G594620.h1.t1
OG0002026	XP_023636478.1	Aa_G372440.h1.t1, Aa_G446920.h1.t1, Aa_G372430.h1.t1
OG0002027	XP_006287640.1	Aa_G53230.h1.t1
OG0002027	XP_006303639.1	Aa_G105770.h1.t1
OG0002028	XP_006288718.1	Aa_G67870.h1.t1
OG0002029	XP_006289459.1	Aa_G67860.h1.t1
OG0002029	XP_006305264.1	Aa_G325230.h1.t1
OG0002030	XP_006305682.1	Aa_G6560.h1.t1
OG0002030	XP_006289329.1	Aa_G191540.h1.t1
OG0002031	XP_006307449.1	Aa_G79380.h1.t1
OG0002032	XP_006302453.2	Aa_G7680.h1.t1
OG0002032	XP_006305301.1	Aa_G394720.h1.t1
OG0002033	XP_006306032.1	Aa_G427980.h1.t1
OG0002033	XP_023643253.1	Aa_G182590.h1.t1
OG0002034	XP_006305987.1	Aa_G804100.h1.t1
OG0002035	XP_006307297.1	Aa_G307220.h1.t1
OG0002035	XP_006302163.1	Aa_G328610.h1.t1
OG0002036	XP_023644000.1	Aa_G327980.h1.t1
OG0002036	XP_006307436.1	Aa_G319790.h1.t1
OG0002037	XP_006291670.1	Aa_G276760.h1.t1
OG0002037	XP_006305519.1	Aa_G26720.h1.t1
OG0002038	XP_006305511.1	Aa_G115580.h1.t1, Aa_G117670.h1.t1
OG0002041	XP_006305871.1	Aa_G62600.h1.t1
OG0002041	XP_006302180.1	Aa_G68650.h1.t1
OG0002042	XP_006283223.1	Aa_G185170.h1.t1
OG0002043	XP_006292201.1, XP_006290296.1, XP_006291686.1, XP_006284347.1	Aa_G219330.h1.t1
OG0002044	XP_006300187.1	Aa_G70180.h1.t1
OG0002045	XP_006283628.1	Aa_G58460.h1.t1
OG0002045	XP_006293990.1	Aa_G290470.h1.t1
OG0002048	XP_006288142.1	Aa_G661720.h1.t1
OG0002048	XP_023636096.1, XP_023636095.1	Aa_G555240.h1.t1
OG0002056	XP_006280998.1	Aa_G148060.h1.t1
OG0002056	XP_006291754.1	Aa_G89070.h1.t1
OG0002057	XP_006280776.1	Aa_G406240.h1.t1
OG0002058	XP_006287858.1	Aa_G411070.h1.t1
OG0002058	XP_006300064.1	Aa_G185580.h1.t1
OG0002059	XP_006286821.1	Aa_G145010.h1.t1
OG0002059	XP_006289175.1	Aa_G569220.h1.t1
OG0002060	XP_006290043.1	Aa_G253660.h1.t1
OG0002060	XP_006289033.2	Aa_G85820.h1.t1
OG0002061	XP_006299673.1	Aa_G47630.h1.t1
OG0002061	XP_006289791.1	Aa_G192730.h1.t1
OG0002062	XP_023636691.1	Aa_G162350.h1.t1
OG0002062	XP_006296731.1	Aa_G111880.h1.t1
OG0002063	XP_006299334.1	Aa_G200370.h1.t1
OG0002063	XP_006286590.1	Aa_G539740.h1.t1
OG0002064	XP_006287888.1	Aa_G96850.h1.t1
OG0002064	XP_006299989.1	Aa_G42310.h1.t1
OG0002065	XP_006297845.1	Aa_G42430.h1.t1
OG0002065	XP_006286629.1	Aa_G59360.h1.t1
OG0002066	XP_023642471.1	Aa_G42500.h1.t1
OG0002066	XP_023635879.1	Aa_G305510.h1.t1
OG0002067	XP_006287987.1	Aa_G258170.h1.t1
OG0002067	XP_006298008.1	Aa_G52700.h1.t1
OG0002068	XP_006287201.1	Aa_G388290.h1.t1
OG0002068	XP_006299100.1	Aa_G40360.h1.t1
OG0002069	XP_006286740.1, XP_006306392.2	Aa_G385340.h1.t1
OG0002070	XP_006287343.1	Aa_G574360.h1.t1
OG0002070	XP_006290164.1	Aa_G267520.h1.t1
OG0002072	XP_006280475.2	Aa_G20910.h1.t1
OG0002073	XP_006286571.1	Aa_G231020.h1.t1
OG0002073	XP_006288306.1, XP_006299907.1	Aa_G231030.h1.t1
OG0002074	XP_006281918.1	Aa_G620790.h1.t1
OG0002074	XP_006289223.2	Aa_G76470.h1.t1
OG0002075	XP_023637699.1	Aa_G189090.h1.t1
OG0002075	XP_006306728.2	Aa_G135020.h1.t1
OG0002076	XP_006295341.1	Aa_G504360.h1.t1
OG0002077	XP_023645017.1	Aa_G286070.h1.t1
OG0002078	XP_006305825.1	Aa_G79360.h1.t1
OG0002078	XP_006296096.1	Aa_G154600.h1.t1
OG0002079	XP_006305175.1	Aa_G219010.h1.t1
OG0002079	XP_006295925.1	Aa_G424780.h1.t1
OG0002080	XP_006304423.1	Aa_G134560.h1.t1
OG0002080	XP_006281682.1	Aa_G89470.h1.t1
OG0002081	XP_023639217.1	Aa_G150410.h1.t1
OG0002081	XP_006303756.1	Aa_G438550.h1.t1
OG0002082	XP_006304598.1	Aa_G117800.h1.t1
OG0002082	XP_023638450.1	Aa_G146240.h1.t1
OG0002083	XP_006280112.2	Aa_G147100.h1.t1
OG0002083	XP_023642156.1	Aa_G325980.h1.t1
OG0002084	XP_006291229.1	Aa_G529900.h1.t1
OG0002084	XP_006279528.1	Aa_G383000.h1.t1
OG0002085	XP_006281339.1	Aa_G20765.h1.t1, Aa_G20770.h1.t1
OG0002086	XP_023636405.1	Aa_G275500.h1.t1
OG0002087	XP_023638017.1	Aa_G122860.h1.t1
OG0002087	XP_006286543.1	Aa_G168520.h1.t1, Aa_G45220.h1.t1
OG0002088	XP_006288459.1, XP_006288447.1	Aa_G719360.h1.t1
OG0002089	XP_006291731.1	Aa_G490460.h1.t1
OG0002089	XP_006289263.1	Aa_G15550.h1.t1
OG0002090	XP_006291744.1	Aa_G191980.h1.t1
OG0002091	XP_023638595.1	Aa_G448330.h1.t1
OG0002091	XP_006280010.1	Aa_G550770.h1.t1
OG0002092	XP_006285267.1	Aa_G146830.h1.t1
OG0002092	XP_023636701.1	Aa_G69060.h1.t1
OG0002093	XP_006280644.1	Aa_G197820.h1.t1
OG0002094	XP_006282669.1	Aa_G387270.h1.t1
OG0002094	XP_006279652.1	Aa_G216560.h1.t1
OG0002095	XP_006284741.2	Aa_G86680.h1.t1
OG0002095	XP_006281421.1	Aa_G480150.h1.t1
OG0002096	XP_006280251.2	Aa_G149070.h1.t1
OG0002096	XP_006283454.2	Aa_G363810.h1.t1
OG0002097	XP_006288281.1	Aa_G188730.h1.t1
OG0002097	XP_006303615.1	Aa_G228360.h1.t1
OG0002098	XP_023635063.1	Aa_G188800.h1.t1
OG0002099	XP_006298178.1	Aa_G195480.h1.t1
OG0002100	XP_006298766.1	Aa_G24060.h1.t1
OG0002101	XP_006298778.1	Aa_G111640.h1.t1
OG0002102	XP_006291007.1	Aa_G508040.h1.t1
OG0002102	XP_023634440.1	Aa_G229840.h1.t1
OG0002103	XP_023642853.1	Aa_G239240.h1.t1
OG0002103	XP_023645183.1	Aa_G121150.h1.t1
OG0002104	XP_023632590.1	Aa_G606320.h1.t1
OG0002104	XP_023642939.1	Aa_G410370.h1.t1
OG0002105	XP_023642911.1	Aa_G265730.h1.t1
OG0002106	XP_023632782.1	Aa_G377620.h1.t1
OG0002106	XP_006301875.2	Aa_G336910.h1.t1
OG0002107	XP_006303326.1	Aa_G377580.h1.t1
OG0002107	XP_023644345.1	Aa_G80450.h1.t1
OG0002108	XP_006302738.1, XP_006303180.1	Aa_G80400.h1.t1
OG0002109	XP_006304513.1	Aa_G166070.h1.t1
OG0002109	XP_006301018.1	Aa_G204300.h1.t1
OG0002110	XP_006300375.1	Aa_G215540.h1.t1
OG0002110	XP_006305163.1	Aa_G374450.h1.t1
OG0002111	XP_006305238.1	Aa_G60720.h1.t1
OG0002111	XP_006302481.1	Aa_G418930.h1.t1
OG0002112	XP_006306618.1	Aa_G682100.h1.t1
OG0002112	XP_006296856.1	Aa_G176010.h1.t1
OG0002113	XP_006306527.2	Aa_G193240.h1.t1
OG0002114	XP_006298347.1	Aa_G606970.h1.t1
OG0002114	XP_023644795.1	Aa_G231480.h1.t1
OG0002115	XP_006301797.1	Aa_G184440.h1.t1
OG0002115	XP_006307531.1	Aa_G61760.h1.t1
OG0002116	XP_006284571.2	Aa_G206610.h1.t1
OG0002116	XP_006298696.2	Aa_G179070.h1.t1
OG0002117	XP_023634245.1	Aa_G523920.h1.t1
OG0002117	XP_006279150.2, XP_023642537.1	Aa_G543580.h1.t1
OG0002118	XP_006283754.1	Aa_G362600.h1.t1
OG0002118	XP_006297728.1	Aa_G391630.h1.t1
OG0002119	XP_006284407.1	Aa_G482180.h1.t1
OG0002119	XP_006298398.1	Aa_G384920.h1.t1
OG0002120	XP_023639913.1	Aa_G219700.h1.t1
OG0002120	XP_006282527.1	Aa_G363800.h1.t1
OG0002121	XP_006283011.1	Aa_G817610.h1.t1
OG0002122	XP_006283213.1	Aa_G551460.h1.t1
OG0002122	XP_023642413.1	Aa_G388610.h1.t1
OG0002123	XP_006283632.1	Aa_G352070.h1.t1
OG0002124	XP_006302862.1	Aa_G433580.h1.t1
OG0002125	XP_006299465.1	Aa_G64130.h1.t1
OG0002125	XP_006285258.1	Aa_G2790.h1.t1
OG0002126	XP_006291406.1	Aa_G142410.h1.t1
OG0002127	XP_023637866.1	Aa_G424650.h1.t1
OG0002128	XP_006281534.1	Aa_G117980.h1.t1
OG0002128	XP_006283850.2	Aa_G244660.h1.t1
OG0002129	XP_006306920.1	Aa_G370090.h1.t1
OG0002129	XP_006297105.1	Aa_G161960.h1.t1
OG0002130	XP_006298142.2	Aa_G32070.h1.t1
OG0002130	XP_023633087.1	Aa_G465510.h1.t1
OG0002131	XP_006294793.2	Aa_G465870.h1.t1
OG0002132	XP_023638983.1, XP_006292420.2, XP_006292345.1	Aa_G138660.h1.t1
OG0002134	XP_006282659.1	Aa_G144810.h1.t1
OG0002134	XP_006298056.1	Aa_G384650.h1.t1
OG0002135	XP_006298687.1	Aa_G313530.h1.t1
OG0002135	XP_006286099.1	Aa_G385150.h1.t1
OG0002136	XP_006288064.1	Aa_G275300.h1.t1
OG0002137	XP_006285191.1	Aa_G124460.h1.t1
OG0002138	XP_006285898.1	Aa_G9760.h1.t1
OG0002138	XP_006296292.1	Aa_G35870.h1.t1
OG0002140	XP_023633869.1	Aa_G204130.h1.t1
OG0002141	XP_023633872.1	Aa_G204110.h1.t1
OG0002142	XP_006280400.1	Aa_G636850.h1.t1
OG0002142	XP_006285192.1	Aa_G245310.h1.t1
OG0002143	XP_006284556.1	Aa_G586800.h1.t1
OG0002143	XP_006288711.1	Aa_G42020.h1.t1
OG0002144	XP_006287576.1	Aa_G537500.h1.t1
OG0002144	XP_006307331.1	Aa_G260090.h1.t1
OG0002145	XP_006292934.1	Aa_G236610.h1.t1
OG0002145	XP_006296206.1	Aa_G206160.h1.t1
OG0002146	XP_006294460.1	Aa_G196860.h1.t1
OG0002146	XP_023637993.1	Aa_G33440.h1.t1
OG0002147	XP_006291739.1	Aa_G572570.h1.t1
OG0002147	XP_006294850.1	Aa_G16810.h1.t1
OG0002148	XP_006296250.1	Aa_G16200.h1.t1
OG0002149	XP_006292167.1, XP_006291852.1	Aa_G102470.h1.t1
OG0002150	XP_006296431.1	Aa_G67260.h1.t1
OG0002151	XP_006294217.1	Aa_G723440.h1.t1
OG0002151	XP_006290978.1	Aa_G562570.h1.t1
OG0002152	XP_006291246.1	Aa_G174910.h1.t1
OG0002152	XP_023640999.1	Aa_G88490.h1.t1
OG0002153	XP_006291135.1	Aa_G373080.h1.t1
OG0002153	XP_006294678.2	Aa_G281310.h1.t1
OG0002154	XP_006294157.1	Aa_G696730.h1.t1
OG0002155	XP_006296264.1	Aa_G548170.h1.t1
OG0002155	XP_006292137.1	Aa_G14150.h1.t1
OG0002156	XP_006280570.1	Aa_G372290.h1.t1
OG0002156	XP_006282639.1	Aa_G578670.h1.t1
OG0002157	XP_006297161.1	Aa_G16800.h1.t1, Aa_G20530.h1.t1
OG0002157	XP_006285178.1	Aa_G468260.h1.t1
OG0002158	XP_006285723.1	Aa_G66740.h1.t1
OG0002158	XP_006297795.1	Aa_G284270.h1.t1
OG0002160	XP_006302908.1	Aa_G7120.h1.t1
OG0002160	XP_006304265.1	Aa_G61780.h1.t1
OG0002161	XP_006306974.1	Aa_G431860.h1.t1
OG0002162	XP_006297532.1	Aa_G426560.h1.t1
OG0002162	XP_023634503.1	Aa_G325440.h1.t1
OG0002164	XP_006304221.2, XP_023640101.1	Aa_G693850.h1.t1, Aa_G224300.h1.t1, Aa_G693860.h1.t1, Aa_G666020.h1.t1
OG0002165	XP_023640789.1	Aa_G249350.h1.t1
OG0002165	XP_006294412.1	Aa_G249340.h1.t1
OG0002166	XP_006279811.2	Aa_G352390.h1.t1
OG0002167	XP_006294544.1	Aa_G314670.h1.t1
OG0002168	XP_006293690.1	Aa_G74440.h1.t1
OG0002168	XP_006286207.1	Aa_G468110.h1.t1
OG0002169	XP_006285865.1	Aa_G351890.h1.t1
OG0002169	XP_006295846.1	Aa_G50380.h1.t1
OG0002170	XP_006296134.1	Aa_G100190.h1.t1
OG0002170	XP_023640201.1	Aa_G279360.h1.t1
OG0002171	XP_006289290.1, XP_006287554.1, XP_006289667.1	Aa_G88690.h1.t1
OG0002172	XP_023636557.1	Aa_G598360.h1.t1
OG0002172	XP_006297660.1	Aa_G4620.h1.t1
OG0002174	XP_006294921.1	Aa_G15870.h1.t1
OG0002174	XP_023633255.1	Aa_G94460.h1.t1
OG0002175	XP_006285293.1, XP_006285132.1	Aa_G326930.h1.t1, Aa_G48830.h1.t1
OG0002176	XP_006298500.1	Aa_G51150.h1.t1
OG0002176	XP_006288615.1	Aa_G146590.h1.t1
OG0002177	XP_006299916.1	Aa_G47880.h1.t1
OG0002177	XP_006280207.1	Aa_G382460.h1.t1
OG0002178	XP_006298579.1	Aa_G78760.h1.t1
OG0002179	XP_006298104.1	Aa_G500840.h1.t1
OG0002179	XP_006299302.2	Aa_G500850.h1.t1
OG0002180	XP_006298416.1	Aa_G5270.h1.t1
OG0002180	XP_006286555.1	Aa_G386380.h1.t1
OG0002181	XP_023645180.1	Aa_G57650.h1.t1
OG0002181	XP_006296726.1	Aa_G53560.h1.t1
OG0002182	XP_006298003.1	Aa_G181840.h1.t1
OG0002182	XP_006305970.1	Aa_G255180.h1.t1
OG0002183	XP_023641659.1, XP_006305789.2	Aa_G213260.h1.t1
OG0002184	XP_006297641.1	Aa_G371390.h1.t1
OG0002184	XP_006307323.1	Aa_G687530.h1.t1
OG0002185	XP_006291497.1	Aa_G234300.h1.t1
OG0002185	XP_006285795.1	Aa_G308820.h1.t1
OG0002186	XP_006299138.1	Aa_G212380.h1.t1
OG0002187	XP_006286125.2	Aa_G280740.h1.t1
OG0002187	XP_023643991.1	Aa_G321720.h1.t1
OG0002188	XP_006302805.1	Aa_G316200.h1.t1
OG0002189	XP_006294220.1	Aa_G286470.h1.t1
OG0002190	XP_006279281.1, XP_006296516.1	Aa_G494610.h1.t1
OG0002191	XP_006303208.1	Aa_G79420.h1.t1
OG0002191	XP_006295867.2	Aa_G154710.h1.t1
OG0002192	XP_023644553.1	Aa_G318580.h1.t1, Aa_G446500.h1.t1
OG0002193	XP_023644701.1	Aa_G318470.h1.t1
OG0002194	XP_023645239.1	Aa_G226650.h1.t1
OG0002195	XP_023643239.1	Aa_G72220.h1.t1
OG0002195	XP_023644805.1	Aa_G457520.h1.t1
OG0002196	XP_006301269.1	Aa_G357250.h1.t1
OG0002196	XP_006304921.1	Aa_G246060.h1.t1
OG0002197	XP_006305160.1	Aa_G394390.h1.t1
OG0002197	XP_023638386.1	Aa_G251400.h1.t1
OG0002198	XP_006305742.1	Aa_G653370.h1.t1
OG0002198	XP_006302959.1	Aa_G232120.h1.t1
OG0002199	XP_006300861.1	Aa_G214080.h1.t1
OG0002199	XP_023632585.1	Aa_G367150.h1.t1
OG0002200	XP_023644100.1, XP_006301245.1, XP_006280378.1, XP_006302201.1, XP_006302179.2, XP_006302197.1, XP_023642930.1	Aa_G428110.h1.t1
OG0002201	XP_006302714.2	Aa_G776730.h1.t1
OG0002201	XP_006301946.1, XP_023643008.1	Aa_G321870.h1.t1
OG0002203	XP_006285816.1	Aa_G628380.h1.t1
OG0002203	XP_023642029.1	Aa_G30860.h1.t1
OG0002206	XP_006300437.1, XP_006307215.1	Aa_G476990.h1.t1
OG0002207	XP_023640591.1	Aa_G279320.h1.t1
OG0002207	XP_023639343.1	Aa_G915930.h1.t1
OG0002207	XP_006283126.1	Aa_G553700.h1.t1
OG0002208	XP_023639471.1	Aa_G288610.h1.t1
OG0002209	XP_006285824.1, XP_006282888.1	Aa_G144820.h1.t1
OG0002210	XP_023633765.1	Aa_G258800.h1.t1
OG0002210	XP_006298846.2	Aa_G269130.h1.t1
OG0002211	XP_006285172.1	Aa_G206560.h1.t1
OG0002211	XP_023642280.1	Aa_G658390.h1.t1
OG0002212	XP_006304999.1	Aa_G61880.h1.t1
OG0002212	XP_006305003.1	Aa_G61890.h1.t1
OG0002213	XP_006280501.1	Aa_G86580.h1.t1, Aa_G641500.h1.t1
OG0002218	XP_023644432.1, XP_023633413.1	Aa_G137590.h1.t1, Aa_G326360.h1.t1
OG0002221	XP_006294783.2	Aa_G16510.h1.t1, Aa_G652130.h1.t1
OG0002223	XP_006290088.1	Aa_G192770.h1.t1
OG0002223	XP_006299012.1	Aa_G746170.h1.t1
OG0002224	XP_006281747.2	Aa_G161780.h1.t1
OG0002225	XP_023637114.1	Aa_G621820.h1.t1
OG0002225	XP_023642228.1	Aa_G553330.h1.t1
OG0002227	XP_006303893.1	Aa_G368320.h1.t1
OG0002228	XP_006295482.1	Aa_G69260.h1.t1
OG0002228	XP_006304317.1	Aa_G638120.h1.t1
OG0002229	XP_023640755.1	Aa_G154650.h1.t1
OG0002229	XP_023632904.1	Aa_G79390.h1.t1
OG0002230	XP_006304220.2	Aa_G341270.h1.t1
OG0002230	XP_006281162.2	Aa_G519830.h1.t1
OG0002231	XP_006307251.1	Aa_G423560.h1.t1
OG0002231	XP_006280299.1	Aa_G316900.h1.t1
OG0002232	XP_006280312.1	Aa_G95890.h1.t1
OG0002232	XP_006307390.1	Aa_G134660.h1.t1
OG0002234	XP_006284361.1, XP_006280976.1	Aa_G83990.h1.t1
OG0002235	XP_006282892.1	Aa_G90830.h1.t1
OG0002235	XP_006307281.1	Aa_G138810.h1.t1
OG0002236	XP_023638141.1	Aa_G247190.h1.t1
OG0002236	XP_006284598.1	Aa_G29760.h1.t1
OG0002237	XP_006295511.1	Aa_G366310.h1.t1
OG0002239	XP_006295767.2	Aa_G15180.h1.t1
OG0002239	XP_006306751.2	Aa_G216370.h1.t1
OG0002240	XP_023644986.1	Aa_G434690.h1.t1
OG0002240	XP_006295782.1	Aa_G24810.h1.t1
OG0002241	XP_023645458.1	Aa_G109310.h1.t1
OG0002241	XP_006294341.1	Aa_G11140.h1.t1
OG0002242	XP_006282279.1	Aa_G482340.h1.t1
OG0002242	XP_006292547.1	Aa_G379450.h1.t1
OG0002243	XP_006287636.1	Aa_G504190.h1.t1
OG0002243	XP_006279765.1	Aa_G435140.h1.t1
OG0002244	XP_006281059.2	Aa_G165590.h1.t1
OG0002245	XP_023632558.1, XP_023639781.1, XP_006289096.1, XP_023635764.1, XP_006289725.2, XP_006289982.1	Aa_G1015950.h1.t1
OG0002247	XP_006292946.1	Aa_G252700.h1.t1
OG0002249	XP_006280747.1	Aa_G620110.h1.t1
OG0002249	XP_006291393.2	Aa_G99290.h1.t1
OG0002250	XP_006280715.1	Aa_G147910.h1.t1
OG0002250	XP_006300236.2	Aa_G326920.h1.t1
OG0002251	XP_006281432.1	Aa_G729530.h1.t1
OG0002252	XP_006284128.1	Aa_G115130.h1.t1
