Orthogroup	Capsella_rubella	Euclidium_syriacum
OG0000973	XP_006284546.1	ESY10_g14860_DN3_SP3_c0.t1
OG0000973	XP_006281126.1	ESY9_g42455_DN3_SP8_c0.t1
OG0000974	XP_023642709.1, XP_006306581.1	ESY3_g30756_DN3_SP7_c5.t1
OG0000974	XP_006299090.1	ESY3_g31207_DN3_SP8_c7.t1
OG0000975	XP_006293895.1, XP_006290774.1, XP_006290772.1	ESY1_g11016_DN3_SP0_c0.t1, ESY1_g11014_DN3_SP0_c0.t1
OG0000976	XP_006280947.1	ESY2_g36561_DN3_SP0_c0.t1
OG0000976	XP_023640224.1	ESY6_g48111_DN3_SP0_c0.t1
OG0000978	XP_006298355.1	ESY3_g31924_DN3_SP8_c0.t1
OG0000978	XP_006284351.1	ESY4_g25567_DN3_SP7_c0.t1
OG0000979	XP_006303744.2	ESY5_g5362_DN3_SP0_c52.t1, ESY5_g5359_DN3_SP0_c0.t1
OG0000979	XP_023645676.1	ESY11_g54024_DN2_SP0_c0.t1, ESY11_g54019_DN3_SP0_c0.t1, ESY12_g50927_DN2_SP0_c0.t1, ESY12_g50915_DN2_SP0_c0.t1, ESY5_g2327_DN3_SP0_c0.t1
OG0000980	XP_006291108.1, XP_023638690.1, XP_023638093.1, XP_023639277.1	ESY2_g35115_DN3_SP0_c0.t1, ESY2_g35565_DN3_SP0_c0.t1, ESY2_g35563_DN3_SP0_c0.t1
OG0000982	XP_006305611.1, XP_006295088.2, XP_006290112.1, XP_006304232.1	ESY5_g3733_DN2_SP0_c0.t1, ESY5_g3563_DN1_SP0_c0.t1, ESY5_g3439_DN3_SP0_c0.t1
OG0000983	XP_023641607.1	ESY3_g32473_DN3_SP6_c0.t1
OG0000983	XP_006288729.1	ESY7_g17353_DN3_SP8_c0.t1
OG0000984	XP_006288007.1	ESY3_g32519_DN3_SP4_c0.t1
OG0000985	XP_006293460.1, XP_006297205.1	ESY2_g37323_DN3_SP0_c0.t1
OG0000986	XP_023639670.1	ESY8_g58447_DN3_SP7_c0.t1
OG0000986	XP_006306480.1	ESY7_g18936_DN2_SP0_c0.t1
OG0000987	XP_006281622.1, XP_006285474.1	ESY13_g56616_DN2_SP4_c0.t1
OG0000988	XP_006286005.1	ESY6_g50687_DN3_SP0_c0.t1
OG0000989	XP_006294641.1	ESY12_g51185_DN3_SP8_c0.t1
OG0000990	XP_023632543.1	ESY6_g49545_DN1_SP0_c0.t1
OG0000992	XP_023636634.1	ESY7_g18448_DN3_SP0_c0.t1
OG0000992	XP_023636635.1	ESY7_g18449_DN2_SP0_c0.t1, ESY7_g18452_DN3_SP0_c0.t1
OG0000993	XP_006298898.1	ESY3_g30928_DN3_SP6_c0.t1
OG0000994	XP_006302834.1	ESY2_g36607_DN3_SP1_c0.t1
OG0000995	XP_006305642.2	ESY2_g34482_DN3_SP1_c0.t1
OG0000995	XP_006302859.1	ESY2_g34481_DN3_SP3_c0.t1
OG0000997	XP_006302111.1, XP_006297373.2	ESY2_g34440_DN3_SP0_c0.t1
OG0000997	XP_006307134.1	ESY5_g1189_DN3_SP8_c0.t1
OG0000998	XP_006299789.2	ESY11_g54116_DN1_SP0_c0.t1, ESY11_g54129_DN3_SP0_c0.t1
OG0000998	XP_023635352.1	ESY4_g26111_DN2_SP0_c0.t1
OG0001000	XP_006295234.1, XP_023638695.1	ESY1_g10411_DN3_SP7_c0.t1
OG0001001	XP_006296027.1	ESY9_g44367_DN3_SP1_c0.t1
OG0001001	XP_006291235.2	ESY1_g10494_DN3_SP4_c0.t1
OG0001002	XP_006297743.1	ESY3_g28661_DN3_SP0_c0.t1
OG0001002	XP_006286054.2	ESY22_g40700_DN3_SP0_c0.t1
OG0001003	XP_006285157.1	ESY8_g61301_DN3_SP0_c0.t1
OG0001003	XP_006286127.2	ESY2_g34326_DN3_SP6_c0.t1
OG0001004	XP_006279995.1	ESY2_g35005_DN3_SP0_c0.t1
OG0001004	XP_006280000.1	ESY7_g19575_DN3_SP0_c0.t1
OG0001005	XP_006281036.1	ESY10_g14989_DN3_SP0_c0.t1
OG0001005	XP_006284352.2	ESY9_g42521_DN3_SP8_c0.t1
OG0001007	XP_006284072.1	ESY9_g43425_DN3_SP8_c0.t1
OG0001007	XP_006289871.1	ESY7_g16512_DN3_SP8_c0.t1
OG0001008	XP_006291365.1, XP_006291436.1, XP_006284056.1	ESY6_g49751_DN3_SP0_c0.t1
OG0001009	XP_006291113.1, XP_006295997.1	ESY9_g45561_DN3_SP0_c16.t1
OG0001010	XP_006284736.1	ESY4_g24341_DN3_SP7_c0.t1
OG0001010	XP_006299812.1	ESY11_g54687_DN3_SP7_c0.t1
OG0001011	XP_006289570.1	ESY10_g15362_DN3_SP0_c0.t1
OG0001011	XP_006299234.1	ESY3_g31628_DN3_SP0_c0.t1, ESY4_g24827_DN3_SP0_c0.t1
OG0001012	XP_006282851.1	ESY16_g62115_DN3_SP0_c0.t1
OG0001012	XP_023635667.1	ESY6_g47563_DN3_SP0_c0.t1
OG0001013	XP_023636796.1	ESY7_g16919_DN3_SP0_c0.t1
OG0001013	XP_006297810.1	ESY3_g31574_DN3_SP8_c0.t1
OG0001014	XP_023634241.1, XP_023635002.1, XP_023638698.1	ESY2_g33865_DN3_SP0_c8.t1
OG0001015	XP_023641475.1	ESY11_g54727_DN3_SP0_c16.t1, ESY11_g54728_DN3_SP0_c15.t1, ESY11_g54726_DN3_SP7_c9.t1
OG0001015	XP_006296906.1	ESY11_g54730_DN3_SP0_c15.t1
OG0001016	XP_023633143.1, XP_023633142.1	ESY5_g3265_DN3_SP6_c0.t1, ESY5_g3266_DN3_SP6_c0.t1
OG0001016	XP_023643750.1	ESY2_g34211_DN3_SP1_c0.t1
OG0001017	XP_006306980.2, XP_006302022.1, XP_023640625.1	ESY2_g35604_DN3_SP2_c0.t1
OG0001018	XP_006285687.1, XP_006285097.1	ESY4_g25465_DN3_SP0_c0.t1
OG0001018	XP_006286010.1	ESY4_g25447_DN2_SP0_c0.t1, ESY4_g25451_DN2_SP0_c0.t1, ESY4_g25468_DN3_SP0_c0.t1, ESY4_g25466_DN3_SP0_c0.t1
OG0001019	XP_006295437.1, XP_006279111.1, XP_006291233.1	ESY11_g54639_DN3_SP0_c0.t1, ESY3_g31770_DN1_SP0_c0.t1
OG0001021	XP_006281738.1, XP_006299230.1, XP_006281152.2	ESY7_g16472_DN3_SP0_c100.t1
OG0001030	XP_023636147.1	ESY19_g41933_DN3_SP0_c0.t1
OG0001031	XP_006287272.1	ESY7_g18232_DN3_SP0_c0.t1
OG0001031	XP_006287274.1	ESY8_g58759_DN3_SP0_c0.t1
OG0001032	XP_006288623.1, XP_023636918.1	ESY6_g49977_DN2_SP0_c0.t1
OG0001033	XP_006294181.1	ESY8_g58690_DN3_SP0_c19.t1, ESY8_g58688_DN3_SP0_c19.t1
OG0001033	XP_006294185.1	ESY8_g58692_DN3_SP0_c19.t1, ESY8_g58691_DN3_SP0_c20.t1
OG0001034	XP_023640447.1	ESY20_g13341_DN3_SP0_c0.t1
OG0001034	XP_006304851.1	ESY5_g4847_DN3_SP5_c0.t1
OG0001035	XP_006300379.1	ESY8_g59861_DN3_SP1_c0.t1, ESY8_g59862_DN3_SP7_c0.t1
OG0001037	XP_006293363.1	ESY8_g59656_DN2_SP0_c0.t1
OG0001037	XP_006293777.1	ESY11_g54982_DN3_SP0_c0.t1
OG0001038	XP_023638846.1	ESY1_g11026_DN3_SP0_c0.t1, ESY1_g11018_DN3_SP0_c0.t1
OG0001038	XP_006292798.1	ESY21_g55249_DN3_SP0_c0.t1
OG0001039	XP_006290055.2, XP_006287518.1	ESY6_g50101_DN3_SP0_c0.t1
OG0001040	XP_023642840.1, XP_006293698.1, XP_006293731.1	ESY8_g59772_DN3_SP0_c0.t1
OG0001041	XP_006281964.1, XP_006281466.2, XP_023637065.1	ESY6_g48218_DN3_SP0_c0.t1
OG0001041	XP_006282198.2	ESY6_g48219_DN3_SP0_c0.t1, ESY2_g33715_DN1_SP0_c37.t1
OG0001042	XP_006290259.2	ESY7_g19325_DN3_SP0_c0.t1
OG0001042	XP_006279971.1	ESY24_g33221_DN3_SP8_c0.t1
OG0001044	XP_006299831.1	ESY3_g31098_DN2_SP0_c0.t1
OG0001044	XP_006289848.1	ESY7_g19094_DN3_SP0_c0.t1
OG0001045	XP_006302119.2, XP_006307302.1	ESY5_g2397_DN3_SP6_c4.t1
OG0001046	XP_023645685.1	ESY5_g2558_DN3_SP0_c0.t1
OG0001046	XP_023643472.1	ESY2_g34717_DN3_SP0_c0.t1
OG0001047	XP_006304096.1	ESY5_g3998_DN3_SP8_c0.t1
OG0001047	XP_006302678.1	ESY2_g36086_DN3_SP8_c0.t1
OG0001048	XP_006295443.1	ESY9_g43288_DN3_SP0_c36.t1, ESY8_g59038_DN3_SP0_c0.t1, ESY8_g59024_DN3_SP0_c0.t1, ESY16_g62520_DN3_SP0_c0.t1, ESY16_g62522_DN3_SP0_c0.t1
OG0001049	XP_006307084.1	ESY2_g36189_DN3_SP0_c16.t1
OG0001049	XP_006297279.1	ESY2_g33517_DN1_SP0_c0.t1, ESY1_g6784_DN1_SP0_c0.t1, ESY1_g8542_DN2_SP0_c0.t1, ESY3_g30384_DN2_SP0_c21.t1
OG0001050	XP_023637720.1, XP_006295898.1	ESY15_g65465_DN3_SP0_c0.t1
OG0001051	XP_006281937.1, XP_006281655.1, XP_006281870.2, XP_006279860.2, XP_006281341.2, XP_023634803.1	ESY2_g35974_DN3_SP0_c0.t1
OG0001051	XP_006281954.1	ESY8_g60048_DN3_SP0_c0.t1, ESY8_g60046_DN3_SP0_c0.t1
OG0001052	XP_006284941.1	ESY9_g42700_DN3_SP6_c0.t1
OG0001053	XP_006298673.1, XP_006305705.1	ESY2_g37023_DN3_SP7_c0.t1, ESY2_g37026_DN3_SP0_c0.t1
OG0001054	XP_006298365.1	ESY11_g53891_DN3_SP0_c0.t1
OG0001054	XP_006284366.1	ESY4_g25490_DN3_SP0_c0.t1
OG0001055	XP_006306234.1, XP_006306422.1, XP_006299485.1	ESY1_g11479_DN3_SP0_c4.t1
OG0001056	XP_006291698.1	ESY1_g10740_DN3_SP8_c0.t1, ESY1_g10741_DN3_SP0_c0.t1, ESY11_g54195_DN3_SP0_c0.t1, ESY4_g25716_DN3_SP0_c0.t1
OG0001056	XP_006294843.1	ESY9_g45574_DN3_SP8_c0.t1
OG0001058	XP_006284740.1, XP_006281303.1	ESY16_g62325_DN3_SP7_c0.t1
OG0001058	XP_023642062.1	ESY11_g54556_DN3_SP5_c0.t1, ESY11_g54914_DN3_SP3_c0.t1
OG0001059	XP_006294898.2	ESY9_g44787_DN3_SP7_c0.t1
OG0001059	XP_006298557.1	ESY3_g31296_DN3_SP8_c0.t1
OG0001060	XP_006298231.1	ESY3_g31939_DN3_SP2_c0.t1
OG0001060	XP_006302619.1	ESY2_g35805_DN3_SP7_c0.t1
OG0001061	XP_006296568.2, XP_006296573.2, XP_006295398.1, XP_023642507.1	ESY3_g31627_DN3_SP0_c0.t1, ESY11_g54692_DN3_SP0_c0.t1
OG0001062	XP_023641321.1	ESY3_g29821_DN1_SP0_c0.t1
OG0001063	XP_006297593.1, XP_006280385.1, XP_023642025.1, XP_006297568.1, XP_023638377.1, XP_006298967.2	ESY7_g18107_DN3_SP0_c0.t1
OG0001064	XP_023643848.1, XP_006302744.1, XP_006302766.1	ESY2_g35242_DN3_SP2_c0.t1, ESY7_g17803_DN3_SP1_c0.t1
OG0001065	XP_006287814.1	ESY20_g13358_DN1_SP0_c0.t1
OG0001065	XP_006295696.1	ESY12_g51918_DN3_SP0_c0.t1
OG0001066	XP_006304041.1	ESY5_g2757_DN3_SP0_c0.t1
OG0001066	XP_023645921.1	ESY5_g2752_DN3_SP0_c0.t1, ESY5_g2756_DN3_SP0_c0.t1
OG0001067	XP_006305958.1	ESY5_g2089_DN3_SP0_c0.t1
OG0001069	XP_006300409.1	ESY2_g33799_DN3_SP0_c0.t1
OG0001069	XP_006301036.1	ESY2_g33800_DN3_SP0_c0.t1, ESY2_g33798_DN3_SP1_c0.t1
OG0001071	XP_006306107.1, XP_006306489.1, XP_006303349.1	ESY2_g37738_DN3_SP0_c0.t1, ESY2_g37737_DN3_SP0_c0.t1
OG0001076	XP_006301470.2, XP_023636904.1	ESY7_g17094_DN2_SP0_c0.t1
OG0001078	XP_023636649.1	ESY8_g58324_DN3_SP0_c0.t1
OG0001078	XP_006289716.1	ESY8_g58321_DN3_SP0_c0.t1
OG0001079	XP_006290657.1	ESY1_g10935_DN3_SP0_c0.t1, ESY1_g10930_DN3_SP0_c0.t1
OG0001079	XP_006286531.1	ESY1_g10934_DN1_SP0_c0.t1
OG0001080	XP_006286013.1, XP_006283666.1, XP_006285888.1	ESY4_g26688_DN3_SP0_c0.t1
OG0001080	XP_006283659.1	ESY2_g38809_DN3_SP0_c0.t1
OG0001081	XP_006302946.1	ESY2_g36067_DN3_SP0_c0.t1
OG0001082	XP_023642032.1, XP_006303179.2, XP_023638534.1	ESY3_g31978_DN3_SP0_c0.t1
OG0001082	XP_006291527.1	ESY3_g30786_DN3_SP1_c0.t1
OG0001085	XP_006285388.1	ESY9_g42722_DN2_SP0_c16.t1
OG0001085	XP_006300268.2	ESY1_g11646_DN3_SP0_c5.t1
OG0001085	XP_006282938.2	ESY3_g27949_DN3_SP0_c18.t1
OG0001086	XP_006283635.1	ESY27_g13467_DN3_SP8_c0.t1
OG0001086	XP_006297468.2	ESY3_g28258_DN3_SP8_c0.t1
OG0001087	XP_006285658.2	ESY2_g38497_DN1_SP0_c0.t1
OG0001087	XP_006302739.1, XP_006298197.1	ESY3_g29902_DN2_SP0_c0.t1
OG0001088	XP_006296304.2, XP_006295970.1	ESY8_g59598_DN3_SP0_c17.t1, ESY12_g51562_DN3_SP0_c17.t1
OG0001089	XP_006285394.1	ESY8_g60446_DN2_SP0_c0.t1
OG0001089	XP_006292778.2	ESY7_g18079_DN3_SP0_c0.t1
OG0001090	XP_006290672.1, XP_023637777.1, XP_006290677.1	ESY10_g13820_DN3_SP0_c25.t1, ESY10_g13889_DN3_SP0_c0.t1
OG0001091	XP_006305575.1	ESY16_g61752_DN3_SP0_c39.t1
OG0001092	XP_023643846.1	ESY7_g16751_DN3_SP0_c32.t1
OG0001094	XP_006298659.1	ESY3_g30618_DN3_SP0_c0.t1, ESY3_g30617_DN3_SP5_c0.t1
OG0001094	XP_006305690.1	ESY2_g37041_DN3_SP8_c0.t1
OG0001095	XP_023635674.1	ESY9_g42612_DN2_SP0_c35.t1
OG0001095	XP_006284920.1	ESY9_g42613_DN2_SP0_c32.t1
OG0001097	XP_023639267.1, XP_023639263.1	ESY4_g24926_DN3_SP0_c0.t1, ESY1_g11099_DN3_SP2_c12.t1, ESY1_g11237_DN3_SP0_c15.t1
OG0001098	XP_006294745.1	ESY9_g44769_DN3_SP2_c0.t1
OG0001098	XP_006291486.1	ESY1_g11107_DN3_SP5_c0.t1
OG0001099	XP_006299531.1	ESY6_g50686_DN3_SP0_c0.t1, ESY6_g48090_DN3_SP0_c0.t1
OG0001099	XP_006297170.1	ESY3_g27917_DN3_SP6_c0.t1
OG0001101	XP_023640925.1	ESY3_g30767_DN1_SP0_c0.t1, ESY12_g50880_DN1_SP0_c0.t1, ESY12_g50985_DN2_SP0_c0.t1
OG0001101	XP_023640811.1	ESY12_g51942_DN1_SP0_c0.t1, ESY12_g51020_DN2_SP0_c0.t1
OG0001102	XP_023635922.1, XP_006287657.1, XP_023637512.1	ESY5_g4707_DN3_SP0_c0.t1
OG0001103	XP_006289925.1	ESY10_g15371_DN3_SP8_c0.t1
OG0001103	XP_006299606.1	ESY3_g31631_DN3_SP8_c0.t1
OG0001104	XP_006300056.2	ESY6_g50265_DN2_SP0_c0.t1, ESY6_g50169_DN3_SP0_c0.t1, ESY6_g49695_DN2_SP0_c0.t1, ESY3_g31812_DN2_SP0_c0.t1, ESY5_g4751_DN3_SP0_c0.t1, ESY3_g31839_DN2_SP0_c0.t1
OG0001104	XP_023642694.1	ESY3_g31896_DN2_SP0_c0.t1, ESY3_g31893_DN2_SP0_c0.t1, ESY3_g31897_DN2_SP0_c0.t1
OG0001105	XP_006297037.1	ESY3_g31508_DN3_SP1_c6.t1
OG0001105	XP_023642157.1, XP_006300006.2	ESY3_g31501_DN3_SP0_c6.t1, ESY3_g31506_DN3_SP0_c6.t1, ESY3_g31503_DN3_SP0_c12.t1, ESY3_g31502_DN3_SP0_c12.t1, ESY3_g31499_DN3_SP0_c6.t1, ESY3_g31500_DN3_SP0_c7.t1, ESY3_g31498_DN3_SP0_c1.t1, ESY3_g31497_DN3_SP1_c3.t1, ESY3_g31505_DN3_SP0_c0.t1
OG0001106	XP_023641095.1, XP_023641098.1	ESY3_g31102_DN3_SP0_c0.t1, ESY3_g31099_DN3_SP4_c0.t1
OG0001107	XP_006306519.1	ESY2_g37865_DN3_SP0_c0.t1
OG0001107	XP_006297119.1	ESY8_g58606_DN3_SP0_c0.t1
OG0001109	XP_006291991.1, XP_006304281.1	ESY5_g2864_DN3_SP0_c44.t1
OG0001111	XP_006303709.1	ESY2_g38038_DN3_SP0_c0.t1
OG0001111	XP_006298905.1	ESY3_g29790_DN3_SP0_c0.t1
OG0001112	XP_006284528.1	ESY9_g42418_DN3_SP8_c0.t1
OG0001112	XP_006299694.1	ESY4_g25727_DN3_SP0_c0.t1
OG0001112	XP_006284526.1	ESY4_g26045_DN3_SP8_c0.t1
OG0001113	XP_006299119.2	ESY3_g32234_DN2_SP0_c0.t1
OG0001114	XP_023644227.1, XP_023633340.1, XP_023644217.1, XP_023639608.1, XP_023641926.1	ESY4_g22047_DN1_SP0_c0.t1
OG0001115	XP_006292962.1, XP_006282035.1	ESY7_g16771_DN2_SP0_c0.t1
OG0001116	XP_006282184.1, XP_006281765.1, XP_023645204.1, XP_006281873.1	ESY4_g25704_DN3_SP0_c98.t1, ESY4_g25705_DN3_SP0_c98.t1
OG0001120	XP_006293566.1	ESY20_g13331_DN3_SP0_c4.t1
OG0001120	XP_006294673.1	ESY20_g13330_DN3_SP0_c34.t1, ESY8_g58530_DN3_SP0_c38.t1
OG0001121	XP_006288427.1, XP_006288428.1	ESY7_g17755_DN3_SP1_c0.t1, ESY7_g17754_DN1_SP7_c0.t1
OG0001123	XP_006288536.1	ESY7_g18037_DN3_SP8_c0.t1
OG0001123	XP_006280992.1	ESY6_g50500_DN3_SP8_c0.t1
OG0001124	XP_023639500.1, XP_006293626.1, XP_006295787.1, XP_023636994.1	ESY8_g58818_DN3_SP0_c0.t1, ESY8_g58816_DN3_SP1_c0.t1, ESY8_g58814_DN3_SP6_c0.t1
OG0001125	XP_023639452.1, XP_023639515.1	ESY20_g12761_DN2_SP0_c0.t1, ESY7_g17873_DN2_SP0_c0.t1, ESY7_g17874_DN3_SP0_c0.t1, ESY1_g10855_DN3_SP0_c0.t1, ESY20_g12765_DN3_SP0_c0.t1, ESY20_g12762_DN3_SP0_c0.t1
OG0001126	XP_023632869.1, XP_023632885.1, XP_023632905.1, XP_023632739.1	ESY16_g61711_DN2_SP0_c0.t1, ESY16_g61709_DN2_SP0_c0.t1, ESY16_g61707_DN2_SP0_c0.t1, ESY16_g61706_DN2_SP0_c0.t1, ESY16_g61710_DN2_SP0_c0.t1, ESY16_g61708_DN2_SP0_c0.t1, ESY4_g25013_DN1_SP0_c0.t1
OG0001127	XP_023644906.1, XP_023644901.1, XP_023644907.1	ESY3_g31023_DN3_SP0_c0.t1, ESY5_g4729_DN3_SP0_c0.t1, ESY5_g4478_DN3_SP1_c0.t1
OG0001128	XP_006302944.1	ESY2_g34478_DN3_SP0_c0.t1
OG0001129	XP_006303624.1	ESY16_g61910_DN3_SP0_c0.t1
OG0001129	XP_006295691.1	ESY16_g61933_DN3_SP0_c0.t1, ESY16_g61932_DN1_SP0_c0.t1
OG0001130	XP_006287876.1, XP_006302336.1	ESY6_g49863_DN3_SP8_c0.t1
OG0001131	XP_006284825.1, XP_006281365.1	ESY6_g47990_DN3_SP3_c0.t1, ESY97_g19682_DN3_SP1_c0.t1, ESY16_g62392_DN3_SP8_c0.t1
OG0001132	XP_023641398.1	ESY3_g31111_DN3_SP8_c0.t1
OG0001132	XP_023636388.1	ESY7_g19074_DN3_SP1_c0.t1
OG0001133	XP_006289048.1	ESY7_g19221_DN3_SP0_c0.t1
OG0001134	XP_023641150.1	ESY3_g30993_DN3_SP7_c0.t1
OG0001134	XP_023636164.1	ESY3_g30992_DN3_SP0_c0.t1, ESY7_g19354_DN3_SP8_c0.t1
OG0001136	XP_006283231.1	ESY8_g60034_DN3_SP8_c0.t1
OG0001136	XP_006290701.1	ESY2_g35323_DN2_SP0_c0.t1
OG0001137	XP_006292310.2	ESY3_g31395_DN2_SP0_c0.t1
OG0001137	XP_006300681.2	ESY2_g36651_DN3_SP6_c0.t1
OG0001138	XP_023643910.1	ESY2_g36757_DN3_SP0_c25.t1
OG0001138	XP_006300730.1	ESY2_g36678_DN2_SP0_c0.t1
OG0001139	XP_006302954.1	ESY2_g36826_DN3_SP4_c0.t1
OG0001139	XP_006303394.1	ESY5_g4394_DN3_SP8_c0.t1
OG0001140	XP_006301690.1	ESY2_g34705_DN3_SP0_c0.t1
OG0001140	XP_006301226.1	ESY2_g34706_DN3_SP0_c0.t1
OG0001141	XP_006290880.1	ESY10_g14456_DN3_SP0_c14.t1
OG0001141	XP_006307394.2	ESY5_g2823_DN3_SP1_c0.t1
OG0001142	XP_006304266.1	ESY5_g2131_DN3_SP0_c0.t1
OG0001142	XP_006301188.1	ESY2_g35607_DN1_SP0_c0.t1
OG0001144	XP_023645939.1	ESY2_g36297_DN3_SP8_c0.t1
OG0001144	XP_006298592.1	ESY3_g30216_DN3_SP8_c0.t1, ESY8_g58489_DN3_SP0_c0.t1
OG0001145	XP_006300331.1, XP_006304270.1	ESY2_g35902_DN3_SP8_c0.t1
OG0001148	XP_006292775.1	ESY2_g35157_DN3_SP8_c0.t1
OG0001149	XP_006284743.1, XP_023634670.1	ESY10_g15082_DN3_SP7_c0.t1
OG0001150	XP_006291551.1	ESY1_g12333_DN3_SP0_c0.t1
OG0001150	XP_006294723.1	ESY12_g51718_DN3_SP0_c0.t1
OG0001151	XP_006294533.1	ESY12_g51938_DN3_SP0_c0.t1
OG0001151	XP_006291511.1	ESY1_g12117_DN3_SP0_c0.t1
OG0001152	XP_006292105.2, XP_006295372.1	ESY1_g11196_DN2_SP7_c0.t1
OG0001153	XP_006292679.1	ESY1_g10540_DN3_SP0_c0.t1
OG0001153	XP_006293844.1	ESY12_g50941_DN3_SP0_c12.t1
OG0001154	XP_006305649.1	ESY8_g59820_DN3_SP6_c0.t1
OG0001154	XP_006284572.1	ESY4_g26797_DN3_SP8_c0.t1
OG0001156	XP_006298797.1	ESY3_g31909_DN3_SP6_c13.t1
OG0001156	XP_006286591.2	ESY10_g15714_DN3_SP3_c0.t1
OG0001157	XP_006293869.1	ESY12_g51625_DN3_SP0_c0.t1
OG0001157	XP_006293871.1	ESY12_g51632_DN3_SP0_c0.t1
OG0001158	XP_006292716.1	ESY3_g32336_DN3_SP0_c0.t1
OG0001160	XP_006287189.1	ESY7_g17070_DN3_SP8_c0.t1
OG0001160	XP_006297091.1	ESY3_g32155_DN3_SP8_c0.t1
OG0001161	XP_006305287.1	ESY5_g2639_DN3_SP8_c0.t1
OG0001161	XP_023641458.1	ESY3_g32098_DN3_SP3_c0.t1
OG0001162	XP_023645485.1	ESY5_g3784_DN3_SP3_c0.t1
OG0001163	XP_006307338.1	ESY5_g2771_DN3_SP0_c0.t1
OG0001163	XP_006307363.1	ESY5_g2774_DN3_SP0_c0.t1
OG0001164	XP_023643591.1	ESY2_g34591_DN3_SP1_c0.t1
OG0001164	XP_006307595.1	ESY5_g2378_DN3_SP6_c0.t1
OG0001166	XP_006299714.1	ESY3_g29693_DN2_SP0_c0.t1
OG0001166	XP_006304814.1	ESY2_g37932_DN3_SP0_c0.t1, ESY2_g37930_DN2_SP0_c0.t1
OG0001167	XP_023634827.1, XP_006284931.1, XP_006286071.1, XP_006282782.1	ESY8_g59725_DN3_SP0_c0.t1, ESY8_g59726_DN3_SP0_c0.t1
OG0001168	XP_006283828.1	ESY4_g25570_DN3_SP8_c0.t1
OG0001170	XP_023637269.1	ESY7_g19402_DN3_SP0_c0.t1, ESY7_g19403_DN3_SP0_c0.t1
OG0001170	XP_006288353.1	ESY18_g63697_DN3_SP0_c0.t1
OG0001174	XP_006287663.1	ESY18_g63088_DN3_SP5_c0.t1
OG0001174	XP_006286135.1	ESY26_g42345_DN3_SP8_c0.t1
OG0001175	XP_006288512.1	ESY7_g17404_DN3_SP8_c0.t1
OG0001175	XP_006298399.1	ESY3_g32501_DN3_SP8_c0.t1
OG0001176	XP_006297456.1	ESY3_g32516_DN3_SP8_c0.t1
OG0001176	XP_023636384.1	ESY7_g17411_DN3_SP8_c0.t1
OG0001177	XP_006289327.1	ESY7_g18316_DN3_SP7_c0.t1
OG0001177	XP_006289743.1	ESY6_g49869_DN3_SP7_c10.t1
OG0001178	XP_006288924.1	ESY7_g17939_DN3_SP0_c0.t1
OG0001178	XP_006281334.1	ESY6_g50604_DN3_SP6_c0.t1
OG0001179	XP_023637368.1	ESY6_g50661_DN3_SP7_c0.t1
OG0001179	XP_023640745.1	ESY7_g17897_DN3_SP2_c0.t1
OG0001180	XP_006293974.1, XP_006289200.2, XP_006296207.2	ESY1_g11257_DN3_SP0_c18.t1, ESY8_g58413_DN3_SP0_c0.t1
OG0001181	XP_006299253.2	ESY1_g9450_DN3_SP0_c0.t1
OG0001182	XP_006302934.1	ESY2_g36042_DN3_SP8_c0.t1
OG0001184	XP_006294716.2	ESY9_g43934_DN3_SP8_c0.t1
OG0001184	XP_006305269.1	ESY16_g61813_DN3_SP8_c0.t1
OG0001185	XP_006280412.1	ESY6_g50448_DN3_SP8_c0.t1
OG0001185	XP_006293030.1	ESY1_g9741_DN3_SP6_c0.t1
OG0001186	XP_006288378.1	ESY6_g50149_DN3_SP8_c0.t1
OG0001186	XP_006291603.1	ESY1_g9286_DN3_SP8_c0.t1
OG0001187	XP_023635372.1, XP_023637687.1	ESY3_g32014_DN3_SP0_c0.t1
OG0001188	XP_006293526.1	ESY2_g34225_DN2_SP0_c0.t1
OG0001188	XP_006289745.2, XP_006300013.1	ESY2_g33887_DN2_SP0_c0.t1
OG0001189	XP_006287335.1, XP_006301879.1, XP_023645967.1	ESY6_g49852_DN3_SP0_c0.t1
OG0001190	XP_006283844.1	ESY16_g62161_DN3_SP7_c0.t1
OG0001190	XP_006280563.1	ESY16_g62162_DN3_SP0_c0.t1, ESY6_g47611_DN3_SP3_c0.t1
OG0001191	XP_006280681.1	ESY6_g47559_DN3_SP8_c0.t1
OG0001192	XP_006302110.1	ESY2_g34781_DN3_SP8_c21.t1
OG0001192	XP_023645849.1	ESY10_g14293_DN3_SP0_c0.t1
OG0001193	XP_006307187.2	ESY2_g36418_DN3_SP6_c0.t1
OG0001193	XP_006297501.1	ESY2_g34574_DN3_SP0_c0.t1, ESY3_g30122_DN3_SP5_c0.t1
OG0001194	XP_006302076.1, XP_006307129.1	ESY2_g35000_DN3_SP7_c0.t1
OG0001195	XP_006291684.1, XP_006291597.1, XP_006296728.1	ESY2_g33842_DN2_SP8_c0.t1, ESY2_g33844_DN3_SP0_c0.t1, ESY2_g33841_DN2_SP0_c0.t1
OG0001196	XP_023638407.1, XP_006291900.1	ESY10_g13775_DN2_SP0_c0.t1
OG0001196	XP_006284573.1	ESY8_g60167_DN3_SP0_c0.t1
OG0001197	XP_023641970.1	ESY3_g30144_DN3_SP0_c19.t1, ESY3_g28945_DN2_SP0_c21.t1
