Orthogroup	Capsella_rubella	Camelina_sativa
OG0003673	XP_006287859.1	XP_010454419.1, XP_010493218.1
OG0003673	XP_006293345.2, XP_006293225.1	XP_010425835.1, XP_010503047.2, XP_010412486.1
OG0003674	XP_006291857.1	XP_010514763.1, XP_010503078.1, XP_010425840.1
OG0003674	XP_006288666.1	XP_010421009.1, XP_010493295.1, XP_010454483.1
OG0003675	XP_006281387.1	XP_010483688.1, XP_019088028.1, XP_019088029.1, XP_010456411.1
OG0003676	XP_006301506.1	XP_010416409.1, XP_010471641.1
OG0003676	XP_006281086.1	XP_010443794.1, XP_010483649.1, XP_010455858.1
OG0003677	XP_006293451.1	XP_019100782.1
OG0003677	XP_006293348.2, XP_006296448.2, XP_023640399.1	XP_010509781.1
OG0003678	XP_006286182.1	XP_010438767.1, XP_010448281.1
OG0003679	XP_006279654.1	XP_019087203.1, XP_010483007.1, XP_010449871.1
OG0003680	XP_006292108.1	XP_010426472.1, XP_010515308.1, XP_010503616.1
OG0003681	XP_006292579.1	XP_010515186.1, XP_010503505.1, XP_010426363.1, XP_010515187.1, XP_010426365.1, XP_010426364.1, XP_010503510.1
OG0003681	XP_006292986.1	XP_019099688.1, XP_010515188.2
OG0003682	XP_023636335.1	XP_010495119.1
OG0003682	XP_006287064.1	XP_010429608.1, XP_010422597.1
OG0003683	XP_006286466.1	XP_010490583.1, XP_010452002.1, XP_010423938.1
OG0003683	XP_023637159.1	XP_010423941.1
OG0003684	XP_006292662.1	XP_010425527.1, XP_010502760.1, XP_010514459.1
OG0003685	XP_006292012.1	XP_010457989.1
OG0003686	XP_006283423.1	XP_010446926.1, XP_010445748.2
OG0003688	XP_006281491.1, XP_006302054.1	XP_010472922.1, XP_010417703.1, XP_010429950.1
OG0003689	XP_023643569.1, XP_006302980.1	XP_010472914.1, XP_010417698.1, XP_010429945.1
OG0003690	XP_023644333.1	XP_010416740.1
OG0003690	XP_023644332.1	XP_010474385.1
OG0003691	XP_023643666.1	XP_010416364.1, XP_010471604.1, XP_010428509.1, XP_010416366.1, XP_010471607.1
OG0003692	XP_006306222.1	XP_010480170.1, XP_010501237.1, XP_010501240.1, XP_010480169.1
OG0003693	XP_006304799.1	XP_010462176.1, XP_010462174.1, XP_010479856.1
OG0003693	XP_006299155.1	XP_010502751.1, XP_010465482.1, XP_010487351.1
OG0003694	XP_006281099.1	XP_010441706.1, XP_010482331.1, XP_010446000.1
OG0003695	XP_006284585.1	XP_010449916.1, XP_010434939.1, XP_010440273.1
OG0003695	XP_006285126.1	XP_010440274.1, XP_010434940.1, XP_010449918.1
OG0003696	XP_006284238.1	XP_010438443.1, XP_010447970.1
OG0003696	XP_006298188.1	XP_010415592.1, XP_010489023.1, XP_010467803.1
OG0003697	XP_023634450.1	XP_010438373.1, XP_010433157.1
OG0003698	XP_006284603.1	XP_019098296.1, XP_010435938.1, XP_010441144.1
OG0003699	XP_006288808.1	XP_010456219.1, XP_010422777.1, XP_010427699.1
OG0003700	XP_006281916.1	XP_010441611.1
OG0003701	XP_006297066.1, XP_023642549.1	XP_010487667.1, XP_010505803.1
OG0003702	XP_006293536.2	XP_010517939.1
OG0003703	XP_023645635.1	XP_010494558.1
OG0003703	XP_023638905.1	XP_010494562.1, XP_010481666.1
OG0003704	XP_006306404.1	XP_010461908.1, XP_010479509.1, XP_010500621.1
OG0003706	XP_006306449.1	XP_010501467.1, XP_010462709.1, XP_010476558.1
OG0003706	XP_006279174.1	XP_010437860.1, XP_010447350.1
OG0003707	XP_006307372.1	XP_010462008.1, XP_010500755.1, XP_010479669.1
OG0003708	XP_023641978.1	XP_019088476.1, XP_010468598.1, XP_019096486.1
OG0003708	XP_023644544.1	XP_019096570.1
OG0003709	XP_006296403.1	XP_010413828.1, XP_010509851.1, XP_010469445.1
OG0003709	XP_006303812.1	XP_010478983.1, XP_010500219.1, XP_010463181.1
OG0003710	XP_006295047.1	XP_010412890.1, XP_010516790.1, XP_010509551.1, XP_010505108.1
OG0003711	XP_006291931.1	XP_010504320.1, XP_010427220.1, XP_010516036.1
OG0003712	XP_023643440.1	XP_010484612.1, XP_010444767.1, XP_010465179.1
OG0003713	XP_023639219.1	XP_010512617.1, XP_010468968.1, XP_010413290.1
OG0003714	XP_006294099.1	XP_010506675.1, XP_010518339.1, XP_010507993.1
OG0003715	XP_006291973.1	XP_010469068.1, XP_010512470.1, XP_010413418.1
OG0003716	XP_006293032.1	XP_010413450.1, XP_010469040.1
OG0003717	XP_006291049.1	XP_010413742.1, XP_019101670.1, XP_010473842.1
OG0003718	XP_006292531.2	XP_019099906.1, XP_019102084.1, XP_019084891.1
OG0003719	XP_006294448.2	XP_010505663.1, XP_010508973.1, XP_010517339.1
OG0003720	XP_006286655.1	XP_010492677.1, XP_010453918.1, XP_010420445.1
OG0003720	XP_006303739.1	XP_019091098.1, XP_010501781.1, XP_010478910.1
OG0003721	XP_006307210.1	XP_010499167.1, XP_010460447.1, XP_010478005.1
OG0003722	XP_006299845.1	XP_010490228.1
OG0003722	XP_006297972.1	XP_010489555.1, XP_010467670.1, XP_010414379.1
OG0003723	XP_006291848.1	XP_010467738.1, XP_010489450.1
OG0003723	XP_006298481.2	XP_010414943.1
OG0003724	XP_006299421.1	XP_010467741.1, XP_010489452.1
OG0003725	XP_006296837.1	XP_010489457.1, XP_019092665.1, XP_019084716.1, XP_019093947.1, XP_019084721.1, XP_019095705.1
OG0003726	XP_006296037.1	XP_010438254.1, XP_010433058.1, XP_010447804.1
OG0003727	XP_006283028.1	XP_010440829.1, XP_010435555.1, XP_010450481.1
OG0003728	XP_006295944.1	XP_010429265.1
OG0003729	XP_006286428.1	XP_010493907.1, XP_010421508.1, XP_010493905.1, XP_010455000.1
OG0003730	XP_006298869.1	XP_010486010.1
OG0003730	XP_006286610.1	XP_019098400.1, XP_010493975.1, XP_010421575.1
OG0003731	XP_006293723.2	XP_010517454.1, XP_010505764.1, XP_010508874.1
OG0003732	XP_006295829.1	XP_010413057.1, XP_010507747.1, XP_010512844.1
OG0003733	XP_006291835.1, XP_006294885.2	XP_019082381.1, XP_019101192.1, XP_019100619.1, XP_019085778.1, XP_019100052.1
OG0003734	XP_006295709.2	XP_010506296.1, XP_010508357.1, XP_010517975.1
OG0003735	XP_006295375.1	XP_019100611.1, XP_019085848.1, XP_019092807.1, XP_019092809.1, XP_019097794.1, XP_019084989.1, XP_019101197.1, XP_019088936.1, XP_019082373.1
OG0003736	XP_006297172.2	XP_010438858.1, XP_010486142.1, XP_010464205.1
OG0003736	XP_023642348.1	XP_010486143.1, XP_010464206.1, XP_010438963.1
OG0003737	XP_006298214.1	XP_010486321.1, XP_010454009.1, XP_010464388.1
OG0003738	XP_006299121.1	XP_019096170.1, XP_010461208.1, XP_010464452.1
OG0003739	XP_006299043.1	XP_010465295.1, XP_010487199.1, XP_010501638.1
OG0003740	XP_006300178.1, XP_006298002.1	XP_010487253.1, XP_010501947.1, XP_010489832.1, XP_010501930.1, XP_010465346.1
OG0003742	XP_006298201.1	XP_010487725.1, XP_010506462.1, XP_010465894.1
OG0003742	XP_023640623.1	XP_019082912.1, XP_019085764.1, XP_010472197.1
OG0003743	XP_006300117.1	XP_010506995.1, XP_010507004.1, XP_010465964.1, XP_019096402.1
OG0003744	XP_023641593.1, XP_006300264.2	XP_010488757.1, XP_019084365.1, XP_010467065.1, XP_019091999.1, XP_010488196.1, XP_010510561.1
OG0003745	XP_023639003.1	XP_010515611.1, XP_010503881.1, XP_010426749.1
OG0003746	XP_006306008.1	XP_010474914.1, XP_010481613.1, XP_010474925.1
OG0003747	XP_023644962.1	XP_010475278.1, XP_010457690.1
OG0003747	XP_006307470.1	XP_010475277.1, XP_010485192.1, XP_010457662.1
OG0003749	XP_006303475.1	XP_019099026.1, XP_010459138.1, XP_010476701.1
OG0003750	XP_023645432.1	XP_010459251.1, XP_010498033.1, XP_010476829.1
OG0003751	XP_006306075.1	XP_019090804.1, XP_010498076.1
OG0003752	XP_006300432.2	XP_010427953.1, XP_010471141.1, XP_010415834.1
OG0003753	XP_006301600.2, XP_006300554.2	XP_010427851.1, XP_010415752.1, XP_010471067.1
OG0003754	XP_006298591.1	XP_010412994.1, XP_010435344.1, XP_010488802.1, XP_010467131.1
OG0003754	XP_006282706.1	XP_010450361.1, XP_010440700.1, XP_010435424.1
OG0003755	XP_006302691.1	XP_010430589.1, XP_010418516.1
OG0003756	XP_006283383.1	XP_010434247.1, XP_010439536.1
OG0003757	XP_006305666.2	XP_010479228.1, XP_010461617.1, XP_010500325.1
OG0003758	XP_006291107.2	XP_010425553.1, XP_010514485.1, XP_010502782.1
OG0003759	XP_006304086.1	XP_010500474.1, XP_010479365.1, XP_010461769.1
OG0003760	XP_023633972.1	XP_010446363.1, XP_010436949.1, XP_010431792.1
OG0003760	XP_023642042.1	XP_010466863.1, XP_019096775.1
OG0003760	XP_006299765.1	XP_010466864.1
OG0003761	XP_006285574.2	XP_010431937.1, XP_010454871.1, XP_010437079.1, XP_010446515.1
OG0003762	XP_006284443.1	XP_010446523.1, XP_010446522.1, XP_010431943.1, XP_010444898.2
OG0003763	XP_006284177.1	XP_010431997.1, XP_010446565.1, XP_010437145.1
OG0003764	XP_006285783.1	XP_010437324.1, XP_010432154.1, XP_010446766.1
OG0003765	XP_023634386.1	XP_010438821.1, XP_010433574.1, XP_010448350.1
OG0003768	XP_006284850.1	XP_010438490.1, XP_010433247.1, XP_010433248.1, XP_010448012.1
OG0003769	XP_023644949.1	XP_010460855.1, XP_010478471.1
OG0003772	XP_006300488.1	XP_010415160.1, XP_010511545.1, XP_010470489.1
OG0003772	XP_006283756.1	XP_010450513.1, XP_010440868.1, XP_010435590.1
OG0003774	XP_006295413.1	XP_010469794.1, XP_010469795.1, XP_019083042.1, XP_019101080.1, XP_010510285.1, XP_010510284.1, XP_010414214.1, XP_010469793.1
OG0003775	XP_006293488.2	XP_019099899.1, XP_019101059.1, XP_019101950.1
OG0003775	XP_023639516.1, XP_023640394.1, XP_006294900.2	XP_019101036.1
OG0003776	XP_006284782.1	XP_010434812.1, XP_010440147.1, XP_010449778.1, XP_010434811.1, XP_010440146.1, XP_010449777.1
OG0003777	XP_006282844.1, XP_023635227.1	XP_019087415.1, XP_010451487.1
OG0003777	XP_006305983.2	XP_010461788.1, XP_010481053.1
OG0003777	XP_006285022.1	XP_010451489.1, XP_010436562.1, XP_010445373.1
OG0003778	XP_006295803.2	XP_019083082.1, XP_010510245.1
OG0003778	XP_006296452.1	XP_010510243.1, XP_010469764.1, XP_010414184.1
OG0003780	XP_006285650.1	XP_010434090.1, XP_010448946.1
OG0003780	XP_006286096.1	XP_010434347.1, XP_010439635.1
OG0003780	XP_023634599.1	XP_019089440.1, XP_019086231.1, XP_019089076.1
OG0003790	XP_006287570.1	XP_010492679.1, XP_010420446.1, XP_010453919.1
OG0003791	XP_006287034.1	XP_010492673.1
OG0003792	XP_006281616.2	XP_019087630.1, XP_010485077.1
OG0003792	XP_006279212.2, XP_006301848.2, XP_006290056.2	XP_010492488.1, XP_010453763.1, XP_010420284.1
OG0003793	XP_006289957.1	XP_010495181.1, XP_010453449.1, XP_010456518.1, XP_010424084.2
OG0003794	XP_006287608.1	XP_010491938.1, XP_010453249.1, XP_010419769.1
OG0003794	XP_006303986.1	XP_010478653.1, XP_010461048.1, XP_010499775.1
OG0003795	XP_006290094.1	XP_010453108.1, XP_010422817.1, XP_010491751.1
OG0003796	XP_006287364.1	XP_010491615.1, XP_010422946.1, XP_010491616.1, XP_010422945.1
OG0003797	XP_023637471.1	XP_010423101.1, XP_010491470.1
OG0003797	XP_006288018.2	XP_010454616.1, XP_010421137.1, XP_010493460.1
OG0003798	XP_006283902.1	XP_010433719.1, XP_010448512.1, XP_010438962.1
OG0003799	XP_023640739.1	XP_010510673.1
OG0003799	XP_006294831.2	XP_019083111.1, XP_010470127.1, XP_010510674.1
OG0003800	XP_006294421.1	XP_010510273.1, XP_010414202.1
OG0003801	XP_006295291.1	XP_010510169.1, XP_010469683.1, XP_010414094.1
OG0003802	XP_006296241.1	XP_010414055.1, XP_010510121.1, XP_010469645.1
OG0003803	XP_006295121.2	XP_010509883.1, XP_010413860.1, XP_010469469.1
OG0003803	XP_006305792.2	XP_010475103.1, XP_010457490.1, XP_010483813.1
OG0003804	XP_006280230.1	XP_010443260.1, XP_010442644.1
OG0003804	XP_006283408.1	XP_010448457.1, XP_010438905.1
OG0003805	XP_006288965.1	XP_010455314.1, XP_010421821.1, XP_010436038.1
OG0003805	XP_006284842.1	XP_010450766.1, XP_019088599.1, XP_010435849.1
OG0003806	XP_006307150.1	XP_010460984.1, XP_010478908.1, XP_010499710.1
OG0003807	XP_023645356.1	XP_010499905.1, XP_019094726.1, XP_010461188.1
OG0003808	XP_006280479.1	XP_010484543.1, XP_010444687.1, XP_019094539.1
OG0003809	XP_006279598.2	XP_010460909.1, XP_010444288.1, XP_010484124.1
OG0003810	XP_006281296.1	XP_010484042.1, XP_010459914.1, XP_010444195.1
OG0003811	XP_006280123.1	XP_019093636.1, XP_010483976.1, XP_010444111.1
OG0003812	XP_006284315.1, XP_006304438.1	XP_019099506.1, XP_019091638.1, XP_019094284.1
OG0003813	XP_006289409.1	XP_010426463.1, XP_010419523.1, XP_010456333.1
OG0003813	XP_006282145.1	XP_010463234.1, XP_010444545.1, XP_010484386.1
OG0003815	XP_006286946.1	XP_019098090.1, XP_010419725.1, XP_010453198.1
OG0003816	XP_006287687.1	XP_019097154.1, XP_019084224.1, XP_010421000.1, XP_019090732.1
OG0003817	XP_006280004.1	XP_019088563.1, XP_010456679.1
OG0003818	XP_023639744.1	XP_010506838.2, XP_019082454.1, XP_019099823.1, XP_010507834.2, XP_010483360.1, XP_019095365.1, XP_010443511.1, XP_010453057.1
OG0003819	XP_023633667.1	XP_010438741.1, XP_010433491.1, XP_010448260.1
OG0003820	XP_006280213.1	XP_010482995.1, XP_010443180.1, XP_010449695.1, XP_019090660.1, XP_010430220.1, XP_010422541.1
OG0003821	XP_006280432.1	XP_010482928.1, XP_010443109.1, XP_010449000.1
OG0003822	XP_006281642.1	XP_010446768.1, XP_010443010.1, XP_010482841.1
OG0003823	XP_006286756.1	XP_010424407.1, XP_010455186.1, XP_019084709.1, XP_010423246.1, XP_010452670.1, XP_010491321.1
OG0003824	XP_006287546.1	XP_010423382.1, XP_010491162.1, XP_010452533.1
OG0003825	XP_006290832.1, XP_006291257.1	XP_010514723.1, XP_010503046.1, XP_010425820.1
OG0003826	XP_006281146.1	XP_010515111.1, XP_019100210.1, XP_010482200.1, XP_010440302.1
OG0003827	XP_023637657.1, XP_006289867.1	XP_019097764.1, XP_019089988.1
OG0003828	XP_023633916.1	XP_019089676.1, XP_010437371.1
OG0003829	XP_023633986.1	XP_010441284.1, XP_010447200.1, XP_010436855.1
OG0003830	XP_006300883.1	XP_010429753.1, XP_010417499.1, XP_010472721.1
OG0003831	XP_006301003.1	XP_010428961.1, XP_010472051.1, XP_010416819.1
OG0003832	XP_023639128.1	XP_010514163.1, XP_010425192.1
OG0003833	XP_023645889.1	XP_010462437.1, XP_019094988.1, XP_019099542.1
OG0003834	XP_006306108.2	XP_010499468.1, XP_019094474.1
OG0003834	XP_006305564.2	XP_010501112.1, XP_010480025.1, XP_010462346.1
OG0003835	XP_006290622.1	XP_010426004.1, XP_010514897.1, XP_010503185.1, XP_019093587.1, XP_010507214.1
OG0003835	XP_023638719.1	XP_019099841.1
OG0003836	XP_006290833.1	XP_010514891.1, XP_010425990.1
OG0003837	XP_023634445.1	XP_010435340.1, XP_010450242.1, XP_010440620.1
OG0003838	XP_006285994.1	XP_010440313.1, XP_010451497.1, XP_010434988.1
OG0003838	XP_006285714.1	XP_010436577.1, XP_010451498.1, XP_010451500.1
OG0003839	XP_006285101.1	XP_010434924.1, XP_019087417.1
OG0003839	XP_006284855.1	XP_019086595.1, XP_019089530.1, XP_019088172.1
OG0003840	XP_006303552.2	XP_010477032.1, XP_010459472.1, XP_010498247.1
OG0003840	XP_023643973.1	XP_010428370.2, XP_010428368.1, XP_010471496.1
OG0003841	XP_023643702.1	XP_019101636.1, XP_010415559.1, XP_019094168.1
OG0003842	XP_023643442.1	XP_010512031.1, XP_010415634.1, XP_010470975.1
OG0003843	XP_006303233.1	XP_010500623.1, XP_010461906.1, XP_010479513.1
OG0003844	XP_006297378.1	XP_010466227.1, XP_010508871.1
OG0003844	XP_006303970.1	XP_010461925.1, XP_010479536.1
OG0003845	XP_006295790.1	XP_010417245.2, XP_010417244.2, XP_019093742.1, XP_010429480.1, XP_010419323.2
OG0003846	XP_006292843.1	XP_010502910.1, XP_019102225.1
OG0003848	XP_006290398.1	XP_010503733.1, XP_010515437.1, XP_010426607.1
OG0003849	XP_006283122.1	XP_019086579.1, XP_010433871.1, XP_010448669.1, XP_010433872.1, XP_010439142.1
OG0003850	XP_006284119.1	XP_010433910.1, XP_010439177.1, XP_010448713.1
OG0003851	XP_006299705.1	XP_010487856.1, XP_010507536.1, XP_010466056.1
OG0003851	XP_023641228.1	XP_010466075.1, XP_010468286.1, XP_010487873.1, XP_019082446.1
OG0003852	XP_006296995.1	XP_010496287.1, XP_010435645.1, XP_010485390.1
OG0003852	XP_023645066.1	XP_010497964.1, XP_010476768.1
OG0003853	XP_006299271.1	XP_010413354.1, XP_019101737.1, XP_010469020.1
OG0003854	XP_006294019.1	XP_010508182.1, XP_010506469.1, XP_010518145.1
OG0003855	XP_006292066.1	XP_010512176.1, XP_010413721.1, XP_010469335.1
OG0003856	XP_023638455.1	XP_010504765.1, XP_010516462.1, XP_010427720.1
OG0003857	XP_006290358.1	XP_010516437.1, XP_010504736.1, XP_010427695.1, XP_010412831.2
OG0003857	XP_006296564.1	XP_010517726.1, XP_010506020.1
OG0003858	XP_023637841.1	XP_010516435.1, XP_010427692.1, XP_010507502.2
OG0003859	XP_006291916.1	XP_010427069.1, XP_010515917.1
OG0003860	XP_023639297.1	XP_010424917.1, XP_010502126.1, XP_010513867.1, XP_010451674.1, XP_010483182.1
OG0003861	XP_006286161.1	XP_010435361.1, XP_010496358.1, XP_010450331.1
OG0003861	XP_006299309.1	XP_010514389.1, XP_010466988.1, XP_010488671.1
OG0003862	XP_006296863.1	XP_010513389.1, XP_010488536.1, XP_010468457.1
OG0003863	XP_006300495.1	XP_010415457.1
OG0003865	XP_006295042.1	XP_010505310.1, XP_010509354.1, XP_010516997.1
OG0003866	XP_006294951.1	XP_010509417.1, XP_010505239.1, XP_010516923.1
OG0003866	XP_006279697.1	XP_010442533.1
OG0003867	XP_006293956.1	XP_010417006.1, XP_010429169.1, XP_010472236.1
OG0003868	XP_006304446.1	XP_010500136.1, XP_010479042.1, XP_010461437.1
OG0003869	XP_006306164.1	XP_010478801.1, XP_010501763.1, XP_010501761.1, XP_010501762.1
OG0003869	XP_006303802.1	XP_019098530.1, XP_010499915.1, XP_010461198.1, XP_010478800.1
OG0003870	XP_006289112.1	XP_010455402.1, XP_010437626.1, XP_010424478.1
OG0003871	XP_006302890.2	XP_010473575.1, XP_010418355.1, XP_010430427.1
OG0003872	XP_006286857.1	XP_010422097.1, XP_010455549.1, XP_010434936.1
OG0003873	XP_006299774.1	XP_019099008.1, XP_019092557.1, XP_019096773.1
OG0003873	XP_006295848.1	XP_010505134.1, XP_019101290.1
OG0003874	XP_006294618.1	XP_010506703.1, XP_010518374.1, XP_010507960.1
OG0003875	XP_006296094.1	XP_010517948.1, XP_010506261.1, XP_010508390.1
OG0003875	XP_023640213.1	XP_010508389.1
OG0003875	XP_023640212.1	XP_010508386.1, XP_019101986.1, XP_019099805.1
OG0003876	XP_023639359.1	XP_010506079.1, XP_010508562.1, XP_010517776.1
OG0003877	XP_006296268.1	XP_010413008.1, XP_010507692.1, XP_019100722.1
OG0003878	XP_006293943.1	XP_010508711.1, XP_010505929.1, XP_019082312.1
OG0003879	XP_023641725.1	XP_010504178.1, XP_010485628.1, XP_010463734.1
OG0003880	XP_023641741.1	XP_010464342.1, XP_010450404.1, XP_010486274.1
OG0003881	XP_023641602.1	XP_010464421.1, XP_010457881.1, XP_010486352.1
OG0003882	XP_006297467.1	XP_010486794.1, XP_010495666.1, XP_010464844.1
OG0003883	XP_006300067.1	XP_010516587.1, XP_010489227.1, XP_010467384.1
OG0003884	XP_006296610.2	XP_010468191.1, XP_010487405.1, XP_019092589.1, XP_019095739.1, XP_010497211.2
OG0003885	XP_006307425.1	XP_010457186.1, XP_010480751.1, XP_010474682.1
OG0003886	XP_023635284.1	XP_010446043.1, XP_010485065.1, XP_019091131.1, XP_010444156.1
OG0003887	XP_006291950.1	XP_010503970.1, XP_010426846.1, XP_010515692.1
OG0003887	XP_006295113.1	XP_010509553.1
OG0003889	XP_023633290.1	XP_010475211.1, XP_010457610.1, XP_019095006.1
OG0003890	XP_006281412.1	XP_019097853.1, XP_019095922.1
OG0003891	XP_006304417.1	XP_019091589.1, XP_010489519.1, XP_010475711.1
OG0003892	XP_006279050.2	XP_019092193.1, XP_010487100.1, XP_010418983.1
OG0003892	XP_006304854.2	XP_010475726.1, XP_010458172.1, XP_010489669.1
OG0003893	XP_006306255.1	XP_010498182.2, XP_019095079.1
OG0003893	XP_023645992.1	XP_010475773.1, XP_010458224.1
OG0003894	XP_006305580.1	XP_010490127.1, XP_010458243.1
OG0003895	XP_006304261.1	XP_010476215.1, XP_010458672.1, XP_010494181.1
OG0003896	XP_006303831.1	XP_010497368.1, XP_010459441.1, XP_010498216.1, XP_010477003.1
OG0003897	XP_006304114.1, XP_006303555.1	XP_010477066.1, XP_019091454.1, XP_010498279.1
OG0003898	XP_006304694.1	XP_010477101.1, XP_010498304.1, XP_019091386.1
OG0003898	XP_006304683.1	XP_010459551.1, XP_010477100.1
OG0003899	XP_023632535.1	XP_010494596.1
OG0003899	XP_006307229.1	XP_010498337.1, XP_010477130.1, XP_010459584.1, XP_010480540.1, XP_010459575.1
OG0003900	XP_023637184.1	XP_019089886.1, XP_010428534.1
OG0003901	XP_023642972.1	XP_010473484.1, XP_010430321.1, XP_010418257.1
OG0003902	XP_006301480.1	XP_019085723.1, XP_010473314.1, XP_019083623.1
OG0003902	XP_006301500.2	XP_010473313.2
OG0003903	XP_023643296.1	XP_010414783.1
OG0003903	XP_006300903.1	XP_010511380.1, XP_010470293.1, XP_010414781.1
OG0003905	XP_023643063.1	XP_019098088.1, XP_010441428.1, XP_010481290.1, XP_019098451.1
OG0003906	XP_006295202.1	XP_010472075.1, XP_010416840.1, XP_010428991.1
OG0003907	XP_006292995.1	XP_010503323.1, XP_010515031.1, XP_010426161.1
OG0003908	XP_023634411.1	XP_010432167.1, XP_010446779.1, XP_010437334.1
OG0003909	XP_006286163.2	XP_010447025.1, XP_010437555.1
OG0003909	XP_006283581.1	XP_010432367.1, XP_010447023.1
OG0003910	XP_006285511.1	XP_010447101.1, XP_010432431.1, XP_010437630.1
OG0003911	XP_006284565.1	XP_010432902.1, XP_010438079.1, XP_010447616.1
OG0003912	XP_006303428.1	XP_010477613.1, XP_010460113.1, XP_010498830.1
OG0003913	XP_006280840.1	XP_010482727.1, XP_010445758.1
OG0003913	XP_006284110.1	XP_010433296.1, XP_019088539.1, XP_010448067.1
OG0003914	XP_006295764.1	XP_010474439.1, XP_010431597.1, XP_019082709.1
OG0003916	XP_023644895.1	XP_010462957.1, XP_019094460.1, XP_010480311.1, XP_010501636.1
OG0003916	XP_023644334.1	XP_019093367.1
OG0003917	XP_006303433.1	XP_010500029.1, XP_010478934.1, XP_010461310.1
OG0003920	XP_006296320.1, XP_006295797.1, XP_023640360.1, XP_023640361.1, XP_006296272.1	XP_010429173.1, XP_010417012.1, XP_019093374.1
OG0003922	XP_023638206.1	XP_010514663.1, XP_010514662.1, XP_010502976.1, XP_010425750.1
