Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0004362	XP_006299156.1	XP_006406577.1
OG0004363	XP_006297888.2	XP_006406544.1
OG0004364	XP_006298327.1	XP_006406484.1
OG0004365	XP_006296792.1	XP_006406410.1
OG0004366	XP_006297579.1	XP_006406379.1
OG0004367	XP_006299654.1	XP_006406334.1
OG0004368	XP_023642655.1, XP_006300274.2, XP_006279243.2, XP_023645179.1, XP_006300263.2, XP_006279259.2, XP_006279032.1	XP_006406319.1
OG0004369	XP_006299594.2, XP_006296829.1	XP_006406295.1
OG0004370	XP_006282746.1	XP_006405837.1
OG0004372	XP_006280444.1	XP_006395223.1
OG0004373	XP_006299757.1	XP_006418839.1
OG0004374	XP_006299575.1	XP_006406061.1
OG0004375	XP_006296824.1	XP_024014954.1
OG0004376	XP_006298275.1	XP_006406232.1
OG0004377	XP_023642123.1	XP_006406240.1
OG0004378	XP_006298243.1	XP_006406241.1
OG0004379	XP_006299130.1	XP_006406268.1, XP_006406267.1
OG0004380	XP_023643822.1	XP_006391568.1
OG0004381	XP_006288468.1	XP_006400417.1
OG0004382	XP_023639129.1	XP_006403894.1
OG0004383	XP_006290584.1	XP_006403905.1
OG0004384	XP_006305170.1	XP_006418358.1
OG0004385	XP_006305017.1	XP_006418230.1
OG0004387	XP_006303899.1	XP_024008183.1
OG0004388	XP_023645626.1	XP_006417755.1
OG0004389	XP_023645203.1	XP_006417600.1
OG0004390	XP_006305369.1	XP_006417568.1
OG0004391	XP_006306229.2	XP_006417540.1
OG0004392	XP_006305596.1	XP_006417294.1, XP_024016224.1
OG0004393	XP_006305294.2	XP_006417223.1
OG0004394	XP_006303182.1	XP_006417217.1
OG0004395	XP_023645620.1	XP_006417201.1
OG0004396	XP_006305176.2	XP_006416803.1
OG0004397	XP_006305555.1	XP_006416299.1
OG0004398	XP_023644025.1, XP_006306470.1	XP_006416232.1
OG0004399	XP_023645186.1	XP_006416177.1
OG0004400	XP_023643453.1	XP_024007615.1
OG0004401	XP_006302413.1	XP_024009634.1, XP_006390904.1
OG0004402	XP_023643261.1	XP_024012915.1
OG0004403	XP_006300562.1	XP_006391765.1
OG0004404	XP_023643325.1, XP_006302650.1	XP_024003684.1
OG0004405	XP_006301560.1	XP_024003804.1
OG0004406	XP_006280269.1	XP_024011017.1
OG0004407	XP_006292367.1	XP_006398530.1
OG0004408	XP_006284434.1	XP_006411789.1
OG0004409	XP_006282739.1	XP_006411952.1
OG0004410	XP_006283663.1	XP_006412138.1
OG0004411	XP_006285817.1	XP_006412379.1
OG0004412	XP_006290996.1, XP_023637079.1	XP_006413924.1
OG0004413	XP_023634640.1	XP_006412330.1
OG0004414	XP_006282823.1	XP_006412303.1
OG0004415	XP_006284461.1	XP_006412290.1
OG0004417	XP_023634984.1	XP_006412578.1
OG0004418	XP_006282807.2	XP_006412599.2
OG0004419	XP_006296884.1	XP_006406000.2
OG0004421	XP_006290127.1	XP_024010491.1
OG0004422	XP_023637413.1	XP_006396316.1, XP_024010512.1
OG0004423	XP_006284909.1	XP_006412971.1
OG0004425	XP_023633062.1	XP_024009194.1, XP_024007695.1
OG0004425	XP_023643247.1	XP_024012683.1
OG0004427	XP_023645577.1, XP_023645648.1, XP_023645649.1	XP_024006083.1
OG0004428	XP_006306376.1, XP_006304441.1	XP_006393183.1
OG0004429	XP_006306483.1	XP_006392864.1
OG0004431	XP_023642444.1	XP_024015540.1
OG0004431	XP_023641326.1	XP_024014860.1
OG0004432	XP_006295860.1	XP_006410329.1
OG0004433	XP_006282048.1, XP_006296136.1	XP_006409000.1
OG0004434	XP_006283542.1	XP_006395434.1
OG0004436	XP_006287646.1, XP_006289782.2	XP_006394977.2
OG0004437	XP_006279828.1	XP_006393460.1
OG0004439	XP_006281904.1, XP_006282060.1	XP_006403302.1
OG0004440	XP_023643519.1	XP_006389937.1
OG0004451	XP_006283627.1	XP_006413583.1
OG0004452	XP_006290361.2	XP_006404411.1
OG0004453	XP_006293764.1	XP_024003878.1
OG0004454	XP_006281100.1	XP_006418834.1
OG0004455	XP_006290985.1	XP_006395803.2
OG0004456	XP_006288614.1	XP_006400354.1
OG0004457	XP_023644389.1	XP_006418105.1
OG0004458	XP_006288409.1	XP_006400224.1
OG0004459	XP_006291446.1	XP_006402280.1
OG0004460	XP_006286968.1	XP_006400164.1
OG0004461	XP_006288751.1	XP_006400109.1
OG0004462	XP_023636879.1	XP_006400029.1
OG0004463	XP_006289576.2, XP_006305277.2	XP_024005962.1
OG0004464	XP_006303404.1, XP_006298784.1	XP_006409409.1
OG0004465	XP_006286669.1	XP_006399873.1, XP_006398836.1
OG0004466	XP_006288546.1	XP_006399836.1
OG0004468	XP_023637157.1	XP_024012229.1
OG0004469	XP_006287046.1	XP_006399781.1
OG0004470	XP_006286884.1	XP_006399757.1
OG0004471	XP_023637033.1	XP_006399722.1
OG0004472	XP_006288317.1	XP_006399695.1
OG0004473	XP_006286964.1	XP_006399612.2
OG0004476	XP_023635960.1	XP_006399549.1
OG0004477	XP_006289537.1	XP_024012132.1
OG0004478	XP_006289693.1	XP_006399391.1
OG0004479	XP_006288315.1	XP_006399295.1
OG0004480	XP_006288716.1	XP_006396542.1
OG0004482	XP_006283129.1, XP_023634042.1	XP_006413344.1, XP_006413343.1
OG0004483	XP_006283843.1	XP_024005053.1, XP_024011683.1
OG0004484	XP_006294224.1	XP_006408717.1
OG0004485	XP_006293462.1	XP_006409816.2
OG0004486	XP_006294616.1	XP_006409837.1
OG0004487	XP_006295147.1	XP_006410016.1
OG0004488	XP_006296093.2	XP_024016681.1
OG0004489	XP_006294257.2	XP_006410048.1
OG0004490	XP_006294068.1	XP_006410134.1
OG0004491	XP_006295837.1, XP_006296406.1	XP_006410097.1
OG0004492	XP_006293696.1	XP_006410148.1
OG0004493	XP_006296276.1	XP_006410285.1
OG0004494	XP_006293438.1	XP_006410395.1
OG0004495	XP_006295274.1	XP_006410406.1
OG0004496	XP_006294591.1	XP_006410442.1
OG0004497	XP_006294908.1	XP_006410478.1
OG0004498	XP_006293572.2	XP_006410488.2
OG0004499	XP_006280729.1, XP_006279791.1	XP_006403236.1
OG0004500	XP_006303636.1	XP_006418148.1
OG0004501	XP_023633792.1	XP_006413306.1
OG0004503	XP_006304691.1	XP_006393657.1
OG0004504	XP_006305638.1	XP_006415714.1
OG0004505	XP_006303207.1	XP_006415692.1
OG0004507	XP_023644853.1	XP_006415679.1
OG0004508	XP_006304138.1	XP_006415648.1
OG0004509	XP_006303384.1	XP_006415614.1
OG0004510	XP_006305571.1, XP_006305869.1	XP_006415579.1
OG0004511	XP_006305756.1	XP_006415559.1
OG0004512	XP_006304077.1	XP_006415548.1
OG0004514	XP_006295136.1	XP_006405488.2, XP_024008840.1
OG0004515	XP_023644892.1	XP_006415512.1
OG0004516	XP_006307149.1, XP_006307225.1	XP_006415434.1
OG0004517	XP_006306526.1	XP_006415352.2
OG0004518	XP_006292606.1	XP_024006669.1
OG0004519	XP_006291429.1	XP_006395737.1
OG0004520	XP_006291803.1	XP_006395682.2
OG0004521	XP_006280268.1	XP_006393891.1
OG0004522	XP_006279503.1	XP_006394025.1
OG0004523	XP_006281177.1	XP_006394132.1
OG0004524	XP_006280792.1	XP_006394201.1
OG0004525	XP_006281775.1	XP_006394212.1
OG0004526	XP_006281600.1	XP_006391104.2, XP_006396932.1
OG0004527	XP_006279645.1	XP_006394310.1
OG0004529	XP_006306131.1, XP_006280803.1	XP_006394424.1
OG0004530	XP_006281711.1	XP_006394507.1
OG0004531	XP_023637034.1	XP_024007382.1
OG0004532	XP_023638822.1	XP_024006887.1
OG0004533	XP_023637314.1	XP_006394794.1
OG0004534	XP_006287907.1	XP_006394816.2
OG0004535	XP_006287768.2	XP_006394817.1
OG0004536	XP_006286540.1	XP_006394865.1
OG0004537	XP_006285953.1	XP_006395903.1
OG0004538	XP_006288350.1	XP_006400587.1
OG0004539	XP_006286670.1	XP_024012311.1
OG0004540	XP_006289996.1	XP_006400653.1
OG0004541	XP_006287488.1	XP_006400655.1
OG0004542	XP_006289179.1	XP_006400669.1
OG0004543	XP_006290054.1	XP_006400683.1
OG0004544	XP_006289681.1	XP_006400703.2
OG0004545	XP_006289164.1	XP_006400736.1
OG0004546	XP_006287471.1	XP_006400777.1
OG0004547	XP_006280364.1	XP_006400879.1
OG0004549	XP_006280849.1	XP_006400971.1
OG0004550	XP_006281216.1	XP_006400981.1
OG0004551	XP_006280699.1	XP_006401055.1
OG0004552	XP_023636915.1	XP_006401103.1
OG0004553	XP_023644690.1	XP_006417538.1
OG0004554	XP_006281132.1	XP_006401133.1
OG0004555	XP_006279994.1	XP_006401143.1
OG0004556	XP_006282459.1	XP_024005902.1
OG0004557	XP_006280600.1	XP_006401276.1
OG0004558	XP_006281445.1	XP_006401299.1
OG0004559	XP_006304184.1	XP_006418054.1
OG0004560	XP_006280373.1	XP_006401365.1
OG0004561	XP_006284412.1	XP_006401518.1, XP_006413112.1
OG0004562	XP_006280045.1	XP_006401541.2
OG0004563	XP_006291345.1	XP_006404149.1
OG0004564	XP_023638004.1	XP_006404162.2
OG0004565	XP_006288091.1	XP_006399208.1
OG0004566	XP_006289993.1	XP_006398929.1
OG0004567	XP_006288156.1	XP_006398902.1
OG0004568	XP_006289944.1	XP_024005907.1, XP_006414719.1, XP_006398860.1, XP_006402019.1, XP_006409429.2
OG0004569	XP_006288382.1	XP_006398801.1
OG0004570	XP_023635966.1	XP_006398730.1
OG0004571	XP_006298456.1	XP_006392093.1, XP_006407746.1, XP_006398568.1
OG0004573	XP_006302248.1	XP_024007085.1
OG0004574	XP_006302151.1	XP_024012782.1
OG0004575	XP_006302423.1	XP_006389872.1
OG0004576	XP_006302631.1	XP_006389971.1
OG0004578	XP_006300626.1	XP_006390005.1
OG0004579	XP_006302283.1	XP_006390049.1, XP_006390048.1
OG0004580	XP_006300688.2	XP_006390058.1
OG0004583	XP_006301163.1	XP_006390296.2
OG0004584	XP_006300542.1	XP_006390297.1
OG0004585	XP_006307027.1	XP_006415893.1
OG0004586	XP_006305069.1	XP_006392711.1
OG0004587	XP_006283808.1	XP_006395916.1
OG0004588	XP_006305108.1	XP_006392808.2
OG0004589	XP_006293941.2	XP_006410774.1
OG0004590	XP_006295032.1	XP_024008755.1
OG0004591	XP_023634987.1	XP_024004605.1
OG0004593	XP_006280969.2	XP_006401765.1
OG0004594	XP_006282762.1	XP_006412821.1
OG0004595	XP_006285453.1	XP_006414914.2
OG0004597	XP_006284189.2	XP_006414711.1
OG0004598	XP_023634547.1	XP_024005855.1
OG0004599	XP_006300533.1	XP_006390615.1
OG0004600	XP_006283894.1	XP_006413663.1
OG0004601	XP_023642847.1	XP_006390418.1
OG0004602	XP_006302775.1	XP_006391034.1
OG0004603	XP_006284165.2	XP_006412967.1
OG0004604	XP_023634997.1	XP_024005360.1
OG0004606	XP_006282414.2	XP_006402055.1
OG0004607	XP_006292915.1	XP_006395610.1
OG0004608	XP_006300561.1	XP_006390952.1
OG0004609	XP_006281752.1	XP_006398291.1, XP_024011153.1
OG0004611	XP_006299632.1	XP_006406364.2
OG0004612	XP_006304715.1	XP_024006283.1
OG0004613	XP_006305632.1	XP_006393046.1
OG0004616	XP_006307223.1	XP_006392923.1, XP_006392917.1
OG0004617	XP_006304689.1	XP_006392849.1
OG0004618	XP_006304757.1	XP_006392848.1
OG0004619	XP_006294551.1	XP_006410737.1
OG0004620	XP_006285118.1	XP_024004614.1
OG0004621	XP_006284508.1	XP_006414103.1
OG0004622	XP_006285083.1	XP_006414895.1
OG0004623	XP_006282645.1	XP_006414122.1
OG0004624	XP_023635089.1	XP_006413542.1
OG0004625	XP_006284707.1	XP_006413564.1
OG0004626	XP_006296817.1	XP_006408927.1, XP_006409811.1
OG0004627	XP_023641945.1	XP_024016607.1
OG0004628	XP_006284034.1	XP_006413480.1
OG0004629	XP_006285208.1	XP_006413482.1
OG0004630	XP_006284559.1	XP_006413504.1
OG0004631	XP_023635184.1	XP_024005672.1
OG0004633	XP_006284387.1	XP_006413666.1
OG0004635	XP_023635203.1	XP_006413866.1
OG0004636	XP_023643395.1	XP_006391754.1
OG0004638	XP_006290445.1	XP_006402325.1
OG0004640	XP_006298990.1	XP_006402451.1
OG0004641	XP_023639169.1, XP_006286552.1	XP_006402463.1
OG0004642	XP_006291797.1	XP_006402589.1
OG0004643	XP_006292060.1	XP_006402670.1
OG0004644	XP_006283604.1	XP_006413378.1
OG0004645	XP_006291219.1	XP_006402812.1
OG0004646	XP_006291969.1	XP_006402833.1
OG0004647	XP_006291767.1	XP_006402876.1
OG0004648	XP_006290337.2	XP_006402882.1
OG0004649	XP_023638224.1	XP_024009985.1, XP_006396764.1
OG0004650	XP_006293161.1	XP_006402914.1
OG0004651	XP_006291470.1	XP_006402947.2
OG0004652	XP_006291972.1	XP_006402958.1
OG0004653	XP_006291218.2	XP_006402991.1
OG0004654	XP_023637966.1	XP_006403014.1
OG0004655	XP_023638150.1	XP_006403436.1
OG0004656	XP_006293018.1	XP_006403446.1
OG0004658	XP_006291961.1	XP_006403631.1
OG0004659	XP_006281659.1	XP_006401581.1
OG0004660	XP_006280562.2	XP_006401407.1, XP_006401650.1, XP_006401651.1
OG0004661	XP_006302330.1	XP_024006394.1
OG0004662	XP_006302884.1	XP_006391134.1
OG0004663	XP_006300045.1	XP_006409127.1
OG0004664	XP_006297851.1	XP_006409081.1, XP_024014924.1
OG0004665	XP_023641715.1	XP_024016524.1
OG0004666	XP_006295288.1	XP_006411323.1
OG0004667	XP_023639465.1	XP_024014142.1
OG0004668	XP_006295748.1	XP_006411279.1
OG0004669	XP_006295267.1	XP_006411253.1
OG0004670	XP_023640995.1	XP_006411238.1
OG0004671	XP_006294361.1	XP_006411202.1
OG0004672	XP_023639851.1, XP_006296257.1	XP_006411173.1
OG0004673	XP_023639938.1, XP_006295102.1	XP_006392022.2
OG0004674	XP_023640982.1	XP_006411132.1
OG0004676	XP_006295430.2	XP_006410997.1
OG0004677	XP_006287351.2	XP_024009821.1
OG0004678	XP_006288780.1	XP_006396776.1
OG0004679	XP_006307424.2, XP_006307525.2	XP_006393703.1
OG0004680	XP_006288008.1	XP_006397158.1
OG0004681	XP_006288586.1	XP_006396947.1
OG0004682	XP_006287393.1	XP_006396864.1
OG0004683	XP_006287991.1	XP_006394897.1
OG0004684	XP_006288621.2	XP_006395000.1
OG0004685	XP_023642096.1	XP_006408954.1
OG0004686	XP_006283840.2	XP_006411945.1
OG0004687	XP_006294978.1	XP_006397744.1
OG0004689	XP_006294994.1	XP_006397642.1
OG0004690	XP_006294556.1	XP_006397511.1
OG0004691	XP_023638894.1	XP_006398399.1
OG0004692	XP_006298185.2	XP_024015668.1
OG0004693	XP_006297511.1	XP_024015621.1
OG0004694	XP_006297391.1	XP_006408293.2
OG0004695	XP_006296718.1	XP_006408248.1
OG0004696	XP_023642370.1	XP_006394899.2
OG0004697	XP_006298965.1	XP_006408007.1
OG0004698	XP_006298596.1	XP_006407992.1
OG0004699	XP_006279063.1	XP_006407980.2
OG0004700	XP_006297692.1	XP_006407960.1
OG0004701	XP_006296810.1	XP_006407935.1
OG0004702	XP_006297312.1	XP_006407876.1, XP_006418688.1
OG0004703	XP_023642318.1	XP_024015752.1
OG0004704	XP_006298554.1	XP_006407808.1
OG0004705	XP_006298777.1	XP_006407749.1
OG0004706	XP_023641463.1	XP_006407683.1
OG0004707	XP_006297353.1	XP_006407404.1
OG0004708	XP_023642242.1	XP_024014891.1
OG0004710	XP_006297668.2	XP_006407304.1
OG0004711	XP_006298077.1	XP_006407282.1
OG0004712	XP_006300168.2	XP_024015042.1
OG0004713	XP_006297825.2	XP_006407145.1
OG0004715	XP_006279396.1	XP_006395234.1
OG0004716	XP_006299581.1	XP_006406975.1
OG0004717	XP_023642035.1	XP_006406968.1
OG0004718	XP_006298541.1	XP_006406846.1
OG0004719	XP_006299958.1	XP_006406828.1
OG0004720	XP_006297595.1	XP_024004387.1
OG0004721	XP_006298983.1	XP_006406598.1
OG0004722	XP_006297326.1	XP_006406588.1
OG0004723	XP_006298013.1	XP_006406332.1
OG0004724	XP_006297412.1	XP_024015026.1
OG0004725	XP_006296586.2	XP_006406310.1
OG0004726	XP_006299444.1	XP_006406299.1
OG0004727	XP_006297290.2	XP_006406298.1, XP_006406297.1, XP_006405197.2, XP_006406296.1
OG0004728	XP_023634085.1	XP_006405774.1
OG0004729	XP_006299394.1	XP_006406068.1
OG0004730	XP_006299670.2	XP_024014952.1, XP_006406142.1
OG0004731	XP_006299352.2	XP_006406147.1
OG0004732	XP_006283224.1	XP_006412733.1
OG0004733	XP_006288956.1	XP_006400409.1
OG0004734	XP_006289214.1	XP_006400405.1
OG0004735	XP_023637536.1	XP_006400390.2
OG0004736	XP_006292618.1	XP_006403862.1
OG0004737	XP_023638472.1	XP_006403869.1
OG0004738	XP_006280819.1	XP_006401899.1
OG0004739	XP_023644718.1	XP_006413721.2, XP_006418493.2
OG0004740	XP_006288044.1	XP_006396301.1
OG0004741	XP_006305553.1	XP_006418284.1
OG0004742	XP_023635001.1	XP_006398449.1
OG0004743	XP_006304224.2	XP_024007887.1
OG0004744	XP_006303301.1	XP_006417963.1
OG0004745	XP_023644688.1	XP_024008251.1, XP_024004765.1
OG0004746	XP_023644576.1	XP_006417845.1
OG0004747	XP_006305894.1	XP_006417742.1
OG0004748	XP_006304051.1	XP_024008517.1
OG0004749	XP_006306580.1	XP_024007824.1
OG0004750	XP_006304902.1	XP_006417680.1
OG0004751	XP_023645329.1	XP_006417620.1
OG0004752	XP_006305375.1	XP_006417616.1
OG0004753	XP_006305963.2	XP_006417515.1
OG0004754	XP_006305109.1	XP_006417578.1
OG0004755	XP_006305236.2	XP_006417547.2
OG0004757	XP_006301678.1	XP_024008325.1
OG0004758	XP_023645391.1, XP_006294531.2	XP_006417499.1
OG0004759	XP_006305039.1	XP_006417496.1
OG0004760	XP_006304195.1	XP_006417486.1
OG0004762	XP_006303408.2, XP_006303037.1	XP_024008845.1
OG0004763	XP_023645852.1, XP_006304023.1	XP_006417260.1
OG0004764	XP_006303220.1	XP_006417221.1
OG0004765	XP_006287993.1	XP_024009817.1
OG0004766	XP_023645148.1	XP_006417188.1
OG0004767	XP_023645358.1	XP_006417126.1
OG0004769	XP_023645958.1	XP_006416916.1
OG0004770	XP_006303283.1	XP_006416905.1
OG0004771	XP_006305067.1	XP_006416837.1
OG0004772	XP_006306582.1	XP_024009093.1
OG0004774	XP_023632966.1	XP_006416673.1
OG0004776	XP_006304432.2	XP_006416597.2
OG0004777	XP_006303528.1, XP_023635011.1	XP_006416586.1
OG0004778	XP_006304793.1	XP_006416454.1
OG0004780	XP_006302893.1	XP_024009740.1
OG0004781	XP_006301360.1	XP_006390760.2
OG0004782	XP_006301002.1	XP_006390840.1
OG0004784	XP_023643856.1, XP_023644083.1	XP_024010934.1
OG0004785	XP_006302815.1	XP_006392392.1
OG0004786	XP_006305883.1	XP_006393383.1
OG0004787	XP_006307404.1	XP_006393382.1
OG0004788	XP_006284416.2	XP_006404948.1
OG0004789	XP_006285274.1	XP_006411974.1
OG0004790	XP_006285310.1	XP_006411998.1
OG0004791	XP_006285074.1	XP_006412059.1
OG0004792	XP_023633784.1	XP_006412091.1
OG0004793	XP_006286097.1	XP_006412234.1
OG0004794	XP_006282899.1	XP_006412420.1
OG0004795	XP_006284926.2	XP_006412404.1
OG0004796	XP_023634060.1	XP_006412387.1
OG0004797	XP_006297642.1	XP_006409658.1
OG0004797	XP_006285540.1	XP_024005372.1
OG0004798	XP_006284195.1	XP_006412553.1
OG0004799	XP_006297998.1	XP_006418810.1
OG0004800	XP_006299645.1	XP_024009700.1
OG0004801	XP_006301311.1	XP_006390657.1
OG0004802	XP_006301410.1	XP_006390670.2
OG0004803	XP_006302555.1	XP_006390686.1
OG0004804	XP_006302060.1	XP_006390713.1
OG0004805	XP_023644791.1	XP_006416075.1
OG0004806	XP_006305653.1	XP_006415945.1
OG0004807	XP_006306284.1	XP_006415937.1
OG0004808	XP_006283118.1	XP_006413464.1
OG0004809	XP_006284985.1	XP_006413008.1
OG0004810	XP_006284530.2	XP_006412976.1
OG0004812	XP_023645488.1	XP_006417909.1
OG0004812	XP_023640619.1	XP_006410195.2
OG0004815	XP_006291281.1	XP_006402328.1
OG0004818	XP_006297469.2	XP_006407804.1
OG0004819	XP_006291399.2	XP_006395816.1
OG0004820	XP_006291492.1	XP_006395328.1
OG0004821	XP_006290447.1	XP_006418922.1
OG0004821	XP_006292341.1	XP_006418921.1
OG0004826	XP_006283766.1	XP_006413234.1
OG0004827	XP_006285937.1	XP_006413419.1
OG0004829	XP_006295862.1, XP_006282251.1	XP_006414503.2, XP_006414506.1
OG0004830	XP_006280723.1	XP_006401769.1
OG0004833	XP_006303688.1	XP_024016313.1, XP_024016320.1
OG0004847	XP_006292235.2	XP_006404430.2
OG0004848	XP_006290806.1	XP_006404395.1
OG0004849	XP_006303654.1	XP_024011199.1
OG0004850	XP_006291920.1	XP_006395883.1
OG0004851	XP_006291389.2	XP_006395800.1
OG0004852	XP_006286529.1	XP_006400323.1
OG0004853	XP_006288397.1	XP_024012571.1
OG0004854	XP_006287863.1	XP_024012632.1
OG0004855	XP_006287913.1	XP_006400263.1
OG0004856	XP_006287812.1	XP_006400253.1
OG0004857	XP_006288319.2	XP_006400194.1
OG0004858	XP_023641311.1	XP_024015524.1
OG0004859	XP_006286354.1	XP_006400169.1
OG0004860	XP_006288725.1	XP_006399875.1
OG0004861	XP_006287791.1	XP_006400078.1
OG0004862	XP_006288253.1	XP_006400032.1
OG0004863	XP_006286537.1	XP_006400027.1
OG0004867	XP_006287684.1	XP_006399953.1
OG0004868	XP_006288149.1	XP_006399923.1
OG0004869	XP_006289381.1	XP_006399903.1
OG0004870	XP_006289077.1	XP_006399894.1
OG0004871	XP_006279922.1	XP_006395099.1
OG0004872	XP_006287760.1	XP_006399833.1
OG0004873	XP_006288550.2	XP_006399824.1
OG0004874	XP_023636850.1	XP_006399812.1
OG0004875	XP_006289127.1	XP_006399806.1
OG0004876	XP_006297672.1	XP_006407271.1
OG0004877	XP_006288326.2	XP_006399773.1
OG0004878	XP_006288958.1	XP_006399731.1
OG0004879	XP_023636397.1	XP_006399707.1
OG0004880	XP_006288548.2	XP_006399690.1
OG0004881	XP_006288575.1	XP_006399688.1
OG0004882	XP_006286891.1, XP_023637290.1	XP_024012559.1
OG0004883	XP_023637587.1	XP_006399575.1
OG0004884	XP_006289107.1	XP_006399499.1
OG0004885	XP_006288864.1	XP_006399477.1
OG0004886	XP_006288272.1	XP_024012280.1
OG0004887	XP_006289438.1	XP_024011519.1
OG0004888	XP_006288944.1	XP_006399397.1
OG0004889	XP_023636975.1	XP_006399351.1
OG0004890	XP_023636162.1	XP_006399342.1
OG0004891	XP_006288096.1	XP_006399250.1
OG0004893	XP_023636422.1	XP_006396566.2
OG0004894	XP_023634721.1	XP_006413352.1
OG0004895	XP_006285021.1	XP_024005550.1
OG0004896	XP_006285332.1	XP_006413362.1
OG0004897	XP_006284198.1	XP_006413386.1
OG0004898	XP_006295144.1	XP_006408635.1
OG0004899	XP_006293692.1	XP_006409880.1
OG0004900	XP_006293444.2	XP_006409881.1
OG0004901	XP_006294939.1, XP_023639558.1	XP_006410002.1
OG0004902	XP_006294360.1	XP_006410144.1
OG0004903	XP_006295580.1	XP_006410139.1
OG0004904	XP_006296283.1	XP_006410157.1
OG0004905	XP_006294407.1	XP_006410164.1
OG0004906	XP_006296404.1	XP_006410259.1
OG0004907	XP_006296239.1	XP_006410318.2
OG0004908	XP_023640532.1, XP_006296504.1	XP_024003926.1
OG0004909	XP_006296391.1	XP_006410490.1
OG0004910	XP_023640730.1	XP_006403150.1
OG0004911	XP_006280168.1	XP_006403117.1
OG0004912	XP_006285349.1	XP_024005701.1
OG0004913	XP_006304176.1	XP_006393550.1
OG0004914	XP_006306281.1	XP_006415689.1
OG0004915	XP_006304100.1	XP_006415688.1
OG0004916	XP_006306677.1	XP_006415654.1
OG0004918	XP_006284000.1, XP_006285375.1	XP_006413170.1
OG0004919	XP_006304542.1	XP_006415566.1
OG0004920	XP_006307346.2	XP_006415490.1
OG0004921	XP_006281302.2	XP_006395052.1
OG0004922	XP_006305824.1	XP_006415354.1
OG0004923	XP_006305587.1	XP_006415339.1
OG0004924	XP_023633227.1	XP_006415176.1
OG0004925	XP_006281307.1	XP_006393905.1
OG0004926	XP_006281206.1	XP_006393939.1
