Orthogroup	Capsella_rubella	Arabidopsis_arenosa
OG0003587	XP_006292480.1	jg15571
OG0003587	XP_006294563.1	jg19274
OG0003589	XP_006293687.1	jg19033
OG0003590	XP_006294573.2, XP_006279122.2	jg18940
OG0003591	XP_023640074.1	jg18499
OG0003592	XP_006294007.1	jg17313
OG0003592	XP_006292330.1	jg14082
OG0003593	XP_006305303.1	jg32072
OG0003594	XP_006290137.1	jg7591, jg7504, jg7503
OG0003595	XP_006286834.1	jg6552, jg32867, jg32854
OG0003596	XP_006286930.1	jg6689
OG0003597	XP_006306584.1	jg28730
OG0003598	XP_006279766.1	jg22185
OG0003599	XP_023636976.1	jg5669
OG0003600	XP_006290106.1	jg24548
OG0003601	XP_006298707.1	jg25218
OG0003602	XP_006299029.1	jg25594
OG0003603	XP_006297318.2	jg25655
OG0003603	XP_006303957.1	jg33410
OG0003604	XP_006294084.1	jg16905
OG0003604	XP_023634791.1	jg9299, jg2478
OG0003605	XP_006298521.1	jg26219, jg26218
OG0003606	XP_006297940.1	jg26225
OG0003607	XP_023642178.1	jg26599
OG0003607	XP_023635638.1	jg11349
OG0003608	XP_006283363.1	jg11341
OG0003608	XP_023641820.1	jg26582
OG0003609	XP_006290959.2	jg13015
OG0003610	XP_006302378.1	jg1540
OG0003610	XP_023644212.1, XP_023644213.1, XP_006301606.1	jg1541
OG0003611	XP_006302788.2	jg1500
OG0003612	XP_006290857.1, XP_006290861.1	jg15153
OG0003613	XP_006306803.2	jg30863
OG0003614	XP_006306479.1, XP_006304809.1, XP_006305617.1	jg28606, jg28607
OG0003615	XP_006304501.1	jg28906
OG0003615	XP_006306433.1	jg28907
OG0003616	XP_006305459.1	jg28957
OG0003617	XP_006306351.1	jg28982
OG0003618	XP_006303511.1	jg29193
OG0003619	XP_023633126.1	jg29387
OG0003620	XP_006300657.1	jg1020
OG0003621	XP_006304235.1	jg29454
OG0003622	XP_006303370.1	jg29522
OG0003623	XP_006307442.1	jg29663
OG0003623	XP_006300477.1	jg664
OG0003625	XP_006307647.1	jg3597
OG0003626	XP_006307236.2	jg30227
OG0003627	XP_006306601.1	jg30616
OG0003628	XP_006282255.1	jg20663
OG0003629	XP_006283723.1	jg8948, jg14197
OG0003630	XP_006283054.1	jg9086
OG0003630	XP_006296473.1	jg17241
OG0003631	XP_006290474.2, XP_023633860.1	jg14162, jg14164, jg14163
OG0003631	XP_006283617.1	jg8991
OG0003632	XP_006294895.1	jg17106
OG0003632	XP_006284578.2	jg9181
OG0003633	XP_006307526.2	jg30993
OG0003634	XP_006288019.1	jg8178
OG0003634	XP_006288073.1, XP_006288063.1	jg8180
OG0003635	XP_006306089.1	jg28973
OG0003635	XP_006296460.1	jg18161
OG0003636	XP_006303622.1	jg29104
OG0003637	XP_006296266.1	jg17689
OG0003637	XP_006306462.1	jg30931, jg30932
OG0003638	XP_006299573.1	jg24651
OG0003639	XP_006296180.1	jg21722, jg21720, jg27493
OG0003641	XP_023637565.1, XP_006281618.1, XP_023637561.1	jg17666
OG0003642	XP_023639163.1, XP_023638929.1, XP_023639162.1	jg14801, jg14803, jg14787, jg14789
OG0003644	XP_006303542.1	jg7441, jg7440
OG0003646	XP_006280325.1	jg21889
OG0003646	XP_006281575.2	jg21890
OG0003656	XP_023637886.1	jg14658
OG0003657	XP_023636288.1	jg23210
OG0003658	XP_006281933.1	jg10672
OG0003659	XP_023641514.1	jg24013
OG0003659	XP_023636221.1	jg5378
OG0003660	XP_006283486.1	jg10296
OG0003661	XP_023637276.1	jg5031
OG0003662	XP_006286859.1	jg4994
OG0003664	XP_006290031.1, XP_023641604.1	jg4780
OG0003665	XP_006299817.1	jg25021
OG0003666	XP_006303336.1	jg29048
OG0003666	XP_006296407.1	jg18067
OG0003668	XP_006284451.1	jg9909
OG0003669	XP_006303406.1	jg31416
OG0003670	XP_006287609.1	jg6208
OG0003671	XP_006289550.1	jg6333
OG0003672	XP_006286737.2	jg6456
OG0003673	XP_006287859.1	jg5967
OG0003673	XP_006293345.2, XP_006293225.1	jg14042
OG0003674	XP_006291857.1	jg14134
OG0003674	XP_006288666.1	jg6029
OG0003675	XP_006281387.1	jg22982
OG0003676	XP_006301506.1	jg3189
OG0003676	XP_006281086.1	jg22942
OG0003677	XP_006293451.1	jg18523
OG0003677	XP_006293348.2, XP_006296448.2, XP_023640399.1	jg18524
OG0003678	XP_006286182.1	jg9817
OG0003679	XP_006279654.1	jg22391
OG0003680	XP_006292116.1	jg14813
OG0003680	XP_006292108.1	jg14812
OG0003681	XP_006292579.1	jg14684
OG0003682	XP_023636335.1	jg4717
OG0003682	XP_006287064.1	jg7978
OG0003683	XP_006286466.1	jg3898
OG0003684	XP_006292662.1	jg13508
OG0003685	XP_006292012.1	jg21255, jg21250, jg21261, jg21266, jg29140
OG0003686	XP_006283423.1	jg12847
OG0003688	XP_006281491.1	jg1919, jg21789
OG0003689	XP_023643569.1, XP_006302980.1	jg3717
OG0003690	XP_006299095.1	jg6696
OG0003691	XP_023643666.1	jg3157, jg3155
OG0003692	XP_006306222.1	jg33796
OG0003693	XP_006304799.1	jg33516
OG0003693	XP_006299155.1	jg25555
OG0003694	XP_006281099.1	jg21674
OG0003695	XP_006284585.1	jg11140
OG0003695	XP_006285126.1	jg11141
OG0003696	XP_006284238.1	jg9581
OG0003697	XP_023634450.1	jg9544
OG0003698	XP_006290384.1	jg13575
OG0003698	XP_006284603.1	jg12621
OG0003699	XP_006288808.1	jg8116
OG0003700	XP_006281916.1	jg20449
OG0003701	XP_006297066.1, XP_023642549.1	jg25879, jg25877
OG0003702	XP_006293536.2	jg19700
OG0003703	XP_023645635.1	jg20627
OG0003704	XP_006306404.1	jg33247, jg33186
OG0003706	XP_006306449.1	jg29970
OG0003707	XP_023641160.1	jg26315
OG0003707	XP_006307372.1	jg33330
OG0003708	XP_023641978.1	jg27518
OG0003709	XP_006296403.1	jg18465
OG0003709	XP_006303812.1	jg32474
OG0003710	XP_006295047.1	jg18716
OG0003711	XP_006291931.1	jg15427
OG0003712	XP_023643440.1	jg23730
OG0003713	XP_023639219.1	jg16300
OG0003714	XP_006294099.1	jg20068
OG0003715	XP_006291973.1	jg32488, jg16188
OG0003716	XP_006293032.1	jg16167
OG0003717	XP_006291049.1	jg15957, jg15956
OG0003718	XP_006292531.2	jg15534
OG0003719	XP_006294448.2	jg19199
OG0003720	XP_006286655.1	jg5559
OG0003720	XP_006303739.1	jg32141
OG0003721	XP_006307210.1	jg31225
OG0003722	XP_006299845.1	jg27478
OG0003722	XP_006297972.1	jg28012
OG0003723	XP_006291848.1, XP_006298481.2	jg28081
OG0003724	XP_006299421.1	jg28089
OG0003724	XP_006299730.1	jg28088
OG0003725	XP_006296837.1	jg28093
OG0003726	XP_006296037.1	jg9435
OG0003727	XP_006283028.1	jg12145
OG0003728	XP_006295944.1	jg16775
OG0003730	XP_006286610.1	jg6615
OG0003731	XP_006293723.2	jg19292
OG0003732	XP_006295829.1	jg19897
OG0003733	XP_006291835.1, XP_006294885.2	jg19752
OG0003734	XP_006295709.2	jg19742
OG0003735	XP_006295375.1	jg19725
OG0003737	XP_006298214.1	jg24711
OG0003738	XP_006299121.1	jg24762
OG0003739	XP_006299043.1	jg25421
OG0003740	XP_006300178.1, XP_006298002.1	jg25464
OG0003742	XP_006298201.1	jg25933
OG0003742	XP_023640623.1	jg16629
OG0003743	XP_006300117.1	jg25988
OG0003744	XP_023641593.1, XP_006300264.2	jg26377
OG0003745	XP_023639003.1	jg15079
OG0003747	XP_023644962.1	jg28912
OG0003747	XP_006307470.1	jg28913
OG0003749	XP_006303475.1	jg30091
OG0003750	XP_023645432.1	jg30216
OG0003751	XP_006306075.1	jg30258
OG0003752	XP_006300432.2	jg2749
OG0003753	XP_006301600.2, XP_006300554.2	jg2681
OG0003754	XP_006298591.1	jg27212
OG0003754	XP_006282706.1	jg11921
OG0003755	XP_006302691.1	jg378
OG0003755	XP_023643621.1, XP_023634459.1	jg12856
OG0003756	XP_006283383.1	jg10475
OG0003756	XP_023637648.1	jg20751
OG0003757	XP_006305666.2	jg32892
OG0003758	XP_006291107.2	jg13532
OG0003759	XP_006304086.1	jg33036, jg33031
OG0003760	XP_023633972.1	jg8317, jg8318
OG0003761	XP_006285574.2	jg8460, jg8453, jg8446, jg8433
OG0003762	XP_006284443.1	jg8463
OG0003763	XP_006284177.1	jg8517
OG0003764	XP_006285783.1	jg8673
OG0003765	XP_023634386.1	jg9870
OG0003766	XP_006290037.2	jg2367, jg21441, jg21443, jg21442, jg7295
OG0003768	XP_006284850.1	jg9612
OG0003769	XP_023644949.1	jg31612
OG0003770	XP_006292331.1, XP_023633403.1	jg22294
OG0003772	XP_006300488.1	jg2058
OG0003772	XP_006283756.1	jg12205
OG0003774	XP_006295413.1	jg18131
OG0003774	XP_023642588.1	jg11337
OG0003775	XP_006293488.2	jg18845, jg18844, jg18851
OG0003775	XP_023639516.1, XP_023640394.1, XP_006294900.2	jg18927
OG0003776	XP_006284782.1	jg10994
OG0003777	XP_006285022.1	jg11119
OG0003791	XP_006287034.1	jg5554, jg5555, jg7040
OG0003792	XP_006281616.2, XP_006279212.2, XP_006301848.2, XP_006290056.2	jg5435
OG0003793	XP_006289957.1	jg5173
OG0003794	XP_006287608.1	jg25451
OG0003794	XP_006303986.1	jg5026
OG0003795	XP_006290094.1	jg4901
OG0003796	XP_006287364.1	jg4790
OG0003797	XP_023637471.1	jg4684
OG0003797	XP_006288018.2	jg6186
OG0003798	XP_006283902.1	jg9989
OG0003800	XP_006294421.1	jg18141
OG0003801	XP_006295291.1	jg18232
OG0003802	XP_006296241.1	jg18265
OG0003803	XP_006295121.2	jg18443
OG0003804	XP_006280230.1	jg21814
OG0003804	XP_006283408.1	jg9946
OG0003805	XP_006288965.1	jg7217
OG0003805	XP_006284842.1	jg12555
OG0003806	XP_006307150.1	jg31788
OG0003808	XP_006280479.1	jg23666
OG0003809	XP_006279598.2	jg23347
OG0003810	XP_006281296.1	jg23286
OG0003811	XP_006280123.1	jg23214
OG0003812	XP_006304438.1	jg33427
OG0003813	XP_006289409.1	jg8245
OG0003813	XP_006282145.1	jg23539
OG0003814	XP_006288568.1	jg6192, jg5775
OG0003815	XP_006286946.1	jg4985
OG0003816	XP_006287687.1	jg6011
OG0003817	XP_006280004.1	jg23009
OG0003818	XP_023639744.1	jg22703
OG0003819	XP_023633667.1	jg9800
OG0003820	XP_006280213.1	jg22382
OG0003821	XP_006280432.1	jg22331
OG0003822	XP_006281642.1	jg22223
OG0003823	XP_006286756.1	jg4543
OG0003824	XP_006287546.1	jg4378
OG0003825	XP_006290832.1	jg14032
OG0003825	XP_006291257.1	jg14023
OG0003826	XP_006281146.1	jg21541
OG0003827	XP_023637657.1	jg4185
OG0003828	XP_023633916.1	jg8714
OG0003829	XP_023633986.1	jg12746
OG0003830	XP_006300883.1	jg3574
OG0003831	XP_006301003.1	jg3511
OG0003832	XP_023639128.1	jg13207
OG0003833	XP_023645889.1	jg33757
OG0003834	XP_006306108.2	jg31487, jg31492
OG0003834	XP_006305564.2	jg33665
OG0003835	XP_006290622.1	jg14351
OG0003836	XP_006290833.1	jg14339
OG0003837	XP_023634445.1	jg11675
OG0003838	XP_006285994.1, XP_006285714.1	jg11174
OG0003839	XP_006285101.1	jg11126
OG0003839	XP_006284855.1	jg11127
OG0003840	XP_006303552.2	jg30374
OG0003840	XP_023643973.1	jg3054, jg3051
OG0003841	XP_023643702.1	jg2504
OG0003842	XP_023643442.1	jg2567
OG0003843	XP_006303233.1	jg33189, jg33191
OG0003844	XP_006297378.1	jg26198
OG0003844	XP_006303970.1	jg33207
OG0003845	XP_006295790.1	jg17021
OG0003846	XP_006292843.1	jg13706
OG0003848	XP_006290398.1	jg14936
OG0003849	XP_006283122.1	jg10125
OG0003850	XP_006284119.1	jg10161, jg10160
OG0003851	XP_006299705.1	jg26062
OG0003852	XP_006296995.1	jg23934
OG0003852	XP_023645066.1	jg30140
OG0003853	XP_006299271.1	jg16235
OG0003854	XP_006294019.1	jg32970, jg19923
OG0003855	XP_006292066.1	jg15971
OG0003856	XP_006279040.1	jg15833
OG0003857	XP_006290358.1	jg15818
OG0003858	XP_023637841.1	jg15817
OG0003859	XP_006291916.1	jg15340
OG0003860	XP_023639297.1	jg12935
OG0003861	XP_006286161.1	jg11711
OG0003861	XP_006299309.1	jg26940
OG0003862	XP_006296863.1	jg26742
OG0003865	XP_006295042.1	jg18879
OG0003866	XP_006294951.1	jg18831
OG0003867	XP_006293956.1	jg16675
OG0003868	XP_006304446.1	jg2288, jg32606
OG0003869	XP_006306164.1, XP_006303802.1	jg32035
OG0003870	XP_006289112.1	jg32023
OG0003871	XP_006302890.2	jg539
OG0003872	XP_006286857.1	jg7509
OG0003873	XP_006299774.1	jg28270
OG0003873	XP_006295848.1	jg18739
OG0003874	XP_006294618.1	jg20092
OG0003875	XP_006296094.1	jg13590
OG0003875	XP_023640213.1, XP_023640212.1	jg19708
OG0003876	XP_023639359.1	jg19567
OG0003877	XP_006296268.1	jg19489
OG0003878	XP_006293943.1	jg19436
OG0003879	XP_023641725.1	jg24121
OG0003880	XP_023641741.1	jg24680
OG0003881	XP_023641602.1	jg24738
OG0003882	XP_006297467.1	jg25093
OG0003883	XP_006300067.1	jg27709
OG0003884	XP_006296610.2	jg25617
OG0003885	XP_006307425.1	jg28527
OG0003886	XP_023635284.1	jg22534, jg21879
OG0003887	XP_006291950.1	jg15139
OG0003889	XP_023633290.1	jg28863
OG0003890	XP_006281412.1	jg14281
OG0003891	XP_006304417.1	jg29252
OG0003892	XP_006279050.2, XP_006304854.2	jg29263, jg29262
OG0003893	XP_023645992.1	jg29302
OG0003894	XP_006305580.1	jg29321
OG0003894	XP_006306226.1	jg32982
OG0003895	XP_006304261.1	jg29687
OG0003896	XP_006303831.1	jg30350
OG0003897	XP_006304114.1, XP_006303555.1	jg30394
OG0003898	XP_006304694.1	jg30424
OG0003898	XP_006304683.1	jg30423
OG0003899	XP_006307229.1	jg30452
OG0003900	XP_023637184.1, XP_006299712.1	jg8079
OG0003901	XP_023642972.1	jg662
OG0003902	XP_006301480.1	jg858
OG0003903	XP_023643296.1	jg1211
OG0003903	XP_006300903.1	jg1209
OG0003905	XP_023643063.1	jg20271
OG0003906	XP_006295202.1	jg16496, jg16499
OG0003907	XP_006292995.1	jg14505
OG0003908	XP_023634411.1	jg8682
OG0003909	XP_006286163.2	jg8866
OG0003910	XP_023635288.1, XP_006286139.2, XP_006283979.1	jg8923
OG0003910	XP_006285511.1	jg8924
OG0003911	XP_006284565.1	jg9286
OG0003912	XP_006303428.1	jg30889
OG0003913	XP_006280840.1	jg22057
OG0003913	XP_006284110.1	jg9652
OG0003914	XP_006295764.1	jg16969
OG0003916	XP_023644895.1	jg31391
OG0003916	XP_023644334.1	jg3470, jg3468
OG0003917	XP_006303433.1	jg32212
OG0003918	XP_023639421.1	jg19445
OG0003919	XP_023634309.1	jg8333, jg6393, jg33168, jg16569, jg7949, jg25257, jg3831
OG0003920	XP_006296320.1, XP_006295797.1, XP_023640360.1, XP_023640361.1, XP_006296272.1	jg16679
OG0003922	XP_023638206.1	jg13808
OG0003923	XP_006291536.1	jg14521
OG0003925	XP_006281849.2	jg23023
OG0003926	XP_006279516.1	jg23259
OG0003926	XP_023633420.1	jg4968
OG0003927	XP_023637733.1	jg5500
OG0003929	XP_006288095.1	jg7170, jg7175, jg7173
OG0003930	XP_023637620.1	jg20649
OG0003931	XP_006281620.1	jg21820
OG0003941	XP_006288834.1	jg5348
OG0003943	XP_023636402.1	jg5184
OG0003943	XP_023637296.1	jg5207
OG0003944	XP_006289832.1	jg5106
OG0003945	XP_006289724.1	jg6497
OG0003946	XP_023643547.1	jg27086
OG0003947	XP_023633741.1	jg9200
OG0003948	XP_006289904.2	jg4954
OG0003949	XP_006287727.1	jg6653
OG0003949	XP_006306305.1	jg32277
OG0003950	XP_006287630.1	jg4671
OG0003951	XP_006286554.1	jg6159
OG0003952	XP_006288089.1	jg4663
OG0003953	XP_006282346.1	jg23097
OG0003954	XP_006283181.1	jg9987
OG0003954	XP_006296685.1	jg24397
OG0003955	XP_023633785.1	jg10007
OG0003956	XP_006295165.1	jg17667
OG0003957	XP_006293432.1	jg17674
OG0003958	XP_006293588.2	jg18046
OG0003959	XP_006294340.1	jg18440
OG0003960	XP_006304183.1	jg28742
OG0003961	XP_006285813.1	jg9956
OG0003962	XP_006303300.1, XP_006303315.1	jg31485, jg31488, jg31493
OG0003964	XP_006291906.1	jg15487
OG0003965	XP_023643785.1	jg1448
OG0003966	XP_023644329.1	jg3402
OG0003966	XP_006279977.1	jg23569
OG0003967	XP_006280805.1	jg23403
OG0003968	XP_023635364.1	jg23346
OG0003970	XP_006281721.1	jg23102
OG0003972	XP_006279565.1	jg23061, jg23063
OG0003973	XP_006280455.1	jg23043
OG0003974	XP_006288824.1	jg16943, jg6203
OG0003975	XP_006291500.2	jg14712
OG0003976	XP_023637547.1	jg6450
OG0003977	XP_006286985.1	jg6486
OG0003978	XP_006307355.1	jg29608
OG0003979	XP_006282302.1	jg22977
OG0003979	XP_006292826.1	jg14300
OG0003980	XP_006280164.1	jg22969
OG0003981	XP_006292728.1	jg13351, jg13355
OG0003982	XP_006280285.1	jg22819
OG0003983	XP_006279862.1	jg22794
OG0003984	XP_023639249.1, XP_006280848.1	jg22768
OG0003985	XP_006281522.1, XP_006281808.1	jg22653
OG0003986	XP_023635695.1	jg22473
OG0003987	XP_006290808.1	jg7191, jg14727
OG0003988	XP_006279536.1	jg22224
OG0003989	XP_006289894.1	jg4526, jg4527
OG0003990	XP_023633394.1	jg22047
OG0003990	XP_006281995.1	jg22046
OG0003991	XP_006289651.1	jg2592, jg4281
OG0003992	XP_006282178.2, XP_006289495.1	jg4252
OG0003993	XP_006287211.2	jg4208
OG0003994	XP_006287947.1	jg4076
OG0003995	XP_006286879.1	jg3966
OG0003996	XP_006287879.2	jg3964
OG0003997	XP_006284403.1	jg12729
OG0003998	XP_006299836.1	jg24971
OG0003999	XP_023643751.1	jg3687
OG0004000	XP_006301898.1	jg3305
OG0004001	XP_006302419.1	jg3293
OG0004003	XP_006280794.2	jg20721
OG0004004	XP_006304634.1	jg33598
OG0004005	XP_023644570.1	jg33790, jg33789
OG0004006	XP_006303808.1	jg33764
OG0004007	XP_006307680.1	jg33702, jg33703, jg33701
OG0004009	XP_006307383.1	jg32601
OG0004010	XP_006306231.1	jg33600
OG0004011	XP_023639682.1	jg18771
OG0004013	XP_006284667.1	jg11329
OG0004014	XP_023633995.1	jg11287
OG0004014	XP_023633993.1	jg11285
OG0004015	XP_023635657.1	jg11124
OG0004016	XP_006300298.1, XP_023642845.1	jg2985, jg2984
OG0004017	XP_023643295.1	jg3082
OG0004017	XP_006302428.1	jg3083
OG0004020	XP_006291222.1	jg13449
OG0004020	XP_006282947.1	jg12703
OG0004021	XP_006285577.1	jg10388
OG0004022	XP_006282397.2	jg20535
OG0004023	XP_006297345.1	jg26129
OG0004024	XP_023641616.1	jg26130
OG0004024	XP_023645030.1	jg33157
OG0004025	XP_006282452.1	jg24034, jg10765
OG0004025	XP_006293737.2	jg18614
OG0004026	XP_006295389.1	jg18628
OG0004027	XP_006282264.2	jg20426
OG0004028	XP_023645091.1	jg30085
OG0004029	XP_006284605.1	jg10275
OG0004029	XP_006288749.1	jg7648
OG0004030	XP_006306801.1	jg1912, jg32449, jg32458
OG0004031	XP_006282295.1	jg21616
OG0004032	XP_006285562.1	jg10563
OG0004033	XP_006284024.1	jg10540
OG0004034	XP_023634818.1	jg10396
OG0004036	XP_023635186.1	jg10612
OG0004036	XP_006296998.1	jg25931
OG0004037	XP_006284611.1	jg11003
OG0004038	XP_006284340.1	jg12326, jg10952
OG0004039	XP_006282134.1, XP_006297180.2	jg21502, jg23956
OG0004040	XP_006281109.2, XP_006301614.2	jg23739
OG0004040	XP_006294863.1	jg17130
OG0004041	XP_006291167.1	jg16343
OG0004042	XP_023638624.1	jg16250
OG0004043	XP_006294498.1	jg17239
OG0004043	XP_023634999.1	jg9088
OG0004044	XP_023639058.1	jg16200
OG0004045	XP_023638488.1	jg11134, jg16193
OG0004046	XP_006290264.1	jg16003
OG0004047	XP_006291720.1	jg15750
OG0004048	XP_006293133.1	jg12921
OG0004049	XP_006292158.1	jg15677
OG0004050	XP_006290956.1	jg32133, jg32129
OG0004051	XP_006291779.1	jg15360
OG0004052	XP_023638669.1	jg15291
OG0004053	XP_023638424.1	jg15284
OG0004054	XP_006297663.2	jg26820
OG0004055	XP_023632604.1	jg33750
OG0004056	XP_006301795.1	jg2834
OG0004058	XP_006296245.1	jg19311
OG0004059	XP_006299495.2	jg26827, jg26795
OG0004060	XP_006296192.1	jg16928
OG0004061	XP_023633803.1	jg10019
OG0004062	XP_006304445.1	jg33017
OG0004063	XP_023646067.1	jg32068
OG0004064	XP_006288339.1	jg7344
OG0004065	XP_006288481.2	jg7454
OG0004066	XP_023636569.1	jg5792
OG0004068	XP_006299942.1	jg24400
OG0004069	XP_006295238.1	jg20152
OG0004070	XP_006295227.1	jg20052
OG0004071	XP_006298158.1	jg27568, jg27569
OG0004072	XP_006296160.1	jg19814, jg19813
OG0004073	XP_006295114.1	jg19705
OG0004074	XP_006306528.1	jg30228
OG0004076	XP_023641743.1	jg24138
OG0004077	XP_006299511.1	jg24183
OG0004078	XP_006299962.1	jg5662, jg24258
OG0004079	XP_023642799.1	jg24320
OG0004080	XP_006298770.1	jg24356
OG0004081	XP_006297808.2	jg24388
OG0004082	XP_006299536.2	jg24395
OG0004083	XP_006297335.1	jg24421
OG0004084	XP_006298515.1	jg24518
OG0004085	XP_006298131.1	jg16606, jg24538
OG0004085	XP_006288201.1	jg5781
OG0004086	XP_023641667.1	jg24681
OG0004087	XP_006300271.2	jg25245
OG0004088	XP_006297132.1	jg25328
OG0004089	XP_006297871.1	jg25432
OG0004090	XP_023642596.1, XP_023632713.1	jg12085, jg12054, jg25561
OG0004091	XP_006297067.1	jg25643
OG0004092	XP_006299434.1	jg25800
OG0004093	XP_006297201.2	jg25916
OG0004094	XP_006297804.1	jg26122
OG0004095	XP_006281014.2, XP_006279693.1	jg21504, jg21535
OG0004096	XP_006292993.2	jg13788, jg13786
OG0004098	XP_023641771.1, XP_023641772.1	jg26610
OG0004099	XP_006299893.1	jg26591
OG0004100	XP_006299601.1	jg26520
OG0004101	XP_006298609.1	jg26519
OG0004102	XP_006298556.1	jg26348
OG0004103	XP_023634237.1	jg9418
OG0004104	XP_023639054.1	jg21592, jg21593
OG0004105	XP_023637494.1	jg6873
OG0004105	XP_023633890.1, XP_006289338.1	jg6871
OG0004106	XP_023636366.1	jg8218
OG0004107	XP_006304244.1	jg28490, jg33286
OG0004109	XP_006303558.1	jg28984
OG0004110	XP_006306624.2	jg29121
OG0004111	XP_006300832.1	jg1469
OG0004111	XP_023644824.1	jg29258
OG0004113	XP_006303174.1	jg29517
OG0004114	XP_006302086.1	jg604
OG0004114	XP_023645062.1	jg29690
OG0004115	XP_006304397.1	jg29960
OG0004116	XP_006304577.1	jg30311
OG0004117	XP_006307218.1, XP_023645410.1	jg30330
OG0004118	XP_006302093.1, XP_023643468.1	jg2846
OG0004119	XP_006282058.1	jg21621, jg21620
OG0004120	XP_006301876.1	jg2777
OG0004121	XP_006303066.2	jg30963
OG0004122	XP_023645659.1	jg29728
OG0004122	XP_023643184.1	jg576
OG0004123	XP_006291691.2, XP_006291221.2	jg13516
OG0004124	XP_006302049.1	jg412
OG0004125	XP_006287934.2	jg7808, jg7816
OG0004126	XP_023633532.1, XP_006281391.1	jg27613
OG0004127	XP_006293099.1, XP_006292448.1	jg14139, jg14137
OG0004128	XP_023637044.1	jg7764
OG0004128	XP_006285107.1	jg10416
OG0004129	XP_006284902.2, XP_023644724.1	jg32897
OG0004130	XP_006284314.1	jg8586
OG0004131	XP_006283636.1	jg8705
OG0004132	XP_006283537.1	jg8745
OG0004133	XP_006283878.1	jg8993
OG0004134	XP_006297739.1, XP_023641880.1	jg26654
OG0004135	XP_006297786.1	jg26680
OG0004136	XP_006289505.1	jg8182
OG0004137	XP_006281211.1	jg21991
OG0004138	XP_006303411.1	jg30989
OG0004138	XP_006307741.2, XP_006304400.1	jg30988
OG0004141	XP_006302863.2, XP_006302984.1	jg1525, jg1529
OG0004142	XP_006283692.2, XP_006284049.2	jg7263, jg26695
OG0004143	XP_023641379.1	jg26763, jg26766
OG0004144	XP_006300151.2	jg27146, jg27142, jg27151
OG0004146	XP_006295741.1	jg17871
OG0004147	XP_006293098.1, XP_006292882.2	jg14010
OG0004148	XP_006292359.1	jg12920
OG0004149	XP_006292233.1	jg13547, jg13600
OG0004150	XP_006293220.1	jg16136
OG0004152	XP_006289448.1	jg7121
OG0004153	XP_006284438.1	jg9723
OG0004154	XP_006281708.1	jg22939
OG0004155	XP_006281313.1	jg23295, jg23296
OG0004165	XP_006295101.1	jg16853
OG0004166	XP_006284418.1	jg9357
OG0004167	XP_006285431.1	jg9351
OG0004168	XP_006281666.1	jg23290
OG0004168	XP_006290693.1	jg14653
