Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_amara
OG0001410	XP_020875001.1	evm.model.RL_2.1340
OG0001411	XP_020874374.1, XP_002870062.1	evm.model.RL_2.1374
OG0001411	XP_002870063.2	evm.model.RL_2.1373
OG0001412	XP_020872411.1	evm.model.RL_2.1520
OG0001412	XP_020866027.1	evm.model.RL_4.336
OG0001413	XP_002867813.1	evm.model.RL_2.1698
OG0001414	XP_020866637.1, XP_002893765.1, XP_002865334.1	evm.model.RL_5.2628
OG0001415	XP_020882717.1	evm.model.RL_6.1481
OG0001415	XP_020869339.1	evm.model.RL_5.3055
OG0001416	XP_020883218.1	evm.model.RL_6.1518
OG0001416	XP_020867235.1	evm.model.RL_5.2974
OG0001417	XP_002869019.2	evm.model.RL_2.3197
OG0001417	XP_002880527.1	evm.model.RL_6.263
OG0001419	XP_002868751.1	evm.model.RL_2.341
OG0001420	XP_002874812.1, XP_020878717.1	evm.model.RL_8.461
OG0001420	XP_002869856.1	evm.model.RL_2.1701
OG0001422	XP_020886362.1	evm.model.RL_1.423
OG0001422	XP_002874403.1	evm.model.RL_4.1009
OG0001423	XP_020870747.1, XP_020883907.1	evm.model.RL_6.2604
OG0001423	XP_020880879.1	evm.model.RL_7.338
OG0001424	XP_020879296.1, XP_020878992.1	evm.model.RL_4.3149
OG0001424	XP_020878253.1	evm.model.RL_4.3150
OG0001425	XP_002877261.1	evm.model.RL_7.1951
OG0001425	XP_002871954.1	evm.model.RL_4.1585
OG0001427	XP_002874998.1	evm.model.RL_8.125
OG0001428	XP_020868246.1	evm.model.RL_5.145
OG0001428	XP_020878261.1	evm.model.RL_8.268.2.687c8556
OG0001429	XP_020877969.1	evm.model.RL_8.273
OG0001429	XP_002876686.1	evm.model.RL_7.96
OG0001430	XP_020870451.1	evm.model.RL_5.283
OG0001430	XP_020886615.1	evm.model.RL_4.527
OG0001431	XP_002889525.1	evm.model.RL_5.332, evm.model.RL_5.333
OG0001431	XP_002879409.1	evm.model.RL_6.1359
OG0001432	XP_020867690.1	evm.model.RL_5.445
OG0001432	XP_002877944.1, XP_020885708.1	evm.model.RL_6.1255, evm.model.RL_6.2014
OG0001433	XP_002892347.1	evm.model.RL_5.511
OG0001433	XP_002879287.1	evm.model.RL_6.1182
OG0001434	XP_020885348.1, XP_020873860.1	evm.model.RL_6.1031
OG0001434	XP_002873234.1	evm.model.RL_4.2939
OG0001435	XP_002892418.1	evm.model.RL_5.628
OG0001435	XP_020885140.1	evm.model.RL_6.975
OG0001436	XP_020877783.1	evm.model.RL_4.1873
OG0001436	XP_002884399.1	evm.model.RL_1.283
OG0001437	XP_002871787.1	evm.model.RL_4.1850.2.687c86d6
OG0001437	XP_020887007.1	evm.model.RL_1.301
OG0001438	XP_020876962.1	evm.model.RL_4.987
OG0001438	XP_020889000.1	evm.model.RL_1.403
OG0001439	XP_002888953.1	evm.model.RL_3.1806.3.687c84bd
OG0001439	XP_020867086.1	evm.model.RL_5.1677
OG0001440	XP_002890456.2	evm.model.RL_5.3582
OG0001440	XP_002887683.1	evm.model.RL_3.2148
OG0001441	XP_002887418.1	evm.model.RL_3.1607
OG0001441	XP_002893236.1	evm.model.RL_5.3511
OG0001442	XP_002887330.1	evm.model.RL_3.1482, evm.model.RL_3.1472
OG0001442	XP_020866029.1	evm.model.RL_1.3076, evm.model.RL_5.3450
OG0001443	XP_020868643.1	evm.model.RL_5.3331
OG0001443	XP_002888732.1	evm.model.RL_3.1368
OG0001444	XP_020873750.1, XP_020873740.1, XP_020873735.1	evm.model.RL_6.375, evm.model.RL_2.2061
OG0001446	XP_002871299.1	evm.model.RL_4.2752
OG0001446	XP_002866419.1	evm.model.RL_8.2183
OG0001448	XP_020888057.1	evm.model.RL_1.1298
OG0001449	XP_002891775.1	evm.model.RL_5.3848
OG0001450	XP_002891774.1	evm.model.RL_5.3847
OG0001450	XP_020886846.1	evm.model.RL_1.1359
OG0001451	XP_002894422.1	evm.model.RL_5.3763
OG0001452	XP_020868052.1	evm.model.RL_5.3749
OG0001453	XP_020870956.1	evm.model.RL_5.3731
OG0001453	XP_002882956.1	evm.model.RL_1.1493
OG0001454	XP_020889475.1	evm.model.RL_1.1513.1.687c87ed
OG0001454	XP_002894383.1	evm.model.RL_5.3715
OG0001455	XP_020889213.1	evm.model.RL_1.1597
OG0001455	XP_020875330.1	evm.model.RL_2.1134.1.687c86e2
OG0001456	XP_020869528.1, XP_020869526.1, XP_020888588.1	evm.model.RL_1.1919
OG0001456	XP_002891573.1	evm.model.RL_5.2007
OG0001457	XP_020887968.1	evm.model.RL_1.1949
OG0001457	XP_020869093.1	evm.model.RL_5.1982
OG0001458	XP_020878737.1	evm.model.RL_4.1347, evm.model.RL_4.1350
OG0001459	XP_020869476.1	evm.model.RL_6.410, evm.model.RL_8.1345
OG0001461	XP_020883398.1	evm.model.RL_6.1390
OG0001463	XP_002879281.2	evm.model.RL_6.2116, evm.model.RL_1.1954
OG0001464	XP_020872511.1	evm.model.RL_2.2505
OG0001464	XP_020889557.1	evm.model.RL_1.3115
OG0001465	XP_020886557.1	evm.model.RL_1.3105
OG0001465	XP_020874024.1	evm.model.RL_2.2523
OG0001466	XP_002867294.1	evm.model.RL_2.2666
OG0001466	XP_020885201.1	evm.model.RL_6.353
OG0001467	XP_020876825.1	evm.model.RL_4.3235
OG0001467	XP_002872546.1	evm.model.RL_8.675
OG0001468	XP_020875284.1	evm.model.RL_2.2928
OG0001469	XP_020877215.1	evm.model.RL_8.296
OG0001470	XP_002879568.1	evm.model.RL_6.1661
OG0001470	XP_020872170.1	evm.model.RL_2.1235
OG0001471	XP_020890097.1	evm.model.RL_3.401
OG0001471	XP_002892611.1	evm.model.RL_5.959
OG0001472	XP_020866504.1	evm.model.RL_5.1338.1.687c88b3
OG0001472	XP_002876770.1	evm.model.RL_7.2711
OG0001473	XP_020880428.1	evm.model.RL_7.2569
OG0001473	XP_020870392.1	evm.model.RL_5.1280
OG0001474	XP_002869634.1, XP_002869633.1	evm.model.RL_2.2119, evm.model.RL_2.2120
OG0001475	XP_002889907.1	evm.model.RL_5.1070
OG0001475	XP_020891481.1	evm.model.RL_3.254
OG0001476	XP_020887261.1, XP_020878911.1	evm.model.RL_1.855
OG0001477	XP_020879500.1	evm.model.RL_4.2828
OG0001478	XP_002884748.1	evm.model.RL_1.878
OG0001478	XP_002873071.1	evm.model.RL_4.3239
OG0001479	XP_002882705.1	evm.model.RL_1.1007
OG0001480	XP_002867630.1	evm.model.RL_2.2014
OG0001481	XP_020886062.1	evm.model.RL_7.2306
OG0001482	XP_020878249.1	evm.model.RL_4.2479.2.687c86d9
OG0001482	XP_002872145.1	evm.model.RL_4.1216
OG0001483	XP_002872132.1	evm.model.RL_4.1238
OG0001483	XP_002871431.1	evm.model.RL_4.2517
OG0001484	XP_020876764.1	evm.model.RL_4.2520
OG0001484	XP_020878608.1	evm.model.RL_4.1240
OG0001485	XP_020878761.1	evm.model.RL_4.2665
OG0001485	XP_020885079.1	evm.model.RL_8.2454
OG0001486	XP_020877988.1	evm.model.RL_4.2685
OG0001486	XP_002866568.1	evm.model.RL_8.2434
OG0001487	XP_020877403.1	evm.model.RL_4.1410
OG0001487	XP_020879519.1	evm.model.RL_4.2729
OG0001488	XP_002870095.1	evm.model.RL_2.1312
OG0001488	XP_002863361.1	evm.model.RL_4.88.3.687c86cd
OG0001489	XP_002872677.1	evm.model.RL_8.507
OG0001489	XP_002867781.1	evm.model.RL_2.1728
OG0001490	XP_020867609.1	evm.model.RL_5.3006
OG0001490	XP_002879480.1	evm.model.RL_6.1505
OG0001491	XP_002875741.1, XP_020867367.1	evm.model.RL_5.2927
OG0001492	XP_020872546.1	evm.model.RL_2.3410
OG0001492	XP_020885216.1	evm.model.RL_6.69
OG0001492	XP_002886219.1	evm.model.RL_1.2812
OG0001493	XP_020866872.1	evm.model.RL_5.2277
OG0001493	XP_002863697.1	evm.model.RL_4.579
OG0001494	XP_020877665.1	evm.model.RL_8.552
OG0001494	XP_002874761.1	evm.model.RL_8.553
OG0001496	XP_020887700.1	evm.model.RL_1.2318
OG0001496	XP_002870373.2	evm.model.RL_2.859
OG0001497	XP_002870253.1	evm.model.RL_2.1052
OG0001497	XP_020875008.1, XP_002870255.2	evm.model.RL_2.1051, evm.model.RL_2.1050
OG0001498	XP_002889494.1	evm.model.RL_5.271
OG0001498	XP_002886191.1, XP_002886579.1, XP_020875396.1	evm.model.RL_6.81
OG0001500	XP_020880147.1	evm.model.RL_7.137
OG0001501	XP_020880552.1	evm.model.RL_7.476, evm.model.RL_7.478
OG0001501	XP_020883919.1	evm.model.RL_6.2821
OG0001502	XP_002881976.1	evm.model.RL_6.2596
OG0001502	XP_020880877.1	evm.model.RL_7.339
OG0001503	XP_020881272.1	evm.model.RL_7.376
OG0001503	XP_020884277.1	evm.model.RL_6.2534
OG0001504	XP_020882215.1	evm.model.RL_7.401
OG0001504	XP_020883767.1	evm.model.RL_6.2473
OG0001505	XP_020881472.1	evm.model.RL_7.413
OG0001505	XP_002881895.1	evm.model.RL_6.2454
OG0001506	XP_002882587.1	evm.model.RL_1.795
OG0001506	XP_020878642.1	evm.model.RL_4.3398
OG0001507	XP_020879844.1	evm.model.RL_7.1688
OG0001507	XP_002864620.1	evm.model.RL_8.2005
OG0001508	XP_002877615.1	evm.model.RL_7.1528
OG0001508	XP_002866555.2	evm.model.RL_8.2412
OG0001509	XP_020882194.1	evm.model.RL_7.1423
OG0001509	XP_002866690.1	evm.model.RL_8.2673
OG0001510	XP_020878140.1, XP_020884120.1	evm.model.RL_6.1252, evm.model.RL_6.2012
OG0001510	XP_020867692.1	evm.model.RL_5.446
OG0001511	XP_020868705.1	evm.model.RL_5.638
OG0001511	XP_002879167.1	evm.model.RL_6.963
OG0001512	XP_020869561.1	evm.model.RL_5.675
OG0001512	XP_020883807.1	evm.model.RL_6.884
OG0001513	XP_020888154.1	evm.model.RL_1.99
OG0001514	XP_002884427.1	evm.model.RL_1.329
OG0001515	XP_020865722.1, XP_020886133.1, XP_002874712.2, XP_002874721.2	evm.model.RL_1.508
OG0001516	XP_020886821.1	evm.model.RL_1.598
OG0001517	XP_020880437.1	evm.model.RL_7.764, evm.model.RL_8.939, evm.model.RL_8.950, evm.model.RL_8.956, evm.model.RL_8.946, evm.model.RL_8.967, evm.model.RL_8.960, evm.model.RL_8.931
OG0001517	XP_020883942.1	evm.model.RL_6.2133
OG0001518	XP_020885674.1	evm.model.RL_6.2123
OG0001518	XP_020882492.1	evm.model.RL_7.773
OG0001519	XP_020889634.1	evm.model.RL_3.1803.1.687c84bd
OG0001519	XP_020867084.1	evm.model.RL_5.1676
OG0001520	XP_002877600.1	evm.model.RL_7.1561
OG0001520	XP_002890310.1	evm.model.RL_5.1737
OG0001521	XP_020890845.1	evm.model.RL_3.2105
OG0001522	XP_020868616.1	evm.model.RL_5.3455
OG0001522	XP_002887338.1	evm.model.RL_3.1497
OG0001523	XP_002890597.1	evm.model.RL_5.3397
OG0001523	XP_020865608.1	evm.model.RL_3.1425
OG0001524	XP_020869053.1	evm.model.RL_5.3145
OG0001524	XP_002866458.1	evm.model.RL_8.2258
OG0001526	XP_002892041.1	evm.model.RL_8.2889
OG0001526	XP_020881571.1	evm.model.RL_7.249
OG0001526	XP_020883590.1	evm.model.RL_6.302
OG0001527	XP_020876336.1, XP_002893911.1	evm.model.RL_4.2206
OG0001527	XP_020890383.1	evm.model.RL_3.2478, evm.model.RL_3.2417
OG0001528	XP_020878035.1	evm.model.RL_4.2141
OG0001531	XP_002871203.1	evm.model.RL_4.2925
OG0001531	XP_020888311.1	evm.model.RL_1.1061
OG0001532	XP_002866292.2	evm.model.RL_8.1961
OG0001533	XP_002876032.1, XP_002876033.1	evm.model.RL_7.1339, evm.model.RL_7.1340
OG0001534	XP_002887124.1	evm.model.RL_3.1128
OG0001535	XP_002894511.1	evm.model.RL_5.3938
OG0001535	XP_002882820.1	evm.model.RL_1.1248
OG0001536	XP_020888907.1	evm.model.RL_1.1285.1.687c87ec
OG0001536	XP_020869277.1	evm.model.RL_5.3904
OG0001537	XP_020867820.1	evm.model.RL_5.3735
OG0001537	XP_002885097.1	evm.model.RL_1.1488
OG0001538	XP_020889133.1	evm.model.RL_1.1579
OG0001538	XP_020868345.1	evm.model.RL_5.1879
OG0001539	XP_002886246.1, XP_020889049.1	evm.model.RL_1.3095
OG0001539	XP_002885685.1	evm.model.RL_1.2407
OG0001540	XP_002881339.1	evm.model.RL_6.1538
OG0001540	XP_002881014.1	evm.model.RL_6.990
OG0001540	XP_002881338.1	evm.model.RL_6.1537
OG0001541	XP_020869848.1, XP_002891930.1, XP_020879705.1	evm.model.RL_7.100
OG0001544	XP_020874432.1	evm.model.RL_2.1071
OG0001544	XP_002868199.1	evm.model.RL_2.1073
OG0001546	XP_020885741.1	evm.model.RL_6.1962
OG0001547	XP_020887304.1, XP_020887306.1	evm.model.RL_1.1985
OG0001549	XP_020887163.1	evm.model.RL_1.3242
OG0001549	XP_002867448.1	evm.model.RL_2.2363
OG0001550	XP_020888294.1, XP_002878024.1	evm.model.RL_1.1045
OG0001550	XP_020876016.1	evm.model.RL_4.2941
OG0001551	XP_020874472.1	evm.model.RL_2.2641
OG0001551	XP_020883908.1	evm.model.RL_6.334
OG0001552	XP_002867265.1	evm.model.RL_2.2718
OG0001552	XP_002878844.2	evm.model.RL_6.428
OG0001553	XP_002886607.1	evm.model.RL_3.442
OG0001553	XP_002892586.2	evm.model.RL_5.928
OG0001554	XP_020866929.1	evm.model.RL_5.1033
OG0001554	XP_020890608.1	evm.model.RL_3.294
OG0001555	XP_020869889.1	evm.model.RL_5.1175.1.687c88b2
OG0001555	XP_002876920.1	evm.model.RL_7.2459
OG0001556	XP_020883460.1	evm.model.RL_6.1774
OG0001556	XP_020880096.1	evm.model.RL_7.2372
OG0001557	XP_002882615.1	evm.model.RL_1.844
OG0001557	XP_002875067.1, XP_002889206.1	evm.model.RL_8.37, evm.model.RL_8.7
OG0001558	XP_020876997.1	evm.model.RL_4.3091
OG0001558	XP_020886650.1	evm.model.RL_1.957
OG0001559	XP_002865753.1	evm.model.RL_8.1043
OG0001559	XP_002867672.1	evm.model.RL_2.1941
OG0001560	XP_020871825.1	evm.model.RL_8.1068
OG0001560	XP_002867666.1	evm.model.RL_2.1949
OG0001561	XP_020872491.1	evm.model.RL_2.2079_evm.model.RL_2.2080
OG0001562	XP_002866125.1	evm.model.RL_8.1685
OG0001562	XP_020876009.1	evm.model.RL_4.3043
OG0001563	XP_020879392.1	evm.model.RL_4.1710
OG0001564	XP_020883436.1	evm.model.RL_6.1841
OG0001565	XP_020878455.1	evm.model.RL_4.2765
OG0001565	XP_002864724.1	evm.model.RL_8.2193
OG0001566	XP_020874546.1	evm.model.RL_2.1472
OG0001567	XP_020868493.1	evm.model.RL_5.2552
OG0001567	XP_020868491.1	evm.model.RL_5.2553
OG0001568	XP_020868244.1, XP_020868243.1, XP_020870418.1, XP_020870416.1	evm.model.RL_5.3038
OG0001569	XP_020883214.1	evm.model.RL_6.1517
OG0001569	XP_020867499.1	evm.model.RL_5.2980
OG0001570	XP_002876507.2	evm.model.RL_7.409
OG0001570	XP_020868658.1	evm.model.RL_5.2841
OG0001571	XP_002884056.2	evm.model.RL_1.2927
OG0001571	XP_020875126.1	evm.model.RL_2.3068
OG0001572	XP_020874628.1	evm.model.RL_2.3327
OG0001572	XP_020884255.1	evm.model.RL_6.143
OG0001573	XP_020875633.1	evm.model.RL_2.3363
OG0001573	XP_020885509.1	evm.model.RL_6.121
OG0001574	XP_020874414.1	evm.model.RL_2.3417
OG0001574	XP_020884488.1	evm.model.RL_6.57
OG0001575	XP_002880375.1	evm.model.RL_6.40
OG0001575	XP_020875228.1	evm.model.RL_2.3437
OG0001577	XP_002870777.1	evm.model.RL_2.285
OG0001577	XP_002868717.2, XP_002868715.2, XP_002868714.1	evm.model.RL_2.280, evm.model.RL_2.284, evm.model.RL_2.281, evm.model.RL_2.282, evm.model.RL_8.1132, evm.model.RL_2.283
OG0001578	XP_020888818.1	evm.model.RL_4.38
OG0001579	XP_020874753.1	evm.model.RL_2.1281
OG0001579	XP_002863338.1	evm.model.RL_4.39
OG0001581	XP_002878482.1	evm.model.RL_7.80
OG0001581	XP_002880317.1	evm.model.RL_6.2915
OG0001582	XP_020880398.1	evm.model.RL_7.374
OG0001582	XP_020883434.1	evm.model.RL_6.2532
OG0001583	XP_020885016.1	evm.model.RL_6.2350
OG0001583	XP_020881292.1	evm.model.RL_7.575
OG0001584	XP_002879955.1	evm.model.RL_6.2315
OG0001585	XP_002876403.1	evm.model.RL_7.645
OG0001585	XP_020884024.1	evm.model.RL_6.2279
OG0001586	XP_020878926.1	evm.model.RL_4.1698
OG0001587	XP_002874097.1	evm.model.RL_4.1438
OG0001588	XP_002866317.1	evm.model.RL_8.2001
OG0001588	XP_002877515.1	evm.model.RL_7.1692
OG0001589	XP_020867589.1	evm.model.RL_8.2417
OG0001590	XP_002876300.1	evm.model.RL_7.822
OG0001590	XP_020871654.1	evm.model.RL_8.2667
OG0001591	XP_020867327.1	evm.model.RL_5.148
OG0001591	XP_020878256.1	evm.model.RL_8.270
OG0001592	XP_002889445.1	evm.model.RL_5.184
OG0001592	XP_020878325.1	evm.model.RL_8.317
OG0001593	XP_002879450.1	evm.model.RL_6.1428
OG0001593	XP_002892219.1	evm.model.RL_5.299
OG0001594	XP_020870787.1	evm.model.RL_5.380
OG0001594	XP_002881221.1, XP_020885310.1	evm.model.RL_6.1328
OG0001595	XP_020885940.1	evm.model.RL_1.243
OG0001595	XP_020885939.1	evm.model.RL_1.242
OG0001596	XP_020878196.1	evm.model.RL_4.1836
OG0001596	XP_002882316.1	evm.model.RL_1.306
OG0001597	XP_002884540.1	evm.model.RL_1.522
OG0001598	XP_002882460.1	evm.model.RL_1.563
OG0001598	XP_020878602.1	evm.model.RL_4.1766
OG0001599	XP_020880373.1	evm.model.RL_4.781
OG0001599	XP_020888761.1	evm.model.RL_1.707
OG0001600	XP_002881452.1	evm.model.RL_6.1748
OG0001600	XP_002877895.1	evm.model.RL_7.1090
OG0001601	XP_002892967.1	evm.model.RL_5.1611
OG0001601	XP_002888909.1	evm.model.RL_3.1717
OG0001602	XP_002893174.1	evm.model.RL_5.3600
OG0001602	XP_020890517.1	evm.model.RL_3.2128
OG0001603	XP_020891529.1	evm.model.RL_3.1459
OG0001603	XP_002893271.1	evm.model.RL_5.3438
OG0001604	XP_020867671.1	evm.model.RL_5.3434.1.687c88c2
OG0001604	XP_002887312.1	evm.model.RL_3.1450
OG0001605	XP_002893280.1	evm.model.RL_5.3431
OG0001605	XP_002887308.1	evm.model.RL_3.1447.1.687c84bc
OG0001606	XP_002880517.2	evm.model.RL_6.250
OG0001606	XP_020884521.1	evm.model.RL_6.249
OG0001607	XP_020870917.1	evm.model.RL_5.1122
OG0001607	XP_020891191.1	evm.model.RL_3.185
OG0001608	XP_020866044.1	evm.model.RL_5.996
OG0001609	XP_020878974.1	evm.model.RL_4.1747
OG0001609	XP_002892154.1	evm.model.RL_5.186
OG0001610	XP_020876051.1	evm.model.RL_1.973, evm.model.RL_4.3060
OG0001611	XP_020889650.1	evm.model.RL_3.1942, evm.model.RL_3.1943
OG0001612	XP_002882816.1	evm.model.RL_1.1241
OG0001612	XP_020869747.1	evm.model.RL_3.880
OG0001612	XP_002894521.1	evm.model.RL_5.3951
OG0001613	XP_020867161.1	evm.model.RL_5.3770
OG0001613	XP_020886017.1	evm.model.RL_1.1453
OG0001615	XP_020882841.1	evm.model.RL_6.1260
OG0001615	XP_020867312.1	evm.model.RL_5.1933
OG0001616	XP_020887283.1	evm.model.RL_1.2938
OG0001616	XP_020875187.1	evm.model.RL_2.3073
OG0001617	XP_020874593.1	evm.model.RL_2.2491
OG0001618	XP_002894559.1	evm.model.RL_5.3995
OG0001618	XP_002882791.1	evm.model.RL_1.1183
OG0001619	XP_020881375.1	evm.model.RL_7.1091
OG0001619	XP_020883203.1	evm.model.RL_6.1747
OG0001620	XP_002868022.1, XP_020875598.1, XP_002868021.1	evm.model.RL_2.1350
OG0001622	XP_020870495.1	evm.model.RL_5.1249
OG0001623	XP_020880008.1	evm.model.RL_7.697, evm.model.RL_7.696
OG0001625	XP_020884574.1	evm.model.RL_6.2284
OG0001626	XP_020882843.1	evm.model.RL_6.2400
OG0001627	XP_002890724.1	evm.model.RL_5.3155
OG0001627	XP_020867903.1	evm.model.RL_5.3154
OG0001629	XP_020889432.1	evm.model.RL_5.1198.2.687c88b2
OG0001629	XP_020882176.1	evm.model.RL_7.2463
OG0001631	XP_002887152.1	evm.model.RL_3.1168
OG0001631	XP_002893438.1	evm.model.RL_5.3196
OG0001642	XP_020886832.1	evm.model.RL_1.2720
OG0001642	XP_002867146.1	evm.model.RL_2.2903
OG0001643	XP_002886064.1	evm.model.RL_1.2838
OG0001643	XP_020872748.1	evm.model.RL_2.3017
OG0001644	XP_020890080.1	evm.model.RL_3.384
OG0001644	XP_002889832.1	evm.model.RL_5.938
OG0001645	XP_002875240.2	evm.model.RL_7.2476
OG0001645	XP_002875239.1	evm.model.RL_7.2482
OG0001646	XP_020879622.1	evm.model.RL_7.2381
OG0001646	XP_002892724.1	evm.model.RL_5.1158
OG0001647	XP_020872137.1	evm.model.RL_2.81
OG0001647	XP_020880804.1	evm.model.RL_7.2311
OG0001648	XP_020874901.1	evm.model.RL_2.67
OG0001648	XP_020882217.1	evm.model.RL_7.2288
OG0001649	XP_002870750.1	evm.model.RL_2.244
OG0001649	XP_002877136.1	evm.model.RL_7.2153
OG0001650	XP_020882200.1	evm.model.RL_7.2057.1.687c84bb
OG0001650	XP_020872946.1	evm.model.RL_2.309, evm.model.RL_2.311
OG0001651	XP_020873445.1	evm.model.RL_2.2144
OG0001652	XP_020889251.1	evm.model.RL_1.831
OG0001652	XP_020876703.1	evm.model.RL_4.3337
OG0001653	XP_020888377.1	evm.model.RL_1.890
OG0001653	XP_002872400.1	evm.model.RL_8.925
OG0001654	XP_020879352.1	evm.model.RL_4.3185
OG0001654	XP_020888363.1	evm.model.RL_1.899
OG0001655	XP_020875963.1	evm.model.RL_4.2991
OG0001655	XP_002882713.1	evm.model.RL_1.1018
OG0001656	XP_020888312.1	evm.model.RL_1.1143
OG0001656	XP_002871590.1	evm.model.RL_4.2241
OG0001657	XP_002867529.1	evm.model.RL_2.2216
OG0001657	XP_020871691.1	evm.model.RL_8.1581
OG0001658	XP_020888483.1	evm.model.RL_8.1611
OG0001658	XP_002867539.1	evm.model.RL_2.2201
OG0001659	XP_002871271.1	evm.model.RL_4.2805
OG0001659	XP_020878005.1	evm.model.RL_4.2807
OG0001660	XP_002869935.1	evm.model.RL_2.1578
OG0001661	XP_002872643.1	evm.model.RL_8.565
OG0001661	XP_002867752.1	evm.model.RL_2.1784
OG0001662	XP_020873620.1	evm.model.RL_2.1796, evm.model.RL_3.214
OG0001662	XP_020877707.1	evm.model.RL_8.582
OG0001663	XP_020879136.1	evm.model.RL_8.782
OG0001663	XP_002890537.1	evm.model.RL_5.3483
OG0001664	XP_020885605.1	evm.model.RL_6.1557
OG0001664	XP_020866422.1	evm.model.RL_5.2895
OG0001665	XP_020885508.1	evm.model.RL_6.1566
OG0001666	XP_020875626.1	evm.model.RL_2.3108
OG0001666	XP_002884081.1	evm.model.RL_1.2955
OG0001667	XP_002878673.1	evm.model.RL_6.224
OG0001668	XP_020875663.1	evm.model.RL_2.3272
OG0001668	XP_002880477.1	evm.model.RL_6.207
OG0001669	XP_002880432.1	evm.model.RL_6.119
OG0001669	XP_020874986.1	evm.model.RL_2.3368
OG0001670	XP_020875421.1	evm.model.RL_2.3441
OG0001670	XP_020885000.1	evm.model.RL_6.33, evm.model.RL_3.718
OG0001671	XP_002874556.1	evm.model.RL_8.871
OG0001672	XP_020869541.1	evm.model.RL_5.3119
OG0001672	XP_002873145.1	evm.model.RL_4.3098
OG0001673	XP_002870440.1	evm.model.RL_2.608
OG0001674	XP_020872623.1	evm.model.RL_2.935
OG0001675	XP_002880275.2	evm.model.RL_6.2847
OG0001675	XP_020881581.1	evm.model.RL_7.154
OG0001677	XP_020880169.1	evm.model.RL_7.421
OG0001677	XP_020883355.1	evm.model.RL_6.2449
OG0001678	XP_020880598.1	evm.model.RL_7.483.1.687c84b4
OG0001678	XP_002880005.1	evm.model.RL_6.2409
OG0001679	XP_020880497.1	evm.model.RL_7.510
OG0001679	XP_020884457.1	evm.model.RL_6.2375
OG0001681	XP_002866754.1	evm.model.RL_8.2800
OG0001681	XP_002877774.1	evm.model.RL_7.1302
OG0001682	XP_002874882.1	evm.model.RL_8.333
OG0001682	XP_002889459.1	evm.model.RL_5.205
OG0001683	XP_020871881.1	evm.model.RL_4.476
OG0001684	XP_002865429.1	evm.model.RL_4.543
OG0001684	XP_020867548.1	evm.model.RL_5.293
OG0001685	XP_002889505.1	evm.model.RL_5.296.5.687c88ab
OG0001685	XP_020865954.1	evm.model.RL_4.544
OG0001686	XP_020883114.1	evm.model.RL_6.1419
OG0001686	XP_002889510.1	evm.model.RL_5.302
OG0001687	XP_020867120.1	evm.model.RL_5.325
OG0001687	XP_020883868.1	evm.model.RL_6.1399
OG0001688	XP_020870498.1	evm.model.RL_5.474
OG0001688	XP_002881162.1	evm.model.RL_6.1213
OG0001689	XP_020868609.1	evm.model.RL_5.520
OG0001689	XP_002881132.1	evm.model.RL_6.1169
OG0001690	XP_002879265.1	evm.model.RL_6.1137
OG0001690	XP_020869367.1	evm.model.RL_5.538
OG0001691	XP_002892379.1	evm.model.RL_5.559
OG0001691	XP_002879250.1, XP_002862737.1	evm.model.RL_6.1104
OG0001692	XP_002881081.1, XP_020870771.1	evm.model.RL_6.1092
OG0001693	XP_020885251.1	evm.model.RL_6.997
OG0001693	XP_020870891.1	evm.model.RL_5.610
OG0001694	XP_020876289.1	evm.model.RL_4.1950
OG0001695	XP_020866316.1	evm.model.RL_5.724.1.687c88ae
OG0001695	XP_002884450.1	evm.model.RL_1.365
OG0001696	XP_020876909.1	evm.model.RL_4.1005
OG0001696	XP_002884489.1	evm.model.RL_1.428
OG0001697	XP_020888040.1	evm.model.RL_1.610.2.687c87eb
OG0001697	XP_020890534.1	evm.model.RL_4.922
OG0001698	XP_020884182.1	evm.model.RL_6.2103
OG0001698	XP_002876333.1	evm.model.RL_7.781
OG0001699	XP_002877926.1	evm.model.RL_7.1010, evm.model.RL_7.1028
OG0001699	XP_020883435.1	evm.model.RL_6.1842
