Orthogroup	Arabidopsis_lyrata_NCBI	Erysimum_linariifolium
OG0001777	XP_020874701.1	El003G191080
OG0001778	XP_020883168.1	El006G280150
OG0001778	XP_020880446.1	El001G035120
OG0001779	XP_002878471.1	El001G034890
OG0001779	XP_020885246.1	El006G280240
OG0001780	XP_002880155.1	El006G283390
OG0001780	XP_002876566.1	El001G032300
OG0001781	XP_020882376.1	El001G031750
OG0001781	XP_020884112.1	El006G284390
OG0001782	XP_020880523.1	El001G030630
OG0001782	XP_020884243.1	El006G285860
OG0001784	XP_020871220.1	El007G323780
OG0001784	XP_002876006.1	El001G020010
OG0001785	XP_020878502.1	El001G000510
OG0001785	XP_002889361.1	El002G083170
OG0001786	XP_002889367.1	El002G083400
OG0001786	XP_020876230.1	El001G001170
OG0001787	XP_020879084.1	El001G002210
OG0001787	XP_002889398.1	El002G084070
OG0001788	XP_020877430.1	El001G002680
OG0001788	XP_002892117.1	El002G084350
OG0001789	XP_020881245.1, XP_002872833.2	El001G003060
OG0001790	XP_020884899.1	El006G301050
OG0001790	XP_002892318.1	El002G088450
OG0001791	XP_002892341.1	El002G088800
OG0001791	XP_020883081.1	El006G301610
OG0001792	XP_002879257.1	El006G302590
OG0001792	XP_020867294.1	El002G089480
OG0001793	XP_002889635.1	El002G089670
OG0001793	XP_002881079.1	El006G302910
OG0001794	XP_002889647.1	El002G089960
OG0001794	XP_020883967.1	El006G303660
OG0001795	XP_020887331.1	El005G236700
OG0001795	XP_002873754.1	El001G065270
OG0001796	XP_002882276.1	El005G237440
OG0001796	XP_020878778.1	El001G063800
OG0001797	XP_020877290.1	El001G063270
OG0001797	XP_020888864.1	El005G237880
OG0001798	XP_002872209.1	El001G051500
OG0001798	XP_002884547.1	El005G241040
OG0001799	XP_020876891.1	El001G049640
OG0001799	XP_020887154.1	El005G241060
OG0001800	XP_020886389.1	El005G241570
OG0001800	XP_020878545.1	El001G062020
OG0001801	XP_020869482.1	El007G346960
OG0001801	XP_002884619.1	El005G242280
OG0001802	XP_002887070.1	El004G216120, El004G216130
OG0001802	XP_020865962.1	El004G216090
OG0001803	XP_020885224.1	El006G294330
OG0001803	XP_002876174.2	El001G023460
OG0001804	XP_002887798.1	El004G233300
OG0001804	XP_020867602.1	El002G100180
OG0001805	XP_020890480.1	El004G232290
OG0001805	XP_020868122.1	El002G100830
OG0001806	XP_020889687.1	El004G224380
OG0001806	XP_002890217.1	El002G101400
OG0001807	XP_002879573.1	El006G295230
OG0001807	XP_020870090.1	El002G103790
OG0001808	XP_002889057.1	El004G228880
OG0001808	XP_020868655.1	El002G104630
OG0001809	XP_020891199.1	El004G221530
OG0001809	XP_002893329.1	El002G109610
OG0001810	XP_020867942.1	El002G111250
OG0001810	XP_020891725.1	El004G220370
OG0001811	XP_002887164.2	El004G218800
OG0001811	XP_020870038.1	El002G112320
OG0001812	XP_020865969.1	El004G218670
OG0001812	XP_002890697.1	El002G112420
OG0001814	XP_002878564.2	El006G320670
OG0001814	XP_002868895.1	El003G142730
OG0001815	XP_002871826.2	El001G062000
OG0001815	XP_020878551.1	El001G062010
OG0001816	XP_020886886.1	El005G240000
OG0001816	XP_020876899.1	El001G049220, El002G126610
OG0001817	XP_002871172.1	El001G076650
OG0001817	XP_002882718.1	El005G246660
OG0001818	XP_020882290.1	El001G019310
OG0001818	XP_002874198.1	El001G055350
OG0001819	XP_002865065.1	El007G322530
OG0001819	XP_002876054.1	El001G021130
OG0001820	XP_020879951.1	El001G018460
OG0001820	XP_002872066.1	El001G056390
OG0001821	XP_002891695.1	El002G137170
OG0001821	XP_020886235.1	El005G252660
OG0001822	XP_002891670.1	El002G136510
OG0001823	XP_002884194.2	El005G278770
OG0001824	XP_020883682.1	El006G292810
OG0001824	XP_020880037.1	El001G024360
OG0001825	XP_020879648.1	El001G026860
OG0001826	XP_002878106.1	El001G028130
OG0001826	XP_002879911.1	El006G288290
OG0001827	XP_002878123.1	El001G028340
OG0001827	XP_020881758.1	El001G028330
OG0001828	XP_020884934.1	El006G284100
OG0001828	XP_020880775.1	El001G031880
OG0001829	XP_020879957.1, XP_020871180.1, XP_020882505.1, XP_020882504.1, XP_020879853.1, XP_020879911.1	El001G042560
OG0001830	XP_020880517.1	El001G030050, El001G030020, El001G030060
OG0001831	XP_020885818.1	El007G366750
OG0001831	XP_002863333.1	El007G366760
OG0001832	XP_020884644.1	El006G311880
OG0001833	XP_020872458.1	El003G151290, El007G355170, El007G349780
OG0001833	XP_020872304.1	El003G151310
OG0001834	XP_020866294.1	El002G099850
OG0001835	XP_020869860.1	El002G104460
OG0001835	XP_020869861.1	El002G104470
OG0001836	XP_020889834.1	El004G198360
OG0001836	XP_002886482.1	El004G198350
OG0001838	XP_002868063.1	El003G169520
OG0001838	XP_020874211.1	El003G169530
OG0001840	XP_002863494.1	El007G363170
OG0001844	XP_002869445.1	El003G154430
OG0001844	XP_020889360.1	El005G278230
OG0001845	XP_002869378.2	El003G152640
OG0001846	XP_020887412.1	El005G274690
OG0001846	XP_002867081.1	El003G147050
OG0001847	XP_020874045.1	El003G170500
OG0001847	XP_020874043.1	El003G170510
OG0001848	XP_002886648.1	El004G201670
OG0001848	XP_002892573.1	El002G093440
OG0001849	XP_020890046.1	El004G199570
OG0001849	XP_002886550.1	El004G199580
OG0001850	XP_020882459.1	El001G041770
OG0001851	XP_002870688.1	El003G191690
OG0001851	XP_002877047.1	El001G042290
OG0001852	XP_020872969.1	El003G189520
OG0001853	XP_002875699.1	El001G013680
OG0001854	XP_020889725.1	El004G215170
OG0001855	XP_002886920.1	El004G213220
OG0001855	XP_002867884.1	El003G165440
OG0001856	XP_020865856.1	El004G198060
OG0001856	XP_020869241.1	El002G095480
OG0001857	XP_020873470.1	El003G158380
OG0001857	XP_020888998.1	El007G334850
OG0001858	XP_002871078.1	El001G078440
OG0001858	XP_002882659.1	El005G245620
OG0001859	XP_002882680.1	El005G245930
OG0001859	XP_020877899.1	El001G078010
OG0001860	XP_020876028.1	El001G076640
OG0001860	XP_020888302.1	El005G246670
OG0001861	XP_020888291.1	El005G246770
OG0001861	XP_020876014.1	El001G076420
OG0001862	XP_020877614.1	El001G075350
OG0001862	XP_020888248.1	El005G247630
OG0001863	XP_020873398.1	El003G159360
OG0001863	XP_002864114.1	El007G342570
OG0001864	XP_002864337.1	El007G337920
OG0001864	XP_002867516.1	El003G157030
OG0001865	XP_020871292.1	El007G337710
OG0001865	XP_020873316.1	El003G157130
OG0001866	XP_002864361.1	El007G337450
OG0001866	XP_002867528.1	El003G157320
OG0001867	XP_020871807.1	El007G334210
OG0001867	XP_020873432.1	El003G158640
OG0001868	XP_002871512.1	El001G069410
OG0001869	XP_020876720.1	El001G071390
OG0001870	XP_002866669.1	El007G324750
OG0001870	XP_020876763.1	El001G071560
OG0001871	XP_020868724.1	El007G325040
OG0001872	XP_002866633.1	El007G325640
OG0001872	XP_020876647.1	El001G072140
OG0001873	XP_020877761.1	El001G072510
OG0001873	XP_020877764.1	El001G072520
OG0001874	XP_020878501.1	El001G072930
OG0001875	XP_020875770.1	El001G073590
OG0001875	XP_020877088.1	El001G057050
OG0001876	XP_020882839.1	El007G329880
OG0001876	XP_002871302.1	El001G073780
OG0001877	XP_002871269.1	El001G074360, El007G361230
OG0001877	XP_020868734.1	El007G329080
OG0001878	XP_020874209.1	El003G169500
OG0001878	XP_020871079.1	El007G366430
OG0001879	XP_002868030.1	El003G168880
OG0001879	XP_020871588.1	El007G365590
OG0001880	XP_020874373.1	El003G168490
OG0001880	XP_020874372.1	El003G168500
OG0001881	XP_002869915.2	El003G165050
OG0001882	XP_020876470.1	El001G004950
OG0001882	XP_020873746.1	El003G164470
OG0001883	XP_020878399.1	El001G005140
OG0001883	XP_002867826.1	El003G164080
OG0001884	XP_020870060.1	El002G099270
OG0001884	XP_020890274.1	El004G201750
OG0001885	XP_002891032.2	El002G120850
OG0001885	XP_002874627.1	El001G008930
OG0001886	XP_002893885.1	El002G123760
OG0001886	XP_020878840.1	El001G010120
OG0001887	XP_020877462.1	El001G010980
OG0001887	XP_002893922.1	El002G125420
OG0001888	XP_002893549.1	El002G115000
OG0001888	XP_002881324.1	El006G297620, El006G297650
OG0001889	XP_020887398.1	El005G276660
OG0001889	XP_020875558.1	El003G145650
OG0001890	XP_002868953.1	El003G144020
OG0001890	XP_002868955.1	El003G144080
OG0001891	XP_020873235.1	El003G158510
OG0001891	XP_002892589.1	El002G093730
OG0001892	XP_002863689.1	El007G358360
OG0001892	XP_020868007.1	El002G113350
OG0001893	XP_002872519.1	El001G008750
OG0001893	XP_002888500.2, XP_002872518.1	El001G008770
OG0001894	XP_002881686.1	El006G289800
OG0001894	XP_020877722.1	El001G005700
OG0001895	XP_020866520.1, XP_002865125.2	El007G366460, El001G061110
OG0001895	XP_002865126.1	El007G366450
OG0001896	XP_002867475.1	El003G156000
OG0001896	XP_020888954.1	El005G242720
OG0001897	XP_020886452.1	El005G265910
OG0001897	XP_020874691.1	El003G176310
OG0001898	XP_020886682.1	El005G261820
OG0001898	XP_020872372.1	El003G174350
OG0001899	XP_020875325.1	El003G173640
OG0001899	XP_020887502.1	El005G260920
OG0001900	XP_002870617.1	El003G193280
OG0001901	XP_020882691.1	El006G280020, El006G314870
OG0001901	XP_002878472.1	El001G034900
OG0001902	XP_002876664.2, XP_020881998.1	El001G034370
OG0001902	XP_002882098.1	El006G280920
OG0001903	XP_020881462.1	El001G032390
OG0001903	XP_020884494.1	El006G283290
OG0001904	XP_020884215.1	El006G283400, El005G276440
OG0001905	XP_020879827.1	El001G031640
OG0001906	XP_020880167.1	El001G030910
OG0001906	XP_002880033.1	El006G285650
OG0001907	XP_020880382.1	El001G018080
OG0001908	XP_002864851.1	El007G327060
OG0001909	XP_002872874.1	El001G002050
OG0001909	XP_020868942.1, XP_020868941.1	El002G084210
OG0001910	XP_020876479.1	El001G004290
OG0001910	XP_020869615.1	El002G085510
OG0001911	XP_002863652.1, XP_020871770.1	El007G359030
OG0001911	XP_002889501.1	El002G086320
OG0001912	XP_020884396.1	El006G300250
OG0001912	XP_020869673.1	El002G087680
OG0001913	XP_002889560.1	El002G087980
OG0001913	XP_020883447.1	El006G300630
OG0001914	XP_002881235.2, XP_020885072.1	El006G300060, El006G299460
OG0001914	XP_020885111.1	El006G299140
OG0001915	XP_020885824.1	El006G301250
OG0001915	XP_002892324.1	El002G088570
OG0001916	XP_002889643.1	El002G089870
OG0001916	XP_020883553.1	El006G303310
OG0001917	XP_020885139.1	El006G304830
OG0001917	XP_020870230.1	El002G090370
OG0001918	XP_020885344.1	El006G311260
OG0001918	XP_002880809.1	El006G311290
OG0001919	XP_020878299.1	El001G067110
OG0001920	XP_002873774.1	El001G064620
OG0001920	XP_020889331.1	El005G236980
OG0001921	XP_002871718.1	El001G064590
OG0001921	XP_002884339.1	El005G237030
OG0001922	XP_020886157.1	El005G240610
OG0001922	XP_020876938.1	El001G050590
OG0001923	XP_020882807.1	El006G290680
OG0001923	XP_020881542.1	El001G025950
OG0001924	XP_020880619.1	El001G024110
OG0001924	XP_002879660.2	El006G293190
OG0001925	XP_002881556.1	El006G292300
OG0001926	XP_020883680.1	El006G292050
OG0001926	XP_020881623.1	El001G022190
OG0001927	XP_002890120.1	El002G099720
OG0001928	XP_002887737.1	El004G231810
OG0001928	XP_020866551.1	El002G101220
OG0001929	XP_002890245.1	El002G101870
OG0001929	XP_020889762.1	El004G225140
OG0001930	XP_020867618.1	El002G102880
OG0001930	XP_020890838.1	El004G226920
OG0001931	XP_020865799.1	El004G227290
OG0001931	XP_002893022.1	El002G103090
OG0001932	XP_002893043.1	El002G103650
OG0001932	XP_002889008.1	El004G227640
OG0001933	XP_002893156.1	El002G105540
OG0001933	XP_002889106.1	El004G229820
OG0001934	XP_020866041.1	El002G107070
OG0001934	XP_002889173.1	El004G231250
OG0001935	XP_002890566.1	El002G108450
OG0001935	XP_002888795.1	El004G222450
OG0001936	XP_020873928.1	El003G154700
OG0001936	XP_020891449.1	El004G221590, El004G221550
OG0001937	XP_020870103.1	El002G110660
OG0001937	XP_020891242.1	El004G220720
OG0001938	XP_020868723.1	El002G112870
OG0001938	XP_002893459.1	El002G112880
OG0001939	XP_020883982.1	El006G321200
OG0001939	XP_002866830.1	El003G142550
OG0001940	XP_020866514.1	El002G083730
OG0001940	XP_020878252.1	El001G078890
OG0001942	XP_002863151.1	El003G178220
OG0001942	XP_002882862.1, XP_002862273.1	El002G120860
OG0001943	XP_020888230.1	El005G247400
OG0001944	XP_020888270.1	El005G247240
OG0001944	XP_020875992.1	El001G075960
OG0001945	XP_020880300.1	El001G019460
OG0001946	XP_020879955.1	El001G018470
OG0001946	XP_002874143.1	El001G056380
OG0001947	XP_020881696.1	El001G013740, El001G013760, El001G013730
OG0001947	XP_002877374.1	El001G013770
OG0001948	XP_002877329.1	El001G012570
OG0001948	XP_020876642.1	El001G058280
OG0001949	XP_002873997.1	El001G059600
OG0001949	XP_020880295.1	El002G123090
OG0001950	XP_020888793.1	El005G250020
OG0001950	XP_020869140.1	El002G139900
OG0001951	XP_002885062.1	El005G251320
OG0001951	XP_020867175.1	El002G138350
OG0001952	XP_020889198.1	El005G253480
OG0001953	XP_002885307.1	El005G256760
OG0001953	XP_020866711.1	El002G133940
OG0001954	XP_002873591.1	El001G068760
OG0001954	XP_002885405.1	El005G258760
OG0001955	XP_020867788.1	El002G136180
OG0001955	XP_002883294.1	El005G259370
OG0001956	XP_002883899.1	El005G272900
OG0001956	XP_020875289.1	El003G148440
OG0001957	XP_020884308.1	El006G296470
OG0001957	XP_020867051.1	El002G117120
OG0001958	XP_002885924.1	El005G272320, El005G272330, El002G122830, El002G122740
OG0001959	XP_002876521.2	El001G031320
OG0001960	XP_002894420.2	El002G138030
OG0001961	XP_020868633.1	El002G134580
OG0001962	XP_020869758.1	El002G089890
OG0001962	XP_020886491.1, XP_020870673.1	El002G089900
OG0001963	XP_020877407.1	El001G003370, El001G003360
OG0001968	XP_020879363.1, XP_002866005.1	El007G339010, El007G338620, El007G338810
OG0001968	XP_020871449.1, XP_002864269.2	El007G339000
OG0001971	XP_020874616.1	El003G154550
OG0001971	XP_002883967.2	El005G278310
OG0001972	XP_020874569.1	El003G152730
OG0001972	XP_002884154.1	El005G277150
OG0001973	XP_020875086.1	El003G152000
OG0001973	XP_002880568.1	El006G317160
OG0001974	XP_002878754.1	El006G316920
OG0001974	XP_002869331.1	El003G151600
OG0001975	XP_020887196.1	El005G272050
OG0001975	XP_020874027.1	El003G149010
OG0001976	XP_020874314.1	El003G147660
OG0001976	XP_020888019.1	El005G273780
OG0001977	XP_002881409.1	El006G295300
OG0001977	XP_020872208.1	El003G170760
OG0001978	XP_002888093.1	El004G199690
OG0001978	XP_002889857.1	El002G094430
OG0001979	XP_020881098.1	El001G037660
OG0001979	XP_020867996.1	El002G098500
OG0001980	XP_002875146.1	El001G037910
OG0001980	XP_002892801.1	El002G098290
OG0001981	XP_020867960.1	El002G096620
OG0001981	XP_020882265.1	El001G040710
OG0001982	XP_002876987.1	El001G041150
OG0001982	XP_020867859.1	El002G096460
OG0001983	XP_002877025.1	El001G041880
OG0001983	XP_020872140.1	El003G192010
OG0001984	XP_020880968.1	El001G042150
OG0001984	XP_002870678.1	El003G191790
OG0001985	XP_002892683.1	El002G095790
OG0001985	XP_002886451.1	El004G197500
OG0001986	XP_020880238.1	El001G028110
OG0001986	XP_002879912.1	El006G288280
OG0001987	XP_002873136.1	El001G078480
OG0001987	XP_020886426.1	El005G245600
OG0001988	XP_020888290.1	El005G246730
OG0001988	XP_002871180.1	El001G076460
OG0001989	XP_020888337.1	El005G246990
OG0001989	XP_020879359.1	El001G076110
OG0001990	XP_002866033.1	El007G338320
OG0001990	XP_020875391.1	El003G156940
OG0001991	XP_020885046.1	El007G337200
OG0001991	XP_020873788.1	El003G157450
OG0001992	XP_020873343.1	El003G157810
OG0001992	XP_002866118.1	El007G336220
OG0001993	XP_020891023.1	El007G336010
OG0001993	XP_020873642.1	El003G157980
OG0001994	XP_002866213.1	El007G334110
OG0001994	XP_002869654.1	El003G158670
OG0001995	XP_020878198.1	El001G060820
OG0001996	XP_002871492.1	El001G069870
OG0001996	XP_002872192.1, XP_002872191.1	El001G052040
OG0001997	XP_020877282.1	El001G072380
OG0001997	XP_020882971.1	El006G319400
OG0001998	XP_002871372.2	El001G072630
OG0001998	XP_002864892.1	El007G326220
OG0001999	XP_002873320.1	El001G074150
OG0001999	XP_020882393.1	El007G329230
OG0002000	XP_020879849.1	El007G329030
OG0002000	XP_020875825.1	El001G074450
OG0002001	XP_002865164.1	El007G365710
OG0002001	XP_020874649.1	El003G168950
OG0002002	XP_020872209.1	El003G165900
OG0002003	XP_002872689.1	El001G005630
OG0002004	XP_020877695.1	El001G006790
OG0002004	XP_002867746.1	El003G162630
OG0002005	XP_020876274.1	El001G007880
OG0002005	XP_020873605.1	El003G161210
OG0002006	XP_020873365.1	El003G161120
OG0002006	XP_002872543.1	El001G008010
OG0002007	XP_020873823.1	El003G161100
OG0002008	XP_020877247.1	El001G008580
OG0002008	XP_002891012.2	El002G120350
OG0002009	XP_002891357.1	El002G130070
OG0002010	XP_020870465.1	El002G114690
OG0002011	XP_002890808.1	El002G115310
OG0002011	XP_002879489.1	El006G297070
OG0002012	XP_020887282.1	El005G274980
OG0002012	XP_020874384.1	El003G146790
OG0002013	XP_002884071.1	El005G275130
OG0002013	XP_020873085.1	El003G146640
OG0002014	XP_020873050.1	El003G146260
OG0002014	XP_020888349.1	El005G275310
OG0002015	XP_002886185.1	El005G277010
OG0002015	XP_002866990.1	El003G145390
OG0002016	XP_020883855.1	El006G319230
OG0002016	XP_002868971.1	El003G144410
OG0002017	XP_020875252.1	El003G143710
OG0002017	XP_020884533.1	El006G319840
OG0002018	XP_020884193.1	El006G321130
OG0002018	XP_002868885.2	El003G142590
OG0002019	XP_002891151.1, XP_020883731.1	El002G118470
OG0002020	XP_002890806.1, XP_002890805.1	El002G115220
OG0002020	XP_002892644.2, XP_002892645.1	El004G210730
OG0002021	XP_020873591.1	El003G161020, El003G161000
OG0002021	XP_002874660.1	El001G008090
OG0002022	XP_020868338.1	El002G101690
OG0002022	XP_020877684.1	El007G364600
OG0002023	XP_020886048.1	El005G262340
OG0002023	XP_020874648.1	El003G174550
OG0002024	XP_020886689.1	El005G261100
OG0002025	XP_020891118.1	El006G281630
OG0002026	XP_002880137.1	El006G283860
OG0002026	XP_002876545.1	El001G032000
OG0002027	XP_020881524.1	El001G028770
OG0002027	XP_002881783.1	El006G287780
OG0002028	XP_002877399.1	El001G014250
OG0002028	XP_020883798.1	El007G330530
OG0002029	XP_002892069.1	El002G083460
OG0002029	XP_002875002.1	El001G001250
OG0002030	XP_020878315.1	El001G003160
OG0002030	XP_020867758.1	El002G084830
OG0002031	XP_020884055.1	El006G298810
OG0002032	XP_002879377.2	El006G299980
OG0002032	XP_020869721.1	El002G087510
OG0002033	XP_020868595.1	El002G089140
OG0002033	XP_020883949.1	El006G302020
OG0002034	XP_002889652.1	El002G090080
OG0002034	XP_020883277.1	El006G304140
OG0002035	XP_002866085.1	El007G336940
OG0002035	XP_002869594.1	El003G157620
OG0002036	XP_020876571.1	El001G065560
OG0002036	XP_002882222.1	El005G236480
OG0002037	XP_002871686.2	El001G065550
OG0002037	XP_002882223.1	El005G236500
OG0002038	XP_020889231.1	El005G253410
OG0002038	XP_020889016.1	El005G240460
OG0002039	XP_020880281.1	El001G026790
OG0002039	XP_002862287.1, XP_002879822.1	El006G290030
OG0002040	XP_002879617.1	El006G294140
OG0002040	XP_002876178.1	El001G023560
OG0002041	XP_002881490.1	El006G293410
OG0002041	XP_002877914.1	El001G023970
OG0002042	XP_002879742.1	El003G163850, El006G291820
OG0002042	XP_020882754.1	El006G291830
OG0002043	XP_020866764.1	El007G361440, El002G131960
OG0002043	XP_002894146.1, XP_002894147.1	El002G132700
OG0002044	XP_020867926.1	El002G099590
OG0002044	XP_020891379.1	El004G234220
OG0002045	XP_002890124.1	El002G099790
OG0002045	XP_002889288.1	El004G233900
OG0002046	XP_020867562.1	El002G100080
OG0002046	XP_002887805.1	El004G233420
OG0002047	XP_002890169.1	El002G100480
OG0002047	XP_002889235.1	El006G318640, El004G232630
