Orthogroup	Arabidopsis_lyrata_NCBI	Aethionema_saxatile
OG0002364	XP_002888457.1	As001G029260
OG0002365	XP_020890942.1	As001G029650
OG0002365	XP_020872210.1	As004G076890
OG0002366	XP_002892700.1, XP_020869779.1, XP_002886438.1	As001G031630
OG0002367	XP_020871814.1	As002G048220
OG0002368	XP_002879905.1	As002G033500, As002G033510
OG0002369	XP_020883642.1	As002G033860
OG0002370	XP_020878516.1	As005G107180
OG0002371	XP_002882643.1	As002G034980
OG0002371	XP_020878194.1	As005G108380
OG0002372	XP_020887854.1	As002G036740
OG0002372	XP_020875962.1	As009G213590
OG0002373	XP_002884884.1	As002G038720
OG0002374	XP_002869709.1, XP_020871229.1	As002G040940
OG0002375	XP_002867714.1	As003G061380
OG0002375	XP_002865853.1	As002G043310
OG0002376	XP_002865901.1	As002G044030
OG0002377	XP_002869563.1	As006G132320
OG0002377	XP_002866028.1, XP_002862155.2	As002G045900
OG0002378	XP_020873487.1	As006G132580
OG0002378	XP_020871942.1	As002G046560
OG0002379	XP_002864489.1	As002G048600
OG0002380	XP_020871117.1	As005G117870
OG0002380	XP_002873431.1	As002G053410
OG0002381	XP_002871349.1	As002G054200
OG0002381	XP_002866567.1	As005G116610
OG0002382	XP_020877566.1	As002G054990
OG0002382	XP_020871206.1	As009G217890
OG0002383	XP_002865216.1	As004G088440
OG0002383	XP_002867988.1	As003G056960
OG0002384	XP_002862972.1, XP_020877555.1	As004G086770
OG0002385	XP_002872758.1	As004G086410
OG0002385	XP_020872174.1	As003G059010
OG0002387	XP_002878679.1	As007G179590
OG0002389	XP_020872526.1, XP_020885486.1, XP_002879550.2	As003G075930
OG0002390	XP_020882940.1, XP_020868032.1	As004G079660
OG0002392	XP_020872172.1, XP_002872755.1	As004G086380
OG0002393	XP_020875741.1	As004G093590
OG0002393	XP_020886113.1	As011G257490
OG0002394	XP_020876339.1	As004G094020
OG0002394	XP_020886497.1	As011G256530
OG0002395	XP_020876481.1	As011G256330, As004G094350
OG0002396	XP_002883421.1	As011G255320
OG0002396	XP_002868289.1	As004G095390
OG0002397	XP_020872222.1, XP_002875384.1	As004G097460
OG0002398	XP_020883659.1	As005G098570
OG0002398	XP_002876706.1	As012G288950
OG0002399	XP_002880319.1	As005G099170
OG0002400	XP_020884624.1	As005G100690
OG0002400	XP_020880822.1	As012G287710
OG0002401	XP_020883116.1	As005G101260
OG0002401	XP_020881562.1	As012G287290
OG0002402	XP_020885583.1	As005G101600
OG0002402	XP_020880419.1	As012G287030
OG0002403	XP_020890527.1	As005G103330, As010G239880
OG0002404	XP_002880047.1	As005G103860
OG0002404	XP_002874165.1	As009G216560
OG0002405	XP_020890784.1, XP_020890785.1	As005G105420, As005G105440, As005G105430
OG0002406	XP_002873999.1, XP_002877256.1	As005G111770
OG0002407	XP_002877267.1	As010G227090
OG0002408	XP_002877395.1	As010G225340
OG0002408	XP_002864689.1	As005G114180
OG0002409	XP_002864928.1, XP_002866300.1	As005G117920
OG0002410	XP_020881265.1	As010G221420
OG0002410	XP_002864993.1	As005G119040
OG0002411	XP_020868336.1	As007G154010
OG0002411	XP_002888894.2	As010G240950, As006G120970
OG0002412	XP_020870063.1, XP_020878512.1	As006G121270
OG0002413	XP_002892051.1	As008G198970
OG0002414	XP_020870310.1	As008G197140
OG0002414	XP_020876365.1	As006G123790
OG0002415	XP_002863626.1, XP_002889495.1	As006G124690
OG0002416	XP_020871105.1	As006G125040
OG0002416	XP_002892210.1	As008G196270
OG0002417	XP_002881247.1	As006G125930
OG0002417	XP_002892253.2	As008G195600
OG0002418	XP_020882956.1	As006G126740
OG0002418	XP_020869875.1	As008G194760
OG0002419	XP_002892358.1	As008G193350
OG0002419	XP_020885041.1	As006G127970
OG0002420	XP_020883831.1	As006G130200
OG0002421	XP_020869182.1	As006G130420
OG0002422	XP_002866062.1	As006G132600
OG0002423	XP_020886903.1, XP_002871671.1	As006G135160
OG0002424	XP_020876588.1	As009G201660
OG0002424	XP_002884317.1	As006G135400
OG0002425	XP_020886908.1	As006G135440
OG0002425	XP_020876597.1	As009G201750
OG0002426	XP_002873752.1	As009G201930
OG0002427	XP_002882275.2	As006G136130
OG0002427	XP_020878395.1	As009G202970
OG0002428	XP_002882318.1	As006G137190
OG0002428	XP_020876694.1	As009G204040
OG0002430	XP_020887356.1	As006G141940, As011G249920
OG0002431	XP_020880106.1	As012G281710
OG0002431	XP_020883744.1	As006G143550
OG0002432	XP_002862522.2	As006G143880
OG0002433	XP_020868127.1	As007G152330
OG0002434	XP_002890182.1	As007G153130
OG0002435	XP_020889602.1	As010G240000
OG0002435	XP_002892990.1	As007G154550
OG0002436	XP_002890461.1	As007G157780
OG0002436	XP_020891230.1	As010G235980
OG0002437	XP_020869441.1	As007G158170
OG0002438	XP_020869193.1, XP_002889178.1	As007G158300
OG0002439	XP_002887419.1	As010G235050
OG0002439	XP_020869833.1	As007G158550
OG0002440	XP_002875714.1	As007G158900, As007G163640
OG0002441	XP_002890550.1	As007G159190
OG0002441	XP_020891382.1	As010G233950
OG0002442	XP_020891128.1	As010G233340
OG0002442	XP_002890588.1	As007G159670
OG0002443	XP_002890648.1	As007G160590
OG0002443	XP_002888720.1	As010G232560
OG0002444	XP_020890218.1	As010G231580
OG0002444	XP_002893414.1	As007G161090
OG0002445	XP_002869670.1	As007G165530
OG0002446	XP_002869548.1	As007G166970
OG0002447	XP_020875746.1, XP_002880697.1	As007G167050
OG0002448	XP_020879769.1, XP_020866548.1	As007G180990, As010G220930
OG0002449	XP_002892721.1, XP_002875327.1	As008G184400
OG0002450	XP_002892438.1	As008G190820
OG0002451	XP_002892430.1	As008G191270
OG0002452	XP_020866942.1	As008G192830
OG0002453	XP_020876277.1, XP_020870643.1	As008G197420
OG0002454	XP_020869078.1, XP_020877396.1	As008G197430
OG0002455	XP_002873808.1	As009G202980
OG0002456	XP_020877797.1	As009G203970, As011G262850
OG0002457	XP_002873352.2	As009G205150
OG0002458	XP_020882499.1, XP_020882502.1	As009G207430
OG0002459	XP_002866520.1, XP_020880346.1	As009G219300
OG0002460	XP_002873297.1, XP_020886393.1	As009G219940
OG0002461	XP_002877797.1	As010G220310
OG0002462	XP_020891572.1	As010G236970
OG0002463	XP_002887633.1	As010G237210
OG0002464	XP_002887537.2	As010G239170
OG0002465	XP_002890101.1, XP_002889306.1	As010G244070
OG0002466	XP_020886751.1, XP_002891794.1	As011G246020
OG0002467	XP_020867403.1, XP_020889074.1	As011G246390
OG0002468	XP_020867138.1	As012G269940
OG0002468	XP_020887173.1	As011G247340
OG0002469	XP_020872617.1	As012G274440
OG0002469	XP_002885173.1	As011G249070
OG0002470	XP_020889207.1	As011G249540
OG0002471	XP_020889110.1	As011G249710
OG0002471	XP_002891428.1	As012G273810
OG0002472	XP_002885229.1	As011G249830
OG0002472	XP_002894113.1	As012G273760
OG0002473	XP_020887875.1, XP_002891444.1	As011G250030
OG0002474	XP_020886727.1, XP_002862235.1, XP_002885301.1	As011G254520
OG0002475	XP_002870309.1, XP_002885543.1	As011G255010
OG0002476	XP_020885863.1	As011G260880
OG0002477	XP_002886278.2, XP_020875529.1	As011G267110
OG0002478	XP_020888949.1	As012G282460
OG0002478	XP_020867177.1	As012G269880
OG0002479	XP_020885164.1, XP_002865177.1	As012G275080
OG0002480	XP_020882576.1, XP_002881740.2	As012G282910
OG0002494	XP_020888696.1	As011G267440
OG0002494	XP_020874855.1	As001G000070
OG0002495	XP_020873904.1, XP_020873893.1, XP_020873895.1	As001G000720
OG0002496	XP_002868898.1	As007G180720, As001G002930
OG0002497	XP_020877509.1	As002G048780
OG0002497	XP_020874806.1	As001G003770
OG0002498	XP_002867293.1, XP_002880602.1	As001G003890
OG0002499	XP_020876661.1	As001G012010, As001G010780, As005G113250
OG0002499	XP_020881513.1	As010G226320
OG0002500	XP_002867129.1, XP_002883891.1	As001G013480
OG0002502	XP_002862198.1, XP_002881383.1	As004G079730
OG0002503	XP_002868724.1, XP_002892475.1, XP_020866298.1	As008G189320, As001G018590, As001G018580
OG0002504	XP_020891145.1	As001G019510
OG0002504	XP_020868182.1	As008G187560
OG0002505	XP_020867484.1	As008G187280
OG0002505	XP_002888188.1	As001G020220
OG0002506	XP_020890974.1	As001G020640
OG0002506	XP_020867232.1	As008G187030
OG0002507	XP_020881111.1	As008G182970
OG0002508	XP_002875197.1	As001G023960
OG0002508	XP_002892782.1	As008G183400
OG0002509	XP_020882378.1	As001G024220
OG0002510	XP_002892719.1	As008G184420
OG0002510	XP_002875330.1	As001G025530
OG0002511	XP_002877133.1, XP_002877148.1	As001G027330
OG0002512	XP_002878314.1	As001G030940
OG0002512	XP_002894516.1	As012G268260
OG0002513	XP_002882691.1	As002G036190
OG0002513	XP_020875948.1	As009G214160
OG0002514	XP_002873212.1	As009G213190
OG0002515	XP_002871210.2	As009G212380
OG0002515	XP_002882740.1	As002G037470
OG0002516	XP_002869661.1, XP_002869660.1	As002G044340, As007G164890
OG0002517	XP_020872061.1, XP_002864247.1	As002G045300
OG0002518	XP_020871603.1	As002G047320
OG0002518	XP_020873466.1	As006G134700
OG0002519	XP_002867553.1	As002G047340
OG0002520	XP_020871165.1	As002G047720
OG0002521	XP_002873546.1, XP_020879378.1	As002G051220
OG0002522	XP_020879187.1	As002G053700
OG0002522	XP_020885073.1	As005G117400
OG0002523	XP_020874564.1	As003G055760
OG0002523	XP_020882622.1	As004G091100
OG0002524	XP_020877705.1	As004G084950
OG0002524	XP_020873622.1	As003G060810
OG0002525	XP_002872439.1	As004G080270
OG0002525	XP_002891184.1	As003G063820
OG0002526	XP_002890878.1	As003G071140
OG0002526	XP_020873436.1	As007G164530
OG0002527	XP_002879526.1	As004G078670
OG0002527	XP_002890913.1	As003G071590
OG0002528	XP_020887365.1	As011G264850
OG0002528	XP_020874030.1	As003G072370
OG0002529	XP_002866966.2	As003G073400
OG0002529	XP_020884084.1	As007G179540
OG0002530	XP_020872539.1	As003G073920
OG0002531	XP_020883256.1, XP_002866900.1	As003G074720
OG0002532	XP_020884877.1	As007G180670
OG0002532	XP_020891557.1	As003G075500
OG0002533	XP_020880858.1, XP_020880860.1, XP_020872872.1	As003G076500
OG0002534	XP_002872428.1, XP_020878781.1, XP_002872432.1	As004G080330, As004G080320
OG0002535	XP_020876839.1, XP_002869795.1	As004G084730
OG0002536	XP_002874786.1	As004G085350
OG0002537	XP_002872675.1	As004G085480
OG0002538	XP_020872048.1, XP_002868319.1	As004G095080
OG0002539	XP_002868281.1	As004G095560
OG0002539	XP_002868282.1	As004G095510
OG0002540	XP_002868197.1	As004G096620
OG0002541	XP_002876705.1	As012G288940
OG0002541	XP_020883654.1	As005G098580
OG0002542	XP_002880222.1, XP_020882533.1	As005G100920
OG0002543	XP_002880197.1	As005G101310
OG0002543	XP_020881599.1	As012G287170
OG0002544	XP_002881933.1	As005G103360
OG0002544	XP_002878296.1	As008G195470
OG0002545	XP_020883282.1	As005G105890, As005G105610, As005G105930
OG0002545	XP_020879650.1	As012G283910
OG0002546	XP_002879950.1	As005G105700, As005G105720
OG0002547	XP_002876402.2	As012G283750
OG0002547	XP_020883888.1	As005G106150
OG0002548	XP_002879747.1, XP_020876507.1	As005G108450
OG0002549	XP_020885734.1	As005G111540
OG0002550	XP_020878286.1	As010G227270
OG0002551	XP_020880068.1	As010G224410
OG0002551	XP_002866337.1	As005G115520
OG0002552	XP_020880963.1	As010G222510
OG0002552	XP_002864849.1	As005G116390
OG0002553	XP_002866718.1	As005G119590
OG0002553	XP_002877738.1	As010G221160
OG0002554	XP_020871875.1	As005G120110, As005G120120, As005G120130
OG0002555	XP_020876780.1	As006G122230
OG0002555	XP_020866515.1	As008G198480
OG0002556	XP_020875892.1	As006G122430
OG0002556	XP_002889391.2	As008G198330
OG0002557	XP_020869101.1, XP_002881177.1	As006G127180
OG0002559	XP_002884277.1	As006G133130
OG0002559	XP_002873685.1	As009G200430
OG0002560	XP_002871661.1	As009G201240
OG0002560	XP_002882198.1	As006G134910
OG0002561	XP_020878205.1	As009G202670
OG0002561	XP_020886852.1	As006G135920
OG0002562	XP_020876929.1	As009G206940
OG0002562	XP_002882384.1	As006G138150, As006G138130
OG0002563	XP_002863495.1, XP_002863498.1	As006G138330
OG0002564	XP_020888920.1, XP_002873915.1	As006G139890
OG0002565	XP_020883732.1	As006G144620
OG0002566	XP_020885556.1	As006G146200
OG0002567	XP_002890159.1, XP_002889248.1, XP_002862214.2	As007G152810
OG0002568	XP_020890669.1	As010G238200
OG0002568	XP_020867330.1	As007G155930
OG0002569	XP_002889058.1	As010G237410
OG0002569	XP_020867039.1	As007G156520
OG0002571	XP_020890853.1	As010G236920
OG0002571	XP_020870745.1	As007G156990
OG0002572	XP_020890502.1, XP_020867724.1	As007G157610
OG0002573	XP_020865872.1	As010G233140
OG0002573	XP_002890610.1	As007G160020
OG0002574	XP_020870988.1	As007G161070
OG0002574	XP_020890219.1	As010G231590
OG0002575	XP_002892818.1, XP_002885714.1	As008G182790
OG0002576	XP_002880872.1, XP_002889988.1, XP_002862782.2	As008G184220
OG0002577	XP_020869988.1	As008G192700
OG0002578	XP_002892337.2, XP_002892336.2	As008G193730, As008G193760
OG0002580	XP_002881209.1, XP_020866809.1	As008G194790
OG0002581	XP_002889387.2, XP_020866060.1	As008G198400, As008G198390
OG0002582	XP_020883883.1	As009G213250
OG0002583	XP_020880299.1	As010G221700
OG0002583	XP_020879175.1	As009G215910
OG0002584	XP_020891578.1	As009G219490
OG0002585	XP_002875777.1, XP_020885428.1	As010G224650
OG0002586	XP_002888672.1, XP_020881797.1, XP_020880013.1	As010G231040
OG0002587	XP_020872330.1, XP_002887852.2, XP_002890352.1, XP_020891357.1	As010G238060
OG0002588	XP_020865590.1	As010G239220
OG0002589	XP_020891522.1	As010G241020
OG0002590	XP_002882868.1	As011G246160
OG0002590	XP_002894477.1	As010G241320, As012G269200
OG0002591	XP_002882828.1	As011G245450
OG0002591	XP_020868902.1	As012G268620
OG0002592	XP_002891792.1	As012G269150
OG0002592	XP_002885006.1	As011G246080
OG0002593	XP_002891720.1	As012G270160
OG0002593	XP_002885090.1	As011G247650
OG0002594	XP_020867819.1	As012G270470
OG0002594	XP_020887649.1	As011G247800
OG0002595	XP_020888096.1	As012G270810, As011G248280
OG0002596	XP_020889139.1	As011G248880
OG0002596	XP_020874798.1	As012G274650
OG0002597	XP_020889131.1	As011G249380
OG0002597	XP_020868223.1	As012G274080
OG0002598	XP_020889084.1, XP_020866277.1	As011G249910
OG0002600	XP_020886895.1, XP_020872163.1	As011G255050
OG0002601	XP_020882664.1, XP_020872657.1	As011G263820
OG0002602	XP_020870119.1, XP_020889350.1	As012G267890
OG0002603	XP_002891637.1	As012G271860
OG0002604	XP_002894166.1, XP_020869379.1	As012G273030
OG0002605	XP_002876367.1, XP_020884093.1, XP_002879892.1	As012G282930
OG0002606	XP_020879884.1, XP_020884977.1	As012G284350
OG0002607	XP_020882373.1	As012G286060, As012G286070
OG0002622	XP_002885991.1	As011G266930
OG0002622	XP_020872483.1	As001G000680
OG0002623	XP_002878743.1, XP_020873046.1	As001G003260
OG0002624	XP_020884980.1	As006G132160
OG0002624	XP_002869242.1	As001G006190
OG0002625	YP_009357293.1	As289G297790, As160G296640, As419G298080, As205G296950, As240G297400
OG0002626	XP_002884158.1	As011G263160
OG0002626	XP_020875581.1	As001G014170
OG0002627	XP_002867112.1	As001G014270
OG0002627	XP_020888549.1	As011G263300
OG0002628	XP_002886069.1, XP_002886070.1	As011G263570
OG0002628	XP_020874660.1	As001G014800
OG0002629	XP_020884508.1	As004G078820
OG0002629	XP_020866098.1	As001G015750
OG0002630	XP_020885695.1, XP_002862723.1	As004G079350
OG0002631	XP_002862393.2, XP_002879567.1	As004G083150
OG0002631	XP_020873153.1	As001G017580
OG0002632	XP_020868301.1, XP_002889738.1	As001G019060
OG0002633	XP_002889763.1	As008G188110
OG0002634	XP_002888209.1	As001G019900
OG0002634	XP_020870947.1	As008G187830
OG0002635	XP_002889871.1, XP_002888072.1	As001G021860
OG0002636	XP_002892825.1	As001G022990
OG0002637	XP_020868416.1	As008G183390
OG0002637	XP_020881186.1	As001G023970
OG0002638	XP_020881261.1	As001G024740
OG0002638	XP_020870882.1	As008G183930
OG0002639	XP_020881280.1	As001G025840
OG0002639	XP_020877319.1	As005G107930
OG0002640	XP_020879711.1	As001G027310
OG0002641	XP_020872983.1	As004G078380
OG0002641	XP_002877155.1	As001G027640
OG0002642	XP_002888582.1, XP_002868761.1	As001G028250
OG0002643	XP_020875292.1	As004G077380
OG0002643	XP_020890498.1	As001G028850
OG0002644	XP_020890877.1	As001G029730
OG0002645	XP_020880675.1, XP_020871460.1	As002G048900
OG0002645	XP_020873374.1	As002G032620
OG0002646	XP_020886428.1	As002G035470
OG0002647	XP_020873699.1	As007G163080, As007G163060
OG0002647	XP_020879819.1	As002G039660
OG0002648	XP_002864227.1, XP_002869531.1	As002G044830
OG0002649	XP_020879132.1	As004G083470, As002G045400
OG0002650	XP_020870694.1	As002G046120
OG0002651	XP_002866053.1	As002G046390
OG0002651	XP_002869573.1	As006G132490
OG0002652	XP_002864515.1	As002G049070
OG0002652	XP_002884185.1	As011G265690
OG0002653	XP_020876737.1	As002G052290
OG0002653	XP_020878484.1	As009G215520
OG0002654	XP_002866683.1, XP_020873364.1	As005G118680
OG0002654	XP_020876730.1	As002G052650
OG0002655	XP_020879335.1, XP_002864945.1	As002G053250
OG0002656	XP_002866625.1	As005G117600
OG0002656	XP_002873419.1	As002G053570
OG0002657	XP_020873126.1	As003G056450
OG0002657	XP_002863399.1, XP_020872196.1	As004G089010
OG0002658	XP_002867869.1, XP_020872102.1	As003G058870
OG0002659	XP_002867778.1	As003G060340
OG0002660	XP_020877700.1	As004G085180
OG0002660	XP_020873564.1	As003G060580
OG0002661	XP_020873266.1	As003G061470
OG0002661	XP_020877827.1	As004G084490
OG0002662	XP_002891197.1	As003G063950
OG0002662	XP_002872452.1	As004G080190
OG0002663	XP_020885082.1	As004G081750
OG0002663	XP_020867716.1	As003G068530
OG0002664	XP_002869067.1, XP_002869069.1	As003G072000, As003G071990
OG0002665	XP_020887935.1	As011G264930
OG0002666	XP_002867011.1	As003G072660
OG0002667	XP_002867006.1	As003G072790
OG0002667	XP_020886356.1	As011G265360
OG0002668	XP_020872105.1, XP_020872106.1	As003G073280, As003G073270
OG0002669	XP_002880464.2	As007G179900
OG0002669	XP_020873927.1	As003G074060
OG0002670	XP_002878559.1	As007G180820
OG0002670	XP_020872544.1	As003G075640
OG0002672	XP_002870766.1	As004G078520
OG0002673	XP_002872359.1	As004G080350
OG0002674	XP_002874779.1, XP_002874778.1	As004G085250
OG0002675	XP_020873939.1, XP_020876457.1	As004G086350
OG0002676	XP_002863203.2	As004G093110
OG0002676	XP_020888583.1	As011G258120, As011G258130
OG0002677	XP_020875961.1, XP_002863176.1, XP_002863180.1, XP_002863177.1	As004G093500
OG0002678	XP_020887972.1	As004G093530
OG0002678	XP_002870371.2	As004G094510
OG0002679	XP_020875312.1	As004G095650
OG0002679	XP_002883395.1	As011G254990
OG0002680	XP_002868272.1	As004G095740
OG0002680	XP_020887853.1	As011G254910
OG0002681	XP_020883468.1	As005G100710
OG0002681	XP_002878399.1	As012G287670
OG0002683	XP_020880173.1	As012G284450
OG0002684	XP_020883739.1, XP_020881525.1	As005G105950
OG0002685	XP_020878694.1	As006G142160, As005G106640
OG0002686	XP_020884771.1, XP_020878429.1	As005G109060
OG0002686	XP_002871693.2	As009G201790, As009G201760
OG0002687	XP_020881728.1	As010G225290
OG0002687	XP_020882561.1	As005G114330
OG0002688	XP_002877437.1	As010G224920
OG0002688	XP_002864663.1	As005G114620
OG0002689	XP_002866339.1, XP_020880746.1, XP_020886199.1	As005G115500
OG0002690	XP_020880069.1	As010G224390
OG0002690	XP_020869154.1	As005G115510
OG0002691	XP_020880104.1	As010G222530
OG0002691	XP_020882761.1	As005G116360
OG0002692	XP_020878882.1	As006G121510
OG0002693	XP_002892157.1	As008G197190
OG0002693	XP_020876401.1	As006G123750
OG0002694	XP_002863599.1	As006G124270
OG0002694	XP_020869259.1	As008G196950
OG0002695	XP_002881188.1	As006G127050
OG0002695	XP_002889568.1	As008G194410
OG0002696	XP_020869393.1, XP_002879183.2	As006G129490
OG0002697	XP_020888566.1	As006G142000, As006G133830
OG0002698	XP_002882283.1	As006G136330
