Orthogroup	Erysimum_linariifolium	Capsella_rubella
OG0003524	El001G018410	XP_006291050.1
OG0003524	El007G326980	XP_006279614.1
OG0003525	El007G324940	XP_006281052.1
OG0003525	El001G071640	XP_006290108.1
OG0003526	El001G019590	XP_006291199.1
OG0003527	El007G323360	XP_006282421.2
OG0003527	El007G349270	XP_023635441.1
OG0003528	El006G302530	XP_006296399.1
OG0003528	El002G089440	XP_006303628.1
OG0003529	El003G157350	XP_006285750.1
OG0003529	El007G337400	XP_006280296.1
OG0003530	El001G065360	XP_006287217.1
OG0003530	El005G236650	XP_023642440.1
OG0003531	El005G241110	XP_006299446.1
OG0003531	El001G061060	XP_006286966.1
OG0003532	El005G242220	XP_006297046.1
OG0003532	El007G346820	XP_006280054.1
OG0003533	El004G199700	XP_006300962.1
OG0003534	El001G025870	XP_023638665.1
OG0003534	El006G290740	XP_006294578.1
OG0003535	El006G294190, El007G348640	XP_023640770.1
OG0003536	El002G101140	XP_006307236.2
OG0003537	El002G102370	XP_006306937.1
OG0003538	El002G103190	XP_023645218.1
OG0003539	El004G223850	XP_023644007.1
OG0003539	El002G107760	XP_006307658.2
OG0003540	El002G108490	XP_006307091.1
OG0003540	El004G222400	XP_006300411.1
OG0003541	El002G109160	XP_023632785.1
OG0003541	El004G221900	XP_006300881.1
OG0003542	El004G218770	XP_006302514.1
OG0003543	El002G112600	XP_006307210.1
OG0003543	El004G218190	XP_006302118.1
OG0003544	El007G352480, El007G352430	XP_006283028.1
OG0003545	El006G306630, El001G049690	XP_006287159.1
OG0003546	El006G300360	XP_006295298.1
OG0003546	El002G087790	XP_006304341.1
OG0003547	El001G063640	XP_006287570.1
OG0003548	El001G061640	XP_006287032.1
OG0003549	El005G241900	XP_006297252.1
OG0003549	El007G345420	XP_006279872.1
OG0003550	El007G347660	XP_006281079.1
OG0003551	El001G055020, El001G054950, El001G054830	XP_006289550.1
OG0003552	El001G017500	XP_006291376.1
OG0003553	El007G327590	XP_006281325.1
OG0003553	El004G204620	XP_023637778.1
OG0003554	El001G020830	XP_006293138.1
OG0003555	El001G018300	XP_006292435.1
OG0003556	El002G108100	XP_006305189.1
OG0003556	El004G223140	XP_006302454.1
OG0003557	El004G226080	XP_023641919.1
OG0003558	El004G232340	XP_006300751.1
OG0003559	El004G233010	XP_023642823.1
OG0003559	El002G100330	XP_023645029.1
OG0003560	El002G139250	XP_006304511.2
OG0003560	El005G250730	XP_006298072.1
OG0003561	El005G251200	XP_006298019.1
OG0003562	El005G253640	XP_006299477.1
OG0003563	El002G133370	XP_006304312.1
OG0003564	El005G259450	XP_006299117.1
OG0003564	El002G136330	XP_023645117.1
OG0003565	El005G265530, El005G265450	XP_006296836.1
OG0003567	El005G277090	XP_006299428.1
OG0003567	El005G277100, El006G312470	XP_006298125.1
OG0003568	El001G009050	XP_023636161.1
OG0003569	El002G141360	XP_006304909.1
OG0003572	El003G174520, El003G174510	XP_006285225.1
OG0003572	El003G174530	XP_006286322.2, XP_006285275.1
OG0003573	El004G196440	XP_023643225.1
OG0003574	El001G063100, El001G063090	XP_006289377.1
OG0003575	El001G061150	XP_006288709.1
OG0003576	El002G090400	XP_006286025.1
OG0003577	El005G262980, El005G263030	XP_023639904.1
OG0003583	El007G357620, El003G154620	XP_023635614.1
OG0003584	El003G154180, El003G153460	XP_006284994.1
OG0003585	El001G026820	XP_023638150.1
OG0003586	El003G152580	XP_006284287.1
OG0003587	El006G313900	XP_023640065.1, XP_023640219.1
OG0003588	El001G078180	XP_006289867.1
OG0003589	El003G148340	XP_006284362.1
OG0003590	El005G274530	XP_006297938.1
OG0003592	El004G199930	XP_006300608.1
OG0003592	El004G199960	XP_023643238.1
OG0003594	El001G037810	XP_006291681.1
OG0003594	El002G098340	XP_006303274.1
OG0003595	El001G043690	XP_006290404.1
OG0003595	El001G043680	XP_006291518.1
OG0003596	El003G187890	XP_006284650.1
OG0003597	El002G096260	XP_023633231.1
OG0003597	El004G196640	XP_006302176.2, XP_023644009.1
OG0003599	El005G246300	XP_006296763.1
OG0003600	El001G037870	XP_006292644.1
OG0003601	El005G248140	XP_006297382.2
OG0003603	El003G156160	XP_006284110.1
OG0003603	El007G339770	XP_006280840.1
OG0003604	El003G156650	XP_006286093.1
OG0003606	El003G157880	XP_006282707.1
OG0003606	El007G336130	XP_006281046.1
OG0003607	El001G069590	XP_023637276.1
OG0003608	El001G044200	XP_006292012.1
OG0003609	El001G071780	XP_006288241.1
OG0003609	El001G071770	XP_006288251.1
OG0003610	El007G325770	XP_006281236.1
OG0003611	El003G168280	XP_006285662.1
OG0003612	El003G168110	XP_006283539.1
OG0003613	El001G051290	XP_006287155.1, XP_006286834.1
OG0003614	El002G113570	XP_023632828.1
OG0003614	El002G113650	XP_006306603.1
OG0003615	El002G114610	XP_006303823.2
OG0003615	El006G297820	XP_023640252.1
OG0003616	El003G146430	XP_023633687.1
OG0003617	El001G009770	XP_006287803.2
OG0003618	El001G023880	XP_006303651.1, XP_023638309.1
OG0003619	El005G246180	XP_006299817.1
OG0003620	El007G361340	XP_023640966.1
OG0003620	El007G361320	XP_006282244.2
OG0003621	El007G361550	XP_006282255.1
OG0003622	El007G365390	XP_023638643.1
OG0003624	El003G169790	XP_006284779.2
OG0003624	El007G366570	XP_023632843.1
OG0003625	El006G280470	XP_006294557.1
OG0003625	El005G274000	XP_006298115.1
OG0003626	El001G034530	XP_006291341.1
OG0003627	El006G282540	XP_006295550.1
OG0003628	El001G031840	XP_023637885.1
OG0003628	El006G284160	XP_023639457.1
OG0003629	El006G284370	XP_006295592.1
OG0003630	El001G031520	XP_006291607.1
OG0003630	El006G284860	XP_006295513.2
OG0003631	El005G265570, El005G265500, El001G059130	XP_023635957.1
OG0003632	El007G343000, El002G098660	XP_023632726.1
OG0003633	El001G020730	XP_006290913.1, XP_023639261.1
OG0003634	El001G020760	XP_006290398.1
OG0003635	El001G021630	XP_006291300.1
OG0003636	El002G083240	XP_006305119.1
OG0003636	El001G000900	XP_006290113.1
OG0003637	El001G002970	XP_006288250.1
OG0003637	El002G084550	XP_023644627.1
OG0003638	El002G084960	XP_006306434.1
OG0003638	El001G003420	XP_006288687.1
OG0003639	El003G149670	XP_006283054.1
OG0003639	El006G313240	XP_006296473.1
OG0003640	El005G235450	XP_006297454.2
OG0003640	El001G066940	XP_006289230.1
OG0003641	El001G048820	XP_006288133.1
OG0003641	El005G239960	XP_006298097.1
OG0003642	El001G050250	XP_006286610.1
OG0003642	El005G240480	XP_006298869.1
OG0003643	El006G290050	XP_006294448.2
OG0003644	El004G234610	XP_006287070.1, XP_006300740.1
OG0003645	El002G100580	XP_006307647.1
OG0003646	El004G226320	XP_023643600.1, XP_006305904.2
OG0003646	El002G102610	XP_006307538.1
OG0003647	El002G103530	XP_006307229.1
OG0003648	El002G107480	XP_006307235.1
OG0003649	El002G112560	XP_023633287.1
OG0003649	El004G218240	XP_006301528.2
OG0003650	El001G029850	XP_006292893.1
OG0003651	El002G096770	XP_006306785.2
OG0003652	El002G088680	XP_006306351.1
OG0003653	El002G087930	XP_006307470.1
OG0003654	El002G087890	XP_006306433.1, XP_006304501.1
OG0003655	El001G064060	XP_006289380.1
OG0003656	El001G063650	XP_006286655.1
OG0003656	El002G123290	XP_006303739.1
OG0003657	El005G248430	XP_006298707.1
OG0003658	El001G077840	XP_023637661.1, XP_006287208.2
OG0003659	El007G329110	XP_006279771.1
OG0003660	El003G184940	XP_006281504.1
OG0003660	El007G333020	XP_006282808.1
OG0003661	El001G021280	XP_006292560.1
OG0003661	El007G322410	XP_023633450.1
OG0003662	El001G016040	XP_006290594.2
OG0003662	El007G331900	XP_006281878.1
OG0003663	El004G220850	XP_006302713.1
OG0003664	El007G343910, El007G330030	XP_006282444.2
OG0003665	El004G224360	XP_006304920.2
OG0003666	El004G233990, El001G041640	XP_006302054.1
OG0003666	El003G152080, El006G316600	XP_006281491.1
OG0003667	El005G249000	XP_006296826.1
OG0003668	El005G249540	XP_006299806.1
OG0003669	El002G139990	XP_006305564.2
OG0003670	El005G250290	XP_006299043.1
OG0003671	El005G251830	XP_006299904.1, XP_006303507.1
OG0003672	El005G253910	XP_006296857.1
OG0003672	El003G171420	XP_006283034.1
OG0003673	El005G267570	XP_006298053.1
OG0003674	El007G349420	XP_006280308.1
OG0003675	El002G090740	XP_006304810.2
OG0003675	El007G335800, El007G335780	XP_023632940.1
OG0003676	El005G272290	XP_023642167.1
OG0003676	El003G148940	XP_006285785.1
OG0003677	El002G137820	XP_006304362.1, XP_006298925.1
OG0003678	El005G258550	XP_006297940.1
OG0003679	El006G295160	XP_006295113.1
OG0003679	El001G022670	XP_006291950.1
OG0003680	El001G022770	XP_006290861.1, XP_006290857.1
OG0003681	El001G024330	XP_006293244.1
OG0003681	El006G292840	XP_006293678.1
OG0003682	El001G027400	XP_006290618.1
OG0003683	El001G022320	XP_006292828.1
OG0003685	El001G025300	XP_006292587.2
OG0003685	El001G025290	XP_006292675.1
OG0003686	El004G229970	XP_023644328.1
OG0003687	El004G202260, El004G202220	XP_006279103.2, XP_006302642.2
OG0003687	El004G202300	XP_006301803.2
OG0003690	El001G043270, El001G043290, El001G043280, El001G043330, El001G043360, El001G043320, El001G041090, El001G043300, El001G043340, El001G043370	XP_006291279.1
OG0003690	El006G312980	XP_006291317.1
OG0003691	El003G169190	XP_006285552.1, XP_006284982.1
OG0003695	El003G150290	XP_006286223.1
OG0003695	El003G155560	XP_006285806.1
OG0003696	El003G152960	XP_006284105.1
OG0003697	El003G148350	XP_006283723.1
OG0003698	El003G147520	XP_006284143.1
OG0003699	El002G123130	XP_006303289.2, XP_006284570.1
OG0003700	El003G171100	XP_006285288.1
OG0003701	El001G037000	XP_006290959.2
OG0003702	El001G041120	XP_006292728.1
OG0003703	El004G216220	XP_006302847.1
OG0003703	El003G186760	XP_023638655.1
OG0003704	El004G197870	XP_023642972.1
OG0003705	El006G288580	XP_006294048.1
OG0003707	El007G344380	XP_006281099.1
OG0003708	El007G336480	XP_006280688.1
OG0003709	El007G335260	XP_006280241.1
OG0003710	El002G108460	XP_006306116.1
OG0003710	El001G068380	XP_006287373.1
OG0003711	El003G169450	XP_023634239.1
OG0003711	El003G169460	XP_006282964.1
OG0003712	El003G165530	XP_006284024.1
OG0003713	El003G165060	XP_006283383.1
OG0003714	El003G163210, El001G057100	XP_006283486.1
OG0003715	El001G007570	XP_006286857.1
OG0003716	El001G027980	XP_006290956.1
OG0003718	El002G136480	XP_023644544.1
OG0003719	El001G080010	XP_006288039.1
OG0003720	El002G095820	XP_023645574.1
OG0003721	El001G007620	XP_006290137.1
OG0003722	El003G178290	XP_006284809.1
OG0003723	El005G264980	XP_023642178.1
OG0003723	El003G175230, El003G175250	XP_023635638.1
OG0003724	El005G259690	XP_023642650.1
OG0003724	El003G172570	XP_006286201.1
OG0003726	El006G312590, El006G280400	XP_006293429.1
OG0003727	El006G281930	XP_023639488.1
OG0003728	El006G284870	XP_006295709.2
OG0003729	El006G284900	XP_006294880.1
OG0003729	El006G284890	XP_023640711.1
OG0003730	El006G287010	XP_006296564.1
OG0003730	El001G029490	XP_006290358.1
OG0003731	El001G079670	XP_006288612.2
OG0003731	El002G128310	XP_023637020.1
OG0003732	El007G331650	XP_006281852.1
OG0003732	El007G331660	XP_006281623.1
OG0003733	El002G086130	XP_006304378.2
OG0003734	El007G359210	XP_006281417.1
OG0003735	El007G358890, El001G010570	XP_006281582.1
OG0003736	El006G299330	XP_006295274.1
OG0003737	El006G299060	XP_006294710.1
OG0003738	El006G300670	XP_006295291.1
OG0003739	El004G227960	XP_023640194.1
OG0003739	El006G301140	XP_023643837.1
OG0003740	El006G301570	XP_023639419.1
OG0003740	El002G088760	XP_006307671.1
OG0003741	El006G306400	XP_023639902.1
OG0003741	El006G306420	XP_023639889.1
OG0003742	El006G299580	XP_006294453.1
OG0003742	El006G309290	XP_006296486.1
OG0003743	El005G236230	XP_023636221.1, XP_023641514.1
OG0003744	El003G192560, El003G192530	XP_006283168.1, XP_023634036.1
OG0003745	El001G051440	XP_006287408.1
OG0003746	El005G241380	XP_006298269.1
OG0003746	El001G061500	XP_006289567.1
OG0003747	El005G242510	XP_023642448.1, XP_006298156.1
OG0003748	El005G243270	XP_023641602.1
OG0003749	El005G243510	XP_006299121.1
OG0003750	El001G026760, El007G340930, El007G346650	XP_006298442.1
OG0003751	El002G083880	XP_006307425.1
OG0003752	El002G101430	XP_006306075.1
OG0003753	El004G231040	XP_006302951.2
OG0003753	El002G106520	XP_006304309.1
OG0003754	El002G109620	XP_006307526.2
OG0003755	El002G111400	XP_023632920.1
OG0003755	El002G124110	XP_006305850.1
OG0003756	El003G160390	XP_006286102.1
OG0003756	El003G160400	XP_006286134.2
OG0003758	El003G143660	XP_006285054.1
OG0003759	El002G098800	XP_006304397.1
OG0003760	El002G132800	XP_006306226.1
OG0003761	El002G087460	XP_023633290.1
OG0003762	El006G298920	XP_006282048.1, XP_006296136.1
OG0003763	El005G278790	XP_006296825.1
OG0003763	El002G085980	XP_006306584.1
OG0003764	El002G083510	XP_006306882.1
OG0003764	El001G001270	XP_006287167.1
OG0003765	El001G065470	XP_006287120.1
OG0003765	El002G102440	XP_006303166.2
OG0003766	El001G065320	XP_006287289.2
OG0003767	El001G056620, El001G056630, El001G056640	XP_006288568.1
OG0003768	El007G327670	XP_023644146.1, XP_006295190.1
OG0003769	El007G333250	XP_006279634.1
OG0003771	El007G332790	XP_006281061.1
OG0003772	El003G148850	XP_006283617.1
OG0003772	El001G012730	XP_006290474.2, XP_023633860.1
OG0003773	El004G220290	XP_023643702.1
OG0003774	El004G220700	XP_023643280.1
OG0003775	El004G231870	XP_006302765.2
OG0003776	El004G232230	XP_006302860.1
OG0003777	El004G232430	XP_006301720.1
OG0003778	El005G257350	XP_006297345.1
OG0003779	El005G258280	XP_006297579.1
OG0003780	El005G259400	XP_023641160.1
OG0003780	El002G136210, El002G138590	XP_006307372.1
OG0003781	El004G229710	XP_006289638.1
OG0003781	El001G015180	XP_006300136.2
OG0003782	El001G023550	XP_006293001.1
OG0003782	El005G270090	XP_023642208.1
OG0003783	El003G183120	XP_006282775.1
OG0003784	El002G140750	XP_006306215.1
OG0003785	El002G140430, El002G140440, El002G140410	XP_006307680.1
OG0003786	El002G136320	XP_023645116.1
OG0003787	El002G133960	XP_006304908.2
OG0003788	El001G024740	XP_006291916.1
OG0003789	El001G025900	XP_006292931.1
OG0003790	El001G027590	XP_023637962.1
OG0003791	El001G028020	XP_006292703.1
OG0003791	El006G288470	XP_006294497.1
OG0003792	El001G028380	XP_006291314.1, XP_006291310.1
OG0003794	El002G137930	XP_006305920.2, XP_006303569.2
OG0003795	El006G319620	XP_006294142.1
OG0003795	El005G267060, El002G128130, El002G128140, El002G128170	XP_006292848.1, XP_006292348.2
OG0003796	El001G006690, El001G006680, El001G006700	XP_023636970.1, XP_006287818.1, XP_023636115.1
OG0003797	El002G109660	XP_006305858.1
OG0003798	El002G104740	XP_006304111.1
OG0003798	El002G104730	XP_006304113.1
OG0003799	El004G219600	XP_006301645.1
OG0003799	El002G111780	XP_023645072.1
OG0003800	El003G192490	XP_023638907.1
OG0003801	El007G322750	XP_023641587.1
OG0003802	El007G328490	XP_006281076.2
OG0003803	El003G166310	XP_006283107.1
OG0003804	El006G305550	XP_023640739.1
OG0003804	El006G305560, El006G305570	XP_006294831.2
OG0003806	El001G057960	XP_006279138.1, XP_006289411.1
OG0003807	El007G330040	XP_006281446.1
OG0003810	El001G019190	XP_006292769.1
OG0003811	El001G064270	XP_023637733.1
OG0003812	El003G193330	XP_006284311.2
OG0003813	El003G192090	XP_023635411.1
OG0003823	El003G155710	XP_006284850.1
OG0003824	El003G151330	XP_023634984.1
OG0003826	El005G260720	XP_023638102.1
OG0003827	El003G147780	XP_006284527.1
OG0003827	El005G273690	XP_006299480.1
OG0003828	El002G118350	XP_006306526.1
OG0003829	El002G118820	XP_006307150.1
OG0003830	El004G210620	XP_006302378.1
OG0003830	El006G309520, El006G309500	XP_006301606.1, XP_023644213.1, XP_023644212.1
OG0003831	El002G092930	XP_006303181.1
OG0003833	El004G203630, El006G302240	XP_006295266.1
OG0003834	El002G089010, El004G194060	XP_006302691.1, XP_023643621.1, XP_023634459.1
OG0003835	El002G095930	XP_006303147.1
OG0003835	El004G197110	XP_006300607.1
OG0003836	El001G080990	XP_006288935.1
OG0003837	El001G072400	XP_006290031.1, XP_023641604.1
OG0003838	El007G342680	XP_006281528.1
OG0003838	El007G342690	XP_006280448.1
OG0003839	El007G338050	XP_006281642.1
OG0003840	El002G136220, El007G336560	XP_006279654.1
OG0003841	El003G158090	XP_006286182.1
OG0003842	El001G068810	XP_006289832.1
OG0003843	El001G070120	XP_006286946.1
OG0003844	El007G364530	XP_006281916.1
OG0003846	El003G161350	XP_006284582.1
OG0003847	El003G161320	XP_006283122.1
OG0003848	El002G121670	XP_006306164.1, XP_006303802.1
OG0003849	El002G122160	XP_023646067.1
OG0003850	El002G129350	XP_006305132.1
OG0003851	El002G115880	XP_006305778.1
OG0003852	El003G146310	XP_006283537.1
OG0003854	El003G186110	XP_006282746.1
OG0003855	El001G011330	XP_023646060.1, XP_023636419.1
OG0003856	El002G127870	XP_006304446.1
OG0003857	El007G356450	XP_006281412.1
OG0003858	El007G356430	XP_006279579.1
OG0003858	El002G134500	XP_006306893.1
OG0003859	El001G007350	XP_006288543.1
OG0003860	El006G283830, El003G177510, El006G284360	XP_006295032.1
OG0003861	El007G363630, El007G363540	XP_006282397.2
OG0003862	El007G364550	XP_023640015.1
OG0003863	El007G366830	XP_023643063.1
OG0003864	El001G034980, El004G210450	XP_006291167.1
OG0003865	El006G281280	XP_006294099.1
OG0003866	El006G283090	XP_006294730.1
OG0003867	El001G081450	XP_006286466.1
OG0003867	El006G316650	XP_023637159.1
OG0003868	El007G330230	XP_006280004.1
OG0003869	El007G330440	XP_006281674.1
OG0003870	El007G330550	XP_006281387.1
OG0003871	El007G330920, El003G168030	XP_006281086.1
OG0003872	El001G000730	XP_006288019.1
OG0003872	El001G001020	XP_006289805.2
OG0003872	El001G000720	XP_006288063.1, XP_006288073.1
OG0003873	El006G305470, El001G001780	XP_006299712.1, XP_023637184.1
OG0003874	El001G003320	XP_006287802.1
OG0003875	El002G085940	XP_006304405.1
OG0003876	El006G300780	XP_023640266.1
OG0003877	El003G157100	XP_006285228.1
OG0003879	El005G242540	XP_023641741.1
OG0003881	El002G100070	XP_006303475.1
OG0003882	El002G102400	XP_006303831.1
OG0003883	El002G092180, El002G092190	XP_023645992.1
OG0003884	El002G111410	XP_006305767.1
OG0003885	El003G159770	XP_006284118.1
OG0003885	El007G343550	XP_006280825.1
OG0003886	El006G317220	XP_006295476.1
OG0003886	El003G152070	XP_006285656.1
OG0003887	El002G098900	XP_006306449.1
OG0003888	El001G048940, El001G048480, El001G048390, El001G048500, El001G007510	XP_006286438.2
OG0003889	El002G091670	XP_006304417.1
OG0003890	El006G301020	XP_006293642.1
OG0003891	El001G065530	XP_006288751.1
OG0003893	El001G062410	XP_023636976.1
OG0003894	El001G049460	XP_006306305.1
OG0003894	El001G049470	XP_006287727.1
OG0003895	El001G028530, El001G028520	XP_006301821.1
OG0003896	El007G345400	XP_006280141.2
OG0003896	El004G218410	XP_006300621.1
OG0003897	El001G076240	XP_023635953.1
OG0003898	El002G139110	XP_006282178.2
OG0003898	El001G077330	XP_006289495.1
OG0003899	El003G189420	XP_006287441.2, XP_023637548.1
OG0003900	El007G324380	XP_006279650.1
OG0003901	El001G017330	XP_006292106.1
OG0003901	El007G328080	XP_023636288.1
OG0003902	El001G016490	XP_006292995.1
OG0003903	El003G143200	XP_006284443.1
OG0003904	El004G229440	XP_023642884.1
OG0003905	El004G229350	XP_006301898.1
OG0003906	El004G225950	XP_006301586.1
OG0003907	El004G228710	XP_006301120.1
OG0003908	El004G232310	XP_006300883.1
OG0003909	El004G232910	XP_006301621.1
OG0003910	El005G250460, El001G045770, El001G045780, El005G250450	XP_006297871.1
OG0003911	El002G121650, El005G250850	XP_006300178.1, XP_006298002.1
