Orthogroup	Erysimum_linariifolium	Arabidopsis_thaliana
OG0002564	El005G241490	AT5G18790.1, AT3G06320.1
OG0002565	El001G022970	AT3G52560.4
OG0002565	El006G294800	AT2G36060.2
OG0002566	El006G292910	AT2G37460.1
OG0002567	El002G100310	AT1G16320.1
OG0002567	El004G233020	AT1G79510.1
OG0002568	El004G227920	AT1G75370.2
OG0002568	El002G103940	AT1G19650.1
OG0002569	El004G228890	AT1G76100.2
OG0002569	El002G104640	AT1G20340.1
OG0002570	El004G229000	AT1G76185.1
OG0002571	El004G229470	AT1G76540.1
OG0002571	El002G105310	AT1G20930.1
OG0002572	El004G230370	AT1G77310.1
OG0002572	El002G106060	AT1G21610.3
OG0002573	El004G221650	AT1G70140.1
OG0002573	El002G109580	AT1G24150.1
OG0002574	El002G111730	AT1G26150.1
OG0002574	El004G219530	AT1G68690.1
OG0002575	El002G098630	AT1G14610.1
OG0002576	El003G179980	AT1G13110.1
OG0002577	El002G089980	AT1G07440.1
OG0002578	El002G088730	AT1G06360.2
OG0002578	El002G088740	AT1G06350.1
OG0002579	El002G088470	AT1G06120.1, AT1G06090.1
OG0002580	El006G300270	AT2G31985.1
OG0002580	El002G087730	AT1G05510.1
OG0002581	El002G083820	AT1G01070.1
OG0002581	El002G094730	AT1G11460.1, AT1G11450.3
OG0002582	El004G200330, El006G289290	AT2G40290.1
OG0002582	El001G076810	AT5G05470.1
OG0002583	El001G019480	AT3G49560.1
OG0002583	El001G055030	AT5G24650.1
OG0002584	El001G016530	AT3G47160.2
OG0002584	El007G332610	AT5G58787.1
OG0002585	El001G015510	AT3G46290.1
OG0002585	El007G331300	AT5G59700.1
OG0002586	El004G219360	AT1G68560.1
OG0002586	El001G014990	AT3G45940.1
OG0002587	El037G374570, El002G104040	AT1G19740.1
OG0002587	El004G228030	AT1G75460.1
OG0002588	El004G226850	AT1G74310.1
OG0002588	El003G174590, El003G174560	AT4G14670.1
OG0002589	El002G101660	AT1G17530.1
OG0002589	El004G224850	AT1G72750.1
OG0002590	El005G250260	AT3G14100.1
OG0002590	El002G139700	AT1G54080.2
OG0002591	El005G249450	AT3G13510.1
OG0002591	El002G140370	AT1G55360.1
OG0002592	El002G139770	AT1G54130.1
OG0002592	El005G250190	AT3G14050.1
OG0002593	El002G137870	AT1G52910.1
OG0002593	El005G252050	AT3G15480.1
OG0002594	El002G137640	AT1G52730.1
OG0002594	El005G252250	AT3G15610.1
OG0002595	El002G136940	AT1G52280.1
OG0002596	El005G253420, El003G163150	AT3G16650.1
OG0002596	El003G172120	AT4G15900.1
OG0002597	El005G254160	AT3G17240.1
OG0002597	El002G131410	AT1G48030.1
OG0002598	El005G254770	AT3G17850.1
OG0002598	El002G132110	AT1G48490.4
OG0002599	El005G260140	AT3G21760.1
OG0002600	El005G236550	AT3G02400.1
OG0002600	El003G174980	AT4G14490.1
OG0002601	El006G314180	AT2G25600.1
OG0002601	El003G150280	AT4G32500.1
OG0002602	El002G141200, El002G141150	AT1G55960.1
OG0002602	El005G248970	AT3G13062.2
OG0002603	El005G258950	AT3G20970.1
OG0002603	El002G135710	AT1G51390.1
OG0002604	El002G133260	AT1G49290.1
OG0002605	El001G027780	AT3G56440.1
OG0002605	El006G288670	AT2G40810.1
OG0002606	El001G029450	AT3G57950.1
OG0002606	El006G286990, El006G286970	AT2G42180.1
OG0002607	El001G015460, El001G031720	AT3G60130.1
OG0002608	El005G262740	AT3G22961.1
OG0002608	El005G266930, El005G267070, El005G267030	AT3G24093.1
OG0002610	El003G168980	AT4G17860.1
OG0002610	El007G364540	AT5G46200.1
OG0002611	El006G291200	AT2G38870.1
OG0002612	El003G150470	AT4G32370.1
OG0002612	El003G150460	AT4G32375.1
OG0002614	El002G096390	AT1G12820.1
OG0002614	El001G041300	AT3G26810.1
OG0002615	El002G106430	AT1G21940.1
OG0002616	El001G013260	AT3G44770.1
OG0002616	El003G174610	AT3G20555.1
OG0002617	El003G186740	AT5G38090.1
OG0002617	El003G186730	AT5G38080.1
OG0002618	El007G326810	AT5G63750.1
OG0002618	El007G358580, El007G326800	AT5G63760.1
OG0002622	El005G278680	AT2G20260.1
OG0002622	El003G155090	AT4G28750.1
OG0002623	El003G151940	AT4G30996.1
OG0002624	El006G313680	AT2G25820.1
OG0002624	El003G149920	AT4G32800.1
OG0002626	El003G147990, El002G127200	AT4G34450.1
OG0002627	El003G147850	AT4G34570.1
OG0002627	El005G273610	AT2G16370.1
OG0002628	El003G147440	AT4G35000.1
OG0002629	El006G296020	AT2G35060.2
OG0002629	El002G118160	AT1G31120.1
OG0002630	El002G119360	AT1G32050.1
OG0002631	El006G295330	AT2G35690.1
OG0002631	El003G170530	AT4G16760.1
OG0002632	El004G207500	AT1G56450.1
OG0002633	El002G092460	AT1G09645.1
OG0002634	El004G202960	AT1G58520.1
OG0002634	El002G093070	AT1G10090.1
OG0002635	El002G094740	AT1G11475.1
OG0002635	El004G199190	AT1G61700.1
OG0002636	El002G098770	AT1G14720.1
OG0002636	El001G036820	AT2G01850.1
OG0002637	El002G097880	AT1G14020.1
OG0002637	El001G038280	AT2G03280.2
OG0002638	El001G039710	AT3G25717.1
OG0002638	El002G096890	AT1G13245.1
OG0002639	El001G041580	AT3G26940.1
OG0002639	El001G080100	AT5G02800.1
OG0002640	El001G044240	AT3G28840.1
OG0002640	El001G044170	AT3G28780.1
OG0002641	El003G189270	AT5G39510.1
OG0002641	El001G044980	AT3G29100.3
OG0002642	El004G217310	AT1G67250.1, AT1G62920.1
OG0002642	El003G188230	AT5G38650.1
OG0002643	El003G186210	AT5G37770.1
OG0002643	El004G215660	AT1G66400.1
OG0002644	El004G211630	AT1G65010.1
OG0002644	El003G156560	AT4G27595.1
OG0002645	El003G158500	AT4G25970.1
OG0002646	El001G078520	AT5G04090.6
OG0002646	El005G245580	AT3G10250.1
OG0002647	El003G160120	AT4G24590.4
OG0002647	El007G345040	AT5G49710.3
OG0002648	El007G340010	AT5G53160.2
OG0002648	El003G156120	AT4G27920.1
OG0002649	El001G070270	AT5G11412.1
OG0002649	El007G339070	AT5G53680.1
OG0002650	El007G338030	AT5G54370.1
OG0002651	El007G337750	AT5G54630.1
OG0002651	El003G157080	AT4G27240.1
OG0002652	El007G334340	AT5G57360.2
OG0002652	El005G277370	AT2G18915.2
OG0002653	El001G070990	AT5G10930.1
OG0002653	El001G053980	AT5G25110.1
OG0002654	El007G324490	AT5G65630.1
OG0002654	El001G071380	AT5G10550.1
OG0002655	El001G071970	AT5G10060.1
OG0002655	El007G325070	AT5G65180.1
OG0002656	El007G325810	AT5G64610.1
OG0002656	El001G072320	AT5G09740.1
OG0002657	El003G168670	AT4G18050.2
OG0002658	El003G165150	AT4G20910.1
OG0002658	El003G165140	AT4G20920.2
OG0002659	El003G163290	AT4G22290.1
OG0002660	El001G006160	AT4G12430.1
OG0002660	El003G162910	AT4G22590.1
OG0002661	El003G161730	AT4G23460.1
OG0002661	El001G007610	AT4G11380.2
OG0002662	El002G123590	AT1G35670.1
OG0002662	El001G010040	AT4G09570.1
OG0002663	El006G298400	AT2G33530.1
OG0002663	El002G113730	AT1G28110.1
OG0002664	El003G146540	AT4G35710.1
OG0002664	El003G146560	AT4G35690.1
OG0002666	El003G145720	AT4G36500.1
OG0002667	El003G145610	AT4G36610.1
OG0002667	El005G276690	AT2G18360.1
OG0002668	El003G145130	AT4G37070.2, AT4G37060.2
OG0002669	El006G319320	AT2G22830.1
OG0002669	El003G144330	AT4G37760.1
OG0002670	El006G320730	AT2G21590.1
OG0002670	El003G142680	AT4G39210.1
OG0002671	El003G191030	AT5G40360.1
OG0002671	El003G191260	AT5G40430.1, AT2G25230.1
OG0002672	El003G189620	AT5G39720.1
OG0002672	El003G189630	AT5G39730.1
OG0002673	El001G010320	AT4G09060.2
OG0002673	El002G098680	AT1G14680.1
OG0002674	El001G006080	AT4G12520.1, AT4G12510.1
OG0002675	El003G164930	AT4G21140.1
OG0002675	El001G006550, El001G004550	AT4G05400.1
OG0002676	El003G179390	AT4G12910.1
OG0002676	El005G268960	AT3G25420.1
OG0002678	El005G266980	AT3G24100.1
OG0002678	El003G176970	AT4G13615.1
OG0002679	El003G174880	AT4G14550.2
OG0002680	El003G174760	AT4G14620.1
OG0002680	El005G262780	AT3G22970.1
OG0002681	El006G281660	AT2G46410.1
OG0002683	El006G287200	AT2G41960.1
OG0002683	El001G029570	AT3G58050.2
OG0002684	El006G287750	AT2G41620.1
OG0002684	El001G028790	AT3G57350.1
OG0002685	El001G081590	AT5G01390.1
OG0002685	El005G244010	AT3G08910.1
OG0002686	El001G078540	AT5G04070.1
OG0002687	El001G014260	AT3G45310.1
OG0002687	El007G330590	AT5G60360.3
OG0002688	El001G014850	AT3G45810.1
OG0002688	El007G330940	AT5G60010.1
OG0002689	El007G331490	AT5G59580.1
OG0002689	El007G331480	AT5G59590.1
OG0002690	El001G015920	AT3G46640.3
OG0002690	El007G331500, El007G362080	AT5G59570.1
OG0002691	El001G018270	AT3G48590.1
OG0002691	El007G327110	AT5G63470.1
OG0002692	El001G000570	AT4G00460.2
OG0002692	El002G083040	AT1G01700.4
OG0002693	El001G003590	AT4G02930.1
OG0002694	El007G360400	AT5G44280.2
OG0002694	El002G085580	AT1G03770.2
OG0002695	El006G300710	AT2G31680.1
OG0002695	El002G088110	AT1G05810.2
OG0002696	El002G090460	AT1G07795.1
OG0002696	El006G304670	AT2G28725.1
OG0002697	El005G243810	AT3G08720.1
OG0002698	El005G237600	AT3G03290.1
OG0002698	El001G063570	AT5G17390.1
OG0002699	El005G237660	AT3G03340.2
OG0002699	El001G063520	AT5G17440.1
OG0002700	El001G062480	AT5G18180.1
OG0002700	El005G238490	AT3G03920.1
OG0002701	El005G242440	AT3G07170.1
OG0002701	El007G347620	AT5G48680.1
OG0002702	El001G027440	AT3G56140.1
OG0002702	El006G289180	AT2G40400.1
OG0002703	El002G116460	AT1G30230.2
OG0002703	El005G276190	AT2G18110.1
OG0002704	El006G293470	AT2G37060.1
OG0002704	El001G023940	AT3G53340.1
OG0002705	El001G024990	AT3G54250.1
OG0002705	El006G291430	AT2G38700.1
OG0002706	El004G232980	AT1G79470.1
OG0002706	El002G100340	AT1G16350.1
OG0002707	El004G225650	AT1G73390.1
OG0002707	El002G102060	AT1G17940.1
OG0002708	El004G227930	AT1G75380.1
OG0002708	El002G103950	AT1G19660.1
OG0002709	El004G229920	AT1G76940.1
OG0002709	El002G105740	AT1G21320.1
OG0002710	El002G108040	AT1G22880.1
OG0002710	El004G223240	AT1G71380.1
OG0002711	El005G266790, El002G109370	AT1G24050.1
OG0002712	El004G219500	AT1G68670.1
OG0002712	El002G111900	AT1G25550.1
OG0002713	El004G219480	AT1G68650.1
OG0002715	El002G098960	AT1G14900.1
OG0002716	El002G093330	AT1G10370.1
OG0002716	El002G093320	AT1G10360.1
OG0002717	El001G064770, El001G064930	AT5G16340.1, AT5G16370.1
OG0002718	El006G314750, El005G273050	AT5G17340.1
OG0002719	El001G054720, El007G358870, El001G054630, El001G054650, El001G054710, El007G358880	AT5G24780.1, AT5G24770.1
OG0002720	El001G021170, El003G175950	AT3G50930.1
OG0002721	El001G019290	AT3G49360.1
OG0002721	El001G055370, El001G055400	AT5G24410.1
OG0002722	El004G220330	AT1G69290.1
OG0002722	El004G220010, El004G219970	AT1G68980.1
OG0002723	El004G231390	AT1G78090.1
OG0002723	El002G107150	AT1G22210.1
OG0002724	El002G105170	AT1G20816.1
OG0002724	El004G229290	AT1G76405.2
OG0002725	El005G249020	AT3G13100.1
OG0002725	El005G249010	AT3G13090.1
OG0002726	El005G252010	AT3G15450.1
OG0002728	El005G256580	AT3G19170.1
OG0002729	El005G258370	AT3G20540.2
OG0002729	El002G135120	AT1G50840.2
OG0002730	El005G260070	AT3G21690.1
OG0002731	El005G261310	AT3G22425.2
OG0002731	El003G174120	AT4G14910.2
OG0002732	El002G136650	AT1G52050.1
OG0002732	El002G136660	AT1G52060.1
OG0002733	El002G133280, El002G133290	AT1G49310.1
OG0002734	El002G116260	AT1G30120.1
OG0002734	El006G296690	AT2G34590.1
OG0002735	El005G270080, El001G015850	AT3G53310.1
OG0002736	El006G292290	AT2G37980.1
OG0002736	El001G024810	AT3G54100.1
OG0002737	El006G288690	AT2G40800.1
OG0002737	El001G027770	AT3G56430.1
OG0002738	El007G366770	AT5G47600.1
OG0002739	El001G020020	AT3G49950.1
OG0002739	El001G020030, El007G323770	AT5G67411.1
OG0002740	El001G030760	AT3G59190.2
OG0002741	El004G219310	AT1G68540.1
OG0002741	El002G112000	AT1G25460.1
OG0002743	El003G149080	AT4G33590.1
OG0002743	El003G149070	AT4G33600.1
OG0002744	El002G093300	AT1G10340.1
OG0002745	El002G095140	AT1G11770.1
OG0002745	El002G082680	AT1G01980.1
OG0002746	El002G097500	AT1G13860.1
OG0002746	El001G038550	AT2G03480.1
OG0002748	El001G072260	AT5G09805.1
OG0002749	El007G335510, El007G335550	AT5G56440.1
OG0002750	El004G216680	AT1G66940.4
OG0002753	El003G155630	AT4G28320.1
OG0002753	El005G279200	AT2G20680.1
OG0002754	El003G154710	AT4G29040.1
OG0002754	El005G278580	AT2G20140.1
OG0002757	El003G147960	AT4G34480.1
OG0002758	El005G274110	AT2G16850.1
OG0002758	El003G147310	AT4G35100.1
OG0002759	El003G171990	AT4G15970.1
OG0002760	El002G119920	AT1G32490.1
OG0002761	El004G202610	AT1G59722.1, AT1G60040.1, AT1G59810.1
OG0002762	El004G199080	AT1G61800.2
OG0002762	El002G094900	AT4G03950.1
OG0002763	El002G098990	AT1G14920.1
OG0002764	El002G097400	AT1G13730.1
OG0002764	El001G038750	AT2G03640.4
OG0002765	El001G073390	AT5G08391.1
OG0002766	El003G186090	AT5G37720.1
OG0002766	El004G215440	AT1G66260.1
OG0002767	El004G196520	AT1G63180.1
OG0002767	El002G096310	AT1G12780.1
OG0002768	El007G335290	AT5G56640.1
OG0002768	El003G158200	AT4G26260.2
OG0002769	El005G244600	AT3G09410.1
OG0002770	El003G159750	AT4G24960.1
OG0002770	El007G343510	AT5G50720.1
OG0002771	El001G071900	AT5G10120.1
OG0002771	El007G325180	AT5G65100.1
OG0002772	El007G326680	AT5G63880.2
OG0002772	El001G072820	AT5G09260.1
OG0002773	El001G074300	AT5G07470.1
OG0002773	El007G329140	AT5G61640.2
OG0002774	El003G165960	AT4G19950.1
OG0002774	El007G361760	AT5G44860.1
OG0002775	El003G165830	AT4G20010.1
OG0002775	El007G361630	AT5G44785.2
OG0002776	El003G164500	AT4G21540.1
OG0002776	El003G164510	AT4G21534.1
OG0002777	El003G163920, El003G163930	AT4G21895.1
OG0002778	El006G315620, El006G315680, El006G315670, El006G315600	AT4G23120.1, AT2G25120.1
OG0002779	El002G122280, El002G122260	AT1G34060.1
OG0002780	El002G125070	AT1G36180.1
OG0002780	El002G125060	AT1G36160.1
OG0002781	El003G144640	AT4G37670.2
OG0002782	El006G320020	AT2G22310.1
OG0002782	El003G143540	AT4G39910.1
OG0002783	El006G321420, El003G185630	AT2G21237.1
OG0002783	El003G142360	AT4G38905.1
OG0002784	El003G169400	AT4G17560.1
OG0002784	El007G366350	AT5G47190.1
OG0002785	El003G182730	AT5G35390.1
OG0002785	El005G271310	AT2G07040.1
OG0002786	El005G271090	AT2G06520.1
OG0002787	El003G183460	AT5G35732.2
OG0002787	El005G269790	AT2G04795.1
OG0002788	El003G175050, El003G175040	AT4G14450.1
OG0002788	El005G264070	AT3G23170.1
OG0002789	El005G261870	AT3G22810.1
OG0002789	El003G174430	AT4G14740.1
OG0002790	El005G261140	AT3G22310.1
OG0002790	El005G261160	AT3G22330.1
OG0002791	El003G173020	AT4G15415.1
OG0002791	El005G260000	AT3G21650.1
OG0002792	El003G190810	AT5G40260.1
OG0002793	El006G280890	AT2G47000.1
OG0002793	El001G034430	AT3G62150.1
OG0002794	El006G283130	AT2G45290.1
OG0002794	El001G032610	AT3G60750.1
OG0002795	El001G032030	AT3G60320.1
OG0002796	El006G285300	AT2G43570.1
OG0002797	El001G029310	AT3G57785.1
OG0002797	El006G286840	AT2G42310.1
OG0002798	El006G287510	AT2G41770.1
OG0002798	El001G028860	AT3G57420.1
OG0002799	El006G292010	AT2G38230.1
OG0002799	El001G081610	AT5G01410.1
OG0002800	El001G079090	AT5G03610.1
OG0002801	El001G011750	AT3G43190.1
OG0002801	El001G059240	AT5G20830.1
OG0002802	El001G012040	AT3G43740.2
OG0002802	El001G058930	AT5G21090.1
OG0002803	El001G016500	AT3G47060.1
OG0002803	El007G332480	AT5G58870.1
OG0002804	El007G323250	AT5G67020.1
OG0002805	El002G089760	AT1G07270.1
OG0002805	El006G303140	AT2G29680.1
OG0002806	El001G001830	AT4G01630.1
OG0002807	El001G003760	AT4G03080.1
OG0002808	El006G299770	AT2G32440.1
OG0002809	El006G301090	AT2G31350.1
OG0002809	El002G088490	AT1G06130.1
OG0002810	El002G089040	AT1G06670.1
OG0002810	El006G301820	AT2G30800.1
OG0002811	El006G303940, El006G303870	AT2G29220.1
OG0002812	El002G091070	AT1G08340.1
OG0002813	El005G235320	AT3G01690.1
OG0002813	El001G067100	AT5G14390.1
OG0002814	El001G065770	AT5G15610.1
OG0002814	El005G236370	AT3G02200.2
OG0002815	El005G237670	AT3G03341.1
OG0002816	El005G238780	AT3G04170.1
OG0002817	El001G062190	AT5G18480.1
OG0002818	El008G369160, El005G239850	AT3G05010.1
OG0002818	El001G049030	AT5G27210.1
OG0002819	El001G061460	AT5G19025.2
OG0002819	El005G241360, El004G208960	AT3G06180.1
OG0002820	El005G241710	AT3G06470.1
OG0002820	El005G241700	AT3G06460.1
OG0002821	El005G242120	AT3G06830.1
OG0002822	El005G239190	AT3G04600.1
OG0002823	El001G023270	AT3G52750.1
OG0002823	El006G294600	AT2G36250.1
OG0002824	El001G024570	AT3G53930.2
OG0002824	El006G292430	AT2G37840.1
OG0002825	El004G234250	AT1G80270.1
OG0002825	El002G099570	AT1G15480.1
OG0002826	El004G233410	AT1G80910.1
OG0002826	El002G100090	AT1G16020.1
OG0002827	El002G101590	AT1G17470.1
OG0002827	El004G224750	AT1G72660.1
OG0002828	El002G101630	AT1G17500.1
OG0002828	El004G224800	AT1G72700.1
OG0002829	El002G102030	AT1G17890.1
OG0002829	El004G225420	AT1G73250.1
OG0002830	El004G227110	AT1G74560.3
OG0002830	El002G102980	AT1G18800.1
OG0002831	El004G227310	AT1G74770.1
OG0002831	El002G103110	AT1G18910.1
OG0002832	El002G104900	AT1G20540.1
OG0002832	El004G229080	AT1G76260.1
OG0002833	El002G104910	AT1G20550.1
OG0002833	El004G229090	AT1G76270.1
OG0002834	El002G109260	AT1G23870.1
OG0002834	El004G221810	AT1G70290.1
OG0002835	El004G220280	AT1G69240.1
OG0002835	El002G111040	AT1G26360.1
OG0002836	El004G219730	AT1G68840.1
OG0002836	El002G111880	AT1G25560.1
OG0002837	El004G219180	AT1G68440.1
OG0002837	El002G112080	AT1G25400.1
OG0002838	El003G160480	AT4G24280.1
OG0002838	El007G344790	AT5G49910.1
OG0002840	El003G142660	AT4G39180.1
OG0002840	El006G321040	AT2G21540.1
OG0002841	El006G299660	AT2G32480.1
OG0002841	El002G087280	AT1G05140.1
OG0002842	El002G085040, El004G210630	AT1G03230.1, AT1G03220.1
OG0002843	El002G084620	AT5G27607.1
OG0002844	El001G066560	AT5G14930.2
OG0002845	El001G061710	AT5G18800.1
OG0002846	El007G345300	AT5G49530.1
OG0002847	El005G248720	AT3G12915.1
OG0002848	El001G055320	AT5G24450.1
OG0002849	El001G019160	AT3G49290.1
OG0002849	El001G055610	AT5G24310.1
OG0002850	El005G265700	AT5G61740.1
OG0002851	El001G056360	AT5G23700.3
OG0002851	El001G018520	AT3G48860.2
OG0002852	El001G056450	AT5G23580.1
OG0002853	El007G328960, El007G329000, El007G328980, El007G328900	AT5G61820.1
OG0002854	El007G332630	AT5G58782.2
OG0002854	El007G332640	AT5G58780.1
OG0002854	El004G207780, El004G207740	AT2G23410.1, AT2G23400.1
OG0002855	El005G235660	AT3G01400.1
OG0002855	El007G332750, El007G335530	AT5G58680.1
OG0002856	El001G016580	AT3G47295.1
OG0002856	El007G332780	AT5G58650.1
OG0002857	El001G020240	AT3G50140.1, AT3G50190.1
OG0002858	El001G019110	AT3G49210.1
OG0002859	El007G331230	AT5G59740.1
OG0002859	El001G015320	AT3G46180.1
OG0002860	El003G147930	AT4G34510.1
OG0002860	El005G273490	AT2G16280.1
OG0002861	El002G084100	AT1G02405.1
OG0002861	El004G222780	AT1G70990.1
OG0002862	El004G226970	AT1G74430.1
OG0002863	El004G233640	AT1G80720.2
OG0002863	El002G099950	AT1G15870.1
OG0002864	El002G140480	AT1G55500.5
OG0002864	El005G249400	AT3G13460.1
OG0002865	El002G140050	AT1G55130.1
OG0002865	El005G249770	AT3G13772.1
OG0002866	El005G250070	AT3G13970.1
OG0002866	El002G139870	AT1G54210.1
OG0002867	El005G250220	AT3G14070.1
OG0002867	El002G139750	AT1G54115.1
OG0002868	El005G252020	AT3G15460.1
OG0002868	El002G137890	AT1G52930.1
OG0002869	El002G135050	AT1G50740.1
OG0002869	El005G258340	AT3G20510.1
OG0002871	El005G272660	AT2G15130.1
OG0002871	El005G272670	AT2G15220.1
OG0002872	El003G163910	AT4G21900.1
OG0002872	El005G273840	AT2G16650.1
OG0002873	El003G152820	AT4G30260.2
OG0002873	El005G277270	AT2G18840.1
OG0002874	El002G125460	AT2G20900.1
OG0002875	El002G135170	AT1G50900.1
OG0002876	El002G133320	AT1G49340.1
OG0002877	El001G025910	AT3G55020.1
OG0002877	El006G290710	AT2G39280.2
OG0002878	El006G288830	AT2G40670.2
OG0002878	El001G027710	AT3G56380.2
OG0002879	El001G028480	AT3G57080.1
OG0002879	El006G288020	AT2G41340.1
OG0002880	El001G028780	AT3G57340.1
OG0002880	El001G076490	AT5G05750.1
OG0002885	El005G253860	AT3G17010.1
OG0002886	El001G064780, El001G064940	AT5G16360.1
OG0002887	El001G066880	AT5G14602.1
OG0002890	El005G279170	AT2G20650.1
OG0002890	El003G155550	AT4G28370.1
OG0002891	El006G317940	AT2G23910.1
OG0002891	El003G152590	AT4G30470.1
OG0002892	El006G315440	AT2G25190.1
OG0002893	El003G150720	AT4G32120.1
OG0002893	El006G314920	AT2G25300.1
OG0002894	El001G012650	AT3G44340.1
OG0002894	El003G150110	AT4G32640.1
OG0002895	El006G313380	AT2G25940.1
OG0002895	El003G149730	AT4G32940.1
OG0002896	El003G175600, El003G148930	AT4G33700.1
OG0002896	El005G272300	AT2G14520.1
OG0002897	El003G147680	AT4G34740.1
OG0002897	El005G273770, El007G357480	AT2G16570.1
OG0002898	El005G253390	AT3G16620.1
OG0002899	El002G119590	AT1G32210.1
OG0002899	El006G295580	AT2G35520.2
OG0002900	El006G295360	AT2G35658.2
OG0002900	El003G170390	AT4G16840.1
OG0002901	El002G093720	AT1G10670.3
OG0002901	El004G200460	AT1G60810.1
OG0002902	El004G199100	AT1G61790.1
OG0002902	El002G094820	AT1G11560.1
OG0002903	El002G099220	AT1G15160.1, AT1G15150.1
OG0002903	El002G099240	AT1G15180.1, AT1G15170.1
OG0002904	El002G098740	AT1G14700.1
OG0002904	El001G036860	AT2G01890.1
OG0002905	El003G190670	AT5G40150.1
OG0002905	El001G043170	AT3G28200.1
OG0002906	El004G195790	AT1G63640.3
OG0002906	El003G192500	AT5G41310.1
OG0002907	El007G334240	AT5G57440.1
OG0002907	El003G158630	AT4G25840.1
OG0002908	El007G333550, El003G184560	AT5G58003.1
OG0002909	El005G245990	AT3G10600.1
OG0002909	El001G077780	AT5G04770.1
OG0002910	El001G075600	AT5G06330.1, AT5G05657.1
OG0002910	El005G247340	AT3G11660.1
OG0002911	El005G248210	AT3G12400.2
OG0002911	El001G067770	AT5G13860.1
OG0002912	El007G338960	AT5G53760.1
OG0002912	El002G111380	AT1G26700.1
OG0002913	El007G337930	AT5G54490.1
OG0002913	El003G157020	AT4G27280.1
OG0002914	El007G336120	AT5G56040.2
OG0002914	El003G157890	AT4G26540.1
OG0002915	El007G333500	AT5G58050.1
OG0002915	El007G333360	AT5G58170.1
OG0002916	El002G112810, El002G113060	AT1G27430.1, AT1G24300.1
