Orthogroup	Erysimum_linariifolium	Raphanus_sativus
OG0001724	El006G301780	XP_018434674.1, XP_018478057.1
OG0001724	El006G314560, El006G314530	XP_018480710.1
OG0001725	El001G062350	XP_018444636.1, XP_018444426.1
OG0001727	El007G334200	XP_018469043.1
OG0001729	El001G039480	XP_018437917.1
OG0001730	El003G155650	XP_018455150.1, XP_018461620.1, XP_018450051.1
OG0001731	El003G153010	XP_018480904.1, XP_018466719.1
OG0001731	El003G153030	XP_018471291.1, XP_018482903.1
OG0001732	El003G152950	XP_018449653.1, XP_018469084.1, XP_018461141.1
OG0001732	El005G277410	XP_018454926.1
OG0001733	El003G152490	XP_018480485.1
OG0001733	El006G317790	XP_018484271.1, XP_018441712.1
OG0001734	El003G152110	XP_018470478.1
OG0001734	El006G317370	XP_018438421.1
OG0001735	El005G272490	XP_018455728.1, XP_018452894.1, XP_018461409.1, XP_018488801.1
OG0001735	El003G148740, El003G148760	XP_018461092.1, XP_018482684.1
OG0001736	El003G146930	XP_018471409.1, XP_018462541.1
OG0001736	El005G274740	XP_018492337.1
OG0001737	El006G296070	XP_018440805.1
OG0001737	El002G118060	XP_018458968.1, XP_018449357.1
OG0001738	El006G295730	XP_018442010.1, XP_018442012.1
OG0001739	El004G205730	XP_018439413.1
OG0001739	El002G092450	XP_018483267.1, XP_018493380.1, XP_018447700.1, XP_018460016.1
OG0001740	El004G203330	XP_018457578.1
OG0001740	El002G092970	XP_018432670.1
OG0001741	El002G093360	XP_018436478.1, XP_018440579.1
OG0001741	El004G202310	XP_018456299.1, XP_018454179.1
OG0001742	El005G268840	XP_018438534.1
OG0001742	El005G268820	XP_018489697.1
OG0001743	El002G094250	XP_018479893.1
OG0001743	El004G199730	XP_018452774.1, XP_018434102.1
OG0001744	El003G192150	XP_018477413.1, XP_018442691.1
OG0001744	El001G041620	XP_018484563.1
OG0001745	El001G042400	XP_018483868.1, XP_018434153.1, XP_018434849.1
OG0001746	El001G043710	XP_018437494.1, XP_018462085.1
OG0001746	El003G190550	XP_018477572.1, XP_018481957.1
OG0001747	El001G045970	XP_018485040.1, XP_018438142.1
OG0001748	El003G187020	XP_018478570.1, XP_018478592.1
OG0001748	El004G217060	XP_018442832.1, XP_018469882.1, XP_018469881.1
OG0001749	El004G194370	XP_018457206.1
OG0001749	El003G193300	XP_018483274.1, XP_018483270.1, XP_018445162.1
OG0001750	El004G195950	XP_018452304.1, XP_018456725.1
OG0001751	El005G247460	XP_018491094.1, XP_018440784.1
OG0001751	El003G156450, El001G075450	XP_018464149.1, XP_018473463.1, XP_018473454.1
OG0001752	El004G211750	XP_018459690.1, XP_018462211.1
OG0001753	El005G248070	XP_018493455.1, XP_018441341.1, XP_018492727.1
OG0001753	El001G074890	XP_018445153.1, XP_018445327.1
OG0001754	El007G343080	XP_018476885.1
OG0001754	El003G159540	XP_018479107.1, XP_018479106.1
OG0001755	El003G158780	XP_018478034.1, XP_018478035.1, XP_018458546.1, XP_018458862.1, XP_018462574.1
OG0001756	El007G340320	XP_018455783.1, XP_018457490.1, XP_018468412.1
OG0001756	El003G156210	XP_018478869.1
OG0001757	El003G157800	XP_018470981.1
OG0001758	El001G060870	XP_018443957.1, XP_018471632.1, XP_018464060.1
OG0001758	El001G068930	XP_018444577.1, XP_018444540.1
OG0001760	El003G169340	XP_018482982.1
OG0001760	El007G366270	XP_018477328.1, XP_018457557.1, XP_018452925.1, XP_018437142.1
OG0001761	El003G167880	XP_018458082.1, XP_018480587.1, XP_018481491.1, XP_018447397.1
OG0001762	El007G363880	XP_018477836.1, XP_018461599.1, XP_018455996.1
OG0001763	El003G165920	XP_018451230.1, XP_018484344.1, XP_018464095.1, XP_018484348.1, XP_018443956.1, XP_018443918.1
OG0001764	El003G163540	XP_018450764.1, XP_018478860.1, XP_018478751.1, XP_018468430.1
OG0001765	El001G007810, El001G007780, El001G007820, El001G007770, El001G007760, El001G007800	XP_018473756.1, XP_018462010.1, XP_018458957.1, XP_018465424.1
OG0001766	El001G008940	XP_018471953.1
OG0001767	El004G223720	XP_018452212.1, XP_018446226.1
OG0001768	El006G298420	XP_018433978.1, XP_018478910.1
OG0001768	El002G113690	XP_018449718.1
OG0001769	El005G275440	XP_018433873.1
OG0001769	El003G146140	XP_018477860.1, XP_018482966.1, XP_018484588.1
OG0001770	El001G019980	XP_018481058.1, XP_018481069.1, XP_018449507.1, XP_018434537.1
OG0001771	El006G319370	XP_018439157.1, XP_018439154.1
OG0001771	El003G144250	XP_018451759.1, XP_018448373.1
OG0001772	El003G142020	XP_018450234.1
OG0001772	El004G218570	XP_018465118.1, XP_018442126.1
OG0001773	El007G341130	XP_018453166.1, XP_018456854.1
OG0001773	El006G296940	XP_018473006.1, XP_018436933.1, XP_018466715.1
OG0001774	El007G358320, El007G358310	XP_018487540.1
OG0001775	El003G163690	XP_018470398.1, XP_018471393.1, XP_018480644.1, XP_018477682.1
OG0001775	El001G005410	XP_018453366.1, XP_018457885.1
OG0001776	El007G362870	XP_018460073.1
OG0001777	El001G002220	XP_018455570.1
OG0001777	El003G191080	XP_018483924.1
OG0001778	El006G280150	XP_018485317.1, XP_018476079.1
OG0001778	El001G035120	XP_018445226.1, XP_018485021.1, XP_018464875.1, XP_018460347.1
OG0001779	El001G034890	XP_018490535.1
OG0001779	El006G280240	XP_018433205.1
OG0001780	El006G283390	XP_018434168.1
OG0001780	El001G032300	XP_018488808.1, XP_018458425.1
OG0001781	El001G031750	XP_018461320.1, XP_018459087.1, XP_018459088.1
OG0001781	El006G284390	XP_018476584.1, XP_018477304.1
OG0001782	El001G030630	XP_018460415.1
OG0001782	El006G285860	XP_018485151.1
OG0001783	El001G059850	XP_018472172.1, XP_018472694.1
OG0001784	El007G323780	XP_018433951.1, XP_018436481.1, XP_018454565.1
OG0001784	El001G020010	XP_018481066.1, XP_018481052.1, XP_018436786.1
OG0001785	El001G000510	XP_018456950.1
OG0001785	El002G083170	XP_018474670.1, XP_018492372.1, XP_018489980.1
OG0001786	El002G083400	XP_018482447.1, XP_018482512.1
OG0001786	El001G001170	XP_018457308.1, XP_018472521.1
OG0001787	El001G002210	XP_018453150.1, XP_018453214.1
OG0001787	El002G084070	XP_018469920.1, XP_018489580.1
OG0001788	El001G002680	XP_018474827.1
OG0001788	El002G084350	XP_018489519.1, XP_018462078.1, XP_018480609.1
OG0001789	El001G003060	XP_018447133.1
OG0001790	El006G301050	XP_018439833.1
OG0001790	El002G088450	XP_018451538.1
OG0001791	El006G301610	XP_018440117.1, XP_018440080.1
OG0001792	El006G302590	XP_018433289.1, XP_018478353.1
OG0001792	El002G089480	XP_018434847.1
OG0001793	El002G089670	XP_018437399.1, XP_018450632.1
OG0001793	El006G302910	XP_018473498.1
OG0001794	El002G089960	XP_018441825.1, XP_018448094.1, XP_018489400.1
OG0001794	El006G303680, El006G303660	XP_018477301.1, XP_018480546.1
OG0001795	El001G065270	XP_018476370.1, XP_018446871.1, XP_018446843.1
OG0001796	El005G237440	XP_018492090.1, XP_018492964.1
OG0001796	El001G063800	XP_018459306.1
OG0001797	El001G063270	XP_018473138.1
OG0001797	El005G237880	XP_018435101.1, XP_018490767.1
OG0001798	El001G051500	XP_018461961.1
OG0001798	El005G241040	XP_018492933.1, XP_018486977.1, XP_018437501.1, XP_018490140.1
OG0001799	El001G049640	XP_018478976.1
OG0001799	El005G241060	XP_018486073.1, XP_018492931.1, XP_018491959.1
OG0001800	El005G241570	XP_018490397.1, XP_018490396.1
OG0001800	El001G062020	XP_018445715.1, XP_018445876.1
OG0001801	El007G346960	XP_018457414.1, XP_018440522.1
OG0001801	El005G242280	XP_018491897.1
OG0001802	El004G216120, El004G216130, El004G216110, El004G216100, El004G216150, El004G216160	XP_018445030.1, XP_018474885.1
OG0001803	El006G294330	XP_018464437.1, XP_018473204.1
OG0001803	El001G023460	XP_018442737.1, XP_018487363.1
OG0001804	El004G233300	XP_018456978.1, XP_018456980.1
OG0001804	El002G100180	XP_018439932.1, XP_018482153.1
OG0001805	El004G232290	XP_018456183.1, XP_018456184.1
OG0001805	El002G100830	XP_018434517.1, XP_018459774.1, XP_018459761.1
OG0001806	El002G101400	XP_018465403.1, XP_018466993.1, XP_018451908.1, XP_018451918.1
OG0001807	El006G295230	XP_018464073.1, XP_018479898.1, XP_018475557.1
OG0001807	El002G103790	XP_018448263.1, XP_018489046.1
OG0001808	El004G228880	XP_018468361.1
OG0001808	El002G104630	XP_018439919.1, XP_018439400.1
OG0001809	El004G221530	XP_018456311.1
OG0001809	El002G109610	XP_018439816.1, XP_018476126.1
OG0001810	El002G111250	XP_018437673.1, XP_018461212.1, XP_018487427.1, XP_018460432.1, XP_018450077.1
OG0001810	El004G220370	XP_018455123.1
OG0001811	El004G218800	XP_018469247.1
OG0001811	El002G112320	XP_018489487.1, XP_018487760.1
OG0001812	El004G218670	XP_018445321.1
OG0001812	El002G112420	XP_018447799.1, XP_018439862.1
OG0001814	El006G320670	XP_018437129.1, XP_018460609.1, XP_018475334.1, XP_018481705.1, XP_018481194.1
OG0001814	El003G142730	XP_018471563.1
OG0001815	El001G062010	XP_018458609.1, XP_018446512.1
OG0001816	El005G240000	XP_018492849.1, XP_018467494.1
OG0001816	El001G049220, El002G126610	XP_018477088.1
OG0001817	El001G076650	XP_018454687.1, XP_018473361.1
OG0001817	El005G246660	XP_018441905.1, XP_018438724.1
OG0001818	El001G019310	XP_018487043.1, XP_018436990.1
OG0001818	El001G055350	XP_018457413.1, XP_018478688.1
OG0001819	El007G322530	XP_018456344.1
OG0001819	El001G021130	XP_018484492.1, XP_018433597.1
OG0001820	El001G018460	XP_018493396.1, XP_018471385.1
OG0001821	El002G137170	XP_018442941.1, XP_018485511.1
OG0001821	El005G252660	XP_018488262.1
OG0001823	El005G278770	XP_018434968.1, XP_018462100.1
OG0001824	El006G292810	XP_018465954.1, XP_018441295.1
OG0001824	El001G024360	XP_018485578.1, XP_018483826.1
OG0001825	El001G026860	XP_018481076.1, XP_018486001.1
OG0001826	El001G028130	XP_018461051.1, XP_018465800.1, XP_018483567.1, XP_018477440.1
OG0001826	El006G288290	XP_018440932.1, XP_018472823.1
OG0001827	El001G028340	XP_018458568.1
OG0001827	El001G028330	XP_018458572.1
OG0001828	El006G284100	XP_018482193.1, XP_018481506.1
OG0001828	El001G031880	XP_018464902.1, XP_018491414.1, XP_018460723.1
OG0001829	El001G042460, El004G195420	XP_018457984.1
OG0001830	El001G030050, El001G030020, El001G030060, El001G030040	XP_018460878.1, XP_018445092.1
OG0001831	El007G366750, El007G366760	XP_018481432.1, XP_018481408.1, XP_018480926.1, XP_018461752.1, XP_018461757.1, XP_018481789.1, XP_018481761.1, XP_018443462.1, XP_018436298.1
OG0001832	El006G311880	XP_018466872.1, XP_018482910.1, XP_018439776.1
OG0001833	El003G151290, El007G355170, El007G349780	XP_018461106.1, XP_018479054.1, XP_018470434.1
OG0001834	El002G099860	XP_018467575.1, XP_018469889.1, XP_018483027.1, XP_018464390.1
OG0001835	El002G104460	XP_018481919.1, XP_018435961.1
OG0001835	El002G104470	XP_018484389.1
OG0001836	El004G198360	XP_018454988.1
OG0001836	El004G198350	XP_018462242.1, XP_018462241.1, XP_018487492.1, XP_018468668.1, XP_018454963.1
OG0001838	El003G169520	XP_018468370.1, XP_018459246.1, XP_018468291.1
OG0001839	El006G308060	XP_018463951.1, XP_018469338.1
OG0001844	El003G154430	XP_018477276.1, XP_018460074.1
OG0001844	El005G278230	XP_018456438.1, XP_018440301.1, XP_018440302.1
OG0001845	El003G152640	XP_018449889.1
OG0001846	El005G274690	XP_018441656.1
OG0001846	El003G147050	XP_018471287.1, XP_018450923.1
OG0001847	El003G170500	XP_018449094.1
OG0001848	El004G201670	XP_018454859.1
OG0001848	El002G093440	XP_018433115.1, XP_018485919.1, XP_018479695.1
OG0001849	El004G199570	XP_018439486.1
OG0001849	El004G199580	XP_018457691.1
OG0001850	El001G041770	XP_018436954.1
OG0001851	El001G042290	XP_018457872.1, XP_018477662.1, XP_018458730.1
OG0001852	El003G189520	XP_018480923.1
OG0001853	El004G216170	XP_018457951.1, XP_018470000.1, XP_018438630.1
OG0001854	El004G215170	XP_018444730.1, XP_018462514.1
OG0001855	El004G213220	XP_018470278.1
OG0001856	El004G198060	XP_018456831.1
OG0001856	El002G095480	XP_018451600.1, XP_018451598.1, XP_018465140.1, XP_018490369.1
OG0001857	El003G158380	XP_018469794.1
OG0001857	El007G334850	XP_018468243.1, XP_018476336.1, XP_018452055.1
OG0001858	El001G078440	XP_018446908.1
OG0001858	El005G245620	XP_018441818.1
OG0001859	El005G245930	XP_018440378.1, XP_018439229.1, XP_018432778.1
OG0001859	El001G078010	XP_018442845.1, XP_018442850.1
OG0001860	El001G076640	XP_018445907.1
OG0001860	El005G246670	XP_018433038.1, XP_018488520.1
OG0001861	El005G246770	XP_018492651.1, XP_018485524.1
OG0001861	El001G076420	XP_018442731.1
OG0001862	El001G075350	XP_018446885.1
OG0001862	El005G247630	XP_018485476.1
OG0001863	El003G159360	XP_018446266.1
OG0001863	El007G342570	XP_018472938.1, XP_018467376.1, XP_018452874.1
OG0001864	El007G337920	XP_018476000.1, XP_018450944.1
OG0001865	El007G337710	XP_018452175.1, XP_018457717.1, XP_018457709.1
OG0001865	El003G157130, El007G323630	XP_018471787.1
OG0001866	El007G337450	XP_018454785.1, XP_018445055.1
OG0001866	El003G157320	XP_018470476.1
OG0001867	El003G158640	XP_018475911.1, XP_018470330.1
OG0001868	El001G069410	XP_018445015.1
OG0001869	El007G324500	XP_018491445.1
OG0001869	El001G071390	XP_018475961.1
OG0001870	El001G071560	XP_018468313.1
OG0001871	El007G325040	XP_018486104.1, XP_018436519.1, XP_018454931.1
OG0001872	El007G325640	XP_018446930.1, XP_018476529.1
OG0001873	El001G072510	XP_018475993.1, XP_018442519.1, XP_018454996.1
OG0001874	El001G072930	XP_018446276.1, XP_018468567.1, XP_018468581.1, XP_018436145.1, XP_018436142.1
OG0001875	El001G073590	XP_018443876.1
OG0001875	El001G057050	XP_018457260.1, XP_018455118.1
OG0001876	El007G329880	XP_018452312.1, XP_018486750.1
OG0001876	El001G073780	XP_018473262.1, XP_018474781.1
OG0001877	El001G074360, El007G361230	XP_018469037.1, XP_018444950.1, XP_018444951.1
OG0001877	El007G329080	XP_018482228.1
OG0001878	El003G169500	XP_018463745.1, XP_018484090.1
OG0001878	El007G366430	XP_018466246.1, XP_018464003.1
OG0001879	El003G168880	XP_018478456.1
OG0001879	El007G365590	XP_018467604.1, XP_018435772.1
OG0001880	El003G168490, El003G168500	XP_018454146.1, XP_018444707.1, XP_018451565.1
OG0001881	El003G165050	XP_018450199.1, XP_018469697.1, XP_018482359.1
OG0001882	El001G004950	XP_018456421.1
OG0001882	El003G164470	XP_018471234.1
OG0001883	El001G005140	XP_018452059.1
OG0001883	El003G164080	XP_018448101.1, XP_018461917.1, XP_018469540.1
OG0001884	El002G099270	XP_018451285.1, XP_018493206.1
OG0001884	El004G201750	XP_018445360.1
OG0001885	El002G120850	XP_018447224.1, XP_018441367.1
OG0001885	El001G008930	XP_018456852.1, XP_018455005.1, XP_018471951.1
OG0001886	El002G123760	XP_018432608.1, XP_018451925.1
OG0001886	El001G010120	XP_018476557.1
OG0001887	El001G010980	XP_018472585.1, XP_018472618.1
OG0001887	El002G125420	XP_018439931.1
OG0001888	El006G297620, El006G297650	XP_018465685.1, XP_018482242.1
OG0001889	El005G276660	XP_018485404.1, XP_018457342.1, XP_018452426.1
OG0001889	El003G145650	XP_018469840.1, XP_018469853.1
OG0001890	El003G144020	XP_018448106.1
OG0001890	El003G144080	XP_018468545.1, XP_018448367.1, XP_018447561.1
OG0001891	El003G158510	XP_018467755.1
OG0001891	El002G093730	XP_018472076.1, XP_018472065.1
OG0001892	El007G358360	XP_018484718.1, XP_018441584.1
OG0001892	El002G113350	XP_018490454.1
OG0001893	El001G008750	XP_018476803.1
OG0001894	El006G289800	XP_018437046.1, XP_018478161.1
OG0001895	El007G366460, El001G061110, El007G366450	XP_018464001.1, XP_018454930.1
OG0001896	El003G156000	XP_018473256.1, XP_018447738.1
OG0001897	El003G176310	XP_018447917.1, XP_018461184.1
OG0001898	El005G261820	XP_018439638.1, XP_018491535.1
OG0001898	El003G174350	XP_018470222.1
OG0001900	El003G193280	XP_018446319.1, XP_018460782.1
OG0001901	El006G280020, El006G314870	XP_018432614.1, XP_018433328.1
OG0001901	El001G034900	XP_018490534.1
OG0001902	El001G034370	XP_018442860.1, XP_018493597.1
OG0001902	El006G280920	XP_018436468.1
OG0001903	El001G032390	XP_018485145.1, XP_018467557.1
OG0001903	El006G283290	XP_018476618.1, XP_018444958.1
OG0001904	El001G032280, El006G283400, El005G276440	XP_018434953.1, XP_018465592.1, XP_018474450.1
OG0001905	El001G031640	XP_018445553.1, XP_018491109.1, XP_018481619.1, XP_018462707.1
OG0001906	El001G030910	XP_018492131.1, XP_018442129.1, XP_018460700.1
OG0001906	El006G285650	XP_018478008.1
OG0001907	El001G018080	XP_018441573.1, XP_018469709.1, XP_018458343.1, XP_018458341.1
OG0001908	El007G327060	XP_018481339.1, XP_018481340.1, XP_018466802.1, XP_018458463.1, XP_018462780.1, XP_018435565.1
OG0001909	El001G002050	XP_018437487.1
OG0001909	El002G084210	XP_018452062.1
OG0001910	El001G004290	XP_018452722.1, XP_018452712.1, XP_018472965.1
OG0001910	El002G085510	XP_018491842.1
OG0001911	El007G359030	XP_018455430.1, XP_018455431.1
OG0001911	El002G086320	XP_018465174.1, XP_018490322.1
OG0001912	El006G300250	XP_018477264.1
OG0001912	El002G087680	XP_018447306.1, XP_018441607.1, XP_018441618.1
OG0001913	El002G087980	XP_018451560.1, XP_018451572.1
OG0001913	El006G300630	XP_018433644.1
OG0001914	El006G300060, El006G299460, El006G299140	XP_018453770.1
OG0001915	El006G301250	XP_018437135.1
OG0001915	El002G088570	XP_018483070.1
OG0001916	El002G089870	XP_018436197.1, XP_018493006.1, XP_018489398.1
OG0001916	El006G303310	XP_018441751.1
OG0001917	El006G304830	XP_018481573.1, XP_018437760.1
OG0001917	El002G090370	XP_018448207.1, XP_018465872.1, XP_018487113.1
OG0001918	El006G311260	XP_018474801.1
OG0001919	El001G067110	XP_018444371.1, XP_018473712.1
OG0001919	El005G235310	XP_018491903.1
OG0001920	El001G064620	XP_018453691.1
OG0001920	El005G236980	XP_018435004.1, XP_018490614.1
OG0001921	El001G064590	XP_018472780.1
OG0001921	El005G237030	XP_018491352.1, XP_018486396.1, XP_018438887.1
OG0001922	El005G240610	XP_018441516.1
OG0001922	El001G050590	XP_018441185.1, XP_018452324.1
OG0001923	El006G290680	XP_018474026.1, XP_018441474.1
OG0001923	El001G025950	XP_018446829.1
OG0001924	El001G024110	XP_018466014.1, XP_018446630.1
OG0001924	El006G293190	XP_018439466.1
OG0001925	El006G292300	XP_018478814.1, XP_018482735.1, XP_018474589.1, XP_018433241.1, XP_018475224.1
OG0001926	El006G292050	XP_018484263.1, XP_018441524.1
OG0001926	El001G022190	XP_018484813.1
OG0001927	El004G234000	XP_018457655.1
OG0001927	El002G099720	XP_018432549.1, XP_018450714.1
OG0001928	El004G231810	XP_018442687.1
OG0001928	El002G101220	XP_018439644.1
OG0001929	El004G225140	XP_018470255.1, XP_018470256.1, XP_018442347.1, XP_018438927.1
OG0001930	El002G102880	XP_018457343.1
OG0001930	El004G226920	XP_018445181.1, XP_018445134.1, XP_018445111.1, XP_018466122.1
OG0001931	El004G227290	XP_018445817.1
OG0001931	El002G103090	XP_018441022.1, XP_018468163.1
OG0001932	El002G103650	XP_018451455.1, XP_018434508.1
OG0001932	El004G227640	XP_018445356.1, XP_018445362.1
OG0001933	El002G105540	XP_018480912.1
OG0001933	El004G229820	XP_018445824.1, XP_018444122.1, XP_018463599.1, XP_018482382.1
OG0001934	El002G107070	XP_018491422.1
OG0001934	El004G231250	XP_018459812.1, XP_018468359.1
OG0001935	El002G108450	XP_018484786.1
OG0001935	El004G222450	XP_018442251.1, XP_018457721.1
OG0001936	El003G154700	XP_018471515.1
OG0001936	El004G221590, El004G221550	XP_018460945.1
OG0001937	El002G110660	XP_018484970.1
OG0001937	El004G220720	XP_018472047.1, XP_018452854.1
OG0001938	El002G112870	XP_018447406.1, XP_018453422.1
OG0001938	El002G112880	XP_018453492.1
OG0001939	El006G321200	XP_018483569.1, XP_018463739.1
OG0001939	El003G142550	XP_018454096.1
OG0001940	El001G078890	XP_018454377.1, XP_018483320.1, XP_018483319.1
OG0001941	El007G341920, El001G061320	XP_018469674.1
OG0001942	El002G120860	XP_018489503.1
OG0001942	El003G185920, El003G185910, El003G185890	XP_018474782.1
OG0001943	El005G247400	XP_018464406.1, XP_018485701.1, XP_018487038.1, XP_018436909.1, XP_018436911.1
