Orthogroup	Erysimum_linariifolium	Brassica_oleracea
OG0002634	El002G093070	XP_013604834.1
OG0002635	El002G094740	XP_013584576.1, XP_013602679.1
OG0002635	El004G199190	XP_013591461.1
OG0002636	El002G098770	XP_013602001.1
OG0002636	El001G036820	XP_013597698.1
OG0002637	El002G097880	XP_013638543.1, XP_013600158.1
OG0002637	El001G038280	XP_013609149.1
OG0002638	El001G039710	XP_013596187.1
OG0002638	El002G096890	XP_013602457.1, XP_013638903.1
OG0002639	El001G041580	XP_013596129.1, XP_013613408.1
OG0002639	El001G080100	XP_013620471.1
OG0002640	El001G044240	XP_013596722.1
OG0002640	El001G044170	XP_013594274.1, XP_013619067.1
OG0002641	El003G189270	XP_013589827.1, XP_013613518.1
OG0002641	El001G044980	XP_013608825.1
OG0002642	El004G217310	XP_013590402.1, XP_013590237.1, XP_013618539.1
OG0002643	El003G186210	XP_013631660.1
OG0002643	El004G215660	XP_013590111.1
OG0002644	El003G156560	XP_013600810.1, XP_013604308.1
OG0002645	El007G334590	XP_013612064.1
OG0002645	El003G158500	XP_013607316.1
OG0002646	El005G245580	XP_013591859.1, XP_013638643.1
OG0002647	El003G160120	XP_013595594.1, XP_013602112.1, XP_013639245.1
OG0002648	El007G340010	XP_013618289.1, XP_013622880.1, XP_013607063.1
OG0002648	El003G156120	XP_013618781.1
OG0002650	El007G338030	XP_013619487.1, XP_013610897.1
OG0002650	El003G156860	XP_013601379.1
OG0002651	El007G337750	XP_013609499.1, XP_013615605.1
OG0002651	El003G157080	XP_013638058.1
OG0002652	El005G277370	XP_013599324.1, XP_013614944.1, XP_013593058.1
OG0002653	El001G070990	XP_013610999.1
OG0002653	El001G053980	XP_013596800.1
OG0002654	El007G324490	XP_013628522.1
OG0002654	El001G071380	XP_013628578.1
OG0002655	El001G071970, El007G325070	XP_013629585.1, XP_013613500.1
OG0002656	El007G325810	XP_013612921.1
OG0002656	El001G072320	XP_013608694.1
OG0002657	El003G168670	XP_013592975.1
OG0002658	El003G165150	XP_013598001.1
OG0002658	El003G165140	XP_013586520.1, XP_013586709.1
OG0002659	El003G163290	XP_013593887.1, XP_013598635.1
OG0002659	El001G005870	XP_013606122.1
OG0002660	El003G162910	XP_013595469.1, XP_013616218.1
OG0002661	El003G161730	XP_013598481.1
OG0002661	El001G007610	XP_013611805.1
OG0002662	El002G123590	XP_013637771.1
OG0002662	El001G010040	XP_013630292.1
OG0002663	El006G298400	XP_013631939.1
OG0002663	El002G113730	XP_013613549.1, XP_013622831.1
OG0002664	El003G146540	XP_013628091.1
OG0002665	El005G275590	XP_013593419.1, XP_013622366.1
OG0002666	El003G145720	XP_013606732.1, XP_013596958.1, XP_013595764.1, XP_013625071.1
OG0002667	El003G145610	XP_013588106.1
OG0002667	El005G276690	XP_013627018.1
OG0002668	El003G145130	XP_013586084.1, XP_013596054.1, XP_013585189.1
OG0002669	El006G319320	XP_013637113.1
OG0002669	El003G144330	XP_013607571.1
OG0002670	El006G320730	XP_013614558.1
OG0002670	El003G142680	XP_013598081.1
OG0002671	El003G191260	XP_013633163.1, XP_013633164.1
OG0002672	El003G189620	XP_013636714.1, XP_013591094.1
OG0002672	El003G189630	XP_013634212.1
OG0002673	El001G010320	XP_013626203.1
OG0002673	El002G098680	XP_013584381.1
OG0002674	El001G006080	XP_013615739.1, XP_013626238.1, XP_013635894.1
OG0002675	El003G164930	XP_013637885.1
OG0002675	El001G006550, El001G004550	XP_013613054.1
OG0002676	El003G179390	XP_013631383.1
OG0002676	El005G268960	XP_013596808.1
OG0002678	El003G176970	XP_013633630.1
OG0002679	El003G174880	XP_013600753.1
OG0002679	El005G263210	XP_013638481.1
OG0002680	El003G174760	XP_013617318.1
OG0002680	El005G262780	XP_013630676.1
OG0002681	El006G281660	XP_013627412.1, XP_013635105.1, XP_013635013.1
OG0002682	El006G285720	XP_013635942.1
OG0002683	El006G287200	XP_013635821.1, XP_013635823.1
OG0002684	El006G287750	XP_013635759.1
OG0002684	El001G028790	XP_013604550.1
OG0002685	El005G244010	XP_013617572.1, XP_013623088.1
OG0002686	El001G078540	XP_013612369.1
OG0002687	El007G330590	XP_013621354.1, XP_013612836.1
OG0002688	El001G014850	XP_013627016.1
OG0002688	El007G330940	XP_013619132.1
OG0002690	El001G015920	XP_013629441.1
OG0002690	El007G331500, El007G362080	XP_013603089.1
OG0002691	El001G018270	XP_013600104.1
OG0002691	El007G327110	XP_013622364.1
OG0002692	El001G000570	XP_013628090.1, XP_013609608.1
OG0002693	El001G003590	XP_013608664.1, XP_013622410.1
OG0002694	El007G360400	XP_013593283.1, XP_013606447.1
OG0002695	El006G300710	XP_013625846.1
OG0002695	El002G088110	XP_013603086.1
OG0002696	El002G090460	XP_013639131.1
OG0002696	El006G304670	XP_013635494.1, XP_013622578.1
OG0002697	El005G243810	XP_013585882.1
OG0002698	El005G237600	XP_013585273.1
OG0002698	El001G063570	XP_013606754.1
OG0002699	El001G063520	XP_013606362.1, XP_013616212.1
OG0002700	El001G062480	XP_013616852.1, XP_013625808.1
OG0002700	El005G238490	XP_013619648.1
OG0002701	El007G347620	XP_013625675.1, XP_013586895.1, XP_013595890.1, XP_013607491.1
OG0002702	El001G027440	XP_013592227.1
OG0002702	El006G289180	XP_013636846.1
OG0002704	El006G293470	XP_013625677.1, XP_013632258.1
OG0002704	El001G023940	XP_013602373.1
OG0002705	El001G024990	XP_013602063.1, XP_013637654.1
OG0002706	El004G232980	XP_013587950.1
OG0002706	El002G100340	XP_013587488.1
OG0002707	El004G225650	XP_013587906.1
OG0002707	El002G102060	XP_013613970.1
OG0002708	El004G227930	XP_013621486.1
OG0002708	El002G103950	XP_013587536.1
OG0002709	El004G229920	XP_013590060.1
OG0002709	El002G105740	XP_013638852.1, XP_013594146.1
OG0002710	El002G108040	XP_013592978.1
OG0002710	El004G223240	XP_013587762.1
OG0002711	El005G266790, El002G109370	XP_013585983.1
OG0002712	El002G111900	XP_013595685.1
OG0002714	El002G099180	XP_013604681.1, XP_013605396.1, XP_013584299.1
OG0002715	El001G036540	XP_013619192.1
OG0002716	El002G093320	XP_013600784.1
OG0002717	El001G064770, El001G064930	XP_013630525.1
OG0002718	El006G314750, El005G273050	XP_013608413.1, XP_013619748.1
OG0002719	El001G054610, El001G054720, El007G358870, El001G054630, El001G054650, El001G054710, El007G358880	XP_013618538.1
OG0002720	El001G021180	XP_013594934.1
OG0002720	El001G021170, El003G175950	XP_013600602.1
OG0002721	El001G019290	XP_013583398.1
OG0002722	El004G220330	XP_013621562.1
OG0002722	El004G220040, El004G220010, El004G219970	XP_013616224.1
OG0002723	El004G231390	XP_013618418.1, XP_013590097.1
OG0002724	El002G105170	XP_013638541.1
OG0002724	El004G229290	XP_013591531.1
OG0002725	El005G249020	XP_013586310.1
OG0002725	El005G249010	XP_013621844.1, XP_013611044.1
OG0002726	El005G252010	XP_013585742.1
OG0002726	El002G137910	XP_013592762.1
OG0002727	El002G136800	XP_013588822.1
OG0002728	El005G256580	XP_013608473.1, XP_013628970.1
OG0002729	El005G258370	XP_013586884.1
OG0002729	El002G135120	XP_013586338.1
OG0002730	El005G260070	XP_013621750.1, XP_013587037.1
OG0002731	El005G261310	XP_013583652.1
OG0002731	El003G174120	XP_013637663.1
OG0002733	El002G133280, El002G133290	XP_013603732.1, XP_013590779.1, XP_013597240.1, XP_013585297.1, XP_013614777.1
OG0002734	El002G116260, El006G296690	XP_013585686.1, XP_013629524.1
OG0002736	El006G292290	XP_013626303.1, XP_013632045.1
OG0002736	El001G024810	XP_013604213.1
OG0002737	El006G288690	XP_013631485.1
OG0002737	El001G027770	XP_013601974.1
OG0002738	El007G366770	XP_013596840.1, XP_013597456.1
OG0002739	El001G020020	XP_013603556.1
OG0002739	El007G323770	XP_013596276.1
OG0002740	El001G030760	XP_013588028.1
OG0002741	El004G219310	XP_013592016.1
OG0002743	El003G149080	XP_013595169.1, XP_013624905.1
OG0002743	El003G149070	XP_013624904.1
OG0002744	El002G093300	XP_013603929.1, XP_013600542.1
OG0002745	El002G095140	XP_013599964.1, XP_013584537.1
OG0002745	El002G082680	XP_013590408.1
OG0002746	El002G097500	XP_013614916.1
OG0002746	El001G038550	XP_013606482.1, XP_013596075.1
OG0002749	El007G335510, El007G335550	XP_013627913.1, XP_013627921.1, XP_013623862.1, XP_013623860.1
OG0002751	El003G176340	XP_013625092.1
OG0002753	El003G155630	XP_013616306.1
OG0002753	El005G279200	XP_013593837.1, XP_013602717.1
OG0002755	El003G151190	XP_013607802.1
OG0002757	El003G147960	XP_013602111.1, XP_013595905.1
OG0002758	El005G274110	XP_013593529.1
OG0002758	El003G147310	XP_013629883.1, XP_013604798.1
OG0002759	El002G118150, El003G171990	XP_013636010.1
OG0002760	El003G159660	XP_013585464.1
OG0002762	El004G199080	XP_013616673.1
OG0002762	El002G094900	XP_013600870.1
OG0002763	El002G098990	XP_013611782.1, XP_013598468.1
OG0002764	El002G097400	XP_013638583.1
OG0002764	El001G038750	XP_013595386.1
OG0002765	El001G073390	XP_013627482.1
OG0002766	El003G186090	XP_013636713.1
OG0002767	El004G196520	XP_013612341.1
OG0002767	El002G096310	XP_013604071.1
OG0002768	El007G335290	XP_013619695.1
OG0002768	El003G158200	XP_013597958.1
OG0002769	El005G244600	XP_013638618.1
OG0002770	El003G159750	XP_013595979.1, XP_013637481.1
OG0002770	El007G343510	XP_013627251.1
OG0002771	El001G071900	XP_013616535.1
OG0002771	El007G325180	XP_013623622.1
OG0002772	El007G326680	XP_013629942.1
OG0002772	El001G072820	XP_013609053.1
OG0002773	El001G074300	XP_013606662.1
OG0002773	El007G329140	XP_013595029.1
OG0002774	El003G165960	XP_013597873.1
OG0002774	El007G361760	XP_013593288.1
OG0002775	El003G165830	XP_013599244.1
OG0002775	El007G361630	XP_013593330.1
OG0002776	El003G164500	XP_013593158.1
OG0002776	El003G164510	XP_013621702.1
OG0002777	El003G163920, El003G163930	XP_013627337.1, XP_013588853.1, XP_013586482.1, XP_013589293.1
OG0002779	El002G122280, El002G122260	XP_013599602.1
OG0002780	El002G125070	XP_013592802.1
OG0002780	El002G125060	XP_013603687.1
OG0002781	El003G144640	XP_013599297.1, XP_013606432.1
OG0002782	El006G320020	XP_013604014.1
OG0002783	El003G142360	XP_013624760.1
OG0002784	El003G169400	XP_013600577.1
OG0002784	El007G366350	XP_013607076.1, XP_013598917.1
OG0002785	El003G182730	XP_013600388.1
OG0002785	El005G271310	XP_013596512.1
OG0002786	El005G271090	XP_013598065.1, XP_013605330.1, XP_013605331.1
OG0002787	El003G183460	XP_013634187.1
OG0002788	El005G264070	XP_013626323.1, XP_013595601.1
OG0002789	El003G174430	XP_013616235.1
OG0002790	El005G261140	XP_013587348.1
OG0002790	El005G261160	XP_013607565.1
OG0002791	El005G260000	XP_013586949.1
OG0002793	El006G280890	XP_013637050.1, XP_013631705.1, XP_013613919.1
OG0002793	El001G034430	XP_013591523.1
OG0002794	El006G283130	XP_013633947.1, XP_013632548.1
OG0002794	El001G032610	XP_013604487.1, XP_013615394.1, XP_013636212.1
OG0002795	El001G032030	XP_013605548.1, XP_013636427.1
OG0002796	El006G285300	XP_013633710.1
OG0002796	El006G285270	XP_013625646.1
OG0002797	El006G286840	XP_013626744.1, XP_013633848.1, XP_013636342.1
OG0002798	El006G287510	XP_013637278.1, XP_013628859.1
OG0002799	El006G292010	XP_013637431.1
OG0002799	El001G081610	XP_013621494.1, XP_013630368.1
OG0002800	El001G079090	XP_013621423.1, XP_013629204.1
OG0002800	El001G079130	XP_013618848.1
OG0002801	El001G011750	XP_013611684.1, XP_013630221.1
OG0002802	El001G012040	XP_013618469.1, XP_013615217.1
OG0002803	El001G016500	XP_013629036.1
OG0002803	El007G332480	XP_013611587.1
OG0002804	El007G323250	XP_013596267.1
OG0002805	El002G089760	XP_013584777.1
OG0002805	El006G303140	XP_013626190.1, XP_013635069.1
OG0002806	El002G084000	XP_013632395.1
OG0002806	El001G001830	XP_013617420.1, XP_013619443.1, XP_013627153.1
OG0002807	El001G003760	XP_013621365.1, XP_013629795.1
OG0002808	El006G299770	XP_013631527.1
OG0002809	El006G301090	XP_013625131.1, XP_013632123.1
OG0002809	El002G088490	XP_013600682.1
OG0002810	El002G089040	XP_013583520.1
OG0002810	El006G301820	XP_013636014.1
OG0002811	El006G303940, El006G303870	XP_013614183.1
OG0002812	El006G307010	XP_013631337.1
OG0002812	El002G091070	XP_013587262.1
OG0002813	El005G235320	XP_013614033.1
OG0002813	El001G067100	XP_013618271.1, XP_013613188.1
OG0002814	El005G236370	XP_013587492.1, XP_013622485.1
OG0002815	El005G237670	XP_013590521.1
OG0002815	El001G063490	XP_013607406.1
OG0002817	El005G238940	XP_013595809.1
OG0002817	El001G062190	XP_013616835.1, XP_013621916.1
OG0002818	El008G369160, El005G239850	XP_013629908.1
OG0002818	El001G049030	XP_013606947.1
OG0002819	El005G241360, El004G208960	XP_013639784.1
OG0002820	El005G241700	XP_013587798.1, XP_013593277.1
OG0002821	El005G242120	XP_013587568.1, XP_013584725.1
OG0002822	El005G239190	XP_013628093.1
OG0002822	El001G051730	XP_013610057.1
OG0002823	El001G023270	XP_013604513.1
OG0002823	El006G294600	XP_013637225.1
OG0002824	El001G024570	XP_013636972.1
OG0002824	El006G292430	XP_013630014.1
OG0002825	El004G234250	XP_013592411.1
OG0002825	El002G099570	XP_013586748.1
OG0002826	El004G233410	XP_013592318.1
OG0002826	El002G100090	XP_013605783.1
OG0002827	El002G101590	XP_013587702.1
OG0002827	El004G224750	XP_013591926.1
OG0002828	El002G101630	XP_013604485.1
OG0002828	El004G224800	XP_013591296.1, XP_013620245.1
OG0002829	El004G225420	XP_013587876.1
OG0002830	El002G102980	XP_013600269.1, XP_013638483.1
OG0002831	El004G227310	XP_013589727.1
OG0002831	El002G103110	XP_013605191.1
OG0002832	El002G104900	XP_013637669.1
OG0002832	El004G229080	XP_013592118.1
OG0002833	El002G104910	XP_013637670.1
OG0002833	El004G229090	XP_013592116.1
OG0002834	El002G109260	XP_013604470.1
OG0002834	El004G221810	XP_013620451.1
OG0002835	El004G220280	XP_013619073.1
OG0002835	El002G111040	XP_013613945.1
OG0002836	El002G111880	XP_013622296.1, XP_013637910.1
OG0002837	El004G219180	XP_013616043.1, XP_013589916.1
OG0002837	El002G112080	XP_013593066.1
OG0002838	El003G160480, El007G344790	XP_013598007.1, XP_013604717.1, XP_013588603.1, XP_013599454.1
OG0002840	El006G321040	XP_013631727.1
OG0002841	El006G299660	XP_013637119.1
OG0002841	El002G087280	XP_013637953.1
OG0002842	El002G085040, El004G210630	XP_013602958.1
OG0002843	El001G056490	XP_013620723.1
OG0002844	El001G066560	XP_013628575.1, XP_013625759.1, XP_013606307.1
OG0002845	El001G061710	XP_013626106.1, XP_013607165.1, XP_013613657.1
OG0002847	El002G141310, El004G232590, El005G248720	XP_013620177.1
OG0002848	El001G055320	XP_013617927.1, XP_013618067.1
OG0002849	El001G019160	XP_013602241.1
OG0002849	El001G055610	XP_013595681.1
OG0002850	El005G265700	XP_013596343.1
OG0002851	El001G056360	XP_013593322.1
OG0002851	El001G018520	XP_013603536.1
OG0002852	El001G056450	XP_013621648.1, XP_013617938.1, XP_013608353.1, XP_013620722.1, XP_013597530.1, XP_013611205.1
OG0002853	El007G328960, El007G329000, El007G328980, El007G328900	XP_013618900.1, XP_013630819.1
OG0002854	El007G332630	XP_013616515.1
OG0002855	El005G235660	XP_013625332.1
OG0002855	El007G332750, El007G335530	XP_013618313.1
OG0002856	El001G016580	XP_013626585.1
OG0002856	El007G332780	XP_013606560.1, XP_013622713.1
OG0002858	El001G019110	XP_013616236.1, XP_013600014.1
OG0002859	El007G331230	XP_013625749.1, XP_013619220.1
OG0002859	El001G015320	XP_013607254.1
OG0002860	El003G147930	XP_013628073.1
OG0002860	El005G273490	XP_013609631.1, XP_013595606.1
OG0002861	El002G084100	XP_013601908.1
OG0002861	El004G222780	XP_013590900.1
OG0002862	El004G226970	XP_013619876.1
OG0002863	El004G233640	XP_013590161.1
OG0002863	El002G099950	XP_013638166.1
OG0002864	El005G249400	XP_013628697.1, XP_013610917.1, XP_013586168.1
OG0002865	El005G249770	XP_013630013.1, XP_013585367.1
OG0002866	El005G250070	XP_013584616.1
OG0002866	El002G139870	XP_013590636.1
OG0002867	El005G250220	XP_013585947.1
OG0002867	El002G139750	XP_013629989.1
OG0002868	El005G252020	XP_013629263.1, XP_013585741.1
OG0002869	El002G135050	XP_013588260.1
OG0002869	El005G258340	XP_013629829.1, XP_013584192.1
OG0002871	El005G272660	XP_013594461.1
OG0002872	El005G273840	XP_013593458.1
OG0002873	El003G152820	XP_013613502.1, XP_013622944.1
OG0002874	El002G125460	XP_013612914.1, XP_013604562.1
OG0002875	El002G135170	XP_013587781.1
OG0002875	El005G258380	XP_013638801.1
OG0002876	El002G133320	XP_013585704.1, XP_013591522.1
OG0002877	El001G025910	XP_013604777.1
OG0002877	El006G290710	XP_013633421.1
OG0002878	El006G288830	XP_013625661.1
OG0002878	El001G027710	XP_013599874.1, XP_013635343.1
OG0002879	El001G028480	XP_013600798.1
OG0002879	El006G288020	XP_013631808.1
OG0002880	El001G028780	XP_013604551.1
OG0002880	El001G076490	XP_013611641.1
OG0002881	El001G029230, El001G029240	XP_013623420.1
OG0002882	El007G363140	XP_013594816.1
OG0002883	El002G094270	XP_013635537.1, XP_013636034.1, XP_013633672.1, XP_013616825.1, XP_013610824.1
OG0002885	El003G170380	XP_013631897.1
OG0002886	El001G064950, El001G064780, El001G064940	XP_013621212.1, XP_013610843.1
OG0002887	El001G066880	XP_013620032.1
OG0002890	El005G279170	XP_013615335.1, XP_013598067.1
OG0002890	El003G155550	XP_013600127.1
OG0002891	El006G317940	XP_013636247.1
OG0002891	El003G152590	XP_013593622.1
OG0002892	El006G315440	XP_013631682.1
OG0002892	El003G150920	XP_013587711.1
OG0002893	El003G150720	XP_013636925.1
OG0002893	El006G314920	XP_013602248.1
OG0002894	El001G012650	XP_013614108.1
OG0002894	El003G150110	XP_013599267.1
OG0002895	El006G313380	XP_013604829.1
OG0002895	El003G149730	XP_013601416.1
OG0002896	El003G175600, El003G148930	XP_013604664.1
OG0002896	El005G272300	XP_013622124.1
OG0002897	El003G147680	XP_013596718.1
OG0002897	El005G273770, El007G357480	XP_013599401.1
OG0002898	El005G253390	XP_013584504.1, XP_013584506.1
OG0002899	El002G119590	XP_013628209.1, XP_013585477.1
OG0002900	El006G295360	XP_013621738.1
OG0002900	El003G170390	XP_013602780.1
OG0002901	El002G093720	XP_013600927.1
OG0002901	El004G200460	XP_013612035.1
OG0002902	El004G199100	XP_013630911.1, XP_013607806.1
OG0002903	El002G099220, El002G099240	XP_013586619.1, XP_013605110.1
OG0002904	El002G098740	XP_013600300.1
OG0002904	El001G036860	XP_013597748.1
OG0002905	El003G190670	XP_013634993.1
OG0002905	El001G043170	XP_013606544.1, XP_013620540.1
OG0002906	El004G195790	XP_013612689.1, XP_013612832.1
OG0002906	El003G192500	XP_013634848.1
OG0002907	El007G334240	XP_013606629.1
OG0002907	El003G158630	XP_013593162.1
OG0002909	El005G245990	XP_013586059.1
OG0002909	El001G077780	XP_013623136.1
OG0002910	El005G247340	XP_013636745.1, XP_013638210.1
OG0002911	El005G248210	XP_013629413.1
OG0002911	El001G067770	XP_013614478.1
OG0002912	El007G338960	XP_013607012.1
OG0002912	El002G111380	XP_013585159.1
OG0002913	El007G337930	XP_013618336.1
OG0002913	El003G157020	XP_013606124.1
OG0002914	El003G157890	XP_013600461.1
OG0002915	El007G333500, El007G333360	XP_013615915.1, XP_013611150.1, XP_013626250.1, XP_013621338.1
OG0002916	El002G112810, El002G113060	XP_013615864.1, XP_013625420.1, XP_013625417.1
OG0002917	El001G069570	XP_013618638.1, XP_013608884.1
OG0002917	El001G051680	XP_013612121.1
OG0002918	El001G056900	XP_013598661.1
OG0002919	El001G074050	XP_013629401.1
OG0002920	El007G328620	XP_013618805.1
OG0002921	El003G169750	XP_013605754.1
OG0002921	El007G366540	XP_013593619.1
OG0002924	El001G006670	XP_013620349.1
OG0002924	El003G162750	XP_013617091.1
OG0002925	El003G162550	XP_013604319.1, XP_013599078.1
OG0002926	El001G008790	XP_013623156.1, XP_013608944.1
OG0002927	El002G121780	XP_013584802.1, XP_013588730.1
OG0002928	El004G223620	XP_013588302.1, XP_013587828.1
OG0002929	El002G123420	XP_013589166.1
OG0002929	El002G107360	XP_013586835.1, XP_013598418.1
OG0002930	El002G114100	XP_013624727.1, XP_013626815.1, XP_013599211.1
