Orthogroup	Erysimum_linariifolium	Alyssum_gmelinii
OG0002960	El007G323690	Ag008G734220
OG0002961	El007G322630	Ag001G099970
OG0002961	El001G021040, El002G126230	Ag001G062840
OG0002962	El002G114540, El002G114530	Ag006G518680, Ag007G626430, Ag006G518450
OG0002963	El001G001460	Ag006G515000, Ag002G170990
OG0002963	El002G083710	Ag004G298720
OG0002964	El001G002820	Ag006G511390, Ag006G511440, Ag006G511450
OG0002964	El001G002830	Ag006G511360
OG0002965	El007G360320	Ag007G586670
OG0002966	El002G085770	Ag004G301870
OG0002966	El007G360120	Ag007G586890
OG0002967	El007G359850	Ag007G587110
OG0002967	El002G086000	Ag004G302090
OG0002968	El002G086060	Ag004G302130
OG0002968	El007G359820	Ag007G587170
OG0002969	El002G086530	Ag004G302560
OG0002969	El006G298630	Ag007G588240
OG0002970	El006G298800	Ag007G588430
OG0002970	El002G086640	Ag004G302670
OG0002971	El002G086630	Ag004G302660
OG0002971	El006G298780	Ag007G588420
OG0002972	El002G087300	Ag004G303600
OG0002972	El006G299780	Ag007G589510
OG0002973	El002G088590	Ag004G305290
OG0002974	El006G304390	Ag007G594980
OG0002974	El002G090240	Ag004G307290, Ag008G732330
OG0002975	El003G149870	Ag003G278070
OG0002976	El001G066980	Ag007G614210
OG0002976	El005G235420	Ag001G100500
OG0002977	El005G235500	Ag001G100420
OG0002977	El001G066800	Ag007G614940
OG0002978	El007G332510	Ag008G706860
OG0002979	El007G336770	Ag008G695530
OG0002980	El005G240180	Ag005G484090
OG0002980	El001G049590	Ag007G636970
OG0002981	El005G241320, El001G061410	Ag005G482080
OG0002982	El006G294550	Ag002G166630
OG0002982	El001G023280	Ag001G069910
OG0002983	El006G294040	Ag002G168090
OG0002983	El001G023720	Ag001G071620
OG0002984	El006G294010	Ag002G168160
OG0002985	El006G293370	Ag002G171220
OG0002986	El001G011130	Ag002G130090, Ag006G560870, Ag007G608300, Ag007G608280, Ag007G608220, Ag007G608240, Ag007G608260, Ag006G560860, Ag007G614130, Ag007G608740, Ag001G073900
OG0002988	El004G227990	Ag003G226230
OG0002988	El037G374530, El002G104000	Ag004G332540
OG0002990	El002G112010	Ag004G352120
OG0002991	El003G159000, El003G158990	Ag005G480480, Ag007G585700, Ag007G585690
OG0002992	El002G094780, El007G352850, El007G353080, El007G353280	Ag008G665780, Ag004G313990
OG0002993	El002G092430, El007G344720, El002G114060, El002G114020	Ag004G310440, Ag001G085180, Ag008G694130
OG0002994	El002G087170	Ag004G303400, Ag001G065550, Ag004G303070, Ag004G303340, Ag001G065560
OG0002995	El003G165270	Ag006G562000
OG0002995	El002G085110	Ag004G300630
OG0002996	El001G051310	Ag007G634660
OG0002997	El001G047370	Ag007G641410
OG0002997	El007G335910, El001G047430	Ag007G642010
OG0002998	El001G074930	Ag006G505790
OG0002998	El005G248020	Ag005G471580
OG0002999	El001G076840	Ag003G268710, Ag003G266560, Ag003G265740, Ag006G500550
OG0002999	El004G224780	Ag006G500580
OG0003000	El003G191250, El007G329650	Ag005G440630, Ag008G725470
OG0003001	El001G074620	Ag006G506720
OG0003002	El007G330700	Ag008G711450
OG0003003	El002G101450	Ag004G327160
OG0003003	El004G224460	Ag003G239770
OG0003004	El002G138840	Ag001G006180
OG0003004	El005G251180	Ag005G465040
OG0003005	El003G172150	Ag001G030580, Ag001G031740
OG0003005	El005G253400	Ag005G460270
OG0003006	El003G171520	Ag001G029370
OG0003006	El005G253760	Ag005G459350
OG0003007	El003G171390	Ag001G028470
OG0003007	El005G253830	Ag005G459340
OG0003008	El002G132540	Ag001G024320
OG0003008	El005G255470	Ag005G455330
OG0003009	El005G257090	Ag005G449090
OG0003009	El002G134090	Ag001G017470
OG0003010	El002G135430	Ag001G011830
OG0003011	El005G265040, El005G265100	Ag005G433690, Ag005G434460, Ag001G074940
OG0003012	El005G267400	Ag005G429950, Ag005G430890
OG0003013	El003G147390	Ag003G283310
OG0003014	El003G173380, El003G179040, El005G275570	Ag005G413520, Ag005G413080
OG0003015	El005G278150	Ag005G405360
OG0003015	El003G154230	Ag003G258060
OG0003016	El002G136120	Ag001G010600
OG0003016	El005G259340	Ag005G442190, Ag005G443510
OG0003018	El001G026130	Ag001G077380
OG0003018	El006G290550	Ag002G181130
OG0003019	El005G251400	Ag005G464600
OG0003020	El006G284780	Ag002G198600
OG0003020	El001G031560	Ag001G091660
OG0003021	El004G213900	Ag001G018650
OG0003022	El001G040760, El003G188600	Ag001G093290
OG0003023	El005G254030	Ag005G459070
OG0003024	El002G129200	Ag007G584270
OG0003025	El003G158810	Ag007G585500
OG0003033	El003G155070	Ag003G255320
OG0003033	El005G278650	Ag005G402950
OG0003036	El003G148280	Ag003G281000
OG0003037	El003G147550	Ag003G282900, Ag003G282890
OG0003038	El006G295390	Ag002G164270
OG0003039	El004G201800	Ag004G369880
OG0003040	El004G201610, El004G201650	Ag004G370170
OG0003041	El002G093750	Ag004G312430
OG0003042	El003G190940	Ag007G651630
OG0003043	El004G212690	Ag004G364030
OG0003044	El002G095760	Ag004G315540
OG0003044	El004G197580	Ag004G380840
OG0003046	El007G339690	Ag008G686220
OG0003047	El001G072600	Ag008G731040
OG0003048	El007G326880	Ag008G729850
OG0003049	El007G366280	Ag002G121310, Ag002G114990
OG0003050	El001G006710	Ag002G144670, Ag002G144140
OG0003050	El003G162740	Ag006G551310
OG0003051	El003G162460	Ag006G550320
OG0003051	El001G007100	Ag002G143240
OG0003052	El002G123120	Ag006G535940, Ag006G535870
OG0003053	El006G301510	Ag006G533520
OG0003054	El002G130190	Ag007G585050
OG0003054	El007G357390	Ag002G157100, Ag002G154640
OG0003055	El002G113880	Ag007G583520
OG0003056	El006G298090	Ag002G159220
OG0003056	El002G113930	Ag007G583380
OG0003058	El006G318290	Ag006G524550
OG0003058	El003G145200	Ag003G289720
OG0003059	El006G296000	Ag002G162380
OG0003059	El007G361920	Ag008G667990
OG0003060	El001G005080	Ag002G138020, Ag002G134490
OG0003061	El007G366560	Ag002G123250
OG0003063	El005G268140	Ag005G428570
OG0003063	El003G178200	Ag001G039390, Ag001G043910
OG0003064	El005G264760, El003G175160	Ag005G435160, Ag008G703250, Ag003G219920
OG0003065	El005G260370	Ag005G440330
OG0003066	El004G195180	Ag004G389920, Ag004G394910
OG0003066	El004G202720	Ag001G098400, Ag001G098410
OG0003067	El006G283040	Ag002G201550
OG0003067	El001G032660	Ag001G093620
OG0003068	El001G031390	Ag002G198150
OG0003070	El001G011840, El001G059170	Ag008G717000
OG0003071	El001G014080	Ag008G712640
OG0003072	El007G330680	Ag008G711520
OG0003073	El005G240810	Ag005G482850
OG0003073	El001G050930	Ag007G635010
OG0003074	El001G019670	Ag001G058300
OG0003075	El007G324080	Ag008G733750
OG0003075	El001G019740	Ag001G058630
OG0003076	El007G323120	Ag008G734830
OG0003076	El001G020560	Ag001G061260
OG0003077	El003G146160	Ag003G287720
OG0003077	El001G000300	Ag001G099370
OG0003078	El007G322150	Ag001G099320
OG0003078	El001G021500	Ag001G067460
OG0003079	El001G000770	Ag006G516940
OG0003079	El002G082980	Ag004G297780
OG0003080	El006G300740	Ag007G590890
OG0003080	El002G088130	Ag004G304840
OG0003083	El002G089800	Ag004G306780
OG0003084	El006G306330, El006G306320	Ag007G596700
OG0003085	El006G307320	Ag007G597140
OG0003085	El006G307340, El006G307330	Ag001G004860
OG0003086	El001G067690	Ag007G613010
OG0003087	El005G237540	Ag005G487910
OG0003088	El005G239730	Ag005G484700
OG0003089	El005G240680, El001G050720	Ag005G483030
OG0003090	El005G241420, El005G241430	Ag005G481960, Ag005G481950
OG0003091	El001G022040	Ag001G066190
OG0003093	El004G234240	Ag003G208330
OG0003093	El002G099580	Ag004G323060
OG0003094	El002G101130	Ag004G326190
OG0003095	El007G343840	Ag004G326870
OG0003096	El007G356950	Ag004G340900, Ag004G340920
OG0003097	El002G109700	Ag003G243450
OG0003097	El004G221370	Ag004G346650
OG0003098	El002G098870	Ag004G321670, Ag004G321610, Ag004G321690, Ag004G321650
OG0003099	El001G020450	Ag004G373470, Ag004G372050, Ag004G371860, Ag006G503740
OG0003100	El006G302200	Ag007G592420
OG0003100	El002G089260	Ag004G306010
OG0003101	El001G066610	Ag007G616030
OG0003101	El005G235630	Ag001G100270
OG0003102	El001G067820, El001G067830	Ag007G612550, Ag007G612610
OG0003103	El007G329350	Ag008G725950
OG0003103	El001G074130	Ag007G600010
OG0003104	El005G265710	Ag008G726430
OG0003105	El001G017420, El001G017430	Ag001G054670, Ag001G055570
OG0003106	El007G322320	Ag001G099500
OG0003106	El001G021440	Ag001G067620
OG0003107	El007G328280	Ag008G727450
OG0003107	El001G016790	Ag001G053490
OG0003108	El001G059220	Ag008G717060
OG0003109	El004G212780, El004G225430	Ag003G236850, Ag003G236840
OG0003109	El004G225440, El004G201540	Ag003G236820
OG0003110	El004G233200	Ag003G210940
OG0003110	El002G141550	Ag001G000040
OG0003111	El005G249350, El002G140600	Ag005G469460
OG0003112	El005G243440	Ag005G479000
OG0003113	El005G252500, El005G252490	Ag005G462630
OG0003114	El005G256680	Ag005G450650
OG0003116	El005G265020	Ag005G434510, Ag005G433730, Ag007G587760
OG0003117	El003G178310	Ag001G045760, Ag001G043810
OG0003118	El001G002330	Ag006G512590
OG0003119	El005G273670	Ag005G417990, Ag007G616970, Ag005G417960
OG0003120	El003G147710	Ag003G282570
OG0003121	El005G249990	Ag005G467990
OG0003121	El002G139970	Ag001G003300
OG0003122	El006G296350	Ag002G161500
OG0003122	El002G117340, El002G117320	Ag007G580270
OG0003123	El001G024170	Ag001G072740
OG0003127	El004G195910	Ag004G387050
OG0003128	El004G203100, El004G203250, El004G203200, El004G201910	Ag006G575730
OG0003129	El003G166090, El001G058340	Ag008G715920
OG0003139	El003G154530	Ag003G256930
OG0003139	El003G153880, El003G153450	Ag003G258180
OG0003141	El003G148100	Ag003G281520
OG0003142	El003G147000	Ag003G285300
OG0003143	El003G171140	Ag001G101960
OG0003144	El002G093920	Ag004G312750
OG0003144	El004G200640	Ag004G372510
OG0003145	El002G093940	Ag004G312770
OG0003145	El004G200360	Ag004G373310
OG0003146	El001G037280	Ag008G659560, Ag008G658880
OG0003147	El003G192100	Ag007G655500
OG0003147	El001G041670	Ag008G668340
OG0003148	El003G191810, El001G042080	Ag007G654570
OG0003149	El001G037580, El001G037190	Ag008G731290
OG0003150	El001G045030	Ag008G675040
OG0003152	El004G194660	Ag004G397230
OG0003152	El003G193130	Ag007G656760
OG0003153	El004G194670	Ag004G397220
OG0003154	El003G192430	Ag007G655850
OG0003154	El004G195930	Ag004G386970
OG0003155	El001G077440	Ag006G499290
OG0003157	El007G336960	Ag008G695170
OG0003157	El003G157610	Ag003G250660
OG0003158	El001G071880	Ag007G603600, Ag007G604230, Ag007G604250
OG0003159	El003G165430	Ag006G561290
OG0003160	El007G357720	Ag002G157540
OG0003160	El002G113250	Ag007G584740
OG0003161	El004G212140, El004G212330	Ag003G292610
OG0003162	El004G215020, El004G214990	Ag001G036920
OG0003163	El001G005250	Ag002G138910
OG0003163	El003G163900	Ag006G567730
OG0003164	El003G177750	Ag001G038990
OG0003164	El005G267580	Ag005G430300
OG0003165	El004G216330, El004G232260	Ag006G563100, Ag003G212530
OG0003166	El001G033390	Ag001G094640
OG0003167	El006G282910	Ag002G201790, Ag002G201780
OG0003168	El005G244080, El005G244060, El005G244050	Ag005G478320, Ag005G478290, Ag005G478300
OG0003169	El005G244760	Ag005G476870
OG0003169	El001G080200	Ag006G493790
OG0003170	El001G019990	Ag001G058980
OG0003170	El007G323860	Ag008G734040
OG0003171	El001G001650	Ag006G514530, Ag006G514540
OG0003172	El001G001720	Ag006G514210
OG0003173	El001G003530, El001G003520	Ag007G599520
OG0003174	El001G004040	Ag007G598920
OG0003174	El002G085350	Ag004G301120
OG0003175	El002G086940	Ag004G303060
OG0003175	El006G299310	Ag007G588920
OG0003176	El006G299180	Ag007G588740
OG0003177	El006G303460, El006G303440, El006G303450	Ag007G594030
OG0003178	El005G235040	Ag001G100890
OG0003178	El001G067440	Ag007G613310
OG0003179	El005G234940	Ag001G101000
OG0003179	El001G067540	Ag007G613240
OG0003180	El001G047710	Ag007G641480
OG0003180	El005G239390	Ag005G485170
OG0003181	El005G240450	Ag005G483460
OG0003182	El001G081740	Ag006G491500
OG0003183	El003G171610, El006G290810	Ag002G180290
OG0003184	El006G294750, El006G294760	Ag002G165920, Ag002G165900
OG0003185	El006G292030, El006G292020	Ag002G162120
OG0003186	El002G102670	Ag004G330040
OG0003187	El004G228780	Ag003G222910
OG0003188	El002G105040	Ag004G334770
OG0003189	El002G105060, El002G106680, El002G105070	Ag004G334800
OG0003190	El004G230610	Ag003G217080
OG0003190	El002G106260	Ag004G337900
OG0003191	El004G229630, El004G229640	Ag007G623900
OG0003192	El001G050850	Ag007G635170
OG0003192	El002G102270	Ag007G601600, Ag006G516020
OG0003193	El004G217770, El002G112780	Ag004G355680
OG0003194	El003G151930	Ag003G267630, Ag001G051430
OG0003195	El006G320170	Ag006G522500
OG0003195	El006G320520	Ag006G521880
OG0003196	El002G099050	Ag004G322330
OG0003198	El002G091680	Ag004G309130
OG0003198	El004G209290	Ag004G365510, Ag004G364980
OG0003199	El005G272400, El005G272420	Ag005G419750
OG0003200	El007G360920	Ag004G308540
OG0003201	El002G086770	Ag004G302900
OG0003202	El002G085750, El007G345270	Ag004G301820, Ag005G407860
OG0003204	El001G078070	Ag006G498160
OG0003204	El005G245880	Ag005G475410
OG0003206	El003G150500	Ag003G279480
OG0003206	El001G052960	Ag008G720970
OG0003207	El007G330090	Ag008G724640
OG0003208	El004G229750	Ag003G219540
OG0003208	El007G331530	Ag003G219530
OG0003209	El005G250520	Ag005G466210
OG0003210	El005G277240	Ag005G465920, Ag005G466010
OG0003211	El001G048400, El005G251850	Ag005G463940
OG0003212	El005G252550, El005G252540	Ag005G462520, Ag005G462480, Ag005G462170
OG0003213	El002G120520, El005G252910	Ag005G461750
OG0003214	El005G255070	Ag005G456340
OG0003215	El005G255900	Ag005G453540
OG0003216	El005G276360, El005G276380, El005G276370, El005G276430	Ag005G412410
OG0003217	El005G279140	Ag005G403980
OG0003218	El002G138080	Ag001G007010
OG0003218	El002G138090	Ag001G007000
OG0003219	El002G135920	Ag001G010790
OG0003219	El005G259120	Ag005G443870, Ag005G442660
OG0003220	El002G134130	Ag001G017400
OG0003222	El001G025880	Ag001G076720
OG0003222	El001G025890	Ag001G076750
OG0003223	El006G314160, El003G150380	Ag003G279030
OG0003224	El001G027230	Ag001G080200
OG0003225	El001G027450	Ag001G080700
OG0003226	El006G285020	Ag002G198160
OG0003227	El004G216010	Ag004G358440, Ag001G033800
OG0003228	El001G019300	Ag001G084520
OG0003230	El007G366320	Ag002G138780, Ag002G114120, Ag002G121800
OG0003231	El003G165910	Ag006G558170
OG0003232	El001G055080, El001G054780, El001G058380, El007G324560	Ag002G190370
OG0003233	El001G045690	Ag003G295130
OG0003234	El006G306160	Ag007G596540
OG0003234	El002G090960	Ag004G308260, Ag004G308240
OG0003235	El002G096750	Ag004G317370
OG0003235	El002G096760	Ag004G317460
OG0003236	El002G103610	Ag004G332030
OG0003239	El001G002230	Ag006G512680
OG0003249	El003G150710	Ag003G273150
OG0003250	El003G150430	Ag003G279290
OG0003251	El003G173280, El003G173270	Ag001G034020
OG0003252	El003G148910	Ag003G274570
OG0003253	El007G360150	Ag007G586840, Ag007G586830
OG0003254	El006G287240	Ag002G192830
OG0003254	El006G286480	Ag004G385260
OG0003255	El002G118250	Ag007G579520
OG0003255	El002G093130	Ag004G311280
OG0003256	El002G096880	Ag004G317740
OG0003256	El001G039590	Ag008G663880
OG0003257	El001G043120	Ag004G341590
OG0003258	El003G187900	Ag007G647500
OG0003259	El004G197910	Ag004G380440
OG0003260	El001G027340, El005G270390	Ag001G080500, Ag001G080520
OG0003261	El007G340070	Ag008G684910
OG0003262	El007G338940	Ag003G251730, Ag002G175900
OG0003263	El007G337350	Ag008G694270
OG0003264	El001G070380	Ag007G607110
OG0003265	El001G071200	Ag007G605600
OG0003266	El001G056740	Ag008G724160
OG0003266	El001G073450	Ag007G601140
OG0003267	El004G226410	Ag003G233590
OG0003267	El001G073620	Ag007G600840
OG0003268	El003G167660, El003G167730, El003G167720, El003G167710	Ag006G574090
OG0003269	El001G006020	Ag002G141630
OG0003270	El002G124840, El002G124810, El002G124800	Ag006G534920
OG0003271	El002G113680	Ag007G583750
OG0003273	El006G296330	Ag007G580320
OG0003274	El005G274800	Ag005G416010
OG0003274	El003G146880	Ag003G285460
OG0003275	El005G275140	Ag005G413960
OG0003276	El005G276320	Ag005G412510
OG0003277	El005G276670	Ag008G712650
OG0003278	El006G321500	Ag006G520610
OG0003278	El003G142220	Ag003G296440
OG0003279	El003G142210	Ag003G263760, Ag003G263740, Ag003G263250, Ag003G263240, Ag003G263200, Ag003G263820, Ag003G263260, Ag003G263780, Ag003G263230, Ag003G263730, Ag003G230370, Ag003G230380, Ag003G230390, Ag003G230400, Ag003G230360, Ag003G263800, Ag003G296460
OG0003280	El006G295500, El002G118930	Ag007G578910
OG0003281	El007G363550	Ag002G104170, Ag002G104280, Ag002G104220
OG0003281	El007G363610	Ag002G104320
OG0003282	El005G270150	Ag005G425550
OG0003283	El003G178620, El003G180760	Ag001G008480
OG0003283	El005G268430	Ag005G427660
OG0003284	El003G176730	Ag001G038220
OG0003286	El003G174450	Ag001G035740
OG0003286	El005G261960, El005G261900, El006G317080	Ag005G437140
OG0003287	El003G174150	Ag001G034970
OG0003287	El005G261350	Ag005G438300
OG0003288	El007G343180	Ag002G200010, Ag002G200040
OG0003289	El006G284950	Ag002G198370, Ag002G198360
OG0003292	El001G057570	Ag008G714130, Ag006G570650
OG0003293	El007G327220	Ag008G729300
OG0003294	El007G325720	Ag008G731640
OG0003294	El001G072230	Ag007G603360
OG0003295	El007G324370	Ag008G733420
OG0003296	El007G322620	Ag001G099960
OG0003296	El001G021060	Ag001G062870
OG0003297	El001G021210, El007G322450	Ag001G099770
OG0003298	El007G360110	Ag007G586900
OG0003298	El002G085820	Ag004G301910
OG0003299	El006G299570	Ag007G589710
OG0003299	El002G087220	Ag004G303430
OG0003300	El002G089660	Ag004G306480
OG0003300	El006G302900	Ag007G593460
OG0003301	El006G308130, El006G308110	Ag007G597620, Ag007G597640
OG0003302	El006G311830, El003G149440	Ag003G276670
OG0003303	El005G234930	Ag001G101010
OG0003303	El001G067560	Ag007G613220
OG0003304	El005G243870	Ag005G478570
OG0003305	El001G064070	Ag007G624030
OG0003306	El005G239600	Ag005G484880
OG0003307	El005G239990	Ag005G484360
OG0003308	El005G242910	Ag005G479450
OG0003309	El007G349210, El003G159410	Ag005G404000, Ag007G586260
OG0003310	El002G101120	Ag004G326180
OG0003310	El004G231910	Ag003G213640
OG0003311	El002G101280, El007G358180	Ag004G326460, Ag004G326450
OG0003312	El004G225750	Ag003G236190
OG0003313	El004G226000	Ag004G329450
OG0003314	El002G103100	Ag004G331440
OG0003315	El004G229830	Ag003G219470
OG0003315	El002G105550	Ag004G336310
OG0003316	El001G045000, El002G107210, El002G107230	Ag003G214810
OG0003317	El002G107700	Ag003G279860, Ag003G279930, Ag004G339780, Ag004G339630, Ag004G339820
OG0003318	El002G108610, El002G108600	Ag007G655770
OG0003319	El002G110790	Ag003G244310
OG0003320	El002G112390	Ag002G177770
OG0003321	El003G150870	Ag003G272190
OG0003322	El001G057300	Ag008G713500
OG0003324	El005G235890	Ag007G617400
OG0003324	El001G066340	Ag007G617410
OG0003325	El001G049040	Ag007G637340
OG0003326	El001G075160	Ag006G510400
OG0003326	El001G075170	Ag006G510390
OG0003327	El001G076510	Ag006G501310
OG0003328	El001G056040	Ag008G723120, Ag008G723130
OG0003328	El001G018970	Ag008G723140
OG0003329	El004G218380	Ag004G354770
OG0003330	El004G221130	Ag004G347490
OG0003331	El004G230800	Ag003G216660
OG0003332	El002G103760	Ag004G332240
OG0003333	El004G226310	Ag003G233830
OG0003333	El002G102580	Ag004G329920
OG0003334	El004G232240	Ag003G212650
OG0003335	El004G232300	Ag003G212490
OG0003335	El002G100810	Ag004G325540
OG0003336	El005G249240	Ag005G469670
OG0003337	El005G254040	Ag005G459020
OG0003338	El005G261040	Ag005G439150
OG0003338	El003G174020	Ag001G034600
