Orthogroup	Erysimum_linariifolium	Euclidium_syriacum
OG0003560	El002G139250, El005G250730	ESY3_g30411_DN3_SP8_c0.t1
OG0003561	El005G251200	ESY3_g30496_DN3_SP0_c0.t1
OG0003562	El003G171700	ESY2_g38441_DN3_SP6_c0.t1
OG0003562	El005G253640	ESY3_g29890_DN3_SP8_c0.t1
OG0003563	El005G256290	ESY2_g37693_DN3_SP6_c0.t1
OG0003564	El005G259450, El002G136330	ESY3_g29086_DN3_SP0_c0.t1
OG0003565	El003G175720, El005G265530, El005G265450	ESY49_g12651_DN3_SP1_c0.t1, ESY3_g28292_DN3_SP0_c0.t1
OG0003567	El005G277090, El005G277100, El006G312470	ESY11_g54345_DN2_SP0_c0.t1
OG0003568	El001G077700	ESY2_g33326_DN3_SP0_c0.t1
OG0003568	El001G009050	ESY17_g39488_DN3_SP6_c0.t1
OG0003569	El002G141360	ESY2_g36415_DN2_SP0_c0.t1, ESY2_g36414_DN3_SP0_c0.t1, ESY2_g36413_DN2_SP0_c0.t1, ESY2_g36416_DN3_SP0_c0.t1, ESY2_g36417_DN3_SP0_c0.t1
OG0003572	El003G174520, El003G174510, El003G174530	ESY2_g37979_DN3_SP0_c0.t1
OG0003573	El006G293020, El004G196440	ESY2_g33504_DN3_SP0_c0.t1
OG0003574	El001G063100, El001G063090, El001G063110	ESY7_g17128_DN3_SP0_c0.t1
OG0003575	El001G061150	ESY7_g16878_DN3_SP0_c0.t1, ESY7_g16879_DN3_SP0_c0.t1
OG0003576	El002G090400	ESY2_g34562_DN2_SP0_c0.t1
OG0003583	El007G357620, El003G154620	ESY4_g25976_DN3_SP0_c93.t1, ESY4_g25979_DN2_SP0_c93.t1
OG0003584	El003G154180, El003G153460	ESY34_g45726_DN3_SP0_c0.t1
OG0003585	El003G182090, El003G183010, El001G026820	ESY1_g10697_DN3_SP8_c0.t1
OG0003586	El003G152580	ESY4_g24640_DN3_SP2_c0.t1
OG0003586	El006G317910	ESY8_g59517_DN3_SP3_c0.t1
OG0003587	El006G313900	ESY4_g25081_DN3_SP4_c0.t1
OG0003588	El001G078180	ESY7_g19102_DN1_SP0_c30.t1
OG0003589	El003G148340	ESY4_g25726_DN3_SP0_c0.t1, ESY4_g25728_DN3_SP0_c0.t1
OG0003590	El005G274530	ESY11_g53995_DN3_SP0_c0.t1
OG0003591	El004G202710	ESY2_g34070_DN3_SP8_c0.t1
OG0003592	El004G199930, El004G199960	ESY2_g33892_DN3_SP0_c0.t1
OG0003593	El001G037450, El003G182800	ESY10_g14406_DN2_SP0_c0.t1
OG0003593	El001G037510, El001G037470	ESY10_g14404_DN3_SP0_c30.t1
OG0003594	El001G037810, El002G098340	ESY10_g14353_DN3_SP4_c0.t1
OG0003595	El001G043690, El001G043680	ESY21_g55406_DN3_SP0_c0.t1
OG0003596	El003G187890, El001G046470	ESY2_g35159_DN3_SP0_c0.t1
OG0003597	El002G096260	ESY5_g3852_DN3_SP6_c0.t1
OG0003597	El004G196640	ESY2_g33560_DN3_SP4_c0.t1
OG0003598	El005G244210, El005G247230, El005G244360	ESY3_g30874_DN3_SP0_c0.t1, ESY3_g30837_DN2_SP0_c0.t1
OG0003599	El005G246300, El005G246290	ESY3_g31176_DN3_SP0_c0.t1
OG0003600	El001G037870, El005G247010	ESY3_g31257_DN3_SP0_c0.t1
OG0003601	El005G248140	ESY10_g14994_DN3_SP0_c0.t1, ESY10_g14990_DN3_SP0_c0.t1
OG0003603	El003G156160	ESY4_g23825_DN3_SP8_c0.t1
OG0003603	El007G339770	ESY6_g47367_DN3_SP4_c0.t1
OG0003604	El003G156650	ESY16_g62169_DN3_SP0_c0.t1
OG0003605	El001G034500	ESY1_g10945_DN1_SP0_c0.t1
OG0003606	El003G157880	ESY16_g62504_DN3_SP6_c0.t1
OG0003606	El007G336130	ESY6_g48143_DN3_SP5_c0.t1
OG0003607	El001G069600	ESY16_g61640_DN3_SP0_c0.t1
OG0003609	El001G071780	ESY7_g17990_DN3_SP0_c0.t1
OG0003609	El001G071770	ESY7_g17992_DN3_SP0_c0.t1
OG0003610	El007G325770, El001G072290	ESY6_g50637_DN3_SP3_c0.t1
OG0003611	El003G168280	ESY9_g42643_DN1_SP0_c0.t1
OG0003612	El003G168110	ESY9_g42667_DN3_SP3_c0.t1
OG0003613	El001G051290	ESY5_g5102_DN3_SP0_c0.t1, ESY10_g15297_DN3_SP1_c0.t1
OG0003615	El002G114610, El006G297820	ESY4_g22931_DN3_SP3_c0.t1
OG0003616	El003G146430	ESY4_g26019_DN3_SP0_c0.t1
OG0003617	El001G009770	ESY14_g19992_DN3_SP1_c0.t1
OG0003618	El001G023880	ESY1_g11131_DN3_SP0_c0.t1
OG0003619	El005G246180	ESY3_g31155_DN2_SP0_c0.t1, ESY3_g31154_DN1_SP0_c0.t1
OG0003620	El007G361340, El007G361320	ESY7_g16624_DN3_SP0_c0.t1, ESY7_g16622_DN3_SP0_c0.t1
OG0003621	El007G361550	ESY7_g16661_DN3_SP6_c0.t1
OG0003622	El007G365390	ESY15_g65945_DN2_SP0_c0.t1
OG0003624	El003G169790, El007G366570	ESY10_g14802_DN3_SP8_c0.t1
OG0003625	El006G280470, El005G274000	ESY12_g52212_DN3_SP0_c0.t1
OG0003626	El001G034530	ESY1_g12431_DN3_SP0_c0.t1
OG0003627	El006G282540	ESY12_g51816_DN1_SP0_c0.t1, ESY12_g51817_DN2_SP0_c0.t1, ESY12_g51818_DN3_SP0_c0.t1, ESY12_g51814_DN3_SP0_c0.t1
OG0003628	El001G031840, El006G284160	ESY1_g11988_DN3_SP7_c0.t1
OG0003629	El006G284370	ESY12_g52091_DN3_SP0_c0.t1, ESY12_g52092_DN3_SP0_c0.t1
OG0003630	El001G031520	ESY1_g11908_DN3_SP1_c0.t1
OG0003630	El006G284860	ESY12_g52146_DN3_SP8_c0.t1
OG0003631	El005G265570, El005G265500, El001G059130	ESY3_g30731_DN3_SP0_c0.t1
OG0003632	El007G343000, El002G098660	ESY5_g2830_DN3_SP0_c0.t1
OG0003633	El001G020730, El007G322930	ESY6_g50311_DN2_SP0_c0.t1
OG0003634	El003G167460, El001G020760	ESY1_g10016_DN3_SP0_c0.t1
OG0003634	El007G322900	ESY6_g50314_DN3_SP0_c0.t1
OG0003635	El001G021630	ESY1_g10149_DN3_SP8_c0.t1
OG0003635	El007G322090	ESY6_g50748_DN3_SP1_c0.t1
OG0003636	El002G083240, El001G000900	ESY20_g13002_DN3_SP8_c0.t1
OG0003637	El001G002970, El002G084550	ESY20_g13241_DN3_SP5_c0.t1
OG0003638	El002G084960, El001G003420	ESY20_g13310_DN3_SP0_c0.t1
OG0003639	El003G149670	ESY8_g60620_DN2_SP0_c0.t1
OG0003640	El005G235450	ESY1_g10396_DN2_SP0_c0.t1, ESY3_g32639_DN3_SP0_c0.t1
OG0003640	El001G066940	ESY7_g17593_DN2_SP0_c0.t1
OG0003641	El001G048820, El005G239960	ESY3_g31837_DN3_SP4_c0.t1
OG0003642	El001G050250	ESY10_g15483_DN3_SP8_c0.t1
OG0003642	El005G240480	ESY15_g65444_DN3_SP0_c17.t1
OG0003643	El001G026610	ESY1_g10706_DN3_SP0_c0.t1
OG0003643	El006G290050	ESY9_g45603_DN3_SP8_c0.t1
OG0003644	El004G234610	ESY2_g36490_DN3_SP6_c30.t1, ESY2_g36492_DN3_SP5_c29.t1
OG0003646	El004G226320, El002G102610	ESY5_g4202_DN3_SP7_c0.t1
OG0003647	El002G103530	ESY5_g2673_DN3_SP0_c0.t1
OG0003648	El002G107480	ESY5_g2312_DN3_SP8_c0.t1
OG0003649	El002G112560, El004G218240	ESY1_g11476_DN3_SP0_c0.t1
OG0003650	El001G029850	ESY11_g54194_DN2_SP0_c0.t1, ESY1_g11468_DN3_SP0_c0.t1
OG0003651	El002G096770	ESY5_g2602_DN3_SP0_c0.t1
OG0003652	El002G088680	ESY5_g4692_DN3_SP8_c0.t1
OG0003652	El002G088690	ESY5_g4691_DN3_SP0_c0.t1
OG0003653	El002G087930	ESY5_g4777_DN3_SP0_c0.t1
OG0003654	El002G087890	ESY5_g4780_DN3_SP0_c0.t1
OG0003654	El002G087900	ESY5_g4782_DN3_SP0_c0.t1
OG0003655	El001G064060	ESY7_g17240_DN3_SP7_c0.t1
OG0003656	El001G063650, El002G123290	ESY7_g17187_DN3_SP0_c0.t1
OG0003657	El005G248430	ESY3_g30095_DN3_SP0_c0.t1
OG0003658	El001G077840	ESY7_g19053_DN3_SP0_c0.t1
OG0003659	El007G329110	ESY7_g18541_DN1_SP0_c0.t1
OG0003660	El003G184940, El007G333020	ESY6_g48591_DN2_SP0_c0.t1
OG0003661	El001G021280	ESY1_g10100_DN3_SP5_c0.t1
OG0003661	El007G322410	ESY6_g50237_DN3_SP0_c0.t1
OG0003662	El001G016040	ESY1_g8172_DN3_SP8_c0.t1
OG0003662	El007G331900	ESY6_g48699_DN3_SP0_c0.t1
OG0003663	El004G220850, El002G110260	ESY2_g35439_DN3_SP8_c0.t1
OG0003664	El007G343910, El007G330030, El007G330010	ESY6_g49587_DN3_SP0_c0.t1
OG0003665	El004G224360	ESY5_g4343_DN3_SP0_c0.t1
OG0003666	El004G233990, El001G041640, El003G152080, El006G316600	ESY2_g36584_DN3_SP8_c0.t1
OG0003667	El005G249000	ESY3_g30158_DN3_SP8_c0.t1
OG0003668	El005G249540	ESY3_g30242_DN3_SP8_c0.t1
OG0003668	El002G140290	ESY2_g36275_DN3_SP0_c23.t1
OG0003669	El002G139990	ESY2_g36245_DN2_SP1_c0.t1
OG0003670	El005G250290	ESY3_g30342_DN3_SP1_c0.t1
OG0003671	El005G251830	ESY3_g30559_DN3_SP0_c0.t1, ESY3_g30576_DN3_SP0_c0.t1, ESY3_g30579_DN3_SP0_c0.t1
OG0003672	El005G253910	ESY3_g29857_DN3_SP8_c0.t1
OG0003672	El003G171420	ESY2_g38367_DN3_SP1_c0.t1
OG0003673	El005G267570	ESY3_g28015_DN3_SP4_c0.t1
OG0003674	El005G269300	ESY3_g27321_DN3_SP6_c15.t1
OG0003674	El007G349420	ESY15_g64695_DN3_SP6_c15.t1
OG0003675	El002G090740, El007G335800, El007G335780	ESY5_g4429_DN3_SP0_c0.t1
OG0003676	El005G272290, El003G148940	ESY4_g25828_DN3_SP3_c94.t1
OG0003677	El002G137820	ESY2_g36994_DN1_SP0_c0.t1
OG0003678	El005G258550	ESY3_g29183_DN3_SP8_c0.t1
OG0003679	El006G295160, El001G022670	ESY1_g10363_DN3_SP8_c0.t1
OG0003680	El001G022770	ESY1_g10388_DN3_SP0_c0.t1, ESY1_g10386_DN1_SP0_c0.t1
OG0003681	El001G024330, El006G292840	ESY9_g44847_DN3_SP4_c0.t1
OG0003682	El001G027400	ESY1_g10573_DN3_SP6_c12.t1
OG0003683	El001G022320	ESY1_g12584_DN3_SP0_c0.t1, ESY1_g10307_DN3_SP0_c0.t1
OG0003685	El001G025300	ESY1_g10938_DN2_SP0_c0.t1
OG0003685	El001G025290	ESY1_g10941_DN1_SP0_c0.t1, ESY1_g10937_DN3_SP0_c0.t1, ESY1_g10936_DN2_SP0_c0.t1, ESY1_g10943_DN3_SP0_c0.t1, ESY1_g10942_DN3_SP0_c0.t1, ESY1_g10940_DN3_SP0_c0.t1, ESY1_g10939_DN3_SP0_c0.t1
OG0003686	El004G229970	ESY8_g59311_DN1_SP0_c0.t1
OG0003686	El002G133820	ESY3_g31134_DN2_SP0_c0.t1, ESY11_g54613_DN3_SP0_c0.t1
OG0003687	El004G202260, El004G202220	ESY2_g34060_DN3_SP0_c0.t1
OG0003687	El004G202300	ESY2_g34061_DN3_SP0_c0.t1
OG0003690	El001G043270, El001G043290, El001G043280, El001G043330, El001G043360, El001G043320, El001G041090, El001G043300, El001G043340, El001G043370, El006G312980	ESY8_g59907_DN2_SP0_c0.t1
OG0003695	El003G150290, El003G155560	ESY4_g23984_DN2_SP0_c0.t1
OG0003696	El003G152960	ESY4_g24526_DN3_SP4_c0.t1
OG0003697	El001G013080, El003G148350	ESY4_g25730_DN3_SP8_c0.t1
OG0003698	El003G147520	ESY4_g25521_DN3_SP0_c0.t1
OG0003699	El002G123130	ESY9_g45523_DN3_SP0_c0.t1
OG0003700	El003G171100	ESY16_g61484_DN3_SP0_c0.t1
OG0003701	El001G037000	ESY19_g42206_DN3_SP1_c0.t1, ESY7_g17081_DN3_SP7_c0.t1, ESY10_g14472_DN3_SP0_c0.t1
OG0003702	El001G041120	ESY10_g13834_DN3_SP1_c0.t1
OG0003703	El004G216220, El003G186760	ESY2_g35221_DN3_SP8_c0.t1
OG0003704	El004G197840, El004G197850, El004G197870	ESY2_g34378_DN3_SP0_c0.t1, ESY2_g33653_DN3_SP3_c0.t1
OG0003705	El006G288580	ESY12_g51012_DN3_SP8_c0.t1
OG0003707	El007G344380	ESY16_g61981_DN2_SP0_c0.t1, ESY3_g31251_DN3_SP0_c0.t1
OG0003708	El007G336480	ESY6_g48071_DN3_SP0_c0.t1, ESY6_g48070_DN3_SP0_c0.t1
OG0003709	El006G305220, El007G335260	ESY2_g35366_DN3_SP0_c0.t1
OG0003711	El003G169450, El003G169460	ESY9_g42453_DN3_SP7_c0.t1
OG0003712	El007G361360, El003G165530	ESY9_g43271_DN3_SP2_c0.t1
OG0003713	El007G360720	ESY7_g16557_DN3_SP0_c0.t1
OG0003713	El003G165060	ESY9_g43382_DN3_SP0_c0.t1
OG0003714	El003G163210	ESY9_g43761_DN3_SP8_c0.t1
OG0003714	El001G057100	ESY7_g18796_DN3_SP0_c0.t1
OG0003715	El001G007570	ESY18_g63390_DN3_SP8_c0.t1, ESY11_g53077_DN3_SP0_c0.t1, ESY23_g84_DN3_SP0_c0.t1
OG0003716	El001G027980	ESY1_g11832_DN3_SP0_c0.t1
OG0003717	El001G001540, El001G001550	ESY20_g12999_DN3_SP0_c0.t1, ESY20_g13085_DN3_SP0_c15.t1, ESY20_g12995_DN3_SP0_c15.t1, ESY20_g13086_DN3_SP0_c16.t1, ESY20_g13083_DN3_SP0_c0.t1, ESY20_g12996_DN3_SP0_c0.t1
OG0003718	El002G136480	ESY2_g37175_DN2_SP0_c0.t1
OG0003719	El001G080010	ESY3_g30098_DN3_SP0_c0.t1
OG0003720	El002G095820, El001G081030	ESY7_g19533_DN3_SP2_c0.t1, ESY11_g52439_DN3_SP0_c0.t1
OG0003721	El001G007620	ESY7_g18920_DN3_SP0_c0.t1
OG0003722	El003G178290, El005G268200	ESY3_g27760_DN1_SP0_c0.t1
OG0003723	El005G264980, El003G175230, El003G175250	ESY3_g28395_DN3_SP0_c0.t1
OG0003724	El005G259690	ESY3_g29047_DN3_SP0_c0.t1
OG0003724	El003G172570	ESY2_g38739_DN3_SP2_c0.t1
OG0003725	El005G269620	ESY2_g35145_DN3_SP3_c0.t1
OG0003726	El006G312590, El006G280400	ESY12_g51180_DN3_SP0_c11.t1, ESY12_g52220_DN3_SP0_c8.t1
OG0003727	El001G033590	ESY1_g12323_DN1_SP0_c0.t1, ESY12_g51737_DN3_SP0_c0.t1
OG0003728	El006G284880	ESY12_g52148_DN3_SP0_c0.t1
OG0003728	El006G284870	ESY12_g52149_DN3_SP0_c0.t1
OG0003729	El006G284900, El006G284890	ESY12_g52151_DN3_SP0_c0.t1
OG0003730	El006G287010	ESY12_g51289_DN3_SP0_c0.t1
OG0003730	El001G029490	ESY1_g11544_DN3_SP0_c0.t1
OG0003731	El001G079670, El002G128310	ESY7_g17122_DN3_SP8_c0.t1
OG0003732	El007G331650, El007G331660	ESY6_g48734_DN3_SP0_c0.t1, ESY6_g48733_DN3_SP0_c0.t1
OG0003733	El002G086130, El007G359350	ESY20_g12913_DN3_SP4_c0.t1
OG0003734	El007G359210	ESY20_g12896_DN2_SP0_c0.t1, ESY20_g12893_DN3_SP0_c0.t1
OG0003735	El007G358890, El001G010570	ESY20_g12858_DN3_SP0_c0.t1
OG0003736	El006G299330	ESY20_g12721_DN3_SP0_c0.t1, ESY20_g12720_DN3_SP0_c0.t1
OG0003737	El006G299060	ESY20_g12755_DN3_SP7_c0.t1
OG0003738	El006G300670	ESY8_g58428_DN2_SP6_c0.t1
OG0003738	El002G088040	ESY5_g4763_DN3_SP0_c0.t1
OG0003739	El001G012060, El004G227960, El006G301140	ESY8_g58492_DN3_SP0_c0.t1
OG0003740	El006G301570	ESY8_g58502_DN3_SP8_c0.t1
OG0003740	El002G088760	ESY5_g4681_DN3_SP6_c0.t1
OG0003741	El006G306400, El006G306420	ESY3_g31458_DN3_SP0_c34.t1
OG0003742	El006G299580, El006G309290	ESY8_g59129_DN3_SP3_c0.t1
OG0003743	El005G236230	ESY3_g32545_DN3_SP8_c0.t1
OG0003746	El005G241380, El001G061500	ESY3_g31575_DN3_SP0_c0.t1
OG0003747	El005G242510	ESY3_g31405_DN3_SP6_c0.t1, ESY3_g31403_DN3_SP4_c0.t1
OG0003748	El005G243270	ESY3_g30717_DN3_SP6_c0.t1
OG0003749	El005G243510	ESY3_g30745_DN3_SP1_c0.t1
OG0003750	El002G139740, El001G026760, El007G340930, El007G346650	ESY16_g61667_DN3_SP1_c0.t1
OG0003751	El002G083880	ESY5_g5409_DN3_SP0_c0.t1, ESY5_g5425_DN2_SP0_c0.t1
OG0003752	El002G101430	ESY5_g4339_DN3_SP0_c0.t1, ESY5_g4337_DN3_SP0_c0.t1, ESY5_g4338_DN3_SP0_c0.t1, ESY5_g4336_DN3_SP0_c0.t1
OG0003753	El004G231040	ESY2_g35069_DN3_SP0_c0.t1
OG0003753	El002G106520	ESY5_g2365_DN3_SP3_c0.t1
OG0003754	El002G109620	ESY5_g1802_DN3_SP7_c0.t1
OG0003755	El002G111400, El002G124110	ESY5_g1475_DN3_SP0_c0.t1
OG0003756	El003G160390, El003G160400	ESY7_g17146_DN3_SP1_c0.t1, ESY7_g16281_DN3_SP0_c0.t1
OG0003758	El003G143660, El006G319850	ESY8_g59698_DN3_SP3_c0.t1
OG0003759	El002G098800	ESY5_g2845_DN3_SP0_c0.t1
OG0003760	El002G132800	ESY3_g28812_DN3_SP0_c0.t1
OG0003761	El002G087460	ESY5_g4844_DN1_SP0_c0.t1
OG0003763	El005G278790	ESY11_g54881_DN3_SP4_c0.t1
OG0003763	El002G085980	ESY5_g5066_DN3_SP8_c0.t1
OG0003764	El002G083510, El001G001270	ESY20_g13048_DN3_SP8_c0.t1
OG0003765	El001G065470	ESY7_g17390_DN3_SP2_c0.t1
OG0003765	El002G102440	ESY1_g11851_DN2_SP0_c0.t1
OG0003766	El001G065320	ESY7_g17371_DN3_SP0_c0.t1
OG0003767	El001G056630, El001G056640	ESY8_g61021_DN3_SP0_c0.t1
OG0003768	El007G327670	ESY6_g49790_DN3_SP3_c0.t1
OG0003769	El007G333250	ESY6_g48571_DN3_SP8_c0.t1
OG0003771	El001G016590, El007G332790	ESY6_g48620_DN3_SP0_c0.t1
OG0003772	El003G148850, El001G012730	ESY3_g31199_DN3_SP0_c0.t1, ESY4_g25801_DN3_SP0_c0.t1
OG0003773	El004G220290	ESY2_g35379_DN3_SP0_c0.t1
OG0003774	El004G220700	ESY2_g35420_DN3_SP0_c0.t1
OG0003775	El004G231870	ESY2_g36106_DN3_SP0_c0.t1
OG0003776	El004G232230	ESY2_g36156_DN3_SP0_c0.t1
OG0003777	El004G232430, El002G120410	ESY2_g37183_DN3_SP0_c0.t1, ESY2_g36803_DN3_SP0_c0.t1
OG0003778	El005G257350	ESY3_g29356_DN3_SP8_c0.t1, ESY2_g37489_DN3_SP4_c0.t1
OG0003779	El005G258280	ESY3_g29229_DN2_SP0_c0.t1
OG0003780	El005G259400, El002G136210, El002G138590	ESY2_g37219_DN3_SP6_c0.t1
OG0003781	El004G229710, El001G015180, El005G266950, El001G015170	ESY3_g28124_DN3_SP2_c0.t1
OG0003782	El001G023550, El005G270090	ESY1_g10511_DN3_SP2_c0.t1
OG0003783	El003G183120	ESY17_g39843_DN2_SP0_c2.t1
OG0003783	El005G270730	ESY11_g52486_DN3_SP8_c0.t1
OG0003784	El002G140750	ESY2_g36342_DN3_SP0_c0.t1
OG0003785	El002G140430	ESY2_g38583_DN1_SP0_c0.t1
OG0003786	El002G136320	ESY2_g37215_DN3_SP4_c3.t1
OG0003787	El002G133960	ESY2_g37599_DN3_SP0_c0.t1
OG0003788	El001G024740	ESY1_g11001_DN3_SP4_c0.t1
OG0003790	El001G027590	ESY2_g36037_DN3_SP0_c0.t1
OG0003791	El001G028020	ESY1_g11819_DN3_SP0_c0.t1
OG0003791	El006G288470	ESY12_g51024_DN3_SP0_c0.t1
OG0003792	El001G028380	ESY1_g11762_DN3_SP0_c0.t1, ESY1_g11763_DN3_SP0_c0.t1
OG0003794	El002G137930, El002G136080	ESY12_g51495_DN3_SP0_c0.t1
OG0003796	El001G006690, El001G006680, El001G006700	ESY2_g34498_DN3_SP0_c0.t1
OG0003797	El002G109660	ESY10_g14161_DN3_SP0_c0.t1
OG0003797	El002G109670	ESY11_g54799_DN3_SP0_c0.t1
OG0003798	El002G104740, El002G104730	ESY5_g3949_DN3_SP0_c0.t1
OG0003799	El004G219600, El002G111780	ESY2_g34417_DN3_SP7_c0.t1
OG0003801	El007G322750	ESY6_g50294_DN3_SP0_c0.t1, ESY6_g47926_DN3_SP0_c0.t1, ESY6_g50297_DN3_SP0_c0.t1
OG0003802	El007G328490	ESY6_g49387_DN3_SP0_c0.t1
OG0003803	El003G166310	ESY9_g43037_DN3_SP0_c0.t1
OG0003804	El006G305550, El006G305560, El006G305570	ESY8_g58955_DN3_SP1_c0.t1, ESY8_g58954_DN3_SP0_c0.t1, ESY8_g58953_DN3_SP0_c0.t1
OG0003805	El007G349020, El007G349040	ESY7_g17263_DN3_SP0_c0.t1
OG0003807	El007G330040	ESY6_g49589_DN3_SP2_c0.t1
OG0003808	El002G135230, El002G134900	ESY7_g17606_DN2_SP0_c0.t1
OG0003811	El001G064270	ESY7_g17306_DN3_SP0_c0.t1
OG0003813	El003G192090	ESY8_g60160_DN2_SP0_c0.t1
OG0003823	El003G155710	ESY2_g34148_DN2_SP0_c0.t1
OG0003824	El003G151330	ESY4_g24932_DN3_SP0_c0.t1
OG0003826	El005G260720	ESY9_g44822_DN2_SP0_c0.t1
OG0003826	El007G353010, El005G275890, El001G046160	ESY17_g39863_DN2_SP0_c0.t1
OG0003827	El003G147780	ESY4_g25571_DN2_SP0_c3.t1
OG0003827	El005G273690	ESY11_g53835_DN3_SP0_c0.t1
OG0003828	El002G118350	ESY16_g61973_DN3_SP2_c0.t1
OG0003829	El006G295440, El002G118820	ESY16_g61882_DN3_SP1_c0.t1
OG0003830	El004G210620	ESY2_g34285_DN3_SP1_c0.t1
OG0003830	El006G309520, El006G309500	ESY2_g34284_DN3_SP0_c0.t1, ESY2_g34283_DN3_SP0_c0.t1
OG0003831	El002G092930	ESY5_g3393_DN3_SP0_c0.t1
OG0003832	El001G036320, El003G184660	ESY10_g14618_DN3_SP0_c0.t1
OG0003833	El004G203630, El006G302240	ESY8_g58656_DN3_SP8_c0.t1
OG0003834	El002G089010, El004G194060	ESY2_g33275_DN3_SP8_c0.t1, ESY8_g59983_DN3_SP2_c0.t1
OG0003835	El002G095930	ESY5_g3807_DN3_SP2_c0.t1
OG0003835	El004G197110	ESY2_g33578_DN2_SP0_c0.t1
OG0003836	El001G080990	ESY3_g30912_DN3_SP0_c0.t1
OG0003837	El001G072400	ESY7_g17889_DN3_SP0_c9.t1
OG0003838	El007G342680, El007G342690	ESY6_g46189_DN3_SP0_c0.t1
OG0003839	El007G338050	ESY6_g47840_DN3_SP0_c0.t1
OG0003840	El002G136220, El007G336560	ESY6_g48061_DN3_SP7_c0.t1
OG0003841	El003G158090, El007G335760	ESY6_g48211_DN3_SP8_c0.t1
OG0003842	El001G068810	ESY7_g18382_DN3_SP0_c0.t1
OG0003843	El001G070120	ESY7_g18200_DN3_SP0_c0.t1
OG0003844	El007G364530	ESY10_g15131_DN3_SP8_c0.t1, ESY9_g42634_DN3_SP4_c0.t1
OG0003845	El003G167640	ESY9_g42728_DN3_SP7_c0.t1
OG0003846	El003G161350	ESY23_g193_DN3_SP0_c0.t1
OG0003847	El003G161320	ESY23_g194_DN3_SP6_c0.t1
OG0003848	El002G121670	ESY14_g20318_DN3_SP0_c0.t1
OG0003849	El002G122160	ESY14_g20156_DN3_SP1_c0.t1
OG0003850	El002G129350	ESY4_g22419_DN3_SP4_c0.t1
OG0003852	El003G146310	ESY9_g43247_DN2_SP0_c0.t1, ESY4_g26110_DN3_SP0_c8.t1
OG0003853	El003G144530	ESY4_g26539_DN3_SP1_c0.t1
OG0003854	El003G186110	ESY8_g61321_DN3_SP0_c0.t1
OG0003855	El001G011330	ESY19_g41669_DN3_SP0_c0.t1
OG0003856	El002G127870	ESY1_g12037_DN3_SP0_c0.t1
OG0003857	El001G014040, El007G356450	ESY10_g14773_DN3_SP0_c0.t1
OG0003858	El007G356430, El002G134500	ESY1_g6629_DN3_SP8_c0.t1
OG0003859	El001G007350, El001G007360	ESY18_g63303_DN3_SP2_c0.t1
OG0003860	El006G283830, El003G177510, El006G284360	ESY12_g52019_DN3_SP0_c5.t1
OG0003861	El002G127060, El007G363460, El007G363630, El007G363540	ESY7_g16803_DN2_SP0_c0.t1
OG0003862	El007G364550	ESY10_g15133_DN3_SP0_c0.t1
OG0003863	El007G366830	ESY10_g14758_DN3_SP3_c0.t1
OG0003864	El001G034980, El004G210450	ESY1_g12504_DN3_SP8_c0.t1
OG0003865	El006G281280	ESY12_g51661_DN2_SP0_c0.t1
OG0003866	El006G283090	ESY12_g51913_DN3_SP0_c0.t1
OG0003867	El001G081450	ESY7_g19585_DN3_SP0_c0.t1
OG0003867	El006G316650	ESY7_g18350_DN1_SP0_c0.t1, ESY10_g15636_DN1_SP0_c0.t1
OG0003868	El007G330230	ESY6_g48949_DN3_SP8_c0.t1
OG0003868	El001G014070	ESY1_g7735_DN3_SP1_c0.t1
OG0003869	El007G330440, El007G330450	ESY6_g48930_DN3_SP0_c0.t1
OG0003870	El007G330550	ESY6_g48918_DN2_SP1_c0.t1
OG0003871	El007G330920, El003G168030	ESY6_g48862_DN2_SP0_c0.t1
OG0003872	El001G000730, El001G001020, El001G000720	ESY20_g12968_DN3_SP2_c0.t1
OG0003873	El006G305470, El001G001780	ESY20_g13121_DN3_SP0_c0.t1
OG0003874	El001G003320	ESY20_g13297_DN3_SP0_c0.t1
OG0003875	El002G085940	ESY5_g5074_DN3_SP0_c0.t1
OG0003876	El006G300780	ESY8_g58439_DN3_SP5_c0.t1
OG0003877	El006G315430, El004G213330	ESY16_g61726_DN1_SP0_c0.t1
OG0003877	El003G157100	ESY16_g62295_DN3_SP0_c0.t1
OG0003878	El005G241520	ESY3_g31546_DN3_SP3_c0.t1
OG0003879	El005G242540	ESY3_g31400_DN3_SP0_c0.t1
OG0003881	El004G233430, El002G100070	ESY2_g36647_DN2_SP7_c0.t1
OG0003882	El002G102400	ESY5_g4227_DN3_SP0_c0.t1
OG0003883	El002G092180, El002G092190	ESY5_g3296_DN3_SP0_c26.t1
OG0003884	El002G111410	ESY2_g35413_DN2_SP2_c0.t1
OG0003885	El003G159770	ESY13_g56869_DN3_SP0_c0.t1
OG0003885	El007G343550	ESY24_g32921_DN3_SP6_c0.t1
OG0003886	El006G317220	ESY8_g59472_DN3_SP0_c0.t1
OG0003886	El003G152070, El006G312140	ESY4_g24763_DN3_SP0_c0.t1
OG0003887	El002G098900	ESY5_g2855_DN3_SP8_c0.t1
OG0003888	El005G239490, El001G048940, El001G048480, El001G048390, El001G048500, El001G007510	ESY3_g31948_DN1_SP0_c0.t1, ESY8_g60976_DN1_SP0_c0.t1, ESY4_g25079_DN1_SP0_c0.t1
