Orthogroup	Erysimum_linariifolium	Arabis_alpina
OG0002076	El002G141500	Aa_G205510.h1.t1
OG0002076	El005G248550	Aa_G40100.h1.t1
OG0002077	El002G135980	Aa_G225070.h1.t1
OG0002077	El005G259250	Aa_G430360.h1.t1
OG0002078	El001G026910	Aa_G494900.h1.t1
OG0002078	El001G026900	Aa_G494880.h1.t1, Aa_G725880.h1.t1
OG0002079	El003G189980, El003G190010, El003G158210	Aa_G48830.h1.t1, Aa_G326930.h1.t1
OG0002080	El003G172470, El003G172440, El003G172450	Aa_G753100.h1.t1
OG0002080	El003G172480, El003G172460	Aa_G428440.h1.t1
OG0002081	El006G321190, El006G314720, El006G314680	Aa_G87290.h1.t1
OG0002082	El006G291320	Aa_G269480.h1.t1
OG0002084	El001G007980, El004G234290, El003G187190, El003G187180, El003G187200	Aa_G497490.h1.t1
OG0002093	El005G272590	Aa_G269130.h1.t1
OG0002093	El003G148210	Aa_G258800.h1.t1
OG0002094	El003G147920	Aa_G110310.h1.t1
OG0002095	El005G274540	Aa_G383830.h1.t1
OG0002095	El003G146990	Aa_G293880.h1.t1
OG0002096	El004G206830	Aa_G7680.h1.t1
OG0002096	El002G092130	Aa_G394720.h1.t1
OG0002097	El004G202840	Aa_G282540.h1.t1
OG0002097	El002G093120	Aa_G165480.h1.t1
OG0002098	El004G200370	Aa_G392490.h1.t1
OG0002098	El004G200750	Aa_G592870.h1.t1
OG0002099	El002G094030	Aa_G457560.h1.t1
OG0002099	El004G200220	Aa_G72250.h1.t1
OG0002100	El002G097520	Aa_G569540.h1.t1
OG0002100	El001G038540	Aa_G480460.h1.t1
OG0002101	El001G042000	Aa_G424650.h1.t1
OG0002102	El007G355110, El005G242970, El007G355130, El007G353200, El007G352390, El005G242960, El008G369920, El003G182590, El007G353230	Aa_G478340.h1.t1
OG0002103	El004G194030	Aa_G488530.h1.t1
OG0002103	El003G193580	Aa_G184910.h1.t1
OG0002104	El004G195460	Aa_G65890.h1.t1
OG0002104	El003G192650	Aa_G165340.h1.t1
OG0002105	El002G096250	Aa_G328360.h1.t1
OG0002105	El004G196800	Aa_G433420.h1.t1
OG0002106	El004G198260	Aa_G489110.h1.t1
OG0002106	El002G095380	Aa_G298980.h1.t1
OG0002107	El001G028010	Aa_G174990.h1.t1
OG0002107	El002G094300, El006G288480	Aa_G144230.h1.t1
OG0002108	El001G081440	Aa_G420200.h2.t1, Aa_G420200.h1.t1
OG0002108	El005G244140	Aa_G24090.h1.t1
OG0002109	El001G079700, El005G244980	Aa_G34600.h1.t1
OG0002110	El005G245030	Aa_G34520.h1.t1
OG0002110	El001G079580	Aa_G259880.h1.t1
OG0002111	El001G078450	Aa_G140750.h1.t1
OG0002112	El001G077370	Aa_G303880.h1.t1
OG0002114	El003G156360	Aa_G244680.h1.t1, Aa_G133110.h1.t1
OG0002114	El007G339520	Aa_G372280.h1.t1
OG0002115	El003G157470	Aa_G86580.h1.t1
OG0002115	El007G337190	Aa_G641500.h1.t1
OG0002116	El007G336630	Aa_G48400.h1.t1
OG0002116	El003G157700	Aa_G618290.h1.t1
OG0002117	El001G068620, El002G112830	Aa_G385340.h1.t1
OG0002118	El001G052280	Aa_G574360.h1.t1
OG0002118	El001G069930	Aa_G267520.h1.t1
OG0002119	El001G054300	Aa_G596570.h1.t1
OG0002120	El001G056460	Aa_G143220.h1.t1
OG0002120	El001G073230	Aa_G210780.h1.t1
OG0002121	El007G328990, El007G329010	Aa_G435140.h1.t1
OG0002121	El001G074490	Aa_G504190.h1.t1
OG0002122	El007G366550	Aa_G162880.h1.t1
OG0002122	El003G169760	Aa_G96190.h1.t1
OG0002123	El007G363710	Aa_G118040.h1.t1
OG0002123	El003G167170	Aa_G78030.h1.t1
OG0002124	El007G363370	Aa_G239380.h1.t1
OG0002124	El003G167020	Aa_G78150.h1.t1
OG0002125	El007G361500	Aa_G123780.h1.t1
OG0002126	El001G004750	Aa_G41830.h1.t1
OG0002126	El003G164790	Aa_G37690.h1.t1, Aa_G37720.h1.t1
OG0002127	El001G007950	Aa_G686370.h1.t1
OG0002127	El003G161170	Aa_G692600.h1.t1
OG0002128	El001G008460	Aa_G129100.h1.t1
OG0002128	El002G120320	Aa_G312260.h1.t1
OG0002129	El001G009630	Aa_G555230.h1.t1
OG0002129	El002G122170	Aa_G57220.h1.t1
OG0002131	El001G002660	Aa_G191520.h1.t1
OG0002131	El002G084390	Aa_G6580.h1.t1
OG0002132	El003G146700	Aa_G564360.h1.t1
OG0002132	El005G275040	Aa_G344720.h1.t1
OG0002133	El003G146650	Aa_G781090.h1.t1
OG0002133	El003G146550	Aa_G157050.h1.t1
OG0002134	El003G146150	Aa_G514600.h1.t1
OG0002135	El005G277020	Aa_G426650.h1.t1, Aa_G151450.h1.t1
OG0002135	El003G145380	Aa_G223220.h1.t1
OG0002136	El006G321450	Aa_G10000.h1.t1
OG0002136	El003G142310	Aa_G137890.h1.t1
OG0002137	El003G189310, El003G189280	Aa_G245480.h1.t1
OG0002137	El003G189320	Aa_G752880.h1.t1
OG0002138	El006G296960	Aa_G484430.h1.t1
OG0002139	El007G358090	Aa_G492520.h1.t1
OG0002140	El001G009130	Aa_G154300.h1.t1
OG0002140	El002G121050	Aa_G124940.h1.t1
OG0002141	El003G176640	Aa_G206560.h1.t1
OG0002141	El005G265930	Aa_G658390.h1.t1
OG0002142	El001G035340	Aa_G163580.h1.t1, Aa_G163590.h1.t1
OG0002142	El003G162780	Aa_G13110.h1.t1
OG0002143	El006G279840	Aa_G13020.h1.t1
OG0002144	El006G286500, El006G286490	Aa_G574050.h1.t1, Aa_G574060.h1.t1
OG0002145	El006G287090	Aa_G67350.h1.t1
OG0002145	El001G029530	Aa_G221060.h1.t1
OG0002146	El001G013180	Aa_G426800.h1.t1
OG0002146	El001G057700	Aa_G173880.h1.t1
OG0002147	El007G331070, El007G331080	Aa_G652420.h1.t1
OG0002148	El007G331440	Aa_G28280.h5.t1, Aa_G28280.h3.t1, Aa_G877590.h1.t1, Aa_G877590.h3.t1, Aa_G445570.h5.t1, Aa_G445570.h3.t1, Aa_G445570.h4.t1, Aa_G877590.h2.t1, Aa_G28280.h2.t1, Aa_G445570.h2.t1, Aa_G877590.h5.t1, Aa_G28280.h1.t1, Aa_G445570.h1.t1, Aa_G877590.h4.t1, Aa_G28280.h4.t1
OG0002149	El007G327490	Aa_G320920.h1.t1
OG0002150	El001G020150	Aa_G124640.h1.t1
OG0002150	El007G323530	Aa_G165800.h1.t1
OG0002151	El007G322920	Aa_G147100.h1.t1
OG0002151	El005G276810	Aa_G325980.h1.t1
OG0002152	El002G082860	Aa_G94430.h1.t1
OG0002153	El002G083030	Aa_G94340.h1.t1
OG0002153	El001G000610	Aa_G511700.h1.t1
OG0002154	El007G360140	Aa_G89490.h1.t1
OG0002154	El002G085740	Aa_G134510.h1.t1
OG0002155	El007G359650	Aa_G316900.h1.t1
OG0002155	El002G086120	Aa_G423560.h1.t1
OG0002156	El005G267200	Aa_G363620.h1.t1, Aa_G363610.h1.t1
OG0002157	El006G299850	Aa_G243670.h1.t1
OG0002157	El002G087390	Aa_G235430.h1.t1
OG0002158	El003G156540	Aa_G291770.h1.t1
OG0002158	El003G156530	Aa_G291780.h1.t1
OG0002159	El005G236860	Aa_G42310.h1.t1
OG0002159	El001G065090	Aa_G96850.h1.t1
OG0002160	El005G237760	Aa_G47630.h1.t1
OG0002160	El001G063470	Aa_G192730.h1.t1
OG0002162	El005G241270	Aa_G293430.h1.t1
OG0002164	El005G242060	Aa_G47130.h1.t1
OG0002165	El001G068190	Aa_G731180.h1.t1
OG0002165	El005G243620	Aa_G302090.h1.t1
OG0002166	El001G027410	Aa_G287180.h1.t1
OG0002166	El006G289200	Aa_G560380.h1.t1
OG0002167	El006G290330, El006G290370, El006G290350	Aa_G461900.h1.t1
OG0002168	El006G295090	Aa_G286470.h1.t1
OG0002168	El001G022720	Aa_G478800.h1.t1
OG0002169	El006G291560	Aa_G696730.h1.t1
OG0002170	El002G100030	Aa_G497280.h1.t1
OG0002170	El004G233510	Aa_G462520.h1.t1
OG0002171	El004G233240	Aa_G265730.h1.t1
OG0002172	El004G233220	Aa_G265750.h1.t1
OG0002174	El004G227500	Aa_G476990.h1.t1
OG0002175	El004G229480	Aa_G111030.h1.t1
OG0002175	El002G105330	Aa_G33340.h1.t1
OG0002176	El002G107680	Aa_G528440.h1.t1
OG0002176	El002G107690	Aa_G528450.h1.t1
OG0002177	El002G108210	Aa_G653370.h1.t1
OG0002177	El004G222920	Aa_G232120.h1.t1
OG0002178	El004G222120	Aa_G17580.h1.t1
OG0002178	El002G108710	Aa_G62430.h1.t1
OG0002179	El004G218050, El004G211970	Aa_G184440.h1.t1
OG0002179	El002G112740	Aa_G61760.h1.t1
OG0002181	El003G148070	Aa_G144740.h1.t1, Aa_G144770.h1.t1, Aa_G188800.h1.t1
OG0002182	El007G329620	Aa_G620780.h1.t1
OG0002182	El002G097780, El002G097610	Aa_G1083710.h2.t1, Aa_G1083710.h1.t1, Aa_G1069960.h1.t1, Aa_G1069190.h2.t1, Aa_G1069190.h1.t1
OG0002183	El002G097090	Aa_G398280.h1.t1
OG0002183	El001G040130	Aa_G83420.h1.t1
OG0002184	El002G116610	Aa_G418620.h1.t1
OG0002185	El004G198340	Aa_G489070.h1.t1
OG0002186	El004G200250	Aa_G72220.h1.t1
OG0002186	El002G093990	Aa_G457520.h1.t1
OG0002187	El002G092580	Aa_G160860.h1.t1
OG0002187	El005G243640	Aa_G500900.h1.t1
OG0002188	El002G087750, El002G087760, El002G087770	Aa_G79380.h1.t1
OG0002189	El005G246920	Aa_G285170.h1.t1
OG0002190	El005G246030	Aa_G137100.h1.t1
OG0002190	El001G077670	Aa_G304080.h1.t1
OG0002191	El001G051810	Aa_G112950.h1.t1, Aa_G112940.h1.t1
OG0002192	El001G012460	Aa_G403320.h1.t1
OG0002192	El001G058390	Aa_G8740.h1.t1
OG0002194	El002G141260	Aa_G108900.h1.t1
OG0002194	El005G248840	Aa_G290310.h1.t1
OG0002195	El005G249370	Aa_G176070.h1.t1
OG0002195	El002G140570	Aa_G193250.h1.t1
OG0002196	El003G172030	Aa_G327200.h1.t1
OG0002196	El005G253460	Aa_G97130.h1.t1
OG0002197	El005G254360	Aa_G53570.h1.t1
OG0002197	El002G131660	Aa_G57640.h1.t1
OG0002198	El005G255000	Aa_G501340.h1.t1
OG0002198	El002G132290	Aa_G110610.h1.t1, Aa_G403900.h1.t1
OG0002199	El005G255290	Aa_G181840.h1.t1
OG0002199	El002G132350	Aa_G255180.h1.t1
OG0002200	El005G273420	Aa_G110380.h1.t1
OG0002201	El005G274290	Aa_G548880.h1.t1
OG0002201	El005G274300	Aa_G548890.h1.t1
OG0002202	El005G274610, El005G274620	Aa_G379310.h1.t1
OG0002203	El001G076570	Aa_G526570.h1.t1
OG0002204	El005G277590	Aa_G244800.h1.t1
OG0002205	El002G134400	Aa_G181040.h1.t1
OG0002205	El002G134410	Aa_G574950.h1.t1
OG0002206	El002G133890	Aa_G599970.h1.t1
OG0002206	El005G256700	Aa_G371350.h1.t1
OG0002207	El003G172010	Aa_G520900.h1.t1
OG0002207	El003G172000	Aa_G520910.h1.t1
OG0002208	El001G028410	Aa_G238730.h1.t1, Aa_G238740.h1.t1, Aa_G238720.h1.t1
OG0002209	El006G282980	Aa_G16230.h1.t1
OG0002209	El001G032860	Aa_G48780.h1.t1
OG0002210	El007G357870	Aa_G144820.h1.t1
OG0002219	El005G278280, El003G154520	Aa_G64100.h1.t1
OG0002220	El003G153860	Aa_G628380.h1.t1
OG0002221	El005G278030	Aa_G230110.h1.t1
OG0002222	El003G150310	Aa_G9770.h1.t1
OG0002223	El003G151970	Aa_G163960.h1.t1
OG0002223	El001G015650	Aa_G279570.h1.t1
OG0002224	El006G316730	Aa_G41510.h1.t1
OG0002224	El003G151380	Aa_G241420.h1.t1
OG0002225	El006G315160	Aa_G373620.h1.t1
OG0002226	El008G370540, El003G148490	Aa_G274270.h1.t1
OG0002226	El005G272910	Aa_G541720.h1.t1
OG0002227	El003G146960	Aa_G293830.h1.t1
OG0002227	El005G274490	Aa_G383790.h1.t1
OG0002228	El006G295710	Aa_G11140.h1.t1
OG0002228	El002G119770	Aa_G109310.h1.t1
OG0002229	El001G036150	Aa_G251400.h1.t1
OG0002229	El002G099100	Aa_G394390.h1.t1
OG0002230	El001G036960	Aa_G449000.h1.t1
OG0002231	El001G039180	Aa_G309810.h1.t1
OG0002231	El002G097200	Aa_G109550.h1.t1
OG0002232	El001G040240	Aa_G83380.h1.t1
OG0002232	El002G097100	Aa_G398290.h1.t1
OG0002233	El001G044040	Aa_G142410.h1.t1
OG0002234	El003G189650	Aa_G308820.h1.t1
OG0002234	El001G044400	Aa_G234300.h1.t1
OG0002235	El004G216260	Aa_G173030.h1.t1
OG0002237	El004G214050	Aa_G596140.h1.t1
OG0002238	El003G193230	Aa_G185170.h1.t1
OG0002239	El004G198120	Aa_G18470.h1.t1
OG0002239	El002G095430	Aa_G298920.h1.t1
OG0002240	El007G334560	Aa_G69070.h1.t1
OG0002240	El003G158530	Aa_G404020.h1.t1
OG0002241	El005G244200	Aa_G24060.h1.t1
OG0002242	El005G245530	Aa_G322220.h1.t1
OG0002242	El001G078550	Aa_G140830.h1.t1
OG0002243	El004G234460	Aa_G484970.h1.t1
OG0002244	El007G327650	Aa_G406310.h1.t1
OG0002244	El005G247440	Aa_G102870.h1.t1
OG0002245	El007G342810	Aa_G83990.h1.t1
OG0002246	El007G341880, El007G341840	Aa_G261140.h1.t1
OG0002247	El007G341700	Aa_G375210.h1.t1
OG0002247	El003G159070	Aa_G29850.h1.t1
OG0002248	El007G337910	Aa_G432960.h1.t1
OG0002249	El007G337230	Aa_G483100.h1.t1
OG0002250	El007G336210	Aa_G441250.h1.t1
OG0002250	El003G157820	Aa_G69780.h1.t1
OG0002251	El007G335860	Aa_G216560.h1.t1
OG0002251	El003G158040	Aa_G387270.h1.t1
OG0002252	El007G334040	Aa_G729530.h1.t1
OG0002253	El001G068650, El002G112860	Aa_G385320.h1.t1
OG0002254	El001G060910	Aa_G181400.h1.t1
OG0002254	El001G069200	Aa_G623420.h1.t1
OG0002255	El001G051670	Aa_G112910.h1.t1
OG0002255	El001G069520	Aa_G215900.h1.t1
OG0002256	El007G363770	Aa_G117980.h1.t1
OG0002256	El003G167250	Aa_G244660.h1.t1
OG0002257	El003G163270	Aa_G419830.h1.t1
OG0002257	El003G163280	Aa_G517320.h1.t1
OG0002258	El002G117560	Aa_G216370.h1.t1
OG0002258	El006G296290	Aa_G15180.h1.t1
OG0002259	El003G145880	Aa_G179430.h1.t1
OG0002261	El003G145190	Aa_G604730.h1.t1, Aa_G604720.h1.t1
OG0002262	El003G144880	Aa_G402110.h1.t1
OG0002263	El003G143360	Aa_G406830.h1.t1
OG0002263	El006G320120	Aa_G91750.h1.t1
OG0002264	El003G142130	Aa_G138020.h1.t1
OG0002265	El003G189110	Aa_G245600.h1.t1
OG0002265	El001G045450	Aa_G247750.h1.t1
OG0002266	El007G357680	Aa_G150410.h1.t1
OG0002266	El002G129390	Aa_G438550.h1.t1
OG0002267	El003G176890, El003G180880	Aa_G79940.h1.t1
OG0002267	El005G266960	Aa_G199100.h1.t1
OG0002268	El005G264580	Aa_G543580.h1.t1
OG0002268	El003G175120	Aa_G523920.h1.t1
OG0002269	El003G174860	Aa_G479690.h1.t1
OG0002269	El005G263150	Aa_G518850.h1.t1
OG0002270	El005G262350	Aa_G413550.h1.t1
OG0002271	El005G260990	Aa_G603120.h1.t1
OG0002271	El003G173930	Aa_G346160.h1.t1
OG0002272	El003G172740	Aa_G551460.h1.t1
OG0002273	El006G282950	Aa_G16200.h1.t1
OG0002274	El006G284460	Aa_G100670.h1.t1
OG0002274	El001G031790	Aa_G349480.h1.t1, Aa_G349490.h1.t1
OG0002275	El006G284670	Aa_G100550.h1.t1
OG0002276	El006G284680	Aa_G100540.h1.t1
OG0002276	El001G031600	Aa_G349380.h1.t1
OG0002277	El001G029360	Aa_G345790.h1.t1
OG0002277	El006G286890	Aa_G230820.h1.t1
OG0002278	El001G028850	Aa_G461150.h1.t1
OG0002278	El006G287540	Aa_G145790.h1.t1
OG0002279	El005G237470	Aa_G111640.h1.t1
OG0002280	El001G013710	Aa_G192030.h1.t1
OG0002280	El001G057330	Aa_G552190.h1.t1
OG0002281	El001G013790	Aa_G191980.h1.t1
OG0002281	El001G057290	Aa_G751200.h1.t1
OG0002283	El007G324760	Aa_G37450.h1.t1, Aa_G910210.h1.t1
OG0002284	El002G083260	Aa_G105770.h1.t1
OG0002285	El002G136810	Aa_G134780.h1.t1
OG0002286	El002G085680	Aa_G134560.h1.t1
OG0002286	El007G360160	Aa_G89470.h1.t1
OG0002287	El002G087810	Aa_G79420.h1.t1
OG0002287	El006G300410, El006G300400	Aa_G154710.h1.t1
OG0002288	El006G301350	Aa_G359510.h1.t1
OG0002288	El002G088600	Aa_G469730.h1.t1
OG0002289	El002G090020, El002G090050	Aa_G310590.h1.t1, Aa_G310570.h1.t1
OG0002290	El002G091150	Aa_G368320.h1.t1
OG0002291	El003G149630	Aa_G58460.h1.t1
OG0002291	El006G312770	Aa_G290470.h1.t1
OG0002292	El001G066870	Aa_G621820.h1.t1
OG0002292	El005G235470	Aa_G553330.h1.t1
OG0002293	El005G236150	Aa_G14560.h1.t1
OG0002293	El001G065990	Aa_G236920.h1.t1
OG0002294	El001G065080	Aa_G96840.h1.t1
OG0002294	El005G236870	Aa_G42300.h1.t1
OG0002295	El001G064580	Aa_G539740.h1.t1
OG0002296	El001G064230	Aa_G79100.h1.t1
OG0002296	El005G237220	Aa_G111920.h1.t1
OG0002297	El001G064150	Aa_G162350.h1.t1
OG0002297	El005G237270	Aa_G111880.h1.t1
OG0002298	El005G237820	Aa_G220410.h1.t1, Aa_G1080630.h1.t1, Aa_G1080630.h2.t1, Aa_G416320.h1.t1, Aa_G47560.h1.t1
OG0002299	El001G050710	Aa_G146590.h1.t1
OG0002299	El005G240660	Aa_G51150.h1.t1
OG0002300	El005G242040, El007G345980, El007G345990	Aa_G47150.h1.t1
OG0002301	El005G242210	Aa_G47880.h1.t1
OG0002301	El007G346550	Aa_G382460.h1.t1
OG0002302	El006G293460	Aa_G531170.h1.t1
OG0002302	El001G023920	Aa_G14200.h1.t1
OG0002303	El004G233970	Aa_G410370.h1.t1
OG0002303	El002G099780	Aa_G606320.h1.t1
OG0002304	El002G100300, El004G233040	Aa_G457310.h1.t1, Aa_G65590.h1.t1
OG0002305	El004G232750	Aa_G336910.h1.t1
OG0002305	El002G100420	Aa_G377620.h1.t1
OG0002306	El002G100650	Aa_G103820.h1.t1
OG0002306	El004G232480	Aa_G444550.h1.t1
OG0002307	El002G102920	Aa_G308390.h1.t1
OG0002307	El004G226980	Aa_G721330.h1.t1, Aa_G721330.h2.t1
OG0002308	El002G105470	Aa_G60720.h1.t1
OG0002308	El004G229620	Aa_G418930.h1.t1
OG0002310	El002G106460	Aa_G272190.h1.t1
OG0002310	El004G230850	Aa_G121550.h1.t1
OG0002311	El002G109270	Aa_G562090.h1.t1
OG0002311	El004G221800	Aa_G189610.h1.t1
OG0002312	El004G221700	Aa_G221950.h1.t1
OG0002313	El004G220160	Aa_G283230.h1.t1
OG0002314	El002G112760	Aa_G61780.h1.t1
OG0002314	El004G217990	Aa_G7120.h1.t1
OG0002316	El004G209540	Aa_G316200.h1.t1
OG0002317	El002G090590	Aa_G197670.h1.t1
OG0002319	El002G084470	Aa_G6670.h1.t1
OG0002320	El001G001260	Aa_G67860.h1.t1
OG0002320	El002G083470	Aa_G325230.h1.t1
OG0002321	El005G248290	Aa_G40360.h1.t1
OG0002321	El001G068110	Aa_G388290.h1.t1
OG0002322	El001G077020, El001G078150	Aa_G170600.h1.t1
OG0002325	El005G249080	Aa_G374040.h1.t1
OG0002325	El002G141030	Aa_G109030.h1.t1
OG0002326	El005G249320	Aa_G176010.h1.t1
OG0002327	El002G139200	Aa_G504500.h1.t1
OG0002327	El005G250670	Aa_G56260.h1.t1
OG0002328	El005G252340	Aa_G32070.h1.t1
OG0002328	El002G137520, El002G137510	Aa_G465510.h1.t1
OG0002329	El005G255500	Aa_G82100.h1.t1
OG0002330	El005G255710, El002G133030	Aa_G808400.h2.t1, Aa_G808400.h1.t1, Aa_G808400.h3.t1, Aa_G133540.h1.t1
OG0002331	El005G259080	Aa_G161960.h1.t1
OG0002331	El002G135840	Aa_G370090.h1.t1
OG0002333	El003G148020	Aa_G144810.h1.t1
OG0002333	El005G273120	Aa_G384650.h1.t1
OG0002334	El005G279220	Aa_G627420.h1.t1
OG0002334	El003G155660	Aa_G18360.h1.t1
OG0002335	El002G136920	Aa_G568080.h1.t1
OG0002336	El005G252870	Aa_G241840.h1.t1
OG0002336	El002G136900	Aa_G568100.h1.t1
OG0002337	El001G022820	Aa_G608150.h1.t1
OG0002337	El006G294940	Aa_G354240.h1.t1
OG0002338	El001G027390	Aa_G287200.h1.t1
OG0002338	El006G289280	Aa_G431200.h1.t1
OG0002339	El006G287990	Aa_G238630.h1.t1, Aa_G124080.h1.t1
OG0002340	El001G015300	Aa_G656910.h1.t1
OG0002340	El004G214490	Aa_G318740.h1.t1, Aa_G99280.h1.t1, Aa_G207630.h1.t1
OG0002341	El001G005430	Aa_G455650.h1.t1
OG0002345	El002G109230	Aa_G487300.h1.t1, Aa_G487300.h2.t1
OG0002348	El005G279150	Aa_G194670.h1.t1
OG0002348	El003G155500	Aa_G44630.h1.t1
OG0002349	El003G155320	Aa_G387130.h1.t1
OG0002349	El005G278880	Aa_G815050.h1.t1
OG0002350	El003G154580	Aa_G2790.h1.t1
OG0002351	El006G317660	Aa_G537780.h1.t1
OG0002351	El003G152290	Aa_G591260.h1.t1
OG0002352	El006G317030	Aa_G310070.h1.t1
OG0002352	El003G151730	Aa_G33000.h1.t1
OG0002353	El003G147220	Aa_G452780.h1.t1, Aa_G395550.h1.t1
OG0002354	El006G295420	Aa_G24810.h1.t1
OG0002355	El004G209620	Aa_G316160.h1.t1
OG0002355	El005G240150	Aa_G5080.h1.t1
OG0002356	El002G092510	Aa_G160940.h1.t1
OG0002356	El004G204590	Aa_G656780.h1.t1
OG0002357	El001G029440	Aa_G345860.h1.t1
OG0002357	El002G093460	Aa_G563970.h1.t1
OG0002358	El002G098690	Aa_G117670.h1.t1, Aa_G115580.h1.t1
OG0002359	El002G098550	Aa_G393290.h1.t1
OG0002359	El001G037270	Aa_G323270.h1.t1
OG0002361	El003G191760	Aa_G733530.h1.t1
OG0002361	El001G042240	Aa_G437830.h1.t1
OG0002362	El001G042600	Aa_G27350.h1.t1
OG0002362	El003G191330	Aa_G495300.h1.t1
OG0002363	El001G043020	Aa_G34270.h1.t1
OG0002363	El003G190900	Aa_G744210.h1.t1
OG0002364	El004G214540	Aa_G686000.h1.t1
OG0002365	El004G211800	Aa_G321720.h1.t1
OG0002365	El003G183930	Aa_G280740.h1.t1
OG0002366	El002G096130	Aa_G319790.h1.t1
OG0002366	El004G196940	Aa_G327980.h1.t1
OG0002367	El007G335420, El003G158140	Aa_G232900.h1.t1
OG0002368	El006G288350	Aa_G723440.h1.t1
OG0002368	El001G028210	Aa_G562570.h1.t1
OG0002369	El006G288930	Aa_G144100.h1.t1
OG0002369	El006G288920	Aa_G144090.h1.t1
OG0002371	El005G245120	Aa_G324500.h1.t1
OG0002372	El005G246400	Aa_G743040.h1.t1
OG0002372	El001G076930	Aa_G170510.h1.t1
OG0002373	El001G075120	Aa_G386380.h1.t1
OG0002373	El005G247940	Aa_G5270.h1.t1
OG0002374	El007G344620	Aa_G161780.h1.t1
OG0002375	El003G161880	Aa_G494740.h1.t1
OG0002375	El007G342740	Aa_G84100.h1.t1
OG0002376	El003G158980	Aa_G29760.h1.t1
OG0002376	El007G341440	Aa_G247190.h1.t1
OG0002377	El007G338380	Aa_G184100.h1.t1
OG0002378	El003G157250	Aa_G512250.h1.t1
OG0002379	El003G158370, El007G334930	Aa_G197820.h1.t1
OG0002380	El007G325470	Aa_G20820.h1.t1
OG0002380	El001G072110	Aa_G195900.h1.t1
OG0002381	El001G073090	Aa_G635920.h1.t1
OG0002381	El007G326910	Aa_G75960.h1.t1
OG0002382	El001G073990	Aa_G76470.h1.t1
OG0002382	El007G329610	Aa_G620790.h1.t1
OG0002383	El007G364250	Aa_G385520.h1.t1
OG0002383	El003G168040	Aa_G339990.h1.t1
OG0002384	El007G361090, El003G165450	Aa_G479970.h1.t1, Aa_G245300.h1.t1
OG0002385	El001G004480	Aa_G42020.h1.t1
OG0002385	El003G164980	Aa_G586800.h1.t1
OG0002386	El003G163110	Aa_G419700.h1.t1
OG0002387	El006G318600	Aa_G253030.h1.t1
OG0002388	El006G318890	Aa_G288610.h1.t1
OG0002389	El003G141700	Aa_G236090.h1.t1, Aa_G487110.h1.t1
OG0002390	El006G295770	Aa_G52090.h1.t1
OG0002390	El002G119960	Aa_G16470.h1.t1
OG0002391	El001G009080	Aa_G88690.h1.t1
OG0002392	El003G164970	Aa_G586790.h1.t1
OG0002392	El001G004530	Aa_G41990.h1.t1
OG0002393	El003G178570	Aa_G413390.h1.t1
OG0002393	El005G268410	Aa_G380130.h1.t1
OG0002394	El003G177800	Aa_G66740.h1.t1
OG0002394	El005G267670	Aa_G284270.h1.t1
OG0002395	El005G267420	Aa_G26850.h1.t1
OG0002396	El005G264740	Aa_G543620.h1.t1
OG0002396	El003G175150	Aa_G291470.h1.t1
OG0002397	El003G191590	Aa_G266750.h1.t1
OG0002397	El001G042350	Aa_G27530.h1.t1
OG0002398	El006G279660	Aa_G13240.h1.t1
OG0002398	El001G035390	Aa_G163640.h1.t1
OG0002399	El001G035000	Aa_G236610.h1.t1
OG0002399	El006G280110	Aa_G206160.h1.t1
OG0002400	El006G281650	Aa_G196860.h1.t1
OG0002400	El001G033850	Aa_G33440.h1.t1
OG0002401	El006G282480	Aa_G17170.h1.t1
OG0002401	El001G033130	Aa_G57820.h1.t1
OG0002402	El006G282880	Aa_G16120.h1.t1
OG0002402	El001G032900	Aa_G48810.h1.t1
OG0002403	El004G226070	Aa_G342700.h1.t1
OG0002404	El006G285390	Aa_G125290.h1.t1
OG0002404	El001G055880	Aa_G46270.h1.t1
OG0002405	El004G204430	Aa_G67150.h1.t1, Aa_G67110.h1.t1
OG0002406	El001G059550	Aa_G15550.h1.t1
OG0002406	El001G046900	Aa_G490460.h1.t1
OG0002407	El001G011720	Aa_G252700.h1.t1
OG0002409	El007G325390, El007G325400	Aa_G20765.h1.t1, Aa_G20770.h1.t1
OG0002410	El001G019790	Aa_G52880.h1.t1
OG0002410	El007G323940	Aa_G23540.h1.t1
OG0002411	El002G101710	Aa_G278520.h1.t1
OG0002411	El004G224930	Aa_G366490.h1.t1
OG0002412	El002G082990	Aa_G94390.h1.t1
OG0002412	El001G000800	Aa_G425510.h1.t1
OG0002413	El001G000490, El002G083180	Aa_G299920.h1.t1
OG0002414	El002G085210	Aa_G135020.h1.t1
OG0002414	El001G003680	Aa_G189090.h1.t1
OG0002415	El002G086080	Aa_G400490.h1.t1
OG0002416	El007G359070	Aa_G519830.h1.t1
OG0002416	El002G086280	Aa_G341270.h1.t1
OG0002417	El006G299220	Aa_G148570.h1.t1
OG0002417	El002G087020	Aa_G286260.h1.t1
OG0002418	El006G300310	Aa_G154650.h1.t1
OG0002418	El002G087780	Aa_G79390.h1.t1
OG0002419	El002G089160	Aa_G22450.h1.t1
OG0002419	El006G302060	Aa_G470380.h1.t1
OG0002420	El006G305960	Aa_G504360.h1.t1
OG0002421	El002G090990	Aa_G151760.h1.t1
OG0002422	El007G337560	Aa_G149180.h1.t1
OG0002423	El005G236330	Aa_G71660.h1.t1
