Orthogroup	Erysimum_linariifolium	Eutrema_salsugineum
OG0002140	El002G121050	XP_006415102.1, XP_006415104.1
OG0002141	El003G176640	XP_006414854.1
OG0002141	El005G265930	XP_006418829.1
OG0002142	El001G035340	XP_006402316.1
OG0002142	El003G162780	XP_006397996.1
OG0002143	El006G279840	XP_006397990.1
OG0002144	El006G286500, El006G286490	XP_006411514.1, XP_006411515.1, XP_006411512.1
OG0002145	El006G287090	XP_006411474.1
OG0002145	El001G029530	XP_006402815.1
OG0002146	El001G013180	XP_006419110.1
OG0002146	El001G057700	XP_006400768.1
OG0002147	El007G331070, El007G331080	XP_006400901.1, XP_006400900.1
OG0002148	El007G331440	XP_006418898.1, XP_024012083.1
OG0002149	El007G327490	XP_024007071.1
OG0002150	El001G020150	XP_006404064.1
OG0002150	El007G323530	XP_006394452.1
OG0002151	El007G322920	XP_006393871.1
OG0002151	El005G276810	XP_024016490.1
OG0002152	El002G082860	XP_006418458.1, XP_006418459.1
OG0002153	El002G083030	XP_006418448.1
OG0002153	El001G000610	XP_006396249.2
OG0002154	El007G360140	XP_006403140.1
OG0002154	El002G085740	XP_006418189.1
OG0002155	El007G359650	XP_006403195.1
OG0002155	El002G086120	XP_006418152.1
OG0002157	El006G299850	XP_024003849.1
OG0002157	El002G087390	XP_006418050.1
OG0002158	El003G156540	XP_006413057.1
OG0002158	El003G156530	XP_006413056.1
OG0002159	El005G236860	XP_006408399.1
OG0002159	El001G065090	XP_006400157.1
OG0002160	El005G237760	XP_024015638.1
OG0002160	El001G063470	XP_006400287.1
OG0002161	El005G239230	XP_006395024.1
OG0002162	El005G265250	XP_006406005.2
OG0002162	El005G241270	XP_006407982.1
OG0002163	El005G242000	XP_006407911.1
OG0002164	El007G346030	XP_006395081.1
OG0002164	El005G242060	XP_006407905.1
OG0002165	El001G068190	XP_006399842.1
OG0002165	El005G243620	XP_006407762.1
OG0002166	El001G027410	XP_024012839.1
OG0002166	El006G289200	XP_006411294.1
OG0002167	El006G290320	XP_006411181.1
OG0002167	El006G290330, El006G290370, El006G290350	XP_006411180.1
OG0002168	El006G295090	XP_006410756.1
OG0002168	El001G022720	XP_006403811.1
OG0002169	El006G291560	XP_024003704.1
OG0002170	El002G100030	XP_006416859.1
OG0002170	El004G233510	XP_006389836.1
OG0002171	El002G100200	XP_006416841.1
OG0002171	El004G233240	XP_024008897.1
OG0002172	El002G100220	XP_006416840.1
OG0002172	El004G233220	XP_024011761.1
OG0002174	El002G103540	XP_024008473.1
OG0002174	El004G227500	XP_006390366.1
OG0002175	El004G229480	XP_006390180.1, XP_024008594.1
OG0002175	El002G105330	XP_006416345.1
OG0002176	El002G107680	XP_006416185.1
OG0002176	El002G107690	XP_006416184.1
OG0002177	El002G108210	XP_024008753.1
OG0002177	El004G222920	XP_006390811.1
OG0002178	El004G222120	XP_024010992.1
OG0002178	El002G108710	XP_024008598.1
OG0002179	El004G218050, El004G211970	XP_024008049.1, XP_006391242.2
OG0002179	El002G112740	XP_006415799.1
OG0002181	El003G148070	XP_006412226.2, XP_024005760.1, XP_006396490.1
OG0002182	El007G329620	XP_006394525.1
OG0002182	El002G097780, El002G097610	XP_006417079.1
OG0002183	El002G097090	XP_024009039.1
OG0002183	El001G040130	XP_024006721.1
OG0002184	El002G116610	XP_024005319.1
OG0002184	El002G095320	XP_024008383.1
OG0002185	El002G095300	XP_006417290.1
OG0002185	El004G198340	XP_006391910.1
OG0002186	El004G200250	XP_006392095.1
OG0002186	El002G093990	XP_024008658.1
OG0002187	El002G092580	XP_006417539.1
OG0002187	El005G243640	XP_006407761.1
OG0002188	El002G087750	XP_006415092.1
OG0002189	El005G246920	XP_006407452.1
OG0002190	El005G246030	XP_006407525.1
OG0002190	El001G077670	XP_006398937.1
OG0002191	El001G051810	XP_024007660.1
OG0002192	El001G058390	XP_006400721.1
OG0002193	El001G060150	XP_006400566.1
OG0002194	El002G141260	XP_006392577.1
OG0002194	El005G248840	XP_006407276.1
OG0002195	El005G249370	XP_024014918.1
OG0002195	El002G140570	XP_024006035.1
OG0002196	El003G172030	XP_006414417.1
OG0002196	El005G253460	XP_006406814.1
OG0002197	El005G254360	XP_006406731.1
OG0002197	El002G131660	XP_006393465.1
OG0002198	El005G255000	XP_006406666.1
OG0002198	El002G132290	XP_006393387.2
OG0002199	El005G255290	XP_006406642.1
OG0002199	El002G132350	XP_024006039.1
OG0002200	El005G273420	XP_006409469.1
OG0002201	El005G274290	XP_024016606.1
OG0002201	El005G274300	XP_024016576.1
OG0002202	El005G274610, El005G274620	XP_006412123.1
OG0002203	El001G076570	XP_006399024.1
OG0002203	El001G066470, El005G277210	XP_006409112.1
OG0002204	El003G153160	XP_024005499.1
OG0002204	El005G277590	XP_006409078.1
OG0002205	El002G134400	XP_006393182.1
OG0002206	El002G133890	XP_006393222.1
OG0002207	El003G172010	XP_006414584.2, XP_006414415.1
OG0002207	El003G172000	XP_006414587.1, XP_006414412.1
OG0002208	El001G028400	XP_006402921.1
OG0002209	El006G282980	XP_006397726.1
OG0002209	El001G032860	XP_006402532.1
OG0002210	El007G357870	XP_024004415.1, XP_006412298.1
OG0002213	El004G213490, El004G213580, El004G213480	XP_006391550.1
OG0002219	El005G278280	XP_006408900.1
OG0002219	El003G154520	XP_024004490.1
OG0002220	El003G153860	XP_024004609.1
OG0002221	El003G153730	XP_006412823.1
OG0002221	El005G278030	XP_006408874.2
OG0002222	El003G150310	XP_006412471.1
OG0002222	El001G052770	XP_006394798.1
OG0002223	El003G151970	XP_024005882.1
OG0002223	El001G015650	XP_024007881.1
OG0002224	El006G316730	XP_024014059.1
OG0002224	El003G151380	XP_006412579.1
OG0002225	El006G315160	XP_006405130.1
OG0002226	El008G370540, El003G148490	XP_006412283.1
OG0002226	El005G272910	XP_006409547.1
OG0002227	El005G274490	XP_006409326.1
OG0002228	El006G295710	XP_006410697.1
OG0002228	El002G119770	XP_006415206.1
OG0002229	El001G036150	XP_006398512.1
OG0002229	El002G099100	XP_006416949.1
OG0002230	El001G036960	XP_006395825.1
OG0002231	El001G039180	XP_006395650.1
OG0002231	El002G097200	XP_024008372.1
OG0002232	El001G040240	XP_006395602.1
OG0002232	El002G097100	XP_006417120.1
OG0002233	El001G044040	XP_024006709.1, XP_006395348.1
OG0002234	El003G189650	XP_006405598.1
OG0002234	El001G044400	XP_006395326.1
OG0002235	El004G216260	XP_006391434.1
OG0002236	El003G185480	XP_024014619.1
OG0002237	El003G184770	XP_006405958.1
OG0002237	El004G214050	XP_006391539.1
OG0002238	El004G194400	XP_024015262.1
OG0002238	El003G193230	XP_006405314.1
OG0002239	El004G198120	XP_006391870.1
OG0002239	El002G095430	XP_006417275.1
OG0002240	El007G334560	XP_006401230.1
OG0002240	El003G158530	XP_006413250.1
OG0002241	El001G081350	XP_006398642.1
OG0002241	El005G244200	XP_006407717.1
OG0002242	El005G245530	XP_006407596.1
OG0002242	El001G078550	XP_024011697.1
OG0002243	El003G173100	XP_024005121.1
OG0002243	El004G234460	XP_006389749.1
OG0002244	El005G247440	XP_006407415.1
OG0002245	El003G159480	XP_006413336.1
OG0002245	El007G342810	XP_024011838.1
OG0002246	El007G341880, El007G341840	XP_006401901.1
OG0002246	El007G341890, El007G341850	XP_006401902.1
OG0002247	El007G341700	XP_006401881.1
OG0002247	El003G159070	XP_006413303.1
OG0002248	El007G337910	XP_006401565.1
OG0002248	El003G157050	XP_006413097.1
OG0002249	El007G337230	XP_006401497.1
OG0002249	El003G157420	XP_024005263.1
OG0002250	El007G336210	XP_006401399.1
OG0002250	El003G157820	XP_024005403.1
OG0002251	El007G335860	XP_024011879.1
OG0002251	El003G158040	XP_006413183.1
OG0002252	El007G334040	XP_006401191.1
OG0002253	El001G068650	XP_006399795.1
OG0002253	El002G112860	XP_006415786.1
OG0002254	El001G060910	XP_006400503.1
OG0002254	El001G069200	XP_006399746.1
OG0002255	El001G051670	XP_024006829.1
OG0002255	El001G069520	XP_006399719.2
OG0002256	El007G363770	XP_006398242.1
OG0002256	El003G167250	XP_006414023.1
OG0002257	El003G163280	XP_006413672.1
OG0002258	El002G117560	XP_006415421.1
OG0002258	El006G296290	XP_024004138.1
OG0002259	El003G145880	XP_006412013.1
OG0002260	El001G010470, El003G184440, El003G162820, El003G184980, El003G184950, El003G185020	XP_006405173.1, XP_006405176.1, XP_006405179.2, XP_006405171.1, XP_006405168.2, XP_006405175.2, XP_024014014.1, XP_006405166.1, XP_006405169.1, XP_006413629.1, XP_006413632.1, XP_006413633.2
OG0002262	El003G144880	XP_006411909.1
OG0002262	El006G318710	XP_006404809.1
OG0002263	El003G143360	XP_006411774.1
OG0002263	El006G320120	XP_006404676.2
OG0002264	El003G142130	XP_006411658.2
OG0002265	El003G189110	XP_006405640.1
OG0002265	El001G045450	XP_006395281.1
OG0002266	El007G357680	XP_006403347.1
OG0002266	El002G129390	XP_006393606.1
OG0002267	El003G176890	XP_006414870.1
OG0002267	El005G266960	XP_024009232.1
OG0002268	El005G264580	XP_024014927.1
OG0002268	El003G175120	XP_024005665.1
OG0002269	El003G174860	XP_006414694.1
OG0002269	El005G263150	XP_006406101.1
OG0002270	El005G262350	XP_024015072.1
OG0002271	El005G260990	XP_006406202.1
OG0002271	El003G173930	XP_006414567.2, XP_006396034.2
OG0002272	El003G172740	XP_006414485.1
OG0002273	El001G032880	XP_006402530.1
OG0002273	El006G282950	XP_006397729.1
OG0002274	El006G284460	XP_006397605.1
OG0002274	El001G031790	XP_006402627.1
OG0002275	El006G284670	XP_006397594.1
OG0002276	El006G284680	XP_006397592.1
OG0002276	El001G031600	XP_006402637.1
OG0002277	El001G029360	XP_006402834.1
OG0002277	El006G286890	XP_006411487.1
OG0002278	El001G028850	XP_006402881.1
OG0002278	El006G287540	XP_006411441.1
OG0002279	El001G081630	XP_024012489.1, XP_006395895.2
OG0002279	El005G237470	XP_006408332.1
OG0002280	El001G013710	XP_006419090.1
OG0002280	El001G057330	XP_006400799.2
OG0002281	El001G013790	XP_006419086.1
OG0002281	El001G057290	XP_006400802.1
OG0002282	El007G330640	XP_006400863.1
OG0002282	El007G330630	XP_006400862.1
OG0002283	El007G324760	XP_006394041.2
OG0002284	El002G083260	XP_006418432.1
OG0002285	El002G086190	XP_006418558.1
OG0002286	El002G085680	XP_006418194.1
OG0002286	El007G360160	XP_006403136.1
OG0002287	El002G087810	XP_006418010.1
OG0002287	El006G300410, El006G300400	XP_006410325.1
OG0002288	El006G301350	XP_006410242.1
OG0002288	El002G088600	XP_006417946.1
OG0002289	El002G090020, El002G090050	XP_006417799.1, XP_024008212.1
OG0002290	El006G307480	XP_024015823.1
OG0002290	El002G091150	XP_006417691.1
OG0002291	El003G149630	XP_006412396.1
OG0002291	El006G312770	XP_024016002.1
OG0002292	El001G066870	XP_024012675.1
OG0002292	El005G235470	XP_006408522.1
OG0002293	El005G236150	XP_006408455.1
OG0002293	El001G065990	XP_006400066.1
OG0002294	El001G065080	XP_006400158.1
OG0002294	El005G236870	XP_006408398.1
OG0002295	El001G064580	XP_006400181.1
OG0002295	El005G237020	XP_006408384.1
OG0002296	El005G237220	XP_006408361.1
OG0002297	El001G064150	XP_024011859.1
OG0002298	El001G063320	XP_006400295.1
OG0002299	El001G050710	XP_024007328.1
OG0002299	El005G240660	XP_024014835.1
OG0002300	El005G242040	XP_006407908.1
OG0002300	El007G345980, El007G345990	XP_006395075.1
OG0002301	El005G242210	XP_024015614.1
OG0002301	El007G346550	XP_006395101.1
OG0002302	El006G293460	XP_006410887.1
OG0002302	El001G023920	XP_006403704.1
OG0002303	El004G233970	XP_024009748.1
OG0002303	El002G099780	XP_006416884.1
OG0002304	El002G100300	XP_006416829.2
OG0002304	El004G233040	XP_006389880.1
OG0002305	El004G232750	XP_024012471.1
OG0002305	El002G100420	XP_024008757.1
OG0002306	El002G100650	XP_006416793.1
OG0002306	El004G232480	XP_006389929.1
OG0002307	El002G102920	XP_006416573.1
OG0002307	El004G226980	XP_006390427.1
OG0002308	El002G105470	XP_006416334.1
OG0002308	El004G229620	XP_006390165.1
OG0002309	El002G106340	XP_006416256.1
OG0002309	El004G230680	XP_006390072.1
OG0002310	El002G106460	XP_006416241.1
OG0002310	El004G230850	XP_006390060.1
OG0002311	El002G109270	XP_006416046.1
OG0002311	El004G221800	XP_006390901.1
OG0002312	El004G221700	XP_006390919.1
OG0002313	El002G110910	XP_006415910.1
OG0002313	El004G220160	XP_006391056.1
OG0002314	El002G112760	XP_006415796.1
OG0002314	El004G217990	XP_006391250.1
OG0002315	El003G152630	XP_006412707.1
OG0002316	El004G209540	XP_006392480.1
OG0002318	El002G141270	XP_006392576.2
OG0002319	El002G084470	XP_006418305.1
OG0002320	El001G001260	XP_024009907.1
OG0002320	El002G083470	XP_006418415.2
OG0002321	El005G248290	XP_006407327.1
OG0002321	El001G068110	XP_006399849.1
OG0002322	El001G077020, El001G078150	XP_024012522.1
OG0002323	El005G263160, El001G069990, El001G082130	XP_024014859.1
OG0002325	El005G249080	XP_006407256.1
OG0002325	El002G141030	XP_006392589.1
OG0002326	El005G249320	XP_006407229.1
OG0002326	El002G140680	XP_006392617.1
OG0002327	El002G139200	XP_006392761.1
OG0002327	El005G250670	XP_006407088.1
OG0002328	El005G252340	XP_006406932.1
OG0002328	El002G137520, El002G137510	XP_006392894.1
OG0002329	El005G255500	XP_006406619.1
OG0002329	El002G132570	XP_006393359.1
OG0002330	El005G255710, El002G133030	XP_006393306.1
OG0002331	El005G259080	XP_006406322.1
OG0002331	El002G135840	XP_006393048.1
OG0002333	El003G148020	XP_006412228.1
OG0002333	El005G273120	XP_006409530.1
OG0002334	El005G279220	XP_006409006.1
OG0002334	El003G155660	XP_006412975.1
OG0002335	El002G136920	XP_024006290.1
OG0002336	El005G252870	XP_006406874.1
OG0002336	El002G136900	XP_006392943.2
OG0002337	El001G022820	XP_006403801.1
OG0002337	El006G294940	XP_024004143.1
OG0002338	El001G027390	XP_006403023.1
OG0002338	El006G289280	XP_006411286.1
OG0002339	El006G287990	XP_006411402.1
OG0002339	El001G028500	XP_006402910.1
OG0002340	El004G214490	XP_006409716.2
OG0002341	El001G005430	XP_024014028.1, XP_024009953.1, XP_024010525.1
OG0002341	El001G005420	XP_024010193.1
OG0002343	El001G016220, El001G016230, El006G306060	XP_024013370.1, XP_006404410.1
OG0002344	El007G335100	XP_024011173.1, XP_006401284.1
OG0002345	El002G109230	XP_024008163.1
OG0002348	El003G155500	XP_006412958.1
OG0002349	El003G155320	XP_006412940.1
OG0002349	El005G278880	XP_024016038.1
OG0002351	El006G317660	XP_006404903.1
OG0002351	El003G152290	XP_024004422.1
OG0002352	El006G317030	XP_006404968.1
OG0002352	El003G151730	XP_024005430.1
OG0002353	El003G147220	XP_006412140.1
OG0002354	El006G295420	XP_006410725.1
OG0002355	El004G209620	XP_006392477.1
OG0002355	El005G240150	XP_006408096.1
OG0002356	El004G204590	XP_006392319.2
OG0002357	El001G029440	XP_006402823.1
OG0002358	El002G098690	XP_006416987.1
OG0002359	El002G098550	XP_006417001.1
OG0002359	El001G037270	XP_006395802.1
OG0002361	El003G191760	XP_024014374.1
OG0002361	El001G042240	XP_024006691.1
OG0002362	El001G042600	XP_006395413.1
OG0002362	El003G191330	XP_006405491.1
OG0002363	El001G043020	XP_006395385.1
OG0002363	El003G190900	XP_024014780.1
OG0002364	El004G214540	XP_024009613.1
OG0002365	El004G211800	XP_024010596.1
OG0002365	El003G183930	XP_024006715.1
OG0002366	El002G096130	XP_006417213.1
OG0002366	El004G196940	XP_006391786.1
OG0002367	El007G335420	XP_024012117.1
OG0002367	El003G158140	XP_006413204.1
OG0002368	El006G288350	XP_006411373.1
OG0002368	El001G028210	XP_006402940.1
OG0002369	El006G288930	XP_024003777.1
OG0002369	El006G288920	XP_024003778.1
OG0002371	El005G245120	XP_024015502.1
OG0002371	El001G079260	XP_006398802.1
OG0002372	El005G246400	XP_024015337.1
OG0002372	El001G076930	XP_006398998.1
OG0002373	El005G247940	XP_006407365.1
OG0002374	El007G344620	XP_006402194.1
OG0002375	El003G161880	XP_006413562.1
OG0002375	El007G342740	XP_006401990.1
OG0002376	El003G158980	XP_006413299.1
OG0002376	El007G341440	XP_006401853.1
OG0002377	El003G156770	XP_006413074.1
OG0002378	El003G157250	XP_006413107.1
OG0002378	El007G337590	XP_006401538.1
OG0002379	El003G158370	XP_024004358.1
OG0002379	El007G334930	XP_006401263.1
OG0002380	El007G325470	XP_006394104.1
OG0002380	El001G072110	XP_006399478.1
OG0002381	El001G073090	XP_006399366.1
OG0002381	El007G326910	XP_006394252.1
OG0002382	El001G073990	XP_006399265.1
OG0002382	El007G329610	XP_024006999.1
OG0002383	El007G364250	XP_024010988.1
OG0002383	El003G168040	XP_006414096.1
OG0002384	El007G361090	XP_006398069.1
OG0002384	El003G165450	XP_006413874.1
OG0002385	El001G004480	XP_006396597.2
OG0002385	El003G164980	XP_006413825.1
OG0002386	El001G006050	XP_006396747.1
OG0002387	El003G144930	XP_006411914.1
OG0002387	El006G318600	XP_006404817.2
OG0002388	El003G144440, El006G318890	XP_006411887.2
OG0002389	El003G141700	XP_006411610.1
OG0002389	El006G295660, El006G295670	XP_006410701.2
OG0002390	El006G295770	XP_006403595.1, XP_006410691.1
OG0002390	El002G119960	XP_006415179.1
OG0002392	El003G164970	XP_006413823.1
OG0002392	El001G004530	XP_006396601.1
OG0002393	El005G268410	XP_006418678.1
OG0002394	El003G177800	XP_006414928.1
OG0002394	El005G267670	XP_006418746.1
OG0002395	El003G177520	XP_024004947.1
OG0002395	El005G267420	XP_006418765.2
OG0002396	El005G264740	XP_006406047.1
OG0002396	El003G175150	XP_024004714.1
OG0002397	El003G191590	XP_024014646.1
OG0002397	El001G042350	XP_006395444.1
OG0002398	El006G279660	XP_006398009.1
OG0002398	El001G035390	XP_006402312.1
OG0002399	El001G035000	XP_006402341.1
OG0002399	El006G280110	XP_006397967.1
OG0002400	El006G281650	XP_006397833.2
OG0002400	El001G033850	XP_024013022.1
OG0002401	El006G282480	XP_024010708.1
OG0002401	El001G033130	XP_006402503.1
OG0002402	El006G282880	XP_006397735.1
OG0002402	El001G032900	XP_024012912.1
OG0002403	El004G226070	XP_006390525.1
OG0002403	El002G102140	XP_006416645.1
OG0002404	El006G285390	XP_006397516.1
OG0002404	El001G055880	XP_006394664.1
OG0002406	El001G059550	XP_006400613.1
OG0002407	El001G011720	XP_006419135.1
OG0002408	El001G014100	XP_006419056.1
OG0002409	El007G325390, El007G325400	XP_006394100.2
OG0002410	El001G019790	XP_024013637.1
OG0002410	El007G323940	XP_006393965.1
OG0002411	El004G224930	XP_006390615.1
OG0002412	El002G082990	XP_024009079.1
OG0002412	El001G000800	XP_006396266.1
OG0002413	El002G083180	XP_006418437.1
OG0002414	El002G085210	XP_006418240.1
OG0002414	El001G003680	XP_006396527.1
OG0002415	El002G086080	XP_006418157.1
OG0002416	El007G359070	XP_006403234.1
OG0002416	El002G086280	XP_006418139.1
OG0002417	El006G299220	XP_024003830.1
OG0002417	El002G087020	XP_006418080.2
OG0002418	El006G300310	XP_006410331.1
OG0002418	El002G087780	XP_006418013.1
OG0002419	El002G089160	XP_006417882.1
OG0002419	El006G302060	XP_024003947.1
OG0002420	El006G305970	XP_006409812.1
OG0002420	El006G305960	XP_006409813.2
OG0002421	El006G306490	XP_006409753.1
OG0002421	El002G090990	XP_006417711.1
OG0002422	El007G337560	XP_006401534.1
OG0002422	El003G157280	XP_006413110.1
OG0002423	El005G236330	XP_006408441.1
OG0002423	El001G065800	XP_006400080.1
OG0002424	El001G065490	XP_006400112.1
OG0002424	El005G236560	XP_006408420.1
OG0002425	El005G236610	XP_006408416.1
OG0002425	El001G065410	XP_006400119.1
OG0002426	El005G236680	XP_006408413.1
OG0002426	El001G065300	XP_006400133.1
OG0002427	El005G237400	XP_006408340.1
OG0002427	El001G063900	XP_006400243.1
OG0002428	El005G238480	XP_024015519.1
OG0002428	El001G062490	XP_006400364.1
OG0002429	El002G089590	XP_006417840.1
OG0002429	El002G089600	XP_006417839.1
OG0002430	El005G243730	XP_006407756.1
OG0002430	El005G243680	XP_006407757.1
OG0002431	El001G026210	XP_006403472.1
OG0002432	El006G290530	XP_024004193.1
