Orthogroup	Erysimum_linariifolium	Brassica_napus
OG0001659	El001G074340	XP_013701877.1, XP_013740106.2, XP_013718935.1, XP_013674604.2
OG0001659	El001G074350	XP_048623159.1, XP_013740702.2, XP_013715609.1
OG0001660	El003G165470	XP_022573820.1, XP_013685679.2, XP_048607361.1, XP_013717432.1, XP_048618931.1, XP_013737522.2, XP_013655876.2, XP_013671139.1
OG0001660	El007G361310	XP_048619730.1, XP_013686929.2
OG0001661	El003G162720	XP_048618989.1, XP_013737618.2
OG0001662	El003G162590	XP_022572569.2, XP_013737607.2, XP_013671189.1, XP_013737976.2
OG0001662	El001G006950	XP_013684127.1, XP_013735521.1
OG0001663	El001G009340	XP_013732853.1, XP_013719671.1
OG0001663	El002G108000	XP_013697626.1, XP_013707149.1
OG0001664	El006G296600	XP_048636633.1, XP_048630438.1, XP_013691959.2
OG0001664	El002G116690	XP_013656808.2, XP_013736660.1, XP_013662467.1, XP_013706415.1
OG0001665	El006G296430	XP_013702626.1, XP_013734277.1, XP_013744635.1, XP_013744546.2, XP_013688645.1, XP_048629205.1, XP_048636627.1
OG0001666	El003G146370	XP_013642309.1, XP_013647211.1, XP_022561337.1, XP_013748827.1
OG0001666	El005G275280	XP_048619613.1, XP_013749089.1
OG0001667	El006G318730	XP_013746966.2, XP_048633613.1, XP_013660068.1, XP_013709681.2
OG0001667	El003G144850	XP_013655017.1, XP_048623210.1, XP_013706005.1
OG0001668	El003G144550	XP_013728961.2, XP_048623275.1, XP_013656594.1, XP_048607489.1, XP_013683960.2, XP_013722979.2
OG0001668	El006G318990	XP_048612296.1, XP_013746959.2
OG0001669	El006G320160	XP_013716869.2, XP_048612252.1, XP_013712491.2, XP_013660089.2
OG0001669	El003G143280	XP_013686335.1, XP_013656553.1
OG0001670	El003G142370	XP_013656675.2, XP_048606278.1, XP_013735494.2, XP_048633420.1, XP_013644912.1, XP_013706798.1
OG0001670	El006G321410	XP_013716916.1, XP_013743517.1
OG0001671	El002G124780, El002G124440, El002G124730, El002G124770, El001G011050, El002G124450	XP_013642764.1, XP_022575206.1
OG0001671	El001G010610	XP_013711204.2, XP_013735087.2
OG0001672	El002G113360	XP_013662505.1, XP_022559119.2, XP_022570676.1, XP_013654370.2, XP_048606842.1
OG0001672	El001G078210	XP_013668223.1, XP_048598588.1
OG0001674	El003G175400, El003G175480	XP_013656780.2, XP_013736680.1
OG0001674	El003G175390	XP_013742843.1, XP_013686752.2
OG0001675	El006G280900	XP_013752017.1, XP_013691265.1
OG0001675	El001G034380	XP_048609824.1, XP_013691007.2, XP_013660017.2, XP_013712406.1, XP_013652044.1, XP_022568111.1
OG0001676	El006G284130	XP_022554887.2, XP_013740640.1
OG0001676	El006G284140	XP_013752149.1, XP_013691400.1, XP_013748007.2, XP_013752148.2, XP_013690676.2
OG0001677	El001G030920	XP_022573598.1, XP_048620762.1, XP_048597229.1
OG0001677	El006G285630	XP_013688032.1, XP_048634716.1, XP_048608589.1, XP_048631767.1
OG0001678	El001G030430	XP_013710291.1, XP_013746379.1, NP_001302614.1, XP_013648332.2, XP_048597214.1, XP_013663681.1
OG0001678	El006G286170	XP_048609234.1, XP_022574669.2
OG0001679	El001G030140	XP_013714797.2, XP_048593051.1, XP_013663646.1, XP_048597209.1
OG0001679	El006G286530	XP_013687875.1, XP_048634692.1
OG0001681	El007G322640	XP_013686285.1, XP_048630029.1, XP_013713332.1, XP_013661318.1, XP_048595510.1
OG0001681	El001G021000	XP_048632362.1, XP_013671861.1
OG0001682	El001G003690	XP_013688543.1, XP_013685796.2
OG0001682	El002G085270	XP_013719342.2, XP_013698078.2, XP_013693874.2
OG0001683	El002G085930	XP_048613677.1, XP_013665611.2
OG0001683	El007G359900	XP_013681186.2, XP_013713831.1, XP_048595963.1, XP_013723659.1, XP_013733430.1, XP_048637434.1, XP_013705115.1
OG0001684	El007G358850	XP_048623496.1, XP_013661736.2
OG0001684	El002G086400	XP_013666489.1, XP_013695093.1, XP_013720515.1, XP_022547246.2
OG0001685	El002G086440	XP_013664817.2, XP_013697441.2, XP_013666481.2
OG0001685	El007G358840	XP_013707361.2, XP_048595939.1
OG0001686	El006G298620	XP_013671322.1, XP_048634373.1, XP_013662713.1, XP_013748469.1
OG0001686	El002G086520	XP_013698395.1, XP_013666475.2, XP_022547250.2
OG0001687	El002G086780	XP_048594309.1, XP_013720551.2
OG0001687	El006G298910	XP_013683446.1, XP_013734217.1, XP_013744454.2, XP_013672728.1, NP_001302682.1, XP_048611496.1
OG0001688	El002G088580	NP_001302971.1, XP_013666634.1
OG0001688	El006G301300	XP_013747195.2, XP_013655085.1, XP_013751311.2
OG0001689	El002G089050	XP_013696460.1, XP_048621586.1, XP_013657522.2, XP_013716287.1
OG0001689	El006G301830	XP_013670312.1, XP_013748791.2
OG0001690	El006G302210	XP_048633826.1, XP_013662686.1
OG0001690	El002G089250	XP_013716118.1, XP_048597886.1, XP_013693427.2, XP_013664541.2
OG0001691	El002G089550	XP_048599467.1, XP_013722018.2, XP_048621417.1, XP_013716296.2
OG0001691	El006G302730	XP_048611478.1, XP_013752431.1, XP_048636816.1
OG0001693	El006G304340	XP_048610092.1, XP_013744181.1, XP_013643837.1, XP_013647701.2
OG0001693	El002G090180	XP_013687124.1, XP_048613831.1, XP_013716262.2
OG0001694	El001G064040	XP_048604871.1, XP_048602377.1, XP_048625051.1, XP_048598201.1
OG0001694	El005G237330	XP_013732337.2, XP_048636200.1, XP_048595748.1, XP_048601959.1
OG0001695	El002G091360	XP_013716167.1, XP_013672626.2, XP_048613852.1, XP_013641059.2, XP_048622211.1, XP_013657623.1
OG0001695	El005G239120	XP_048614524.1, XP_022576195.1
OG0001696	El001G048900, El001G048880, El001G048930, El005G239930	XP_048595310.1, XP_048631617.1, XP_048625639.1, XP_048601828.1, XP_013643884.1, XP_022543442.2
OG0001697	El005G241980	XP_048606096.1, XP_048632268.1
OG0001698	El006G289880	XP_013734565.2, XP_013734567.2, XP_013692480.2, XP_013748039.1
OG0001698	El001G027000	XP_013672162.1, XP_013655921.1
OG0001699	El001G024180	XP_013702295.2, XP_013647934.2
OG0001699	El006G293060	XP_013689026.2, XP_013744743.1, XP_048629494.1, XP_048611058.1
OG0001700	El004G232690	XP_048591687.1, NP_001302579.1, XP_013650257.1
OG0001700	El002G100440	XP_013662682.1, XP_013641649.2
OG0001701	El002G104700	XP_013642253.1, XP_048638479.1
OG0001701	El003G173760, El004G228940	XP_013676746.2, XP_048626308.1, XP_013693488.1, XP_013702029.2, XP_013717916.1
OG0001702	El004G229990	XP_013650081.2, XP_013672878.1, XP_013681462.2, XP_013648715.2
OG0001702	El002G105830	XP_013642333.2, XP_013671983.1
OG0001703	El002G106380	XP_048618701.1, XP_013665647.2, XP_013728287.1, XP_013722103.2, XP_013695253.2, XP_048612759.1
OG0001703	El004G230710	XP_013720187.2, XP_013681290.1
OG0001704	El002G108030	XP_013725988.3, XP_048612572.1
OG0001704	El004G223270	XP_013692713.1, XP_013702561.1, XP_013750054.2, XP_013691745.2
OG0001705	El002G108510	XP_048618657.1, XP_013653340.1, XP_048614923.1, XP_013738222.2
OG0001705	El004G222390	XP_048591825.1, XP_048616068.1, XP_013675556.2, XP_013717433.3
OG0001706	El002G112950, El002G112970	XP_013654422.1
OG0001707	El002G115910	XP_013718096.1, XP_013652985.2
OG0001708	El001G051270	XP_013643975.1, XP_013643803.2, XP_048604004.1, XP_048629447.1, XP_048602180.1
OG0001709	El007G327720	XP_013721085.1, XP_048637860.1
OG0001709	El001G017610	XP_013705072.2, XP_048621862.1
OG0001710	El002G105730	XP_048612726.1, XP_013642307.1, XP_048618259.1, XP_013653405.1
OG0001710	El004G229910	XP_022544700.2, XP_048616859.1, XP_013650086.2
OG0001711	El005G253350	XP_013736338.1, XP_013653353.1, XP_048635720.1, XP_013640028.1, XP_013749588.2
OG0001711	El003G172250	XP_013737067.2, XP_013742920.1
OG0001712	El002G133790	XP_013720622.1, XP_022569593.1
OG0001712	El005G256560	XP_013741069.2, XP_013690475.1, XP_048634896.1, XP_022575307.2, XP_022555918.1
OG0001713	El002G134030	XP_048621622.1, XP_013735859.2
OG0001713	El005G257030	XP_013641420.2, XP_013732006.2, XP_048635392.1, XP_013724580.2, XP_013672847.1
OG0001714	El005G258420	XP_013684932.1, XP_048632499.1, XP_013673318.1, XP_013652602.1, XP_048629581.1
OG0001714	El002G135210	XP_048637774.1, XP_013700940.1, XP_013752521.1, XP_048636971.1
OG0001715	El005G267860	XP_013640632.2, NP_001302638.1
OG0001717	El004G214140, El004G214220, El004G214070, El004G214160, El004G214100, El004G214200	XP_013639937.2, XP_022576081.2, XP_013667413.2, XP_048614375.1, XP_022575251.2, XP_048630495.1, XP_048635185.1, XP_013651053.2, XP_013749224.2, XP_048624477.1
OG0001718	El001G016030	XP_013710357.2
OG0001719	El005G273500, El005G273510, El005G273520, El005G273550	XP_013641977.1
OG0001721	El002G096670	XP_013708264.1, XP_013695566.2
OG0001721	El003G184570, El007G365880, El002G096660	XP_013697379.2, XP_013711662.2
OG0001722	El007G335670, El007G335690	XP_048607055.1
OG0001723	El001G004600	XP_048610553.1, XP_013726744.1
OG0001724	El006G301780	XP_013643553.1, XP_013702600.1
OG0001724	El006G314560, El006G314530	XP_048608011.1, XP_048609947.1, XP_013722533.1, XP_013647174.2, XP_048631017.1
OG0001725	El001G062350	XP_013680849.2, XP_013713967.2
OG0001727	El007G334200	XP_048617292.1, XP_048602477.1
OG0001729	El001G039480	XP_013665756.2, XP_013710500.1
OG0001730	El003G155650	XP_013703625.2, XP_013671688.1, XP_013708148.1, XP_013654918.2
OG0001731	El003G153010	XP_022572716.1, XP_048619194.1, XP_013752152.1, XP_013686556.2
OG0001731	El003G153030	XP_048601291.1, XP_013686452.2, XP_048620604.1, XP_013706175.2
OG0001732	El003G152950	XP_013651758.1, XP_048594494.1, XP_048637064.1, XP_013691177.2, XP_048601288.1
OG0001732	El005G277410	XP_013700834.1, XP_013670083.2
OG0001733	El003G152490	XP_013705079.2, XP_048619209.1
OG0001733	El006G317790	XP_022545484.2, XP_013743851.2, XP_013664096.1, XP_013712372.1
OG0001734	El003G152110	XP_013671286.2, XP_048601253.1
OG0001734	El006G317370	XP_013743866.1, XP_013743761.2, XP_022547054.2, XP_048620981.1
OG0001735	El005G272490	XP_013729268.2, XP_013706468.1, XP_048607103.1, XP_013736695.1
OG0001735	El003G148740, El003G148760	XP_013738411.1, XP_022561916.1
OG0001736	El003G146930	XP_013752023.2, XP_013670577.1
OG0001736	El005G274740	XP_048590998.1, XP_048607153.1
OG0001737	El006G296070	XP_048636602.1, XP_013738471.2
OG0001737	El002G118060	XP_013661818.1, XP_013644564.1, XP_013690715.1, XP_048621546.1
OG0001738	El006G295730	XP_048629158.1, XP_048610518.1
OG0001739	El002G092450	XP_013696917.1, XP_013640984.2, XP_013716475.2, XP_013714517.1, XP_048622260.1, XP_013657702.1
OG0001740	El004G203330	XP_013723598.1, XP_048630380.1, XP_013661679.1
OG0001740	El002G092970	XP_048597813.1, XP_022569927.1
OG0001741	El002G093360	XP_013645792.1, XP_013640918.1, XP_013750792.2, XP_013657759.1
OG0001741	El004G202310	XP_048626079.1, XP_048595841.1
OG0001742	El005G268840	XP_013650838.2, XP_022571438.1
OG0001742	El005G268820	XP_013655146.2, XP_013732313.1, XP_013655147.2
OG0001743	El002G094250	XP_013645433.2
OG0001743	El004G199730	XP_013717942.1, XP_048626040.1, XP_013692629.1, XP_013652994.2, XP_013718650.2
OG0001744	El003G192150	XP_013746842.1, XP_013687070.1, XP_013642458.1, XP_013647795.1
OG0001744	El001G041620	XP_013672569.2, XP_013644695.2, XP_048625575.1, XP_013710168.2
OG0001745	El001G042400	XP_013697883.1, XP_048628266.1
OG0001745	El003G191560	XP_048618057.1, XP_013644646.1
OG0001746	El001G043710	XP_048631467.1, XP_013665671.2, XP_048618110.1, XP_013691524.2, XP_013696036.1, XP_013720770.1
OG0001747	El001G045970	XP_013647433.1, XP_013705140.2, XP_013665652.1
OG0001748	El003G187020	XP_013725637.1, XP_022571029.2
OG0001748	El004G217060	XP_013652261.2, XP_013649198.2, XP_013731637.2, XP_013676387.2
OG0001749	El004G194370	XP_048625962.1, XP_013661531.2
OG0001749	El003G193300	XP_013743471.2, XP_013738161.2, XP_048621855.1, XP_013700758.2, XP_048592921.1
OG0001750	El004G195950	XP_013661580.1, XP_013653823.1, XP_013748067.1, XP_013733382.1
OG0001751	El005G247460	XP_013708119.2, XP_013750094.1, XP_013747497.1, XP_048607596.1
OG0001751	El003G156450, El001G075450	XP_013722495.1, XP_013723781.2
OG0001752	El004G211750	XP_048613108.1, XP_013657638.1, XP_048605723.1
OG0001753	El005G248070	XP_013696601.1, XP_048632343.1, XP_013647045.1, XP_013714732.1, XP_013731743.1, XP_013749954.1
OG0001753	El001G074890	XP_013715251.2, XP_013743190.1
OG0001754	El007G343080	XP_048630245.1, XP_013679250.2
OG0001754	El003G159540	XP_048619448.1, XP_048619432.1, XP_013705978.2
OG0001755	El003G158780	NP_001302761.1, XP_048619620.1, XP_013739930.1, XP_013642061.1
OG0001755	El006G315970	XP_013701145.2, XP_013717761.1, XP_048603489.1
OG0001756	El007G340320	XP_013709460.1, XP_013726816.2, XP_013650229.1, XP_013715579.2
OG0001756	El003G156210	XP_013741593.1, XP_013705511.2
OG0001757	El003G157800	XP_022550514.2, XP_013741880.1
OG0001758	El001G060870	NP_001303163.1, XP_013663200.1, XP_013694024.1, XP_013676043.1
OG0001758	El001G068930	XP_013668027.1, XP_013667990.1
OG0001759	El001G073810	XP_048623138.1
OG0001759	El007G329790	XP_048605215.1
OG0001760	El003G169340	XP_022572489.1, XP_048620269.1
OG0001760	El007G366270	XP_013697560.2, XP_013706874.1, XP_013714556.1, XP_013726258.2, XP_048628768.1, XP_013677272.1
OG0001761	El007G364130	XP_048603838.1, XP_013674984.1
OG0001761	El003G167880	XP_048632813.1, XP_048618906.1, XP_013654782.2, XP_013696020.2, XP_048607237.1
OG0001762	El007G363880	XP_013670710.2, XP_013681748.2, XP_022548497.2, XP_048624955.1
OG0001763	El003G165920	XP_048607335.1, XP_048629080.1, XP_048607355.1, XP_013734335.1, XP_048627611.1, XP_048627600.1, XP_048633185.1, XP_048633236.1, XP_013660901.1
OG0001763	El003G175420, El003G175500	XP_013715774.1
OG0001764	El003G163540	XP_013717144.2, XP_013685736.1, XP_048594762.1, XP_013653198.1, XP_013662114.1, XP_013734021.2
OG0001765	El001G007810, El001G007780, El001G007820, El001G007770, El001G007760, El001G007800	XP_048624547.1, XP_022571202.2, XP_013695346.2, XP_048631998.1
OG0001766	El001G008940	XP_013695299.1, XP_013685968.1
OG0001767	El004G223720	XP_013649515.1, XP_013672388.1, XP_013691396.1, XP_013691688.1
OG0001768	El006G298420	XP_013744497.2, XP_048631122.1, XP_013748485.1, XP_013642136.2, XP_013733554.1, XP_013669895.3
OG0001768	El002G113690	XP_013653238.1, XP_022568200.2, XP_013655116.1, XP_013681316.1
OG0001769	El005G275440	XP_013749080.1, XP_013742016.1
OG0001769	El003G146140	XP_013643636.1, XP_048601039.1, XP_013748967.1, XP_022561806.1
OG0001770	El001G019980	XP_013698278.1, XP_013749393.1, XP_013686877.2, XP_013745455.1, XP_013748571.2, XP_013702327.1
OG0001771	El006G319370	XP_013688350.1, XP_048633604.1, XP_048597461.1, XP_013711418.1
OG0001771	El003G144250	XP_013656582.2, XP_013685559.1
OG0001772	El003G142020	XP_013704563.1, XP_013671426.3, XP_013685721.2, XP_013656752.2
OG0001772	El004G218570	XP_013688620.1, XP_013676446.2, XP_013649140.1, XP_013652250.1, XP_048591977.1
OG0001773	El007G341130	XP_013688310.1, XP_013701595.2, XP_013713920.2, XP_048610145.1
OG0001773	El006G296940	XP_013734259.1, XP_048608434.1, XP_013691992.1, XP_013744889.2
OG0001774	El007G358320, El007G358310	XP_048592625.1, XP_048618401.1, XP_048614710.1, XP_048596089.1
OG0001775	El003G163690	XP_013731863.2, XP_048596554.1, XP_013737546.2, XP_013717191.3
OG0001775	El001G005410	XP_013714463.1, XP_013662026.2
OG0001776	El007G362870	XP_022570111.1, XP_048618306.1, XP_048618304.1, XP_013746992.1
OG0001777	El001G002220	NP_001302511.1, XP_048625512.1
OG0001777	El003G191080	XP_013743301.1, XP_013731307.2
OG0001778	El006G280150	XP_048631837.1
OG0001778	El001G035120	XP_013731562.1, XP_013671900.2, XP_013741765.1, XP_013711679.1, XP_013716806.2
OG0001779	El001G034890	XP_048616270.1, XP_013749432.2, XP_013707844.2
OG0001779	El006G280240	XP_013676491.1, XP_013688595.2, XP_013687838.1, XP_022574697.1
OG0001780	El006G283390	XP_013680818.1, XP_013740645.2, XP_013752129.1, XP_022570769.1
OG0001780	El001G032300	XP_013712129.1, XP_013710609.2, XP_048616191.1, XP_013652032.1
OG0001781	El001G031750	XP_048634272.1, XP_048609631.1
OG0001781	El006G284390	XP_013734771.3, XP_013683856.1, XP_022574269.1, XP_022574277.2
OG0001782	El001G030630	XP_022560874.2, XP_048592462.1
OG0001782	El006G285860	XP_013717462.1, XP_013646880.1, XP_013687858.1
OG0001783	El001G059850	XP_013681957.2, XP_048627740.1, XP_048626653.1, XP_013731033.2, XP_013667314.1, XP_013736400.1, XP_013721994.3
OG0001784	El007G323780	XP_013653495.1, XP_013686189.1, XP_013741699.1, XP_013709904.1
OG0001784	El001G020010	XP_013691392.2, XP_013691297.2
OG0001785	El001G000510	XP_048595104.1, XP_013731267.2
OG0001785	El002G083170	NP_001302697.1, NP_001302842.1, XP_013730447.1, XP_013673054.2
OG0001786	El002G083400	XP_013697748.2, XP_013665589.1
OG0001786	El001G001170	XP_013660546.2, XP_048595124.1, XP_013735319.2, XP_013684344.2
OG0001787	El001G002210	XP_013731963.2, XP_013722757.1
OG0001787	El002G084070	XP_013695284.1, XP_013666380.1, XP_013677275.1, XP_013670381.1
OG0001788	El001G002680	XP_013740786.2, XP_048607039.1
OG0001788	El002G084350	XP_013710421.2, XP_013660316.1, XP_013719188.1, XP_013697897.1
OG0001789	El001G003060	XP_013698067.2, XP_013722742.1
OG0001790	El006G301050	XP_013675707.2, XP_013744309.1
OG0001790	El002G088450	XP_013660628.2, XP_013737650.1
OG0001791	El006G301610	XP_013748740.2, XP_048636788.1
OG0001792	El006G302590	XP_048610279.1, XP_048636810.1, XP_013731160.2, XP_048609914.1
OG0001792	El002G089480	XP_013664536.2, XP_013697137.2
OG0001793	El002G089670	XP_013697462.2, XP_013687154.2, XP_022564225.1, XP_013657545.1
OG0001793	El006G302910	XP_013683286.1, XP_013683512.1
OG0001794	El002G089960	XP_022563226.1, XP_013657551.1, XP_013687137.2, XP_048613821.1, XP_048597865.1
OG0001794	El006G303680, El006G303660	XP_013747161.1, XP_013747154.2
OG0001795	El001G065270	XP_048607935.1, XP_048626614.1, XP_013667613.2, XP_013720921.2
OG0001796	El005G237440	XP_013740876.2, XP_013745020.2, XP_048636211.1, XP_048614220.1
OG0001796	El001G063800	XP_013649806.1, XP_048602384.1
OG0001797	El001G063270	XP_048607978.1, XP_048627015.1
OG0001797	El005G237880	XP_048602275.1, XP_013682587.2, XP_013740880.2, XP_013745024.2
OG0001798	El001G051500	XP_048591107.1, XP_013646003.2
OG0001798	El005G241040	XP_048632244.1, XP_048606075.1, XP_048618029.1, XP_022558795.2, XP_013695907.3
OG0001799	El001G049640	XP_048591148.1, XP_013643918.1
OG0001799	El005G241060	XP_013735920.2, XP_013684470.2, XP_022558650.2, XP_048636069.1
OG0001800	El005G241570	XP_048600827.1, XP_013696865.1, XP_013714337.2
OG0001800	El001G062020	XP_048624987.1, XP_048599119.1
OG0001801	El007G346960	XP_013660747.1, XP_048625620.1, XP_013699479.1, XP_013677954.2
OG0001801	El005G242280	XP_013750643.2, XP_013706277.1
OG0001802	El004G216120, El004G216130, El004G216110, El004G216100, El004G216150, El004G216160	XP_013741469.1, XP_013741465.2, XP_013741466.1, XP_013716188.2, NP_001302912.1, XP_013647256.1, XP_013701069.2
OG0001803	El006G294330	XP_013687590.1, XP_013744678.2, XP_013734362.2, XP_013644452.1
OG0001803	El001G023460	XP_048616992.1, XP_013663112.1, XP_013663246.2
OG0001804	El004G233300	XP_048617591.1, XP_013727020.1
OG0001804	El002G100180	XP_048603925.1, XP_013641677.1, XP_013692610.2, XP_048597649.1, XP_013709928.1
OG0001805	El004G232290	XP_048617545.1, XP_048592358.1
OG0001805	El002G100830	XP_013641620.1, XP_013660461.1, XP_013712542.1, XP_013731235.2
OG0001806	El002G101400	XP_013712191.2, XP_048597614.1, XP_013641560.1, XP_013744571.2, XP_013712315.2, XP_013682970.1
OG0001807	El006G295230	XP_013658313.2, XP_013682056.1, XP_013740515.1
OG0001807	El002G103790	XP_013673003.1, XP_013739837.2
OG0001808	El004G228880	XP_013717974.1, XP_013702663.2
OG0001808	El002G104630	XP_013642036.2, XP_013642037.2, XP_013729979.3, XP_013730004.1
OG0001809	El004G221530	XP_048617250.1, XP_013725761.1
OG0001809	El002G109610	XP_013666516.1, XP_048592687.1, XP_013729680.2, XP_013698111.2, XP_013662861.1
OG0001810	El002G111250	XP_013721740.1, XP_013651577.2, XP_013695692.1, XP_013646765.2, XP_048606754.1, XP_013685278.3
