Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_Rawat
OG0003568	El001G077700	AL7G50050
OG0003568	El001G009050	AL6G44170
OG0003569	El002G141360	AL1G64370
OG0003572	El003G174520, El003G174510	AL7G41310
OG0003573	El006G293020	AL4G33840
OG0003573	El004G196440	AL2G12310
OG0003574	El001G063110	AL6G28840
OG0003575	El001G061150	AL6G30700, AL6G30710
OG0003576	El002G090400	nbis-gene-47
OG0003583	El007G357620, El003G154620	AL3G53090
OG0003584	El003G154180, El003G153460	AL7G22920
OG0003585	El003G182090, El003G183010	AL3G39190
OG0003585	El001G026820	AL5G36830
OG0003586	El003G152580	AL7G21660
OG0003586	El006G317910	AL4G13950
OG0003587	El006G313900	AL4G17320
OG0003589	El003G148340	AL310U10010, AL7G17140
OG0003590	El005G274530	AL3G50130
OG0003591	El004G202710	AL1G20910
OG0003592	El004G199930	AL2G15250
OG0003592	El004G199960	AL2G15260
OG0003593	El001G037450, El003G182800	AL5G11550
OG0003594	El001G037810	AL5G11930
OG0003594	El002G098340	AL1G26300
OG0003595	El001G043690	AL5G18120
OG0003595	El001G043680	AL5G18110
OG0003596	El003G187890	AL7G51630
OG0003596	El001G046470	AL5G20370
OG0003597	El002G096260	AL1G24330
OG0003598	El005G244210, El005G247230, El005G244360	AL3G20300
OG0003599	El005G246300	AL3G22420
OG0003599	El005G246290	AL3G22410
OG0003600	El001G037870	AL5G11970
OG0003600	El005G247010	AL3G23010
OG0003601	El005G248140	AL3G23980
OG0003603	El003G156160	AL7G24750
OG0003603	El007G339770	AL8G28070
OG0003604	El003G156650	AL7G25240
OG0003605	El001G034500	AL5G44970
OG0003606	El003G157880	AL7G26350
OG0003606	El007G336130	AL8G31600
OG0003607	El001G069590	AL6G22680
OG0003608	El002G090490, El001G044200	AL1G18110
OG0003609	El001G071780	AL6G20710
OG0003609	El001G071770	AL6G20720
OG0003610	El007G325770	AL8G42060
OG0003611	El003G168280	AL7G36000
OG0003612	El003G168110	AL7G35850, AL3G37850
OG0003613	El001G051290	AL6G38480, AL1G54410
OG0003614	El002G113570	AL1G41430
OG0003614	El002G113650	AL1G41520
OG0003615	El002G114610	AL1G42580
OG0003615	El006G297820	AL4G29740
OG0003616	El003G146430	AL7G15290
OG0003617	El001G009770	AL6G43400
OG0003618	El001G023880	AL5G21410, AL5G34180
OG0003619	El005G246180	nbis-gene-687
OG0003620	El007G361340	AL8G15040
OG0003620	El007G361320	AL8G15050
OG0003621	El007G361550	AL8G14810
OG0003622	El007G365390	AL8G11800
OG0003623	El001G062750	AL6G29060
OG0003624	El003G169790	AL7G37400
OG0003624	El007G366570	AL8G10530
OG0003625	El006G280470	AL4G46930
OG0003625	El005G274000	AL3G49500
OG0003626	El001G034530	AL5G45010
OG0003627	El006G282540	AL4G44960
OG0003628	El006G284160	AL4G43550
OG0003629	El006G284370	AL4G43350
OG0003630	El001G031520	AL5G41980
OG0003630	El006G284860	AL4G42820
OG0003631	El005G265570, El005G265500, El001G059130	AL6G32480
OG0003632	El007G343000, El002G098660	AL1G48800
OG0003633	El001G020730	AL5G30790
OG0003633	El007G322930	AL8G44680
OG0003634	El003G167460, El001G020760	AL5G30830
OG0003635	El001G021630	AL5G31810
OG0003635	El007G322090	AL8G45520
OG0003636	El002G083240	AL1G10840
OG0003636	El001G000900	AL6G52040
OG0003637	El001G002970	AL6G50640
OG0003637	El002G084550	AL1G12240
OG0003638	El002G084960	AL1G12600
OG0003638	El001G003420	AL6G50160
OG0003639	El003G149670	AL7G18660
OG0003639	El006G313240	AL4G18230
OG0003640	El005G235450	AL3G10590
OG0003640	El001G066940	AL6G25290
OG0003641	El005G239960	AL3G15480
OG0003642	El001G050250	AL6G39160
OG0003642	El005G240480	AL3G16170
OG0003643	El006G290050	AL4G37250
OG0003644	El004G234610	AL2G41630, AL2G41620
OG0003645	El002G100580	AL2G39560
OG0003646	El002G102610	AL1G30880
OG0003647	El002G103530	AL1G31830
OG0003648	El002G107480	AL1G35880
OG0003649	El002G112560	AL1G40390
OG0003649	El004G218240	AL2G26540
OG0003650	El001G029850	AL5G40030
OG0003651	El006G300090	AL7G20520
OG0003651	El002G096770	AL1G24840
OG0003652	El002G088680	AL1G16310
OG0003652	El002G088690	AL1G16320
OG0003653	El002G087930	AL1G15590
OG0003654	El002G087890	AL1G15560
OG0003655	El001G064060	AL6G27900
OG0003657	El005G248430	AL3G24300
OG0003659	El007G329110	AL653U10010
OG0003660	El003G184940	AL8G34650
OG0003660	El007G333020	AL7G45810
OG0003661	El001G021280	AL5G31440
OG0003661	El007G322410	AL8G45160
OG0003662	El001G016040	AL5G25720
OG0003662	El007G331900	AL8G35700
OG0003663	El004G220850	AL2G28810
OG0003663	El002G110260	AL1G38730
OG0003664	El007G343910, El007G330030	AL8G37520
OG0003665	El004G224360	AL1G29560
OG0003666	El004G233990, El001G041640	AL2G22300, AL8G25550
OG0003667	El005G249000	AL2G30990, AL3G24820
OG0003668	El005G249540	AL3G25540, AL3G27280
OG0003669	El002G139990	AL1G63070
OG0003670	El005G250290	AL3G26360
OG0003671	El005G251830	AL3G29360
OG0003672	El005G253910	AL3G53130
OG0003672	El003G171420	AL7G38810
OG0003673	El005G267570	AL3G39820, AL4G17820
OG0003674	El005G269300	AL3G41820
OG0003674	El007G349420	AL8G21020
OG0003675	El002G090740	AL1G18420
OG0003675	El007G335800, El007G335780	AL8G31980
OG0003676	El005G272290	AL3G45960
OG0003676	El003G148940	AL7G17790
OG0003678	El005G258550	AL3G34530
OG0003679	El006G295160, El001G022670	AL5G32930
OG0003680	El001G022770	AL5G33080
OG0003681	El001G024330	AL5G34650
OG0003681	El006G292840	AL4G34010
OG0003682	El001G027400	AL5G37420
OG0003683	El001G022320	AL5G32480
OG0003685	El001G025300	nbis-gene-1362
OG0003685	El001G025290	AL5G35570
OG0003686	El004G229970	nbis-gene-607
OG0003686	El002G133820	nbis-gene-878
OG0003687	El004G202260, El004G202220	AL2G17210
OG0003687	El004G202300	AL2G17270
OG0003690	El006G312980	AL5G17800, AL5G17760, AL5G17790
OG0003691	El003G169190	nbis-gene-1826
OG0003695	El003G150290	AL7G19320
OG0003695	El003G155560	AL7G24230
OG0003696	El003G152960	AL7G22020
OG0003697	El001G013080, El003G148350	AL5G22860, AL7G17190
OG0003698	El003G147520	AL7G16300
OG0003699	El002G123130	AL1G49060
OG0003700	El003G171100	AL7G38440
OG0003701	El001G037000	AL5G11210
OG0003702	El001G041120	nbis-gene-1213
OG0003703	El004G216220	AL2G24900
OG0003703	El003G186760	AL7G52790
OG0003704	El004G197840, El004G197850	AL2G13250
OG0003704	El004G197870	AL2G13270
OG0003705	El006G288580	AL4G38830
OG0003707	El007G344380	AL8G24230
OG0003708	El007G336480	AL8G31210
OG0003709	El007G335260	AL8G32490, AL239U10010, AL2G30930
OG0003710	El001G068380	AL6G23940
OG0003711	El003G169450	AL7G37110
OG0003711	El003G169460	AL7G37120
OG0003712	El003G165530	AL7G33610
OG0003713	El007G360720	AL8G15580
OG0003713	El003G165060	AL7G33170
OG0003714	El003G163210	AL7G31260
OG0003715	El001G007570	AL6G45870
OG0003716	El001G027980	AL1G49030, AL5G38000
OG0003717	El001G001540, El001G001550	AL6G52030, AL6G52670
OG0003719	El001G080010	AL6G12170
OG0003720	El002G095820	AL1G23670
OG0003721	El001G007620	AL6G45770, AL6G45780
OG0003722	El003G178290	AL9U10830
OG0003723	El003G175230, El003G175250	AL7G41980
OG0003724	El005G259690	AL3G35540
OG0003724	El003G172570	AL7G39790
OG0003725	El005G269620	AL3G42280
OG0003726	El006G312590, El006G280400	AL5G30070, AL6G40800, AL4G46990
OG0003727	El006G281930	AL4G45430
OG0003727	El001G033590	AL5G44120, AL5G44110, AL5G43940
OG0003728	El006G284870	AL4G42810
OG0003729	El006G284900	AL4G42780
OG0003730	El001G029490	AL5G39640
OG0003731	El001G079670	AL6G12940
OG0003731	El002G128310	AL3G38450
OG0003732	El007G331650	AL8G35970
OG0003732	El007G331660	AL8G35960
OG0003733	El002G086130	AL1G13830
OG0003733	El007G359350	AL8G16560, AL8G16440
OG0003734	El007G359210	AL8G16720
OG0003735	El007G358890, El001G010570	AL8G17040, AL6G41710
OG0003736	El006G299330	AL4G28210
OG0003737	El006G299060	AL120U10020, AL7G46580, AL4G28510, AL7G46610
OG0003738	El006G300670	AL4G26950
OG0003738	El002G088040	AL1G15680
OG0003740	El006G301570	AL4G26010
OG0003740	El002G088760	AL1G16400
OG0003741	El006G306400	AL4G22650
OG0003741	El006G306420	AL4G22670
OG0003742	El006G299580	AL4G27970
OG0003742	El006G309290	AL4G20060
OG0003743	El005G236230	AL6G26380, AL3G11320
OG0003744	El003G192560, El003G192530	AL7G48070, AL7G48050
OG0003745	El001G051440	AL6G38310
OG0003746	El005G241380, El001G061500	AL3G17060
OG0003747	El005G242510	AL3G18500, AL3G18560
OG0003748	El005G243270	AL3G19180
OG0003749	El005G243510	AL3G19430
OG0003750	El001G026760, El007G340930, El007G346650	AL5G36800
OG0003751	El002G083880	AL1G11530
OG0003752	El002G101430	AL1G29590
OG0003753	El004G231040	AL2G38150
OG0003754	El002G109620	AL1G38010
OG0003755	El002G111400	AL1G38980
OG0003755	El002G124110	AL1G50130
OG0003756	El003G160390	AL7G28860
OG0003756	El003G160400	AL7G28870
OG0003758	El003G143660, El006G319850	AL4G11920
OG0003759	El002G098800	AL1G26770
OG0003760	El002G132800	AL1G55810
OG0003760	El002G092360	AL1G20080
OG0003761	El002G087460	AL1G15060
OG0003762	El006G298920	AL4G28690
OG0003763	El002G085980	AL1G13720
OG0003764	El002G083510	AL1G11110
OG0003764	El001G001270	AL6G52390
OG0003765	El001G065470	AL6G26760
OG0003766	El001G065320	AL6G26890
OG0003767	El001G056630, El001G056640	AL6G30600, AL6G34700
OG0003768	El007G327670	AL3G51140, AL8G39970
OG0003769	El007G333250	AL8G34390
OG0003771	El001G016590	AL5G26480
OG0003771	El007G332790	AL8G34910
OG0003772	El003G148850	AL7G17670
OG0003772	El001G012730	AL5G22610
OG0003773	El004G220290	AL2G28340
OG0003775	El004G231870	AL2G38830
OG0003776	El004G232230	AL2G39230
OG0003777	El004G232430	AL2G39440
OG0003777	El002G120410	AL1G47190
OG0003778	El005G257350	AL3G33330
OG0003779	El005G258280	AL219U10010, AL3G34180
OG0003780	El005G259400	AL3G35320
OG0003780	El002G136210, El002G138590	AL1G59650
OG0003781	El004G229710	AL6G30340
OG0003781	El001G015180	AL3G39140
OG0003782	El001G023550	AL5G33790
OG0003782	El005G270090	AL3G42760
OG0003783	El003G183120	AL7G44410
OG0003783	El005G270730	AL3G43370
OG0003784	El002G140750	AL1G63740
OG0003785	El002G140430	AL1G63480
OG0003786	El002G136320	AL1G59730
OG0003787	El002G133960	AL1G57220
OG0003788	El001G024740	AL5G35050
OG0003789	El001G025900	AL8G13370
OG0003790	El001G027590	AL5G37610
OG0003791	El001G028020	AL5G38050
OG0003791	El006G288470	AL4G38930
OG0003792	El001G028380	AL5G38460
OG0003794	El002G136080	AL1G61330
OG0003795	El006G319620	AL4G12130
OG0003796	El001G006690, El001G006680, El001G006700	AL6G46950
OG0003797	El002G109660	AL1G38040, AL1G36730
OG0003798	El002G104740	AL1G33380
OG0003798	El002G104730	AL1G33370
OG0003799	El004G219600	AL2G27680
OG0003799	El002G111780	AL1G39660
OG0003801	El007G322750	AL8G44860
OG0003802	El007G328490	AL8G39020
OG0003803	El003G166310	AL7G34450
OG0003804	El006G305550	AL4G21910
OG0003805	El007G349020, El007G349040	AL8G21180
OG0003806	El001G057960	AL6G33530
OG0003807	El007G330040	AL8G37510
OG0003810	El001G019190	AL5G28960, AL5G29030, AL5G29040
OG0003811	El001G064270	AL6G27700
OG0003812	El003G193330	AL7G47400
OG0003813	El003G192090	AL7G48570
OG0003823	El003G155710	AL7G24360
OG0003824	El003G151330	AL7G20430
OG0003826	El007G353010, El005G275890	AL5G12330
OG0003826	El001G046160	AL4G21670
OG0003827	El003G147780	AL7G16570
OG0003827	El005G273690	AL8G21250, AL3G52630
OG0003828	El002G118350	AL1G49190
OG0003829	El006G295440	AL4G31670
OG0003829	El002G118820	AL1G49410
OG0003830	El004G210620	AL1G64960
OG0003831	El002G092930	AL1G20580
OG0003833	El004G203630, El006G302240	AL136U10020, AL4G25280
OG0003834	El002G089010, El004G194060	AL2G10280, AL7G47120
OG0003835	El002G095930	AL1G23810
OG0003835	El004G197110	AL2G12700
OG0003836	El001G080990	AL6G11350
OG0003837	El001G072400	AL6G20060
OG0003838	El007G342680	AL8G25670
OG0003838	El007G342690	AL8G25630
OG0003839	El007G338050	AL8G29630
OG0003840	El002G136220, El007G336560	AL8G31120
OG0003841	El003G158090	AL7G26570
OG0003842	El001G068810	AL6G23510
OG0003843	El001G070120	AL6G22200
OG0003844	El007G364530	AL8G12250
OG0003845	El003G167640	AL7G35540
OG0003846	El003G161350	AL7G29670
OG0003847	El003G161320	AL7G29660
OG0003848	El002G121670	AL1G48170
OG0003849	El002G122160	AL1G48420
OG0003850	El002G129350	AL1G53330
OG0003851	El002G115880	AL1G43680
OG0003852	El003G146310	AL7G15160
OG0003853	El003G144530	AL7G13210
OG0003854	El003G186110	AL7G46620
OG0003855	El001G011330	AL1G52440, AL6G42080
OG0003856	El002G127870	AL2G26160, AL2G26170, AL1G52210
OG0003857	El001G014040	AL5G23710
OG0003857	El007G356450	AL8G19320
OG0003858	El007G356430	AL8G19340
OG0003858	El002G134500	AL1G57840
OG0003859	El001G007350	AL6G46240
OG0003859	El001G007360	AL6G46230
OG0003860	El006G283830, El003G177510	AL7G43510
OG0003860	El006G284360	AL4G43900
OG0003861	El002G127060, El007G363460	AL8G13340
OG0003861	El007G363630, El007G363540	AL8G13190
OG0003862	El007G364550	AL8G12270
OG0003863	El007G366830	AL8G10300
OG0003864	El001G034980, El004G210450	AL5G45550
OG0003865	El006G281280	AL4G46050
OG0003866	El006G283090	AL4G44430
OG0003867	El001G081450	AL6G10880
OG0003868	El007G330230	AL8G37280
OG0003869	El007G330440	AL8G37090, AL8G37100
OG0003870	El007G330550	AL8G37010
OG0003871	El007G330920, El003G168030	AL8G36620
OG0003872	El001G000730	AL6G52820
OG0003873	El006G305470, El001G001780	AL6G51750
OG0003874	El001G003320	AL6G50290
OG0003875	El002G085940	AL1G13680
OG0003876	El006G300780	AL4G26840
OG0003877	El004G213330	AL7G25610
OG0003877	El003G157100	AL7G25600
OG0003878	El005G241520	AL3G17290
OG0003879	El005G242540	AL3G18570
OG0003881	El004G233430	AL2G40490
OG0003881	El002G100070	AL1G28160
OG0003882	El002G102400	AL1G30660
OG0003883	El002G092180, El002G092190	AL1G19910
OG0003884	El002G111410	AL1G38970
OG0003885	El003G159770	AL7G28260
OG0003885	El007G343550	AL8G24840
OG0003886	El006G317220	AL4G14490
OG0003886	El003G152070	AL7G21140
OG0003887	El002G098900	AL1G26870
OG0003888	El005G239490	nbis-gene-656
OG0003888	El001G048940, El001G048480, El001G048390, El001G048500, El001G007510	nbis-gene-1641, nbis-gene-1642
OG0003889	El002G091670	AL1G19350
OG0003890	El006G301020	AL4G26650
OG0003891	El001G065530	AL6G26700
OG0003893	El005G238640	AL3G13950
OG0003893	El001G062410	AL6G29470
OG0003894	El001G049460	AL6G39540, AL1G50890
OG0003894	El001G049470	AL6G39530
OG0003895	El001G028520	AL7G46690
OG0003896	El007G345400	AL8G23210
OG0003896	El004G218410	AL2G26690
OG0003897	El001G076240	AL6G15910
OG0003898	El002G139110, El001G077330	AL6G14720
OG0003899	El003G189420	AL3G41810, AL6G37550
OG0003900	El007G324380	AL8G43350
OG0003901	El001G017330	AL5G27130
OG0003901	El007G328080	AL8G39470
OG0003902	El001G016490	AL5G26310
OG0003903	El003G143200	AL7G11840
OG0003904	El004G229440	AL2G36660
OG0003905	El004G229350	AL2G36560
OG0003907	El004G228710	AL2G35920
OG0003907	El004G228720	AL2G35930
OG0003908	El004G232310	AL2G39320
OG0003909	El004G232910	AL2G40020
OG0003910	El002G102260	AL1G30490, AL3G26490
OG0003911	El002G121650, El005G250850	AL3G26880
OG0003912	El005G251770	AL3G27700
OG0003912	El002G138790, El002G138800	AL1G61490
OG0003913	El005G252380	nbis-gene-708
OG0003914	El002G136930	AL1G60430
OG0003915	El005G256450	AL3G32420
OG0003916	El005G244550	AL3G20530
OG0003916	El005G257300	AL3G33210
OG0003917	El005G257960	AL3G33910
OG0003918	El005G258460	AL3G34460, AL3G34450
OG0003919	El005G260130, El005G260120	AL3G35880
OG0003920	El005G261980	AL3G37160
OG0003921	El005G277930	AL3G48780
OG0003921	El001G010650	AL6G42620
OG0003922	El002G138830	AL1G61950
OG0003922	El002G138820, El002G138150	AL1G61940
OG0003923	El002G131360	AL1G54490
OG0003924	El001G022070	AL7G47860, AL5G32260
OG0003925	El001G026090, El001G026110	AL5G36340, AL5G36320
OG0003926	El001G033030	AL5G43400
OG0003929	El003G173950, El004G214310, El002G132440, El002G132420, El002G132450, El002G132480, El002G132470	AL1G55370
OG0003930	El002G108250	AL1G36590
OG0003930	El002G083190	AL1G10800
OG0003931	El003G190630	AL7G49920
OG0003931	El002G101730	AL1G29930
OG0003933	El001G045520, El001G045480	AL5G19480, AL5G19560
OG0003935	El001G074590	AL6G17430
OG0003948	El003G153200	AL7G22290
OG0003949	El003G152380	AL7G21500
OG0003950	El002G119370	AL1G46130
OG0003951	El003G171290	AL7G38650
OG0003952	El004G208810	AL1G65760
OG0003954	El001G037080	AL5G11270
OG0003955	El001G037990	AL5G12550
OG0003956	El006G281780	AL355U10020, nbis-gene-1167, AL4G45560
OG0003957	El001G042480	AL5G16940
OG0003958	El003G185620	AL7G46300
OG0003959	El006G288760	AL4G38610, AL4G34380
OG0003960	El001G077960	AL6G14220
OG0003961	El005G246350	AL3G22470
OG0003961	El001G076980	AL6G15140
OG0003962	El005G246960	AL3G22950
OG0003963	El004G196090	AL2G11840
OG0003964	El007G363500, El007G363420	AL8G13320
OG0003965	El007G343350	AL8G25000
OG0003966	El007G340700	AL8G27280
OG0003967	El001G069310	AL6G23000
OG0003968	El001G069960	AL6G22340
OG0003969	El001G070190	AL6G22130
OG0003970	El001G071170	AL6G21300
OG0003970	El001G054240	AL6G36640
OG0003971	El001G073170	AL6G19240, AL5G33000
OG0003972	El003G176150	AL3G21620
OG0003972	El001G074140	AL6G17950
OG0003973	El007G366340	AL8G10850
OG0003974	El001G023050	AL5G33410
OG0003974	El003G167920	AL7G35690
OG0003975	El003G165180	AL7G33270
OG0003977	El005G253780, El001G023710	AL5G33990
OG0003978	El002G114880	AL7G41530, AL1G42780
OG0003980	El003G145670	AL7G14520
OG0003981	El003G145570	AL7G14400
OG0003982	El003G144470, El003G144460	AL7G13320
OG0003983	El006G319730	AL4G12000
OG0003984	El001G009100	AL6G44120
OG0003985	El007G360560, El007G360450, El007G360580, El007G360700, El007G360670, El007G360590, El007G360630	AL8G15630
OG0003985	El001G005210	AL6G48260
OG0003986	El007G363850	AL8G13020
OG0003986	El007G363840	AL8G13030
OG0003987	El005G268810	AL3G41170
OG0003987	El003G179200	AL9U11400
OG0003988	El003G175110	AL7G41840
OG0003989	El003G172580	AL7G39800
OG0003990	El001G042100	AL5G16460
OG0003990	El003G192200	AL7G48460
OG0003991	El001G034490	AL5G44960
OG0003991	El006G280840	AL4G46560
OG0003992	El006G281040	AL181U10040, AL4G46330
OG0003993	El007G335230, El001G033280	AL1G53560, AL5G43630
OG0003994	El002G110220	AL1G38650
OG0003994	El004G221010	nbis-gene-568
OG0003995	El006G284750	AL4G42940
OG0003996	El006G285040	AL4G42650
OG0003997	El001G081790	AL6G10480
OG0003997	El005G243960	AL3G19870
OG0003998	El001G080800	AL6G11560
OG0003999	El005G245710	AL3G21700, AL491U10020
OG0004000	El003G188780, El007G330620	AL8G36940
OG0004000	El001G014270	AL5G23940
OG0004001	El007G331770	AL8G35820
OG0004002	El007G327020	AL8G40610, AL386U10010
OG0004003	El006G306660	AL4G21520
OG0004004	El001G001100	AL6G52210
OG0004005	El006G301720	AL4G25850, AL283U10030
OG0004006	El006G306610	AL5G38330
OG0004007	El005G239460	AL3G14830
OG0004008	El005G239920	AL3G15440
OG0004009	El002G131510	AL1G54720
OG0004010	El005G243340	AL3G19260
OG0004011	El006G289360	AL4G37960
OG0004011	El001G027300	AL5G37300
OG0004012	El006G289820	AL4G37520
OG0004013	El001G027010	AL5G37060
OG0004014	El002G125970	AL2G22150, AL1G51320
OG0004015	El006G290820	AL4G36500
OG0004016	El006G290520	AL4G36790
OG0004018	El001G072100	AL6G20360
OG0004019	El006G291550	AL4G35910
OG0004021	El001G021930	AL5G32090
OG0004021	El006G291700	AL4G35770
OG0004022	El006G316040	AL4G15890
OG0004024	El002G100390	AL1G28520, AL1G28540
OG0004025	El002G108530	AL1G37010
OG0004026	El003G159820	AL7G28310
OG0004026	El007G343860	AL8G24620
OG0004027	El003G159370	AL7G27910
OG0004027	El007G342600	AL8G25740
OG0004028	El003G158940	AL7G27530
OG0004029	El007G339350	AL8G28460
OG0004030	El006G316910	AL4G14880
OG0004031	El006G295150	AL4G31930
OG0004031	El006G295140	AL4G31940
OG0004032	El006G321730	AL4G10060
OG0004033	El002G095690	AL1G23470
OG0004033	El004G197900	AL2G13290
OG0004034	El004G196330	AL1G21240
OG0004035	El002G090300, El002G090470	AL1G18090, AL1G17870
OG0004036	El007G351360	AL8G19870
OG0004037	El005G267930, El002G084680, El005G260270	AL1G12360, AL1G12370
OG0004038	El001G065340	AL6G26880
OG0004039	El001G051280	AL6G38490
OG0004040	El001G049260	AL6G39700
OG0004042	El001G047880, El001G047840, El001G047860	AL6G40620, AL6G40630
OG0004043	El007G346060, El005G269110	AL8G22790
OG0004044	El001G077130	AL6G15010
OG0004046	El001G056370	AL6G34960
OG0004046	El001G018500	AL5G28340
OG0004047	El001G056430	AL6G34900
