Orthogroup	Erysimum_linariifolium	Camelina_sativa
OG0002113	El001G048600, El001G048980, El001G048580, El001G048950, El001G048440, El001G048520, El006G307580	XP_019100054.1, XP_019085726.1, XP_019090030.1, XP_010495546.1, XP_010454974.1, XP_019097151.1, XP_019084259.1
OG0002114	El003G156360	XP_010448088.1, XP_010433327.1, XP_010438564.1
OG0002114	El007G339520	XP_010442920.1, XP_010482754.1, XP_010445889.1
OG0002115	El003G157470	XP_010433431.1, XP_010438688.1, XP_010448203.1
OG0002115	El007G337190	XP_010449106.1, XP_010443119.1, XP_010482932.1
OG0002116	El007G336630	XP_010449724.1, XP_010482998.1, XP_010443182.1
OG0002116	El003G157700	XP_010438715.1, XP_010448230.1, XP_010433455.1
OG0002117	El001G068620	XP_010419876.1, XP_010453367.1, XP_010492055.1
OG0002117	El002G112830	XP_010499189.1, XP_010462922.1, XP_010478041.1
OG0002118	El001G052280	XP_010454927.1, XP_010493842.1
OG0002118	El001G069930	XP_010491906.1, XP_010419745.1, XP_010453214.1
OG0002119	El001G071180	XP_010422814.1, XP_010453110.1, XP_010491752.1
OG0002119	El001G054300	XP_010493741.1, XP_010421345.1, XP_010454823.1
OG0002120	El001G056460	XP_010454648.1, XP_010421164.1, XP_010493480.1
OG0002120	El001G073230	XP_010491489.1
OG0002121	El007G328990, El007G329010	XP_010483867.1, XP_010457733.1, XP_010444008.1
OG0002121	El001G074490	XP_010423224.1, XP_010452689.1, XP_010491336.1
OG0002122	El007G366550	XP_010481330.1, XP_010494975.1, XP_010441467.1
OG0002122	El003G169760	XP_010449628.1, XP_010440017.1, XP_010434680.1
OG0002123	El007G363710	XP_010494667.1, XP_010441699.1, XP_010481558.1
OG0002123	El003G167170	XP_010449418.1, XP_010434467.1, XP_010439772.1
OG0002124	El007G363370	XP_010481593.1, XP_010441733.1, XP_010494641.1
OG0002124	El003G167020	XP_010439755.1, XP_010449392.1, XP_010434447.1
OG0002125	El003G165630	XP_010439609.1, XP_010434312.1, XP_010449215.1
OG0002125	El007G361500	XP_010494514.1, XP_010481723.1, XP_010441841.1
OG0002126	El001G004750	XP_010422414.1, XP_010431656.1, XP_010455854.1
OG0002126	El003G164790	XP_010449093.1, XP_010434201.1, XP_010439496.1
OG0002127	El001G007950	XP_010455507.1, XP_010422046.1, XP_010435578.1
OG0002127	El003G161170	XP_010433859.1, XP_010439134.1, XP_010448654.1
OG0002128	El001G008460	XP_010455455.1, XP_010436881.1, XP_010421975.1
OG0002128	El002G120320	XP_010461093.1, XP_010478699.1
OG0002129	El001G009630	XP_010437905.1, XP_010421895.1, XP_010455379.1
OG0002129	El002G122170	XP_010499939.1, XP_010461218.1, XP_010478814.1
OG0002130	El004G208500	XP_010473882.1, XP_010418683.1, XP_010513116.1, XP_010513123.1, XP_010513117.1, XP_010473886.1, XP_019100798.1, XP_010418686.1
OG0002131	El001G002660	XP_010424664.1, XP_010456072.1, XP_010429262.1
OG0002131	El002G084390	XP_010501290.1, XP_019094934.1, XP_019094936.1, XP_010474848.1
OG0002132	El003G146700	XP_010432260.1, XP_010446908.1, XP_019087280.1
OG0002132	El005G275040	XP_010467531.1, XP_010514804.1, XP_010489389.1
OG0002133	El003G146650	XP_010432256.1, XP_010446906.1
OG0002133	El003G146550	XP_010437438.1, XP_010446891.1, XP_019092548.1, XP_019098667.1, XP_010496732.1, XP_010432242.1
OG0002134	El003G146150	XP_019086934.1, XP_019089544.1, XP_019086984.1
OG0002135	El003G145380	XP_010437301.1, XP_010432134.2, XP_010446741.1
OG0002136	El006G321450	XP_019098785.1, XP_010416863.1, XP_010429019.1
OG0002136	El003G142310	XP_010446401.1, XP_010436982.1, XP_010431836.1
OG0002137	El003G189310, El003G189280	XP_010441068.1, XP_010450800.1, XP_010435884.1
OG0002137	El003G189320	XP_010435881.1, XP_010441069.1, XP_010450799.1
OG0002138	El006G296960	XP_010504888.1, XP_010509767.1, XP_010516580.1
OG0002138	El006G296970	XP_010504887.1, XP_010516579.1, XP_010509768.1
OG0002139	El002G128630	XP_010500182.1, XP_010479072.1, XP_010500181.1, XP_010461472.1
OG0002139	El007G358090	XP_010442091.1, XP_010481919.1, XP_010494264.1
OG0002140	El001G009130	XP_019090384.1, XP_010437331.1
OG0002140	El002G121050	XP_019091269.1, XP_019094734.1, XP_019099355.1
OG0002141	El003G176640	XP_010450158.1, XP_019086906.1, XP_010495835.1
OG0002141	El005G265930	XP_010488465.1, XP_010466748.1
OG0002142	El001G035340	XP_010468894.1, XP_010413207.1, XP_010512702.1
OG0002142	El003G162780	XP_010448851.1, XP_010434002.1, XP_010439294.1
OG0002143	El006G279840	XP_010518517.1, XP_010506844.1, XP_010438534.1, XP_010507828.1
OG0002144	El006G286500	XP_010508559.1, XP_010517779.1, XP_010506082.1
OG0002144	El006G286490	XP_010506083.1, XP_010517780.1, XP_010508558.1
OG0002145	El006G287090	XP_010508620.1, XP_010517714.1, XP_010506011.1
OG0002145	El001G029530	XP_010507503.1, XP_010504739.1, XP_010516441.1, XP_010427698.1
OG0002146	El001G013180	XP_010412535.1, XP_010425889.1, XP_010503119.1
OG0002146	El001G057700	XP_010493354.1, XP_010421056.1, XP_010454528.1
OG0002147	El007G331070, El007G331080	XP_010483635.1, XP_010455652.1, XP_010443771.1
OG0002148	El007G331440	XP_019102259.1
OG0002149	El007G327490	XP_019093778.1, XP_010444187.1, XP_010484034.1
OG0002150	El001G020150	XP_010515375.1, XP_010503677.1, XP_010426552.1
OG0002150	El007G323530	XP_010444675.1, XP_010484524.1, XP_010464300.1
OG0002151	El007G322920	XP_010444735.1, XP_010464904.1
OG0002151	El005G276810	XP_010467662.1, XP_010489548.1, XP_010414323.1
OG0002152	El001G000740	XP_010456257.1, XP_010419617.1, XP_019088650.1
OG0002152	El002G082860	XP_010474803.1, XP_010479747.1, XP_010457078.1
OG0002153	El002G083030	XP_010474789.1, XP_010479876.1, XP_019091324.1
OG0002153	El001G000610	XP_010419593.1, XP_010427111.1, XP_010456274.1
OG0002154	El007G360140	XP_010481776.1, XP_010441950.1, XP_010494411.1
OG0002154	El002G085740	XP_010482711.1, XP_010475022.1, XP_010457410.1
OG0002155	El007G359650	XP_010494354.1, XP_010481829.1
OG0002155	El002G086120	XP_010457458.1
OG0002156	El006G298820	XP_010413901.1, XP_010469503.1, XP_010509916.1
OG0002156	El005G267200	XP_010513304.1, XP_010488513.1, XP_010466805.1
OG0002157	El006G299850	XP_010510869.1, XP_010417818.1, XP_010469602.1, XP_010414006.1, XP_010510028.1
OG0002157	El002G087390	XP_010475204.1, XP_010457604.1, XP_010484823.1
OG0002158	El003G156540	XP_010448100.1, XP_010433341.1, XP_010438583.1
OG0002158	El003G156530	XP_010456077.1, XP_010448103.1, XP_010433334.1, XP_010438580.1
OG0002159	El005G236860	XP_010499762.1, XP_010485582.1, XP_010463682.1
OG0002159	El001G065090	XP_010420310.1, XP_010453781.1, XP_010492508.1
OG0002160	El005G237760	XP_010510613.1, XP_010463793.1, XP_010485684.1, XP_010497370.1
OG0002160	El001G063470	XP_010453947.1, XP_010492704.1, XP_010420474.1
OG0002162	El005G265250	XP_010488438.1, XP_010512640.1, XP_010466710.1
OG0002162	El005G241270	XP_010464177.1, XP_010486099.1, XP_010436017.1
OG0002163	El005G242000	XP_010443909.1, XP_010464257.1, XP_010486197.1, XP_010464256.1, XP_010443791.1, XP_010486196.1
OG0002164	El007G346030	XP_010482201.1, XP_010442385.1, XP_010445977.2, XP_010440371.1
OG0002164	El005G242060	XP_010464266.1, XP_010444781.1, XP_010486205.1
OG0002165	El001G068190	XP_010492107.1, XP_010453428.1, XP_010419930.1
OG0002165	El005G243620	XP_010464465.1, XP_010489717.1, XP_010486395.1, XP_010462544.1
OG0002166	El001G027410	XP_010504496.1, XP_010516213.1, XP_010427419.1
OG0002166	El006G289200	XP_010508872.1, XP_010505766.1, XP_010517458.1
OG0002167	El006G290320	XP_010517307.1, XP_010509003.1
OG0002167	El006G290330, El006G290370, El006G290350	XP_010517306.1, XP_010509004.1, XP_010505631.1
OG0002168	El006G295090	XP_010516793.1, XP_010509549.1, XP_010505110.1
OG0002168	El001G022720	XP_010515698.1, XP_010503981.1, XP_010426853.1
OG0002169	El006G291560	XP_010509150.1, XP_010505503.1, XP_010517167.1
OG0002169	El001G024910	XP_019100329.1, XP_010427087.1, XP_010515936.1
OG0002170	El002G100030	XP_010497540.1, XP_010459132.1
OG0002170	El004G233510	XP_010429896.1, XP_010472867.1
OG0002171	El002G100200	XP_010476726.1, XP_010459157.1, XP_010497716.1
OG0002171	El004G233240	XP_010429866.1, XP_010417634.1, XP_010472832.1
OG0002172	El002G100220	XP_010459160.1, XP_010476727.1
OG0002172	El004G233220	XP_010429862.1, XP_010472827.1, XP_010417633.1
OG0002173	El004G232670	XP_010417540.1, XP_010429790.1, XP_010472763.1
OG0002174	El002G103540	XP_010459587.1, XP_010498338.1, XP_010477131.1
OG0002174	El004G227500	XP_010471596.1, NP_001290396.1, NP_001306958.1
OG0002175	El004G229480	XP_010416575.1, XP_010428720.1, XP_010471809.1
OG0002175	El002G105330	XP_010498548.1, XP_010459789.1
OG0002176	El002G107680	XP_010460013.1, XP_010498727.1, XP_010480599.1
OG0002176	El002G107690	XP_010498730.1
OG0002177	El002G108210	XP_010460075.1, XP_010477581.1, XP_010498791.1
OG0002177	El004G222920	XP_010471111.1, XP_010415801.1, XP_010427920.1
OG0002178	El004G222120	XP_010415735.1, XP_010427829.1, XP_010471046.1
OG0002178	El002G108710	XP_010498846.1, XP_010460124.1
OG0002179	El004G218050, El004G211970	XP_010415341.1
OG0002179	El002G112740	XP_010499181.1, XP_010460462.1, XP_010478023.1
OG0002181	El003G148070	XP_010460626.1, XP_010447091.1, XP_010432421.1, XP_010478207.1, XP_019097846.1
OG0002182	El007G329620	XP_010443939.1, XP_010457081.1, XP_010483790.1
OG0002182	El002G097780, El002G097610	XP_019090888.1, XP_010495663.1, XP_010476421.1
OG0002183	El002G097090	XP_010458794.1, XP_010476341.1
OG0002183	El001G040130	XP_010502488.1, XP_010514227.1
OG0002184	El002G116610	XP_010460825.1, XP_010499566.1, XP_010478421.1
OG0002184	El002G095320	XP_010458609.1, XP_010476138.1, XP_010493521.1
OG0002185	El002G095300	XP_010493478.1, XP_010458606.1, XP_010476135.1
OG0002185	El004G198340	XP_010418210.1, XP_010430270.1
OG0002186	El004G200250	XP_019085268.1, XP_010418038.1, XP_019093052.1
OG0002186	El002G093990	XP_010458470.1, XP_010480423.1
OG0002187	El002G092580	XP_010458280.1, XP_010490315.1, XP_010475825.1
OG0002187	El005G243640	XP_010464466.1, XP_010486397.1, XP_010486396.1, XP_010462633.1
OG0002188	El002G087770	XP_010485054.1, XP_010457643.1
OG0002189	El005G246920	XP_010495295.1, XP_010486790.1, XP_019092079.1
OG0002189	El001G076220	XP_010452511.1, XP_010423396.1, XP_019097296.1
OG0002190	El005G246030	XP_010494177.1, XP_010486677.1, XP_010464741.1
OG0002190	El001G077670	XP_010452386.1, XP_010423528.1, XP_010491011.1
OG0002191	El005G258840	XP_019082474.1, XP_010488073.1, XP_010466295.1
OG0002191	El001G051810	XP_010493864.1
OG0002192	El001G012460	XP_010503075.1, XP_019102241.1, XP_010514760.2, XP_010425837.1
OG0002192	El001G058390	XP_010493282.1, XP_019084226.1, XP_010421006.1, XP_010454479.1, XP_010493276.1
OG0002194	El002G141260	XP_010501235.1, XP_010480162.1, XP_010462471.1
OG0002194	El005G248840	XP_010465083.1, XP_010487034.1, XP_010499716.1
OG0002195	El005G249370	XP_010487098.1, XP_010500491.1, XP_010465177.1
OG0002195	El002G140570	XP_010501167.1, XP_010462406.1, XP_010480093.1
OG0002196	El003G172030	XP_010440230.1, XP_010434905.1, XP_010449875.1
OG0002196	El005G253460	XP_010465691.1, XP_010487534.1, XP_010504559.1
OG0002197	El005G254360	XP_010487624.1, XP_010465792.1
OG0002197	El002G131660	XP_010479243.1, XP_010461636.1
OG0002198	El005G255000	XP_010506234.1, XP_010487709.1, XP_010465872.1
OG0002198	El002G132290	XP_010461685.1, XP_010461683.1, XP_010461752.1
OG0002199	El005G255290	XP_010465898.1, XP_010506481.1, XP_010487727.1
OG0002199	El002G132350	XP_010479289.1, XP_010461693.1, XP_010500402.1
OG0002200	El005G273420	XP_010472942.1, XP_010472919.1, XP_010495901.1, XP_010484928.1, XP_010435020.1, XP_010468639.1, XP_010516958.1, XP_010442448.1, XP_010445995.1, XP_019088155.1
OG0002201	El005G274290	XP_010423255.1, XP_010490362.1, XP_010467444.1
OG0002201	El005G274300	XP_019092509.1, XP_019098818.1, XP_019096705.1
OG0002202	El005G274610	XP_010515455.1, XP_010489337.1, XP_010467472.1
OG0002202	El005G274620	XP_019083789.1, XP_010467474.1, XP_010489340.1
OG0002203	El001G076570	XP_010423445.1, XP_010491104.1, XP_010491103.1, XP_010452473.1
OG0002203	El005G277210	XP_010489597.1, XP_010467710.1, XP_010414670.1
OG0002204	El005G277590	XP_010467871.2, XP_010415147.1, XP_010489470.1
OG0002205	El002G134400	XP_010478438.1, XP_010461859.1, XP_010500563.1
OG0002205	El002G134410	XP_010478437.1, XP_010461861.1, XP_010500564.1
OG0002206	El002G133890	XP_010461814.1, XP_010500515.1, XP_010479440.1
OG0002206	El005G256700	XP_010487861.1, XP_010466061.1
OG0002207	El003G172010	XP_010449873.1, XP_010440227.1, XP_010434903.1
OG0002207	El003G172000	XP_010449872.1, XP_010434902.1
OG0002208	El001G028400	XP_010516305.1
OG0002208	El001G028410	XP_010504620.1, XP_010516306.1, XP_010427561.1, XP_010516307.1, XP_010504618.1
OG0002209	El006G282980	XP_010508170.1, XP_010506486.1
OG0002209	El001G032860	XP_010512420.1, XP_010413505.1, XP_010469136.1
OG0002210	El007G357870	XP_010437701.1, XP_010437700.1, XP_019089013.1, XP_010432497.1, XP_010447173.1, XP_010488667.1
OG0002213	El004G213520, El004G213470	XP_010415090.1, XP_010497161.1, XP_019101023.1, XP_010511447.1, XP_010415089.1
OG0002213	El004G213490, El004G213580, El004G213480	XP_010415088.1
OG0002215	El007G335490	XP_010476710.2, XP_019095803.1
OG0002219	El003G154520	XP_010438329.1, XP_010438328.1, XP_010438330.1, XP_010447881.1, XP_010433125.1
OG0002220	El003G153860	XP_010447845.1, XP_010438290.1, XP_010433089.1
OG0002221	El003G153730	XP_019087929.1, XP_010433078.1
OG0002221	El005G278030	XP_010467908.1, XP_010489158.1, XP_010416919.1
OG0002222	El003G150310	XP_010437908.1, XP_010432714.1, XP_010447382.1
OG0002222	El001G052770	XP_010421394.1
OG0002223	El003G151970	XP_019089460.1, XP_010445040.1, XP_019086676.1
OG0002223	El001G015650	XP_010423069.1, XP_019090587.1
OG0002224	El006G316730	XP_010472468.1, XP_010417215.1, XP_010429442.1
OG0002224	El003G151380	XP_010438021.1, XP_010432845.1, XP_010447518.1
OG0002225	El003G150840	XP_010447450.1, XP_010432782.1, XP_010437964.1
OG0002225	El006G315160	XP_010472524.1, XP_010417287.1, XP_010429515.1
OG0002226	El008G370540, El003G148490	XP_010432474.1, XP_019088717.1, XP_010447158.1
OG0002226	El005G272910	XP_019092351.1, XP_010468619.1, XP_010488963.2, XP_010517398.1
OG0002227	El003G146960	XP_010432293.1, XP_010446937.1, XP_010497288.1, XP_010497813.1, XP_010437487.1
OG0002227	El005G274490	XP_010489358.1, XP_010515309.1, XP_010467492.1
OG0002228	El006G295710	XP_010509621.1, XP_010516717.1, XP_010505044.1
OG0002228	El002G119770	XP_010499787.1, XP_010478662.1, XP_010461063.1
OG0002229	El001G036150	XP_010502089.1, XP_010513839.1, XP_010424861.1
OG0002229	El002G099100	XP_010459024.1, XP_010496788.1, XP_010476581.1
OG0002230	El001G036960	XP_010513951.1, XP_010424990.1, XP_010502204.1
OG0002231	El001G039180	XP_010425194.1, XP_010502423.1, XP_010514167.1
OG0002231	El002G097200	XP_010458806.1, XP_010476360.1, XP_010495391.1
OG0002232	El001G040240	XP_010514231.1, XP_010502490.1, XP_010425263.1
OG0002232	El002G097100	XP_010458797.1, XP_010476343.1, XP_010495328.1
OG0002233	El001G044040	XP_010514580.1, XP_010502940.1, XP_010425652.1, XP_010514582.1, XP_010425651.1, XP_010502939.1
OG0002234	El003G189650	XP_010441087.1, XP_010450775.1
OG0002234	El001G044400	XP_010502894.1, XP_010514609.1, XP_010425683.1
OG0002235	El004G216260	XP_010496345.1
OG0002236	El003G185480	XP_010435579.1, XP_010450500.1, XP_010440856.1
OG0002237	El003G184770	XP_010440807.1, XP_010435523.1, XP_010450459.1
OG0002237	El004G214050	XP_010415112.1, XP_010511116.1
OG0002238	El004G194400	XP_010418487.1, XP_010473689.1, XP_010430555.1
OG0002238	El003G193230	XP_010441344.1, XP_019087719.1
OG0002239	El004G198120	XP_010418235.1, XP_010430295.1, XP_010473459.1
OG0002239	El002G095430	XP_010458623.1, XP_010476156.1, XP_010493632.1
OG0002240	El007G334560	XP_010451872.1, XP_010443398.1, XP_010483224.1
OG0002240	El003G158530	XP_010448345.1, XP_010433571.1, XP_010438819.1
OG0002241	El001G081350	XP_019089952.1, XP_019089954.1, XP_010490594.1, XP_010423923.1
OG0002241	El005G244200	XP_010486458.1, XP_010468440.1, XP_010464535.1
OG0002242	El005G245530	XP_010486617.1, XP_010481335.1, XP_010464686.1
OG0002242	El001G078550	XP_010452296.1, XP_010423637.1, XP_010490902.1
OG0002243	El004G234460	XP_010430013.1, XP_010472990.1
OG0002244	El007G327650	XP_010459540.1, XP_010484013.1
OG0002244	El005G247440	XP_010464894.1, XP_010498067.1, XP_010486842.1
OG0002245	El003G159480	XP_010448471.1, XP_010433681.1, XP_010438922.1
OG0002245	El007G342810	XP_010482458.1, XP_010442941.1, XP_019087228.1
OG0002246	El007G341840	XP_010444025.1, XP_019087845.1, XP_010482531.1
OG0002246	El007G341890, El007G341850	XP_010443997.1, XP_019095811.1
OG0002247	El007G341700	XP_010442709.1, XP_010482544.1, XP_010444176.1
OG0002247	El003G159070	XP_010433635.1, XP_010438882.1, XP_010448432.1
OG0002248	El007G337910	XP_019091885.1, XP_010485124.1, XP_010443025.1
OG0002248	El003G157050	XP_010438643.1
OG0002249	El007G337230	XP_010449000.1, XP_010482928.1, XP_010443109.1
OG0002249	El003G157420	XP_010448196.1, XP_010433426.1, XP_010438681.1
OG0002250	El007G336210	XP_010483061.1, XP_010450442.1, XP_010443233.1
OG0002250	El003G157820	XP_010438730.1, XP_010433474.1, XP_010448244.1
OG0002251	El007G335860	XP_010443278.1, XP_010450894.1, XP_010483102.1
OG0002251	El003G158040	XP_010433509.1, XP_010438757.1, XP_010448273.1
OG0002252	El007G334040	XP_010443447.1, XP_010483282.1, XP_010452498.1
OG0002252	El003G158680	XP_010448367.1, XP_010438831.1, XP_010433589.1
OG0002253	El001G068650	XP_010419874.1, XP_010453365.1, XP_010492051.1
OG0002253	El002G112860	XP_010460477.1, XP_010499190.1
OG0002254	El001G060910	XP_010420744.1, XP_010454215.1, XP_010493004.1
OG0002254	El001G069200	XP_010453296.1, XP_010491989.1, XP_010419820.1
OG0002255	El001G051670	XP_010493873.1, XP_010424341.1
OG0002255	El001G069520	XP_010419784.1, XP_010453263.1, XP_010491956.1
OG0002256	El007G363770	XP_010494677.1, XP_010481549.1, XP_010441691.1
OG0002256	El003G167250	XP_010449427.1, XP_010439779.1
OG0002257	El003G163270	XP_010434061.1, XP_010439345.1
OG0002257	El003G163280	XP_010448906.1, XP_010439346.1, XP_010434062.1
OG0002258	El002G117560	XP_010460891.1, XP_010478517.1
OG0002258	El006G296290	XP_010509692.1, XP_019099747.1
OG0002259	El003G145880	XP_010446809.1, XP_010432184.1
OG0002259	El003G145890	XP_010437360.1, XP_010432183.1, XP_010446808.1
OG0002260	El001G010470	XP_019089492.1, XP_010451208.1, XP_010436437.1, XP_019086254.1
OG0002261	El003G145190	XP_010432111.1, XP_010446720.1, XP_010437283.1
OG0002262	El003G144880	XP_010432074.1, XP_010437245.1, XP_010446682.1
OG0002262	El006G318710	XP_010429274.1, XP_010472329.1, XP_010417080.1
OG0002263	El003G143360	XP_010431962.1, XP_010446537.1, XP_010437100.1
OG0002263	El006G320120	XP_010416976.1, XP_010472214.1, XP_010429137.1
OG0002264	El006G321640, El006G297160	XP_010428999.1, XP_010472081.1, XP_010416845.1, XP_010472084.1
OG0002264	El003G142130	XP_010436970.1
OG0002265	El003G189110	XP_010435831.1, XP_010441048.1, XP_010450824.1
OG0002265	El001G045450	XP_010502964.1, XP_010514647.1, XP_010425738.1
OG0002266	El007G357680	XP_010481942.1, XP_010442116.1, XP_010494236.1
OG0002266	El002G129390	XP_010461521.1, XP_010479123.1, XP_010500244.1
OG0002267	El003G180880	XP_010440555.1, XP_010450182.1, XP_010435238.1
OG0002267	El005G266960	XP_010466780.1, XP_010488495.1, XP_010513201.1
OG0002268	El005G264580	XP_019096712.1, XP_019092483.1, XP_019097587.1
OG0002268	El003G175120	XP_010440480.1, XP_019086496.1
OG0002269	El003G174860	XP_010435109.1, XP_010440447.1, XP_010450024.1
OG0002269	El005G263150	XP_010466600.1
OG0002270	El005G262350	XP_010466585.1, XP_010511867.1, XP_010488325.1
OG0002270	El003G174600	XP_010435096.1, XP_010461914.1, XP_010450016.1, XP_010491953.1, XP_010440351.1, XP_010440344.1
OG0002271	El005G260990	XP_010466486.1, XP_010490025.1, XP_010511050.1
