Orthogroup	Erysimum_linariifolium	Arabidopsis_arenosa
OG0002983	El006G294040	jg18805
OG0002983	El001G023720	jg15243
OG0002985	El006G293370	jg18861
OG0002985	El001G023990	jg15270
OG0002986	El001G011130	jg5033
OG0002987	El002G100160	jg30102
OG0002988	El004G227990	jg3199
OG0002988	El037G374530, El002G104000	jg30496
OG0002990	El002G112010	jg31168
OG0002990	El004G219300	jg2419
OG0002991	El003G159000	jg9914
OG0002992	El002G094780, El007G352850, El007G353080, El007G353280	jg28308
OG0002993	El002G092430	jg29328
OG0002993	El007G344720, El002G114060, El002G114020	jg33147
OG0002995	El003G165270	jg10535
OG0002995	El002G085110	jg28643
OG0002996	El001G051310	jg6550
OG0002997	El001G047370	jg6869, jg6868
OG0002998	El001G074930	jg4515
OG0002998	El005G248020	jg25176
OG0002999	El001G076840	jg4300
OG0002999	El004G224780	jg2804
OG0003000	El003G191250, El007G329650	jg23066
OG0003001	El007G328460	jg23175
OG0003001	El001G074620	jg4548
OG0003002	El007G330700	jg22968
OG0003003	El002G101450	jg30260
OG0003003	El004G224460	jg2876
OG0003004	El002G138840	jg33553
OG0003004	El005G251180	jg25499
OG0003005	El003G172150	jg11098
OG0003005	El005G253400	jg25732
OG0003006	El003G171520	jg11046
OG0003006	El005G253760	jg25774
OG0003007	El003G171390	jg11025
OG0003007	El005G253830	jg25776
OG0003008	El002G132540	jg32956
OG0003008	El005G255470	jg25951
OG0003009	El005G257090	jg26102
OG0003009	El002G134090	jg33116
OG0003010	El002G135430	jg33256
OG0003010	El005G258720	jg26245
OG0003012	El005G267400	jg26732
OG0003013	El003G147390	jg8851
OG0003014	El003G173380, El003G179040, El005G275570	jg7305
OG0003014	El007G348450, El005G259140	jg9226
OG0003015	El005G278150	jg28167
OG0003015	El003G154230	jg9492
OG0003016	El002G136120	jg33327
OG0003016	El005G259340	jg26307
OG0003017	El001G029380	jg15808
OG0003017	El002G135950	jg33316
OG0003018	El001G026130	jg15456
OG0003018	El006G290550	jg19155, jg19113
OG0003019	El005G251400	jg25520
OG0003019	El002G138380	jg33530
OG0003020	El006G284780	jg19750
OG0003020	El001G031560	jg16039
OG0003021	El004G213950, El004G213890	jg1959
OG0003021	El004G213900	jg1962
OG0003022	El001G040760	jg13327
OG0003022	El003G188600	jg12462
OG0003023	El005G254030	jg25802
OG0003024	El002G129230, El002G129190	jg32735
OG0003025	El003G158810	jg9898
OG0003025	El003G158840	jg9900
OG0003026	El002G122330, El004G210010, El004G210030	jg1042, jg1044, jg11726, jg20545, jg32151, jg27938, jg21507, jg27509
OG0003027	El005G258670	jg26240, jg26233, jg26232, jg26239
OG0003028	El003G143890	jg8524
OG0003028	El001G006970	jg28036, jg7594, jg7593, jg7595
OG0003029	El007G325620, El003G170150	jg12207
OG0003029	El001G045040, El002G131570	jg17387
OG0003030	El007G342370	jg21834
OG0003033	El003G155070	jg9554
OG0003033	El005G278650	jg28234
OG0003036	El003G148280	jg8939
OG0003036	El005G272740	jg27560
OG0003037	El003G147550	jg8866
OG0003038	El002G118430	jg31745
OG0003038	El006G295390	jg18696
OG0003039	El004G201800	jg1020
OG0003040	El004G201610, El004G201650	jg1006
OG0003041	El004G200490	jg908
OG0003041	El002G093750	jg29471
OG0003042	El001G042860	jg13546
OG0003042	El003G190940	jg12641
OG0003043	El004G212690	jg1866
OG0003044	El002G095760	jg29670
OG0003044	El004G197580	jg636
OG0003045	El005G247690, El005G247680	jg25145
OG0003046	El007G339690	jg22063
OG0003046	El003G156130	jg9649
OG0003047	El007G326150	jg23422
OG0003048	El007G326880	jg23343
OG0003048	El001G073130	jg4713
OG0003049	El003G169350	jg10857
OG0003049	El007G366280	jg20338
OG0003050	El001G006710	jg7611
OG0003051	El003G162460	jg10226
OG0003051	El001G007100	jg7580
OG0003052	El001G009940	jg7273
OG0003052	El002G123120	jg32134
OG0003053	El001G011450	jg7038
OG0003053	El006G301510	jg18153
OG0003054	El002G130190	jg2026, jg32781, jg32780
OG0003054	El007G357390	jg21040
OG0003055	El002G113880	jg31346
OG0003056	El006G298090	jg18483
OG0003056	El002G113930	jg31351
OG0003057	El003G146600	jg8782
OG0003057	El005G275170	jg27898
OG0003058	El006G318290	jg16826
OG0003058	El003G145200	jg8641
OG0003059	El006G296000	jg18626
OG0003059	El007G361920	jg20638
OG0003060	El001G005080	jg7746
OG0003061	El007G366560	jg20298
OG0003062	El003G182720	jg11928
OG0003062	El005G271300	jg27216
OG0003063	El005G268140	jg26802
OG0003063	El003G178200	jg11569
OG0003064	El005G264760, El003G175160	jg11343, jg26585
OG0003065	El003G173290	jg11197
OG0003065	El005G260370	jg26393
OG0003066	El004G195180	jg473
OG0003067	El006G283040	jg19931
OG0003067	El001G032660	jg16137
OG0003068	El001G031390	jg16025
OG0003069	El006G287950	jg19427
OG0003070	El001G011840	jg14019
OG0003070	El001G059170	jg5953
OG0003071	El001G014080	jg14284
OG0003071	El007G330260	jg23008
OG0003072	El007G330680	jg22971
OG0003073	El005G240810	jg24505
OG0003073	El001G050930	jg6578
OG0003074	El001G019670	jg14832
OG0003074	El007G324230	jg23604
OG0003075	El007G324080	jg23613
OG0003075	El001G019740	jg14840
OG0003076	El007G323120	jg23700
OG0003076	El001G020560	jg14918
OG0003078	El001G021500	jg15009
OG0003079	El001G000770	jg8173
OG0003079	El002G082980	jg28445
OG0003080	El006G300740	jg18226
OG0003080	El002G088130	jg28931
OG0003081	El007G329410	jg23086
OG0003081	El006G302100	jg18097
OG0003082	El006G302170	jg18090
OG0003083	El002G089800	jg29084
OG0003084	El006G306330, El006G306320	jg17701
OG0003085	El006G307320	jg17631
OG0003085	El006G307330	jg17630
OG0003086	El001G067690	jg5204
OG0003087	El005G237540	jg24157
OG0003087	El001G063660	jg5558
OG0003089	El005G240680	jg24489
OG0003089	El001G050720	jg6591
OG0003090	El001G061560, El001G061550	jg5747
OG0003090	El005G241420, El005G241430	jg24558
OG0003091	El001G022040	jg15076
OG0003093	El004G234240	jg3743
OG0003093	El002G099580	jg30036
OG0003094	El002G101130	jg30226
OG0003094	El004G231890	jg3530
OG0003095	El002G101380	jg30251
OG0003095	El007G343840	jg21712
OG0003096	El007G356950	jg21075
OG0003097	El002G109700	jg31013
OG0003097	El004G221370	jg2600
OG0003098	El002G098870	jg29967
OG0003099	El001G020450	jg14901
OG0003101	El001G066610	jg5310
OG0003101	El005G235630	jg23955
OG0003102	El001G067830	jg5193
OG0003103	El007G329350	jg23091
OG0003103	El001G074130	jg4609
OG0003104	El005G265710	jg23121
OG0003105	El001G017420	jg14593
OG0003105	El001G017430	jg14594
OG0003106	El007G322320	jg23766
OG0003106	El001G021440	jg15002
OG0003107	El007G328280	jg23194
OG0003107	El001G016790	jg14534
OG0003108	El001G011780, El004G194940	jg14006
OG0003108	El001G059220	jg5947
OG0003109	El004G212780, El004G225430, El004G225440, El004G201540	jg2969
OG0003110	El004G233200	jg3652
OG0003110	El002G141550	jg33825
OG0003111	El005G249350	jg25321
OG0003111	El002G140600	jg33714
OG0003112	El005G243440	jg24755
OG0003112	El005G249470	jg25336
OG0003113	El005G252500	jg25627
OG0003113	El005G252490	jg25626
OG0003114	El005G256680	jg26063
OG0003115	El002G136030	jg33324
OG0003116	El005G265020	jg26601
OG0003117	El005G268250	jg26819
OG0003117	El003G178310	jg11577, jg11576
OG0003118	El001G002330	jg8029
OG0003119	El005G273670	jg27699
OG0003120	El005G273720	jg27706
OG0003120	El003G147710	jg8880
OG0003121	El005G249990	jg25394
OG0003121	El002G139970	jg33660
OG0003122	El006G296350	jg18598
OG0003122	El002G117340, El002G117320	jg31625
OG0003123	El001G024170	jg15286
OG0003124	El001G024760	jg15342
OG0003125	El005G254010	jg25801
OG0003126	El006G290660	jg19120
OG0003127	El004G195910	jg521
OG0003128	El004G208970	jg21416, jg21422
OG0003128	El004G203100, El004G203250, El004G203200	jg1144
OG0003128	El004G201910	jg1030
OG0003129	El003G166090, El001G058340	jg6018, jg6020
OG0003130	El005G243300, El007G343200	jg24742, jg25409
OG0003131	El006G304810	jg27132
OG0003133	El007G355480	jg4485
OG0003139	El003G154530	jg9516
OG0003139	El003G153880, El003G153450	jg9490
OG0003141	El003G148100	jg8919
OG0003141	El005G273410	jg27649
OG0003142	El003G147000	jg8819
OG0003142	El005G274630	jg27841
OG0003143	El006G295260	jg18707
OG0003143	El003G171140	jg10996
OG0003144	El002G093920	jg29490
OG0003144	El004G200640	jg926
OG0003145	El002G093940	jg29493
OG0003145	El004G200360	jg897
OG0003146	El001G037280	jg13037
OG0003146	El002G098530	jg7671, jg29932
OG0003147	El003G192100	jg12721
OG0003147	El001G041670	jg13403
OG0003150	El001G045030	jg13735
OG0003150	El003G189230	jg12508
OG0003151	El003G184140	jg12039
OG0003152	El004G194660	jg424
OG0003152	El003G193130	jg12789
OG0003153	El004G194670	jg425
OG0003153	El003G193110	jg12788
OG0003154	El003G192430	jg12751
OG0003154	El004G195930	jg525
OG0003155	El001G077440	jg4244
OG0003156	El002G131530	jg32893
OG0003157	El007G336960	jg22352
OG0003157	El003G157610	jg9777
OG0003158	El001G071880	jg4841, jg4839, jg4842
OG0003159	El003G165430	jg10522, jg10517, jg10529
OG0003160	El007G357720	jg21015
OG0003161	El004G212140, El004G212330	jg1851
OG0003162	El004G215020, El004G214990	jg914, jg26544, jg2034
OG0003163	El001G005250	jg7728
OG0003163	El003G163900	jg10362
OG0003164	El003G177750	jg11526
OG0003164	El005G267580	jg26746
OG0003165	El004G216330, El004G232260	jg3567
OG0003166	El006G282170	jg19994
OG0003166	El001G033390	jg16197
OG0003167	El006G282910	jg19944, jg19943
OG0003168	El005G244060, El005G244050	jg24809, jg24810
OG0003169	El005G244760	jg24885
OG0003169	El001G080200	jg4005
OG0003170	El001G019990	jg14852
OG0003170	El007G323860	jg23628
OG0003171	El001G001650	jg8093
OG0003172	El001G001720	jg8084
OG0003174	El001G004040	jg7929
OG0003174	El002G085350	jg28666
OG0003175	El002G086940	jg28807
OG0003175	El006G299310	jg18355
OG0003176	El006G299180	jg18367, jg18368
OG0003177	El006G303440, El006G303450	jg17960
OG0003178	El005G235040	jg23897
OG0003178	El001G067440	jg5227
OG0003179	El005G234940	jg23888
OG0003179	El001G067540	jg5220
OG0003180	El001G047710	jg6807
OG0003180	El005G239390	jg24352
OG0003181	El005G240450	jg24462
OG0003182	El005G244040	jg24808
OG0003182	El001G081740	jg3862
OG0003183	El006G290810	jg19133
OG0003184	El006G294750, El006G294760	jg18742
OG0003185	El006G292030, El006G292020	jg18990, jg18991
OG0003186	El002G102670	jg30373
OG0003187	El004G228780	jg3254
OG0003187	El002G104540	jg30548
OG0003189	El002G105060	jg30614
OG0003189	El002G106680, El002G105070	jg30615
OG0003190	El004G230610	jg3423
OG0003190	El002G106260	jg30731
OG0003191	El003G153560	jg9450, jg9452
OG0003191	El004G229630	jg3330
OG0003191	El004G229640	jg3331, jg3332
OG0003192	El001G050850	jg6582
OG0003193	El004G217770	jg2289
OG0003193	El002G112780	jg31244
OG0003194	El003G151930	jg9297
OG0003194	El006G317120	jg16907
OG0003195	El006G320170	jg16644
OG0003195	El006G320520	jg16596
OG0003196	El002G099050	jg29984
OG0003196	El001G036330	jg12936
OG0003197	El004G197310, El004G197880	jg615, jg619
OG0003198	El002G091680	jg29253
OG0003199	El005G272400	jg27502
OG0003200	El007G360920	jg29205
OG0003201	El002G086770	jg28793
OG0003201	El002G093250	jg29413
OG0003202	El002G085750, El007G345270	jg28709
OG0003203	El001G048650	jg6728
OG0003204	El001G078070	jg4197
OG0003205	El003G172910	jg3045
OG0003205	El001G003230	jg7946
OG0003206	El003G150500	jg9159
OG0003206	El001G052960	jg6413
OG0003207	El007G330090	jg23024
OG0003208	El004G229760	jg3340
OG0003209	El005G250520	jg25437
OG0003211	El001G048400, El005G251850	jg12629
OG0003212	El005G252550, El005G252540	jg25631
OG0003213	El002G120520, El005G252910	jg25663
OG0003214	El005G255070	jg25921
OG0003215	El005G255900	jg25990
OG0003216	El005G276360	jg27969, jg27971
OG0003216	El005G276380, El005G276370, El005G276430	jg27972
OG0003217	El005G279140	jg28284
OG0003217	El003G155470	jg9591
OG0003218	El002G138080	jg33508
OG0003218	El002G138090	jg33509
OG0003219	El002G135920	jg33313
OG0003219	El005G259120	jg26286
OG0003220	El005G257110	jg26104
OG0003220	El002G134130	jg33119
OG0003222	El001G025880	jg15437
OG0003222	El001G025890	jg15438
OG0003223	El006G314160	jg17144
OG0003223	El003G150380	jg9140
OG0003224	El001G027230	jg15564
OG0003225	El001G027450	jg15584
OG0003226	El006G285020	jg19727
OG0003229	El005G273060, El004G227160	jg20370, jg27662
OG0003230	El007G366320	jg20335
OG0003231	El003G165910	jg10573
OG0003232	El001G055080, El001G054780, El001G058380	jg21392, jg21219, jg23448
OG0003233	El001G045690	jg13548
OG0003233	El003G142720	jg8395
OG0003234	El006G306160	jg17718
OG0003234	El002G090960	jg29186
OG0003235	El002G096750	jg29775
OG0003235	El002G096760	jg29776
OG0003236	El002G103610	jg17012, jg30458
OG0003239	El001G002230	jg8036
OG0003239	El001G005320	jg8039, jg8038
OG0003241	El004G212710	jg2103, jg2642, jg1877, jg1882, jg1881, jg1870
OG0003247	El006G317700	jg16864
OG0003248	El003G152300	jg9341
OG0003248	El006G317670	jg16869
OG0003249	El003G150710	jg9186
OG0003249	El006G314910	jg17092
OG0003250	El003G150430	jg9152
OG0003250	El006G314370	jg17134
OG0003251	El003G173280	jg11196
OG0003251	El003G173270	jg11193
OG0003252	El003G148910	jg8997
OG0003253	El007G360150	jg20781, jg20782, jg20783
OG0003254	El006G287240	jg19489
OG0003255	El002G118250	jg31731
OG0003255	El002G093130	jg29393
OG0003256	El002G096880	jg29786
OG0003256	El001G039590	jg13229
OG0003257	El001G043120	jg13576
OG0003258	El003G187900	jg12421
OG0003258	El001G046480	jg13882
OG0003259	El004G218360	jg669
OG0003259	El004G197920	jg668
OG0003259	El004G197910	jg665
OG0003260	El001G027340, El005G270390	jg15574
OG0003261	El007G340070	jg22033
OG0003262	El003G156720	jg9703
OG0003263	El003G157390	jg9755
OG0003263	El007G337350	jg22322
OG0003264	El001G070380	jg4959
OG0003264	El001G052900	jg6420, jg6421
OG0003265	El001G071200	jg4901
OG0003266	El001G073450	jg4681
OG0003267	El001G073620	jg4665
OG0003268	El003G167660, El003G167730	jg10718
OG0003268	El003G167720	jg10719
OG0003269	El001G006020	jg7660
OG0003270	El002G124810, El002G124800	jg32261, jg32260
OG0003271	El002G113680	jg31325
OG0003273	El002G117290	jg31621
OG0003273	El006G296330	jg18601
OG0003274	El003G146880	jg8805
OG0003275	El005G275140	jg27894
OG0003275	El003G146630	jg8785
OG0003276	El005G276320	jg27968
OG0003277	El005G276670	jg27995
OG0003278	El006G321500	jg16523
OG0003278	El003G142220	jg8346
OG0003279	El003G142210	jg8344
OG0003280	El006G295500	jg18687
OG0003280	El002G118930	jg31805
OG0003281	El007G363550	jg20540
OG0003281	El007G363610	jg20537
OG0003282	El003G183530	jg11975
OG0003282	El005G270150	jg27038
OG0003283	El003G178620, El003G180760	jg11598
OG0003283	El005G268430	jg26841
OG0003284	El003G176730	jg11441
OG0003285	El003G176660	jg11435
OG0003286	El003G174450	jg11284
OG0003286	El005G261960, El005G261900, El006G317080	jg26517
OG0003287	El003G174150	jg11252
OG0003287	El005G261350	jg26477
OG0003288	El007G343180	jg21753
OG0003288	El006G280280	jg20164
OG0003289	El006G284950	jg19733
OG0003292	El001G057570	jg6098, jg6100
OG0003294	El007G325720	jg23474
OG0003294	El001G072230	jg4801
OG0003295	El001G019580	jg14823
OG0003295	El007G324370	jg23590
OG0003296	El007G322620	jg21597
OG0003296	El001G021060	jg14961
OG0003297	El001G021210	jg14977
OG0003297	El007G322450	jg23753
OG0003298	El007G360110	jg20786
OG0003298	El002G085820	jg28715
OG0003299	El006G299570	jg18329
OG0003299	El002G087220	jg28840
OG0003300	El006G302900	jg18034
OG0003301	El006G308130, El006G308110	jg17584, jg17577
OG0003302	El006G311830	jg17354
OG0003302	El003G149440	jg9061
OG0003303	El005G234930	jg23887
OG0003303	El001G067560	jg5218
OG0003304	El001G082170	jg3822
OG0003304	El005G243870	jg24790
OG0003305	El001G064070	jg5518
OG0003306	El005G239600	jg24371
OG0003307	El001G049210	jg6672
OG0003307	El005G239990	jg24408
OG0003308	El005G242910	jg24715
OG0003308	El007G349280	jg21367
OG0003309	El007G349210, El003G159410	jg13922, jg13924, jg9949
OG0003310	El002G101120	jg30225
OG0003310	El004G231910	jg3533
OG0003311	El007G358180	jg30242
OG0003312	El004G225750	jg2989
OG0003312	El002G102490	jg30357
OG0003313	El004G226000	jg3005, jg30342
OG0003314	El004G227300	jg3127
OG0003314	El002G103100	jg30418
OG0003315	El004G229830	jg3349
OG0003315	El002G105550	jg30661
OG0003316	El001G045000, El002G107210, El002G107230	jg30789, jg30791
OG0003318	El002G108610, El002G108600	jg30896, jg30899
OG0003319	El002G110790	jg31054
OG0003319	El002G110240, El002G110780	jg2557
OG0003320	El002G112390	jg13035, jg31201
OG0003321	El006G315270	jg17072
OG0003322	El002G095000	jg29608
OG0003324	El005G235890	jg23977
OG0003324	El001G066340	jg5339
OG0003325	El001G049040	jg6689
OG0003326	El001G075160	jg4493
OG0003326	El001G075170	jg4492
OG0003327	El001G076510	jg4331
OG0003328	El001G056040	jg6248
OG0003328	El001G018970	jg14747
OG0003329	El004G218380	jg2343
OG0003330	El004G221130	jg2583
OG0003330	El002G110070	jg31032
OG0003331	El004G230800	jg3440
OG0003332	El002G103760	jg30475
OG0003332	El004G227770	jg3176
OG0003333	El004G226310	jg3033
OG0003333	El002G102580	jg30365
OG0003334	El004G232250	jg3565
OG0003334	El004G232240	jg3564
OG0003335	El004G232300	jg3572
OG0003335	El002G100810	jg30201, jg30188
OG0003336	El005G249240	jg25306, jg25307
OG0003337	El005G254040	jg25804
OG0003338	El005G261040	jg26445
OG0003338	El003G174020	jg11237
OG0003339	El002G138400	jg33528
OG0003339	El005G251410	jg25521
OG0003340	El001G028800	jg15748
OG0003341	El007G357950, El007G357940, El001G029610	jg15828
OG0003342	El001G030300	jg15893
OG0003343	El001G034400, El003G187850	jg16282
OG0003344	El003G192710	jg12770
OG0003344	El003G192690	jg12769, jg6006
OG0003344	El002G136540, El002G136530	jg33366
OG0003346	El001G032650	jg16136
OG0003347	El001G023680	jg15238
OG0003350	El003G151280	jg9236
OG0003351	El003G162880	jg10268
OG0003351	El003G162870	jg10267
OG0003352	El001G064800	jg5456
OG0003355	El004G212230, El004G212370, El004G212060, El004G212130, El001G080590, El004G212110, El004G212040	jg1708, jg1824
OG0003356	El005G245980	jg27436, jg24998
OG0003359	El003G150750	jg9191
OG0003360	El003G150530	jg9161
OG0003361	El051G375550	jg227
OG0003361	El036G374370	jg23834
OG0003363	El003G148180	jg8927
OG0003363	El005G272520	jg27530
OG0003364	El003G147540	jg8865
OG0003364	El001G002690	jg8002
OG0003365	El003G148920	jg8998, jg9000
OG0003366	El003G170010	jg10910
OG0003366	El006G295910	jg18636
OG0003367	El001G037090	jg13021
OG0003367	El004G194920	jg16882
OG0003367	El002G098600	jg29940
OG0003368	El001G038000, El007G354790, El007G355260, El007G355020	jg13098
OG0003368	El001G000920	jg8102
OG0003369	El001G038860	jg13175
OG0003369	El003G190060, El003G190110, El003G190130	jg12577, jg12575
OG0003370	El001G039920	jg13250
OG0003371	El003G191530	jg12667
OG0003371	El001G042520	jg13512
OG0003372	El001G044520	jg13705
OG0003373	El003G186260	jg12250
OG0003373	El004G215720	jg2106
OG0003374	El004G211560	jg1785
OG0003374	El003G156520	jg9682
OG0003375	El004G195510	jg490
OG0003375	El003G192610	jg12759
OG0003376	El003G158550	jg9870
OG0003377	El003G173480	jg19764
OG0003378	El003G160360, El003G183370	jg10040, jg10038
OG0003379	El007G336930	jg22355
OG0003379	El003G157630	jg9778
