Orthogroup	Erysimum_linariifolium	Cochlearia_excelsa
OG0004740	El005G257460	g6761
OG0004741	El005G259680	g6670, g6669
OG0004742	El005G261430	g13426
OG0004743	El005G261470	g6579, g13429
OG0004744	El005G264130	g6546, g11763
OG0004745	El005G264870	g6535, g11759
OG0004746	El005G266900	g11733, g6485
OG0004748	El001G079500, El004G225760	g46064
OG0004749	El005G273750	g13708
OG0004750	El005G277940	g5956
OG0004751	El005G278800	g5911, g13858
OG0004752	El002G140970	g36737
OG0004754	El002G134730	g28054
OG0004755	El002G134310, El002G134360, El002G134340	g36429
OG0004756	El002G132320	g36340
OG0004757	El005G265310	g13472
OG0004758	El001G038130	g1528, g10676
OG0004759	El001G024920	g19163
OG0004760	El001G021800	g2467, g19305
OG0004761	El001G021870	g19298
OG0004762	El005G271340, El006G311350	g38266
OG0004763	El001G026580	g2190, g19078
OG0004764	El001G027480	g11270, g11266
OG0004765	El001G027960	g2137
OG0004766	El001G028160	g2057
OG0004767	El001G028840	g18987
OG0004769	El001G029370	g18974, g2131
OG0004770	El006G308410, El001G051710	g18775
OG0004771	El001G033370	g1863
OG0004772	El003G170670	g24324, g17564
OG0004773	El006G316970	g32643
OG0004774	El028G373670	g19758, g19705
OG0004775	El004G230990, El004G230980	g18505, g44359
OG0004776	El002G092560	g49700
OG0004777	El002G095130	g49780
OG0004778	El007G334980	g28588
OG0004779	El005G274420	g14047, g13721
OG0004780	El005G265920	g13477
OG0004781	El005G257550	g11944, g13352
OG0004782	El005G246970	g7382
OG0004785	El007G326960	g285
OG0004786	El007G330690	g853
OG0004801	El004G226370	g47661, g23560
OG0004802	El003G155640	g23559, g24087
OG0004803	El003G150300	g16408, g47173
OG0004804	El003G155450	g47672
OG0004805	El003G154630	g23507, g17014
OG0004806	El003G152970	g16989, g23428
OG0004807	El003G152250	g47757
OG0004808	El003G151150	g50910, g43007, g47792
OG0004809	El003G151070	g23303
OG0004811	El003G149840	g16912, g23237
OG0004812	El003G149980	g23246
OG0004813	El003G149640	g47832
OG0004814	El003G148370	g18198, g47869
OG0004815	El003G147720	g23064
OG0004817	El003G170710	g24326
OG0004818	El003G170750	g17569, g24331
OG0004819	El003G171190	g17584
OG0004820	El004G210090, El004G210260	g43881
OG0004821	El002G091740	g31153
OG0004822	El002G094510	g27147
OG0004822	El004G199590	g40969
OG0004823	El004G199430	g40966, g44178
OG0004824	El001G036130, El001G042550	g10813
OG0004825	El001G036180	g10809
OG0004826	El001G037290	g10723
OG0004827	El001G040140	g10594
OG0004828	El001G040930, El001G043990	g10563
OG0004829	El001G041160	g10553
OG0004830	El003G191710	g46663
OG0004831	El001G042320	g16555
OG0004832	El001G042620	g10466
OG0004833	El001G044950	g10373, g4233
OG0004834	El001G044970	g10371
OG0004835	El001G045100	g10363
OG0004836	El001G045220	g10357
OG0004838	El001G046530	g10313
OG0004839	El001G046590, El001G046960, El002G123830	g10311
OG0004840	El004G215790	g44977
OG0004842	El004G197100, El002G095940	g44241
OG0004843	El002G095530	g31354, g49801
OG0004844	El006G288080	g51988
OG0004845	El005G244530	g7495, g13041
OG0004847	El005G245900	g7426
OG0004848	El005G247250	g7372
OG0004849	El005G248080	g7317, g12289
OG0004850	El007G342950	g28317, g1341
OG0004851	El007G342870	g28324
OG0004852	El007G341820	g1311, g28354
OG0004853	El007G341330	g41219
OG0004854	El007G340670	g41241
OG0004855	El007G340560	g28395
OG0004856	El007G340180	g28398
OG0004857	El007G338860	g936, g36082
OG0004858	El007G337700	g39404, g970
OG0004860	El007G334870	g39329, g1094
OG0004861	El006G299380, El008G369820, El007G343880, El007G333860	g1130
OG0004862	El007G333480	g1150
OG0004863	El001G068370	g5276
OG0004864	El001G068490	g5285, g29368
OG0004865	El001G068550	g29382, g5287
OG0004866	El001G068560	g5288
OG0004868	El001G065820	g45699
OG0004869	El001G070610	g29462
OG0004870	El001G071440	g5408, g45543, g29494
OG0004871	El001G072010	g45526
OG0004872	El001G072640	g5455
OG0004873	El003G169410	g24252, g47215, g47220
OG0004874	El007G365420	g40636
OG0004875	El003G168560	g47258, g17491
OG0004876	El007G364890	g40611, g10948
OG0004877	El003G167520	g47289
OG0004878	El003G167430	g47290
OG0004879	El003G166570	g24126
OG0004880	El003G165820	g24076
OG0004881	El003G165570	g24065
OG0004882	El003G165320	g47347
OG0004883	El003G164940	g17366, g47364
OG0004884	El003G164620	g24013
OG0004885	El001G060890, El001G060880, El001G060900	g29115
OG0004886	El003G164140	g23987
OG0004887	El003G164100	g23986, g47401
OG0004888	El003G163200	g23959, g47423
OG0004889	El003G162520	g17274
OG0004890	El003G161740	g47457, g23890
OG0004891	El003G161090	g23864, g17250, g47478
OG0004892	El003G160760	g17229
OG0004893	El002G127910, El002G128200	g53920
OG0004894	El002G129980	g28120, g36229
OG0004895	El002G113590	g50447, g50444, g27643
OG0004896	El002G113790	g50450
OG0004897	El002G113910	g50459
OG0004898	El002G116530	g50528
OG0004899	El001G051490, El001G078620	g45379
OG0004900	El003G145450	g22905
OG0004901	El003G144510	g22827
OG0004902	El003G144340	g22811
OG0004905	El006G295810	g51513
OG0004907	El001G004540	g25538
OG0004908	El007G361540	g40509, g11035
OG0004909	El007G363310	g10987
OG0004910	El007G364350	g10959, g40596
OG0004911	El007G364360	g40597
OG0004912	El007G365760	g40652
OG0004913	El007G366790	g10852, g40714
OG0004914	El007G366390	g10890
OG0004915	El007G366670	g10862
OG0004916	El005G268600	g11674
OG0004917	El003G174780, El004G215750	g47056
OG0004918	El003G173990, El003G174000	g17700, g17701, g17699
OG0004919	El003G192400	g46824, g46815
OG0004920	El007G323990	g9686
OG0004921	El001G035300	g18752
OG0004922	El001G034830	g1755, g18790
OG0004923	El006G281870	g6695
OG0004924	El002G098640	g31538, g49910
OG0004925	El001G033470	g1858
OG0004926	El006G282110	g37639
OG0004927	El006G282500	g52279
OG0004928	El006G282600	g37626
OG0004929	El006G283930	g37564
OG0004930	El006G285240	g37513
OG0004931	El006G285780	g37485, g38204
OG0004932	El006G285890	g38202, g37476
OG0004933	El006G286670	g37447
OG0004934	El006G286940	g37439
OG0004935	El003G158870	g47554, g47553
OG0004936	El004G204050, El004G204110, El004G204260, El004G204020, El001G080730	g5789
OG0004937	El001G079270	g5727
OG0004938	El001G017950, El006G284180	g52168
OG0004939	El001G078500	g29803, g45387, g16335, g16338, g16343, g17943, g24741
OG0004940	El001G059940	g28947, g41405
OG0004941	El001G060280	g673
OG0004942	El001G059410	g28925
OG0004943	El001G059160	g741, g41384
OG0004944	El001G058610	g28890
OG0004945	El001G058190	g791, g28874
OG0004946	El001G057340	g817, g28853
OG0004947	El006G309490, El006G309510	g11110
OG0004948	El007G330930	g41312, g28787
OG0004949	El007G331800	g1265
OG0004950	El007G331920	g1259
OG0004951	El007G332320	g1237
OG0004952	El007G327380, El001G018010	g9821
OG0004953	El006G281520	g50780, g37669
OG0004954	El007G327090	g295
OG0004955	El007G325860	g9758, g221
OG0004956	El007G324870	g159
OG0004957	El004G230410, El007G324550, El001G054980	g18666
OG0004958	El007G324450	g9701
OG0004959	El007G324270	g127, g9696
OG0004960	El007G323810	g99
OG0004961	El007G323730	g93
OG0004962	El007G323330	g64
OG0004963	El007G322840	g39
OG0004964	El001G021340	g2505
OG0004965	El001G001160	g25395
OG0004966	El007G360000	g39690
OG0004967	El002G086160	g49446
OG0004968	El006G298490	g39741
OG0004969	El006G299490	g51307
OG0004970	El006G302050	g39902
OG0004971	El006G302120	g51217, g39908
OG0004972	El006G302440	g39927
OG0004973	El006G303100, El006G303110	g37881
OG0004974	El006G300890, El006G303290, El006G303240	g37877
OG0004975	El006G305030	g40026, g37842
OG0004976	El006G305920	g40075, g53438
OG0004977	El006G308270	g40144
OG0004978	El001G067610	g5226, g45634
OG0004979	El005G243760	g12415, g7542
OG0004981	El005G235850	g7924
OG0004982	El005G237080	g7854
OG0004983	El001G064120	g5017
OG0004984	El001G062690	g41494
OG0004985	El001G049960	g10132
OG0004986	El001G051360	g10104, g4859
OG0004987	El001G061020	g41428
OG0004988	El005G241440	g7658, g12497
OG0004989	El001G028570	g18998, g2083
OG0004990	El005G242310	g12948, g12459, g7612
OG0004991	El005G242880	g12975, g12437, g7582
OG0004992	El005G243400	g7557, g12997
OG0004993	El005G243740	g12987
OG0004994	El006G289240	g51879, g37355
OG0004995	El006G289770	g37341
OG0004996	El006G290090	g37328, g51810
OG0004997	El001G025920	g2239, g19129, g11283
OG0004998	El006G295000	g38023, g51555
OG0004999	El006G294850	g37147, g38025
OG0005000	El002G114890	g32377
OG0005001	El006G292310	g51686
OG0005002	El006G292170	g51694, g37251
OG0005003	El006G292040	g37258
OG0005004	El007G354750	g23993
OG0005005	El002G099390, El005G248810	g31591
OG0005006	El002G100740	g31663, g27350
OG0005007	El004G202850, El002G101560	g31708
OG0005009	El002G102110	g31744, g50026
OG0005010	El002G102690	g31786, g27409
OG0005011	El002G103440	g31824
OG0005012	El002G104170	g50104, g31886
OG0005013	El004G231000	g46390
OG0005014	El002G106610	g32020, g27513
OG0005015	El002G107750	g27524
OG0005018	El002G109740	g32115
OG0005019	El002G110150, El002G110180	g27576
OG0005020	El002G111160	g50366, g32160
OG0005021	El002G112300	g32212, g50388
OG0005022	El002G112470	g32240, g50395
OG0005023	El002G112750	g32255
OG0005024	El004G217470	g44908
OG0005025	El003G159930	g17196
OG0005026	El003G159130	g23764
OG0005029	El002G097420	g49893
OG0005030	El004G233650	g46558
OG0005031	El002G095850	g31380
OG0005032	El002G095590	g49806
OG0005034	El002G093630	g27122, g49734
OG0005035	El003G174300, El002G093220	g27108, g31242
OG0005036	El002G093080	g49722
OG0005037	El002G091810	g31158
OG0005038	El006G296130	g51487
OG0005039	El002G090870	g49607, g27024
OG0005040	El002G091190	g31122, g49685
OG0005041	El002G088700	g49542
OG0005042	El002G088620	g49539
OG0005043	El002G088380	g49530, g30971, g30966
OG0005044	El002G087340	g30914
OG0005045	El002G087250	g49486
OG0005046	El002G084710	g30801
OG0005047	El002G083450, El007G348890, El008G369610	g44113, g36008, g35172, g49327, g30745, g3709
OG0005048	El002G083100	g13052, g49310
OG0005049	El002G083090, El002G083070	g49309
OG0005050	El001G066360	g5135
OG0005051	El004G221930, El003G148320, El004G224640	g45713
OG0005052	El001G065310	g5071, g45716
OG0005053	El001G065170	g5060, g45720
OG0005054	El001G064440	g5041, g45736
OG0005055	El001G063750	g29145
OG0005056	El001G063670	g4994, g29142
OG0005057	El001G063070	g29009, g29007
OG0005058	El001G062390	g4932, g29038
OG0005059	El001G062240	g29045
OG0005060	El001G061590	g29077
OG0005061	El001G061190	g29099, g41434
OG0005062	El001G051410	g4860
OG0005063	El001G049000	g18504
OG0005064	El001G048800	g4716
OG0005065	El007G345330	g4669, g10186
OG0005066	El007G346610, El007G346130	g10234
OG0005067	El007G347010	g10223
OG0005068	El007G349800	g10288
OG0005069	El007G349540	g10284
OG0005070	El001G025050	g2298
OG0005071	El006G308730	g6454
OG0005072	El001G077280	g29750, g5646
OG0005073	El001G019420	g2625, g19399
OG0005075	El007G330080	g9944
OG0005076	El007G330000	g446, g9942
OG0005077	El007G329500	g9907
OG0005078	El007G329400	g422, g18593
OG0005079	El007G328430	g9866
OG0005080	El007G332760	g1210
OG0005081	El007G333010	g28724, g1187
OG0005082	El007G333200	g1160
OG0005083	El007G333210	g1159
OG0005084	El001G020140	g2594, g19367
OG0005085	El001G019380	g2626
OG0005086	El001G019330	g19400
OG0005087	El001G019140	g2632, g11381
OG0005088	El001G018660	g2653
OG0005089	El001G016600	g2797, g11407
OG0005090	El001G059770, El001G059760	g716
OG0005091	El004G218180	g41602, g41623
OG0005092	El004G219260	g44839
OG0005093	El004G219320	g44834
OG0005094	El004G219390	g41508, g44831
OG0005095	El001G036030	g10824
OG0005096	El004G219590	g44805
OG0005097	El004G220100	g45775, g44780
OG0005098	El004G220880	g44738
OG0005099	El004G223810	g45975
OG0005100	El004G231440	g46419
OG0005101	El004G231050	g46395
OG0005102	El007G349530	g10283
OG0005103	El004G229840	g46311, g44383
OG0005104	El004G229170	g44404
OG0005104	El002G104970	g31943
OG0005105	El004G228980	g46255
OG0005106	El004G227950	g44465
OG0005107	El004G232940	g44324
OG0005108	El004G234020	g46579
OG0005109	El004G234140	g46585
OG0005112	El005G249530	g7224
OG0005113	El005G249620	g13191, g13192
OG0005114	El005G249940	g13203, g12213
OG0005116	El005G250760	g7160
OG0005117	El005G251620	g7111
OG0005118	El005G251950	g7084
OG0005119	El005G252070	g7076, g12138
OG0005120	El005G252320	g7064, g13243
OG0005121	El005G252710	g7045
OG0005122	El005G253070	g7017
OG0005123	El005G253280	g7006
OG0005124	El005G255870	g12002, g6868
OG0005125	El005G256340	g11981
OG0005126	El005G257760	g13364
OG0005127	El005G258430	g11903
OG0005128	El005G258540	g6713
OG0005129	El005G258700	g6708
OG0005130	El005G259110	g13378
OG0005131	El005G259330	g13381
OG0005132	El005G259770	g11866
OG0005133	El005G259380	g11873
OG0005134	El005G259350	g13382
OG0005135	El003G173390	g24466
OG0005136	El005G261970	g6568
OG0005137	El005G266940	g6484
OG0005138	El005G267080	g6472, g13479
OG0005140	El005G276980	g5999
OG0005141	El005G277470	g5980
OG0005142	El005G277480	g13926, g5977
OG0005143	El005G277550	g5974, g13923
OG0005144	El005G278720	g13861, g5917
OG0005145	El002G140850	g36734
OG0005146	El002G140490, El005G249390	g36716
OG0005147	El002G137050, El002G137060	g54258
OG0005148	El002G135660	g28039
OG0005149	El002G132920, El002G132930	g54112
OG0005150	El001G022300	g19282
OG0005151	El001G022790	g19250, g11329
OG0005152	El001G023370	g2405
OG0005153	El001G024770	g19169, g11304
OG0005154	El001G024820	g19167, g2309
OG0005155	El001G022170	g2452, g19286
OG0005156	El001G025600	g19133, g2268
OG0005157	El001G025610	g19132
OG0005158	El001G025750	g50609, g27924, g2250
OG0005159	El001G027420	g19044
OG0005160	El001G027520	g19038
OG0005162	El001G029070	g2119
OG0005163	El001G031190	g2028
OG0005164	El001G031260	g18881
OG0005165	El001G033010	g1877
OG0005166	El006G282000	g1843
OG0005167	El001G033610	g1839
OG0005168	El001G033660, El002G122230	g24221
OG0005170	El003G171210	g17585, g47159
OG0005173	El003G156060	g23584, g47650
OG0005174	El001G007010, El001G007020, El001G048640, El001G007030	g43239
OG0005178	El003G192410	g46817
OG0005178	El003G192420	g16794
OG0005179	El001G042690, El001G042680	g10461
OG0005184	El003G156340	g18681, g1622
OG0005185	El005G266800	g40667
OG0005186	El001G055730, El001G055710	g10000
OG0005189	El004G211600	g34305, g35280, g16504, g14402, g34302, g14224, g52137, g4458, g34304, g42013, g35447, g4215, g52941, g45678, g26803, g4333, g3483, g48930, g27840, g32623, g6766, g52650, g27663, g25012, g48955, g53066, g35183, g14250, g35279, g42015, g16423, g4459, g52136, g14218, g42014
OG0005192	El003G155820	g23575, g17063
OG0005193	El003G155330	g47676, g23544
OG0005194	El003G154850, El003G154860	g47686, g23519
OG0005195	El003G154800	g17021
OG0005196	El003G153640	g23460
OG0005197	El005G276730	g6007
OG0005198	El003G153590	g47702
OG0005199	El003G153310	g16997
OG0005201	El003G152930	g23425, g47734
OG0005202	El003G152880	g23423
OG0005204	El003G152350	g23384
OG0005205	El003G152130	g23366
OG0005206	El003G152020	g23363
OG0005207	El003G151680	g23342
OG0005208	El003G187810, El002G096710	g49866
OG0005209	El003G149760	g47826
OG0005210	El003G149960	g23245, g47823
OG0005211	El003G148360	g47870, g23134
OG0005212	El003G148050	g23097
OG0005213	El003G148080	g47879
OG0005214	El003G147370	g23032
OG0005215	El002G119000	g50612
OG0005216	El002G119400	g27767, g50622
OG0005217	El004G214510, El003G170350	g47189
OG0005218	El004G204250, El004G204360, El004G204990, El004G204860, El004G204710	g44027
OG0005219	El004G199880	g36835, g40978
OG0005220	El004G199220	g38262, g44190, g40950
OG0005221	El001G036640	g10766
OG0005223	El001G036920	g10740
OG0005224	El001G037100	g10733
OG0005225	El001G037650	g10716
OG0005226	El001G038420, El001G038350	g10669
OG0005227	El001G038520	g16679
OG0005229	El001G038830	g10657
OG0005230	El001G040360	g10586
OG0005231	El002G096380	g31407
OG0005232	El001G041570	g10532
OG0005234	El001G042900, El001G042910	g10452
OG0005235	El001G044540	g10377
OG0005236	El004G217320	g44917
OG0005237	El004G196650	g40854
OG0005238	El004G197510	g40879
OG0005239	El003G158400	g47575, g17147
OG0005240	El006G288570	g51962, g37371
OG0005241	El005G245760	g13088, g7434
OG0005242	El005G247370	g12312
OG0005243	El005G247830	g7337
OG0005244	El007G345010	g26658
OG0005245	El007G339950	g28410
OG0005246	El007G339960	g28409
OG0005247	El003G160370	g47504, g17216
OG0005248	El007G336440	g1027
OG0005249	El001G032070	g18827, g1922
OG0005250	El007G336310	g39362
OG0005251	El007G333900	g1124, g28651
OG0005252	El007G333390	g28688
OG0005254	El001G068290	g45621, g29356
OG0005255	El001G068780	g45603, g29386
OG0005257	El001G069450	g5330, g29407
OG0005258	El001G069550	g5334
OG0005259	El001G069740	g5348
OG0005260	El001G054090	g579
OG0005261	El001G071130	g29476
OG0005262	El001G072120	g5437, g29537
OG0005263	El001G073460	g29589
OG0005264	El001G073520	g29593, g45498
OG0005265	El001G073920	g5532, g29605
OG0005266	El001G074560	g5561
OG0005267	El003G168690	g24225
OG0005268	El003G168570	g17493
OG0005269	El003G165650	g47335
OG0005270	El003G163240	g23961, g47421, g17296
OG0005271	El003G160710	g23848
OG0005272	El002G122150	g32721
OG0005274	El002G127860	g28151, g53837
OG0005275	El005G261600	g13432
OG0005276	El002G113370	g50435, g32294, g27639
OG0005277	El002G113810	g32321
OG0005278	El002G113900	g50457
OG0005279	El002G114110	g32340, g50464
OG0005280	El002G114120	g27656
OG0005281	El002G115570	g50511
OG0005282	El002G115630	g27687
OG0005283	El002G116160	g32433
OG0005284	El002G116540	g50530
OG0005285	El003G144840	g22845
OG0005287	El003G144610	g22821
OG0005288	El006G319690	g50904
OG0005290	El003G142620	g22690
OG0005291	El007G354970, El007G355100, El007G352110, El007G353190, El001G035090, El007G354900, El001G035040, El007G352400, El007G354910	g1744
OG0005292	El005G262080, El004G198380, El005G262230, El007G340310, El005G262140	g898
