Orthogroup	Erysimum_linariifolium	Cardamine_hirsuta
OG0004472	El002G136490, El001G033450	CARHR171780
OG0004474	El001G035320	CARHR173300
OG0004475	El002G133130	CARHR286730, CARHR039190, CARHR039200
OG0004477	El007G345080	CARHR259150
OG0004478	El001G032140	CARHR170740
OG0004480	El001G079290	CARHR209850
OG0004482	El002G109530, El002G109520	CARHR024470, CARHR024440
OG0004483	El004G221790	CARHR063390
OG0004484	El003G171890	CARHR252030
OG0004486	El005G253620, El005G253630	CARHR213510
OG0004486	El001G001410	CARHR050080, CARHR286530, CARHR257190, CARHR047250
OG0004488	El001G068040	CARHR199820, CARHR184010
OG0004498	El003G155670	CARHR235980
OG0004499	El003G155350	CARHR236310
OG0004500	El003G154930	CARHR236670
OG0004501	El003G153190	CARHR237880
OG0004502	El007G334380	CARHR271120
OG0004503	El003G152850	CARHR238150
OG0004504	El006G317890	CARHR184610
OG0004505	El003G152430	CARHR238460
OG0004506	El003G150400	CARHR238610
OG0004507	El001G029810	CARHR168250, CARHR168610
OG0004508	El003G151130	CARHR239710
OG0004509	El003G150690	CARHR240080
OG0004509	El006G314800	CARHR116180
OG0004510	El006G314730	CARHR059710
OG0004511	El003G149680	CARHR241010
OG0004512	El003G148090	CARHR242390
OG0004513	El003G147980	CARHR242280
OG0004514	El003G170740	CARHR223120
OG0004515	El004G201720	CARHR053200
OG0004516	El004G199600	CARHR051290
OG0004517	El004G233620	CARHR073750
OG0004518	El003G161370	CARHR231050, CARHR231040
OG0004519	El001G036400	CARHR144090
OG0004520	El002G112160	CARHR026140
OG0004521	El001G040010	CARHR146850
OG0004522	El003G190700	CARHR261950
OG0004523	El001G044370	CARHR151930
OG0004524	El001G045670	CARHR153100
OG0004525	El004G212600	CARHR056920
OG0004526	El002G095910	CARHR012730
OG0004527	El005G248400	CARHR087110
OG0004529	El005G248100	CARHR086830
OG0004530	El007G331150	CARHR273390
OG0004531	El007G336270	CARHR269220
OG0004532	El007G335950	CARHR269600
OG0004533	El007G335280	CARHR270340, CARHR270350
OG0004534	El007G335160	CARHR270530
OG0004535	El007G334140	CARHR271310
OG0004536	El007G333660	CARHR271690
OG0004537	El006G317850	CARHR184460
OG0004538	El001G068880	CARHR200580
OG0004539	El001G069100	CARHR200700
OG0004540	El001G069480	CARHR201080
OG0004541	El001G069640	CARHR201270
OG0004542	El001G070540	CARHR202190, CARHR149000
OG0004543	El001G071250	CARHR202660
OG0004544	El001G071700	CARHR203020
OG0004545	El001G072870	CARHR204220
OG0004546	El001G073720	CARHR205100
OG0004547	El001G074330	CARHR205710
OG0004549	El003G168000	CARHR225360
OG0004550	El003G167030	CARHR226000
OG0004551	El001G006140	CARHR253760
OG0004552	El003G161560	CARHR230920
OG0004553	El003G161540	CARHR230930
OG0004554	El003G160800	CARHR231440
OG0004557	El002G128820	CARHR036280, CARHR036330
OG0004558	El002G113750	CARHR027600
OG0004559	El002G114250	CARHR027940
OG0004560	El002G114310	CARHR027980
OG0004561	El002G115800	CARHR029140
OG0004562	El002G116250	CARHR029300
OG0004563	El002G093540, El002G117600	CARHR030310, CARHR030320
OG0004564	El003G146820	CARHR243810
OG0004565	El003G146720	CARHR243890
OG0004566	El003G145730	CARHR244810
OG0004567	El003G143150	CARHR215520
OG0004568	El003G184170	CARHR216480
OG0004569	El003G184890	CARHR215950
OG0004569	El004G214240	CARHR057570
OG0004570	El003G189530	CARHR017530, CARHR262660
OG0004571	El001G017140	CARHR156310, CARHR106840
OG0004572	El006G295980	CARHR129280
OG0004573	El007G366010	CARHR174440
OG0004574	El006G295340	CARHR129920
OG0004575	El006G298210	CARHR127740
OG0004576	El001G008170	CARHR255760
OG0004577	El001G007870	CARHR255420
OG0004578	El001G004920	CARHR252510
OG0004579	El007G360900	CARHR178670
OG0004579	El007G360800	CARHR178720
OG0004580	El007G360960	CARHR114890, CARHR178630
OG0004581	El007G364510	CARHR175560
OG0004582	El007G366030	CARHR174420
OG0004583	El003G181520, El003G180050	CARHR102380
OG0004584	El003G177570	CARHR219060
OG0004585	El003G175930	CARHR220100
OG0004586	El005G261010	CARHR098090
OG0004587	El006G282720	CARHR140880
OG0004589	El006G284070	CARHR139840
OG0004590	El006G284080	CARHR139830
OG0004591	El006G284120	CARHR139780
OG0004592	El006G285430	CARHR138520
OG0004593	El001G080810	CARHR211080
OG0004594	El001G079430	CARHR209950
OG0004595	El001G059340	CARHR192130
OG0004596	El001G059050	CARHR191870
OG0004597	El001G058260	CARHR191290
OG0004598	El001G057610	CARHR190850
OG0004599	El004G208300, El007G327440	CARHR276980
OG0004600	El007G326850	CARHR277610
OG0004601	El007G326390	CARHR278010
OG0004601	El004G217300	CARHR059700
OG0004602	El007G325880	CARHR278500
OG0004603	El007G324730	CARHR279390
OG0004604	El007G324640	CARHR279460
OG0004606	El007G322770	CARHR281070
OG0004607	El001G021520	CARHR281610, CARHR160860
OG0004609	El001G002770	CARHR250460
OG0004610	El007G359010, El007G359000	CARHR180220
OG0004611	El006G299030	CARHR126980, CARHR126960
OG0004612	El006G300840	CARHR125150
OG0004613	El006G304360	CARHR122090, CARHR007370
OG0004614	El006G307420	CARHR119770
OG0004615	El006G306690, El004G222880	CARHR120140
OG0004616	El002G100540	CARHR017030
OG0004616	El005G235400	CARHR075310
OG0004617	El001G067220	CARHR199040
OG0004618	El001G067570	CARHR074930, CARHR199350
OG0004619	El005G256670	CARHR094730
OG0004619	El005G256840	CARHR074890
OG0004620	El005G243800	CARHR083010
OG0004621	El001G045390, El005G237010	CARHR076770
OG0004622	El005G237240	CARHR076980
OG0004623	El004G218010, El005G238550, El005G238570	CARHR078120
OG0004624	El005G240800	CARHR080250
OG0004625	El005G240970	CARHR080390
OG0004626	El005G241150	CARHR080530
OG0004627	El005G241180	CARHR080570
OG0004628	El005G241500	CARHR080850
OG0004629	El005G242670	CARHR082030
OG0004630	El005G243090	CARHR082390
OG0004631	El005G243140	CARHR082440
OG0004632	El005G243330	CARHR181550, CARHR082610
OG0004633	El005G243370	CARHR082640
OG0004634	El006G289000	CARHR135640
OG0004635	El006G289330	CARHR135300
OG0004636	El006G289370	CARHR135260
OG0004637	El006G289570	CARHR135100
OG0004638	El006G290110, El003G150010	CARHR134560
OG0004639	El006G294420	CARHR130660
OG0004640	El006G294320	CARHR130720
OG0004641	El006G293680	CARHR131320
OG0004642	El006G292740	CARHR131980
OG0004643	El006G291540	CARHR133320
OG0004644	El002G099960	CARHR016400
OG0004645	El002G100010	CARHR016450
OG0004646	El002G102000	CARHR018480
OG0004647	El002G102750	CARHR019190
OG0004648	El002G104220	CARHR058030, CARHR020390
OG0004649	El002G105910	CARHR021840
OG0004650	El002G106440	CARHR022320, CARHR038350
OG0004651	El002G108690	CARHR023800
OG0004652	El002G108890	CARHR023990
OG0004653	El002G108860	CARHR023970
OG0004654	El002G110250	CARHR025060
OG0004655	El003G160200	CARHR231910, CARHR231920
OG0004656	El003G159920	CARHR232160
OG0004657	El003G159850	CARHR232250
OG0004658	El003G158760	CARHR233180
OG0004659	El006G315560	CARHR116490
OG0004660	El006G316000, El006G316020	CARHR116810
OG0004661	El002G096050	CARHR012840
OG0004662	El001G076610, El002G093180	CARHR010340
OG0004664	El002G092570	CARHR009740
OG0004665	El002G092340	CARHR009510
OG0004666	El001G027020	CARHR165900
OG0004666	El002G091910	CARHR009110
OG0004667	El002G091770	CARHR008910
OG0004668	El002G091240	CARHR008410
OG0004669	El002G090670	CARHR007780
OG0004670	El002G089560	CARHR006800
OG0004671	El002G086960	CARHR004270
OG0004672	El001G067290	CARHR199090
OG0004673	El001G064550	CARHR196760
OG0004674	El001G063020	CARHR195370
OG0004675	El001G062920	CARHR195300
OG0004676	El001G062130	CARHR194500
OG0004677	El001G062040	CARHR194420
OG0004678	El001G061260	CARHR193810
OG0004679	El001G050760	CARHR186650
OG0004680	El001G048790	CARHR185680
OG0004681	El001G047290	CARHR185420
OG0004682	El007G345550, El007G345920, El007G345590, El007G345830, El007G345720	CARHR182230
OG0004683	El007G348650	CARHR183520
OG0004684	El007G348690	CARHR183600
OG0004685	El001G067910	CARHR199690
OG0004686	El007G350990	CARHR184280, CARHR258390
OG0004687	El001G031160, El001G031140, El004G213460	CARHR169950
OG0004688	El001G075890	CARHR206990
OG0004689	El001G076940	CARHR207910
OG0004690	El001G078090	CARHR208830
OG0004691	El001G052430	CARHR187640
OG0004692	El001G052530	CARHR187700, CARHR187710
OG0004693	El001G053530	CARHR188290
OG0004694	El001G056810	CARHR190280
OG0004695	El007G328760	CARHR275760
OG0004696	El007G328550	CARHR275940, CARHR275950
OG0004697	El007G328410	CARHR276060
OG0004698	El007G328310	CARHR276160
OG0004699	El007G328200	CARHR276260
OG0004700	El007G327770	CARHR276630
OG0004701	El001G021260	CARHR160570
OG0004702	El001G018540	CARHR157690
OG0004703	El001G018050	CARHR157180
OG0004703	El001G018060	CARHR157190
OG0004704	El001G016210, El006G308430, El006G308480, El006G308530, El006G309390, El006G308400	CARHR155490
OG0004705	El005G268260	CARHR101150
OG0004706	El001G011900	CARHR287360
OG0004707	El004G220340	CARHR062170
OG0004708	El004G220520	CARHR062300
OG0004709	El004G221190	CARHR062950
OG0004710	El004G223800	CARHR064780
OG0004711	El004G224150	CARHR065070
OG0004712	El004G229220	CARHR069910
OG0004713	El004G228350	CARHR069120
OG0004713	El002G104280	CARHR020450
OG0004714	El004G228090	CARHR068900
OG0004715	El002G111790	CARHR025820
OG0004717	El002G102160	CARHR018650
OG0004718	El004G232490	CARHR072720
OG0004719	El004G233400	CARHR073560
OG0004720	El004G233710	CARHR073850
OG0004721	El004G233910	CARHR074030
OG0004722	El004G234010	CARHR074790
OG0004723	El004G234120	CARHR074130
OG0004724	El004G234130	CARHR074140
OG0004725	El002G099520	CARHR015990
OG0004726	El005G248460	CARHR087170
OG0004727	El005G248680	CARHR087410
OG0004728	El005G249040	CARHR087710
OG0004729	El005G249420	CARHR088140
OG0004730	El005G250050	CARHR088770
OG0004731	El005G251280	CARHR089860
OG0004732	El005G251440	CARHR090000
OG0004733	El005G251970	CARHR090440
OG0004734	El005G253570	CARHR092020
OG0004735	El002G131480	CARHR037750
OG0004735	El005G254250	CARHR092640
OG0004736	El005G255460	CARHR093640
OG0004737	El005G255910	CARHR093970, CARHR093980
OG0004738	El005G256130	CARHR094220
OG0004739	El005G256400	CARHR094410
OG0004740	El005G257460	CARHR095460
OG0004741	El005G259680	CARHR097410
OG0004742	El005G261430	CARHR098410
OG0004743	El005G261470	CARHR098440
OG0004744	El005G264130	CARHR099130
OG0004745	El005G264870	CARHR099350
OG0004746	El005G266900	CARHR100040
OG0004749	El005G273750	CARHR106750
OG0004750	El005G277940	CARHR109920
OG0004751	El005G278800	CARHR110880
OG0004752	El002G140970	CARHR045550
OG0004753	El003G192110	CARHR043990, CARHR213360
OG0004756	El002G132320	CARHR038230
OG0004757	El005G265330	CARHR000110
OG0004757	El005G265310	CARHR099600
OG0004758	El001G038130	CARHR145460
OG0004759	El001G024920	CARHR164120
OG0004760	El001G021800	CARHR161130, CARHR161120
OG0004761	El001G021870	CARHR161190
OG0004762	El005G271340, El006G311350	CARHR050650
OG0004763	El001G026580	CARHR165620
OG0004764	El001G027480	CARHR166330
OG0004765	El001G027960	CARHR166730
OG0004766	El001G028160	CARHR166960
OG0004767	El001G028840	CARHR167600
OG0004769	El001G029370	CARHR168180
OG0004770	El006G308410, El001G051710	CARHR187390
OG0004771	El001G033370	CARHR171730
OG0004772	El003G170670	CARHR223210
OG0004773	El050G375370	CARHR175210
OG0004773	El007G363150	CARHR176790
OG0004774	El055G375810, El057G376010	CARHR293420
OG0004774	El028G373670	CARHR282080
OG0004775	El004G230990, El004G230980	CARHR185820
OG0004776	El002G092560	CARHR009720
OG0004777	El002G095130	CARHR012100
OG0004778	El007G334980	CARHR270660
OG0004779	El005G274420	CARHR293390
OG0004780	El005G265920	CARHR099840
OG0004781	El005G257550	CARHR095480
OG0004782	El005G246970	CARHR085980
OG0004786	El007G330690	CARHR273920
OG0004791	El006G301420	CARHR124660, CARHR124670
OG0004801	El004G226370	CARHR236010
OG0004802	El003G155640	CARHR236030
OG0004803	El003G150300	CARHR240400, CARHR236080
OG0004804	El003G155450	CARHR236210
OG0004805	El003G154630	CARHR236830
OG0004806	El003G152970	CARHR238060
OG0004807	El003G152250	CARHR238620
OG0004808	El003G151150	CARHR239680
OG0004809	El003G151070	CARHR239760
OG0004810	El007G345280	CARHR287980
OG0004811	El003G149840	CARHR240860
OG0004812	El003G149980	CARHR240730
OG0004813	El003G149640	CARHR241050
OG0004814	El003G148370	CARHR242700
OG0004815	El003G147720	CARHR243000
OG0004816	El002G118980	CARHR031110
OG0004817	El003G170710	CARHR223150
OG0004818	El003G170750	CARHR223110
OG0004819	El003G171190	CARHR222830
OG0004820	El004G210090, El004G210260	CARHR055730
OG0004821	El004G209850, El002G091740	CARHR284470
OG0004822	El002G094510	CARHR011520
OG0004822	El004G199590	CARHR051230
OG0004823	El004G199430	CARHR050850
OG0004824	El001G036130	CARHR143760
OG0004824	El001G042550	CARHR148990
OG0004825	El001G036180	CARHR143820
OG0004826	El001G037290	CARHR144890
OG0004827	El001G040140	CARHR146990
OG0004828	El001G040930, El001G043990	CARHR147560
OG0004829	El001G041160	CARHR147720
OG0004831	El001G042320	CARHR148740
OG0004832	El001G042620	CARHR149070
OG0004833	El001G044950	CARHR152250
OG0004834	El001G044970	CARHR152290
OG0004835	El001G045100	CARHR153900
OG0004836	El001G045220	CARHR154030
OG0004838	El001G046530	CARHR153560
OG0004840	El004G215790	CARHR289580
OG0004842	El004G197100	CARHR048700
OG0004842	El002G095940	CARHR012760
OG0004844	El006G288080	CARHR136400
OG0004845	El005G244530	CARHR083740
OG0004846	El005G245680	CARHR084820
OG0004847	El005G245900	CARHR085040
OG0004848	El005G247250	CARHR086130
OG0004849	El005G248080	CARHR086810
OG0004850	El007G342950	CARHR256950
OG0004851	El007G342870	CARHR256820, CARHR102080, CARHR256830
OG0004852	El007G341820	CARHR264810
OG0004853	El007G341330	CARHR265280, CARHR259130
OG0004854	El007G340670	CARHR265810
OG0004855	El007G340560	CARHR265860
OG0004856	El007G340180	CARHR266060
OG0004857	El007G338860	CARHR267000
OG0004858	El007G337700	CARHR267990
OG0004859	El002G090580, El003G157300	CARHR234690
OG0004860	El007G334870	CARHR270740
OG0004861	El006G299380, El008G369820, El007G343880, El007G333860	CARHR271470
OG0004862	El007G333480	CARHR271880
OG0004863	El001G068370	CARHR200110
OG0004864	El001G068490	CARHR200230
OG0004865	El001G068550	CARHR200290
OG0004866	El001G068560	CARHR200300
OG0004867	El001G070230	CARHR201790
OG0004868	El001G065820	CARHR197750
OG0004869	El001G070610	CARHR202220
OG0004870	El001G071440	CARHR202780
OG0004871	El001G072010	CARHR203290
OG0004872	El001G072640	CARHR203970
OG0004873	El003G169410	CARHR224250
OG0004874	El007G365420	CARHR175010
OG0004875	El003G168560	CARHR224920
OG0004876	El007G364890	CARHR175510
OG0004877	El003G167520	CARHR225700
OG0004878	El003G167430	CARHR225760
OG0004879	El003G166570	CARHR226240
OG0004880	El003G165820	CARHR226810
OG0004881	El003G165570	CARHR227100
OG0004882	El003G165320	CARHR227320
OG0004883	El003G164940	CARHR227710
OG0004884	El003G164620	CARHR228110
OG0004885	El001G060890, El001G060880, El001G060900	CARHR193490, CARHR193500
OG0004886	El003G164140	CARHR228500
OG0004887	El003G164100	CARHR228560
OG0004888	El003G163200	CARHR229270
OG0004889	El003G162520	CARHR229990
OG0004890	El003G161740	CARHR230780
OG0004891	El003G161090	CARHR231260
OG0004892	El003G160750	CARHR231480
OG0004892	El003G160760	CARHR006280
OG0004893	El002G127910, El002G128200	CARHR036070
OG0004894	El002G129980	CARHR036930
OG0004895	El002G113590	CARHR027380
OG0004896	El002G113790	CARHR027630
OG0004897	El002G113910	CARHR027760
OG0004898	El002G116530	CARHR029660
OG0004899	El001G051490, El001G078620	CARHR209270
OG0004900	El003G145450	CARHR245090
OG0004901	El003G144510	CARHR245920
OG0004902	El003G144340	CARHR246140
OG0004903	El006G319710	CARHR113690
OG0004905	El006G295810	CARHR129430
OG0004906	El001G004910	CARHR252500
OG0004907	El001G004540	CARHR252170
OG0004908	El007G361540	CARHR178190
OG0004909	El007G363310	CARHR176720
OG0004910	El007G364350	CARHR175920
OG0004911	El007G364360	CARHR175900
OG0004912	El007G365760	CARHR174680
OG0004913	El007G366790	CARHR173700
OG0004914	El007G366390	CARHR174140
OG0004915	El007G366670	CARHR173830
OG0004916	El005G268600	CARHR101440
OG0004917	El004G215750	CARHR043050
OG0004919	El003G192400	CARHR213180
OG0004920	El007G323990	CARHR279960
OG0004920	El001G019760	CARHR158900
OG0004921	El001G035300	CARHR173290
OG0004922	El001G034830	CARHR172900
OG0004924	El006G281990	CARHR141400
OG0004924	El002G098640	CARHR015120
OG0004925	El001G033470	CARHR171800
OG0004926	El006G282110	CARHR141270
OG0004927	El006G282500	CARHR141060
OG0004928	El006G282600	CARHR140990
OG0004929	El006G283930	CARHR139960
OG0004930	El006G285240	CARHR138770
OG0004932	El006G285890	CARHR138060
OG0004933	El006G286670	CARHR137480
OG0004934	El006G286940	CARHR137250
OG0004935	El003G158870	CARHR233060
OG0004936	El004G204050, El004G204110, El004G204260, El004G204020, El001G080730	CARHR210990
OG0004937	El001G079270	CARHR209840
OG0004938	El001G017950, El006G284180	CARHR139690
OG0004939	El001G078500	CARHR209160
OG0004940	El001G059940	CARHR192630
OG0004941	El001G060280	CARHR192990
OG0004942	El001G059410	CARHR192170
OG0004943	El001G059160	CARHR191960
OG0004944	El001G058610	CARHR191550
OG0004945	El001G058190	CARHR191210
OG0004946	El001G057340	CARHR190640
OG0004947	El006G309490, El006G309510, El002G126990	CARHR234240
OG0004948	El007G330930	CARHR273650
OG0004949	El007G331800	CARHR285710
OG0004950	El007G331920	CARHR285590
OG0004951	El007G332320	CARHR285220
OG0004952	El007G327380	CARHR043640, CARHR277040
OG0004953	El006G281520	CARHR141790
OG0004954	El007G327090	CARHR277340
OG0004955	El007G325860	CARHR278520
OG0004956	El007G324870	CARHR279260
OG0004957	El007G324550, El001G054980	CARHR279540
OG0004958	El007G324450	CARHR279620
OG0004959	El007G324270	CARHR279790
OG0004960	El007G323810	CARHR280140
OG0004961	El007G323730	CARHR280210
OG0004962	El007G323330	CARHR280580
OG0004963	El007G322840	CARHR281020
OG0004964	El001G021340	CARHR160650
OG0004965	El001G001160	CARHR249190
OG0004966	El007G360000	CARHR179270
OG0004967	El002G086160	CARHR003590
OG0004967	El007G359270	CARHR179960
OG0004968	El006G298490	CARHR127460
OG0004969	El006G299490	CARHR126500
OG0004970	El006G302050	CARHR124060
OG0004971	El006G302120	CARHR124010, CARHR123990
OG0004972	El006G302440	CARHR123570
OG0004973	El006G303100, El006G303110	CARHR123050
OG0004974	El006G300890, El006G303290, El006G303240	CARHR122930
OG0004975	El006G305030	CARHR121530
OG0004976	El006G305920	CARHR120720
OG0004977	El006G308270	CARHR119280
OG0004978	El001G067610	CARHR199400
OG0004979	El005G243760	CARHR082970
