Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_NCBI
OG0002168	El001G022720	XP_020881688.1
OG0002169	El006G291560	XP_002881605.1
OG0002169	El001G024910	XP_002877961.1
OG0002170	El004G233510	XP_002887809.1
OG0002171	El002G100200	XP_002890153.1
OG0002171	El004G233240	XP_002889262.1
OG0002172	El002G100220	XP_002890154.1
OG0002172	El004G233220	XP_020891604.1
OG0002173	El004G232670	XP_002889236.1
OG0002174	El004G227500	XP_020890805.1
OG0002175	El004G229480	XP_020891505.1
OG0002175	El002G105330	XP_020868621.1
OG0002176	El002G107680	XP_020866448.1
OG0002176	El002G107690	XP_002893239.1
OG0002177	El002G108210	XP_002890547.1
OG0002177	El004G222920	XP_002888817.1
OG0002178	El004G222120	XP_020889993.1
OG0002178	El002G108710	XP_020870554.1
OG0002179	El004G218050, El004G211970	XP_002888613.1
OG0002179	El002G112740	XP_002890710.1
OG0002181	El003G148070	XP_020873147.1
OG0002182	El007G329620	XP_020871208.1
OG0002182	El002G097780, El002G097610	XP_020869266.1
OG0002183	El002G097090	XP_002892750.1
OG0002183	El001G040130	XP_020880066.1
OG0002184	El002G116610	XP_002893613.1
OG0002184	El002G095320	XP_002892663.1
OG0002185	El002G095300	XP_020866972.1
OG0002185	El004G198340	XP_020891571.1
OG0002186	El004G200250	XP_020890035.1
OG0002186	El002G093990	XP_020866950.1
OG0002187	El002G092580	XP_002892522.1
OG0002187	El005G243640	XP_020887330.1
OG0002188	El002G087750	XP_002892295.1
OG0002188	El002G087770	XP_002892298.2
OG0002189	El005G246920	XP_020888308.1
OG0002189	El001G076220	XP_020876037.1
OG0002190	El005G246030	XP_020886856.1
OG0002190	El001G077670	XP_002873171.1
OG0002191	El005G258840	XP_020886172.1
OG0002191	El001G051810	XP_002872195.1
OG0002192	El001G012460	XP_020881775.1
OG0002192	El001G058390	XP_002874051.1
OG0002193	El001G060150	XP_020877900.1
OG0002194	El002G141260	XP_020870666.1
OG0002194	El005G248840	XP_002884935.1
OG0002195	El005G249370	XP_002882822.2
OG0002195	El002G140570	XP_002894508.1
OG0002196	El003G172030	XP_020874334.1
OG0002196	El005G253460	XP_020889216.1
OG0002197	El005G254360	XP_020889177.1
OG0002197	El002G131660	XP_020868379.1
OG0002198	El005G255000	XP_020888127.1
OG0002198	El002G132290	XP_020868449.1
OG0002199	El005G255290	XP_020888849.1
OG0002199	El002G132350	XP_020867041.1
OG0002200	El005G273420	XP_002884156.1, XP_002886203.1
OG0002201	El005G274290	XP_020888532.1
OG0002201	El005G274300	XP_020885923.1
OG0002202	El005G274610	XP_020887615.1
OG0002202	El005G274620	XP_020887616.1
OG0002203	El001G076570	XP_020876024.1
OG0002203	El001G066470	XP_002883521.2
OG0002203	El005G277210	XP_020886506.1
OG0002205	El002G134400	XP_002894230.1
OG0002205	El002G134410	XP_020866727.1
OG0002206	El002G133890	XP_002894213.1
OG0002206	El005G256700	XP_020888577.1
OG0002207	El003G172010	XP_020874651.1
OG0002207	El003G172000	XP_020874650.1
OG0002208	El001G028410	XP_020879811.1
OG0002209	El006G282980	XP_002880180.1
OG0002209	El001G032860	XP_020881142.1
OG0002210	El007G357870	XP_020874800.1, XP_020873884.1
OG0002213	El004G213520, El004G213470	XP_002886944.1, XP_002886943.1, XP_002886946.1
OG0002213	El004G213490, El004G213580, El004G213480	XP_002886942.2
OG0002214	El004G210820, El007G350870, El004G229520, El004G204400, El007G354720	XP_020881692.1, XP_020869292.1, XP_020891656.1
OG0002215	El007G335490	XP_020866246.1
OG0002219	El005G278280	XP_020888119.1
OG0002219	El003G154520	XP_020874204.1
OG0002220	El003G153860	XP_020873130.1
OG0002221	El005G278030	XP_020888120.1
OG0002222	El003G150310	XP_002867242.1
OG0002222	El001G052770	XP_002872165.1
OG0002223	El003G151970	XP_020872516.1
OG0002224	El006G316730	XP_020885203.1
OG0002224	El003G151380	XP_020874498.1
OG0002225	El003G150840	XP_020873212.1
OG0002225	El006G315160	XP_002878840.1
OG0002226	El008G370540, El003G148490	XP_020874463.1
OG0002226	El005G272910	XP_020887344.1
OG0002227	El003G146960	XP_020873090.1
OG0002227	El005G274490	XP_002886108.1
OG0002228	El006G295710	XP_002881394.1
OG0002228	El002G119770	XP_020869919.1
OG0002229	El001G036150	XP_020880633.1
OG0002229	El002G099100	XP_002890085.1
OG0002230	El001G036960	XP_002876790.1
OG0002231	El002G097200	XP_020866966.1
OG0002232	El001G040240	XP_002875297.1
OG0002232	El002G097100	XP_020867865.1
OG0002233	El001G044040	XP_020881413.1, XP_020881398.1
OG0002234	El003G189650	XP_020872961.1
OG0002234	El001G044400	XP_020882234.1
OG0002235	El004G216260	XP_020889878.1, XP_020871937.1
OG0002236	El003G185480	XP_002870534.1
OG0002237	El003G184770	XP_002870497.1
OG0002237	El004G214050	XP_002888443.1
OG0002238	El004G194400	XP_020890557.1
OG0002238	El003G193230	XP_002868578.1
OG0002239	El004G198120	XP_020865871.1
OG0002239	El002G095430	XP_020870639.1
OG0002240	El007G334560	XP_002864505.1
OG0002240	El003G158530	XP_002867587.1
OG0002241	El001G081350	XP_020878565.1
OG0002241	El005G244200	XP_020887082.1
OG0002242	El005G245530	XP_020886100.1
OG0002242	El001G078550	XP_020878424.1
OG0002243	El003G173100	XP_020873070.1
OG0002243	El004G234460	XP_020890710.1
OG0002244	El007G327650	XP_002864829.1
OG0002244	El005G247440	XP_020888323.1
OG0002245	El003G159480	XP_002867623.1
OG0002245	El007G342810	XP_020882877.1
OG0002246	El007G341840	XP_002862377.1, XP_020872012.1
OG0002246	El007G341890, El007G341850	XP_002865878.1
OG0002247	El007G341700	XP_020882984.1
OG0002247	El003G159070	XP_020873500.1
OG0002248	El007G337910	XP_002866046.1
OG0002248	El003G157050	XP_020873380.1
OG0002249	El007G337230	XP_020883500.1
OG0002249	El003G157420	XP_020873459.1
OG0002250	El007G336210	XP_020871159.1
OG0002250	El003G157820	XP_020873293.1
OG0002251	El007G335860	XP_020885990.1
OG0002251	El003G158040	XP_020873623.1
OG0002252	El007G334040	XP_020868444.1
OG0002252	El003G158680	XP_020873385.1
OG0002253	El001G068650	XP_020879300.1
OG0002253	El002G112860	XP_020870383.1
OG0002254	El001G060910	XP_020879404.1
OG0002254	El001G069200	XP_020878115.1
OG0002255	El001G051670	XP_020875901.1
OG0002255	El001G069520	XP_002873544.1
OG0002256	El007G363770	XP_020868556.1
OG0002256	El003G167250	XP_002867964.1
OG0002257	El003G163270	XP_020873713.1
OG0002257	El003G163280	XP_020873671.1
OG0002258	El002G117560	XP_002893647.1
OG0002258	El006G296290	XP_002881362.1
OG0002259	El003G145880	XP_002867022.1
OG0002259	El003G145890	XP_020872899.1
OG0002260	El001G010470	XP_002869811.1, XP_002891065.1, XP_002893786.1
OG0002261	El003G145190	XP_020872239.1
OG0002262	El003G144880	XP_020875668.1
OG0002262	El006G318710	XP_020885434.1
OG0002263	El003G143360	XP_020875350.1
OG0002263	El006G320120	XP_020884845.1
OG0002264	El006G321640, El006G297160	XP_020884626.1
OG0002264	El003G142130	XP_002868854.1
OG0002265	El003G189110	XP_020872988.1
OG0002265	El001G045450	XP_002877175.1
OG0002266	El007G357680	XP_002863736.1
OG0002266	El002G129390	XP_020868232.1
OG0002267	El003G176890	XP_002868346.1
OG0002267	El005G266960	XP_002883484.1
OG0002268	El005G264580	XP_020885931.1
OG0002268	El003G175120	XP_020873062.1
OG0002269	El003G174860	XP_002870306.1
OG0002269	El005G263150	XP_002885542.1
OG0002270	El005G262350	XP_002883384.1
OG0002270	El003G174600	XP_002868270.1
OG0002271	El005G260990	XP_020886692.1
OG0002271	El003G173930	XP_002868226.1
OG0002272	El003G172740	XP_002870230.1
OG0002273	El001G032880	XP_020880420.1
OG0002273	El006G282950	XP_020885589.1
OG0002274	El006G284460	XP_002881956.1
OG0002274	El001G031790	XP_020882460.1
OG0002275	El006G284670	XP_020883339.1
OG0002276	El006G284680	XP_002881949.1
OG0002276	El001G031600	XP_020880247.1
OG0002277	El001G029360	XP_002876442.1
OG0002277	El006G286890	XP_002881829.1
OG0002278	El001G028850	XP_020880872.1
OG0002278	El006G287540	XP_020883757.1
OG0002279	El001G081630	XP_020878966.1
OG0002279	El005G237470	XP_002882278.1
OG0002280	El001G013710	XP_002875702.1
OG0002280	El001G057330	XP_002872023.1
OG0002281	El001G013790	XP_020879685.1
OG0002281	El001G057290	XP_002874104.1
OG0002282	El007G330640	XP_020882498.1
OG0002282	El007G330630	XP_020882572.1
OG0002283	El007G324760	XP_020883947.1
OG0002284	El002G083260	XP_020868346.1
OG0002285	El001G004200	XP_020876384.1
OG0002285	El002G086190	XP_020869569.1
OG0002286	El002G085680	XP_002892185.1
OG0002286	El007G360160	XP_020871949.1
OG0002287	El002G087810	XP_002892302.1
OG0002287	El006G300410, El006G300400	XP_002879349.1
OG0002288	El006G301350	XP_020884815.1
OG0002288	El002G088600	XP_002892327.1
OG0002289	El002G090020, El002G090050	XP_020870898.1
OG0002290	El006G307480	XP_020884183.1
OG0002290	El002G091150	XP_002889692.1
OG0002291	El003G149630	XP_020872675.1
OG0002291	El006G312770	XP_020884606.1
OG0002292	El001G066870	XP_020878482.1
OG0002292	El005G235470	XP_020886217.1
OG0002293	El005G236150	XP_002884296.1
OG0002293	El001G065990	XP_020876609.1
OG0002294	El001G065080	XP_020877575.1
OG0002294	El005G236870	XP_020886677.1
OG0002295	El001G064580	XP_020878349.1
OG0002295	El005G237020	XP_020889332.1
OG0002296	El001G064230	XP_020877770.1
OG0002296	El005G237220	XP_020887869.1
OG0002297	El001G064150	XP_020879327.1
OG0002297	El005G237270	XP_020888992.1
OG0002298	El001G063320	XP_002873836.1
OG0002298	El005G237820	XP_020888669.1
OG0002299	El001G050710	XP_020878698.1
OG0002299	El005G240660	XP_020887210.1, XP_020873809.1
OG0002300	El005G242040	XP_020888043.1
OG0002300	El007G345980, El007G345990	XP_002865725.2
OG0002301	El005G242210	XP_020888782.1
OG0002301	El007G346550	XP_020890474.1
OG0002302	El006G293460	XP_002879650.2
OG0002302	El001G023920	XP_020882364.1
OG0002303	El004G233970	XP_020889875.1
OG0002303	El002G099780	XP_020870647.1
OG0002304	El002G100300	XP_020869558.1
OG0002304	El004G233040	XP_020891331.1
OG0002305	El004G232750	XP_020891697.1
OG0002305	El002G100420	XP_002890166.2
OG0002306	El002G100650	XP_020867778.1
OG0002306	El004G232480	XP_020891354.1
OG0002307	El002G102920	XP_002893011.1
OG0002308	El002G105470	XP_002893149.1
OG0002308	El004G229620	XP_020891042.1
OG0002309	El002G106340	XP_002890469.1
OG0002309	El004G230680	XP_020890630.1, XP_020872960.1
OG0002310	El002G106460	XP_020867046.1
OG0002310	El004G230850	XP_020891016.1
OG0002311	El002G109270	XP_020867768.1
OG0002311	El004G221800	XP_002888763.1
OG0002312	El002G109510	XP_002893327.1
OG0002312	El004G221700	XP_002887284.1
OG0002313	El002G110910	XP_002890666.1
OG0002313	El004G220160	XP_020865978.1
OG0002314	El002G112760	XP_002890712.1
OG0002314	El004G217990	XP_002888611.1
OG0002315	El003G152630	XP_002867349.1
OG0002315	El006G318080	XP_002880529.1
OG0002316	El002G091710	XP_020867883.1
OG0002316	El004G209540	XP_020869486.1
OG0002317	El002G090590	XP_020874157.1
OG0002318	El002G141270	XP_002894552.2, XP_002894551.1, XP_020866537.1
OG0002319	El002G084470	XP_002892124.1
OG0002320	El001G001260	XP_020877998.1
OG0002320	El002G083470	XP_002892071.1
OG0002321	El005G248290	XP_002884908.1
OG0002321	El001G068110	XP_002873617.1
OG0002322	El001G077020, El001G078150	XP_002873202.1
OG0002325	El005G249080	XP_020887396.1
OG0002325	El002G141030	XP_020868475.1
OG0002326	El005G249320	XP_020886844.1
OG0002326	El002G140680	XP_002894514.1
OG0002327	El002G139200	XP_002891767.2
OG0002327	El005G250670	XP_002885040.1
OG0002328	El005G252340	XP_020888689.1
OG0002328	El002G137520, El002G137510	XP_002894393.1
OG0002329	El005G255500	XP_020888673.1
OG0002329	El002G132570	XP_002891453.1
OG0002330	El005G255710, El002G133030	XP_020870612.1
OG0002331	El005G259080	XP_020885851.1
OG0002331	El002G135840	XP_002894320.1
OG0002333	El003G148020	XP_020872151.1
OG0002333	El005G273120	XP_020889421.1
OG0002334	El005G279220	XP_002886298.1
OG0002334	El003G155660	XP_020875578.1
OG0002335	El002G136920	XP_020868005.1
OG0002335	El005G252850	XP_020888447.1
OG0002336	El005G252870	XP_020887886.1
OG0002336	El002G136900	XP_002891683.1
OG0002337	El001G022820	XP_020881979.1
OG0002337	El006G294940	XP_002879584.1
OG0002338	El001G027390	XP_020881139.1
OG0002338	El006G289280	XP_020883884.1
OG0002339	El006G287990	XP_002879926.1
OG0002339	El001G028500	XP_002876397.1
OG0002340	El001G015300	XP_020882038.1
OG0002341	El001G005430	XP_020879380.1, XP_002874800.1, XP_002874801.1
OG0002341	El001G005420	XP_020878875.1
OG0002343	El001G016220, El001G016230, El006G306060	XP_020884350.1, XP_020881850.1
OG0002344	El007G335100	XP_002864482.2
OG0002345	El002G109230	XP_002893308.1
OG0002346	El005G262210, El001G077870, El006G310340	XP_020876033.1, XP_002894332.2
OG0002348	El005G279150	XP_002886294.1
OG0002348	El003G155500	XP_020874883.1
OG0002349	El003G155320	XP_002869494.1
OG0002349	El005G278880	XP_002886279.1
OG0002350	El003G154580	XP_002867423.1
OG0002350	El005G278330	XP_002886018.1
OG0002351	El006G317660	XP_002878716.1
OG0002352	El006G317030	XP_020884158.1
OG0002352	El003G151730	XP_002867309.1
OG0002353	El003G147220	XP_002867087.1
OG0002353	El003G147230	XP_020874361.1
OG0002354	El002G118680	XP_002893845.1
OG0002354	El006G295420	XP_002881406.1
OG0002355	El004G209620	XP_020866379.1
OG0002355	El005G240150	XP_020886786.1
OG0002356	El002G092510	XP_020868169.1
OG0002356	El004G204590	XP_020890874.1
OG0002357	El001G029440	XP_020881540.1
OG0002357	El002G093460	XP_020868833.1
OG0002358	El002G098690	XP_020867215.1
OG0002359	El002G098550	XP_002892815.1
OG0002359	El001G037270	XP_020881092.1
OG0002361	El003G191760	XP_020874926.1
OG0002361	El001G042240	XP_020881211.1
OG0002362	El001G042600	XP_002877065.1
OG0002362	El003G191330	XP_020874720.1
OG0002363	El001G043020	XP_002875417.1
OG0002363	El003G190900	XP_020874168.1
OG0002364	El004G214540	XP_002888457.1
OG0002365	El004G211800	XP_020890942.1
OG0002365	El003G183930	XP_020872210.1
OG0002366	El002G096130	XP_020869779.1
OG0002366	El004G196940	XP_002886438.1
OG0002367	El007G335420	XP_020871814.1
OG0002368	El006G288350	XP_002879905.1
OG0002368	El001G028210	XP_020880084.1
OG0002369	El006G288930	XP_020883642.1
OG0002369	El006G288920	XP_002881730.1
OG0002370	El001G081010	XP_020878516.1
OG0002370	El005G244470	XP_020886598.1
OG0002371	El005G245120	XP_002882643.1
OG0002372	El005G246400	XP_020887854.1
OG0002372	El001G076930	XP_020875962.1
OG0002373	El001G075120	XP_002873278.1
OG0002373	El005G247940	XP_002884884.1
OG0002374	El003G160090	XP_002869709.1
OG0002374	El007G344620	XP_020871229.1
OG0002375	El003G161880	XP_002867714.1
OG0002375	El007G342740	XP_002865853.1
OG0002376	El007G341440	XP_002865901.1
OG0002377	El003G156770	XP_002869563.1
OG0002377	El007G338380	XP_002866028.1
OG0002378	El003G157250	XP_020873487.1
OG0002378	El007G337590	XP_020871942.1
OG0002379	El003G158370	XP_020873580.1
OG0002379	El007G334930	XP_002864489.1
OG0002380	El007G325470	XP_020871117.1
OG0002380	El001G072110	XP_002873431.1
OG0002381	El001G073090	XP_002871349.1
OG0002381	El007G326910	XP_002866567.1
OG0002382	El001G073990	XP_020877566.1
OG0002382	El007G329610	XP_020871206.1
OG0002383	El007G364250	XP_002865216.1
OG0002383	El003G168040	XP_002867988.1
OG0002384	El007G361090	XP_002862972.1, XP_020877555.1
OG0002385	El001G004480	XP_002872758.1
OG0002385	El003G164980	XP_020872174.1
OG0002386	El003G163110	XP_002867769.1
OG0002387	El003G144930	XP_002866963.1
OG0002387	El006G318600	XP_002878679.1
OG0002388	El003G144440	XP_020875302.1
OG0002388	El006G318890	XP_002878661.1
OG0002389	El003G141700	XP_020872526.1
OG0002389	El006G295660	XP_020885486.1
OG0002389	El006G295670	XP_002879550.2
OG0002390	El006G295770	XP_020882940.1
OG0002390	El002G119960	XP_020868032.1
OG0002391	El001G009080	XP_020876773.1
OG0002392	El003G164970	XP_020872172.1
OG0002392	El001G004530	XP_002872755.1
OG0002393	El003G178570	XP_020875741.1
OG0002393	El005G268410	XP_020886113.1
OG0002394	El003G177800	XP_020876339.1
OG0002394	El005G267670	XP_020886497.1
OG0002395	El003G177520	XP_020876481.1
OG0002395	El005G267420	XP_002862506.2, XP_002885636.1
OG0002396	El005G264740	XP_002883421.1
OG0002396	El003G175150	XP_002868289.1
OG0002397	El003G191590	XP_020872222.1
OG0002397	El001G042350	XP_002875384.1
OG0002398	El006G279660	XP_020883659.1
OG0002398	El001G035390	XP_002876706.1
OG0002399	El006G280110	XP_002880319.1
OG0002400	El006G281650	XP_020884624.1
OG0002400	El001G033850	XP_020880822.1
OG0002401	El006G282480	XP_020883116.1
OG0002401	El001G033130	XP_020881562.1
OG0002402	El006G282880	XP_020885583.1
OG0002402	El001G032900	XP_020880419.1
OG0002403	El004G226070	XP_020890527.1
OG0002403	El002G102140	XP_020869039.1
OG0002404	El006G285390	XP_002880047.1
OG0002404	El001G055880	XP_002874165.1
OG0002406	El001G059550	XP_002873999.1
OG0002406	El001G046900	XP_002877256.1
OG0002407	El001G059270	XP_020875879.1
OG0002407	El001G011720	XP_002877267.1
OG0002408	El001G014100	XP_002877395.1
OG0002408	El007G330400	XP_002864689.1
OG0002409	El007G325410, El007G325420	XP_002866300.1
OG0002410	El001G019790	XP_020881265.1
OG0002410	El007G323940	XP_002864993.1
OG0002411	El002G101710	XP_020868336.1
OG0002411	El004G224930	XP_002888894.2
OG0002412	El002G082990	XP_020870063.1
OG0002412	El001G000800	XP_020878512.1
OG0002413	El001G000490	XP_002875027.1
OG0002413	El002G083180	XP_002892051.1
OG0002414	El002G085210	XP_020870310.1
OG0002414	El001G003680	XP_020876365.1
OG0002415	El007G359810	XP_002863626.1
OG0002415	El002G086080	XP_002889495.1
OG0002416	El007G359070	XP_020871105.1
OG0002416	El002G086280	XP_002892210.1
OG0002417	El006G299220	XP_002881247.1
OG0002417	El002G087020	XP_002892253.2
OG0002418	El006G300310	XP_020882956.1
OG0002418	El002G087780	XP_020869875.1
OG0002419	El002G089160	XP_002892358.1
OG0002419	El006G302060	XP_020885041.1
OG0002420	El006G305970	XP_020883831.1
OG0002420	El006G305960	XP_002879124.1
OG0002421	El006G306490	XP_002880982.1
OG0002421	El002G090990	XP_020869182.1
OG0002422	El007G337560	XP_002866062.1
OG0002422	El003G157280	XP_002869581.1
OG0002423	El005G236330	XP_020886903.1
OG0002423	El001G065800	XP_002871671.1
OG0002424	El001G065490	XP_020876588.1
OG0002424	El005G236560	XP_002884317.1
OG0002425	El005G236610	XP_020886908.1
OG0002425	El001G065410	XP_020876597.1
OG0002426	El001G065300	XP_002873752.1
OG0002427	El005G237400	XP_002882275.2
OG0002427	El001G063900	XP_020878395.1
OG0002428	El005G238480	XP_002882318.1
OG0002428	El001G062490	XP_020876694.1
OG0002429	El002G089590, El002G089600	XP_020871007.1
OG0002430	El005G243730	XP_020887356.1
OG0002430	El005G243680	XP_002882576.1
OG0002431	El001G026210	XP_020880106.1
OG0002432	El006G290540	XP_002879794.1
OG0002432	El006G290530	XP_020883748.1
OG0002433	El002G099940	XP_020868127.1
OG0002434	El002G100670	XP_002890182.1
OG0002435	El004G225960	XP_020889602.1
OG0002435	El002G102360	XP_002892990.1
OG0002436	El002G106230	XP_002890461.1
OG0002436	El004G230570	XP_020891230.1
OG0002437	El002G107110, El002G106790	XP_020869441.1
OG0002437	El004G231310	XP_002887715.1
OG0002438	El002G107220	XP_020869193.1
OG0002439	El004G224090	XP_002887419.1
OG0002439	El002G107610	XP_020869833.1
OG0002441	El002G108260	XP_002890550.1
OG0002441	El004G222870	XP_020891382.1
OG0002442	El004G222020	XP_020891128.1
OG0002442	El002G108880	XP_002890588.1
OG0002443	El002G111370	XP_002890648.1
OG0002443	El004G220580	XP_002888720.1
